AQI,Cases
75.0,79
69.42857142857143,8
83.42857142857143,24
69.42857142857143,57
131.14285714285714,92
81.0,144
116.85714285714286,145
89.7142857142857,125
75.85714285714286,74
57.85714285714285,105
68.75,191
53.83333333333334,286
63.57142857142857,417
67.28571428571429,407
62.28571428571429,411
75.85714285714286,505
63.14285714285714,640
53.85714285714285,854
75.28571428571429,1698
95.0,1699
108.42857142857143,1374
106.75,925
