AQI,Cases
71.14285714285714,0
47.33333333333334,0
48.33333333333334,0
53.42857142857143,4
52.57142857142857,15
35.57142857142857,15
29.714285714285715,92
36.0,192
34.0,281
42.714285714285715,520
38.57142857142857,782
51.83333333333334,1416
34.6,1771
38.285714285714285,1440
39.142857142857146,2297
42.142857142857146,2784
53.57142857142857,3143
44.28571428571429,4061
29.57142857142857,3201
39.0,3758
37.57142857142857,4400
37.57142857142857,3775
