AQI,Cases
60.0,343
61.85714285714285,370
41.714285714285715,321
49.42857142857143,486
54.714285714285715,633
41.857142857142854,914
44.28571428571429,981
44.714285714285715,920
42.857142857142854,1535
48.0,2500
40.142857142857146,3736
48.14285714285714,4857
49.57142857142857,4861
58.14285714285714,4794
42.57142857142857,4463
45.714285714285715,3938
51.714285714285715,3456
50.14285714285714,3371
45.0,3504
47.42857142857143,3539
49.42857142857143,4304
67.0,4766
