AQI,Cases
116.28571428571428,0
140.75,0
140.75,3
140.75,2
126.81428600000001,1
112.878571,9
98.94285699999999,29
85.007143,52
71.07142900000001,30
57.135714,37
43.2,47
44.42857142857143,67
57.0,44
54.0,68
54.14285714285714,150
48.0,270
43.0,365
89.2,600
97.75,732
111.5,734
64.2,978
98.5,644
