AQI,Cases
68.42857142857143,168
68.28571428571429,248
104.57142857142857,171
82.85714285714286,362
52.14285714285714,767
44.714285714285715,968
38.285714285714285,2316
53.28571428571429,5299
37.57142857142857,8116
35.0,7647
36.42857142857143,5355
38.857142857142854,4041
45.14285714285714,3748
28.42857142857143,3190
35.57142857142857,2488
34.142857142857146,2653
42.57142857142857,3005
56.714285714285715,2208
59.28571428571429,0
44.0,0
34.285714285714285,0
70.75,0
