AQI,Cases
51.0,31
43.42857142857143,10
91.42857142857143,5
71.85714285714286,24
81.42857142857143,27
92.28571428571428,88
87.42857142857143,84
73.71428571428571,205
64.14285714285714,216
93.14285714285714,656
76.57142857142857,721
80.28571428571429,4683
73.57142857142857,6366
65.14285714285714,6346
52.714285714285715,5315
70.0,4996
88.57142857142857,6256
76.85714285714286,4727
63.714285714285715,3061
66.0,3002
84.0,2507
141.75,1692
