AQI,Cases
127.2,15
109.28571428571428,0
89.85714285714286,10
84.0,0
104.2,8
84.35,8
64.5,14
70.71428571428571,8
78.57142857142857,43
84.0,27
70.28571428571429,55
87.0,70
94.85714285714286,96
99.42857142857143,77
99.28571428571428,84
111.14285714285714,130
117.71428571428572,192
100.42857142857143,380
95.0,685
90.0,818
92.71428571428572,1093
92.71428571428572,879
