AQI,Cases
169.0,28
155.42857142857142,93
119.57142857142857,46
110.0,43
101.57142857142857,28
92.57142857142857,50
58.14285714285714,81
74.85714285714286,177
92.0,416
61.714285714285715,865
74.85714285714286,1828
65.71428571428571,2818
66.14285714285714,3310
70.14285714285714,3664
60.0,3133
58.85714285714285,2265
58.14285714285714,2003
79.14285714285714,1644
74.85714285714286,1460
85.0,1576
59.57142857142857,1687
124.25,1601
