AQI,Cases
115.85714285714286,24
107.28571428571428,27
137.71428571428572,5
110.28571428571428,12
69.42857142857143,5
60.57142857142857,9
55.714285714285715,8
52.28571428571429,28
52.57142857142857,8
45.14285714285714,15
59.85714285714285,77
55.42857142857143,76
47.33333333333334,58
34.142857142857146,91
29.57142857142857,69
32.857142857142854,123
41.285714285714285,189
75.71428571428571,190
80.85714285714286,338
58.57142857142857,385
62.714285714285715,383
81.25,164
