AQI,Cases
90.57142857142857,225
113.42857142857143,376
128.0,205
123.0,199
90.0,235
93.28571428571428,306
106.85714285714286,325
92.0,404
91.85714285714286,265
72.42857142857143,385
72.28571428571429,410
65.42857142857143,553
64.85714285714286,800
67.57142857142857,806
69.28571428571429,895
61.714285714285715,1392
65.14285714285714,1734
65.57142857142857,2215
89.2857142857143,2271
91.71428571428572,2468
86.0,2759
112.0,2965
