Datetime,NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3)
2020-04-19 02:00:00,3.1,11.15,,15.45,23.25,7.5,5.83
2020-04-19 03:00:00,3.0,12.15,,15.7,23.25,10.75,5.72
2020-04-19 04:00:00,3.05,11.68,,8.93,20.25,6.25,5.62
2020-04-19 05:00:00,3.42,11.6,,14.5,19.5,4.5,5.68
2020-04-19 06:00:00,3.05,11.75,,14.0,21.5,5.5,5.78
2020-04-19 07:00:00,3.5,14.67,,14.3,15.5,4.25,5.75
2020-04-19 08:00:00,3.28,15.68,,18.07,21.0,4.5,6.65
2020-04-19 09:00:00,2.9,14.9,,20.73,23.5,2.75,7.3
2020-04-19 10:00:00,2.77,14.9,,25.25,21.75,4.0,7.3
2020-04-19 11:00:00,2.6,14.88,,29.62,23.0,6.5,7.3
2020-04-19 12:00:00,3.0,15.2,,35.85,28.75,7.75,7.1
2020-04-19 13:00:00,2.3,14.55,,37.52,27.75,6.75,7.58
2020-04-19 14:00:00,2.8,14.93,,40.35,27.0,6.5,6.8
2020-04-19 15:00:00,2.88,13.75,,42.5,30.25,7.25,6.6
2020-04-19 16:00:00,3.08,13.38,,42.5,38.25,8.75,6.15
2020-04-19 17:00:00,2.9,13.15,,38.65,31.5,10.25,5.72
2020-04-19 18:00:00,3.05,13.18,,29.98,27.75,8.75,5.5
2020-04-19 19:00:00,3.38,14.4,,24.35,29.0,10.25,5.35
2020-04-19 20:00:00,3.02,14.8,,20.55,26.25,8.5,5.5
2020-04-19 21:00:00,3.3,14.25,,17.4,26.5,10.0,5.72
2020-04-19 22:00:00,3.35,14.2,,14.5,25.25,10.25,5.78
2020-04-19 23:00:00,3.3,14.7,,13.3,22.75,12.0,5.6
2020-04-20 00:00:00,3.23,14.8,,12.6,24.5,15.5,5.7
2020-04-20 01:00:00,3.38,15.28,,11.78,26.5,11.5,5.62
2020-04-20 02:00:00,3.8,16.18,,10.6,23.75,6.75,5.8
2020-04-20 03:00:00,3.78,15.22,,10.6,20.25,6.0,5.75
2020-04-20 04:00:00,4.3,16.45,,5.9,21.75,6.0,5.7
2020-04-20 05:00:00,4.33,17.4,,8.85,23.5,6.0,5.88
2020-04-20 06:00:00,4.9,17.05,,8.4,21.5,6.5,5.9
2020-04-20 07:00:00,5.83,17.35,,8.95,21.5,7.5,6.38
2020-04-20 08:00:00,4.38,16.6,,12.75,22.25,5.5,6.88
2020-04-20 09:00:00,3.35,17.15,,18.12,14.0,3.5,7.65
2020-04-20 10:00:00,3.07,17.57,,21.9,21.25,2.5,7.45
2020-04-20 11:00:00,2.7,17.05,,24.85,17.25,3.75,7.03
2020-04-20 12:00:00,2.9,15.85,,30.08,22.25,4.5,7.0
2020-04-20 13:00:00,3.23,15.4,,30.7,25.75,9.0,7.0
2020-04-20 14:00:00,3.08,17.1,,31.75,25.75,8.0,6.68
2020-04-20 15:00:00,2.77,15.8,,32.55,28.0,7.5,6.45
2020-04-20 16:00:00,3.18,15.72,,32.3,28.0,9.0,6.0
2020-04-20 17:00:00,2.78,15.25,,31.25,26.0,8.5,5.68
2020-04-20 18:00:00,2.42,15.95,,28.3,29.0,7.0,5.78
2020-04-20 19:00:00,2.67,14.9,,22.55,30.0,6.5,5.47
2020-04-20 20:00:00,2.9,13.97,,18.2,27.0,9.25,5.47
2020-04-20 21:00:00,3.27,13.9,,15.9,25.75,13.25,5.45
2020-04-20 22:00:00,2.78,13.75,,14.5,20.5,13.0,5.6
2020-04-20 23:00:00,3.05,14.03,,12.9,18.75,11.0,5.72
2020-04-21 00:00:00,3.28,13.77,,13.05,23.0,12.25,5.45
2020-04-21 01:00:00,3.75,13.12,,12.45,11.0,7.0,5.32
2020-04-21 02:00:00,3.12,12.55,,12.07,15.5,6.5,5.45
2020-04-21 03:00:00,3.75,12.25,,11.4,11.0,8.0,5.4
2020-04-21 04:00:00,4.12,13.62,,3.82,9.5,5.0,5.4
2020-04-21 05:00:00,4.03,13.47,,8.6,16.5,5.0,5.32
2020-04-21 06:00:00,4.22,13.22,,8.7,13.5,5.0,5.55
2020-04-21 07:00:00,4.8,13.4,,9.35,12.5,,5.47
2020-04-21 08:00:00,4.12,14.62,,13.18,21.25,2.0,6.05
2020-04-21 09:00:00,3.55,15.25,,17.88,16.75,3.5,6.65
2020-04-21 10:00:00,3.65,15.33,,20.88,19.0,7.75,6.6
2020-04-21 11:00:00,3.0,16.18,,24.8,21.25,6.75,6.72
2020-04-21 12:00:00,2.6,14.97,,26.88,28.25,6.25,6.65
2020-04-21 13:00:00,2.73,14.45,,26.8,27.0,7.25,6.25
2020-04-21 14:00:00,2.77,9.05,,27.77,21.5,7.5,6.9
2020-04-21 15:00:00,2.85,12.05,,26.45,23.25,6.25,7.65
2020-04-21 16:00:00,3.1,10.9,,28.15,23.5,6.5,6.7
2020-04-21 17:00:00,2.58,13.95,,31.0,23.0,6.0,5.07
2020-04-21 18:00:00,2.67,16.2,,29.2,20.75,7.75,4.8
2020-04-21 19:00:00,3.53,14.95,,26.5,24.75,7.5,4.8
2020-04-21 20:00:00,3.42,14.35,,21.45,29.75,9.75,5.45
2020-04-21 21:00:00,4.05,15.6,,17.25,29.75,12.5,5.57
2020-04-21 22:00:00,3.25,15.7,,16.15,30.75,12.75,5.8
2020-04-21 23:00:00,2.68,15.1,,15.35,26.25,10.25,6.6
2020-04-22 00:00:00,2.8,14.4,,14.55,24.25,14.0,6.67
2020-04-22 01:00:00,3.08,13.95,,14.85,23.0,9.0,6.25
2020-04-22 02:00:00,3.02,12.02,,14.7,18.25,7.5,5.83
2020-04-22 03:00:00,3.2,12.85,,13.8,19.0,7.5,5.72
2020-04-22 04:00:00,3.22,13.18,,6.53,14.0,6.75,5.67
2020-04-22 05:00:00,2.75,12.3,,14.3,22.75,8.75,5.72
2020-04-22 06:00:00,2.77,12.23,,14.1,16.75,8.25,6.5
2020-04-22 07:00:00,2.83,13.5,,13.55,27.5,9.5,7.22
2020-04-22 08:00:00,3.68,12.05,,14.65,28.75,14.0,9.03
2020-04-22 09:00:00,4.55,6.4,,14.6,32.0,23.0,19.62
2020-04-22 10:00:00,0.0,,0.0,18.88,17.0,,9.15
2020-04-22 11:00:00,3.58,,0.0,21.08,30.0,11.0,5.62
2020-04-22 12:00:00,3.15,,0.0,24.2,30.0,10.5,5.6
2020-04-22 13:00:00,3.05,,0.0,27.6,29.5,9.0,6.05
2020-04-22 14:00:00,2.65,,0.0,29.15,27.5,8.5,5.83
2020-04-22 15:00:00,2.83,,0.0,28.25,25.0,7.0,5.67
2020-04-22 16:00:00,2.38,,0.0,27.7,21.5,6.5,5.38
2020-04-22 17:00:00,2.9,,0.0,27.15,20.0,5.75,5.12
2020-04-22 18:00:00,3.33,,0.0,26.2,21.75,5.25,4.85
2020-04-22 19:00:00,3.42,,0.0,24.0,27.75,7.25,4.72
2020-04-22 20:00:00,3.5,,0.0,20.15,30.25,10.75,5.22
2020-04-22 21:00:00,3.35,,0.0,17.75,29.25,10.0,5.28
2020-04-22 22:00:00,2.78,,0.0,16.35,23.25,9.75,5.58
2020-04-22 23:00:00,2.45,,0.0,16.3,20.0,9.25,5.25
2020-04-23 00:00:00,2.3,,0.0,15.65,18.75,8.0,5.33
2020-04-23 01:00:00,2.75,,0.0,13.85,24.5,6.5,5.42
2020-04-23 02:00:00,3.17,,0.0,12.05,25.25,9.0,5.7
2020-04-23 03:00:00,3.35,,0.0,10.4,21.75,10.75,5.65
2020-04-23 04:00:00,3.9,,0.0,6.85,17.0,7.0,5.32
2020-04-23 05:00:00,3.82,,0.0,9.65,15.5,15.0,5.4
2020-04-23 06:00:00,3.72,,0.0,10.2,19.75,15.0,5.75
2020-04-23 07:00:00,3.47,,0.0,10.5,18.75,,6.6
2020-04-23 08:00:00,3.75,,0.0,14.6,23.0,6.0,7.6
2020-04-23 09:00:00,3.35,,0.0,18.33,33.75,7.75,8.45
2020-04-23 10:00:00,3.38,,0.0,22.8,20.25,10.0,8.48
2020-04-23 11:00:00,3.5,,0.0,26.52,20.0,7.0,8.6
2020-04-23 12:00:00,3.1,,0.0,29.7,29.75,13.25,8.25
2020-04-23 13:00:00,2.25,,0.0,28.65,37.5,12.5,8.0
2020-04-23 14:00:00,2.7,,0.0,32.4,27.75,10.75,7.3
2020-04-23 15:00:00,2.92,,0.0,36.85,32.0,12.0,7.03
2020-04-23 16:00:00,3.02,,0.0,37.2,34.25,14.25,6.65
2020-04-23 17:00:00,3.0,,0.0,34.9,35.0,15.0,6.8
2020-04-23 18:00:00,3.62,,0.0,26.25,34.0,15.25,6.28
2020-04-23 19:00:00,4.0,,0.0,23.1,34.0,13.0,6.1
2020-04-23 20:00:00,2.9,,0.0,23.5,29.0,16.0,5.9
2020-04-23 21:00:00,3.45,,0.0,23.0,31.0,14.5,6.1
2020-04-23 22:00:00,3.25,,0.0,20.95,30.0,14.0,5.9
2020-04-23 23:00:00,3.15,,0.0,16.25,27.25,8.25,5.58
2020-04-24 00:00:00,3.05,,0.0,14.75,27.25,8.25,5.15
2020-04-24 01:00:00,2.73,,0.0,13.8,16.75,7.5,5.38
2020-04-24 02:00:00,3.38,,0.0,14.4,20.5,9.0,5.2
2020-04-24 03:00:00,2.43,,0.0,15.4,23.0,6.75,5.4
2020-04-24 04:00:00,2.85,,0.0,7.08,17.75,9.0,5.25
2020-04-24 05:00:00,2.85,,0.0,13.3,17.75,8.0,5.88
2020-04-24 06:00:00,2.7,,0.0,13.25,13.0,5.0,6.4
2020-04-24 07:00:00,2.98,,0.0,13.55,18.25,4.75,7.58
2020-04-24 08:00:00,2.95,,0.0,15.7,16.75,3.75,8.53
2020-04-24 09:00:00,3.25,,0.0,18.3,19.0,3.0,8.23
2020-04-24 10:00:00,3.6,,0.0,23.68,23.5,5.0,7.78
2020-04-24 11:00:00,3.88,,0.0,28.55,24.0,4.75,8.03
2020-04-24 12:00:00,3.7,,0.0,32.05,33.25,5.5,8.1
2020-04-24 13:00:00,3.92,,0.0,35.72,35.75,10.75,8.78
2020-04-24 14:00:00,3.23,,0.0,34.25,40.0,12.0,7.62
2020-04-24 15:00:00,3.0,,0.0,35.05,34.75,11.25,6.98
2020-04-24 16:00:00,3.0,,0.0,34.35,26.75,16.5,6.25
2020-04-24 17:00:00,3.1,,0.0,34.45,25.0,12.75,5.8
2020-04-24 18:00:00,3.33,,0.0,31.68,30.5,14.0,5.35
2020-04-24 19:00:00,3.23,,0.0,29.2,31.0,11.5,5.45
2020-04-24 20:00:00,3.55,,0.0,26.83,37.75,14.0,5.45
2020-04-24 21:00:00,3.83,,0.0,22.68,38.5,16.25,5.33
2020-04-24 22:00:00,3.38,,0.0,19.95,31.75,13.0,5.03
2020-04-24 23:00:00,2.72,,0.0,18.1,27.25,12.5,4.95
2020-04-25 00:00:00,2.4,,0.0,17.18,33.25,14.25,4.78
2020-04-25 01:00:00,2.35,,0.0,16.65,29.25,12.0,5.0
2020-04-25 02:00:00,2.58,,0.0,16.45,22.75,7.5,4.58
2020-04-25 03:00:00,2.83,,0.0,16.3,15.25,7.25,4.62
2020-04-25 04:00:00,2.67,,0.0,8.42,6.0,2.0,4.5
2020-04-25 05:00:00,2.95,,0.0,15.95,12.75,3.0,4.67
2020-04-25 06:00:00,3.3,,0.0,14.15,17.75,3.5,5.67
2020-04-25 07:00:00,3.18,,0.0,16.48,24.0,4.0,6.27
2020-04-25 08:00:00,3.43,,0.0,18.75,20.0,4.5,7.08
2020-04-25 09:00:00,4.47,,0.0,23.93,27.25,6.75,7.88
2020-04-25 10:00:00,4.53,,0.0,31.75,39.5,10.0,8.22
2020-04-25 11:00:00,3.95,,0.0,37.98,44.5,11.25,8.62
2020-04-25 12:00:00,3.9,,0.0,43.5,44.0,14.5,8.8
2020-04-25 13:00:00,3.58,,0.0,47.0,53.5,19.25,9.9
2020-04-25 14:00:00,3.98,,0.0,51.58,54.0,27.0,9.35
2020-04-25 15:00:00,3.3,,0.0,56.2,60.5,29.0,8.98
2020-04-25 16:00:00,3.65,,0.0,58.9,63.25,32.5,8.88
2020-04-25 17:00:00,4.08,,0.0,57.78,66.75,33.25,8.85
2020-04-25 18:00:00,4.35,,0.0,42.88,65.75,29.75,7.68
2020-04-25 19:00:00,3.58,,0.0,28.38,66.0,23.5,6.47
2020-04-25 20:00:00,2.73,,0.0,25.98,69.0,16.0,6.0
2020-04-25 21:00:00,3.0,,0.0,23.4,35.0,17.25,5.77
2020-04-25 22:00:00,2.88,,0.0,29.85,30.75,10.0,5.5
2020-04-25 23:00:00,3.5,,0.0,44.53,32.25,8.5,5.35
2020-04-26 00:00:00,3.28,,0.0,44.15,21.0,10.0,5.2
2020-04-26 01:00:00,3.9,,0.0,42.62,20.25,11.0,5.1
2020-04-26 02:00:00,4.55,,0.0,32.05,20.25,9.25,5.22
2020-04-26 03:00:00,5.3,,0.0,27.45,23.5,11.5,5.53
2020-04-26 04:00:00,5.7,,0.0,22.25,20.5,9.5,5.3
2020-04-26 05:00:00,5.3,,0.0,25.55,21.25,8.5,5.4
2020-04-26 06:00:00,6.53,,0.0,24.05,19.25,9.5,5.33
2020-04-26 07:00:00,6.6,,0.0,23.0,23.75,8.25,5.78
2020-04-26 08:00:00,8.0,,0.0,24.7,33.75,9.25,5.7
2020-04-26 09:00:00,5.17,,0.0,39.25,29.25,10.25,5.98
2020-04-26 10:00:00,4.55,,0.0,48.6,30.75,15.5,5.88
2020-04-26 11:00:00,4.05,,0.0,52.25,38.0,18.0,5.75
2020-04-26 12:00:00,3.1,,0.0,51.9,27.25,11.75,5.65
2020-04-26 13:00:00,3.5,,0.0,56.78,31.0,11.0,5.15
2020-04-26 14:00:00,3.08,,0.0,59.05,26.25,12.0,5.47
2020-04-26 15:00:00,3.35,,0.0,62.4,24.75,10.5,5.45
2020-04-26 16:00:00,3.0,,0.0,63.7,26.75,12.0,5.4
2020-04-26 17:00:00,3.45,,0.0,68.95,28.5,12.75,5.38
2020-04-26 18:00:00,4.03,,0.0,64.47,36.75,14.5,5.05
2020-04-26 19:00:00,4.15,,0.0,56.42,38.25,12.75,5.17
2020-04-26 20:00:00,3.9,,0.0,48.52,37.75,13.75,5.4
2020-04-26 21:00:00,3.47,,0.0,46.2,42.5,15.5,5.47
2020-04-26 22:00:00,3.65,,0.0,44.6,39.75,12.75,5.22
2020-04-26 23:00:00,3.27,,0.0,40.82,38.5,15.75,5.3
2020-04-27 00:00:00,3.52,,0.0,37.9,46.0,18.0,5.4
2020-04-27 01:00:00,3.5,,0.0,32.73,36.5,10.5,5.1
2020-04-27 02:00:00,3.08,,0.0,29.5,32.25,14.0,5.1
2020-04-27 03:00:00,3.38,,0.0,28.9,27.25,20.0,5.32
2020-04-27 04:00:00,3.27,,0.0,20.15,14.25,14.0,5.1
2020-04-27 05:00:00,3.97,,0.0,23.43,26.25,12.75,5.53
2020-04-27 06:00:00,4.75,,0.0,21.58,25.5,9.5,6.03
2020-04-27 07:00:00,4.0,,0.0,22.67,29.25,10.75,6.68
2020-04-27 08:00:00,4.15,,0.0,21.77,28.0,10.75,8.35
2020-04-27 09:00:00,4.05,,0.0,25.88,30.25,13.5,9.23
2020-04-27 10:00:00,3.6,,0.0,38.72,25.0,12.0,8.95
2020-04-27 11:00:00,3.72,,0.0,46.58,27.5,13.0,8.6
2020-04-27 12:00:00,3.85,,0.0,50.62,33.25,15.5,8.85
2020-04-27 13:00:00,4.4,,0.0,48.77,31.75,15.25,7.75
2020-04-27 14:00:00,3.95,,0.0,51.27,25.0,19.0,7.0
2020-04-27 15:00:00,3.88,,0.0,59.7,33.5,17.75,7.1
2020-04-27 16:00:00,4.05,,0.0,40.82,41.25,21.0,6.95
2020-04-27 17:00:00,3.25,,0.0,40.35,33.5,13.0,5.93
2020-04-27 18:00:00,3.75,,0.0,42.8,35.75,20.0,6.6
2020-04-27 19:00:00,4.93,,0.0,34.95,36.75,29.0,11.38
2020-04-27 20:00:00,7.42,,0.0,44.03,29.0,19.0,9.78
2020-04-27 21:00:00,6.92,,0.0,36.08,46.25,19.0,6.88
2020-04-27 22:00:00,4.7,,0.0,43.42,47.5,31.25,5.1
2020-04-27 23:00:00,3.88,,0.0,39.55,32.75,16.25,5.22
2020-04-28 00:00:00,4.17,,0.0,30.88,38.0,21.0,5.2
2020-04-28 01:00:00,4.07,,0.0,25.62,35.25,17.5,4.93
2020-04-28 02:00:00,3.15,,0.0,26.45,26.0,13.0,4.62
2020-04-28 03:00:00,4.6,,0.0,23.45,23.25,7.5,4.6
2020-04-28 04:00:00,4.7,,0.0,14.72,23.75,6.0,4.4
2020-04-28 05:00:00,4.12,,0.0,21.75,23.5,6.0,4.67
2020-04-28 06:00:00,3.2,,0.0,21.78,28.0,9.5,4.7
2020-04-28 07:00:00,4.6,,0.0,20.0,34.5,15.5,5.2
2020-04-28 08:00:00,5.43,,0.0,22.8,28.5,3.0,6.33
2020-04-28 09:00:00,4.78,,0.0,28.95,33.25,7.0,7.02
2020-04-28 10:00:00,4.4,,0.0,34.4,32.25,8.5,7.47
2020-04-28 11:00:00,3.47,,0.0,36.4,27.0,7.0,7.6
2020-04-28 12:00:00,2.95,,0.0,37.62,26.75,9.0,7.35
2020-04-28 13:00:00,3.3,,0.0,41.15,28.5,10.75,7.38
2020-04-28 14:00:00,3.25,,0.0,40.65,27.75,7.25,6.7
2020-04-28 15:00:00,3.38,,0.0,44.3,31.0,9.25,6.22
2020-04-28 16:00:00,3.3,,0.0,43.8,34.0,13.0,6.05
2020-04-28 17:00:00,3.75,,0.0,41.47,33.5,13.0,5.65
2020-04-28 18:00:00,3.62,,0.0,43.38,47.75,13.5,5.62
2020-04-28 19:00:00,4.85,,0.0,46.2,95.0,15.0,6.25
2020-04-28 20:00:00,,,,,,,
2020-04-28 21:00:00,,,,,,,
2020-04-28 22:00:00,,,,,,,
2020-04-28 23:00:00,,,,,,,
2020-04-29 00:00:00,,,,,,,
2020-04-29 01:00:00,,,,,,,
2020-04-29 02:00:00,,,,,,,
2020-04-29 03:00:00,,,,,,,
2020-04-29 04:00:00,,,,,,,
2020-04-29 05:00:00,,,,,,,
2020-04-29 06:00:00,,,,,,,
2020-04-29 07:00:00,,,,,,,
2020-04-29 08:00:00,,,,,,,
2020-04-29 09:00:00,,,,,,,
2020-04-29 10:00:00,,,,,,,
2020-04-29 11:00:00,,,,,,,
2020-04-29 12:00:00,,,,,,,
2020-04-29 13:00:00,,,,,,,
2020-04-29 14:00:00,,,,,,,
2020-04-29 15:00:00,,,,,,,
2020-04-29 16:00:00,,,,,,,
2020-04-29 17:00:00,,,,,,,
2020-04-29 18:00:00,4.4,,0.0,43.5,44.0,18.0,6.0
2020-04-29 19:00:00,5.23,,0.0,39.58,47.5,20.0,6.17
2020-04-29 20:00:00,10.3,,0.0,31.65,68.5,35.25,8.93
2020-04-29 21:00:00,10.75,,0.0,32.95,89.5,57.5,9.75
2020-04-29 22:00:00,7.5,,0.0,32.6,70.0,44.5,8.45
2020-04-29 23:00:00,6.35,,0.0,29.65,61.0,37.0,8.6
2020-04-30 00:00:00,,,,,88.0,,10.12
2020-04-30 01:00:00,5.0,,0.0,24.85,65.0,45.0,7.9
2020-04-30 02:00:00,3.95,,0.0,23.05,45.75,32.25,7.05
2020-04-30 03:00:00,,,,,,,
2020-04-30 04:00:00,,,,,,,
2020-04-30 05:00:00,,,,,,,
2020-04-30 06:00:00,,,,,,,
2020-04-30 07:00:00,,,,,,,
2020-04-30 08:00:00,,,,,,,
2020-04-30 09:00:00,,,,,,,
2020-04-30 10:00:00,3.4,,0.0,35.3,26.0,13.0,8.0
2020-04-30 11:00:00,3.1,,0.0,38.58,29.25,13.75,8.05
2020-04-30 12:00:00,3.0,,0.0,40.65,39.0,16.5,7.85
2020-04-30 13:00:00,3.65,6.75,0.0,40.33,40.5,18.75,9.0
2020-04-30 14:00:00,3.67,25.8,,43.03,44.5,21.0,12.62
2020-04-30 15:00:00,3.25,20.55,,53.4,43.25,21.5,7.0
2020-04-30 16:00:00,3.55,13.43,,56.45,42.25,21.0,5.75
2020-04-30 17:00:00,3.1,5.05,,53.85,38.75,15.25,5.47
2020-04-30 18:00:00,4.22,10.25,,48.53,43.5,18.5,5.75
2020-04-30 19:00:00,5.28,20.7,,42.03,45.0,26.0,6.5
2020-04-30 20:00:00,6.83,25.68,,36.97,59.75,31.75,7.73
2020-04-30 21:00:00,7.15,27.98,,35.4,76.0,47.75,8.43
2020-04-30 22:00:00,6.83,27.98,,30.52,71.25,44.0,8.97
2020-04-30 23:00:00,4.55,28.12,,28.5,63.25,42.75,7.42
2020-05-01 00:00:00,4.07,27.1,,28.6,55.0,39.0,6.53
2020-05-01 01:00:00,3.17,13.65,,27.48,23.0,12.5,6.25
2020-05-01 02:00:00,3.38,9.73,,26.8,39.25,12.0,5.97
2020-05-01 03:00:00,3.12,10.83,,25.1,35.25,14.5,6.05
2020-05-01 04:00:00,3.4,9.05,,9.82,38.75,14.5,6.15
2020-05-01 05:00:00,3.73,10.57,,19.0,38.5,17.5,6.6
2020-05-01 06:00:00,3.4,11.65,,20.05,38.0,12.5,8.97
2020-05-01 07:00:00,3.52,12.7,,17.2,31.0,9.75,11.57
2020-05-01 08:00:00,2.92,13.23,,26.98,23.5,5.0,11.35
2020-05-01 09:00:00,2.65,14.05,,33.08,13.75,4.5,11.03
2020-05-01 10:00:00,2.75,13.55,,38.83,30.75,8.5,11.05
2020-05-01 11:00:00,3.38,14.5,,44.38,45.0,16.5,10.93
2020-05-01 12:00:00,3.7,12.7,,47.4,36.75,18.75,10.7
2020-05-01 13:00:00,3.38,8.85,,49.2,39.25,20.75,8.43
2020-05-01 14:00:00,3.15,14.45,,51.7,41.5,21.25,7.07
2020-05-01 15:00:00,3.02,18.35,,55.85,48.0,25.75,6.6
2020-05-01 16:00:00,2.9,18.98,,59.83,52.75,25.75,6.38
2020-05-01 17:00:00,4.12,19.7,,58.48,61.5,27.0,7.8
2020-05-01 18:00:00,6.72,21.57,,46.95,103.0,55.75,11.75
2020-05-01 19:00:00,7.32,16.68,,41.95,107.25,67.0,12.05
2020-05-01 20:00:00,5.72,14.07,,39.1,95.5,62.0,11.67
2020-05-01 21:00:00,4.6,14.53,,42.35,120.5,73.0,12.88
2020-05-01 22:00:00,3.02,13.0,,41.65,104.75,67.5,11.22
2020-05-01 23:00:00,2.82,10.7,,39.4,81.0,48.75,8.95
2020-05-02 00:00:00,3.0,9.8,,37.4,63.25,33.75,8.38
2020-05-02 01:00:00,3.72,10.22,,39.72,56.25,36.5,9.85
2020-05-02 02:00:00,3.43,10.0,,42.33,63.75,39.0,11.02
2020-05-02 03:00:00,3.48,9.5,,41.45,71.5,38.75,10.95
2020-05-02 04:00:00,3.05,8.88,,27.6,59.0,28.0,10.23
2020-05-02 05:00:00,3.4,9.22,,28.0,49.0,28.0,13.32
2020-05-02 06:00:00,3.08,8.57,,26.65,43.0,29.75,14.6
2020-05-02 07:00:00,2.42,8.35,,30.4,37.75,24.25,14.15
2020-05-02 08:00:00,2.45,7.9,,32.92,38.0,18.25,13.28
2020-05-02 09:00:00,3.1,7.8,,39.5,33.25,15.75,12.17
2020-05-02 10:00:00,2.85,8.62,,39.55,37.25,14.25,12.03
2020-05-02 11:00:00,3.03,8.25,,43.0,39.75,12.5,12.4
2020-05-02 12:00:00,2.4,7.78,,44.92,53.25,16.25,11.45
2020-05-02 13:00:00,2.62,5.95,,43.65,69.75,21.25,8.1
2020-05-02 14:00:00,2.75,8.32,,40.02,46.75,16.25,6.2
2020-05-02 15:00:00,2.72,8.05,,41.58,49.5,18.25,5.3
2020-05-02 16:00:00,2.3,8.28,,44.15,41.0,21.25,5.15
2020-05-02 17:00:00,3.18,8.1,,46.65,40.0,20.0,5.35
2020-05-02 18:00:00,3.62,7.27,,44.25,48.5,23.25,5.72
2020-05-02 19:00:00,5.25,8.78,,34.5,58.25,25.75,6.15
2020-05-02 20:00:00,5.7,9.6,,28.65,65.0,31.0,6.4
2020-05-02 21:00:00,5.1,9.15,,25.05,63.25,30.75,6.03
2020-05-02 22:00:00,3.77,9.28,,25.35,51.0,25.25,5.32
2020-05-02 23:00:00,2.88,8.9,,24.95,31.0,10.75,4.97
2020-05-03 00:00:00,2.55,9.3,,24.6,34.0,10.0,5.75
2020-05-03 01:00:00,2.35,5.65,,24.65,46.5,17.5,7.97
2020-05-03 02:00:00,2.12,4.78,,25.5,40.75,16.0,9.3
2020-05-03 03:00:00,2.4,5.15,,24.7,55.0,16.75,9.93
2020-05-03 04:00:00,2.68,5.35,,17.93,46.75,11.0,9.38
2020-05-03 05:00:00,3.0,5.33,,18.7,47.75,13.5,9.95
2020-05-03 06:00:00,3.47,5.7,,17.62,46.0,12.0,9.93
2020-05-03 07:00:00,3.5,8.68,,18.55,54.25,13.5,10.25
2020-05-03 08:00:00,3.42,8.78,,24.67,54.0,18.0,10.52
2020-05-03 09:00:00,2.7,8.15,,30.67,29.75,16.0,10.65
2020-05-03 10:00:00,2.88,8.78,,34.9,26.75,14.75,10.95
2020-05-03 11:00:00,3.25,8.2,,39.0,47.0,11.0,11.45
2020-05-03 12:00:00,3.0,7.32,,40.55,60.25,25.25,11.35
2020-05-03 13:00:00,3.12,7.95,,45.02,58.5,19.25,8.68
2020-05-03 14:00:00,2.97,8.82,,48.08,54.0,20.0,7.05
2020-05-03 15:00:00,3.1,9.5,,48.62,66.75,29.5,6.38
2020-05-03 16:00:00,2.9,11.98,,58.95,75.25,30.0,6.83
2020-05-03 17:00:00,3.35,10.47,,49.4,68.25,28.0,6.45
2020-05-03 18:00:00,4.57,10.3,,38.9,73.75,32.25,6.33
2020-05-03 19:00:00,6.25,8.93,,34.35,77.25,35.75,8.18
2020-05-03 20:00:00,5.18,5.97,,27.03,69.75,34.0,6.45
2020-05-03 21:00:00,5.28,3.58,,23.8,64.0,33.0,5.8
2020-05-03 22:00:00,4.47,6.7,,24.95,62.0,32.5,5.35
2020-05-03 23:00:00,3.98,6.57,,22.9,54.25,24.5,5.05
2020-05-04 00:00:00,3.45,6.5,,22.75,44.75,19.5,4.58
2020-05-04 01:00:00,3.35,8.97,,22.38,41.0,18.0,4.55
2020-05-04 02:00:00,2.97,9.38,,19.75,51.5,23.5,5.75
2020-05-04 03:00:00,3.08,9.4,,19.0,38.5,16.0,6.62
2020-05-04 04:00:00,2.85,8.95,,16.3,76.5,22.5,7.2
2020-05-04 05:00:00,2.88,8.93,,18.6,46.5,13.0,7.65
2020-05-04 06:00:00,2.27,9.25,,18.18,35.75,8.75,8.62
2020-05-04 07:00:00,2.88,6.45,,18.12,39.5,12.5,9.82
2020-05-04 08:00:00,3.35,6.1,,22.27,33.0,13.5,10.8
2020-05-04 09:00:00,3.65,6.38,,27.05,46.0,30.0,11.0
2020-05-04 10:00:00,2.85,6.05,,31.4,33.5,30.0,11.43
2020-05-04 11:00:00,3.02,5.55,,33.9,58.25,24.25,12.5
2020-05-04 12:00:00,2.95,5.45,,35.38,34.75,10.5,12.5
2020-05-04 13:00:00,2.92,6.25,,40.08,52.75,19.75,7.5
2020-05-04 14:00:00,3.03,8.68,,46.85,59.0,18.75,6.18
2020-05-04 15:00:00,2.95,6.75,,50.83,72.75,28.0,5.6
2020-05-04 16:00:00,3.88,7.18,,53.9,79.75,32.0,6.0
2020-05-04 17:00:00,4.38,8.22,,33.95,87.25,37.25,6.0
2020-05-04 18:00:00,5.47,10.27,,38.65,95.0,42.0,8.25
2020-05-04 19:00:00,6.65,6.2,,32.85,98.0,36.0,10.6
2020-05-04 20:00:00,,,,,,,
2020-05-04 21:00:00,,,,,,,
2020-05-04 22:00:00,,,,,,,
2020-05-04 23:00:00,,,,,,,
