Datetime,PM2.5 (ug/m3),PM10 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2019-10-31 01:00:00,37.29,87.6,32.05,9.2,19.36,0.49,5.21
2019-10-31 02:00:00,36.1,85.3,21.71,7.51,18.51,0.28,5.28
2019-10-31 03:00:00,27.0,59.5,14.95,6.7,18.02,0.1,4.43
2019-10-31 04:00:00,11.6,38.85,12.41,6.84,17.98,0.11,7.78
2019-10-31 05:00:00,8.2,36.0,18.21,8.34,18.63,0.15,5.6
2019-10-31 06:00:00,15.22,37.7,24.84,10.21,18.81,0.18,4.42
2019-10-31 07:00:00,16.89,59.25,28.54,10.59,19.31,0.32,5.6
2019-10-31 08:00:00,22.42,62.15,30.48,10.18,20.23,0.49,5.59
2019-10-31 09:00:00,26.56,68.8,30.34,9.63,20.33,0.5,5.65
2019-10-31 10:00:00,44.1,126.1,33.12,8.01,20.56,0.43,5.69
2019-10-31 11:00:00,64.0,257.55,21.05,7.63,20.19,0.18,5.5
2019-10-31 12:00:00,35.4,176.1,15.01,7.68,19.09,0.17,7.6
2019-10-31 13:00:00,27.5,136.25,12.54,9.16,18.92,0.14,11.44
2019-10-31 14:00:00,27.0,143.8,15.39,11.95,19.51,0.12,15.46
2019-10-31 15:00:00,8.04,63.67,20.59,13.92,19.68,0.16,28.02
2019-10-31 16:00:00,56.4,254.7,17.97,12.97,19.34,0.13,17.48
2019-10-31 17:00:00,36.8,216.43,24.35,11.99,19.77,0.12,13.68
2019-10-31 18:00:00,15.16,82.45,28.2,9.5,19.08,0.35,11.97
2019-10-31 19:00:00,38.2,136.65,37.59,8.18,19.08,0.47,7.14
2019-10-31 20:00:00,20.23,110.05,37.79,8.35,21.69,0.76,8.21
2019-10-31 21:00:00,21.6,86.85,65.68,7.11,22.12,1.23,6.84
2019-10-31 22:00:00,40.05,101.0,62.91,7.36,21.62,1.11,6.7
2019-10-31 23:00:00,43.8,107.86,47.88,7.6,20.64,0.89,6.48
2019-11-01 00:00:00,35.0,84.43,28.12,7.05,19.09,0.42,4.66
2019-11-01 01:00:00,21.5,52.89,29.32,6.84,19.15,0.48,4.77
2019-11-01 02:00:00,21.8,52.25,29.14,6.13,18.68,0.32,3.81
2019-11-01 03:00:00,21.1,47.05,24.32,6.0,18.67,0.22,4.3
2019-11-01 04:00:00,12.9,46.85,19.57,6.62,18.63,0.12,4.46
2019-11-01 05:00:00,11.1,65.64,15.39,10.74,18.21,0.08,5.45
2019-11-01 06:00:00,6.5,46.05,17.84,16.37,18.31,0.07,4.52
2019-11-01 07:00:00,2.4,29.29,17.05,19.63,18.16,0.12,4.66
2019-11-01 08:00:00,2.9,34.62,18.4,18.3,18.21,0.27,4.56
2019-11-01 09:00:00,12.0,42.8,14.48,16.44,18.28,0.16,5.22
2019-11-01 10:00:00,23.8,251.57,12.9,13.98,18.3,0.18,5.65
2019-11-01 11:00:00,56.5,266.72,14.45,16.59,19.08,0.12,9.54
2019-11-01 12:00:00,37.5,193.3,14.16,13.73,19.04,0.13,17.95
2019-11-01 13:00:00,32.27,128.3,13.34,12.3,18.81,0.14,27.01
2019-11-01 14:00:00,29.29,102.85,11.39,12.62,19.32,0.11,30.64
2019-11-01 15:00:00,14.6,53.25,13.54,13.61,19.07,0.12,37.91
2019-11-01 16:00:00,16.6,112.15,11.25,12.38,18.71,0.12,40.66
2019-11-01 17:00:00,39.57,254.9,24.3,11.33,18.29,0.19,41.72
2019-11-01 18:00:00,48.3,222.93,22.92,9.83,17.98,0.19,23.82
2019-11-01 19:00:00,18.3,63.04,17.11,8.04,17.84,0.26,15.62
2019-11-01 20:00:00,15.0,33.45,20.52,7.28,17.89,0.29,8.29
2019-11-01 21:00:00,13.2,25.35,17.86,6.48,17.79,0.35,7.53
2019-11-01 22:00:00,8.5,14.2,18.44,6.63,18.12,0.33,6.42
2019-11-01 23:00:00,3.51,9.15,13.2,7.4,18.26,0.14,11.64
2019-11-02 00:00:00,0.3,14.93,9.97,8.34,18.03,0.1,11.71
2019-11-02 01:00:00,,15.15,16.82,9.28,17.93,0.27,5.56
2019-11-02 02:00:00,2.7,15.0,14.4,8.55,17.82,0.17,5.31
2019-11-02 03:00:00,5.7,17.54,11.59,6.53,17.33,0.09,8.37
2019-11-02 04:00:00,7.79,12.92,11.37,5.94,17.64,0.11,5.66
2019-11-02 05:00:00,10.7,22.2,14.96,5.5,17.78,0.12,2.98
2019-11-02 06:00:00,9.2,25.7,19.2,5.09,18.02,0.14,2.76
2019-11-02 07:00:00,8.1,26.0,24.22,5.47,18.26,0.18,2.6
2019-11-02 08:00:00,8.9,28.54,27.76,6.28,18.88,0.35,3.46
2019-11-02 09:00:00,9.9,33.23,23.35,6.68,18.37,0.22,3.8
