Datetime,PM2.5 (ug/m3),PM10 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2019-10-31 01:00:00,47.0,118.42,92.51,15.93,6.86,0.71,1.93
2019-10-31 02:00:00,41.02,101.47,81.44,16.3,6.5,0.53,3.45
2019-10-31 03:00:00,32.25,78.64,73.34,15.71,5.38,0.46,7.54
2019-10-31 04:00:00,27.0,71.19,74.06,13.96,4.07,0.35,7.03
2019-10-31 05:00:00,25.25,64.19,100.17,16.61,5.0,0.58,0.54
2019-10-31 06:00:00,33.25,90.25,79.61,16.27,5.11,0.5,2.88
2019-10-31 07:00:00,27.78,78.35,68.54,18.65,7.32,0.46,5.36
2019-10-31 08:00:00,23.5,65.36,121.08,15.12,7.06,0.72,1.06
2019-10-31 09:00:00,27.48,103.89,104.8,17.38,5.38,0.79,4.91
2019-10-31 10:00:00,29.75,102.08,85.68,15.48,8.43,0.6,16.21
2019-10-31 11:00:00,27.5,87.42,71.22,16.39,8.71,0.45,36.38
2019-10-31 12:00:00,23.5,70.47,71.49,16.33,8.21,0.44,44.13
2019-10-31 13:00:00,22.25,69.03,87.81,17.16,5.18,0.4,36.05
2019-10-31 14:00:00,22.0,65.11,59.45,14.62,1.62,0.32,47.36
2019-10-31 15:00:00,14.53,74.72,41.89,15.21,3.92,0.29,56.0
2019-10-31 16:00:00,13.5,73.06,44.05,14.14,2.23,0.27,48.41
2019-10-31 17:00:00,12.5,70.08,65.55,15.09,5.71,0.39,28.93
2019-10-31 18:00:00,13.5,79.72,119.79,13.26,7.36,0.67,14.43
2019-10-31 19:00:00,20.73,94.58,125.8,13.28,9.48,0.8,5.98
2019-10-31 20:00:00,27.48,97.92,178.04,16.74,9.17,1.61,0.02
2019-10-31 21:00:00,42.5,170.92,163.43,15.87,7.53,1.54,0.02
2019-10-31 22:00:00,47.0,171.06,110.65,16.56,7.99,1.03,0.25
2019-10-31 23:00:00,38.0,117.38,86.95,14.68,6.74,0.82,0.36
2019-11-01 00:00:00,29.77,94.61,83.86,16.22,8.03,0.7,0.69
2019-11-01 01:00:00,23.52,82.33,99.61,13.63,10.84,0.56,1.15
2019-11-01 02:00:00,25.73,78.11,70.5,15.67,10.71,0.44,1.81
2019-11-01 03:00:00,21.02,72.15,71.49,17.59,8.25,0.38,4.97
2019-11-01 04:00:00,16.76,52.53,57.34,15.75,5.88,0.33,6.02
2019-11-01 05:00:00,18.24,47.14,66.69,14.37,5.88,0.32,3.87
2019-11-01 06:00:00,21.24,56.72,108.57,15.74,6.25,0.51,1.33
2019-11-01 07:00:00,26.48,67.69,140.62,17.1,6.76,0.71,1.77
2019-11-01 08:00:00,28.75,122.44,87.88,11.65,4.84,0.49,8.29
2019-11-01 09:00:00,20.03,68.58,64.99,16.88,4.84,0.48,13.19
2019-11-01 10:00:00,14.75,67.97,70.22,17.52,5.45,0.43,14.45
2019-11-01 11:00:00,17.73,65.08,84.83,18.2,6.83,0.32,23.01
2019-11-01 12:00:00,15.25,58.17,59.0,17.7,5.8,0.29,38.88
2019-11-01 13:00:00,14.75,53.12,68.58,12.9,2.09,0.39,35.65
2019-11-01 14:00:00,14.25,62.72,62.89,19.23,2.35,0.25,58.68
2019-11-01 15:00:00,16.24,64.94,72.65,22.38,4.79,0.32,48.22
