Datetime,NOx (ppb),NH3 (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2020-01-05 13:00:00,84.38,18.88,95.0,51.75,7.3,1.09,
2020-01-05 14:00:00,80.69,18.98,93.82,44.89,6.92,0.99,
2020-01-05 15:00:00,80.02,18.8,82.92,41.89,6.93,0.93,
2020-01-05 16:00:00,80.04,19.64,77.78,39.07,7.1,0.89,
2020-01-05 17:00:00,73.66,20.35,67.12,41.18,6.72,0.78,
2020-01-05 18:00:00,68.5,17.64,74.48,46.55,5.96,0.74,
2020-01-05 19:00:00,74.9,16.66,99.93,60.65,6.37,0.84,
2020-01-05 20:00:00,88.81,16.95,155.6,78.76,7.11,1.13,
2020-01-05 21:00:00,99.28,17.89,190.36,98.31,7.99,1.31,
2020-01-05 22:00:00,108.58,17.96,160.76,83.0,8.83,1.55,
2020-01-05 23:00:00,118.6,18.18,299.68,157.65,9.53,1.7,
2020-01-06 00:00:00,126.36,18.09,280.22,173.81,9.87,1.84,
2020-01-06 01:00:00,130.63,17.48,233.57,141.85,10.0,1.9,
2020-01-06 02:00:00,130.99,16.7,211.22,137.17,9.9,1.89,
2020-01-06 03:00:00,127.81,16.6,170.87,113.28,9.82,1.8,
2020-01-06 04:00:00,125.89,16.84,103.34,67.35,9.77,1.64,
2020-01-06 05:00:00,125.87,16.89,70.0,49.92,9.94,1.49,
2020-01-06 06:00:00,124.79,16.87,70.16,48.0,9.65,1.36,
2020-01-06 07:00:00,125.93,16.7,74.58,48.89,9.47,1.3,
2020-01-06 08:00:00,124.19,17.16,104.45,70.88,9.16,1.28,
2020-01-06 09:00:00,111.41,18.38,127.08,67.53,8.51,1.18,
2020-01-06 10:00:00,88.95,18.63,131.62,55.88,6.83,0.97,
2020-01-06 11:00:00,60.66,19.83,163.13,52.92,5.71,0.76,
2020-01-06 12:00:00,35.5,20.87,171.0,51.0,6.96,0.64,
2020-01-06 13:00:00,26.46,19.14,,,2.76,0.65,
2020-01-06 14:00:00,21.62,19.28,165.01,47.92,,0.64,
2020-01-06 15:00:00,26.29,14.68,115.0,46.03,8.16,0.51,
2020-01-06 16:00:00,34.97,12.55,115.25,47.22,5.99,0.35,
2020-01-06 17:00:00,41.37,12.63,127.77,53.14,5.34,1.05,
2020-01-06 18:00:00,45.77,14.17,116.33,57.4,4.77,0.59,
2020-01-06 19:00:00,55.22,14.71,133.45,68.72,4.93,0.79,
2020-01-06 20:00:00,65.06,13.99,156.0,88.03,5.62,1.07,
2020-01-06 21:00:00,75.93,14.48,157.0,88.75,6.67,4.49,
2020-01-06 22:00:00,86.38,14.14,134.85,81.6,7.32,2.54,
2020-01-06 23:00:00,94.58,13.59,125.93,71.18,7.69,1.26,
2020-01-07 00:00:00,100.49,13.06,122.14,76.27,7.84,1.17,
2020-01-07 01:00:00,104.53,13.36,131.94,83.82,8.04,1.14,
2020-01-07 02:00:00,107.3,13.3,130.87,82.22,8.02,1.13,
2020-01-07 03:00:00,110.13,14.1,239.92,166.38,8.65,1.08,
2020-01-07 04:00:00,109.6,14.84,175.43,121.88,8.53,0.96,
2020-01-07 05:00:00,106.94,15.52,141.97,92.11,8.46,0.94,
2020-01-07 06:00:00,109.18,15.7,140.12,95.22,8.62,0.92,
2020-01-07 07:00:00,112.69,15.99,148.43,103.45,8.87,1.39,
2020-01-07 08:00:00,121.4,16.23,233.53,169.65,9.5,6.84,
2020-01-07 09:00:00,136.45,17.41,268.33,191.3,10.23,6.58,
2020-01-07 10:00:00,147.22,16.43,461.65,301.95,10.93,2.08,
2020-01-07 11:00:00,123.12,19.57,289.85,189.63,12.43,1.24,
2020-01-07 12:00:00,44.75,20.62,130.44,72.38,,2.48,
2020-01-07 13:00:00,38.56,19.08,102.31,57.33,,0.79,
2020-01-07 14:00:00,33.31,20.93,110.04,66.22,,0.87,
2020-01-07 15:00:00,37.27,16.87,111.65,71.39,,0.82,
2020-01-07 16:00:00,37.21,17.95,91.23,55.33,9.5,0.74,
2020-01-07 17:00:00,28.76,18.87,102.9,64.07,9.81,0.67,
2020-01-07 18:00:00,31.23,16.93,97.13,66.47,8.81,0.66,
2020-01-07 19:00:00,38.92,15.93,105.28,79.0,7.89,0.73,
2020-01-07 20:00:00,51.77,13.46,122.48,79.73,8.29,0.82,
2020-01-07 21:00:00,62.5,14.02,150.88,100.57,9.09,0.94,
2020-01-07 22:00:00,73.76,13.79,143.67,89.28,10.45,0.99,
2020-01-07 23:00:00,83.7,13.7,105.35,70.29,11.09,1.02,
2020-01-08 00:00:00,93.55,13.22,123.07,78.14,11.57,1.06,
2020-01-08 01:00:00,101.01,13.13,126.92,81.93,11.87,1.08,
2020-01-08 02:00:00,106.91,13.14,121.98,80.18,12.3,1.08,
2020-01-08 03:00:00,112.47,13.07,121.22,85.22,12.7,1.08,
2020-01-08 04:00:00,118.38,12.89,132.28,91.76,13.04,1.1,
2020-01-08 05:00:00,121.81,12.89,148.61,111.17,12.9,1.1,
2020-01-08 06:00:00,121.82,13.73,129.12,89.43,13.21,1.08,
2020-01-08 07:00:00,122.58,13.33,136.18,101.81,12.86,1.1,
2020-01-08 08:00:00,126.82,14.22,148.53,99.45,13.54,1.28,
2020-01-08 09:00:00,133.94,14.89,226.0,159.57,13.96,1.57,
2020-01-08 10:00:00,141.49,15.08,224.87,146.23,14.36,1.66,
2020-01-08 11:00:00,106.21,17.0,156.74,97.34,12.87,1.44,64.8
2020-01-08 12:00:00,32.53,18.04,93.0,52.64,10.44,0.77,
2020-01-08 13:00:00,29.96,17.39,70.0,43.03,10.15,0.59,
2020-01-08 14:00:00,16.71,16.29,70.02,43.97,10.42,0.49,
2020-01-08 15:00:00,18.84,14.24,70.8,42.6,8.97,0.47,
2020-01-08 16:00:00,29.13,14.25,59.08,31.89,9.74,0.48,
2020-01-08 17:00:00,36.45,12.72,63.1,29.36,9.55,0.51,
2020-01-08 18:00:00,39.68,12.63,69.27,39.33,9.21,0.54,60.33
2020-01-08 19:00:00,36.83,15.96,85.7,48.94,6.9,0.76,
2020-01-08 20:00:00,47.84,16.25,121.37,74.35,2.94,1.83,
2020-01-08 21:00:00,58.39,17.14,142.95,82.64,2.77,2.42,
2020-01-08 22:00:00,57.37,14.7,140.32,73.7,2.55,2.17,
2020-01-08 23:00:00,60.35,15.18,159.0,92.99,3.22,1.95,
2020-01-09 00:00:00,64.53,14.98,111.95,67.73,3.35,1.66,
2020-01-09 01:00:00,67.85,15.11,108.72,59.71,3.46,1.41,
2020-01-09 02:00:00,68.35,15.7,92.03,52.0,3.39,1.17,
2020-01-09 03:00:00,67.17,15.97,93.95,51.93,3.27,0.99,
2020-01-09 04:00:00,65.31,16.4,90.78,49.82,3.28,0.85,
2020-01-09 05:00:00,62.99,16.85,78.29,45.14,3.4,0.74,
2020-01-09 06:00:00,61.73,16.91,92.78,48.93,3.32,0.67,
2020-01-09 07:00:00,60.03,16.86,80.2,47.11,2.88,0.63,
2020-01-09 08:00:00,63.57,16.64,92.22,49.97,3.0,0.78,
2020-01-09 09:00:00,66.14,16.61,105.66,49.57,3.04,0.96,
2020-01-09 10:00:00,67.8,17.47,138.27,65.1,2.99,1.0,
2020-01-09 11:00:00,63.03,18.97,95.17,41.22,2.43,0.91,
2020-01-09 12:00:00,36.0,20.91,105.0,47.0,1.46,0.81,
2020-01-09 13:00:00,34.4,22.77,98.1,47.11,1.95,0.68,
2020-01-09 14:00:00,26.05,23.09,102.87,49.89,2.12,0.53,
2020-01-09 15:00:00,23.05,18.92,95.18,46.97,2.05,0.48,
2020-01-09 16:00:00,29.31,17.64,106.12,45.93,1.97,0.51,
2020-01-09 17:00:00,26.93,17.51,112.58,43.93,1.54,0.53,101.58
2020-01-09 18:00:00,32.81,10.35,87.77,41.67,,0.49,
2020-01-09 19:00:00,35.16,7.55,76.23,33.18,,0.52,
2020-01-09 20:00:00,39.23,8.43,90.43,38.54,0.35,0.64,
2020-01-09 21:00:00,45.24,8.22,115.83,53.07,0.32,0.74,
2020-01-09 22:00:00,46.76,9.26,106.81,54.82,0.57,0.78,
2020-01-09 23:00:00,49.44,10.24,101.93,49.89,1.05,0.79,
2020-01-10 00:00:00,52.66,10.51,98.02,47.07,1.25,0.78,
2020-01-10 01:00:00,55.04,10.51,99.07,49.25,1.51,0.76,
2020-01-10 02:00:00,57.09,10.95,103.75,57.3,1.54,0.75,
2020-01-10 03:00:00,60.1,10.95,147.96,92.11,1.97,0.76,
2020-01-10 04:00:00,63.19,10.56,146.0,94.35,2.13,0.76,
2020-01-10 05:00:00,64.6,10.53,125.0,76.28,2.36,0.74,
2020-01-10 06:00:00,65.41,10.51,95.75,56.6,2.22,0.7,
2020-01-10 07:00:00,64.6,10.57,81.05,45.78,2.06,0.65,
2020-01-10 08:00:00,67.66,10.77,85.21,42.02,2.06,0.72,
2020-01-10 09:00:00,77.09,10.76,171.6,96.25,2.28,1.11,
2020-01-10 10:00:00,82.41,10.56,200.9,101.38,2.86,1.23,
2020-01-10 11:00:00,60.4,10.07,135.83,57.24,0.81,0.81,
2020-01-10 12:00:00,30.31,10.44,126.02,36.97,0.1,0.55,
2020-01-10 13:00:00,24.1,9.66,127.19,36.25,0.08,0.54,87.34
2020-01-10 14:00:00,21.64,10.05,136.2,43.11,0.39,0.52,
2020-01-10 15:00:00,21.94,11.94,95.88,45.87,1.05,0.52,
2020-01-10 16:00:00,22.0,11.52,89.0,41.93,1.45,0.54,47.86
2020-01-10 17:00:00,23.13,10.57,88.84,39.86,1.23,0.53,
2020-01-10 18:00:00,26.25,10.9,85.27,36.58,1.32,0.57,
2020-01-10 19:00:00,35.98,8.6,101.65,52.62,1.08,0.66,
2020-01-10 20:00:00,44.22,7.17,140.6,69.87,1.45,0.8,
2020-01-10 21:00:00,54.23,9.0,175.72,92.9,2.59,0.98,
2020-01-10 22:00:00,63.68,8.48,159.52,90.22,2.7,1.07,
2020-01-10 23:00:00,73.02,8.35,191.02,97.62,3.47,1.19,
2020-01-11 00:00:00,81.09,9.0,251.95,142.84,3.87,1.29,
2020-01-11 01:00:00,88.16,9.21,306.17,189.55,4.5,1.33,
2020-01-11 02:00:00,91.91,8.77,197.15,122.81,4.75,1.27,
2020-01-11 03:00:00,91.28,10.19,147.48,92.08,5.25,1.23,
2020-01-11 04:00:00,90.57,9.38,176.19,121.36,4.93,1.18,
2020-01-11 05:00:00,87.72,10.57,185.27,129.66,5.13,1.16,
2020-01-11 06:00:00,84.88,9.58,142.0,93.17,4.65,1.09,
2020-01-11 07:00:00,83.78,9.06,95.95,70.6,4.55,0.98,
2020-01-11 08:00:00,80.89,9.42,93.31,60.18,4.3,0.92,
2020-01-11 09:00:00,77.38,9.32,108.98,64.75,3.75,0.9,
2020-01-11 10:00:00,65.18,8.6,108.32,58.0,2.55,0.76,
2020-01-11 11:00:00,43.46,10.63,127.18,57.71,1.44,0.66,
2020-01-11 12:00:00,27.21,25.98,139.65,50.03,1.0,0.6,
2020-01-11 13:00:00,,,119.15,51.03,1.88,0.6,
2020-01-11 14:00:00,,,127.7,51.71,1.91,0.56,
2020-01-11 15:00:00,,,109.93,44.18,0.86,0.55,
2020-01-11 16:00:00,,,106.05,49.14,1.23,0.54,
2020-01-11 17:00:00,27.43,20.11,109.2,53.51,0.4,0.54,
2020-01-11 18:00:00,27.8,19.68,121.6,67.22,0.55,0.63,
2020-01-11 19:00:00,38.5,20.05,139.27,73.14,0.75,1.03,
2020-01-11 20:00:00,62.48,21.32,156.78,79.6,1.39,2.12,
2020-01-11 21:00:00,67.71,21.25,261.92,148.85,1.65,2.68,
2020-01-11 22:00:00,69.29,20.36,256.93,144.31,2.15,2.89,
2020-01-11 23:00:00,77.17,19.28,254.02,127.77,3.07,2.94,
2020-01-12 00:00:00,87.41,19.6,314.56,175.7,3.8,2.96,
2020-01-12 01:00:00,99.21,19.14,352.93,195.35,4.32,2.92,
2020-01-12 02:00:00,105.28,19.32,290.14,178.4,4.67,2.85,
2020-01-12 03:00:00,110.35,19.66,299.53,190.03,4.84,2.72,
2020-01-12 04:00:00,111.91,19.91,264.62,188.44,4.7,2.5,
2020-01-12 05:00:00,111.02,20.29,185.0,123.47,4.79,2.28,
2020-01-12 06:00:00,113.1,20.95,302.03,214.59,5.01,2.13,
2020-01-12 07:00:00,114.53,21.79,245.35,177.6,5.0,1.99,
2020-01-12 08:00:00,121.02,21.76,266.0,196.87,5.12,2.01,
2020-01-12 09:00:00,128.79,22.86,359.0,248.22,5.46,2.28,
2020-01-12 10:00:00,127.43,23.92,258.88,171.91,5.25,2.18,
2020-01-12 11:00:00,116.21,26.02,192.08,114.45,4.58,1.86,
2020-01-12 12:00:00,95.03,27.35,138.08,73.03,3.65,1.49,
2020-01-12 13:00:00,78.18,26.6,143.0,74.4,2.89,1.26,
2020-01-12 14:00:00,68.94,25.95,143.3,86.36,2.26,1.14,
2020-01-12 15:00:00,62.21,25.3,162.83,95.93,1.52,1.04,
2020-01-12 16:00:00,49.38,25.04,150.69,93.64,1.23,0.92,
2020-01-12 17:00:00,42.38,24.9,128.52,83.24,0.77,0.81,
2020-01-12 18:00:00,41.69,23.55,100.13,63.3,0.63,0.75,
2020-01-12 19:00:00,44.6,23.07,108.61,72.8,0.75,0.81,
2020-01-12 20:00:00,53.18,21.98,152.15,96.29,1.31,1.11,
2020-01-12 21:00:00,60.56,21.74,162.6,104.76,1.4,1.35,
2020-01-12 22:00:00,67.79,22.04,208.5,124.71,1.97,1.53,
2020-01-12 23:00:00,70.0,22.26,183.0,116.67,2.25,1.55,
2020-01-13 00:00:00,75.94,22.4,183.15,108.39,2.62,1.61,
2020-01-13 01:00:00,82.28,23.0,194.93,120.17,3.27,1.64,
2020-01-13 02:00:00,89.31,22.92,260.97,178.4,3.98,1.67,
2020-01-13 03:00:00,95.28,22.57,257.85,187.3,3.95,1.66,
2020-01-13 04:00:00,101.44,22.41,189.96,141.93,4.29,1.6,
2020-01-13 05:00:00,104.83,22.02,186.31,138.53,4.28,1.51,
2020-01-13 06:00:00,106.07,22.09,137.0,96.14,4.26,1.41,
2020-01-13 07:00:00,108.25,21.4,137.3,100.27,4.26,1.34,
2020-01-13 08:00:00,112.38,21.23,156.35,109.81,4.43,1.46,
2020-01-13 09:00:00,116.27,21.74,236.0,156.09,4.44,1.59,
2020-01-13 10:00:00,112.19,23.11,152.87,104.67,4.09,1.52,
2020-01-13 11:00:00,6.07,192.46,145.2,94.52,1.31,1.07,
2020-01-13 12:00:00,,,97.53,54.63,0.3,0.52,
2020-01-13 13:00:00,,,63.77,43.24,0.04,0.39,
2020-01-13 14:00:00,,,50.0,23.13,0.07,0.37,25.53
2020-01-13 15:00:00,,,49.92,26.96,0.96,0.35,
2020-01-13 16:00:00,,,45.14,26.22,0.3,0.38,
2020-01-13 17:00:00,19.99,41.45,55.03,31.96,1.01,0.33,
2020-01-13 18:00:00,34.52,26.13,56.97,31.14,1.88,0.39,
2020-01-13 19:00:00,44.11,19.73,56.3,35.36,2.09,0.42,
2020-01-13 20:00:00,53.48,17.41,74.39,45.23,2.77,0.56,
2020-01-13 21:00:00,61.33,16.11,102.0,52.67,2.87,0.7,
2020-01-13 22:00:00,68.63,16.2,104.77,71.37,3.44,0.85,
2020-01-13 23:00:00,73.07,16.15,88.03,52.89,3.79,0.89,
2020-01-14 00:00:00,78.7,16.65,90.0,50.22,3.96,0.94,
2020-01-14 01:00:00,83.66,16.93,95.42,56.2,4.7,0.97,
2020-01-14 02:00:00,85.78,16.5,119.48,61.69,4.41,0.97,
2020-01-14 03:00:00,86.98,16.45,89.63,54.62,4.5,0.97,
2020-01-14 04:00:00,91.12,16.21,127.38,71.4,4.99,0.97,
2020-01-14 05:00:00,95.92,16.25,154.0,82.11,5.29,0.96,
2020-01-14 06:00:00,101.6,16.48,153.7,84.71,5.62,0.93,
2020-01-14 07:00:00,102.3,16.86,144.05,75.97,5.64,0.87,
2020-01-14 08:00:00,101.36,16.47,87.93,45.87,5.26,0.84,
2020-01-14 09:00:00,100.83,16.35,84.0,42.51,5.28,0.85,
2020-01-14 10:00:00,98.46,16.93,99.12,55.7,5.0,0.83,
2020-01-14 11:00:00,94.32,18.08,107.92,46.82,4.86,0.8,
2020-01-14 12:00:00,83.45,19.31,101.34,41.2,4.51,0.7,
2020-01-14 13:00:00,75.26,19.64,81.97,20.27,4.19,0.64,
2020-01-14 14:00:00,64.82,19.87,80.21,28.43,3.23,0.58,
2020-01-14 15:00:00,52.02,19.67,94.85,39.31,2.48,0.49,
2020-01-14 16:00:00,43.2,19.8,84.29,21.62,2.16,0.47,
2020-01-14 17:00:00,39.91,19.87,105.32,38.22,2.0,0.48,
2020-01-14 18:00:00,38.19,19.31,123.9,43.5,2.01,0.47,
2020-01-14 19:00:00,41.44,18.17,117.78,28.84,1.92,0.49,
2020-01-14 20:00:00,47.24,17.32,104.78,25.1,2.18,0.53,
2020-01-14 21:00:00,51.92,17.1,88.85,27.68,2.55,0.56,
2020-01-14 22:00:00,57.04,16.75,80.33,19.47,2.97,0.6,
2020-01-14 23:00:00,62.17,16.91,103.65,32.57,3.14,0.64,
2020-01-15 00:00:00,66.11,16.39,82.85,20.9,3.36,0.66,
2020-01-15 01:00:00,70.63,16.95,72.0,17.97,3.54,0.67,
2020-01-15 02:00:00,70.75,16.62,63.82,16.9,3.03,0.6,
2020-01-15 03:00:00,68.75,17.07,51.03,14.03,3.4,0.55,
2020-01-15 04:00:00,68.91,17.66,53.1,15.36,3.34,0.52,
2020-01-15 05:00:00,67.67,18.25,57.93,24.8,3.14,0.47,
2020-01-15 06:00:00,65.59,18.35,52.97,19.07,2.95,0.45,
2020-01-15 07:00:00,65.27,18.61,51.35,21.58,2.99,0.44,
2020-01-15 08:00:00,66.06,19.14,76.22,37.18,3.39,0.48,
2020-01-15 09:00:00,67.27,19.26,89.0,42.03,3.45,0.53,
2020-01-15 10:00:00,70.78,19.56,,43.14,3.53,0.58,
2020-01-15 11:00:00,64.22,20.73,,46.67,2.88,0.6,57.78
2020-01-15 12:00:00,36.89,23.67,,37.77,3.54,0.53,
2020-01-15 13:00:00,31.61,25.7,,30.73,1.6,0.49,
2020-01-15 14:00:00,30.28,26.83,84.0,23.86,1.47,0.44,36.2
2020-01-15 15:00:00,25.36,26.05,,20.0,1.86,0.35,
2020-01-15 16:00:00,18.79,27.03,,19.77,1.26,0.3,
2020-01-15 17:00:00,25.93,27.73,54.28,14.07,1.52,0.37,
2020-01-15 18:00:00,30.41,28.53,145.07,16.11,1.58,0.45,69.69
2020-01-15 19:00:00,34.39,27.09,148.92,19.13,1.47,0.51,
2020-01-15 20:00:00,43.95,26.6,143.68,23.43,1.82,0.64,
2020-01-15 21:00:00,48.56,26.83,125.0,34.86,2.16,0.71,
2020-01-15 22:00:00,51.89,25.98,79.0,30.9,2.2,0.72,
2020-01-15 23:00:00,57.78,26.46,73.23,28.47,2.42,0.76,
2020-01-16 00:00:00,61.52,26.34,89.82,41.86,2.73,0.77,
2020-01-16 01:00:00,63.0,26.02,77.28,38.54,2.91,0.78,
2020-01-16 02:00:00,65.36,25.97,95.13,54.73,3.09,0.78,
2020-01-16 03:00:00,67.73,26.38,162.15,105.47,3.32,0.79,
2020-01-16 04:00:00,71.69,27.49,171.42,116.37,3.26,0.76,
2020-01-16 05:00:00,72.79,27.64,59.1,40.11,3.38,0.7,
2020-01-16 06:00:00,72.36,26.64,66.07,43.29,3.29,0.65,
2020-01-16 07:00:00,73.71,27.52,72.2,53.57,3.33,0.67,
2020-01-16 08:00:00,76.31,27.38,181.63,125.63,3.21,0.67,
2020-01-16 09:00:00,73.51,26.72,100.56,56.3,2.89,0.63,
2020-01-16 10:00:00,68.02,26.71,68.85,35.73,2.78,0.57,
2020-01-16 11:00:00,61.69,26.57,60.22,27.75,2.52,0.51,
2020-01-16 12:00:00,51.87,29.78,72.47,20.75,1.71,0.44,
2020-01-16 13:00:00,33.76,30.08,56.53,13.97,1.06,0.3,48.61
2020-01-16 14:00:00,25.74,29.41,40.07,12.93,1.15,0.31,
2020-01-16 15:00:00,29.89,30.43,45.28,11.4,1.43,0.33,
2020-01-16 16:00:00,28.3,30.09,64.77,21.83,1.7,0.33,
2020-01-16 17:00:00,27.33,29.01,47.82,16.8,1.34,0.3,
2020-01-16 18:00:00,31.29,29.09,35.22,11.33,1.27,0.33,71.3
2020-01-16 19:00:00,34.91,28.14,51.11,21.0,1.2,0.39,
2020-01-16 20:00:00,41.17,26.52,59.29,21.6,1.33,0.47,
2020-01-16 21:00:00,46.34,25.75,79.92,38.89,1.8,0.52,
2020-01-16 22:00:00,50.04,26.0,73.97,36.0,2.05,0.57,
2020-01-16 23:00:00,53.39,25.54,72.31,36.57,2.0,0.6,
2020-01-17 00:00:00,53.6,25.28,93.39,52.17,1.83,0.59,
2020-01-17 01:00:00,51.76,25.08,49.93,27.83,1.97,0.53,
2020-01-17 02:00:00,49.45,24.57,46.0,23.2,2.0,0.47,
2020-01-17 03:00:00,47.0,24.52,45.95,28.89,2.03,0.43,
2020-01-17 04:00:00,46.64,23.73,41.92,25.73,1.7,0.4,
2020-01-17 05:00:00,44.86,23.78,37.02,19.11,1.71,0.36,
2020-01-17 06:00:00,44.42,23.35,38.08,22.07,1.85,0.34,
2020-01-17 07:00:00,44.2,22.95,44.05,24.1,1.7,0.35,
2020-01-17 08:00:00,44.96,22.77,48.05,27.11,1.74,0.36,
2020-01-17 09:00:00,44.87,22.39,51.22,30.11,1.87,0.38,
2020-01-17 10:00:00,45.02,21.95,64.0,32.77,1.71,0.39,
2020-01-17 11:00:00,45.11,22.27,64.27,25.82,1.48,0.38,
2020-01-17 12:00:00,43.3,24.02,68.72,20.97,1.51,0.38,70.64
2020-01-17 13:00:00,38.61,25.89,49.15,20.07,1.07,0.4,
2020-01-17 14:00:00,40.4,27.09,60.18,22.33,1.43,0.42,
2020-01-17 15:00:00,31.59,29.4,71.3,32.5,2.46,0.41,
2020-01-17 16:00:00,29.63,28.3,89.59,47.3,1.54,0.43,
2020-01-17 17:00:00,29.62,27.24,109.85,56.07,1.83,0.49,
2020-01-17 18:00:00,34.3,28.54,101.07,58.07,1.5,0.55,
2020-01-17 19:00:00,42.37,26.38,105.08,60.11,1.42,0.68,
2020-01-17 20:00:00,48.23,23.97,110.22,63.4,1.12,0.79,
2020-01-17 21:00:00,50.83,24.22,123.43,74.67,1.08,0.84,
2020-01-17 22:00:00,52.79,25.29,153.92,94.0,1.39,0.88,
2020-01-17 23:00:00,53.65,26.09,149.01,94.13,1.43,0.9,
2020-01-18 00:00:00,52.77,26.28,149.85,97.67,1.51,0.89,
2020-01-18 01:00:00,52.19,26.96,138.89,87.97,1.86,0.85,
2020-01-18 02:00:00,51.17,26.5,131.17,87.76,1.92,0.8,
2020-01-18 03:00:00,50.26,26.23,142.98,107.75,1.89,0.76,
2020-01-18 04:00:00,49.75,26.67,141.72,100.46,1.93,0.71,
2020-01-18 05:00:00,49.23,26.9,124.6,85.57,1.73,0.66,
2020-01-18 06:00:00,48.75,26.39,96.07,72.78,1.88,0.61,
2020-01-18 07:00:00,49.94,26.2,100.53,67.77,2.09,0.6,
2020-01-18 08:00:00,57.86,26.16,138.68,91.05,2.15,0.67,
2020-01-18 09:00:00,70.25,25.73,187.52,119.93,2.5,0.85,
2020-01-18 10:00:00,75.06,26.64,217.61,146.2,2.99,0.95,
2020-01-18 11:00:00,73.03,27.62,187.56,120.37,2.56,0.94,
2020-01-18 12:00:00,59.48,29.98,116.85,43.87,1.36,0.75,90.11
2020-01-18 13:00:00,50.73,32.91,106.02,40.33,1.5,0.69,
2020-01-18 14:00:00,39.33,30.93,107.0,48.97,1.24,0.65,
2020-01-18 15:00:00,31.16,30.69,109.62,47.83,1.39,0.52,78.18
2020-01-18 16:00:00,26.42,29.97,83.0,43.0,1.37,0.48,
2020-01-18 17:00:00,29.86,27.07,95.0,43.14,1.89,0.54,
2020-01-18 18:00:00,39.14,26.54,133.46,47.36,1.31,0.62,
2020-01-18 19:00:00,48.38,27.11,166.85,57.62,1.68,0.74,
2020-01-18 20:00:00,55.06,25.91,216.75,75.4,1.89,0.95,
2020-01-18 21:00:00,61.6,24.96,198.54,115.4,2.29,1.09,
2020-01-18 22:00:00,64.97,26.59,165.97,97.97,2.58,1.14,
2020-01-18 23:00:00,67.34,27.61,163.62,96.53,2.83,1.14,
2020-01-19 00:00:00,69.38,28.05,140.88,83.78,2.99,1.11,
2020-01-19 01:00:00,70.86,28.5,131.81,77.6,2.96,1.06,
2020-01-19 02:00:00,70.97,28.46,117.85,66.83,3.0,0.98,
2020-01-19 03:00:00,71.18,28.97,106.98,62.43,3.14,0.93,
2020-01-19 04:00:00,70.81,28.96,105.83,73.57,3.11,0.92,
2020-01-19 05:00:00,69.84,28.32,93.89,60.97,2.47,0.84,
2020-01-19 06:00:00,68.99,28.01,89.97,59.97,2.88,0.79,
2020-01-19 07:00:00,67.88,28.54,88.47,59.47,2.87,0.75,
2020-01-19 08:00:00,70.94,27.95,122.64,73.53,3.15,0.8,
2020-01-19 09:00:00,73.1,28.17,168.01,117.7,3.25,0.89,
2020-01-19 10:00:00,76.74,29.17,169.43,108.7,3.29,0.94,
2020-01-19 11:00:00,80.91,32.08,199.88,99.73,3.47,0.99,
2020-01-19 12:00:00,80.54,33.99,190.49,90.92,3.28,0.99,
2020-01-19 13:00:00,72.84,30.44,154.2,62.77,2.27,0.92,
2020-01-19 14:00:00,67.41,29.55,165.47,84.67,2.05,0.87,
2020-01-19 15:00:00,47.62,31.82,127.68,75.71,1.65,0.78,
2020-01-19 16:00:00,37.45,26.68,105.0,67.9,1.27,0.7,
2020-01-19 17:00:00,38.34,24.22,109.0,64.8,1.23,0.71,
2020-01-19 18:00:00,41.57,22.34,147.79,59.51,1.14,0.74,
2020-01-19 19:00:00,45.29,21.5,133.39,73.3,1.46,0.81,
2020-01-19 20:00:00,51.55,21.09,161.29,82.25,1.78,0.97,
2020-01-19 21:00:00,58.5,21.2,181.85,88.9,2.13,1.12,
2020-01-19 22:00:00,61.86,20.77,170.8,85.78,2.54,1.2,
2020-01-19 23:00:00,64.91,20.45,152.9,79.43,3.02,1.22,
2020-01-20 00:00:00,67.5,20.84,145.68,91.53,3.21,1.22,
2020-01-20 01:00:00,70.88,20.88,117.11,78.4,3.38,1.2,
2020-01-20 02:00:00,72.74,20.82,125.0,90.0,3.41,1.17,
2020-01-20 03:00:00,74.39,19.63,,,3.5,1.11,
2020-01-20 04:00:00,75.89,19.18,,,3.62,1.08,
2020-01-20 05:00:00,76.86,19.39,,,3.52,1.04,
2020-01-20 06:00:00,78.05,19.96,,,3.48,1.0,
2020-01-20 07:00:00,84.47,21.0,,,4.04,1.04,
2020-01-20 08:00:00,100.44,21.52,,,4.64,1.15,
2020-01-20 09:00:00,117.3,22.36,,,5.38,1.34,
2020-01-20 10:00:00,120.13,23.43,,,5.36,1.39,
2020-01-20 11:00:00,99.34,27.02,,,3.65,1.25,
2020-01-20 12:00:00,49.08,31.5,,,2.12,0.89,60.22
2020-01-20 13:00:00,28.34,31.3,,,1.82,0.71,
2020-01-20 14:00:00,21.36,28.49,,,1.97,0.59,
2020-01-20 15:00:00,17.69,26.2,,,1.89,0.58,
2020-01-20 16:00:00,22.58,24.35,,,1.31,0.63,
2020-01-20 17:00:00,26.57,22.45,103.1,64.17,1.42,0.68,83.73
2020-01-20 18:00:00,28.27,20.58,112.0,68.87,1.43,0.77,66.36
2020-01-20 19:00:00,33.44,20.31,112.25,64.83,1.25,0.82,
2020-01-20 20:00:00,40.57,20.69,129.86,60.43,1.72,0.92,
2020-01-20 21:00:00,47.74,21.08,120.64,72.7,2.03,1.01,
