Datetime,NOx (ppb),NH3 (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2019-10-31 01:00:00,29.74,5.62,61.0,25.0,10.36,0.5,5.34
2019-10-31 02:00:00,24.2,4.87,60.0,24.5,9.76,0.34,5.49
2019-10-31 03:00:00,11.53,4.97,36.53,14.81,9.45,0.26,5.3
2019-10-31 04:00:00,11.36,5.49,25.0,10.9,10.18,0.22,5.57
2019-10-31 05:00:00,13.53,6.76,23.39,9.4,11.03,0.28,5.42
2019-10-31 06:00:00,26.32,5.51,33.54,16.95,10.77,0.34,5.57
2019-10-31 07:00:00,43.18,6.61,47.17,16.85,11.65,0.54,5.31
2019-10-31 08:00:00,83.96,2.5,77.94,34.05,13.3,0.96,5.27
2019-10-31 09:00:00,52.53,4.34,124.92,53.3,12.37,0.73,5.38
2019-10-31 10:00:00,17.61,5.6,98.29,38.85,11.04,0.42,5.37
2019-10-31 11:00:00,18.84,6.3,55.6,17.05,10.95,0.42,5.4
2019-10-31 12:00:00,8.74,6.28,46.42,17.5,9.82,0.29,5.4
2019-10-31 13:00:00,9.46,6.14,32.96,8.35,10.09,0.32,5.44
2019-10-31 14:00:00,10.71,6.44,31.71,14.37,10.38,0.32,5.3
2019-10-31 15:00:00,13.4,6.79,25.0,2.95,10.08,0.38,5.39
2019-10-31 16:00:00,15.65,6.62,25.04,1.9,10.07,0.35,5.35
2019-10-31 17:00:00,17.99,15.85,26.08,,15.37,0.5,4.87
2019-10-31 18:00:00,30.14,14.2,29.21,0.85,10.94,0.82,5.72
2019-10-31 19:00:00,49.4,6.63,59.25,17.7,12.02,1.04,5.26
2019-10-31 20:00:00,32.83,5.95,112.28,31.1,10.16,1.17,5.45
2019-10-31 21:00:00,28.62,4.95,79.77,33.2,9.74,1.12,5.36
2019-10-31 22:00:00,41.95,4.44,77.62,38.8,11.13,1.49,5.26
2019-10-31 23:00:00,59.63,2.87,159.08,71.5,11.56,1.47,5.18
2019-11-01 00:00:00,57.12,2.6,114.81,43.1,12.43,1.11,5.45
2019-11-01 01:00:00,36.97,3.09,107.79,43.75,10.55,0.63,5.36
2019-11-01 02:00:00,28.88,2.48,56.34,19.72,9.95,0.4,5.53
2019-11-01 03:00:00,22.94,2.65,39.88,13.95,9.77,0.36,5.33
2019-11-01 04:00:00,20.48,2.61,37.04,12.95,9.67,0.31,5.41
2019-11-01 05:00:00,18.14,2.63,37.96,12.05,9.87,0.28,5.54
2019-11-01 06:00:00,15.65,3.11,36.8,12.95,9.93,0.29,5.58
2019-11-01 07:00:00,15.56,3.38,31.88,12.15,9.97,0.35,5.42
2019-11-01 08:00:00,27.54,3.9,29.4,14.75,11.17,0.43,5.53
2019-11-01 09:00:00,16.54,4.29,40.08,9.85,12.4,0.36,5.57
2019-11-01 10:00:00,10.99,5.61,41.84,6.9,11.77,0.3,5.57
2019-11-01 11:00:00,14.63,5.92,38.0,5.0,10.44,0.39,5.39
2019-11-01 12:00:00,12.29,6.01,38.0,5.15,9.98,0.35,5.51
2019-11-01 13:00:00,10.26,6.6,28.0,7.79,9.92,0.32,5.44
2019-11-01 14:00:00,11.61,7.18,27.92,3.79,10.44,0.35,5.72
2019-11-01 15:00:00,12.29,7.33,26.27,0.2,10.21,0.36,5.49
2019-11-01 16:00:00,10.53,7.72,32.96,4.05,11.65,0.3,5.32
2019-11-01 17:00:00,7.57,12.59,31.62,5.05,11.32,0.31,5.53
2019-11-01 18:00:00,6.48,11.66,23.38,6.4,10.48,0.34,5.34
2019-11-01 19:00:00,9.13,9.79,31.8,13.9,9.61,0.35,5.53
2019-11-01 20:00:00,20.31,7.86,26.77,11.8,9.9,0.6,5.2
2019-11-01 21:00:00,12.14,7.78,20.8,8.1,9.39,0.46,5.53
2019-11-01 22:00:00,16.3,7.55,15.92,9.8,9.65,0.55,5.4
2019-11-01 23:00:00,15.98,6.95,14.0,5.9,9.72,0.59,5.48
2019-11-02 00:00:00,10.51,6.21,14.08,4.0,9.46,0.4,5.42
2019-11-02 01:00:00,6.59,5.98,15.88,3.95,9.44,0.25,5.43
2019-11-02 02:00:00,10.97,5.96,12.77,3.0,9.35,0.25,5.61
2019-11-02 03:00:00,11.92,5.88,7.04,3.0,9.48,0.23,5.51
2019-11-02 04:00:00,16.15,5.46,8.31,3.05,9.41,0.22,5.46
2019-11-02 05:00:00,19.06,5.15,15.92,4.0,9.44,0.26,5.51
2019-11-02 06:00:00,23.91,4.84,14.0,4.05,9.7,0.32,5.56
2019-11-02 07:00:00,30.82,4.31,14.39,5.3,9.82,0.32,5.56
2019-11-02 08:00:00,24.58,4.34,24.08,11.05,9.96,0.39,5.31
2019-11-02 09:00:00,17.95,4.86,26.0,11.8,10.13,0.36,5.61
2019-11-02 10:00:00,14.51,4.66,25.74,7.95,9.89,0.32,5.31
2019-11-02 11:00:00,11.16,4.96,19.08,6.9,10.15,0.31,5.52
2019-11-02 12:00:00,9.08,5.53,20.88,4.95,9.94,0.3,5.59
2019-11-02 13:00:00,11.04,5.77,18.93,4.35,11.04,0.35,5.57
2019-11-02 14:00:00,13.16,7.29,41.57,10.9,14.14,0.31,5.42
2019-11-02 15:00:00,8.16,9.1,30.84,9.3,11.38,0.27,5.58
2019-11-02 16:00:00,8.23,6.77,27.04,14.75,10.6,0.35,5.36
2019-11-02 17:00:00,8.22,6.03,28.04,10.05,10.6,0.37,5.42
2019-11-02 18:00:00,7.77,5.59,28.96,10.95,10.15,0.51,5.55
2019-11-02 19:00:00,10.65,4.34,27.96,10.0,9.67,0.43,5.39
2019-11-02 20:00:00,13.41,3.49,27.12,9.8,9.57,0.48,5.62
2019-11-02 21:00:00,17.89,3.22,30.23,6.19,9.88,0.72,5.08
2019-11-02 22:00:00,38.56,1.84,37.36,10.47,11.02,1.08,5.64
2019-11-02 23:00:00,55.0,0.72,70.83,19.85,11.63,1.0,5.28
2019-11-03 00:00:00,53.68,0.58,67.16,17.09,11.2,0.65,5.38
2019-11-03 01:00:00,41.52,1.23,70.61,18.8,11.1,0.58,5.37
2019-11-03 02:00:00,41.55,1.66,60.72,14.95,11.03,0.56,5.54
2019-11-03 03:00:00,48.4,1.15,54.93,14.23,11.38,0.53,5.51
2019-11-03 04:00:00,53.98,1.16,78.67,19.33,13.0,0.6,5.52
2019-11-03 05:00:00,51.04,1.15,94.08,26.2,14.27,0.65,5.56
2019-11-03 06:00:00,52.03,0.76,95.17,29.85,13.57,0.61,5.54
2019-11-03 07:00:00,63.11,0.34,76.25,27.66,13.42,0.62,5.44
2019-11-03 08:00:00,69.67,0.51,82.79,40.5,13.06,0.73,5.36
2019-11-03 09:00:00,40.06,1.53,77.18,30.65,12.76,0.53,5.47
2019-11-03 10:00:00,20.35,2.32,56.26,23.25,12.37,0.35,5.61
2019-11-03 11:00:00,10.98,3.11,37.53,8.85,12.26,0.29,5.43
2019-11-03 12:00:00,10.87,5.33,26.0,6.15,15.05,0.33,5.32
2019-11-03 13:00:00,17.59,7.94,35.55,9.45,17.14,0.38,5.39
2019-11-03 14:00:00,13.97,9.8,48.53,18.0,19.12,0.32,5.57
2019-11-03 15:00:00,7.01,10.84,36.0,18.0,21.95,0.26,5.31
2019-11-03 16:00:00,24.25,8.99,36.0,10.0,34.34,,5.14
2019-11-03 17:00:00,3.49,10.51,,,43.26,,5.45
2019-11-03 18:00:00,4.22,9.72,23.04,13.75,23.34,,5.46
2019-11-03 19:00:00,14.57,8.69,24.5,9.11,13.54,,5.56
2019-11-03 20:00:00,32.34,7.14,37.43,11.57,7.91,,5.43
2019-11-03 21:00:00,40.21,6.5,49.01,23.28,7.7,,5.37
2019-11-03 22:00:00,84.44,6.22,77.23,30.84,13.46,,5.33
2019-11-03 23:00:00,73.02,4.4,154.9,67.35,14.38,,5.58
2019-11-04 00:00:00,53.48,5.34,103.04,54.85,13.13,,5.6
2019-11-04 01:00:00,59.78,4.95,104.08,52.2,13.25,,5.6
2019-11-04 02:00:00,46.55,4.86,104.87,55.29,11.64,,5.58
2019-11-04 03:00:00,32.23,5.77,75.91,40.38,11.34,,5.64
2019-11-04 04:00:00,24.07,5.44,48.82,27.67,11.54,,5.38
2019-11-04 05:00:00,31.28,5.02,44.31,21.0,11.46,,5.76
2019-11-04 06:00:00,27.96,5.04,52.0,21.4,12.26,,5.31
2019-11-04 07:00:00,67.13,2.21,52.82,29.76,13.86,,5.65
2019-11-04 08:00:00,70.68,2.3,73.47,44.95,14.11,,5.41
2019-11-04 09:00:00,65.37,3.1,86.09,44.45,15.1,,5.54
2019-11-04 10:00:00,17.83,5.24,110.16,51.15,12.98,,5.44
2019-11-04 11:00:00,16.75,4.64,40.2,16.0,12.62,,5.75
2019-11-04 12:00:00,14.54,4.64,,,12.65,,5.38
2019-11-04 13:00:00,9.62,5.62,36.96,10.1,13.86,,5.8
2019-11-04 14:00:00,6.19,6.52,35.96,12.28,13.81,,5.72
2019-11-04 15:00:00,7.94,5.63,35.17,17.85,13.71,,5.55
2019-11-04 16:00:00,8.26,6.04,38.88,14.86,13.96,,5.25
2019-11-04 17:00:00,9.16,5.14,35.96,11.95,13.44,0.26,5.53
2019-11-04 18:00:00,12.38,4.25,35.29,11.2,12.66,0.94,5.58
2019-11-04 19:00:00,17.49,2.69,42.83,15.2,11.51,0.92,5.41
2019-11-04 20:00:00,26.92,2.13,61.57,19.15,11.41,1.11,5.53
2019-11-04 21:00:00,17.7,2.44,50.61,22.05,11.16,0.92,5.44
2019-11-04 22:00:00,19.42,2.39,41.66,23.15,11.44,0.91,5.43
2019-11-04 23:00:00,20.57,2.06,58.23,26.0,12.01,0.78,5.41
2019-11-05 00:00:00,15.08,2.15,63.11,25.52,11.88,0.54,5.47
2019-11-05 01:00:00,8.99,2.5,40.65,16.85,10.96,0.45,5.41
2019-11-05 02:00:00,10.74,2.5,32.11,14.52,10.71,0.46,5.45
2019-11-05 03:00:00,10.84,2.34,35.08,24.77,10.26,0.41,5.58
2019-11-05 04:00:00,8.26,2.5,37.08,20.19,10.29,0.38,5.48
2019-11-05 05:00:00,8.26,2.4,39.43,24.1,10.39,0.39,5.61
2019-11-05 06:00:00,24.77,1.73,50.0,26.99,10.44,0.65,5.39
2019-11-05 07:00:00,49.93,0.32,74.35,47.35,10.41,0.67,5.54
2019-11-05 08:00:00,67.58,,84.2,54.5,11.21,1.04,5.47
2019-11-05 09:00:00,37.0,1.7,113.42,63.72,11.23,0.75,5.59
2019-11-05 10:00:00,19.1,2.79,98.06,56.96,12.52,0.61,5.31
2019-11-05 11:00:00,14.44,3.77,71.68,34.75,15.65,0.48,5.44
2019-11-05 12:00:00,13.94,5.21,39.58,11.7,12.5,0.51,5.62
2019-11-05 13:00:00,14.25,7.03,54.0,25.0,15.55,0.52,5.36
2019-11-05 14:00:00,11.36,9.34,,,14.76,,5.77
2019-11-05 15:00:00,11.21,7.13,60.16,33.25,13.41,0.28,5.48
2019-11-05 16:00:00,10.93,6.79,64.07,38.28,15.19,0.61,5.4
2019-11-05 17:00:00,12.91,7.04,66.0,43.6,15.94,0.59,5.27
2019-11-05 18:00:00,17.87,6.91,61.92,35.85,14.47,0.72,5.38
2019-11-05 19:00:00,28.76,5.94,60.39,32.95,12.34,1.08,5.73
2019-11-05 20:00:00,30.56,5.11,69.92,31.95,12.47,1.1,5.51
2019-11-05 21:00:00,28.97,5.38,68.19,31.25,12.87,1.02,5.46
2019-11-05 22:00:00,25.9,5.65,73.58,36.15,12.69,0.95,5.6
2019-11-05 23:00:00,23.09,5.47,88.35,39.95,11.96,1.01,5.47
2019-11-06 00:00:00,23.12,5.52,97.04,59.05,11.62,1.05,5.57
2019-11-06 01:00:00,58.71,3.78,99.87,61.1,12.05,0.92,5.29
2019-11-06 02:00:00,55.34,3.66,145.35,81.62,11.74,0.93,5.41
2019-11-06 03:00:00,52.7,4.71,128.15,74.52,13.19,0.83,5.71
2019-11-06 04:00:00,71.05,3.1,132.31,85.0,14.16,0.8,5.51
2019-11-06 05:00:00,58.49,3.57,139.89,85.0,13.28,0.83,5.4
2019-11-06 06:00:00,63.83,3.03,135.37,83.53,12.33,0.64,5.47
2019-11-06 07:00:00,49.08,3.7,94.78,54.33,11.41,0.7,5.52
2019-11-06 08:00:00,63.62,3.1,89.58,61.0,11.48,0.76,5.43
2019-11-06 09:00:00,39.56,4.28,101.66,60.25,11.91,0.67,5.51
2019-11-06 10:00:00,28.69,5.17,86.31,45.77,12.14,0.54,5.46
2019-11-06 11:00:00,14.43,6.44,67.77,40.86,12.39,0.51,5.7
2019-11-06 12:00:00,8.89,7.24,61.8,37.91,12.98,0.45,5.43
2019-11-06 13:00:00,10.32,6.92,57.16,36.0,14.05,0.44,5.42
2019-11-06 14:00:00,5.67,7.61,60.89,35.95,14.2,0.39,5.56
2019-11-06 15:00:00,5.79,8.73,58.07,35.09,15.66,0.4,5.52
2019-11-06 16:00:00,7.06,9.95,60.0,37.05,16.9,0.41,5.31
2019-11-06 17:00:00,8.57,10.42,60.2,38.23,15.82,0.46,5.51
2019-11-06 18:00:00,14.2,10.14,65.0,43.0,14.51,0.6,5.51
2019-11-06 19:00:00,27.55,9.68,65.33,42.86,13.03,0.94,5.46
2019-11-06 20:00:00,37.25,8.43,74.25,40.2,12.52,1.08,5.54
2019-11-06 21:00:00,19.88,8.96,80.3,43.7,11.69,1.01,5.48
2019-11-06 22:00:00,38.55,7.57,63.16,38.05,12.03,1.11,5.39
2019-11-06 23:00:00,39.48,7.64,68.17,39.6,11.88,1.23,5.59
2019-11-07 00:00:00,55.61,6.63,95.58,51.09,12.23,0.97,5.55
2019-11-07 01:00:00,47.43,6.52,109.99,52.38,11.93,0.69,5.65
2019-11-07 02:00:00,38.84,6.63,85.0,40.09,11.42,0.64,5.35
2019-11-07 03:00:00,35.27,6.26,81.93,42.14,11.77,0.67,5.68
2019-11-07 04:00:00,40.81,6.58,80.29,45.47,12.28,0.63,5.57
2019-11-07 05:00:00,51.46,5.0,87.97,54.2,12.13,0.56,5.73
2019-11-07 06:00:00,49.43,5.54,87.83,38.71,12.2,0.67,5.46
2019-11-07 07:00:00,54.0,5.56,109.81,52.95,12.16,0.67,5.67
2019-11-07 08:00:00,42.36,6.21,104.61,51.6,12.37,0.66,5.5
2019-11-07 09:00:00,34.83,6.15,93.92,43.34,13.56,0.52,5.64
2019-11-07 10:00:00,21.45,6.81,63.95,29.2,13.29,0.38,5.45
2019-11-07 11:00:00,7.36,7.42,37.33,12.65,12.66,0.26,5.57
2019-11-07 12:00:00,7.74,8.17,22.36,5.8,12.57,0.29,5.39
2019-11-07 13:00:00,11.44,10.22,32.89,3.15,13.92,0.44,5.54
2019-11-07 14:00:00,17.78,9.93,55.04,25.28,13.1,0.71,5.72
2019-11-07 15:00:00,10.21,10.08,55.07,30.34,13.12,0.67,5.48
2019-11-07 16:00:00,7.58,10.08,31.78,16.2,12.7,0.51,5.6
2019-11-07 17:00:00,6.54,8.96,26.0,1.15,11.62,0.38,5.57
2019-11-07 18:00:00,6.03,7.8,22.12,4.14,11.18,0.35,5.35
2019-11-07 19:00:00,6.21,7.0,25.0,6.95,10.98,0.31,5.45
2019-11-07 20:00:00,6.2,6.75,26.61,5.91,11.02,0.34,5.43
2019-11-07 21:00:00,7.38,6.25,22.08,3.86,10.87,0.41,5.55
2019-11-07 22:00:00,6.89,6.38,23.78,0.95,10.84,0.32,5.63
2019-11-07 23:00:00,6.12,6.33,17.77,,10.85,0.29,5.53
2019-11-08 00:00:00,5.94,6.17,12.11,,10.48,0.27,5.5
2019-11-08 01:00:00,3.96,6.12,14.85,,10.56,0.21,5.4
2019-11-08 02:00:00,3.08,5.98,11.12,,10.77,0.18,5.65
2019-11-08 03:00:00,2.79,5.96,14.0,,10.84,0.17,5.31
2019-11-08 04:00:00,2.85,6.03,13.04,0.05,10.56,0.17,5.56
2019-11-08 05:00:00,1.98,5.75,14.0,1.09,10.2,0.16,5.39
2019-11-08 06:00:00,2.38,5.6,14.12,3.0,10.35,0.18,5.66
2019-11-08 07:00:00,2.84,5.29,17.0,2.91,10.34,0.17,5.33
2019-11-08 08:00:00,10.38,4.85,17.04,1.09,10.08,0.27,5.6
2019-11-08 09:00:00,19.05,4.37,17.92,3.14,10.39,0.45,5.64
2019-11-08 10:00:00,8.66,4.81,16.0,5.95,10.36,0.26,5.68
2019-11-08 11:00:00,3.97,5.19,16.23,5.0,11.35,0.25,5.48
2019-11-08 12:00:00,3.69,5.78,22.18,5.05,11.62,0.26,5.62
2019-11-08 13:00:00,3.13,6.0,26.78,6.0,11.91,0.24,5.45
2019-11-08 14:00:00,3.06,6.03,20.96,6.0,11.76,0.23,5.42
2019-11-08 15:00:00,2.04,5.58,19.61,5.76,11.29,0.17,5.66
2019-11-08 16:00:00,2.25,5.68,9.89,0.95,10.82,0.18,5.41
2019-11-08 17:00:00,2.07,5.72,7.0,0.05,10.99,0.18,5.5
2019-11-08 18:00:00,1.96,5.29,7.0,1.0,10.66,0.2,5.78
2019-11-08 19:00:00,5.79,4.92,15.27,1.2,10.55,0.37,5.62
2019-11-08 20:00:00,7.19,4.51,22.35,5.1,10.22,0.4,5.48
2019-11-08 21:00:00,6.77,4.13,30.8,7.05,10.24,0.39,5.64
2019-11-08 22:00:00,3.93,3.88,25.71,7.91,10.42,0.28,5.64
2019-11-08 23:00:00,14.99,3.8,18.74,6.4,10.29,0.58,5.56
2019-11-09 00:00:00,48.07,1.89,38.01,14.43,11.25,0.89,5.7
2019-11-09 01:00:00,53.6,1.12,64.53,22.8,11.02,0.64,5.54
2019-11-09 02:00:00,43.64,1.61,52.45,18.86,10.63,0.44,5.64
2019-11-09 03:00:00,52.62,0.91,39.55,16.1,11.19,0.57,5.38
2019-11-09 04:00:00,61.65,0.25,53.36,18.4,11.6,0.64,5.55
2019-11-09 05:00:00,61.9,0.49,63.35,26.1,11.86,0.61,5.41
2019-11-09 06:00:00,63.98,0.39,72.54,28.05,12.23,0.65,5.55
2019-11-09 07:00:00,55.79,1.12,84.52,29.05,12.6,0.57,5.47
2019-11-09 08:00:00,49.31,1.5,72.14,29.95,12.45,0.64,5.63
2019-11-09 09:00:00,48.22,1.48,76.54,29.28,12.72,0.67,5.7
2019-11-09 10:00:00,49.09,1.25,91.27,35.05,13.81,0.74,5.42
2019-11-09 11:00:00,38.83,0.99,96.54,35.1,13.8,0.65,5.54
2019-11-09 12:00:00,39.65,0.03,82.97,28.86,14.68,0.63,5.53
2019-11-09 13:00:00,29.36,0.33,81.31,25.69,14.01,0.53,5.08
2019-11-09 14:00:00,7.02,0.68,62.13,18.67,11.99,0.28,5.31
2019-11-09 15:00:00,7.35,1.3,38.97,12.28,11.84,0.31,5.1
2019-11-09 16:00:00,5.87,1.47,37.45,17.62,11.14,0.27,5.2
2019-11-09 17:00:00,5.25,0.97,24.14,10.28,11.02,0.28,4.75
2019-11-09 18:00:00,5.31,1.11,28.18,16.1,10.74,0.32,5.6
2019-11-09 19:00:00,13.81,0.7,33.86,18.38,10.46,0.49,5.47
2019-11-09 20:00:00,13.75,0.82,54.89,26.23,10.31,0.66,4.89
2019-11-09 21:00:00,36.42,0.36,53.0,31.31,11.08,1.47,5.18
2019-11-09 22:00:00,53.35,,82.48,38.8,11.32,1.63,5.25
2019-11-09 23:00:00,83.18,0.27,96.77,55.32,12.72,1.92,5.05
2019-11-10 00:00:00,77.47,,143.47,81.67,12.51,1.28,5.24
2019-11-10 01:00:00,81.42,,127.03,74.34,13.47,1.04,5.03
2019-11-10 02:00:00,70.55,,100.5,60.86,12.73,0.91,5.26
2019-11-10 03:00:00,48.85,0.02,87.42,57.0,11.04,0.72,5.22
2019-11-10 04:00:00,51.13,,73.67,37.48,10.72,0.54,5.07
2019-11-10 05:00:00,71.16,,65.14,27.38,12.28,0.5,5.2
2019-11-10 06:00:00,62.68,,68.96,35.19,11.74,0.46,5.38
2019-11-10 07:00:00,61.03,,68.54,39.38,11.91,0.69,5.2
2019-11-10 08:00:00,78.64,,82.89,46.81,12.05,0.74,5.2
2019-11-10 09:00:00,57.43,0.25,79.82,42.82,10.95,0.76,5.25
2019-11-10 10:00:00,33.91,0.35,74.73,38.6,10.24,0.6,5.18
2019-11-10 11:00:00,24.32,1.73,68.35,31.19,11.62,0.59,5.17
2019-11-10 12:00:00,22.62,1.85,77.0,35.33,10.68,0.59,4.91
2019-11-10 13:00:00,19.93,1.96,76.53,41.86,11.12,0.59,5.13
2019-11-10 14:00:00,12.85,2.78,64.57,38.53,11.23,0.39,4.68
2019-11-10 15:00:00,9.05,1.56,53.15,29.61,10.18,0.4,4.78
2019-11-10 16:00:00,14.67,0.44,57.08,41.58,9.91,0.5,4.88
2019-11-10 17:00:00,12.66,0.03,58.89,33.05,9.66,0.47,4.9
2019-11-10 18:00:00,17.11,,56.58,34.19,9.78,0.65,4.66
2019-11-10 19:00:00,26.38,,72.14,38.05,10.31,1.11,4.91
2019-11-10 20:00:00,33.56,,76.23,39.23,10.37,1.33,4.88
2019-11-10 21:00:00,29.91,0.43,82.55,44.55,10.35,1.07,4.82
2019-11-10 22:00:00,31.86,1.8,96.5,55.19,10.52,1.25,5.21
2019-11-10 23:00:00,44.01,1.42,108.86,58.95,10.73,1.51,5.0
2019-11-11 00:00:00,44.03,1.29,104.97,58.1,10.43,1.06,5.18
2019-11-11 01:00:00,46.37,1.59,104.54,60.19,10.79,1.1,3.31
2019-11-11 02:00:00,45.62,2.18,119.29,64.42,10.62,0.98,4.52
2019-11-11 03:00:00,38.16,2.32,125.84,72.3,10.48,0.87,4.83
2019-11-11 04:00:00,32.27,2.86,95.58,59.71,10.47,0.99,4.91
2019-11-11 05:00:00,37.94,2.82,110.35,73.81,10.5,0.81,5.05
2019-11-11 06:00:00,38.66,2.87,92.71,69.15,10.28,0.77,5.02
2019-11-11 07:00:00,42.44,2.09,83.99,51.34,11.01,1.0,5.01
2019-11-11 08:00:00,76.26,0.79,58.7,38.8,12.34,1.39,4.92
2019-11-11 09:00:00,50.97,2.32,103.97,55.1,10.37,0.69,5.15
2019-11-11 10:00:00,31.31,3.8,102.5,56.81,11.13,0.6,5.39
2019-11-11 11:00:00,40.64,4.13,88.18,51.9,12.24,0.49,5.4
2019-11-11 12:00:00,17.59,4.74,67.97,30.95,11.73,0.46,5.17
2019-11-11 13:00:00,16.68,5.88,67.0,29.91,11.94,0.45,4.98
2019-11-11 14:00:00,13.02,6.98,66.92,28.35,12.74,0.46,4.96
2019-11-11 15:00:00,7.5,5.4,64.82,34.86,11.64,0.39,5.07
2019-11-11 16:00:00,8.14,3.47,60.0,32.09,11.13,0.41,4.85
2019-11-11 17:00:00,10.88,3.45,60.07,33.75,12.61,0.47,4.76
2019-11-11 18:00:00,15.72,2.21,62.48,29.95,11.04,0.64,4.9
2019-11-11 19:00:00,31.08,1.98,76.16,48.52,11.6,1.15,4.87
2019-11-11 20:00:00,44.21,2.4,107.4,59.42,11.27,1.45,4.8
2019-11-11 21:00:00,49.53,3.27,118.33,68.19,11.31,1.66,4.79
2019-11-11 22:00:00,45.97,3.78,127.25,72.23,11.42,1.72,5.03
2019-11-11 23:00:00,58.84,3.09,139.0,79.65,12.56,2.0,4.79
2019-11-12 00:00:00,81.31,2.15,179.1,94.75,13.41,2.06,4.84
2019-11-12 01:00:00,66.7,4.05,209.63,129.25,12.32,1.32,4.91
2019-11-12 02:00:00,47.11,4.22,171.09,112.44,10.98,0.89,5.13
2019-11-12 03:00:00,53.71,4.82,122.2,83.45,11.43,0.96,5.16
2019-11-12 04:00:00,67.18,5.05,180.57,132.95,12.57,1.02,5.26
2019-11-12 05:00:00,54.45,5.76,168.78,131.57,12.36,0.92,5.4
2019-11-12 06:00:00,47.06,4.57,161.21,120.78,11.34,0.76,5.17
2019-11-12 07:00:00,36.45,4.2,116.38,74.97,10.74,0.61,5.42
2019-11-12 08:00:00,48.19,3.56,101.12,54.7,11.7,0.87,5.3
2019-11-12 09:00:00,96.48,1.04,132.52,69.51,14.59,1.26,5.36
2019-11-12 10:00:00,41.43,4.73,170.55,97.8,14.37,0.71,5.38
2019-11-12 11:00:00,24.13,6.55,109.13,55.24,14.43,0.57,5.36
2019-11-12 12:00:00,15.82,7.34,85.71,40.09,14.29,0.52,4.98
2019-11-12 13:00:00,17.06,7.19,78.94,43.09,15.39,0.63,5.01
2019-11-12 14:00:00,17.71,7.1,103.53,64.15,15.29,0.6,4.99
2019-11-12 15:00:00,13.0,6.81,90.64,46.72,15.41,0.52,4.79
2019-11-12 16:00:00,9.7,6.7,81.11,41.05,13.09,0.44,4.8
2019-11-12 17:00:00,8.59,4.62,84.0,41.86,10.96,0.43,4.63
2019-11-12 18:00:00,20.48,2.9,,39.25,,,
2019-11-12 19:00:00,29.73,4.52,,44.57,,,
2019-11-12 20:00:00,31.32,4.27,100.0,56.28,10.66,1.02,4.98
2019-11-12 21:00:00,23.84,5.21,100.22,62.0,11.69,1.03,4.86
2019-11-12 22:00:00,26.61,6.92,106.25,62.0,14.01,1.05,5.24
2019-11-12 23:00:00,30.56,6.7,113.36,62.28,14.66,1.1,5.02
2019-11-13 00:00:00,31.95,6.69,122.97,68.36,13.47,0.98,5.44
2019-11-13 01:00:00,37.01,6.38,121.53,75.34,12.14,1.03,5.31
2019-11-13 02:00:00,44.4,6.68,111.13,64.41,12.23,0.98,5.54
2019-11-13 03:00:00,65.63,4.57,166.63,111.96,13.75,0.85,5.51
2019-11-13 04:00:00,54.36,4.77,129.6,90.53,12.32,0.7,5.6
2019-11-13 05:00:00,49.67,4.73,118.75,80.95,12.18,0.62,5.19
2019-11-13 06:00:00,33.89,4.18,111.57,79.2,11.38,0.65,5.46
2019-11-13 07:00:00,68.9,3.04,101.48,64.61,12.22,0.91,5.33
2019-11-13 08:00:00,46.57,4.32,140.16,95.65,11.7,0.93,5.65
2019-11-13 09:00:00,37.07,4.81,118.07,70.09,12.85,0.81,5.38
2019-11-13 10:00:00,25.4,6.38,118.92,70.82,15.43,0.61,5.52
2019-11-13 11:00:00,19.37,7.71,90.0,46.81,15.04,0.5,5.3
2019-11-13 12:00:00,18.67,8.28,90.07,42.86,15.87,0.52,5.64
2019-11-13 13:00:00,18.59,7.7,92.94,39.81,18.03,0.55,5.7
2019-11-13 14:00:00,18.98,7.43,104.67,36.23,18.4,0.5,5.5
2019-11-13 15:00:00,21.91,7.27,95.57,40.81,16.06,0.49,5.62
2019-11-13 16:00:00,21.09,7.5,83.89,36.95,14.98,0.61,5.57
2019-11-13 17:00:00,23.34,6.6,80.75,35.91,13.36,0.66,5.62
2019-11-13 18:00:00,31.81,6.2,74.22,34.36,12.63,0.85,5.55
2019-11-13 19:00:00,8.62,6.26,79.5,41.95,11.19,0.47,5.65
2019-11-13 20:00:00,25.7,4.43,66.8,41.31,10.78,1.07,5.48
2019-11-13 21:00:00,34.77,4.67,88.47,48.42,11.41,1.29,5.39
2019-11-13 22:00:00,28.13,4.71,101.11,57.05,11.65,1.19,5.46
2019-11-13 23:00:00,39.87,5.21,104.87,58.52,12.61,1.15,5.54
2019-11-14 00:00:00,31.54,7.05,127.03,68.43,12.87,1.11,5.42
2019-11-14 01:00:00,66.53,6.26,103.89,59.31,13.29,1.16,5.65
2019-11-14 02:00:00,65.77,4.97,179.17,104.84,13.45,0.83,5.6
2019-11-14 03:00:00,63.47,4.79,125.86,79.62,14.21,0.64,5.53
2019-11-14 04:00:00,44.08,5.18,120.56,70.96,13.36,0.46,5.44
2019-11-14 05:00:00,24.46,6.33,81.71,49.67,12.06,0.42,5.4
2019-11-14 06:00:00,19.37,7.23,74.07,43.28,11.63,0.46,5.47
2019-11-14 07:00:00,22.66,7.12,76.4,49.14,11.38,0.52,5.55
