Datetime,PM2.5 (ug/m3),PM10 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2019-10-31 01:00:00,,,117.1,31.79,9.78,1.73,4.45
2019-10-31 02:00:00,,,99.43,29.9,11.52,1.29,4.92
2019-10-31 03:00:00,,,79.12,29.25,7.7,0.92,4.42
2019-10-31 04:00:00,,,65.78,34.74,8.36,0.71,7.98
2019-10-31 05:00:00,,,77.95,35.5,12.16,0.79,4.8
2019-10-31 06:00:00,,,86.57,33.5,19.94,0.86,4.78
2019-10-31 07:00:00,,,93.48,25.9,12.68,0.9,9.72
2019-10-31 08:00:00,,,73.22,30.34,10.49,0.87,23.96
2019-10-31 09:00:00,,,62.18,37.12,10.82,0.81,59.16
2019-10-31 10:00:00,,,43.28,37.82,11.32,0.73,83.31
2019-10-31 11:00:00,,,49.15,26.18,15.55,0.65,89.83
2019-10-31 12:00:00,40.1,131.2,44.08,32.81,17.66,0.55,112.77
2019-10-31 13:00:00,,,45.45,54.57,9.46,0.52,111.05
2019-10-31 14:00:00,15.0,120.2,37.0,68.56,9.05,0.46,119.47
2019-10-31 15:00:00,15.45,106.75,40.62,54.78,7.2,0.39,113.08
2019-10-31 16:00:00,23.93,103.58,41.52,41.45,6.08,0.68,106.45
2019-10-31 17:00:00,39.12,101.45,49.97,46.29,5.62,0.74,84.99
2019-10-31 18:00:00,53.15,111.0,62.05,64.53,3.89,0.81,49.23
2019-10-31 19:00:00,60.77,118.62,105.25,53.09,4.04,1.82,18.16
2019-10-31 20:00:00,90.53,160.27,126.57,32.98,6.74,1.67,6.58
2019-10-31 21:00:00,84.7,178.23,134.95,28.5,7.01,1.58,5.54
2019-10-31 22:00:00,87.47,185.05,149.53,36.03,8.18,1.68,5.24
2019-10-31 23:00:00,89.55,188.65,128.2,42.08,7.38,1.69,5.36
2019-11-01 00:00:00,71.47,186.88,131.85,31.66,6.56,1.69,5.12
2019-11-01 01:00:00,82.22,194.85,127.88,27.02,5.42,1.81,4.32
2019-11-01 02:00:00,82.17,205.68,118.72,34.58,4.66,1.65,4.08
2019-11-01 03:00:00,82.0,201.23,99.8,49.38,3.44,1.49,4.12
2019-11-01 04:00:00,78.78,197.38,104.25,43.8,2.75,1.39,4.14
2019-11-01 05:00:00,65.93,185.43,90.88,35.62,2.89,1.22,3.45
2019-11-01 06:00:00,72.4,184.5,88.58,34.36,3.29,1.12,3.46
2019-11-01 07:00:00,61.72,185.62,103.42,44.41,3.6,1.23,4.43
2019-11-01 08:00:00,59.23,175.6,115.1,42.9,8.71,1.2,5.5
2019-11-01 09:00:00,60.95,185.62,100.3,36.8,24.53,1.04,27.26
2019-11-01 10:00:00,57.22,205.28,50.0,39.96,21.27,0.7,76.44
2019-11-01 11:00:00,50.05,192.65,43.3,43.05,11.79,0.52,101.63
2019-11-01 12:00:00,48.1,166.72,36.25,43.89,14.21,0.65,117.73
2019-11-01 13:00:00,39.23,169.77,47.53,36.44,10.55,0.7,130.43
2019-11-01 14:00:00,43.67,166.58,38.45,32.38,12.03,0.79,130.82
2019-11-01 15:00:00,35.23,163.72,43.07,32.99,11.83,0.81,118.42
2019-11-01 16:00:00,38.67,156.65,47.6,38.35,9.6,0.77,102.92
2019-11-01 17:00:00,35.67,135.75,52.98,36.08,6.92,0.68,78.78
2019-11-01 18:00:00,39.55,150.38,58.38,29.99,7.63,0.74,75.74
2019-11-01 19:00:00,46.0,147.07,75.38,28.0,7.48,1.06,47.89
2019-11-01 20:00:00,51.12,158.35,82.6,31.48,7.94,1.11,34.25
2019-11-01 21:00:00,62.05,152.27,81.28,35.56,13.64,1.2,27.8
2019-11-01 22:00:00,71.8,173.08,80.28,31.38,4.4,1.04,16.75
2019-11-01 23:00:00,75.1,164.9,83.0,25.16,1.68,1.19,7.1
2019-11-02 00:00:00,77.73,163.65,115.28,16.59,1.64,1.52,4.3
2019-11-02 01:00:00,88.0,161.48,108.58,29.36,3.07,1.11,4.63
2019-11-02 02:00:00,89.83,172.3,84.72,37.83,4.17,0.9,11.19
2019-11-02 03:00:00,86.85,167.55,59.78,32.61,4.19,0.78,27.2
2019-11-02 04:00:00,86.97,159.25,51.18,31.81,4.25,0.8,32.98
2019-11-02 05:00:00,78.75,154.07,62.2,34.75,4.76,0.8,19.2
