Datetime,PM10 (ug/m3),PM2.5 (ug/m3),CO (mg/m3),NH3 (ug/m3),NOx (ppb),Ozone (ug/m3),SO2 (ug/m3)
2019-11-02 18:00:00,358.05,279.05,1.16,40.95,37.8,30.45,15.3
2019-11-02 19:00:00,243.68,191.67,0.88,43.48,40.4,24.4,14.91
2019-11-02 20:00:00,159.6,126.08,0.97,42.65,39.91,19.49,18.85
2019-11-02 21:00:00,182.6,117.9,0.67,36.58,34.33,23.41,4.61
2019-11-02 22:00:00,133.12,87.73,0.32,33.62,31.48,24.13,7.39
2019-11-02 23:00:00,85.8,66.43,0.6,31.17,29.11,26.09,5.58
2019-11-03 00:00:00,,,0.6,31.77,29.35,23.66,14.38
2019-11-03 01:00:00,122.25,73.8,0.54,26.0,24.52,27.08,8.98
2019-11-03 02:00:00,,,0.1,25.4,23.25,36.58,20.92
2019-11-03 03:00:00,,,0.79,30.6,28.18,27.68,31.16
2019-11-03 04:00:00,,,1.1,32.68,29.82,22.68,8.34
2019-11-03 05:00:00,,,0.71,33.95,31.41,19.54,11.08
2019-11-03 06:00:00,,,0.68,27.85,26.07,25.31,0.47
2019-11-03 07:00:00,121.6,97.8,0.55,33.22,30.31,26.93,56.46
2019-11-03 08:00:00,195.78,98.5,1.15,42.85,39.27,19.07,11.34
2019-11-03 09:00:00,220.5,98.0,0.92,45.08,41.65,22.16,12.69
2019-11-03 10:00:00,251.55,99.93,1.3,44.95,41.37,47.71,14.91
2019-11-03 11:00:00,320.65,146.95,1.1,35.8,33.0,83.25,0.97
2019-11-03 12:00:00,357.6,198.12,0.57,41.22,38.21,92.7,46.22
2019-11-03 13:00:00,297.2,167.0,1.16,35.58,31.11,96.99,19.98
2019-11-03 14:00:00,290.95,115.88,1.14,33.05,28.32,94.31,14.17
2019-11-03 15:00:00,253.2,108.33,0.9,31.75,28.88,87.77,13.96
2019-11-03 16:00:00,209.38,81.1,0.52,26.12,23.77,86.28,6.72
2019-11-03 17:00:00,186.7,73.67,1.03,33.05,30.9,50.45,23.99
2019-11-03 18:00:00,165.2,62.33,1.29,33.73,31.38,31.55,16.71
2019-11-03 19:00:00,168.1,64.2,1.09,40.73,37.45,25.34,16.36
2019-11-03 20:00:00,173.23,72.8,1.32,40.98,38.36,22.05,8.06
2019-11-03 21:00:00,184.67,96.22,0.7,39.67,36.6,33.4,33.13
2019-11-03 22:00:00,180.7,89.4,0.92,41.5,38.37,28.38,16.15
2019-11-03 23:00:00,194.15,54.0,1.11,43.9,40.8,16.8,21.98
2019-11-04 00:00:00,181.1,71.9,1.16,45.73,42.15,20.54,9.2
2019-11-04 01:00:00,182.9,69.92,0.82,35.9,33.74,24.19,3.48
2019-11-04 02:00:00,208.0,107.7,0.1,37.6,34.35,36.02,74.55
2019-11-04 03:00:00,179.75,67.0,1.08,36.83,33.8,26.26,21.23
2019-11-04 04:00:00,160.2,50.0,1.2,34.4,32.09,22.73,12.62
2019-11-04 05:00:00,138.88,57.5,0.8,33.6,31.27,16.65,19.19
2019-11-04 06:00:00,133.65,52.75,0.5,26.98,25.46,25.89,0.39
2019-11-04 07:00:00,147.0,71.2,1.0,39.7,36.53,24.89,41.64
2019-11-04 08:00:00,153.93,66.3,1.43,45.58,42.15,21.14,10.43
2019-11-04 09:00:00,189.1,71.95,1.15,51.83,47.67,47.77,13.29
2019-11-04 10:00:00,207.57,72.2,0.8,37.9,31.35,76.92,12.3
2019-11-04 11:00:00,160.6,53.3,0.67,39.77,37.56,89.32,26.71
2019-11-04 12:00:00,124.8,52.5,0.55,36.9,31.72,92.32,19.1
2019-11-04 13:00:00,105.15,29.27,0.83,32.73,28.79,110.26,5.78
2019-11-04 14:00:00,138.5,49.58,0.87,28.38,24.3,104.18,15.94
2019-11-04 15:00:00,141.6,29.4,0.65,22.32,20.86,93.59,17.1
2019-11-04 16:00:00,,,,24.15,21.61,,
2019-11-04 17:00:00,98.2,41.22,,28.75,25.57,,
2019-11-04 18:00:00,94.15,63.1,,32.42,30.01,,
2019-11-04 19:00:00,103.28,67.33,0.56,37.75,35.53,31.61,8.7
2019-11-04 20:00:00,131.1,61.28,0.59,46.1,45.67,24.55,2.12
2019-11-04 21:00:00,196.0,100.97,1.14,63.4,59.12,27.84,13.19
2019-11-04 22:00:00,230.53,100.5,1.67,71.5,65.29,25.5,11.07
2019-11-04 23:00:00,202.98,83.82,1.3,60.65,55.53,23.07,12.48
2019-11-05 00:00:00,172.62,81.5,1.15,49.98,46.2,26.52,8.54
2019-11-05 01:00:00,176.25,86.2,0.56,37.0,33.95,31.35,0.92
2019-11-05 02:00:00,144.6,93.4,0.36,39.12,35.52,30.66,49.96
2019-11-05 03:00:00,117.3,56.93,0.85,37.72,34.51,23.06,66.95
2019-11-05 04:00:00,118.3,67.88,0.9,35.38,32.61,22.27,11.04
2019-11-05 05:00:00,132.43,99.25,0.65,30.43,28.8,22.03,6.75
2019-11-05 06:00:00,138.3,137.6,0.11,30.32,28.18,36.11,
2019-11-05 07:00:00,142.52,132.4,0.78,37.8,34.44,25.61,9.33
2019-11-05 08:00:00,1.7,1.6,1.23,51.67,48.29,22.89,2.29
2019-11-05 09:00:00,311.07,154.35,1.3,73.88,69.37,25.9,
2019-11-05 10:00:00,333.85,176.05,0.59,54.47,44.89,72.97,0.09
2019-11-05 11:00:00,255.77,162.8,1.19,60.67,55.7,100.83,
2019-11-05 12:00:00,222.97,138.8,1.23,43.05,36.62,104.51,13.93
2019-11-05 13:00:00,179.82,105.75,0.59,,,97.31,9.39
2019-11-05 14:00:00,133.25,86.47,0.49,,,95.08,15.22
2019-11-05 15:00:00,95.25,69.08,0.41,,,99.61,2.64
2019-11-05 16:00:00,79.7,61.72,0.22,,,87.21,15.28
2019-11-05 17:00:00,65.83,39.08,0.38,,,44.94,5.95
2019-11-05 18:00:00,70.7,41.55,0.44,29.45,25.94,35.13,4.92
2019-11-05 19:00:00,73.15,38.4,1.29,48.95,53.86,25.11,10.84
2019-11-05 20:00:00,150.28,79.23,1.46,78.78,79.84,32.49,3.88
2019-11-05 21:00:00,206.65,116.42,1.97,94.47,86.94,27.47,24.25
2019-11-05 22:00:00,180.05,120.85,2.28,86.03,79.94,22.95,2.52
2019-11-05 23:00:00,193.8,100.32,2.05,94.95,88.15,24.52,8.15
2019-11-06 00:00:00,219.98,101.6,1.99,91.67,84.75,25.83,1.73
2019-11-06 01:00:00,191.38,99.08,1.65,86.5,79.41,34.47,27.12
2019-11-06 02:00:00,165.1,84.3,1.91,90.6,82.85,26.82,13.2
2019-11-06 03:00:00,112.0,52.7,1.41,64.57,59.34,31.35,7.58
2019-11-06 04:00:00,76.55,44.55,1.14,52.5,49.48,21.75,7.06
2019-11-06 05:00:00,79.12,42.6,0.66,37.27,35.9,35.69,0.02
2019-11-06 06:00:00,77.8,67.07,0.2,45.7,44.42,38.27,54.54
2019-11-06 07:00:00,91.6,48.12,1.02,60.28,57.5,24.49,8.54
2019-11-06 08:00:00,90.33,43.6,1.25,62.42,59.88,26.02,2.82
2019-11-06 09:00:00,116.03,56.33,1.05,62.57,61.13,31.12,5.89
2019-11-06 10:00:00,137.07,70.6,1.05,67.7,71.94,65.48,0.38
2019-11-06 11:00:00,116.53,74.6,1.45,70.9,70.46,92.83,29.67
2019-11-06 12:00:00,97.72,62.45,1.55,61.08,59.92,98.38,14.68
2019-11-06 13:00:00,125.2,64.0,1.02,41.65,41.63,95.76,10.24
2019-11-06 14:00:00,123.95,49.0,1.08,40.58,43.68,83.84,10.61
2019-11-06 15:00:00,119.12,58.05,0.62,47.9,47.49,83.31,22.41
2019-11-06 16:00:00,134.18,47.45,0.67,44.73,44.16,46.88,15.84
2019-11-06 17:00:00,132.15,36.3,0.67,40.88,40.25,38.49,13.63
2019-11-06 18:00:00,119.33,44.65,1.01,54.6,54.56,28.87,15.47
2019-11-06 19:00:00,118.12,47.03,1.4,66.03,65.11,25.47,2.12
2019-11-06 20:00:00,163.55,70.0,1.05,62.92,61.15,35.36,48.79
2019-11-06 21:00:00,163.82,58.17,1.55,64.65,62.66,26.82,15.78
2019-11-06 22:00:00,164.55,78.67,1.55,59.9,58.33,24.15,11.86
2019-11-06 23:00:00,170.98,75.38,1.21,53.15,52.17,22.7,9.14
2019-11-07 00:00:00,156.65,79.4,0.97,41.1,40.64,27.28,0.03
2019-11-07 01:00:00,140.95,77.12,0.81,40.45,38.95,36.64,37.33
2019-11-07 02:00:00,100.3,59.3,0.88,36.3,35.31,37.88,9.73
2019-11-07 03:00:00,76.93,47.48,0.69,34.0,33.41,29.16,13.24
2019-11-07 04:00:00,68.83,32.02,0.68,29.0,29.05,24.91,10.44
2019-11-07 05:00:00,63.0,45.27,0.17,25.75,25.87,43.01,3.96
2019-11-07 06:00:00,72.18,43.92,0.04,30.9,30.72,34.62,23.55
2019-11-07 07:00:00,63.3,37.98,0.69,33.15,33.1,36.08,12.04
2019-11-07 08:00:00,83.7,46.15,0.9,36.17,35.66,22.74,4.84
2019-11-07 09:00:00,115.2,54.85,0.57,30.5,31.0,33.48,6.85
2019-11-07 10:00:00,104.68,70.12,0.15,32.85,33.06,59.3,28.53
2019-11-07 11:00:00,87.28,60.0,0.8,34.8,34.14,66.4,13.75
2019-11-07 12:00:00,82.2,42.75,1.01,35.15,34.53,76.06,2.04
2019-11-07 13:00:00,60.78,32.97,0.63,32.05,31.26,73.82,13.84
2019-11-07 14:00:00,56.0,39.05,1.01,29.02,30.53,62.68,2.11
2019-11-07 15:00:00,68.88,47.23,0.5,34.23,34.33,59.86,9.65
2019-11-07 16:00:00,67.62,36.35,0.45,35.83,35.29,36.82,3.67
2019-11-07 17:00:00,79.22,35.9,0.54,37.67,37.0,20.93,4.39
2019-11-07 18:00:00,81.05,56.1,0.6,37.73,37.74,21.75,11.14
2019-11-07 19:00:00,91.33,62.65,0.63,38.47,38.11,17.18,
2019-11-07 20:00:00,116.02,79.62,0.56,43.42,42.61,22.49,4.05
2019-11-07 21:00:00,121.12,92.7,0.85,40.95,40.51,21.03,0.29
2019-11-07 22:00:00,113.05,103.0,0.93,38.05,37.83,20.09,1.14
2019-11-07 23:00:00,128.8,100.5,0.72,31.22,31.85,21.33,8.05
2019-11-08 00:00:00,128.38,118.25,0.38,26.65,27.48,23.64,
2019-11-08 01:00:00,149.2,139.8,0.88,29.7,30.01,24.59,1.0
2019-11-08 02:00:00,166.4,133.8,1.19,29.0,29.4,27.25,5.99
2019-11-08 03:00:00,189.5,143.6,0.75,29.38,29.7,22.2,2.73
2019-11-08 04:00:00,202.7,142.3,0.61,22.8,24.05,21.02,
2019-11-08 05:00:00,201.62,164.83,0.49,25.48,26.05,22.83,36.61
2019-11-08 06:00:00,191.45,137.45,0.9,28.9,29.36,22.13,8.64
2019-11-08 07:00:00,154.9,147.47,0.85,30.25,30.81,15.49,9.26
2019-11-08 08:00:00,,,1.07,34.15,34.96,13.77,2.92
2019-11-08 09:00:00,,,0.58,32.2,33.94,53.79,
2019-11-08 10:00:00,,,0.19,39.85,40.36,65.75,39.82
2019-11-08 11:00:00,,,1.19,40.9,40.95,69.99,6.08
2019-11-08 12:00:00,107.2,43.6,1.22,39.45,39.22,78.54,1.68
2019-11-08 13:00:00,,,0.79,39.1,37.89,83.93,7.24
2019-11-08 14:00:00,,,0.61,28.98,29.25,94.86,
2019-11-08 15:00:00,,,1.12,158.75,34.25,88.78,13.44
2019-11-08 16:00:00,,,1.27,151.53,42.24,58.27,10.33
2019-11-08 17:00:00,157.78,84.0,1.0,123.07,46.58,25.13,7.25
2019-11-08 18:00:00,190.75,116.55,1.35,79.67,41.78,29.78,17.56
2019-11-08 19:00:00,227.4,160.9,0.87,77.9,46.54,22.93,2.91
2019-11-08 20:00:00,241.88,198.65,0.93,103.1,46.96,16.76,11.44
2019-11-08 21:00:00,224.62,183.95,1.04,109.03,42.47,17.52,
2019-11-08 22:00:00,193.8,170.38,0.74,114.2,37.12,20.06,0.64
2019-11-08 23:00:00,181.38,140.45,0.97,68.25,29.3,18.88,6.86
2019-11-09 00:00:00,178.75,152.3,0.52,78.15,32.2,20.88,9.2
2019-11-09 01:00:00,170.05,117.35,0.74,89.0,32.16,19.71,2.76
2019-11-09 02:00:00,159.5,91.1,0.77,91.9,30.05,20.76,
2019-11-09 03:00:00,138.5,82.0,0.55,94.1,30.17,21.12,4.25
2019-11-09 04:00:00,141.4,76.72,0.48,53.78,22.94,23.48,
2019-11-09 05:00:00,135.22,93.4,0.55,76.2,26.02,25.13,23.79
2019-11-09 06:00:00,109.7,87.7,0.88,85.28,27.73,18.58,1.49
2019-11-09 07:00:00,296.2,275.8,0.72,92.3,29.31,16.16,9.81
2019-11-09 08:00:00,261.98,245.3,0.76,73.5,30.29,20.37,2.48
2019-11-09 09:00:00,249.43,238.32,0.53,62.8,31.78,50.41,4.35
2019-11-09 10:00:00,241.35,204.9,0.48,86.3,27.49,89.45,17.14
2019-11-09 11:00:00,191.9,145.55,0.93,80.55,26.63,93.79,10.41
2019-11-09 12:00:00,155.18,108.58,1.09,78.25,31.93,87.57,9.96
2019-11-09 13:00:00,138.3,109.55,0.7,56.9,27.61,84.66,8.0
2019-11-09 14:00:00,130.9,100.75,0.24,54.4,22.48,93.25,16.56
2019-11-09 15:00:00,123.07,91.05,0.69,61.83,24.42,85.91,8.06
2019-11-09 16:00:00,126.78,72.92,0.89,58.62,28.41,73.2,5.45
2019-11-09 17:00:00,129.9,68.9,0.72,57.17,32.47,36.46,7.61
2019-11-09 18:00:00,137.0,69.1,0.66,32.48,29.41,24.8,
2019-11-09 19:00:00,140.45,80.22,0.88,43.58,35.47,26.11,25.9
2019-11-09 20:00:00,147.15,67.5,1.25,50.67,40.05,24.59,1.86
2019-11-09 21:00:00,150.15,68.12,0.84,52.45,40.72,25.45,2.02
2019-11-09 22:00:00,153.65,74.8,0.8,47.0,36.41,25.58,1.92
2019-11-09 23:00:00,169.22,101.07,0.28,31.8,30.68,34.7,
2019-11-10 00:00:00,168.5,110.78,0.16,51.35,32.04,37.5,24.96
2019-11-10 01:00:00,171.35,96.72,0.79,58.48,30.75,27.83,3.63
2019-11-10 02:00:00,195.2,125.4,0.95,63.9,30.55,28.11,3.27
2019-11-10 03:00:00,195.75,116.97,0.56,47.7,25.72,33.35,6.33
2019-11-10 04:00:00,205.22,138.47,0.05,41.62,24.3,31.55,7.25
2019-11-10 05:00:00,196.8,123.33,0.82,58.58,27.33,29.95,14.13
2019-11-10 06:00:00,184.78,99.4,1.19,62.9,28.41,24.37,6.34
2019-11-10 07:00:00,164.02,94.9,0.56,67.28,29.54,21.91,4.52
2019-11-10 08:00:00,150.22,107.2,0.35,40.85,25.1,27.47,0.06
2019-11-10 09:00:00,160.4,127.15,0.46,52.53,28.44,66.05,40.6
2019-11-10 10:00:00,146.2,98.15,1.02,60.35,31.79,80.6,6.42
2019-11-10 11:00:00,143.52,95.22,0.81,60.55,35.85,70.76,7.97
2019-11-10 12:00:00,156.52,91.45,0.84,59.35,33.09,97.34,4.13
2019-11-10 13:00:00,170.93,90.88,0.34,46.3,31.9,118.3,
2019-11-10 14:00:00,182.17,97.62,0.32,56.67,30.18,119.39,22.08
2019-11-10 15:00:00,170.05,87.38,0.74,57.27,26.86,91.59,5.33
2019-11-10 16:00:00,159.9,87.15,0.88,56.27,28.65,88.45,3.54
2019-11-10 17:00:00,156.67,76.03,0.8,46.8,33.46,34.98,6.61
2019-11-10 18:00:00,158.65,97.15,0.39,35.42,30.16,26.81,0.5
2019-11-10 19:00:00,171.62,101.18,1.06,51.2,38.88,22.28,20.04
2019-11-10 20:00:00,198.62,119.83,1.76,55.08,47.09,21.71,0.78
2019-11-10 21:00:00,204.45,134.4,1.19,55.33,46.21,23.75,5.82
2019-11-10 22:00:00,183.93,127.47,1.06,37.0,37.49,25.12,10.55
2019-11-10 23:00:00,164.3,137.45,0.73,35.62,35.62,26.69,17.23
2019-11-11 00:00:00,149.72,125.12,1.15,51.65,40.07,19.86,1.45
2019-11-11 01:00:00,154.8,105.92,1.0,55.17,37.02,25.76,7.36
2019-11-11 02:00:00,163.1,95.8,0.92,57.6,32.22,28.68,3.54
2019-11-11 03:00:00,178.7,111.7,0.41,31.45,24.19,29.66,
2019-11-11 04:00:00,186.98,123.25,0.0,46.77,27.57,28.04,43.86
2019-11-11 05:00:00,180.0,93.47,0.81,55.48,28.29,24.58,5.95
2019-11-11 06:00:00,172.35,82.6,1.0,58.3,28.86,26.35,2.06
2019-11-11 07:00:00,167.95,98.15,0.62,52.88,28.19,23.5,2.49
2019-11-11 08:00:00,188.8,140.2,0.18,35.95,27.19,29.38,0.44
2019-11-11 09:00:00,208.28,152.08,1.07,56.3,37.12,53.75,32.31
2019-11-11 10:00:00,210.78,138.4,1.88,61.3,46.75,76.3,2.79
2019-11-11 11:00:00,215.35,138.45,1.24,59.95,49.89,89.31,5.96
2019-11-11 12:00:00,211.2,132.05,0.57,52.45,39.62,120.72,6.74
2019-11-11 13:00:00,,,0.4,48.98,36.99,125.65,4.18
2019-11-11 14:00:00,178.9,84.03,0.45,56.9,28.95,121.06,5.2
2019-11-11 15:00:00,176.33,107.0,0.52,56.42,23.52,104.14,7.68
2019-11-11 16:00:00,161.77,89.7,0.53,53.9,20.11,102.27,5.25
2019-11-11 17:00:00,163.7,94.22,0.59,36.9,21.03,39.07,9.09
2019-11-11 18:00:00,171.23,115.4,0.36,45.48,27.29,35.71,7.62
2019-11-11 19:00:00,181.57,97.35,0.69,53.67,33.33,21.14,13.43
2019-11-11 20:00:00,181.65,87.8,1.31,55.62,46.27,19.77,4.74
2019-11-11 21:00:00,229.8,111.17,1.16,51.52,46.6,22.51,5.44
2019-11-11 22:00:00,195.97,119.0,1.27,29.45,40.53,23.86,
2019-11-11 23:00:00,205.55,115.9,1.25,43.35,42.08,27.7,13.42
2019-11-12 00:00:00,189.8,87.8,1.26,48.58,36.26,29.8,8.2
2019-11-12 01:00:00,181.1,69.4,0.86,50.4,31.59,31.86,1.38
2019-11-12 02:00:00,176.6,97.0,0.75,53.4,30.41,27.95,4.68
2019-11-12 03:00:00,180.0,128.82,0.52,32.35,22.47,31.7,4.53
2019-11-12 04:00:00,198.62,146.35,0.5,46.5,24.98,32.47,11.39
2019-11-12 05:00:00,203.4,147.2,0.69,50.15,25.98,34.65,2.16
2019-11-12 06:00:00,219.4,172.6,0.79,52.17,26.6,32.95,5.07
2019-11-12 07:00:00,231.38,176.93,0.66,38.23,24.41,31.09,4.94
2019-11-12 08:00:00,234.95,200.43,0.64,43.97,28.44,28.55,1.83
2019-11-12 09:00:00,227.6,182.8,0.9,56.0,34.19,80.44,12.86
2019-11-12 10:00:00,203.38,155.68,1.39,57.7,42.37,90.28,4.75
2019-11-12 11:00:00,210.7,152.6,1.09,58.65,40.65,99.13,9.53
2019-11-12 12:00:00,268.65,104.5,1.3,51.85,42.69,115.81,
2019-11-12 13:00:00,3.3,2.3,,,,,
2019-11-12 14:00:00,149.27,36.0,,,,,
2019-11-12 15:00:00,153.35,86.48,0.67,,,,
2019-11-12 16:00:00,162.3,101.65,0.59,106.1,41.81,69.45,13.61
2019-11-12 17:00:00,164.1,90.88,0.67,89.28,52.04,40.19,1.37
2019-11-12 18:00:00,210.7,104.18,0.59,120.0,67.7,22.51,10.06
2019-11-12 19:00:00,234.85,97.75,1.65,124.88,97.78,16.77,7.11
2019-11-12 20:00:00,260.8,124.38,1.82,121.03,95.06,17.11,14.99
2019-11-12 21:00:00,242.7,124.0,1.43,91.35,77.51,21.65,14.05
2019-11-12 22:00:00,221.8,125.28,1.12,71.97,72.41,27.65,1.59
2019-11-12 23:00:00,219.83,117.38,1.15,96.85,71.06,27.8,16.14
2019-11-13 00:00:00,222.1,101.8,1.2,112.6,58.18,31.36,37.12
2019-11-13 01:00:00,217.6,112.12,1.18,123.82,51.27,19.26,19.68
2019-11-13 02:00:00,235.9,153.5,0.89,65.3,32.75,27.39,1.43
2019-11-13 03:00:00,228.35,191.1,0.29,89.82,39.16,26.97,30.66
2019-11-13 04:00:00,243.75,191.48,0.8,119.62,42.74,27.82,22.68
2019-11-13 05:00:00,251.88,202.65,0.8,127.78,43.82,17.47,17.62
2019-11-13 06:00:00,,,0.86,132.47,44.44,22.23,17.78
2019-11-13 07:00:00,,,0.4,72.88,34.15,28.29,0.01
2019-11-13 08:00:00,307.15,280.8,0.04,109.33,47.0,29.23,60.64
2019-11-13 09:00:00,395.57,360.95,1.29,126.65,57.06,40.96,16.33
2019-11-13 10:00:00,400.98,347.12,1.73,131.1,68.22,79.24,13.81
2019-11-13 11:00:00,395.25,312.73,1.48,126.4,71.56,86.66,17.68
2019-11-13 12:00:00,371.7,290.8,1.02,103.05,66.16,109.99,2.01
2019-11-13 13:00:00,,,1.19,127.88,67.22,93.59,34.29
2019-11-13 14:00:00,193.1,156.32,1.4,132.12,59.04,94.16,26.0
2019-11-13 15:00:00,214.17,162.47,1.06,128.18,60.8,44.8,19.2
2019-11-13 16:00:00,204.95,142.45,1.2,99.85,58.56,64.3,16.56
2019-11-13 17:00:00,198.38,142.6,0.8,91.08,63.58,28.73,5.3
2019-11-13 18:00:00,181.4,119.53,0.9,124.17,76.4,10.97,20.26
2019-11-13 19:00:00,192.8,106.9,1.69,129.07,105.53,18.44,10.26
2019-11-13 20:00:00,222.88,138.03,2.13,124.38,110.01,14.55,6.6
2019-11-13 21:00:00,216.98,145.3,1.82,73.67,96.48,14.42,0.74
2019-11-13 22:00:00,214.38,155.9,1.58,105.07,110.96,17.62,39.08
2019-11-13 23:00:00,228.5,146.75,2.73,135.62,123.08,16.04,11.07
2019-11-14 00:00:00,195.15,123.75,2.44,141.68,106.92,16.98,5.09
2019-11-14 01:00:00,143.32,96.4,1.83,138.85,77.53,21.66,10.66
2019-11-14 02:00:00,,,1.4,75.9,50.79,26.29,0.95
2019-11-14 03:00:00,,,1.49,118.58,49.34,25.13,26.88
2019-11-14 04:00:00,,,1.65,128.33,47.25,26.69,13.24
2019-11-14 05:00:00,,,1.22,130.75,46.3,28.89,7.1
2019-11-14 06:00:00,316.65,281.18,1.16,110.3,41.22,33.81,13.23
2019-11-14 07:00:00,336.25,304.75,0.75,80.95,34.95,34.88,10.47
2019-11-14 08:00:00,356.85,287.67,0.79,116.8,47.49,29.29,17.43
2019-11-14 09:00:00,355.75,263.43,1.29,124.85,56.92,52.91,8.04
