Datetime,NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),PM10 (ug/m3),PM2.5 (ug/m3),Ozone (ug/m3)
2019-10-31 01:00:00,63.25,23.77,8.83,0.79,147.0,84.5,15.22
2019-10-31 02:00:00,54.11,20.67,8.39,0.61,171.1,84.8,19.37
2019-10-31 03:00:00,46.98,20.99,11.26,0.71,155.7,70.4,13.21
2019-10-31 04:00:00,62.83,25.77,10.09,0.7,166.5,92.4,9.73
2019-10-31 05:00:00,115.99,40.78,9.95,0.98,132.4,97.6,8.83
2019-10-31 06:00:00,152.08,45.96,9.29,1.54,201.6,113.9,9.36
2019-10-31 07:00:00,171.42,44.89,9.61,1.72,196.9,129.2,9.55
2019-10-31 08:00:00,131.08,30.7,8.47,1.71,266.0,146.3,9.66
2019-10-31 09:00:00,80.83,16.17,10.77,0.75,254.4,155.9,21.26
2019-10-31 10:00:00,55.11,13.48,9.07,0.47,281.6,131.6,54.97
2019-10-31 11:00:00,40.38,13.18,7.98,0.42,184.7,114.5,81.45
2019-10-31 12:00:00,23.68,16.72,4.0,0.02,183.1,101.8,83.59
2019-10-31 13:00:00,21.4,19.01,11.66,0.43,112.8,74.2,83.82
2019-10-31 14:00:00,18.88,19.81,11.68,0.44,119.3,64.3,83.44
2019-10-31 15:00:00,20.53,19.7,12.52,0.15,79.0,53.0,76.8
2019-10-31 16:00:00,24.7,20.59,15.09,0.23,104.1,42.8,67.08
2019-10-31 17:00:00,28.44,21.37,13.45,0.75,68.2,36.8,57.58
2019-10-31 18:00:00,40.24,24.25,13.42,1.15,82.7,40.8,43.0
2019-10-31 19:00:00,56.78,26.83,11.11,1.54,62.7,49.1,26.84
2019-10-31 20:00:00,126.38,44.59,13.95,3.33,97.5,49.4,8.86
2019-10-31 21:00:00,142.86,45.05,10.03,2.92,147.7,67.1,9.69
2019-10-31 22:00:00,118.53,35.69,11.13,2.52,186.7,87.2,10.69
2019-10-31 23:00:00,65.24,20.65,10.31,0.7,146.0,65.5,10.58
2019-11-01 00:00:00,80.16,26.9,8.21,0.65,152.3,76.1,10.27
2019-11-01 01:00:00,71.03,24.36,9.93,0.66,139.3,71.5,14.0
2019-11-01 02:00:00,63.56,23.26,9.2,0.42,145.4,71.3,10.98
2019-11-01 03:00:00,53.25,20.44,10.27,0.53,137.3,72.1,10.62
2019-11-01 04:00:00,52.84,21.97,9.46,0.35,128.6,74.6,10.77
2019-11-01 05:00:00,48.16,20.54,10.8,0.46,87.6,61.7,13.51
2019-11-01 06:00:00,55.19,24.04,9.54,0.46,106.4,64.2,11.39
2019-11-01 07:00:00,60.23,25.27,9.61,0.69,125.4,79.7,13.68
2019-11-01 08:00:00,64.38,26.36,8.57,0.74,146.7,88.9,14.82
2019-11-01 09:00:00,44.26,20.65,9.43,0.6,160.1,75.6,39.51
2019-11-01 10:00:00,24.47,16.94,9.16,0.12,184.6,84.8,65.21
2019-11-01 11:00:00,21.4,18.81,23.46,0.68,235.7,73.3,77.73
2019-11-01 12:00:00,22.88,19.18,55.73,0.96,175.4,48.0,96.14
2019-11-01 13:00:00,19.88,19.62,14.01,0.39,140.5,59.1,99.44
2019-11-01 14:00:00,17.38,19.36,5.75,0.03,111.3,51.7,79.98
2019-11-01 15:00:00,20.32,18.2,11.53,0.32,79.9,45.3,76.85
2019-11-01 16:00:00,16.45,17.88,5.03,0.45,86.3,59.8,83.7
2019-11-01 17:00:00,31.61,20.68,10.24,0.59,,,61.95
2019-11-01 18:00:00,50.78,25.21,12.52,1.17,82.3,62.0,22.33
2019-11-01 19:00:00,67.72,28.73,12.43,1.43,69.3,51.1,18.21
2019-11-01 20:00:00,44.77,21.84,12.1,1.03,146.6,55.1,28.14
2019-11-01 21:00:00,35.95,19.98,11.57,0.61,120.1,59.8,36.47
2019-11-01 22:00:00,39.31,21.98,13.37,0.78,165.6,52.3,30.52
2019-11-01 23:00:00,32.79,20.28,9.08,0.67,160.7,53.8,36.1
2019-11-02 00:00:00,31.84,20.18,11.82,0.8,173.8,58.1,36.48
2019-11-02 01:00:00,26.12,19.25,10.43,0.53,153.0,84.8,38.72
2019-11-02 02:00:00,20.15,17.78,9.7,0.4,152.9,78.9,48.43
2019-11-02 03:00:00,18.47,17.71,9.09,0.33,131.4,79.4,52.09
2019-11-02 04:00:00,17.49,17.66,7.58,0.27,150.8,70.6,53.91
2019-11-02 05:00:00,20.9,18.86,8.24,0.63,129.4,73.0,55.36
2019-11-02 06:00:00,28.09,20.62,7.17,0.73,175.4,107.5,50.92
2019-11-02 07:00:00,37.25,22.53,9.19,0.78,141.1,128.8,43.39
2019-11-02 08:00:00,42.65,23.19,8.57,1.03,207.8,151.6,43.47
2019-11-02 09:00:00,36.26,21.4,9.36,0.76,242.6,174.9,57.22
2019-11-02 10:00:00,34.39,21.2,9.2,0.99,302.1,211.0,75.03
2019-11-02 11:00:00,27.59,19.62,8.84,0.7,292.5,226.5,92.45
2019-11-02 12:00:00,16.54,18.32,2.9,0.1,298.7,226.7,95.5
2019-11-02 13:00:00,24.39,20.38,11.45,0.66,184.1,180.1,85.15
2019-11-02 14:00:00,35.28,22.47,13.44,1.03,232.2,163.3,74.87
2019-11-02 15:00:00,34.02,21.98,10.23,1.06,259.5,190.3,79.79
2019-11-02 16:00:00,33.56,21.71,10.79,1.23,301.7,209.0,71.22
2019-11-02 17:00:00,36.26,22.07,8.25,0.95,313.5,248.0,56.84
2019-11-02 18:00:00,39.96,22.73,9.13,0.9,293.6,245.9,37.61
2019-11-02 19:00:00,42.19,22.71,9.04,0.57,200.8,177.5,25.97
2019-11-02 20:00:00,34.55,19.78,9.88,0.51,179.5,131.3,32.95
2019-11-02 21:00:00,31.51,19.6,9.62,0.57,155.7,109.7,30.09
2019-11-02 22:00:00,35.28,20.59,9.67,0.64,143.5,88.0,28.43
2019-11-02 23:00:00,31.71,19.35,8.82,0.54,94.7,86.8,32.06
2019-11-03 00:00:00,30.15,19.42,9.55,0.49,139.7,102.2,32.87
2019-11-03 01:00:00,24.41,18.4,12.06,0.48,141.0,96.9,37.72
2019-11-03 02:00:00,17.88,17.41,11.37,0.44,145.9,103.0,46.04
2019-11-03 03:00:00,18.05,17.92,9.59,0.45,,,38.5
2019-11-03 04:00:00,21.83,19.2,9.04,0.42,133.5,124.1,30.87
2019-11-03 05:00:00,31.24,21.54,12.24,0.6,,,16.17
2019-11-03 06:00:00,41.37,23.77,11.13,0.69,148.0,145.4,15.85
2019-11-03 07:00:00,70.73,29.38,8.68,0.83,,,9.93
2019-11-03 08:00:00,46.53,21.96,7.11,0.76,204.0,176.6,12.48
2019-11-03 09:00:00,39.83,19.93,8.37,0.68,261.3,162.4,21.99
2019-11-03 10:00:00,29.23,17.95,7.93,0.54,292.1,156.7,40.95
2019-11-03 11:00:00,31.31,19.66,9.77,0.96,275.0,199.1,60.78
2019-11-03 12:00:00,26.06,19.18,9.33,0.71,308.9,272.1,66.27
2019-11-03 13:00:00,23.62,19.52,10.96,0.79,,,68.64
2019-11-03 14:00:00,21.6,19.14,9.79,0.64,271.5,198.15,77.46
2019-11-03 15:00:00,18.67,19.32,12.22,0.28,215.9,142.5,73.54
2019-11-03 16:00:00,19.3,19.41,11.53,0.29,206.8,123.8,74.21
2019-11-03 17:00:00,28.16,19.78,8.73,0.61,141.3,100.9,62.85
2019-11-03 18:00:00,42.62,23.23,7.48,0.9,,,33.85
2019-11-03 19:00:00,47.3,24.11,10.37,0.92,109.2,86.0,24.98
2019-11-03 20:00:00,44.32,23.03,10.34,0.95,169.7,111.5,27.36
2019-11-03 21:00:00,35.26,20.77,10.52,0.7,173.3,111.2,34.84
2019-11-03 22:00:00,35.74,20.7,11.03,0.72,164.8,106.3,32.08
2019-11-03 23:00:00,25.8,18.71,8.25,0.52,139.8,123.7,38.52
2019-11-04 00:00:00,32.11,20.35,6.86,0.58,158.1,106.2,30.66
2019-11-04 01:00:00,35.58,20.61,10.93,0.76,138.07,114.82,18.81
2019-11-04 02:00:00,28.25,19.34,10.18,0.63,180.5,129.3,28.13
2019-11-04 03:00:00,21.89,18.62,11.62,0.46,147.5,114.9,35.84
2019-11-04 04:00:00,22.62,19.1,9.87,0.39,114.2,114.0,32.14
2019-11-04 05:00:00,20.78,19.17,10.59,0.54,,,36.85
2019-11-04 06:00:00,35.17,22.27,9.61,0.69,,,20.54
2019-11-04 07:00:00,47.96,25.17,8.94,0.89,96.6,95.9,15.27
2019-11-04 08:00:00,67.43,28.9,8.64,1.06,144.4,96.3,10.0
2019-11-04 09:00:00,44.43,21.41,8.83,0.79,160.7,108.2,37.38
2019-11-04 10:00:00,32.78,19.05,8.18,0.64,208.5,111.5,51.05
2019-11-04 11:00:00,29.66,18.8,,,147.4,97.2,51.94
2019-11-04 12:00:00,,,,,,,63.24
2019-11-04 13:00:00,96.79,6.55,,,72.9,55.3,86.43
2019-11-04 14:00:00,,,,,96.2,59.7,82.22
2019-11-04 15:00:00,29.97,20.83,10.24,0.47,147.3,69.7,
2019-11-04 16:00:00,29.65,23.18,11.34,0.39,167.9,68.0,1.6
2019-11-04 17:00:00,,,9.77,0.74,163.8,64.3,6.72
2019-11-04 18:00:00,,,12.62,1.0,169.6,61.6,12.62
2019-11-04 19:00:00,58.6,27.14,12.07,1.25,123.3,58.2,11.79
2019-11-04 20:00:00,70.65,32.25,13.37,1.75,129.5,43.4,11.25
2019-11-04 21:00:00,87.07,37.73,11.99,1.75,151.8,61.8,11.45
2019-11-04 22:00:00,87.08,33.92,12.01,1.79,192.0,83.5,11.29
2019-11-04 23:00:00,79.81,28.61,13.35,1.14,209.5,90.3,11.71
2019-11-05 00:00:00,60.41,20.19,12.07,0.57,211.9,86.9,11.54
2019-11-05 01:00:00,45.32,17.36,13.23,0.42,167.9,79.8,11.75
2019-11-05 02:00:00,37.58,17.23,13.2,0.17,173.8,73.1,11.77
2019-11-05 03:00:00,40.66,21.39,10.37,0.59,143.3,65.8,11.41
2019-11-05 04:00:00,47.81,25.27,11.91,0.52,152.2,81.5,11.52
2019-11-05 05:00:00,71.65,32.66,9.11,0.81,140.2,87.8,11.46
2019-11-05 06:00:00,108.19,42.9,8.81,1.0,160.4,100.4,10.96
2019-11-05 07:00:00,164.98,53.05,11.74,1.12,192.7,110.7,10.61
2019-11-05 08:00:00,201.82,50.89,11.24,1.71,202.0,130.4,11.0
2019-11-05 09:00:00,117.11,14.82,8.54,0.64,254.9,137.7,11.32
2019-11-05 10:00:00,76.34,9.44,5.57,0.16,231.1,124.1,11.36
2019-11-05 11:00:00,44.48,10.57,9.29,0.03,210.4,100.3,43.87
2019-11-05 12:00:00,26.26,17.26,7.95,0.23,179.4,98.3,76.94
2019-11-05 13:00:00,24.61,20.48,11.19,0.33,116.6,86.8,73.1
2019-11-05 14:00:00,25.1,21.03,22.73,0.48,108.5,46.4,64.8
2019-11-05 15:00:00,23.05,21.85,10.51,0.04,93.7,46.3,66.92
2019-11-05 16:00:00,23.24,20.79,10.98,0.01,86.3,49.2,66.45
2019-11-05 17:00:00,30.88,23.39,12.68,0.7,82.8,47.8,53.19
2019-11-05 18:00:00,46.05,26.46,14.34,1.09,93.9,40.4,24.19
2019-11-05 19:00:00,88.31,40.34,10.79,1.48,104.0,34.8,9.01
2019-11-05 20:00:00,153.94,59.96,12.64,2.68,120.9,53.7,
2019-11-05 21:00:00,149.0,49.67,10.86,2.19,162.9,70.5,
2019-11-05 22:00:00,117.23,31.41,10.66,2.07,235.2,86.6,
2019-11-05 23:00:00,138.07,37.43,9.34,2.15,234.1,93.2,
2019-11-06 00:00:00,85.42,18.08,7.82,1.02,226.5,90.4,
2019-11-06 01:00:00,74.24,19.62,12.2,0.46,145.2,82.0,
2019-11-06 02:00:00,50.95,15.22,11.46,0.0,141.8,73.9,
2019-11-06 03:00:00,45.27,18.21,12.02,0.18,124.9,56.2,
2019-11-06 04:00:00,44.26,20.35,11.42,0.0,116.9,57.3,
2019-11-06 05:00:00,34.54,18.52,9.91,0.4,106.9,45.8,
2019-11-06 06:00:00,26.85,19.39,9.52,0.23,99.4,42.6,
2019-11-06 07:00:00,53.16,29.95,9.93,0.67,99.0,50.5,
2019-11-06 08:00:00,59.01,28.61,9.19,0.81,100.7,44.8,25.42
2019-11-06 09:00:00,34.79,19.58,10.35,0.49,140.0,57.7,24.91
2019-11-06 10:00:00,30.49,19.5,10.02,0.45,126.7,53.5,25.32
2019-11-06 11:00:00,26.85,19.07,11.5,0.47,123.9,44.5,60.14
2019-11-06 12:00:00,19.29,19.53,12.49,0.32,119.3,39.3,84.49
2019-11-06 13:00:00,18.64,19.95,11.13,0.28,77.4,56.2,76.28
2019-11-06 14:00:00,19.08,19.89,13.46,0.3,96.4,42.3,71.63
2019-11-06 15:00:00,17.98,20.18,11.97,0.57,99.9,30.6,70.48
2019-11-06 16:00:00,21.41,20.48,11.49,0.57,102.7,30.8,63.22
2019-11-06 17:00:00,27.26,21.89,11.07,0.72,84.3,36.2,52.31
2019-11-06 18:00:00,40.96,24.88,11.44,1.19,96.3,27.1,30.79
2019-11-06 19:00:00,41.11,21.12,9.99,0.84,112.6,39.1,33.65
2019-11-06 20:00:00,32.64,20.37,10.52,0.85,136.1,52.9,38.2
2019-11-06 21:00:00,29.32,20.95,10.9,0.56,130.0,52.2,37.8
2019-11-06 22:00:00,29.17,20.16,11.37,0.61,122.5,41.3,43.06
2019-11-06 23:00:00,25.01,19.62,9.51,0.39,134.5,54.7,47.16
2019-11-07 00:00:00,28.18,21.3,9.39,0.44,104.98,50.5,37.42
2019-11-07 01:00:00,44.22,25.26,9.24,0.76,81.85,41.8,15.78
2019-11-07 02:00:00,38.31,23.33,8.38,0.63,85.8,52.7,20.65
2019-11-07 03:00:00,22.91,17.77,10.02,0.41,100.9,36.2,47.93
2019-11-07 04:00:00,16.48,16.92,9.09,0.16,85.0,32.6,61.05
2019-11-07 05:00:00,16.62,18.04,10.84,0.32,79.8,41.7,58.64
2019-11-07 06:00:00,15.87,17.87,9.88,0.23,86.5,34.3,58.92
2019-11-07 07:00:00,34.24,24.23,8.76,0.55,72.3,37.3,39.73
2019-11-07 08:00:00,32.05,21.22,8.61,0.55,122.3,53.4,31.51
2019-11-07 09:00:00,30.08,20.63,9.63,0.57,159.7,57.2,34.12
2019-11-07 10:00:00,29.16,20.1,9.86,0.59,157.8,49.6,36.58
2019-11-07 11:00:00,26.33,19.97,7.54,0.51,132.5,52.9,45.25
2019-11-07 12:00:00,25.92,19.95,5.31,0.46,122.3,43.4,49.62
2019-11-07 13:00:00,25.39,20.01,9.54,0.56,89.0,37.7,53.53
2019-11-07 14:00:00,25.07,19.95,9.61,0.48,78.3,35.1,57.43
2019-11-07 15:00:00,25.98,20.64,8.72,0.58,85.68,32.7,57.66
2019-11-07 16:00:00,27.78,20.9,8.79,0.63,90.1,36.1,55.84
2019-11-07 17:00:00,29.17,20.15,13.5,0.74,99.78,38.2,53.32
2019-11-07 18:00:00,30.4,21.1,14.23,0.92,91.03,40.0,49.45
2019-11-07 19:00:00,31.48,21.45,12.28,0.81,109.35,48.1,46.52
2019-11-07 20:00:00,32.25,22.14,11.88,0.85,114.0,51.38,45.55
2019-11-07 21:00:00,30.69,21.3,12.38,0.49,131.65,64.9,45.97
2019-11-07 22:00:00,35.8,23.15,13.14,0.6,122.03,69.28,43.2
2019-11-07 23:00:00,30.75,21.06,11.68,0.73,140.45,73.78,51.38
2019-11-08 00:00:00,24.39,19.76,12.77,0.64,141.3,78.88,60.53
2019-11-08 01:00:00,20.23,18.84,10.43,0.44,135.6,92.07,66.7
2019-11-08 02:00:00,18.43,19.16,9.84,0.28,149.65,107.65,66.5
2019-11-08 03:00:00,16.49,18.75,9.46,0.47,141.2,103.3,67.76
2019-11-08 04:00:00,17.09,18.68,9.93,0.52,145.2,106.1,64.14
2019-11-08 05:00:00,20.77,19.13,10.84,0.56,169.1,115.3,54.41
2019-11-08 06:00:00,26.51,21.63,11.41,0.68,172.9,127.5,43.04
2019-11-08 07:00:00,40.35,24.73,9.35,0.73,193.4,121.7,27.4
2019-11-08 08:00:00,42.59,24.84,9.69,1.0,201.5,124.6,31.32
2019-11-08 09:00:00,35.95,21.88,10.42,0.83,198.6,123.9,46.23
2019-11-08 10:00:00,31.59,21.42,10.38,0.8,220.1,118.3,57.05
2019-11-08 11:00:00,29.35,20.2,9.59,0.64,213.4,96.8,63.72
2019-11-08 12:00:00,25.03,19.71,8.89,0.39,174.1,91.2,73.01
2019-11-08 13:00:00,22.14,19.98,8.07,0.21,121.5,78.3,77.47
2019-11-08 14:00:00,23.25,20.87,9.32,0.23,128.9,84.3,77.08
2019-11-08 15:00:00,22.12,20.72,9.41,0.68,131.3,74.6,78.36
2019-11-08 16:00:00,26.21,21.45,9.47,0.65,127.1,73.6,74.66
2019-11-08 17:00:00,28.87,22.41,11.05,0.84,138.0,77.0,70.16
2019-11-08 18:00:00,38.3,24.38,12.5,1.11,137.1,78.3,66.67
2019-11-08 19:00:00,39.58,22.0,10.17,0.82,170.3,106.7,69.94
2019-11-08 20:00:00,38.06,22.48,10.16,0.99,174.4,119.07,65.96
2019-11-08 21:00:00,30.74,21.13,8.96,0.69,188.25,107.65,73.34
2019-11-08 22:00:00,29.98,21.59,7.92,0.7,189.6,108.1,68.47
2019-11-08 23:00:00,30.38,22.05,6.89,0.58,167.75,103.22,60.36
2019-11-09 00:00:00,28.14,21.3,6.73,0.39,148.05,104.7,60.0
2019-11-09 01:00:00,23.82,19.43,9.25,0.55,,,66.22
2019-11-09 02:00:00,21.23,18.99,8.77,0.45,139.68,95.0,65.89
2019-11-09 03:00:00,18.71,18.48,9.73,0.51,155.0,100.6,68.97
2019-11-09 04:00:00,17.45,18.07,8.58,0.39,125.9,88.7,67.87
2019-11-09 05:00:00,18.59,18.65,10.26,0.54,101.8,70.7,59.17
2019-11-09 06:00:00,21.86,19.52,9.58,0.58,143.9,90.4,49.46
2019-11-09 07:00:00,26.06,20.49,7.75,0.7,166.8,132.5,38.09
2019-11-09 08:00:00,30.63,21.73,7.8,0.73,201.4,139.9,36.28
2019-11-09 09:00:00,32.38,21.27,9.41,0.72,214.0,134.4,42.69
2019-11-09 10:00:00,31.32,20.67,9.04,0.72,206.6,125.7,58.99
2019-11-09 11:00:00,29.94,21.46,9.11,0.67,193.5,119.4,74.34
2019-11-09 12:00:00,26.71,20.81,8.37,0.55,158.0,90.0,83.0
2019-11-09 13:00:00,21.33,19.43,11.93,0.44,128.1,82.7,85.98
2019-11-09 14:00:00,19.02,19.7,11.75,0.22,110.1,77.3,83.35
2019-11-09 15:00:00,19.45,19.97,12.28,0.51,107.0,69.2,89.29
2019-11-09 16:00:00,23.27,20.65,12.29,0.52,102.72,69.6,79.66
2019-11-09 17:00:00,26.29,20.52,9.36,0.69,124.1,67.5,72.15
2019-11-09 18:00:00,41.42,24.04,9.86,0.9,138.97,64.9,46.41
2019-11-09 19:00:00,37.45,22.38,10.81,0.8,141.2,79.95,50.32
2019-11-09 20:00:00,36.36,22.52,9.17,0.86,123.85,69.32,47.93
2019-11-09 21:00:00,35.33,21.65,10.91,0.77,125.2,71.8,49.32
2019-11-09 22:00:00,33.91,22.14,10.4,0.72,149.85,63.92,50.19
2019-11-09 23:00:00,31.28,20.91,10.62,0.72,131.85,68.4,53.6
2019-11-10 00:00:00,27.04,19.95,10.12,0.6,131.7,76.38,62.95
2019-11-10 01:00:00,23.27,19.65,9.62,0.42,173.07,83.7,67.19
2019-11-10 02:00:00,19.85,18.7,9.38,0.33,158.03,104.55,67.58
2019-11-10 03:00:00,17.75,18.76,8.4,0.54,154.0,101.2,69.46
2019-11-10 04:00:00,16.63,18.59,8.41,0.43,143.1,95.5,77.64
2019-11-10 05:00:00,19.35,19.45,10.32,0.54,154.6,105.8,67.56
2019-11-10 06:00:00,24.68,20.66,10.71,0.48,138.2,96.6,58.94
2019-11-10 07:00:00,30.9,22.04,11.54,0.59,153.0,96.7,45.85
2019-11-10 08:00:00,38.02,23.43,11.06,0.6,124.1,85.4,40.47
2019-11-10 09:00:00,33.68,21.65,9.54,0.62,130.3,84.4,51.66
2019-11-10 10:00:00,27.52,20.05,9.59,0.51,151.2,68.3,67.88
2019-11-10 11:00:00,23.11,18.78,9.34,0.55,137.6,75.0,77.06
2019-11-10 12:00:00,14.97,17.95,9.39,0.35,120.7,61.8,98.98
2019-11-10 13:00:00,16.0,18.55,7.96,0.4,90.5,52.4,104.38
2019-11-10 14:00:00,15.18,17.92,5.99,0.22,108.7,56.1,103.44
2019-11-10 15:00:00,16.16,18.7,11.52,0.52,124.3,66.2,99.45
2019-11-10 16:00:00,16.48,18.03,11.87,0.52,116.7,71.7,99.05
2019-11-10 17:00:00,23.19,20.14,11.66,0.51,114.93,67.6,83.3
2019-11-10 18:00:00,33.44,23.04,11.38,0.83,95.05,59.5,51.91
2019-11-10 19:00:00,50.15,28.15,11.7,1.09,123.72,72.6,23.71
2019-11-10 20:00:00,62.39,30.73,13.05,1.63,144.55,71.7,12.5
2019-11-10 21:00:00,45.59,24.0,10.23,0.92,185.78,101.0,36.05
2019-11-10 22:00:00,37.21,21.8,9.92,0.86,176.62,93.8,51.24
2019-11-10 23:00:00,31.87,21.21,10.74,0.8,172.6,89.9,57.56
2019-11-11 00:00:00,29.54,20.41,10.71,0.63,161.05,89.1,60.93
2019-11-11 01:00:00,25.03,19.59,11.32,0.63,98.17,89.6,69.31
2019-11-11 02:00:00,20.03,19.02,10.69,0.47,131.6,81.45,74.19
2019-11-11 03:00:00,18.8,18.46,8.92,0.53,153.5,87.3,72.47
2019-11-11 04:00:00,17.05,18.59,8.97,0.47,106.8,81.5,75.96
2019-11-11 05:00:00,20.43,19.82,10.3,0.47,150.8,84.1,66.38
2019-11-11 06:00:00,28.35,21.4,10.18,0.49,168.1,90.7,52.14
2019-11-11 07:00:00,32.9,22.13,8.35,0.72,151.1,87.3,47.5
2019-11-11 08:00:00,41.66,24.3,8.98,0.83,151.6,98.1,42.2
2019-11-11 09:00:00,38.9,22.31,9.85,0.87,185.9,103.6,54.07
2019-11-11 10:00:00,35.72,21.2,9.93,0.88,213.9,104.1,65.78
2019-11-11 11:00:00,20.39,18.72,7.72,0.54,239.1,98.4,95.07
2019-11-11 12:00:00,20.24,18.82,8.53,0.52,154.2,83.2,98.94
2019-11-11 13:00:00,24.19,19.42,8.88,0.27,131.5,76.5,99.54
2019-11-11 14:00:00,22.21,19.41,,0.0,140.9,84.4,97.38
2019-11-11 15:00:00,25.77,20.54,10.09,0.72,137.2,81.8,88.03
2019-11-11 16:00:00,34.18,21.67,11.12,0.77,119.1,79.6,74.96
2019-11-11 17:00:00,39.14,22.05,11.19,0.76,137.2,68.1,65.69
2019-11-11 18:00:00,54.01,26.02,11.57,1.09,134.4,62.5,36.07
2019-11-11 19:00:00,71.48,31.96,12.96,1.35,132.3,81.5,13.88
2019-11-11 20:00:00,90.52,37.98,14.4,1.94,171.95,80.2,11.98
2019-11-11 21:00:00,71.38,28.15,10.7,1.2,194.93,94.8,12.72
2019-11-11 22:00:00,64.03,25.7,10.56,1.26,205.55,98.4,16.62
2019-11-11 23:00:00,46.73,20.5,8.28,0.7,189.9,98.3,34.99
2019-11-12 00:00:00,36.7,19.02,6.92,0.56,175.93,84.75,49.75
2019-11-12 01:00:00,29.92,18.65,10.73,0.57,142.1,81.5,61.02
2019-11-12 02:00:00,22.02,17.86,9.63,0.38,143.6,75.12,77.27
2019-11-12 03:00:00,20.17,18.22,8.54,0.62,146.3,86.3,80.4
2019-11-12 04:00:00,18.71,18.37,7.66,0.49,133.6,81.6,81.57
2019-11-12 05:00:00,21.38,19.13,9.71,0.64,138.9,88.6,75.62
2019-11-12 06:00:00,29.33,21.58,9.82,0.64,151.1,95.2,61.95
2019-11-12 07:00:00,35.52,22.7,8.97,0.81,182.6,137.4,53.02
2019-11-12 08:00:00,40.67,23.72,7.98,0.83,213.7,130.3,50.41
2019-11-12 09:00:00,42.96,23.22,10.74,0.96,230.4,132.8,55.65
2019-11-12 10:00:00,32.63,20.66,10.81,0.92,303.1,156.6,87.67
2019-11-12 11:00:00,27.55,19.95,10.36,0.75,261.5,142.6,95.36
2019-11-12 12:00:00,20.36,18.78,11.03,0.52,234.3,120.8,98.81
2019-11-12 13:00:00,17.89,18.05,9.04,0.48,170.8,110.0,101.73
2019-11-12 14:00:00,16.94,18.66,8.48,0.45,148.6,90.5,104.04
2019-11-12 15:00:00,16.48,18.02,9.05,0.56,140.6,88.8,97.01
2019-11-12 16:00:00,20.74,19.29,8.66,0.58,134.0,74.1,89.34
2019-11-12 17:00:00,18.92,18.87,9.47,0.58,119.55,68.8,85.4
2019-11-12 18:00:00,29.5,21.17,9.8,0.77,124.68,67.5,54.61
2019-11-12 19:00:00,60.74,29.75,10.2,1.56,126.68,68.3,14.8
2019-11-12 20:00:00,56.99,27.37,9.54,2.01,146.45,80.35,23.48
2019-11-12 21:00:00,50.22,24.65,7.67,1.21,199.47,91.28,27.51
2019-11-12 22:00:00,52.36,24.89,7.05,1.28,179.45,99.68,26.27
2019-11-12 23:00:00,43.87,21.91,11.77,0.86,204.02,93.72,39.19
2019-11-13 00:00:00,33.58,19.97,10.87,0.55,208.47,102.57,62.95
2019-11-13 01:00:00,26.35,18.51,10.92,0.58,174.3,94.32,75.38
2019-11-13 02:00:00,21.8,18.48,9.98,0.38,172.7,107.07,75.92
2019-11-13 03:00:00,19.26,17.85,10.11,0.57,184.3,121.9,80.99
2019-11-13 04:00:00,17.39,17.95,9.66,0.44,171.9,109.7,84.56
2019-11-13 05:00:00,18.77,18.4,9.15,0.66,166.2,122.8,80.84
2019-11-13 06:00:00,24.52,19.7,8.68,0.67,186.3,135.0,73.03
2019-11-13 07:00:00,30.28,21.34,10.22,0.82,206.9,147.6,63.69
2019-11-13 08:00:00,40.48,23.46,9.49,0.95,231.5,178.2,54.18
2019-11-13 09:00:00,40.66,22.25,8.49,1.02,271.1,190.2,70.08
2019-11-13 10:00:00,38.32,21.56,7.88,1.11,327.8,210.0,82.13
2019-11-13 11:00:00,33.05,20.64,8.73,0.83,307.3,203.5,90.7
2019-11-13 12:00:00,30.81,20.86,8.21,0.78,273.8,173.0,93.79
2019-11-13 13:00:00,21.48,19.44,10.11,0.55,213.7,160.3,102.92
2019-11-13 14:00:00,19.24,19.05,10.62,0.44,202.2,134.9,97.22
2019-11-13 15:00:00,22.48,20.4,10.8,0.56,173.6,112.8,93.97
2019-11-13 16:00:00,18.82,19.39,11.25,0.51,147.48,99.8,91.98
2019-11-13 17:00:00,24.05,19.67,8.57,0.62,149.1,87.0,80.92
2019-11-13 18:00:00,33.51,21.6,7.79,0.85,131.1,79.1,57.51
2019-11-13 19:00:00,63.09,30.8,8.96,1.5,135.4,80.8,22.15
2019-11-13 20:00:00,79.89,34.14,8.43,2.52,178.07,90.68,14.54
2019-11-13 21:00:00,70.34,28.48,9.07,1.76,222.28,115.12,12.72
2019-11-13 22:00:00,91.47,34.47,8.64,2.38,238.17,125.38,11.91
2019-11-13 23:00:00,85.15,28.95,9.49,1.65,245.85,132.8,10.64
2019-11-14 00:00:00,51.66,19.22,7.8,1.06,239.43,120.93,36.49
2019-11-14 01:00:00,35.97,16.26,8.88,0.57,182.95,107.62,75.12
2019-11-14 02:00:00,27.9,17.08,7.95,0.23,185.5,122.75,78.55
2019-11-14 03:00:00,23.9,17.56,10.08,0.64,187.0,135.7,95.72
2019-11-14 04:00:00,22.84,17.89,9.75,0.47,226.5,170.1,99.56
2019-11-14 05:00:00,22.91,18.92,9.29,0.63,235.1,176.5,89.36
2019-11-14 06:00:00,26.21,19.71,8.39,0.56,240.6,191.7,82.75
2019-11-14 07:00:00,32.71,20.92,8.79,0.71,238.7,200.3,66.68
