Datetime,NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),PM10 (ug/m3),PM2.5 (ug/m3),Ozone (ug/m3)
2020-04-03 02:00:00,6.2,14.6,35.03,1.02,33.4,22.9,11.47
2020-04-03 03:00:00,6.2,14.96,53.35,0.84,24.5,19.2,11.79
2020-04-03 04:00:00,6.91,15.54,68.6,1.56,25.0,20.1,11.73
2020-04-03 05:00:00,8.42,18.41,18.82,2.13,,,11.74
2020-04-03 06:00:00,8.05,18.44,27.68,2.6,24.3,18.9,11.13
2020-04-03 07:00:00,10.58,23.3,35.6,0.69,27.0,17.0,11.0
2020-04-03 08:00:00,12.0,26.53,41.44,0.73,40.5,16.0,11.43
2020-04-03 09:00:00,8.33,18.66,0.04,0.0,55.7,15.5,7.84
2020-04-03 10:00:00,7.63,17.12,,0.0,95.5,15.2,8.64
2020-04-03 11:00:00,7.06,16.16,,0.53,78.8,19.0,9.37
2020-04-03 12:00:00,6.93,15.91,,0.21,62.9,24.0,11.25
2020-04-03 13:00:00,6.77,15.29,16.02,0.36,34.0,33.0,10.73
2020-04-03 14:00:00,6.64,15.37,15.87,0.27,,,10.31
2020-04-03 15:00:00,6.28,14.72,15.31,0.44,39.3,26.6,10.75
2020-04-03 16:00:00,5.45,13.1,16.35,0.39,,,10.59
2020-04-03 17:00:00,6.16,14.34,14.14,0.65,27.3,20.3,10.87
2020-04-03 18:00:00,6.49,15.0,14.24,0.6,40.7,19.0,10.8
2020-04-03 19:00:00,6.87,16.19,13.17,0.66,36.8,19.8,10.52
2020-04-03 20:00:00,10.81,23.89,9.82,0.62,50.7,18.1,10.62
2020-04-03 21:00:00,14.56,32.92,11.66,0.69,56.0,19.0,10.19
2020-04-03 22:00:00,13.71,29.74,12.5,0.72,81.3,20.2,10.81
2020-04-03 23:00:00,15.55,33.3,19.48,0.89,77.3,30.6,11.11
2020-04-04 00:00:00,9.54,21.39,25.66,1.23,48.7,41.8,11.53
2020-04-04 01:00:00,6.49,15.6,19.24,0.61,33.0,29.7,12.03
2020-04-04 02:00:00,6.67,15.75,32.6,0.73,28.8,22.6,11.94
2020-04-04 03:00:00,6.77,16.1,19.72,0.61,26.2,19.6,11.65
2020-04-04 04:00:00,6.69,15.57,32.96,0.6,28.7,20.1,11.64
2020-04-04 05:00:00,6.82,17.55,19.55,0.89,25.5,17.6,11.72
2020-04-04 06:00:00,16.65,35.82,31.07,1.75,40.0,16.3,11.74
2020-04-04 07:00:00,22.07,45.6,15.3,0.97,42.5,15.6,11.5
2020-04-04 08:00:00,11.54,24.6,24.12,1.34,64.0,15.3,11.43
2020-04-04 09:00:00,10.09,22.14,17.21,0.8,71.6,16.7,11.48
2020-04-04 10:00:00,0.0,,,,,,0.01
2020-04-04 11:00:00,5.5,13.18,,0.04,113.2,77.9,6.28
2020-04-04 12:00:00,6.65,15.45,6.8,0.0,79.0,42.7,9.77
2020-04-04 13:00:00,8.73,19.15,5.13,0.59,69.9,25.1,10.21
2020-04-04 14:00:00,7.31,16.24,13.11,0.56,73.3,16.3,10.26
2020-04-04 15:00:00,5.64,13.46,12.76,0.64,65.4,13.23,10.44
2020-04-04 16:00:00,5.49,13.2,12.64,0.58,63.8,19.4,10.63
2020-04-04 17:00:00,6.64,14.92,11.87,0.61,60.1,19.4,10.57
2020-04-04 18:00:00,6.55,15.16,12.2,0.59,71.5,18.4,10.73
2020-04-04 19:00:00,8.51,18.82,10.32,0.57,61.2,16.7,10.74
2020-04-04 20:00:00,15.06,32.36,11.77,0.63,75.4,15.9,10.45
2020-04-04 21:00:00,32.51,63.65,6.91,1.08,83.0,15.4,10.09
2020-04-04 22:00:00,41.04,76.74,11.31,1.15,109.8,15.5,10.39
2020-04-04 23:00:00,40.54,74.99,8.57,1.28,117.62,27.6,9.8
2020-04-05 00:00:00,31.36,59.09,13.61,1.34,95.0,23.5,10.8
2020-04-05 01:00:00,8.93,19.84,13.57,0.43,86.8,44.4,10.53
2020-04-05 02:00:00,7.29,16.72,11.57,0.33,,,10.7
2020-04-05 03:00:00,6.57,15.82,11.5,0.48,69.4,57.2,10.73
2020-04-05 04:00:00,6.88,16.14,11.29,0.58,57.9,37.1,10.81
2020-04-05 05:00:00,6.17,15.09,9.63,0.62,46.0,27.4,10.55
2020-04-05 06:00:00,7.82,17.71,11.18,0.7,69.7,22.4,10.75
2020-04-05 07:00:00,8.54,19.3,10.46,0.61,57.8,20.9,10.59
2020-04-05 08:00:00,8.21,18.59,10.0,0.58,72.2,18.4,10.3
2020-04-05 09:00:00,6.81,16.35,6.5,0.59,93.1,23.5,10.41
2020-04-05 10:00:00,6.07,14.6,11.38,0.56,88.75,27.5,10.76
2020-04-05 11:00:00,6.25,14.92,12.06,0.45,70.17,52.3,11.14
2020-04-05 12:00:00,10.38,21.79,11.53,0.45,82.6,36.2,11.16
2020-04-05 13:00:00,4.76,11.71,14.35,0.56,52.4,41.0,10.83
2020-04-05 14:00:00,4.82,11.77,15.99,0.79,42.8,30.8,11.64
2020-04-05 15:00:00,4.69,11.58,20.61,0.64,41.6,23.0,11.38
2020-04-05 16:00:00,4.3,11.39,14.82,0.79,29.8,20.3,11.0
2020-04-05 17:00:00,4.37,11.66,16.3,0.51,,,11.11
2020-04-05 18:00:00,4.81,12.13,14.93,0.56,38.5,19.2,10.8
2020-04-05 19:00:00,7.45,16.99,12.56,0.45,42.2,18.1,10.62
2020-04-05 20:00:00,19.29,40.2,14.37,0.46,56.7,18.8,10.67
2020-04-05 21:00:00,21.27,43.9,10.51,0.92,75.8,22.2,10.11
2020-04-05 22:00:00,27.96,55.84,10.9,0.83,105.6,35.3,10.08
2020-04-05 23:00:00,35.67,68.94,8.6,0.8,129.7,48.1,10.45
2020-04-06 00:00:00,23.27,46.87,11.43,0.67,130.6,61.2,10.51
2020-04-06 01:00:00,19.91,40.6,12.22,0.76,128.5,72.7,10.65
2020-04-06 02:00:00,9.23,20.23,12.93,0.5,118.0,70.5,11.04
2020-04-06 03:00:00,7.33,17.08,10.88,0.51,93.5,53.9,10.73
2020-04-06 04:00:00,6.54,15.68,10.53,0.53,82.8,36.9,11.06
2020-04-06 05:00:00,6.5,15.36,5.98,0.52,88.5,27.4,10.78
2020-04-06 06:00:00,8.02,18.16,12.33,0.57,88.7,21.3,10.89
2020-04-06 07:00:00,8.78,20.0,12.7,0.6,73.4,22.4,10.85
2020-04-06 08:00:00,8.47,19.12,11.44,0.65,77.6,32.0,11.05
2020-04-06 09:00:00,7.68,17.79,10.23,0.56,103.9,43.8,10.93
2020-04-06 10:00:00,7.54,17.9,11.85,0.58,97.8,54.8,10.41
2020-04-06 11:00:00,7.38,16.25,11.81,0.55,96.7,47.5,24.56
2020-04-06 12:00:00,7.27,14.64,15.67,0.68,70.7,33.9,76.44
2020-04-06 13:00:00,6.64,13.65,19.5,0.68,55.4,30.2,82.19
2020-04-06 14:00:00,6.06,12.84,16.87,0.89,61.3,32.5,82.34
2020-04-06 15:00:00,6.74,13.73,18.93,0.58,52.3,25.2,89.9
2020-04-06 16:00:00,7.11,14.06,14.65,0.52,56.4,29.2,86.26
2020-04-06 17:00:00,7.68,15.42,15.71,0.52,60.3,23.4,71.92
2020-04-06 18:00:00,7.92,15.73,13.69,0.39,55.7,21.7,41.63
2020-04-06 19:00:00,9.19,18.37,11.76,0.49,64.1,18.4,20.47
2020-04-06 20:00:00,17.12,33.88,13.93,0.56,86.2,18.7,14.89
2020-04-06 21:00:00,17.55,34.41,12.53,0.8,99.7,23.3,9.74
2020-04-06 22:00:00,9.46,18.83,12.89,0.35,103.1,43.9,10.47
2020-04-06 23:00:00,8.26,16.42,7.83,0.36,91.4,51.8,10.15
2020-04-07 00:00:00,6.99,14.28,10.76,0.24,112.2,38.8,12.04
2020-04-07 01:00:00,6.14,12.8,7.89,0.48,110.3,39.9,10.79
2020-04-07 02:00:00,6.17,12.64,9.71,0.51,103.3,27.5,10.18
2020-04-07 03:00:00,6.12,12.8,9.5,0.54,92.1,51.8,9.72
2020-04-07 04:00:00,6.66,13.49,12.15,0.52,70.5,47.7,10.27
2020-04-07 05:00:00,7.26,15.0,11.48,0.42,53.0,34.1,9.63
2020-04-07 06:00:00,7.67,16.09,12.33,0.47,62.8,26.0,9.63
2020-04-07 07:00:00,10.15,20.15,12.44,0.65,73.1,22.4,9.17
2020-04-07 08:00:00,9.09,18.98,10.66,0.74,75.4,25.1,21.06
2020-04-07 09:00:00,9.48,19.55,8.49,0.5,67.0,57.6,37.94
2020-04-07 10:00:00,7.41,15.97,12.72,0.48,68.3,39.1,50.86
2020-04-07 11:00:00,6.59,14.3,14.92,0.41,67.3,27.6,47.79
2020-04-07 12:00:00,8.23,17.02,15.88,0.59,76.8,47.1,62.81
2020-04-07 13:00:00,7.89,16.14,24.72,0.56,40.1,31.6,79.7
2020-04-07 14:00:00,7.2,14.71,14.8,0.81,47.4,29.6,82.41
2020-04-07 15:00:00,6.46,13.62,16.75,0.65,44.7,24.3,87.7
2020-04-07 16:00:00,6.01,12.09,15.16,0.56,44.6,20.0,86.05
2020-04-07 17:00:00,6.55,13.01,15.27,0.37,52.7,17.5,74.0
2020-04-07 18:00:00,6.75,13.66,10.07,0.18,43.1,16.2,37.09
2020-04-07 19:00:00,8.85,17.7,6.44,0.45,64.1,15.6,20.3
2020-04-07 20:00:00,12.56,25.04,12.31,0.32,80.2,15.3,15.54
2020-04-07 21:00:00,9.72,19.24,10.49,0.38,83.5,36.5,10.13
2020-04-07 22:00:00,7.36,14.7,9.05,0.2,187.7,40.4,10.03
2020-04-07 23:00:00,7.08,14.44,9.57,0.48,197.2,44.4,9.06
2020-04-08 00:00:00,6.51,13.45,12.79,0.49,144.2,50.0,9.59
2020-04-08 01:00:00,6.17,12.59,12.49,0.64,94.4,33.8,9.91
2020-04-08 02:00:00,6.2,13.07,11.72,0.62,84.4,27.7,9.48
2020-04-08 03:00:00,6.61,13.55,11.68,0.62,52.8,43.4,9.93
2020-04-08 04:00:00,6.77,14.09,12.93,0.5,,,9.32
2020-04-08 05:00:00,7.58,15.52,12.34,0.51,,,12.27
2020-04-08 06:00:00,7.86,16.17,10.78,0.49,37.1,25.6,9.34
2020-04-08 07:00:00,8.24,16.97,6.95,0.42,58.4,21.9,9.2
2020-04-08 08:00:00,9.69,19.71,14.25,0.5,62.4,18.5,20.13
2020-04-08 09:00:00,7.73,16.06,15.77,0.52,56.2,19.3,40.03
2020-04-08 10:00:00,7.9,16.12,9.52,0.41,62.8,17.9,50.22
2020-04-08 11:00:00,6.76,14.2,8.19,0.39,76.7,26.8,49.18
2020-04-08 12:00:00,6.15,12.43,16.8,0.45,54.7,25.6,71.53
2020-04-08 13:00:00,6.64,13.18,22.33,0.61,39.7,22.8,84.36
2020-04-08 14:00:00,6.98,14.32,16.04,0.79,48.4,20.5,86.56
2020-04-08 15:00:00,7.93,15.66,18.35,0.58,50.0,39.1,87.25
2020-04-08 16:00:00,7.0,14.3,12.88,0.63,56.9,29.4,79.84
2020-04-08 17:00:00,7.79,15.45,14.05,0.52,50.9,22.2,66.08
2020-04-08 18:00:00,8.53,16.86,13.64,0.34,55.6,18.6,35.17
2020-04-08 19:00:00,8.71,17.62,11.63,0.42,56.5,16.8,19.8
2020-04-08 20:00:00,10.17,20.58,13.0,0.41,75.5,19.4,13.89
2020-04-08 21:00:00,12.88,25.56,9.91,0.51,89.9,29.0,9.66
2020-04-08 22:00:00,14.75,29.4,11.93,0.49,87.5,35.6,10.8
2020-04-08 23:00:00,17.73,35.42,8.6,0.63,83.6,25.3,10.18
2020-04-09 00:00:00,8.42,16.93,11.59,0.48,86.2,20.1,10.39
2020-04-09 01:00:00,6.42,13.23,7.48,0.6,73.6,50.5,11.32
2020-04-09 02:00:00,5.83,12.65,12.18,0.57,89.4,54.6,8.64
2020-04-09 03:00:00,5.56,11.81,13.17,0.39,84.1,34.9,10.55
2020-04-09 04:00:00,5.59,12.16,9.65,0.36,74.1,33.0,9.74
2020-04-09 05:00:00,6.82,14.29,9.79,0.63,54.7,24.9,10.52
2020-04-09 06:00:00,7.45,15.48,12.91,0.65,63.9,20.6,9.05
2020-04-09 07:00:00,8.73,17.89,12.86,0.58,57.4,18.0,10.78
2020-04-09 08:00:00,7.89,16.15,11.41,0.58,75.7,16.8,21.09
2020-04-09 09:00:00,7.25,14.82,10.03,0.55,71.6,25.3,39.67
2020-04-09 10:00:00,7.5,16.04,12.54,0.68,68.5,23.5,46.67
2020-04-09 11:00:00,8.38,17.22,14.13,0.53,82.7,27.0,45.6
2020-04-09 12:00:00,7.35,15.29,16.37,0.53,71.1,38.4,72.67
2020-04-09 13:00:00,7.82,16.32,19.73,0.43,52.6,27.1,75.34
2020-04-09 14:00:00,7.53,15.32,15.46,0.42,64.3,28.2,86.76
2020-04-09 15:00:00,7.21,14.5,17.54,0.6,50.8,24.6,91.95
2020-04-09 16:00:00,7.48,15.0,13.68,0.68,32.7,22.4,83.99
2020-04-09 17:00:00,7.29,14.58,14.92,0.4,33.5,21.7,66.03
2020-04-09 18:00:00,7.12,14.63,13.56,0.24,39.2,19.9,38.84
2020-04-09 19:00:00,7.88,15.93,12.12,0.49,50.4,18.0,17.93
2020-04-09 20:00:00,10.46,20.98,11.24,0.61,57.1,16.5,14.49
2020-04-09 21:00:00,12.23,24.84,9.01,0.56,79.0,15.7,9.45
2020-04-09 22:00:00,16.87,33.6,11.57,0.58,82.8,20.3,11.06
2020-04-09 23:00:00,27.62,52.14,8.04,0.46,85.1,33.9,9.95
2020-04-10 00:00:00,14.29,27.83,10.66,0.28,94.6,26.1,9.88
2020-04-10 01:00:00,23.08,48.41,11.62,0.42,64.8,39.0,9.23
2020-04-10 02:00:00,14.88,29.2,11.17,0.29,74.2,49.2,10.1
2020-04-10 03:00:00,8.6,17.5,13.56,0.57,,,9.97
2020-04-10 04:00:00,8.08,16.34,12.11,0.51,49.4,39.6,11.38
2020-04-10 05:00:00,8.12,16.88,12.06,0.55,64.5,28.8,9.62
2020-04-10 06:00:00,13.79,27.59,13.27,0.61,67.5,24.2,10.0
2020-04-10 07:00:00,23.94,52.69,14.28,0.88,81.6,23.0,9.35
2020-04-10 08:00:00,15.15,30.17,12.93,0.91,94.1,36.3,19.45
2020-04-10 09:00:00,9.08,18.57,12.88,0.36,89.2,34.1,39.46
2020-04-10 10:00:00,5.46,12.0,12.5,0.25,82.6,38.9,46.67
2020-04-10 11:00:00,5.71,12.34,13.53,0.46,67.1,37.1,50.43
2020-04-10 12:00:00,6.21,13.05,14.85,0.36,69.5,28.2,68.5
2020-04-10 13:00:00,6.32,12.72,17.7,0.39,67.4,40.8,78.35
2020-04-10 14:00:00,7.45,14.54,18.48,0.65,57.3,28.5,85.49
2020-04-10 15:00:00,6.17,12.61,20.38,0.61,37.1,24.6,90.34
2020-04-10 16:00:00,6.39,13.25,15.43,0.76,45.5,22.6,80.23
2020-04-10 17:00:00,7.04,14.11,16.16,0.5,43.7,21.7,71.51
2020-04-10 18:00:00,7.18,14.46,15.2,0.33,57.2,19.4,43.5
2020-04-10 19:00:00,8.58,17.03,15.48,0.52,65.7,18.1,20.45
2020-04-10 20:00:00,11.98,23.88,12.51,0.46,68.2,16.9,14.27
2020-04-10 21:00:00,19.51,44.36,9.28,0.8,86.1,18.5,10.37
2020-04-10 22:00:00,12.98,25.58,11.85,0.64,101.2,49.9,8.88
2020-04-10 23:00:00,17.37,32.45,9.65,0.54,106.5,34.1,8.93
2020-04-11 00:00:00,15.36,30.57,12.67,0.52,111.7,51.9,9.06
2020-04-11 01:00:00,16.3,32.29,8.66,0.46,112.6,50.7,10.26
2020-04-11 02:00:00,12.49,24.4,11.02,0.39,116.2,47.4,10.28
2020-04-11 03:00:00,8.6,17.33,12.91,0.51,108.5,51.3,10.13
2020-04-11 04:00:00,7.79,16.09,13.66,0.46,98.0,47.7,9.91
2020-04-11 05:00:00,9.89,20.22,11.55,0.42,76.7,34.2,11.18
2020-04-11 06:00:00,12.58,25.01,12.45,0.52,74.7,25.0,9.86
2020-04-11 07:00:00,11.54,23.39,15.52,0.68,79.2,20.9,9.58
2020-04-11 08:00:00,13.49,26.92,12.58,0.8,85.6,28.4,20.2
2020-04-11 09:00:00,6.84,14.28,12.67,0.31,92.0,37.4,41.25
2020-04-11 10:00:00,7.32,15.05,14.04,0.34,91.8,37.1,44.55
2020-04-11 11:00:00,7.55,15.53,16.63,0.43,91.3,46.7,49.29
2020-04-11 12:00:00,7.02,14.48,17.3,0.65,91.4,38.6,67.64
2020-04-11 13:00:00,6.66,13.82,22.07,0.61,82.8,29.0,77.0
2020-04-11 14:00:00,7.65,15.54,15.55,0.79,85.4,45.2,86.5
2020-04-11 15:00:00,8.11,16.24,17.58,0.51,77.8,30.1,86.46
2020-04-11 16:00:00,7.61,15.06,13.7,0.48,83.3,22.5,82.94
2020-04-11 17:00:00,7.47,15.07,14.78,0.42,92.0,20.3,69.16
2020-04-11 18:00:00,8.06,16.24,13.13,0.28,77.1,18.2,37.25
2020-04-11 19:00:00,8.79,17.66,8.3,0.49,79.4,17.2,19.82
2020-04-11 20:00:00,9.74,19.78,11.53,0.26,79.7,18.8,14.12
2020-04-11 21:00:00,10.73,21.43,8.7,0.49,94.6,35.3,10.84
2020-04-11 22:00:00,11.68,23.28,15.06,0.36,90.6,53.7,9.38
2020-04-11 23:00:00,9.93,19.99,12.96,0.47,108.0,39.6,10.4
2020-04-12 00:00:00,11.16,22.12,12.63,0.45,110.7,53.9,9.06
2020-04-12 01:00:00,17.42,32.2,11.44,0.47,101.7,44.1,11.04
2020-04-12 02:00:00,12.47,23.99,12.22,0.44,92.4,51.8,10.83
2020-04-12 03:00:00,15.38,28.48,10.47,0.51,68.6,34.5,9.29
2020-04-12 04:00:00,7.8,16.07,10.95,0.56,102.5,41.3,9.2
2020-04-12 05:00:00,6.21,13.05,12.27,0.53,91.4,30.6,9.22
2020-04-12 06:00:00,6.99,14.37,11.26,0.53,102.4,34.8,10.14
2020-04-12 07:00:00,8.79,18.05,12.26,0.5,94.2,26.2,9.37
2020-04-12 08:00:00,7.82,16.4,13.23,0.56,96.8,40.8,19.66
2020-04-12 09:00:00,7.13,15.29,14.14,0.58,117.1,43.5,36.83
2020-04-12 10:00:00,7.61,15.8,14.22,0.71,115.1,32.0,51.3
2020-04-12 11:00:00,7.88,16.16,19.07,0.58,85.7,40.0,51.71
2020-04-12 12:00:00,6.99,14.3,13.06,0.73,101.6,33.5,72.03
2020-04-12 13:00:00,6.74,13.36,16.94,0.65,87.6,30.4,79.06
2020-04-12 14:00:00,6.81,13.61,16.64,0.74,80.8,40.8,88.68
2020-04-12 15:00:00,6.39,12.99,18.96,0.7,65.6,28.6,94.07
2020-04-12 16:00:00,6.11,12.08,14.1,0.81,69.6,31.8,86.64
2020-04-12 17:00:00,6.99,14.1,14.94,0.54,63.7,25.0,68.86
2020-04-12 18:00:00,6.97,14.12,13.85,0.47,76.0,21.8,38.75
2020-04-12 19:00:00,7.09,14.57,10.31,0.5,72.7,19.5,20.16
2020-04-12 20:00:00,9.75,19.3,12.16,0.33,93.4,19.6,14.89
2020-04-12 21:00:00,13.15,25.96,11.59,0.64,103.6,23.7,10.43
2020-04-12 22:00:00,11.55,22.87,14.71,0.57,103.3,21.9,9.54
2020-04-12 23:00:00,16.21,32.22,12.35,0.49,112.0,39.0,10.87
2020-04-13 00:00:00,23.57,46.71,,0.55,100.3,29.3,10.69
2020-04-13 01:00:00,27.31,51.75,7.59,0.66,106.6,36.4,9.79
2020-04-13 02:00:00,28.43,53.51,10.6,0.53,102.7,27.3,10.98
2020-04-13 03:00:00,32.78,58.97,8.89,0.61,96.4,60.2,9.36
2020-04-13 04:00:00,26.09,47.51,10.12,0.62,101.2,46.1,9.15
2020-04-13 05:00:00,23.77,43.46,12.14,0.76,83.0,31.8,9.77
2020-04-13 06:00:00,39.32,65.69,10.89,1.01,78.2,25.9,9.82
2020-04-13 07:00:00,56.58,90.04,11.35,1.58,85.3,38.2,10.15
2020-04-13 08:00:00,34.67,61.31,10.22,1.2,114.6,60.2,20.16
2020-04-13 09:00:00,18.48,35.82,10.01,0.39,121.3,58.8,40.84
2020-04-13 10:00:00,11.52,22.99,15.74,0.17,117.7,39.2,45.09
2020-04-13 11:00:00,8.56,17.56,23.83,0.6,98.4,34.7,50.99
2020-04-13 12:00:00,8.94,17.76,16.42,0.96,69.6,31.2,74.3
2020-04-13 13:00:00,8.79,17.42,20.11,0.48,62.4,58.7,78.33
2020-04-13 14:00:00,8.89,17.37,17.21,0.64,72.6,41.6,86.44
2020-04-13 15:00:00,8.37,16.41,21.86,0.56,84.0,34.4,91.18
2020-04-13 16:00:00,8.44,16.83,14.25,0.45,76.8,44.7,93.21
2020-04-13 17:00:00,9.24,17.91,14.99,0.44,93.5,32.1,66.44
2020-04-13 18:00:00,9.96,19.38,11.48,0.28,92.8,25.2,42.06
2020-04-13 19:00:00,11.5,22.63,8.42,0.43,108.0,20.7,18.87
2020-04-13 20:00:00,14.96,29.12,9.93,0.22,104.8,22.1,15.81
2020-04-13 21:00:00,18.5,36.44,6.29,0.62,133.8,33.9,9.86
2020-04-13 22:00:00,21.6,42.0,11.6,0.55,186.8,69.2,10.2
2020-04-13 23:00:00,26.16,50.0,9.4,0.72,224.8,68.7,10.51
2020-04-14 00:00:00,19.16,37.3,14.38,0.61,223.4,77.4,9.91
2020-04-14 01:00:00,11.86,23.57,12.55,0.29,192.0,70.6,10.08
2020-04-14 02:00:00,9.09,18.13,12.25,0.14,177.8,52.0,10.08
2020-04-14 03:00:00,8.98,18.0,12.0,0.37,106.8,59.9,10.28
2020-04-14 04:00:00,8.07,16.34,12.69,0.27,130.3,37.5,10.63
2020-04-14 05:00:00,10.72,21.69,12.81,0.69,114.7,112.3,10.95
2020-04-14 06:00:00,10.83,21.66,12.07,0.69,121.8,99.6,9.6
2020-04-14 07:00:00,14.6,28.94,11.0,0.72,115.9,75.8,10.46
2020-04-14 08:00:00,16.68,32.55,11.3,0.88,129.0,76.5,19.66
2020-04-14 09:00:00,14.35,28.49,13.09,0.71,140.8,79.5,37.93
2020-04-14 10:00:00,7.8,15.75,17.14,0.45,133.1,64.7,49.52
2020-04-14 11:00:00,7.06,14.47,21.09,0.51,100.8,74.0,48.05
2020-04-14 12:00:00,6.7,13.77,14.72,0.64,107.8,45.0,66.38
2020-04-14 13:00:00,7.41,14.68,21.67,0.59,97.3,42.2,79.9
2020-04-14 14:00:00,6.67,13.18,18.99,0.68,88.2,39.4,84.85
2020-04-14 15:00:00,8.16,16.24,22.7,0.38,65.6,29.7,95.07
2020-04-14 16:00:00,7.64,15.25,14.43,0.23,95.3,30.4,83.8
2020-04-14 17:00:00,7.51,14.75,15.35,0.59,76.3,24.6,70.3
2020-04-14 18:00:00,9.12,18.09,12.25,0.47,59.7,19.9,36.58
2020-04-14 19:00:00,11.92,23.57,5.08,0.48,58.6,17.9,21.48
2020-04-14 20:00:00,14.34,28.41,11.09,0.38,57.6,19.0,15.81
2020-04-14 21:00:00,19.91,39.23,4.64,0.72,76.5,28.7,9.95
2020-04-14 22:00:00,39.0,72.13,13.36,0.99,273.5,44.4,10.02
2020-04-14 23:00:00,32.41,60.12,11.39,0.89,198.4,45.5,9.99
2020-04-15 00:00:00,35.04,63.88,13.2,0.79,145.4,49.7,10.89
2020-04-15 01:00:00,34.5,61.45,12.32,0.52,121.2,68.9,10.22
2020-04-15 02:00:00,18.79,35.91,13.69,0.44,95.7,45.3,10.15
2020-04-15 03:00:00,16.13,31.77,12.93,0.5,91.7,54.0,10.95
2020-04-15 04:00:00,25.45,47.02,12.35,0.41,100.0,55.5,10.1
2020-04-15 05:00:00,22.42,42.92,11.55,0.58,70.9,37.0,10.12
2020-04-15 06:00:00,26.38,49.48,11.13,0.6,73.5,35.0,10.8
2020-04-15 07:00:00,26.53,49.67,10.6,1.01,98.1,26.4,9.99
2020-04-15 08:00:00,23.45,44.34,13.73,1.07,109.0,23.6,18.79
2020-04-15 09:00:00,13.41,26.5,15.11,0.38,135.3,75.2,43.01
2020-04-15 10:00:00,10.75,21.39,14.21,0.37,148.7,73.6,47.84
2020-04-15 11:00:00,9.74,19.56,20.36,0.76,147.2,55.5,50.08
2020-04-15 12:00:00,9.04,17.66,16.09,0.93,114.2,47.0,66.75
2020-04-15 13:00:00,7.81,15.57,19.25,0.55,68.1,39.4,78.83
2020-04-15 14:00:00,7.43,15.04,18.3,0.53,70.4,32.0,78.98
2020-04-15 15:00:00,8.41,16.63,23.9,0.53,66.6,25.9,92.5
2020-04-15 16:00:00,9.73,18.39,18.62,0.48,36.2,22.4,84.62
2020-04-15 17:00:00,9.34,18.14,20.64,0.45,43.6,21.4,66.64
2020-04-15 18:00:00,8.95,17.59,15.12,0.4,44.0,18.2,43.23
2020-04-15 19:00:00,10.91,21.57,10.54,0.53,57.6,16.6,18.89
2020-04-15 20:00:00,14.24,28.11,11.15,0.41,60.9,15.8,14.44
2020-04-15 21:00:00,14.46,28.3,5.19,0.69,68.7,16.7,8.75
2020-04-15 22:00:00,11.66,22.87,10.4,0.36,73.6,27.7,9.29
2020-04-15 23:00:00,12.77,25.16,8.07,0.48,87.4,32.1,10.78
2020-04-16 00:00:00,10.62,21.35,13.27,0.22,89.3,43.0,9.25
2020-04-16 01:00:00,12.39,24.82,11.62,0.4,85.9,39.6,9.94
2020-04-16 02:00:00,9.62,19.72,10.67,0.32,98.6,28.3,8.64
2020-04-16 03:00:00,8.44,17.4,8.43,0.39,100.7,23.6,10.18
2020-04-16 04:00:00,7.54,15.68,9.96,0.29,101.8,46.0,9.64
2020-04-16 05:00:00,7.25,15.24,8.95,0.59,115.5,32.5,9.17
2020-04-16 06:00:00,8.41,17.01,9.23,0.68,119.6,26.3,10.08
2020-04-16 07:00:00,8.4,17.1,7.25,0.58,142.3,23.2,10.97
2020-04-16 08:00:00,8.64,17.93,13.25,0.76,147.8,23.7,20.55
2020-04-16 09:00:00,8.82,18.0,15.77,0.6,135.4,25.0,39.89
2020-04-16 10:00:00,9.07,18.71,14.53,0.57,119.8,71.2,49.41
2020-04-16 11:00:00,8.33,17.07,20.94,0.74,100.4,53.1,48.9
2020-04-16 12:00:00,9.18,18.56,20.11,1.0,74.2,45.7,58.67
2020-04-16 13:00:00,8.12,16.13,28.41,0.62,60.0,31.2,78.44
2020-04-16 14:00:00,7.54,14.98,19.99,0.64,65.3,24.6,79.95
2020-04-16 15:00:00,6.9,13.87,26.96,0.61,69.1,33.4,92.4
2020-04-16 16:00:00,7.62,14.96,16.37,0.63,53.4,27.2,88.94
2020-04-16 17:00:00,7.42,15.05,16.21,0.58,44.4,24.1,71.86
2020-04-16 18:00:00,8.22,16.62,9.55,0.21,68.0,19.6,39.65
2020-04-16 19:00:00,10.05,19.88,3.28,0.55,69.3,17.3,20.9
2020-04-16 20:00:00,12.45,24.55,11.62,0.51,80.3,16.1,15.55
2020-04-16 21:00:00,13.04,25.92,6.57,0.7,116.7,27.1,10.27
2020-04-16 22:00:00,9.79,19.74,11.89,0.48,113.6,46.0,9.76
2020-04-16 23:00:00,10.0,19.68,10.49,0.42,96.4,35.7,10.24
2020-04-17 00:00:00,7.29,15.07,14.26,0.25,97.0,43.5,10.04
2020-04-17 01:00:00,6.71,13.88,9.9,0.25,128.4,44.3,10.42
2020-04-17 02:00:00,6.42,13.33,11.66,0.17,194.2,84.0,10.05
2020-04-17 03:00:00,6.86,13.75,9.1,0.54,294.3,122.7,10.41
2020-04-17 04:00:00,7.67,15.7,12.56,0.57,271.7,105.9,9.8
2020-04-17 05:00:00,7.12,14.65,11.62,0.59,195.1,65.7,11.97
2020-04-17 06:00:00,8.1,16.76,10.9,0.61,213.3,82.4,10.43
