Datetime,CO (mg/m3),NOx (ppb),Ozone (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3)
2020-07-21 17:00:00,0.29,37.15,32.23,,6.96
2020-07-21 18:00:00,0.41,34.75,10.45,46.58,9.42
2020-07-21 19:00:00,0.51,33.71,2.13,23.36,2.16
2020-07-21 20:00:00,0.53,37.82,0.26,11.64,0.42
2020-07-21 21:00:00,0.45,39.88,0.55,6.19,1.46
2020-07-21 22:00:00,0.35,36.97,0.68,,2.81
2020-07-21 23:00:00,0.15,36.12,3.13,15.06,3.43
2020-07-22 00:00:00,0.13,10.16,11.98,7.55,3.82
2020-07-22 01:00:00,0.11,10.26,10.96,9.63,3.61
2020-07-22 02:00:00,0.27,9.63,10.88,6.85,3.4
2020-07-22 03:00:00,0.25,9.86,10.89,33.3,2.88
2020-07-22 04:00:00,0.26,9.44,10.88,33.83,3.45
2020-07-22 05:00:00,0.23,9.57,10.91,58.47,2.87
2020-07-22 06:00:00,0.29,8.89,11.02,29.31,2.85
2020-07-22 07:00:00,0.35,9.02,16.59,16.72,2.49
2020-07-22 08:00:00,0.58,9.54,24.42,13.88,1.26
2020-07-22 09:00:00,0.62,9.45,33.45,11.56,1.0
2020-07-22 10:00:00,1.15,16.75,43.76,58.89,1.74
2020-07-22 11:00:00,0.82,83.53,29.41,29.7,2.27
2020-07-22 12:00:00,0.37,14.1,41.99,14.93,6.28
2020-07-22 13:00:00,0.27,8.93,71.33,29.02,2.5
2020-07-22 14:00:00,0.4,9.11,93.91,96.18,1.16
2020-07-22 15:00:00,0.43,9.23,39.98,41.16,4.54
2020-07-22 16:00:00,0.4,9.73,26.75,58.47,3.58
2020-07-22 17:00:00,0.21,9.57,27.54,20.31,2.77
2020-07-22 18:00:00,0.24,11.06,13.21,46.87,5.03
2020-07-22 19:00:00,0.19,11.8,12.05,25.38,3.4
2020-07-22 20:00:00,0.43,10.7,10.37,52.29,1.33
2020-07-22 21:00:00,0.51,10.96,10.69,52.24,0.08
2020-07-22 22:00:00,0.48,14.88,10.86,99.22,0.59
2020-07-22 23:00:00,0.37,9.81,10.91,49.75,1.59
2020-07-23 00:00:00,0.38,9.89,8.51,44.49,2.23
2020-07-23 01:00:00,0.36,8.3,5.95,22.24,3.73
2020-07-23 02:00:00,0.17,8.15,5.81,12.66,4.05
2020-07-23 03:00:00,0.13,7.56,5.93,6.33,4.8
2020-07-23 04:00:00,0.16,8.13,6.0,103.68,3.57
2020-07-23 05:00:00,0.08,8.32,5.9,57.41,3.95
2020-07-23 06:00:00,0.15,7.55,5.87,30.44,4.03
2020-07-23 07:00:00,0.14,7.58,11.8,16.4,3.22
2020-07-23 08:00:00,0.29,8.53,24.38,8.2,3.94
2020-07-23 09:00:00,0.25,9.88,35.41,41.64,4.86
2020-07-23 10:00:00,0.49,9.61,47.59,39.24,3.57
2020-07-23 11:00:00,0.4,26.52,55.09,37.71,4.01
2020-07-23 12:00:00,0.28,12.25,72.13,,3.89
2020-07-23 13:00:00,0.28,19.32,78.19,,1.07
2020-07-23 14:00:00,0.34,23.41,163.42,73.04,5.19
2020-07-23 15:00:00,0.33,14.63,108.77,49.53,3.62
2020-07-23 16:00:00,0.25,9.79,47.66,24.91,4.6
2020-07-23 17:00:00,0.32,8.62,32.97,83.65,0.82
2020-07-23 18:00:00,0.34,7.1,18.61,42.68,1.89
2020-07-23 19:00:00,0.58,11.05,22.4,26.94,3.0
2020-07-23 20:00:00,0.32,7.79,90.32,132.23,5.46
2020-07-23 21:00:00,0.4,7.41,90.93,68.94,4.1
2020-07-23 22:00:00,0.3,7.02,13.91,34.4,5.29
2020-07-23 23:00:00,0.11,7.31,0.77,16.99,3.89
2020-07-24 00:00:00,0.09,6.43,0.73,8.51,3.79
2020-07-24 01:00:00,0.06,7.25,0.62,4.26,2.94
2020-07-24 02:00:00,0.13,6.6,0.58,41.59,2.88
2020-07-24 03:00:00,0.14,6.96,0.68,23.77,4.32
2020-07-24 04:00:00,0.17,7.15,0.57,11.9,2.93
2020-07-24 05:00:00,0.46,9.9,0.6,19.93,3.15
2020-07-24 06:00:00,0.45,10.13,0.63,12.71,3.4
2020-07-24 07:00:00,0.48,9.55,3.5,6.4,2.49
2020-07-24 08:00:00,0.47,8.38,10.92,59.64,2.48
2020-07-24 09:00:00,0.47,10.5,26.02,102.44,2.05
2020-07-24 10:00:00,0.56,9.36,32.8,52.12,3.08
2020-07-24 11:00:00,0.54,17.46,47.89,108.93,8.22
2020-07-24 12:00:00,0.59,13.7,58.01,55.14,11.62
2020-07-24 13:00:00,0.37,9.0,88.17,34.09,2.94
2020-07-24 14:00:00,0.24,11.79,96.05,50.0,2.17
2020-07-24 15:00:00,0.29,9.69,75.87,50.8,10.86
2020-07-24 16:00:00,0.5,8.07,36.95,25.89,1.67
2020-07-24 17:00:00,,,,,
2020-07-24 18:00:00,1.79,6.62,14.4,999.99,10.94
2020-07-24 19:00:00,0.46,6.38,21.06,26.38,19.3
2020-07-24 20:00:00,0.32,8.08,20.36,47.43,7.92
2020-07-24 21:00:00,0.17,7.26,20.7,34.88,20.81
2020-07-24 22:00:00,0.22,9.62,20.75,74.67,18.55
2020-07-24 23:00:00,0.36,12.75,20.8,88.54,0.43
2020-07-25 00:00:00,0.32,9.86,20.79,74.91,
2020-07-25 01:00:00,0.32,9.52,20.75,121.53,
2020-07-25 02:00:00,0.39,8.88,10.17,95.86,1.15
2020-07-25 03:00:00,0.24,8.48,0.72,38.72,0.46
2020-07-25 04:00:00,0.32,8.96,0.77,26.13,0.27
2020-07-25 05:00:00,0.23,9.54,0.73,26.7,3.69
2020-07-25 06:00:00,0.15,10.26,0.76,20.53,3.46
2020-07-25 07:00:00,0.23,11.21,8.25,63.72,4.29
2020-07-25 08:00:00,0.23,9.23,17.07,69.12,3.06
2020-07-25 09:00:00,0.5,10.98,18.9,42.26,3.78
2020-07-25 10:00:00,0.62,12.32,26.3,38.17,1.17
2020-07-25 11:00:00,0.76,13.45,37.42,21.34,3.26
2020-07-25 12:00:00,0.57,11.29,45.93,12.72,1.98
2020-07-25 13:00:00,0.54,11.43,81.45,79.5,2.06
2020-07-25 14:00:00,0.47,11.28,105.32,51.83,2.52
2020-07-25 15:00:00,0.46,9.96,73.89,25.87,3.61
2020-07-25 16:00:00,0.41,9.64,41.36,19.38,7.54
2020-07-25 17:00:00,0.31,11.28,17.8,26.79,2.2
2020-07-25 18:00:00,0.31,11.52,0.21,57.66,2.38
2020-07-25 19:00:00,0.48,13.34,0.4,188.54,1.18
2020-07-25 20:00:00,0.6,13.25,1.19,209.19,1.36
2020-07-25 21:00:00,0.32,12.97,1.17,130.12,0.16
2020-07-25 22:00:00,0.35,15.02,0.89,84.24,0.04
2020-07-25 23:00:00,0.21,13.36,0.83,64.75,4.5
2020-07-26 00:00:00,0.21,10.79,0.94,41.56,2.39
2020-07-26 01:00:00,0.2,10.08,0.8,28.11,2.54
2020-07-26 02:00:00,0.19,10.58,0.67,26.7,2.14
2020-07-26 03:00:00,0.23,10.47,0.73,14.53,2.25
2020-07-26 04:00:00,0.2,11.9,0.66,9.93,2.24
2020-07-26 05:00:00,0.26,11.4,0.94,10.6,2.22
2020-07-26 06:00:00,0.25,10.61,1.0,19.95,2.35
2020-07-26 07:00:00,0.3,8.96,5.47,108.33,2.02
2020-07-26 08:00:00,0.28,9.33,16.43,131.74,2.25
2020-07-26 09:00:00,0.29,10.15,25.81,60.63,2.86
2020-07-26 10:00:00,0.33,15.75,22.4,47.23,2.75
2020-07-26 11:00:00,0.7,18.91,20.02,36.77,2.67
2020-07-26 12:00:00,0.4,8.49,33.5,18.5,2.92
2020-07-26 13:00:00,0.31,8.98,71.13,40.92,2.58
2020-07-26 14:00:00,0.36,8.91,80.51,49.05,2.21
2020-07-26 15:00:00,0.35,8.17,48.82,25.25,2.06
2020-07-26 16:00:00,0.38,8.94,14.87,15.64,2.42
2020-07-26 17:00:00,0.32,8.13,6.2,36.11,1.61
2020-07-26 18:00:00,0.32,10.73,3.32,30.42,1.74
2020-07-26 19:00:00,0.4,8.5,2.74,110.88,1.16
2020-07-26 20:00:00,0.4,9.16,1.04,111.67,3.1
2020-07-26 21:00:00,0.37,9.46,0.67,86.02,1.42
2020-07-26 22:00:00,0.36,8.82,0.78,71.62,1.52
2020-07-26 23:00:00,0.33,7.4,0.95,51.93,2.54
2020-07-27 00:00:00,0.11,7.96,0.5,26.79,2.23
2020-07-27 01:00:00,0.12,9.69,0.93,29.78,2.24
2020-07-27 02:00:00,0.11,8.72,0.71,36.56,2.33
2020-07-27 03:00:00,0.34,9.98,1.02,36.84,2.88
2020-07-27 04:00:00,0.34,9.26,1.16,50.49,2.98
2020-07-27 05:00:00,0.4,11.73,1.19,52.7,2.47
2020-07-27 06:00:00,0.21,11.39,1.17,62.7,2.6
2020-07-27 07:00:00,0.31,14.58,7.54,57.81,2.68
2020-07-27 08:00:00,0.4,14.22,15.55,29.53,2.17
2020-07-27 09:00:00,0.53,12.98,24.73,30.58,2.51
2020-07-27 10:00:00,0.6,12.36,30.65,28.93,2.61
2020-07-27 11:00:00,0.56,13.29,26.5,14.96,2.28
2020-07-27 12:00:00,0.38,14.19,39.73,11.29,3.38
2020-07-27 13:00:00,0.36,13.46,64.06,282.51,3.96
2020-07-27 14:00:00,0.33,14.69,95.67,69.13,3.96
2020-07-27 15:00:00,0.39,14.45,29.27,,4.08
2020-07-27 16:00:00,0.3,14.61,36.94,40.48,4.25
2020-07-27 17:00:00,0.35,12.27,23.16,33.41,3.18
2020-07-27 18:00:00,0.39,12.73,10.3,13.07,3.7
2020-07-27 19:00:00,0.44,17.1,1.43,32.66,4.05
2020-07-27 20:00:00,0.61,22.16,0.21,31.19,7.19
2020-07-27 21:00:00,0.58,22.72,0.56,19.82,5.03
2020-07-27 22:00:00,0.54,18.52,0.73,22.74,4.26
2020-07-27 23:00:00,0.46,16.3,0.79,16.49,3.38
2020-07-28 00:00:00,0.17,16.13,0.75,11.16,2.48
2020-07-28 01:00:00,0.17,16.64,0.73,7.11,2.2
2020-07-28 02:00:00,0.17,19.81,0.81,3.12,4.0
2020-07-28 03:00:00,0.2,15.54,0.91,2.83,3.58
2020-07-28 04:00:00,0.25,15.14,0.86,11.8,3.55
2020-07-28 05:00:00,0.23,15.46,0.83,36.29,5.79
2020-07-28 06:00:00,0.36,18.02,0.5,48.4,3.48
2020-07-28 07:00:00,0.42,19.98,6.09,17.72,3.46
2020-07-28 08:00:00,0.4,20.41,16.89,10.63,3.92
2020-07-28 09:00:00,0.49,16.55,23.64,9.37,3.84
2020-07-28 10:00:00,0.72,39.38,25.28,6.37,3.94
2020-07-28 11:00:00,0.53,20.7,24.96,14.22,4.98
2020-07-28 12:00:00,0.36,23.1,34.28,8.86,8.45
2020-07-28 13:00:00,0.25,21.05,99.75,17.85,8.08
2020-07-28 14:00:00,0.24,21.6,76.19,36.85,4.73
2020-07-28 15:00:00,0.31,20.96,13.5,,7.97
2020-07-28 16:00:00,0.31,22.26,6.5,47.03,8.54
2020-07-28 17:00:00,0.35,22.84,2.37,76.95,3.0
2020-07-28 18:00:00,0.59,21.76,1.96,105.69,0.05
2020-07-28 19:00:00,0.81,22.88,2.31,,0.32
2020-07-28 20:00:00,1.45,28.48,1.43,39.55,4.34
2020-07-28 21:00:00,1.87,36.88,1.34,32.1,6.24
2020-07-28 22:00:00,1.53,35.62,1.31,39.07,6.45
2020-07-28 23:00:00,0.78,18.78,4.0,41.19,6.12
2020-07-29 00:00:00,0.49,11.8,6.52,27.46,6.21
2020-07-29 01:00:00,0.45,11.1,6.31,20.21,6.17
2020-07-29 02:00:00,0.33,11.73,6.77,20.43,5.11
2020-07-29 03:00:00,0.25,11.13,6.69,20.38,4.72
2020-07-29 04:00:00,0.32,10.9,6.51,19.84,4.51
2020-07-29 05:00:00,0.32,11.07,6.25,20.32,6.54
2020-07-29 06:00:00,0.15,10.49,6.33,20.41,7.64
2020-07-29 07:00:00,0.15,11.03,6.22,20.18,7.71
2020-07-29 08:00:00,0.21,11.21,8.03,21.15,5.06
2020-07-29 09:00:00,0.25,11.14,13.8,18.76,7.83
2020-07-29 10:00:00,0.3,10.88,12.49,21.4,7.81
2020-07-29 11:00:00,0.38,11.27,11.74,18.31,4.93
2020-07-29 12:00:00,0.22,19.43,14.89,15.79,4.88
2020-07-29 13:00:00,0.36,19.47,13.05,17.26,9.62
2020-07-29 14:00:00,0.47,20.5,17.85,12.74,5.61
2020-07-29 15:00:00,0.39,20.92,26.82,10.92,5.55
2020-07-29 16:00:00,0.31,14.89,39.34,9.46,4.12
2020-07-29 17:00:00,0.39,15.63,27.91,11.0,5.17
2020-07-29 18:00:00,0.4,14.93,10.43,38.0,11.57
2020-07-29 19:00:00,0.5,18.44,2.06,29.88,7.78
2020-07-29 20:00:00,0.88,21.0,1.06,5.29,4.07
2020-07-29 21:00:00,0.75,18.56,1.21,21.83,7.14
2020-07-29 22:00:00,0.59,11.18,1.12,28.48,8.3
2020-07-29 23:00:00,0.4,8.15,2.4,23.43,5.21
2020-07-30 00:00:00,0.23,5.39,10.98,17.71,3.91
2020-07-30 01:00:00,0.26,4.59,11.02,20.77,3.84
2020-07-30 02:00:00,0.16,5.69,10.86,20.0,3.88
2020-07-30 03:00:00,0.44,5.36,10.78,19.91,4.54
2020-07-30 04:00:00,0.4,4.43,10.92,20.42,4.68
2020-07-30 05:00:00,0.48,4.82,10.84,19.58,3.86
2020-07-30 06:00:00,0.32,6.28,10.65,20.39,4.63
2020-07-30 07:00:00,0.43,8.21,15.59,19.45,4.32
2020-07-30 08:00:00,0.53,7.57,23.45,20.18,6.28
2020-07-30 09:00:00,0.53,6.6,31.12,32.67,6.63
2020-07-30 10:00:00,0.65,7.56,35.41,32.59,6.29
2020-07-30 11:00:00,0.6,12.77,41.87,34.37,3.62
2020-07-30 12:00:00,0.36,10.68,50.74,23.46,
2020-07-30 13:00:00,0.37,10.18,76.69,23.34,
2020-07-30 14:00:00,0.3,12.92,94.2,35.25,
2020-07-30 15:00:00,0.21,11.1,50.18,60.86,16.05
2020-07-30 16:00:00,0.24,8.12,5.33,42.29,5.32
2020-07-30 17:00:00,0.22,8.41,19.92,50.5,3.33
2020-07-30 18:00:00,0.36,9.77,5.32,95.09,1.91
2020-07-30 19:00:00,0.5,11.06,0.79,39.39,1.92
2020-07-30 20:00:00,0.57,11.76,0.55,17.41,0.28
2020-07-30 21:00:00,0.35,10.81,0.48,18.6,0.15
2020-07-30 22:00:00,0.37,9.17,10.2,19.85,0.06
2020-07-30 23:00:00,0.26,8.98,10.53,18.81,
2020-07-31 00:00:00,0.31,9.55,10.49,7.91,
2020-07-31 01:00:00,0.23,9.33,7.09,7.82,4.93
2020-07-31 02:00:00,0.22,8.18,0.68,10.04,4.0
2020-07-31 03:00:00,0.25,8.15,0.53,2.5,4.23
2020-07-31 04:00:00,0.26,11.62,0.44,0.62,4.17
2020-07-31 05:00:00,0.29,10.96,0.57,0.85,4.35
2020-07-31 06:00:00,0.42,9.94,0.66,4.02,4.55
2020-07-31 07:00:00,0.48,13.42,9.66,7.25,4.02
2020-07-31 08:00:00,0.6,14.83,19.17,9.47,3.72
2020-07-31 09:00:00,0.4,10.83,21.0,9.71,3.88
2020-07-31 10:00:00,0.43,11.38,27.02,13.0,3.99
2020-07-31 11:00:00,0.43,13.13,32.72,12.44,4.15
2020-07-31 12:00:00,0.35,16.03,22.88,9.09,2.05
2020-07-31 13:00:00,0.42,17.02,61.48,32.66,2.33
2020-07-31 14:00:00,0.39,15.95,69.73,21.22,2.51
2020-07-31 15:00:00,0.28,16.95,63.59,23.97,5.17
2020-07-31 16:00:00,0.28,11.69,24.07,22.09,3.57
2020-07-31 17:00:00,0.31,10.63,19.85,22.43,9.35
2020-07-31 18:00:00,0.38,8.22,12.04,26.93,14.98
2020-07-31 19:00:00,0.47,10.88,20.37,26.66,16.75
2020-07-31 20:00:00,0.49,8.9,20.04,22.68,14.99
2020-07-31 21:00:00,0.41,9.02,20.46,19.57,11.41
2020-07-31 22:00:00,0.34,8.01,20.74,12.79,1.53
2020-07-31 23:00:00,0.3,7.35,16.86,12.85,0.74
2020-08-01 00:00:00,0.33,8.12,7.24,9.27,0.2
2020-08-01 01:00:00,0.36,9.38,5.61,22.31,3.61
2020-08-01 02:00:00,0.34,9.64,5.31,17.5,2.27
2020-08-01 03:00:00,0.21,8.7,6.78,9.26,1.71
2020-08-01 04:00:00,0.3,12.35,5.92,5.38,1.96
2020-08-01 05:00:00,0.33,11.69,5.64,3.37,2.03
2020-08-01 06:00:00,0.18,12.72,5.94,1.83,2.01
2020-08-01 07:00:00,0.26,14.47,10.35,7.06,1.94
2020-08-01 08:00:00,0.29,11.07,20.03,10.67,1.54
2020-08-01 09:00:00,0.25,10.56,27.16,8.33,1.55
2020-08-01 10:00:00,0.31,11.25,38.23,5.39,1.58
2020-08-01 11:00:00,0.29,12.89,41.2,22.64,1.58
2020-08-01 12:00:00,0.32,13.03,32.89,18.19,2.93
2020-08-01 13:00:00,0.35,14.48,39.25,11.53,1.44
2020-08-01 14:00:00,0.35,14.44,39.98,10.68,1.71
2020-08-01 15:00:00,0.37,14.69,40.82,12.59,3.33
2020-08-01 16:00:00,0.28,14.71,39.55,13.42,4.02
2020-08-01 17:00:00,0.34,17.89,22.5,10.5,0.46
2020-08-01 18:00:00,0.47,13.13,11.36,11.83,3.86
2020-08-01 19:00:00,0.48,11.71,1.33,14.5,2.41
2020-08-01 20:00:00,0.41,10.95,6.01,13.92,2.41
2020-08-01 21:00:00,0.6,10.87,10.57,10.08,1.04
2020-08-01 22:00:00,0.57,9.03,10.68,17.04,3.09
2020-08-01 23:00:00,0.46,10.47,9.88,13.46,0.66
2020-08-02 00:00:00,0.34,11.37,10.37,8.27,0.09
2020-08-02 01:00:00,0.3,10.47,10.61,4.97,1.35
2020-08-02 02:00:00,0.25,11.17,10.82,86.33,1.19
2020-08-02 03:00:00,0.28,10.75,11.18,89.37,1.25
2020-08-02 04:00:00,0.25,10.93,11.51,55.64,1.95
2020-08-02 05:00:00,0.25,9.89,11.05,37.01,2.33
2020-08-02 06:00:00,0.35,10.12,10.97,30.04,2.42
2020-08-02 07:00:00,0.33,9.61,15.11,25.74,2.39
2020-08-02 08:00:00,0.39,12.37,24.02,20.39,2.55
2020-08-02 09:00:00,0.48,11.32,32.76,12.78,2.92
2020-08-02 10:00:00,0.4,11.05,39.8,10.82,2.15
2020-08-02 11:00:00,0.35,9.98,52.44,7.51,2.2
2020-08-02 12:00:00,0.6,10.62,55.92,5.0,2.15
2020-08-02 13:00:00,0.7,13.35,93.2,3.8,2.27
2020-08-02 14:00:00,0.6,13.98,70.41,2.97,4.29
2020-08-02 15:00:00,0.24,11.41,71.33,2.29,6.5
2020-08-02 16:00:00,0.28,9.0,40.03,2.43,2.26
2020-08-02 17:00:00,0.21,11.98,26.47,1.69,4.13
2020-08-02 18:00:00,0.4,8.16,14.05,2.25,2.17
2020-08-02 19:00:00,0.31,9.18,9.49,2.55,2.62
2020-08-02 20:00:00,0.33,8.95,10.62,2.55,1.81
2020-08-02 21:00:00,0.22,9.09,10.95,2.55,4.27
2020-08-02 22:00:00,0.23,8.84,10.79,2.55,2.08
2020-08-02 23:00:00,0.25,10.63,10.63,54.07,1.75
2020-08-03 00:00:00,0.23,7.38,3.92,16.46,1.47
2020-08-03 01:00:00,0.2,8.24,0.95,2.56,2.18
2020-08-03 02:00:00,0.23,7.34,1.13,2.23,2.1
2020-08-03 03:00:00,0.21,8.33,1.0,1.35,2.15
2020-08-03 04:00:00,0.24,9.29,1.02,0.67,2.2
2020-08-03 05:00:00,0.28,11.92,1.04,0.34,2.08
2020-08-03 06:00:00,0.4,10.09,1.48,0.17,1.86
2020-08-03 07:00:00,0.41,11.33,4.49,7.84,1.74
2020-08-03 08:00:00,0.6,12.89,11.35,7.52,1.56
2020-08-03 09:00:00,0.31,14.09,28.39,5.88,2.08
2020-08-03 10:00:00,0.78,20.03,35.22,17.95,2.87
2020-08-03 11:00:00,0.73,21.79,43.47,14.54,2.3
2020-08-03 12:00:00,0.56,18.96,40.13,12.06,2.55
2020-08-03 13:00:00,0.53,16.52,38.67,52.28,12.84
2020-08-03 14:00:00,,,,,
2020-08-03 15:00:00,0.45,15.2,17.44,,0.15
2020-08-03 16:00:00,0.51,13.09,15.82,,2.07
2020-08-03 17:00:00,0.44,12.31,16.5,,2.58
2020-08-03 18:00:00,0.41,12.12,8.49,,8.44
2020-08-03 19:00:00,0.44,12.04,3.82,2.92,18.02
2020-08-03 20:00:00,0.23,12.1,1.96,13.89,9.47
2020-08-03 21:00:00,0.31,12.1,1.51,19.53,16.87
2020-08-03 22:00:00,0.23,20.53,1.27,20.32,26.79
2020-08-03 23:00:00,0.11,12.38,1.02,22.21,2.68
2020-08-04 00:00:00,0.24,16.29,0.79,12.31,3.5
2020-08-04 01:00:00,0.24,36.61,0.61,,1.81
2020-08-04 02:00:00,0.33,33.22,0.32,,2.03
2020-08-04 03:00:00,0.26,12.88,0.24,293.31,11.58
2020-08-04 04:00:00,0.25,11.32,0.49,195.58,20.67
2020-08-04 05:00:00,0.15,14.4,0.75,132.92,5.38
2020-08-04 06:00:00,0.39,18.87,0.7,78.63,9.17
2020-08-04 07:00:00,0.32,20.71,2.8,40.55,9.47
2020-08-04 08:00:00,0.33,19.05,10.07,21.36,2.05
2020-08-04 09:00:00,0.79,21.85,18.63,11.43,6.17
2020-08-04 10:00:00,0.98,25.21,28.48,18.05,12.89
2020-08-04 11:00:00,1.76,31.41,41.11,18.3,4.54
2020-08-04 12:00:00,1.75,15.78,44.32,12.61,3.58
2020-08-04 13:00:00,2.72,20.55,50.1,15.88,2.49
2020-08-04 14:00:00,2.74,20.63,23.71,10.61,4.17
2020-08-04 15:00:00,0.51,21.92,17.13,171.7,
2020-08-04 16:00:00,0.5,17.97,19.23,92.27,
2020-08-04 17:00:00,0.52,17.55,14.57,60.24,2.92
2020-08-04 18:00:00,0.77,20.21,6.89,39.4,2.2
2020-08-04 19:00:00,0.89,21.24,1.03,21.38,2.45
2020-08-04 20:00:00,1.03,24.12,8.86,11.54,2.87
2020-08-04 21:00:00,0.74,20.11,10.68,6.81,3.31
2020-08-04 22:00:00,0.6,17.86,10.8,7.12,2.89
2020-08-04 23:00:00,0.41,16.88,13.23,8.32,2.72
2020-08-05 00:00:00,0.24,12.94,12.27,10.52,1.18
2020-08-05 01:00:00,0.23,13.79,11.67,8.16,0.96
2020-08-05 02:00:00,0.2,11.7,11.7,4.85,1.38
2020-08-05 03:00:00,0.06,11.89,11.03,3.46,1.75
2020-08-05 04:00:00,0.11,12.98,11.68,2.76,1.48
2020-08-05 05:00:00,0.1,10.97,11.7,3.45,2.11
2020-08-05 06:00:00,0.37,11.59,11.53,3.43,1.91
2020-08-05 07:00:00,0.4,9.19,13.16,2.58,1.32
2020-08-05 08:00:00,0.45,11.84,20.15,9.93,2.15
2020-08-05 09:00:00,0.67,11.75,12.54,11.7,1.98
2020-08-05 10:00:00,0.79,15.03,20.95,18.57,1.62
2020-08-05 11:00:00,0.96,14.0,33.09,22.93,1.08
2020-08-05 12:00:00,0.89,15.05,34.07,15.65,5.34
2020-08-05 13:00:00,0.87,12.55,42.09,4.76,9.97
2020-08-05 14:00:00,0.9,14.66,31.56,2.98,1.94
2020-08-05 15:00:00,0.64,13.24,29.33,1.64,2.43
2020-08-05 16:00:00,0.67,12.88,7.09,4.08,2.27
2020-08-05 17:00:00,0.66,14.17,13.63,9.87,2.33
2020-08-05 18:00:00,0.45,11.84,6.22,7.87,2.5
2020-08-05 19:00:00,0.68,13.72,10.11,61.34,2.25
2020-08-05 20:00:00,0.82,16.64,10.27,33.26,1.84
2020-08-05 21:00:00,0.37,18.26,10.74,31.04,1.57
2020-08-05 22:00:00,0.39,13.85,10.66,19.17,1.04
2020-08-05 23:00:00,0.3,10.58,9.09,,2.02
2020-08-06 00:00:00,0.3,10.2,5.71,12.76,0.76
2020-08-06 01:00:00,0.25,8.59,5.63,19.23,0.05
2020-08-06 02:00:00,0.24,8.64,5.5,20.64,4.29
2020-08-06 03:00:00,0.59,9.27,5.74,20.04,5.33
2020-08-06 04:00:00,0.5,9.31,5.89,19.87,6.01
2020-08-06 05:00:00,0.49,8.87,5.82,20.43,4.59
2020-08-06 06:00:00,0.55,9.32,5.85,20.21,5.92
2020-08-06 07:00:00,0.54,8.16,9.95,19.91,6.87
2020-08-06 08:00:00,0.65,8.39,18.02,26.62,4.46
2020-08-06 09:00:00,0.18,8.5,36.24,30.53,4.44
2020-08-06 10:00:00,0.17,10.16,46.82,33.94,5.17
2020-08-06 11:00:00,0.16,11.82,33.84,33.63,4.35
2020-08-06 12:00:00,0.31,9.82,29.16,25.12,3.35
2020-08-06 13:00:00,0.34,16.36,71.54,18.07,9.4
2020-08-06 14:00:00,0.22,18.04,28.4,17.16,1.83
2020-08-06 15:00:00,,,,,
2020-08-06 16:00:00,,,,,
2020-08-06 17:00:00,,,,,
2020-08-06 18:00:00,,,,,
2020-08-06 19:00:00,,,,,
2020-08-06 20:00:00,,,,,
2020-08-06 21:00:00,,,,,
2020-08-06 22:00:00,,,,,
2020-08-06 23:00:00,,,,,
2020-08-07 00:00:00,,,,,
2020-08-07 01:00:00,,,,,
2020-08-07 02:00:00,,,,,
2020-08-07 03:00:00,,,,,
2020-08-07 04:00:00,,,,,
2020-08-07 05:00:00,,,,,
2020-08-07 06:00:00,,,,,
2020-08-07 07:00:00,,,,,
2020-08-07 08:00:00,,,,,
2020-08-07 09:00:00,,,,,
2020-08-07 10:00:00,,,,,
2020-08-07 11:00:00,,,,,
2020-08-07 12:00:00,,,,,
2020-08-07 13:00:00,0.51,18.83,106.73,9.0,8.7
2020-08-07 14:00:00,,,,,
2020-08-07 15:00:00,0.3,12.65,12.82,1.92,11.72
2020-08-07 16:00:00,0.22,10.62,29.23,20.87,11.7
2020-08-07 17:00:00,0.21,10.32,21.37,36.37,2.08
2020-08-07 18:00:00,0.4,9.6,6.31,14.79,1.95
2020-08-07 19:00:00,0.53,13.07,0.87,9.93,2.61
2020-08-07 20:00:00,0.75,13.2,0.2,12.07,3.0
2020-08-07 21:00:00,0.4,12.32,0.35,13.13,0.45
2020-08-07 22:00:00,0.36,10.31,0.23,8.54,0.3
2020-08-07 23:00:00,0.31,7.73,0.56,5.38,1.56
2020-08-08 00:00:00,0.7,11.0,0.87,3.82,1.71
2020-08-08 01:00:00,0.78,11.68,0.42,77.15,1.53
2020-08-08 02:00:00,0.86,13.66,0.53,186.03,0.97
2020-08-08 03:00:00,0.31,10.47,0.51,451.09,0.3
2020-08-08 04:00:00,0.29,10.2,0.8,,0.25
2020-08-08 05:00:00,0.29,10.71,0.81,,3.18
2020-08-08 06:00:00,0.28,11.8,0.68,813.83,0.4
2020-08-08 07:00:00,0.35,11.7,5.1,,0.36
2020-08-08 08:00:00,0.34,10.65,13.34,,1.62
2020-08-08 09:00:00,0.26,9.64,27.67,,2.15
2020-08-08 10:00:00,0.34,10.76,34.83,,4.1
2020-08-08 11:00:00,0.41,10.16,42.22,,4.58
2020-08-08 12:00:00,0.27,8.74,40.88,,8.52
2020-08-08 13:00:00,0.21,10.3,101.42,,8.74
2020-08-08 14:00:00,0.2,8.99,89.13,34.69,4.52
2020-08-08 15:00:00,0.57,11.42,9.43,29.11,3.43
2020-08-08 16:00:00,0.53,10.04,2.58,6.17,7.69
2020-08-08 17:00:00,1.05,16.57,14.16,26.97,5.37
2020-08-08 18:00:00,1.31,35.19,6.98,28.29,7.04
2020-08-08 19:00:00,0.88,16.66,1.27,27.98,5.96
2020-08-08 20:00:00,0.96,12.14,0.14,27.78,4.18
