Datetime,CO (mg/m3),NH3 (ug/m3),NOx (ppb),Ozone (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3)
2020-04-16 00:00:00,1.35,30.55,64.83,11.75,231.5,102.75,
2020-04-16 01:00:00,0.77,27.62,62.42,9.45,211.5,99.25,
2020-04-16 02:00:00,0.4,32.95,45.88,65.95,154.5,65.5,
2020-04-16 03:00:00,0.25,36.15,24.05,34.42,152.5,68.5,
2020-04-16 04:00:00,0.12,33.58,21.38,93.83,164.25,69.25,
2020-04-16 05:00:00,0.12,27.48,15.18,44.4,168.5,85.0,
2020-04-16 06:00:00,0.2,28.85,15.3,86.5,149.5,61.75,
2020-04-16 07:00:00,0.57,31.77,18.85,61.8,187.0,79.0,
2020-04-16 08:00:00,0.78,31.73,24.77,159.7,238.0,93.0,
2020-04-16 09:00:00,0.83,35.85,22.18,87.75,240.75,86.5,
2020-04-16 10:00:00,0.72,42.73,17.83,96.7,276.0,103.0,
2020-04-16 11:00:00,0.57,48.4,14.35,,,,
2020-04-16 12:00:00,0.55,40.03,11.47,6.3,,103.0,
2020-04-16 13:00:00,0.38,28.95,7.78,89.4,155.0,50.0,
2020-04-16 14:00:00,0.18,23.0,4.15,84.72,123.0,35.0,
2020-04-16 15:00:00,0.4,20.62,3.52,79.88,95.75,19.25,
2020-04-16 16:00:00,0.38,24.88,4.35,84.5,110.0,17.0,
2020-04-16 17:00:00,0.28,29.7,4.6,,,,
2020-04-16 18:00:00,0.23,,,,,,
2020-04-16 19:00:00,0.38,,,,,,
2020-04-16 20:00:00,0.9,18.25,28.88,,,17.0,
2020-04-16 21:00:00,0.93,16.9,32.15,9.35,167.0,48.0,
2020-04-16 22:00:00,0.72,17.32,28.93,21.35,156.0,44.75,
2020-04-16 23:00:00,0.57,17.15,26.47,28.28,123.0,35.0,
2020-04-17 00:00:00,0.3,16.77,12.5,54.17,113.75,30.75,
2020-04-17 01:00:00,0.35,21.6,10.32,60.4,86.0,,
2020-04-17 02:00:00,0.38,22.18,8.78,,,,
2020-04-17 03:00:00,0.4,22.35,10.05,23.1,75.0,39.0,
2020-04-17 04:00:00,0.38,19.12,9.65,52.4,72.0,26.5,
2020-04-17 05:00:00,0.4,19.67,7.25,58.83,76.0,17.5,
2020-04-17 06:00:00,0.4,19.58,5.78,62.47,93.5,26.0,
2020-04-17 07:00:00,0.45,19.58,6.95,59.33,82.5,20.5,
2020-04-17 08:00:00,0.5,20.43,10.57,55.35,87.5,20.0,
2020-04-17 09:00:00,0.5,21.83,9.65,62.08,91.75,18.0,
2020-04-17 10:00:00,0.5,22.62,8.88,64.2,82.5,19.5,
2020-04-17 11:00:00,0.5,26.18,9.03,69.65,75.0,24.0,
2020-04-17 12:00:00,0.47,25.3,6.9,70.08,73.0,24.0,
2020-04-17 13:00:00,0.32,21.23,6.85,83.43,66.25,13.0,
2020-04-17 14:00:00,0.3,20.48,4.07,89.17,45.5,13.0,
2020-04-17 15:00:00,0.32,20.18,4.72,100.08,43.5,13.25,
2020-04-17 16:00:00,0.3,23.88,5.08,109.7,42.0,33.5,
2020-04-17 17:00:00,0.35,33.02,5.88,,46.0,1.0,
2020-04-17 18:00:00,0.38,37.65,10.25,,46.0,1.0,
2020-04-17 19:00:00,0.47,29.45,11.55,,,,
2020-04-17 20:00:00,0.42,21.52,12.03,29.7,68.0,14.0,
2020-04-17 21:00:00,0.45,20.93,13.93,48.52,65.25,23.0,
2020-04-17 22:00:00,0.5,21.62,13.92,53.15,58.0,20.25,0.7
2020-04-17 23:00:00,0.5,21.3,10.77,60.82,61.75,14.0,9.62
2020-04-18 00:00:00,0.47,21.73,8.32,64.33,62.75,18.5,11.88
2020-04-18 01:00:00,0.53,24.08,10.55,55.5,61.5,16.75,12.48
2020-04-18 02:00:00,0.53,29.27,11.45,49.25,74.5,24.75,
2020-04-18 03:00:00,0.5,31.3,8.45,52.2,91.0,24.75,
2020-04-18 04:00:00,0.4,26.55,7.3,54.02,85.75,26.25,8.95
2020-04-18 05:00:00,0.35,24.0,6.7,51.8,64.5,21.5,12.1
2020-04-18 06:00:00,0.4,23.8,6.93,48.83,57.0,15.0,13.05
2020-04-18 07:00:00,0.4,23.65,7.27,47.4,75.75,17.5,13.1
2020-04-18 08:00:00,0.38,23.95,12.47,42.12,47.0,12.5,14.98
2020-04-18 09:00:00,0.4,24.68,13.0,49.2,40.25,5.0,13.8
2020-04-18 10:00:00,0.4,26.45,9.68,65.12,58.75,14.75,12.48
2020-04-18 11:00:00,0.4,29.5,8.0,81.15,67.0,17.0,12.55
2020-04-18 12:00:00,0.4,26.88,8.47,71.0,66.0,17.0,
2020-04-18 13:00:00,0.4,22.3,6.23,89.55,66.25,16.0,
2020-04-18 14:00:00,0.3,21.55,5.03,94.18,71.25,16.25,
2020-04-18 15:00:00,0.3,21.23,4.55,97.18,88.25,19.0,
2020-04-18 16:00:00,0.28,25.3,4.78,101.65,101.0,25.0,
2020-04-18 17:00:00,0.3,30.2,5.97,,,,
2020-04-18 18:00:00,0.38,,,,,,
2020-04-18 19:00:00,0.32,25.6,4.55,,,,
2020-04-18 20:00:00,0.4,19.68,10.43,28.3,51.0,25.0,
2020-04-18 21:00:00,0.47,19.22,21.38,35.72,52.75,24.0,
2020-04-18 22:00:00,0.5,22.42,14.9,48.15,64.25,25.25,
2020-04-18 23:00:00,0.47,21.65,8.43,50.22,78.0,27.25,
2020-04-19 00:00:00,0.5,21.8,13.18,40.55,60.25,19.5,
2020-04-19 01:00:00,0.35,21.97,10.4,46.33,49.0,12.25,
2020-04-19 02:00:00,0.3,24.93,8.32,41.65,37.5,12.0,
2020-04-19 03:00:00,0.5,25.6,10.3,39.02,33.75,10.25,
2020-04-19 04:00:00,0.4,21.65,8.5,37.95,48.0,17.5,
2020-04-19 05:00:00,0.45,23.45,8.95,24.48,52.75,25.25,
2020-04-19 06:00:00,0.47,23.95,10.05,32.97,40.25,16.75,
2020-04-19 07:00:00,0.5,23.48,13.55,98.8,41.0,16.0,
2020-04-19 08:00:00,0.6,24.43,18.32,57.2,32.75,12.5,
2020-04-19 09:00:00,0.53,24.18,19.57,38.65,44.0,11.0,
2020-04-19 10:00:00,0.7,43.6,11.25,114.5,58.0,23.0,
2020-04-19 11:00:00,,,,,,,
2020-04-19 12:00:00,,,,,,,
2020-04-19 13:00:00,,,,,,,
2020-04-19 14:00:00,,,,,,,
2020-04-19 15:00:00,,,,,,,
2020-04-19 16:00:00,,,,,,,
2020-04-19 17:00:00,,,,,,,
2020-04-19 18:00:00,,,,,,,
2020-04-19 19:00:00,0.3,25.5,7.9,,,,
2020-04-19 20:00:00,1.27,26.3,27.2,0.4,,16.0,
2020-04-19 21:00:00,2.55,34.55,64.83,5.25,,,
2020-04-19 22:00:00,2.15,30.28,51.8,8.62,282.0,147.0,
2020-04-19 23:00:00,1.05,28.8,43.65,8.15,199.0,103.0,
2020-04-20 00:00:00,0.85,29.1,39.17,10.45,160.0,75.0,
2020-04-20 01:00:00,0.78,28.4,38.65,9.82,140.0,61.0,
2020-04-20 02:00:00,0.7,33.85,38.75,12.9,118.0,55.0,
2020-04-20 03:00:00,0.85,35.9,43.05,12.38,106.0,50.0,
2020-04-20 04:00:00,0.78,32.38,39.42,8.22,105.0,51.0,
2020-04-20 05:00:00,0.65,33.12,35.2,8.68,102.0,57.0,
2020-04-20 06:00:00,1.15,38.58,34.9,11.95,97.0,53.0,
2020-04-20 07:00:00,1.07,41.85,35.25,11.07,195.0,113.0,
2020-04-20 08:00:00,0.7,39.98,26.35,14.72,205.0,112.0,
2020-04-20 09:00:00,0.28,39.4,19.52,26.43,183.0,91.0,
2020-04-20 10:00:00,0.0,32.42,9.4,40.35,155.0,58.0,
2020-04-20 11:00:00,0.4,30.93,6.62,49.58,125.0,20.0,
2020-04-20 12:00:00,0.32,31.58,7.42,53.62,91.0,,
2020-04-20 13:00:00,0.4,32.15,4.3,70.18,105.0,39.0,
2020-04-20 14:00:00,0.43,30.7,3.9,72.4,84.0,27.0,
2020-04-20 15:00:00,0.28,29.4,3.58,73.97,29.0,12.0,9.65
2020-04-20 16:00:00,0.2,29.0,3.62,,18.0,7.0,11.15
2020-04-20 17:00:00,0.3,28.0,3.88,,19.0,3.0,11.0
2020-04-20 18:00:00,0.35,27.75,4.73,137.45,13.0,,11.53
2020-04-20 19:00:00,0.42,26.62,12.78,114.35,27.0,1.0,
2020-04-20 20:00:00,0.72,27.35,28.9,53.53,30.0,5.0,
2020-04-20 21:00:00,0.95,26.38,32.75,97.8,108.0,38.0,
2020-04-20 22:00:00,0.93,28.25,23.38,142.75,100.0,48.0,
2020-04-20 23:00:00,0.28,25.25,7.65,79.97,82.0,28.0,
2020-04-21 00:00:00,0.32,26.1,8.2,124.05,42.0,13.5,
2020-04-21 01:00:00,0.4,26.7,9.38,105.75,53.0,27.0,
2020-04-21 02:00:00,0.4,29.2,9.0,64.1,60.5,38.25,
2020-04-21 03:00:00,0.4,30.1,10.45,105.8,67.0,27.0,
2020-04-21 04:00:00,0.43,27.28,11.55,76.15,62.5,28.5,
2020-04-21 05:00:00,0.45,26.5,13.07,,57.75,32.0,
2020-04-21 06:00:00,0.47,25.98,15.58,96.9,59.25,30.25,
2020-04-21 07:00:00,0.57,25.73,19.07,,70.75,34.0,
2020-04-21 08:00:00,0.57,26.07,15.55,,83.0,28.5,
2020-04-21 09:00:00,0.53,25.27,14.53,152.4,76.5,22.75,
2020-04-21 10:00:00,0.5,26.38,14.15,33.0,64.75,23.5,
2020-04-21 11:00:00,0.38,27.62,9.0,89.05,67.0,25.25,
2020-04-21 12:00:00,0.4,28.25,7.0,76.9,60.25,21.25,
2020-04-21 13:00:00,0.4,28.58,5.8,9.4,80.5,36.5,
2020-04-21 14:00:00,0.35,27.85,4.73,84.65,88.5,36.0,
2020-04-21 15:00:00,0.3,24.1,4.0,91.15,66.5,23.25,
2020-04-21 16:00:00,0.3,26.43,4.72,,50.0,12.0,
2020-04-21 17:00:00,0.3,26.77,4.33,,,,
2020-04-21 18:00:00,0.3,27.0,6.42,,,,
2020-04-21 19:00:00,0.25,24.98,7.05,,,12.0,
2020-04-21 20:00:00,0.35,19.85,12.6,35.3,74.0,12.0,
2020-04-21 21:00:00,0.55,20.0,16.9,49.17,74.0,,
2020-04-21 22:00:00,1.05,23.52,27.32,25.98,88.5,38.0,
2020-04-21 23:00:00,0.75,23.43,24.4,28.9,123.0,57.5,
2020-04-22 00:00:00,0.6,24.4,19.38,36.12,102.75,41.5,
2020-04-22 01:00:00,0.9,36.62,18.6,19.45,96.0,46.75,
2020-04-22 02:00:00,0.53,29.68,18.5,19.3,,76.75,
2020-04-22 03:00:00,0.6,25.3,18.4,16.02,,49.5,
2020-04-22 04:00:00,0.73,28.25,19.45,8.8,,51.0,
2020-04-22 05:00:00,0.67,23.15,20.27,11.97,,71.25,
2020-04-22 06:00:00,0.6,21.6,22.4,9.98,,48.5,
2020-04-22 07:00:00,0.68,22.68,30.3,11.4,,49.25,
2020-04-22 08:00:00,0.75,35.23,24.88,27.43,,86.0,
2020-04-22 09:00:00,0.67,32.5,15.82,64.95,,112.75,
2020-04-22 10:00:00,0.55,26.6,10.25,96.4,,79.25,
2020-04-22 11:00:00,0.35,26.82,7.42,106.75,,56.25,
2020-04-22 12:00:00,0.25,27.0,4.75,101.45,,43.5,
2020-04-22 13:00:00,0.38,27.18,4.68,117.22,,49.75,
2020-04-22 14:00:00,0.47,25.17,4.67,62.03,,25.25,
2020-04-22 15:00:00,0.3,22.23,4.55,87.05,,15.0,
2020-04-22 16:00:00,0.25,24.43,4.85,82.75,,9.0,
2020-04-22 17:00:00,0.23,27.42,5.38,,,,
2020-04-22 18:00:00,0.25,26.65,4.7,,,,
2020-04-22 19:00:00,0.5,13.18,12.5,75.03,,9.0,12.65
2020-04-22 20:00:00,1.33,19.82,31.88,46.67,143.0,56.0,16.15
2020-04-22 21:00:00,1.23,19.12,43.35,23.62,143.0,56.75,15.97
2020-04-22 22:00:00,1.82,21.67,55.05,16.65,179.0,65.5,21.9
2020-04-22 23:00:00,1.55,25.75,50.97,15.4,174.75,82.5,26.68
2020-04-23 00:00:00,1.23,26.73,45.75,14.22,162.0,72.75,31.7
2020-04-23 01:00:00,1.12,28.68,42.62,17.35,,74.75,16.65
2020-04-23 02:00:00,0.6,29.73,31.22,27.95,,93.25,13.65
2020-04-23 03:00:00,0.4,26.0,17.6,30.02,,61.5,8.25
2020-04-23 04:00:00,0.35,25.02,14.37,41.95,,41.0,8.68
2020-04-23 05:00:00,0.38,24.35,10.1,47.2,,56.5,17.95
2020-04-23 06:00:00,0.32,23.38,10.25,45.98,,54.0,16.85
2020-04-23 07:00:00,0.5,22.8,20.17,34.88,,43.5,17.68
2020-04-23 08:00:00,0.6,25.62,20.45,43.58,,49.75,18.43
2020-04-23 09:00:00,0.67,28.5,10.98,71.95,,60.0,19.23
2020-04-23 10:00:00,0.38,31.2,7.8,80.8,,75.0,23.0
2020-04-23 11:00:00,0.23,31.35,3.88,14.35,,75.0,
2020-04-23 12:00:00,0.2,23.92,3.38,76.67,,17.0,
2020-04-23 13:00:00,0.3,22.72,4.4,85.15,,17.0,
2020-04-23 14:00:00,0.35,23.62,6.5,90.1,,18.75,
2020-04-23 15:00:00,0.3,23.98,6.1,82.08,,24.0,
2020-04-23 16:00:00,0.3,27.43,5.67,,,,
2020-04-23 17:00:00,0.28,29.45,7.08,,,,
2020-04-23 18:00:00,0.3,28.75,8.5,,,,
2020-04-23 19:00:00,0.35,22.25,11.32,22.25,,24.0,
2020-04-23 20:00:00,0.85,22.77,20.6,26.35,,61.0,
2020-04-23 21:00:00,1.42,28.15,30.4,24.55,,77.0,
2020-04-23 22:00:00,1.4,27.35,30.67,21.95,,116.5,
2020-04-23 23:00:00,0.62,23.65,24.2,20.15,,82.25,
2020-04-24 00:00:00,0.6,23.97,24.22,18.25,,52.5,
2020-04-24 01:00:00,0.55,24.38,18.8,21.25,,42.0,
2020-04-24 02:00:00,0.62,27.8,20.4,19.15,,43.0,
2020-04-24 03:00:00,0.7,26.75,18.35,14.92,,52.5,
2020-04-24 04:00:00,0.67,25.73,19.35,16.5,,67.25,
2020-04-24 05:00:00,0.6,26.07,18.93,18.8,,54.0,
2020-04-24 06:00:00,0.7,29.28,17.92,20.6,,63.75,12.4
2020-04-24 07:00:00,0.72,28.07,23.42,21.75,,82.75,14.3
2020-04-24 08:00:00,0.55,26.05,17.23,33.15,,72.0,14.75
2020-04-24 09:00:00,0.53,24.55,10.45,59.92,,50.0,17.93
2020-04-24 10:00:00,0.45,24.65,8.23,75.6,,50.0,17.98
2020-04-24 11:00:00,0.43,33.08,6.15,128.4,,57.25,19.25
2020-04-24 12:00:00,0.32,27.83,4.22,138.2,,45.25,11.22
2020-04-24 13:00:00,0.3,24.97,3.9,47.3,,23.25,14.4
2020-04-24 14:00:00,0.32,25.08,3.97,61.4,,17.75,15.18
2020-04-24 15:00:00,0.35,28.25,5.3,176.1,,17.0,17.1
2020-04-24 16:00:00,0.38,38.08,5.78,,,,
2020-04-24 17:00:00,0.3,41.58,8.03,,,,
2020-04-24 18:00:00,0.28,40.47,8.55,,,,
2020-04-24 19:00:00,0.3,31.65,8.93,5.35,,17.0,
2020-04-24 20:00:00,1.08,23.45,25.65,19.95,,50.0,9.35
2020-04-24 21:00:00,2.02,29.05,54.45,18.68,,64.5,17.4
2020-04-24 22:00:00,1.88,30.45,54.0,21.6,,103.5,24.4
2020-04-24 23:00:00,0.23,25.23,17.75,66.88,,90.0,30.18
2020-04-25 00:00:00,0.0,30.3,12.3,,,,
2020-04-25 01:00:00,0.05,26.25,6.57,3.2,,45.0,
2020-04-25 02:00:00,0.23,25.95,10.72,15.8,,,97.5
2020-04-25 03:00:00,0.3,22.65,6.15,37.45,,22.0,100.15
2020-04-25 04:00:00,0.3,20.77,6.7,54.38,,19.0,98.5
2020-04-25 05:00:00,0.4,20.4,11.07,41.43,,12.0,18.88
2020-04-25 06:00:00,0.35,20.55,7.62,55.73,,17.0,11.65
2020-04-25 07:00:00,0.32,19.17,5.38,70.0,,13.0,12.15
2020-04-25 08:00:00,0.38,19.85,6.42,63.62,,7.0,11.48
2020-04-25 09:00:00,0.47,20.1,7.32,66.78,,6.0,14.52
2020-04-25 10:00:00,0.4,20.98,6.33,75.03,,,14.23
2020-04-25 11:00:00,0.4,22.1,3.72,77.12,,16.0,13.6
2020-04-25 12:00:00,0.35,29.52,3.08,79.95,,18.0,11.43
2020-04-25 13:00:00,0.4,21.62,4.3,105.15,44.0,9.5,9.35
2020-04-25 14:00:00,0.3,19.77,6.05,,44.0,,
2020-04-25 15:00:00,0.28,17.55,2.42,77.12,44.0,14.0,8.8
2020-04-25 16:00:00,0.6,18.38,4.03,104.95,45.0,,13.97
2020-04-25 17:00:00,0.4,19.15,5.05,109.6,50.5,23.0,15.02
2020-04-25 18:00:00,0.5,18.82,6.03,109.62,67.0,23.0,16.57
2020-04-25 19:00:00,0.53,17.65,9.4,99.8,75.5,31.0,17.25
2020-04-25 20:00:00,1.05,23.0,25.33,54.7,111.75,56.75,19.12
2020-04-25 21:00:00,1.8,30.58,38.1,29.23,169.25,77.75,12.35
2020-04-25 22:00:00,1.78,32.12,39.98,24.48,243.25,124.25,15.33
2020-04-25 23:00:00,0.2,25.23,19.8,47.2,207.5,99.25,19.35
2020-04-26 00:00:00,0.47,25.38,19.68,31.23,120.5,34.25,13.77
2020-04-26 01:00:00,0.55,24.95,19.2,32.33,128.75,49.75,14.1
2020-04-26 02:00:00,0.25,23.75,10.57,60.5,111.25,60.5,14.7
2020-04-26 03:00:00,0.4,20.3,11.05,57.2,112.75,46.75,19.55
2020-04-26 04:00:00,0.4,21.6,9.07,63.65,135.0,63.5,16.43
2020-04-26 05:00:00,0.47,26.07,8.55,66.75,145.75,64.0,14.25
2020-04-26 06:00:00,0.6,29.58,8.75,188.4,161.5,70.5,14.5
2020-04-26 07:00:00,0.53,30.82,11.15,69.22,162.25,68.5,13.7
2020-04-26 08:00:00,0.6,28.27,13.23,90.1,136.0,51.0,9.62
2020-04-26 09:00:00,0.57,25.43,10.9,129.85,107.0,31.5,9.38
2020-04-26 10:00:00,0.25,19.95,5.82,116.4,101.0,28.75,9.15
2020-04-26 11:00:00,0.45,18.75,7.72,50.05,37.25,19.5,8.03
2020-04-26 12:00:00,0.45,21.05,7.53,12.9,49.75,33.0,10.52
2020-04-26 13:00:00,0.45,24.38,8.85,68.48,118.5,42.75,8.3
2020-04-26 14:00:00,0.4,30.68,7.38,95.5,219.0,37.75,5.5
2020-04-26 15:00:00,0.3,35.07,8.62,75.08,47.75,16.0,5.12
2020-04-26 16:00:00,0.3,31.0,7.1,110.4,14.0,,3.9
2020-04-26 17:00:00,0.3,26.6,6.38,113.75,13.5,,10.12
2020-04-26 18:00:00,0.3,24.1,6.7,2.1,26.0,,13.32
2020-04-26 19:00:00,0.38,25.52,5.78,17.35,26.0,22.0,14.4
2020-04-26 20:00:00,0.45,30.43,5.78,,41.0,25.25,16.98
2020-04-26 21:00:00,0.4,34.7,7.12,,46.25,30.75,10.12
2020-04-26 22:00:00,0.47,36.05,10.7,35.1,35.75,17.0,6.85
2020-04-26 23:00:00,0.28,36.83,8.38,109.2,38.0,14.0,7.58
2020-04-27 00:00:00,0.35,31.98,6.88,30.27,24.0,,4.75
2020-04-27 01:00:00,0.4,27.88,6.95,79.88,24.0,,10.25
2020-04-27 02:00:00,0.4,28.52,5.85,,31.0,13.0,12.5
2020-04-27 03:00:00,0.55,26.2,8.65,74.95,33.25,15.25,16.65
2020-04-27 04:00:00,0.57,28.23,8.4,52.3,40.0,22.0,16.23
2020-04-27 05:00:00,0.4,31.38,9.43,51.78,57.0,29.0,15.45
2020-04-27 06:00:00,0.4,32.0,7.48,43.93,52.75,26.0,13.7
2020-04-27 07:00:00,0.3,32.95,6.42,22.65,31.75,17.0,13.5
2020-04-27 08:00:00,0.3,28.8,6.65,50.25,11.25,5.0,9.12
2020-04-27 09:00:00,0.4,26.05,8.15,88.97,25.75,7.75,12.85
2020-04-27 10:00:00,0.4,24.27,7.15,75.4,32.25,16.25,12.62
2020-04-27 11:00:00,0.45,24.05,7.08,70.15,37.5,19.0,13.88
2020-04-27 12:00:00,0.45,26.52,6.6,125.05,44.25,28.5,16.93
2020-04-27 13:00:00,0.3,29.4,5.55,118.3,51.25,32.5,13.45
2020-04-27 14:00:00,0.32,33.0,4.8,128.22,47.5,13.0,9.72
2020-04-27 15:00:00,0.3,35.83,5.57,61.9,31.75,11.25,9.93
2020-04-27 16:00:00,0.32,32.23,5.6,110.33,21.75,6.0,8.1
2020-04-27 17:00:00,0.4,28.27,5.58,111.8,18.5,7.0,10.82
2020-04-27 18:00:00,0.4,26.23,6.2,56.3,34.75,7.5,11.6
2020-04-27 19:00:00,0.53,24.8,7.55,86.95,33.0,15.25,12.5
2020-04-27 20:00:00,0.6,29.35,8.15,187.2,79.5,42.0,13.2
2020-04-27 21:00:00,0.5,31.6,8.45,95.25,93.5,43.75,12.47
2020-04-27 22:00:00,0.47,32.85,7.08,52.9,65.0,24.25,10.72
2020-04-27 23:00:00,0.3,33.5,5.2,107.2,43.75,17.25,10.3
2020-04-28 00:00:00,0.4,30.03,6.47,116.45,18.5,4.0,9.6
2020-04-28 01:00:00,0.5,27.77,6.8,127.75,52.75,15.25,11.53
2020-04-28 02:00:00,0.4,28.38,6.38,60.1,51.5,34.5,11.0
2020-04-28 03:00:00,0.5,23.7,4.85,71.3,48.0,15.0,17.95
2020-04-28 04:00:00,0.47,25.6,5.8,77.55,41.5,14.0,15.2
2020-04-28 05:00:00,0.45,30.75,9.68,76.5,45.75,36.25,14.75
2020-04-28 06:00:00,0.45,32.52,7.3,115.1,61.25,29.25,15.68
2020-04-28 07:00:00,0.32,34.38,8.6,153.2,48.0,24.0,17.6
2020-04-28 08:00:00,0.5,31.05,11.75,71.1,30.0,11.0,14.03
2020-04-28 09:00:00,0.5,27.62,9.03,,48.0,12.75,10.2
2020-04-28 10:00:00,0.5,24.78,8.3,44.9,50.5,18.0,8.45
2020-04-28 11:00:00,0.5,25.2,7.32,97.05,61.0,22.25,9.93
2020-04-28 12:00:00,0.57,28.52,6.12,46.17,75.5,38.75,11.65
2020-04-28 13:00:00,0.4,29.92,5.4,45.25,86.5,44.75,10.4
2020-04-28 14:00:00,0.43,31.95,4.9,85.75,68.0,28.5,9.3
2020-04-28 15:00:00,0.35,35.08,5.12,52.4,61.75,22.25,8.57
2020-04-28 16:00:00,0.4,31.83,5.18,80.1,54.75,6.75,5.6
2020-04-28 17:00:00,0.5,28.68,5.32,43.05,38.5,6.5,10.75
2020-04-28 18:00:00,0.5,26.75,6.8,,48.5,18.5,10.9
2020-04-28 19:00:00,0.67,25.05,11.15,,64.0,28.75,13.42
2020-04-28 20:00:00,1.1,29.25,21.55,98.4,99.25,49.75,14.85
2020-04-28 21:00:00,1.88,39.72,45.08,37.97,162.5,80.5,16.38
2020-04-28 22:00:00,1.02,34.78,35.95,46.4,220.75,121.5,18.95
2020-04-28 23:00:00,0.55,36.45,25.38,,124.5,65.5,20.43
2020-04-29 00:00:00,1.2,35.97,27.8,,119.0,60.5,17.45
2020-04-29 01:00:00,0.72,33.55,24.12,135.8,143.75,79.25,12.38
2020-04-29 02:00:00,0.53,34.23,20.55,41.9,116.0,78.5,11.48
2020-04-29 03:00:00,0.4,29.35,17.9,,106.5,57.5,18.85
2020-04-29 04:00:00,0.28,29.43,11.68,102.9,107.25,63.0,14.85
2020-04-29 05:00:00,0.3,32.25,11.07,98.6,109.0,62.25,10.4
2020-04-29 06:00:00,0.35,36.92,12.17,,92.0,51.0,8.05
2020-04-29 07:00:00,0.35,40.08,12.1,,77.25,46.0,7.38
2020-04-29 08:00:00,0.5,36.05,10.43,,56.75,30.0,4.85
2020-04-29 09:00:00,0.48,30.88,7.42,,72.0,22.0,10.3
2020-04-29 10:00:00,0.43,28.4,5.6,,67.5,13.75,9.55
2020-04-29 11:00:00,0.53,30.05,6.8,,77.0,38.75,10.32
2020-04-29 12:00:00,0.45,31.88,5.08,,94.75,53.5,13.78
2020-04-29 13:00:00,0.4,32.25,4.1,,91.25,48.5,15.18
2020-04-29 14:00:00,0.35,36.9,4.45,,57.5,26.5,16.33
2020-04-29 15:00:00,0.32,42.4,4.53,44.1,59.0,18.25,15.82
2020-04-29 16:00:00,0.47,39.47,4.3,,52.0,15.0,13.18
2020-04-29 17:00:00,0.5,34.95,4.92,,56.0,12.0,16.23
2020-04-29 18:00:00,0.53,31.0,8.55,146.3,51.25,15.75,15.9
2020-04-29 19:00:00,0.8,30.0,17.57,,67.5,36.25,17.25
2020-04-29 20:00:00,1.5,38.15,28.6,,119.0,68.0,19.43
2020-04-29 21:00:00,1.55,38.7,39.33,,162.75,82.75,15.25
2020-04-29 22:00:00,0.62,38.02,15.25,,152.25,79.5,18.08
2020-04-29 23:00:00,0.23,37.5,7.8,,100.25,40.0,16.35
2020-04-30 00:00:00,0.3,33.03,8.1,,79.5,20.5,11.12
2020-04-30 01:00:00,0.45,31.0,6.95,,72.25,21.75,15.0
2020-04-30 02:00:00,0.45,33.6,5.95,,69.75,37.5,14.43
2020-04-30 03:00:00,0.6,31.95,6.9,,75.25,37.75,20.65
2020-04-30 04:00:00,0.5,32.2,5.97,,94.5,51.75,18.42
2020-04-30 05:00:00,0.47,33.17,6.95,,89.0,48.5,12.1
2020-04-30 06:00:00,0.5,34.52,8.03,,67.75,39.75,11.43
2020-04-30 07:00:00,0.45,37.15,8.83,,62.5,30.0,12.28
2020-04-30 08:00:00,0.55,33.77,11.3,,59.0,23.0,10.38
2020-04-30 09:00:00,0.6,32.12,8.52,,69.5,23.25,10.12
2020-04-30 10:00:00,0.67,31.25,9.45,,94.0,36.0,8.7
2020-04-30 11:00:00,0.7,30.55,8.52,,107.0,51.0,10.2
2020-04-30 12:00:00,0.6,32.65,7.25,,128.5,69.0,12.97
2020-04-30 13:00:00,0.43,32.42,6.47,,117.75,60.5,12.12
2020-04-30 14:00:00,0.4,36.78,5.17,,79.0,33.5,11.35
2020-04-30 15:00:00,0.4,40.92,4.6,,70.0,26.75,11.65
2020-04-30 16:00:00,0.4,38.53,5.0,,63.0,20.5,8.65
2020-04-30 17:00:00,0.5,35.7,5.25,,70.0,23.25,13.7
2020-04-30 18:00:00,0.57,32.85,8.77,,74.75,27.5,14.3
2020-04-30 19:00:00,0.75,31.6,18.5,,110.0,42.0,17.45
2020-04-30 20:00:00,0.57,33.4,12.52,,172.5,71.75,20.38
2020-04-30 21:00:00,0.62,35.05,13.7,,86.75,42.5,14.05
2020-04-30 22:00:00,0.83,36.45,18.48,,82.5,41.25,12.15
2020-04-30 23:00:00,0.6,38.73,16.98,,94.0,47.5,13.73
2020-05-01 00:00:00,0.55,34.42,16.77,,86.25,41.25,12.72
2020-05-01 01:00:00,0.6,32.23,16.0,,78.5,34.25,13.1
2020-05-01 02:00:00,0.6,34.3,16.85,,83.0,40.5,13.68
2020-05-01 03:00:00,0.5,28.0,14.1,,96.5,52.5,19.8
2020-05-01 04:00:00,0.5,30.05,12.03,,106.25,62.0,18.25
2020-05-01 05:00:00,0.47,33.77,10.55,,92.5,50.5,14.48
2020-05-01 06:00:00,0.53,36.38,10.28,,88.75,52.25,12.28
2020-05-01 07:00:00,0.55,40.4,11.9,,99.75,51.5,11.2
2020-05-01 08:00:00,0.53,34.5,10.93,,95.0,39.0,8.78
2020-05-01 09:00:00,0.6,33.05,9.4,,95.75,33.75,10.62
2020-05-01 10:00:00,0.6,32.67,8.68,,112.0,46.0,10.8
2020-05-01 11:00:00,0.65,33.55,8.25,,127.5,63.5,12.0
