Datetime,CO (mg/m3),NH3 (ug/m3),NOx (ppb),Ozone (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3)
2019-10-31 01:00:00,1.65,,,24.72,399.5,192.0,16.0
2019-10-31 02:00:00,0.38,,,21.75,337.5,169.25,7.0
2019-10-31 03:00:00,,,177.6,19.33,282.75,142.0,1.6
2019-10-31 04:00:00,,,161.18,19.35,305.25,139.75,
2019-10-31 05:00:00,,,144.8,18.43,363.75,167.25,6.1
2019-10-31 06:00:00,,,126.62,19.25,349.5,159.5,7.8
2019-10-31 07:00:00,1.25,19.25,99.45,19.48,335.0,154.0,6.65
2019-10-31 08:00:00,1.85,19.52,130.6,21.0,372.25,163.0,9.1
2019-10-31 09:00:00,1.55,19.3,155.07,18.62,407.0,168.5,10.17
2019-10-31 10:00:00,1.05,19.4,129.4,18.15,382.75,153.25,6.0
2019-10-31 11:00:00,0.5,21.2,56.28,17.57,349.5,139.25,3.4
2019-10-31 12:00:00,0.15,17.77,35.02,23.07,323.5,135.75,8.43
2019-10-31 13:00:00,0.45,17.65,23.6,32.72,295.0,123.0,8.65
2019-10-31 14:00:00,0.65,19.18,21.18,44.65,298.0,127.0,9.52
2019-10-31 15:00:00,0.95,21.58,21.05,53.2,376.0,175.0,9.55
2019-10-31 16:00:00,1.0,22.55,22.75,51.48,448.0,208.0,8.62
2019-10-31 17:00:00,1.43,22.62,30.35,29.65,460.0,235.0,9.18
2019-10-31 18:00:00,3.3,22.5,51.05,18.08,537.0,250.0,11.68
2019-10-31 19:00:00,3.5,24.78,143.43,19.45,589.0,266.0,19.12
2019-10-31 20:00:00,6.1,29.27,233.47,20.75,716.0,338.0,27.93
2019-10-31 21:00:00,6.68,31.85,256.9,23.3,967.0,460.0,21.05
2019-10-31 22:00:00,7.4,29.8,279.58,23.73,823.0,393.0,17.1
2019-10-31 23:00:00,5.57,28.07,298.62,21.0,692.0,357.0,19.12
2019-11-01 00:00:00,2.67,26.45,253.25,19.43,578.0,332.0,15.35
2019-11-01 01:00:00,0.68,25.2,171.2,17.4,484.0,284.0,9.02
2019-11-01 02:00:00,0.3,27.07,144.65,20.15,467.0,268.0,5.33
2019-11-01 03:00:00,0.2,28.35,110.65,19.4,497.0,288.0,3.15
2019-11-01 04:00:00,0.1,27.1,91.35,19.92,497.0,294.0,0.33
2019-11-01 05:00:00,0.1,26.57,76.95,21.15,506.0,302.0,6.33
2019-11-01 06:00:00,0.15,26.82,72.15,21.23,492.0,295.0,10.6
2019-11-01 07:00:00,1.52,26.6,100.42,20.83,509.0,322.0,12.62
2019-11-01 08:00:00,2.28,27.5,122.97,21.0,604.0,339.0,13.38
2019-11-01 09:00:00,2.25,30.12,183.55,20.83,686.0,371.0,14.52
2019-11-01 10:00:00,1.93,30.85,148.67,19.2,625.0,374.0,11.4
2019-11-01 11:00:00,1.5,30.7,116.72,19.3,616.0,404.0,9.12
2019-11-01 12:00:00,0.97,30.75,66.22,24.65,603.0,371.0,4.7
2019-11-01 13:00:00,0.95,30.05,41.27,46.7,552.0,359.0,6.05
2019-11-01 14:00:00,1.15,29.85,37.77,54.38,554.0,393.0,9.0
2019-11-01 15:00:00,1.3,29.57,44.9,53.6,582.0,393.0,8.72
2019-11-01 16:00:00,1.3,29.15,50.1,56.17,593.0,385.0,7.7
2019-11-01 17:00:00,1.4,27.35,55.8,33.12,591.0,379.0,8.75
2019-11-01 18:00:00,1.72,26.1,60.92,19.62,583.0,359.0,12.65
2019-11-01 19:00:00,1.38,24.33,69.2,18.18,624.0,350.0,14.8
2019-11-01 20:00:00,1.65,23.1,108.0,18.35,505.0,295.0,18.6
2019-11-01 21:00:00,,20.1,61.77,17.98,544.0,317.0,13.4
2019-11-01 22:00:00,0.25,18.27,57.12,18.08,316.0,152.0,7.1
2019-11-01 23:00:00,0.42,17.65,94.3,17.62,324.0,163.0,9.0
2019-11-02 00:00:00,0.4,17.85,110.72,18.73,346.0,174.0,10.05
2019-11-02 01:00:00,1.1,18.45,120.35,19.23,318.0,156.0,10.17
2019-11-02 02:00:00,0.35,19.27,98.47,19.4,276.0,147.0,8.38
2019-11-02 03:00:00,0.9,19.15,66.25,20.57,267.0,144.0,7.5
2019-11-02 04:00:00,0.6,17.35,56.3,17.08,235.0,135.0,4.0
2019-11-02 05:00:00,,16.93,37.12,17.98,205.0,125.0,7.7
2019-11-02 06:00:00,,16.48,39.48,17.07,183.0,106.0,11.22
2019-11-02 07:00:00,0.35,16.58,44.55,16.73,177.0,100.0,10.68
2019-11-02 08:00:00,0.45,17.42,43.0,17.57,191.0,110.0,9.75
2019-11-02 09:00:00,0.6,18.4,55.4,16.38,244.0,140.0,10.53
2019-11-02 10:00:00,1.7,21.85,49.5,17.12,291.0,166.0,10.68
2019-11-02 11:00:00,2.77,23.6,38.8,18.3,382.0,233.0,9.85
2019-11-02 12:00:00,2.23,23.65,39.0,19.42,382.0,245.0,10.2
2019-11-02 13:00:00,0.85,24.05,34.75,28.23,398.0,243.0,10.43
2019-11-02 14:00:00,1.5,27.57,31.45,40.33,469.0,288.0,10.9
2019-11-02 15:00:00,0.65,25.35,22.02,42.05,552.0,338.0,10.38
2019-11-02 16:00:00,0.47,24.42,18.4,34.25,422.0,265.0,10.47
2019-11-02 17:00:00,0.93,26.57,20.57,25.95,465.0,288.0,11.43
2019-11-02 18:00:00,1.33,31.05,18.88,25.53,550.0,348.0,12.55
2019-11-02 19:00:00,1.95,35.52,17.52,21.15,729.0,461.0,12.3
2019-11-02 20:00:00,2.15,35.08,27.7,16.77,795.0,549.0,13.05
2019-11-02 21:00:00,1.73,32.02,41.95,17.1,699.0,475.0,12.95
2019-11-02 22:00:00,2.9,30.75,58.88,18.0,569.0,409.0,13.07
2019-11-02 23:00:00,2.6,30.58,90.3,19.68,576.0,421.0,15.7
2019-11-03 00:00:00,2.45,30.65,90.33,18.57,685.0,459.0,15.7
2019-11-03 01:00:00,1.08,31.65,77.6,17.9,604.0,414.0,12.75
2019-11-03 02:00:00,0.55,36.5,49.8,17.7,650.0,448.0,8.32
2019-11-03 03:00:00,0.15,38.05,24.1,20.65,715.0,508.0,9.4
2019-11-03 04:00:00,0.2,35.7,22.58,17.3,731.0,519.0,5.7
2019-11-03 05:00:00,0.1,33.15,27.98,17.98,668.0,478.0,8.3
2019-11-03 06:00:00,1.35,37.25,21.23,17.23,657.0,462.0,10.32
2019-11-03 07:00:00,1.82,40.67,17.0,18.52,835.0,587.0,9.32
2019-11-03 08:00:00,1.27,39.95,21.35,18.0,908.0,657.0,10.0
2019-11-03 09:00:00,1.3,40.1,28.3,18.67,854.0,616.0,11.25
2019-11-03 10:00:00,2.85,44.58,24.55,21.02,859.0,636.0,11.65
2019-11-03 11:00:00,2.98,47.65,22.82,22.33,,763.0,11.23
2019-11-03 12:00:00,2.83,47.0,21.33,26.9,,801.0,12.07
2019-11-03 13:00:00,1.35,44.9,21.38,26.88,979.0,752.0,12.65
2019-11-03 14:00:00,0.75,41.58,18.9,31.38,937.0,682.0,13.0
2019-11-03 15:00:00,,31.05,16.9,32.92,842.0,598.0,12.98
2019-11-03 16:00:00,,22.35,13.95,37.55,421.0,289.0,12.1
2019-11-03 17:00:00,,21.65,16.58,30.7,328.0,226.0,9.93
2019-11-03 18:00:00,0.33,24.77,25.45,21.2,400.0,268.0,9.22
2019-11-03 19:00:00,1.52,24.75,56.25,17.55,532.0,349.0,10.28
2019-11-03 20:00:00,0.68,23.52,88.0,17.83,512.0,323.0,10.9
2019-11-03 21:00:00,0.2,19.55,73.95,17.75,381.0,251.0,12.2
2019-11-03 22:00:00,0.1,18.02,68.97,18.02,229.0,141.0,13.5
2019-11-03 23:00:00,1.35,16.6,72.42,17.73,185.0,114.0,14.53
2019-11-04 00:00:00,1.0,16.02,72.7,16.95,168.0,101.0,12.92
2019-11-04 01:00:00,0.47,16.18,53.7,16.88,135.0,85.0,13.03
2019-11-04 02:00:00,0.53,18.75,41.02,20.5,160.0,123.0,12.03
2019-11-04 03:00:00,0.75,19.55,41.55,15.65,195.0,133.0,15.45
2019-11-04 04:00:00,0.98,20.1,43.67,17.38,254.0,179.0,12.05
2019-11-04 05:00:00,0.88,21.97,39.62,17.15,349.0,251.0,12.22
2019-11-04 06:00:00,0.93,23.67,30.4,17.33,350.0,262.0,11.88
2019-11-04 07:00:00,1.03,25.55,37.57,16.78,432.0,296.0,12.93
2019-11-04 08:00:00,0.8,26.77,47.17,18.17,520.0,357.0,13.03
2019-11-04 09:00:00,1.45,28.82,43.4,16.88,493.0,345.0,10.9
2019-11-04 10:00:00,1.25,29.12,36.78,18.75,583.0,405.0,8.77
2019-11-04 11:00:00,0.25,24.78,22.55,29.68,515.0,359.0,9.08
2019-11-04 12:00:00,0.1,21.48,16.8,40.4,361.0,267.0,8.7
2019-11-04 13:00:00,1.8,20.48,15.07,47.52,318.0,228.0,9.23
2019-11-04 14:00:00,2.15,18.9,13.72,52.1,315.0,222.0,8.65
2019-11-04 15:00:00,1.42,16.65,12.93,53.35,255.0,172.0,9.1
2019-11-04 16:00:00,0.55,15.07,12.45,55.15,197.0,119.0,8.72
2019-11-04 17:00:00,0.95,14.28,13.55,51.73,161.0,94.0,10.05
2019-11-04 18:00:00,1.45,13.3,28.13,23.82,143.0,79.0,12.88
2019-11-04 19:00:00,1.73,13.9,62.95,16.55,222.0,89.0,13.57
2019-11-04 20:00:00,2.38,14.4,107.5,17.8,229.0,102.0,16.5
2019-11-04 21:00:00,1.27,15.25,108.38,16.43,282.0,136.0,16.05
2019-11-04 22:00:00,0.68,14.3,86.47,17.4,218.0,99.0,14.15
2019-11-04 23:00:00,1.15,15.45,68.67,16.25,208.0,103.0,13.6
2019-11-05 00:00:00,0.22,16.82,46.15,17.35,234.0,123.0,13.32
2019-11-05 01:00:00,0.75,19.1,31.35,17.33,273.0,172.0,12.88
2019-11-05 02:00:00,1.07,20.85,29.95,17.5,350.0,248.0,12.35
2019-11-05 03:00:00,0.6,20.95,31.6,17.9,338.0,240.0,14.45
2019-11-05 04:00:00,0.93,20.18,25.48,17.42,340.0,244.0,12.4
2019-11-05 05:00:00,1.1,20.32,23.77,17.3,343.0,239.0,13.43
2019-11-05 06:00:00,0.68,20.02,28.93,17.0,334.0,234.0,13.9
2019-11-05 07:00:00,1.88,19.62,36.03,17.77,350.0,222.0,14.28
2019-11-05 08:00:00,1.7,19.43,44.22,17.18,335.0,217.0,14.0
2019-11-05 09:00:00,0.88,19.9,39.35,18.23,324.0,196.0,13.1
2019-11-05 10:00:00,0.65,19.35,27.75,25.25,321.0,188.0,12.03
2019-11-05 11:00:00,0.68,20.88,18.33,50.65,282.0,178.0,12.15
2019-11-05 12:00:00,0.9,15.93,13.25,50.1,245.0,146.0,10.88
2019-11-05 13:00:00,0.2,24.15,12.38,46.0,173.25,81.25,10.5
2019-11-05 14:00:00,0.1,15.15,6.9,53.67,137.0,53.25,11.75
2019-11-05 15:00:00,0.55,17.3,11.0,48.67,121.25,43.25,13.1
2019-11-05 16:00:00,0.38,16.83,11.65,48.92,110.25,56.25,14.18
2019-11-05 17:00:00,0.25,15.5,13.67,43.33,111.0,53.0,12.47
2019-11-05 18:00:00,1.35,14.62,24.72,23.92,121.0,42.5,12.07
2019-11-05 19:00:00,1.35,14.88,49.15,17.62,173.0,54.75,13.38
2019-11-05 20:00:00,3.4,17.1,118.33,20.0,269.0,98.0,19.55
2019-11-05 21:00:00,4.28,16.52,200.47,17.9,341.75,148.25,19.15
2019-11-05 22:00:00,3.67,15.43,229.8,17.67,279.0,115.0,16.12
2019-11-05 23:00:00,2.4,16.03,188.4,17.18,235.5,100.25,15.22
2019-11-06 00:00:00,1.75,15.62,154.28,16.93,200.5,89.0,15.1
2019-11-06 01:00:00,1.17,15.53,134.22,17.07,186.75,85.5,14.88
2019-11-06 02:00:00,0.57,16.33,132.4,18.6,178.75,98.75,15.15
2019-11-06 03:00:00,0.3,16.25,107.35,21.57,181.0,88.0,12.75
2019-11-06 04:00:00,0.5,14.62,95.93,18.6,162.5,84.75,12.28
2019-11-06 05:00:00,0.1,14.88,81.5,19.55,133.5,81.5,11.88
2019-11-06 06:00:00,0.8,14.45,63.65,20.38,133.0,72.5,11.53
2019-11-06 07:00:00,0.6,14.12,74.02,19.8,149.25,73.0,12.9
2019-11-06 08:00:00,0.95,15.38,109.28,20.77,217.25,106.0,15.4
2019-11-06 09:00:00,2.23,15.68,168.57,19.25,312.0,154.0,14.62
2019-11-06 10:00:00,1.43,15.67,178.07,18.78,324.75,131.25,12.6
2019-11-06 11:00:00,0.1,13.4,53.8,18.12,253.25,106.5,7.12
2019-11-06 12:00:00,0.15,16.5,20.32,35.52,186.0,71.75,3.52
2019-11-06 13:00:00,0.95,8.72,3.08,41.95,149.5,59.0,6.83
2019-11-06 14:00:00,2.9,5.35,2.65,46.65,103.25,46.0,9.35
2019-11-06 15:00:00,2.77,5.07,1.6,42.1,74.5,33.25,9.0
2019-11-06 16:00:00,1.15,10.5,12.0,36.67,68.75,30.75,8.25
2019-11-06 17:00:00,1.7,15.68,34.77,19.0,116.5,35.25,9.47
2019-11-06 18:00:00,1.93,15.68,46.35,15.97,231.25,53.0,11.85
2019-11-06 19:00:00,1.33,15.25,47.92,17.57,210.5,64.5,13.18
2019-11-06 20:00:00,1.15,15.05,39.33,17.27,231.25,79.5,14.68
2019-11-06 21:00:00,1.3,15.27,35.8,16.23,247.75,114.25,12.62
2019-11-06 22:00:00,1.6,15.05,40.35,17.2,268.75,135.75,11.68
2019-11-06 23:00:00,1.62,13.33,38.33,16.93,267.25,140.0,12.85
2019-11-07 00:00:00,1.4,12.05,32.48,17.35,244.0,125.5,11.9
2019-11-07 01:00:00,0.62,10.7,20.98,17.23,205.0,119.0,10.65
2019-11-07 02:00:00,0.75,8.55,12.77,14.75,194.75,119.75,8.65
2019-11-07 03:00:00,1.05,8.8,9.05,20.25,192.25,114.5,8.4
2019-11-07 04:00:00,0.75,8.22,7.02,17.62,197.25,121.75,7.05
2019-11-07 05:00:00,1.02,7.75,6.8,18.05,201.75,129.75,7.37
2019-11-07 06:00:00,1.38,6.65,13.03,17.07,205.75,130.25,10.38
2019-11-07 07:00:00,0.52,6.97,17.23,16.02,222.25,138.5,11.3
2019-11-07 08:00:00,1.05,6.65,25.72,18.8,267.5,152.0,13.4
2019-11-07 09:00:00,1.4,7.9,29.95,18.25,314.75,162.25,13.3
2019-11-07 10:00:00,1.25,8.45,20.08,19.38,362.75,193.25,10.88
2019-11-07 11:00:00,0.8,9.5,14.23,17.25,392.0,201.25,12.1
2019-11-07 12:00:00,0.65,9.65,10.53,24.4,388.25,221.75,10.98
2019-11-07 13:00:00,1.17,8.02,13.52,18.85,368.75,216.0,12.35
2019-11-07 14:00:00,1.6,8.57,20.8,19.18,337.0,204.75,13.12
2019-11-07 15:00:00,0.73,7.25,13.82,18.73,296.5,178.25,12.9
2019-11-07 16:00:00,0.35,7.28,12.85,19.88,244.75,149.0,13.1
2019-11-07 17:00:00,0.5,7.38,15.28,18.82,272.25,161.75,10.97
2019-11-07 18:00:00,2.02,6.5,14.28,19.75,294.5,171.25,10.33
2019-11-07 19:00:00,1.3,6.2,13.75,18.55,311.0,177.0,9.1
2019-11-07 20:00:00,1.45,6.05,15.25,18.42,353.25,210.25,10.72
2019-11-07 21:00:00,1.43,5.25,13.22,17.72,334.75,207.0,13.62
2019-11-07 22:00:00,2.17,4.62,16.45,16.82,307.5,195.25,16.52
2019-11-07 23:00:00,2.88,4.67,21.18,21.38,320.25,197.0,19.72
2019-11-08 00:00:00,2.67,4.83,27.4,21.15,319.25,196.25,23.18
2019-11-08 01:00:00,1.1,5.38,24.2,19.38,292.75,183.0,11.68
2019-11-08 02:00:00,0.82,5.93,24.45,18.95,281.25,175.75,6.85
2019-11-08 03:00:00,0.7,5.5,18.9,19.88,275.25,171.25,5.25
2019-11-08 04:00:00,0.4,5.5,17.45,22.05,268.25,169.0,4.78
2019-11-08 05:00:00,0.4,5.25,14.5,26.73,254.75,172.25,10.55
2019-11-08 06:00:00,,5.27,9.97,22.93,247.0,171.5,10.32
2019-11-08 07:00:00,1.15,5.02,9.65,22.73,220.75,142.75,9.57
2019-11-08 08:00:00,1.9,4.58,14.25,24.1,240.5,155.0,11.98
2019-11-08 09:00:00,1.75,5.03,19.62,22.48,264.25,161.0,10.55
2019-11-08 10:00:00,1.15,5.5,14.08,20.32,249.0,139.75,7.45
2019-11-08 11:00:00,1.0,4.67,9.1,19.35,214.75,126.5,5.17
2019-11-08 12:00:00,1.07,5.8,7.58,26.58,226.75,115.5,2.7
2019-11-08 13:00:00,0.53,4.38,4.45,36.83,267.5,109.75,6.85
2019-11-08 14:00:00,0.6,5.05,5.05,40.42,167.0,97.0,7.83
2019-11-08 15:00:00,0.95,6.43,7.53,60.98,174.0,96.0,7.85
2019-11-08 16:00:00,1.0,7.17,7.33,75.25,224.0,118.0,8.05
2019-11-08 17:00:00,0.9,4.7,5.5,46.42,238.0,125.0,9.77
2019-11-08 18:00:00,1.43,6.6,14.57,17.2,198.25,105.75,8.1
2019-11-08 19:00:00,1.75,6.35,20.67,16.2,216.0,108.25,13.9
2019-11-08 20:00:00,2.62,6.42,36.02,16.55,247.25,129.25,22.1
2019-11-08 21:00:00,3.0,6.62,36.45,19.22,275.5,142.0,14.1
2019-11-08 22:00:00,2.8,7.05,36.85,17.33,295.0,159.0,13.18
2019-11-08 23:00:00,2.9,6.78,37.42,17.48,296.0,160.0,15.5
2019-11-09 00:00:00,2.77,6.78,43.45,20.95,296.0,170.75,17.1
2019-11-09 01:00:00,1.02,7.68,47.72,20.85,284.75,162.5,13.3
2019-11-09 02:00:00,0.38,10.9,44.0,15.5,281.0,150.5,8.65
2019-11-09 03:00:00,,17.9,32.05,15.83,283.25,157.0,1.65
2019-11-09 04:00:00,,19.93,26.88,16.4,255.75,161.25,
2019-11-09 05:00:00,,20.9,22.2,15.5,237.5,160.0,8.2
2019-11-09 06:00:00,,21.6,20.9,17.0,254.0,175.5,9.73
2019-11-09 07:00:00,0.67,21.4,21.27,18.85,272.25,189.75,9.62
2019-11-09 08:00:00,1.12,22.73,35.7,16.4,285.75,209.25,10.4
2019-11-09 09:00:00,0.8,22.2,28.08,15.12,322.25,228.0,10.33
2019-11-09 10:00:00,0.6,20.27,18.42,19.82,304.5,200.75,8.93
2019-11-09 11:00:00,0.33,16.15,12.8,29.62,241.0,153.75,8.05
2019-11-09 12:00:00,0.3,14.28,10.68,39.48,156.0,86.25,6.47
2019-11-09 13:00:00,0.45,12.23,8.8,50.7,130.5,54.75,8.38
2019-11-09 14:00:00,0.38,11.47,8.4,55.88,114.75,47.75,7.92
2019-11-09 15:00:00,0.38,11.07,7.3,52.62,103.75,46.75,9.65
2019-11-09 16:00:00,0.45,10.5,7.33,52.98,90.75,44.25,10.18
2019-11-09 17:00:00,0.47,10.4,9.65,43.58,91.75,38.25,10.03
2019-11-09 18:00:00,0.85,10.62,18.5,25.45,109.0,38.75,9.25
2019-11-09 19:00:00,0.88,11.18,37.65,15.78,149.0,50.75,13.18
2019-11-09 20:00:00,1.18,11.95,42.98,17.9,171.75,71.25,15.9
2019-11-09 21:00:00,2.3,13.22,62.83,19.85,224.25,109.5,15.32
2019-11-09 22:00:00,2.12,14.8,73.22,19.55,287.0,144.75,16.93
2019-11-09 23:00:00,1.62,15.43,56.4,17.88,289.75,156.5,16.28
2019-11-10 00:00:00,1.38,15.4,60.9,16.45,276.75,155.75,16.35
2019-11-10 01:00:00,0.28,15.98,43.9,17.12,264.25,150.0,12.15
2019-11-10 02:00:00,0.2,17.9,29.2,16.75,277.5,182.0,9.07
2019-11-10 03:00:00,0.25,18.1,27.0,21.07,303.5,214.0,7.65
2019-11-10 04:00:00,0.0,17.38,26.32,17.32,313.0,226.0,8.17
2019-11-10 05:00:00,0.1,18.35,22.38,19.33,307.5,237.75,9.5
2019-11-10 06:00:00,0.3,19.9,18.2,18.0,330.25,250.75,10.45
2019-11-10 07:00:00,0.78,20.15,22.9,17.27,353.0,266.5,11.0
2019-11-10 08:00:00,0.95,19.82,41.43,19.5,368.0,266.25,13.78
2019-11-10 09:00:00,0.45,20.17,41.28,15.9,366.75,254.25,12.18
2019-11-10 10:00:00,,20.65,23.47,24.25,344.25,231.5,9.98
2019-11-10 11:00:00,,20.0,20.3,37.4,340.75,222.0,10.3
2019-11-10 12:00:00,,18.2,16.82,55.8,327.75,209.75,9.72
2019-11-10 13:00:00,0.55,15.25,12.38,72.28,284.5,177.75,10.53
2019-11-10 14:00:00,0.38,13.6,11.2,73.93,225.0,129.0,10.57
2019-11-10 15:00:00,0.83,11.18,9.25,66.03,172.0,92.5,10.32
2019-11-10 16:00:00,1.85,11.18,9.1,60.7,128.5,63.5,9.68
2019-11-10 17:00:00,0.47,10.93,11.55,49.98,126.0,62.25,12.55
2019-11-10 18:00:00,0.8,11.1,24.4,24.4,143.5,65.5,13.95
2019-11-10 19:00:00,1.93,12.47,64.0,16.68,198.25,82.5,16.9
2019-11-10 20:00:00,2.8,13.15,91.25,16.85,268.75,116.5,21.62
2019-11-10 21:00:00,3.55,14.6,107.75,18.3,304.5,138.75,16.9
2019-11-10 22:00:00,2.1,15.82,64.97,15.3,308.75,152.25,14.25
2019-11-10 23:00:00,3.4,16.48,61.45,17.45,270.75,146.25,12.8
2019-11-11 00:00:00,3.45,16.3,67.85,17.72,290.25,162.0,13.85
2019-11-11 01:00:00,0.55,16.82,68.0,16.6,272.75,169.25,11.73
2019-11-11 02:00:00,,16.88,63.23,14.85,254.0,179.75,10.6
2019-11-11 03:00:00,,15.1,51.5,18.1,250.0,148.25,8.7
2019-11-11 04:00:00,,15.25,44.58,16.02,236.75,155.75,7.82
2019-11-11 05:00:00,,15.85,39.83,20.6,238.75,163.25,10.82
2019-11-11 06:00:00,,16.65,41.27,19.93,261.75,182.5,11.78
2019-11-11 07:00:00,0.9,18.1,48.7,19.3,301.0,203.5,13.22
2019-11-11 08:00:00,1.75,20.05,94.58,20.42,390.5,244.5,15.72
2019-11-11 09:00:00,1.95,23.02,102.6,15.6,489.25,291.0,12.32
2019-11-11 10:00:00,1.48,26.48,55.85,21.25,583.75,360.25,7.53
2019-11-11 11:00:00,1.62,28.55,37.92,28.75,642.0,421.0,8.0
2019-11-11 12:00:00,1.62,23.07,23.38,59.38,606.0,393.0,6.32
2019-11-11 13:00:00,0.23,16.27,13.4,81.5,443.75,294.75,10.27
2019-11-11 14:00:00,0.1,15.55,13.25,86.22,319.75,216.25,10.6
2019-11-11 15:00:00,0.62,14.52,12.15,87.25,301.0,208.0,10.95
2019-11-11 16:00:00,0.2,12.85,11.65,74.58,254.5,166.0,9.77
2019-11-11 17:00:00,1.55,12.8,17.17,52.2,254.5,133.25,10.45
2019-11-11 18:00:00,1.12,14.5,44.33,20.97,309.75,117.75,12.85
2019-11-11 19:00:00,1.85,15.6,74.72,17.68,305.75,130.0,16.9
2019-11-11 20:00:00,4.0,18.02,144.47,19.85,354.5,167.25,24.48
2019-11-11 21:00:00,5.4,18.85,172.77,20.73,444.75,216.75,19.55
2019-11-11 22:00:00,0.01,19.48,197.62,20.23,426.5,216.25,21.28
2019-11-11 23:00:00,4.96,20.35,199.57,19.23,405.0,208.5,24.52
2019-11-12 00:00:00,4.03,21.18,181.17,19.35,386.0,210.0,22.23
2019-11-12 01:00:00,1.48,23.47,163.32,20.68,375.25,215.0,12.25
2019-11-12 02:00:00,1.23,24.8,125.95,21.85,381.5,237.5,9.57
2019-11-12 03:00:00,1.25,19.3,,20.2,392.0,267.0,5.95
2019-11-12 04:00:00,0.68,25.5,77.28,19.32,413.25,298.75,3.1
2019-11-12 05:00:00,0.78,26.7,54.52,18.8,461.75,345.5,7.53
2019-11-12 06:00:00,0.88,27.77,53.8,19.57,502.75,390.75,8.57
2019-11-12 07:00:00,1.25,31.3,66.47,21.2,539.25,408.25,9.65
2019-11-12 08:00:00,1.48,32.98,84.97,21.05,616.75,453.25,10.82
2019-11-12 09:00:00,1.2,37.08,80.03,18.38,687.25,483.75,9.52
2019-11-12 10:00:00,0.9,36.23,44.58,20.88,704.25,493.25,7.72
2019-11-12 11:00:00,0.68,31.12,28.65,34.05,617.0,444.25,7.15
2019-11-12 12:00:00,0.78,25.38,16.45,62.07,501.0,363.0,3.15
2019-11-12 13:00:00,0.5,19.42,13.15,87.1,457.75,335.25,10.38
2019-11-12 14:00:00,0.28,19.17,13.8,93.92,367.5,278.75,12.0
2019-11-12 15:00:00,0.17,20.5,13.92,99.35,354.25,251.25,10.9
2019-11-12 16:00:00,0.35,18.98,14.28,92.5,357.5,245.0,11.65
2019-11-12 17:00:00,0.65,17.45,16.7,63.83,342.5,221.75,14.05
2019-11-12 18:00:00,1.3,16.75,35.35,28.73,388.75,216.75,14.45
2019-11-12 19:00:00,2.38,21.35,111.45,19.17,505.25,236.0,18.67
2019-11-12 20:00:00,3.55,24.38,143.12,20.15,583.5,301.0,26.15
2019-11-12 21:00:00,5.0,25.5,194.1,21.7,664.0,376.25,19.77
2019-11-12 22:00:00,4.8,24.85,202.72,21.65,672.5,384.75,21.95
2019-11-12 23:00:00,4.3,24.3,220.18,20.23,583.25,343.0,25.07
2019-11-13 00:00:00,3.68,24.48,220.12,20.77,507.0,310.0,24.85
2019-11-13 01:00:00,1.2,25.65,179.23,21.57,496.75,314.0,13.65
2019-11-13 02:00:00,0.45,27.77,126.75,17.2,475.75,322.5,7.08
2019-11-13 03:00:00,0.8,24.9,103.1,20.48,447.25,311.5,1.65
2019-11-13 04:00:00,0.05,28.95,86.78,20.62,441.5,321.25,0.65
2019-11-13 05:00:00,,30.12,71.22,19.15,466.75,356.25,9.03
2019-11-13 06:00:00,,31.27,68.3,19.62,493.25,363.5,11.62
2019-11-13 07:00:00,1.23,29.9,71.65,20.4,501.75,377.75,11.97
2019-11-13 08:00:00,1.43,30.98,95.0,19.75,543.75,395.5,13.1
2019-11-13 09:00:00,1.9,34.2,127.62,18.95,651.75,429.25,11.65
2019-11-13 10:00:00,1.02,36.15,77.08,19.05,773.25,469.25,6.82
2019-11-13 11:00:00,0.95,33.42,49.62,18.25,642.25,438.75,3.85
2019-11-13 12:00:00,0.97,44.5,61.83,33.73,551.5,376.5,2.35
2019-11-13 13:00:00,0.98,41.78,43.95,66.45,530.75,378.75,10.4
2019-11-13 14:00:00,0.82,37.98,35.5,100.93,476.25,337.0,11.18
2019-11-13 15:00:00,0.5,27.43,22.45,93.22,422.5,290.5,11.1
2019-11-13 16:00:00,0.68,27.65,27.95,84.7,335.75,229.25,10.5
2019-11-13 17:00:00,1.38,29.83,44.1,43.53,431.75,258.25,14.05
2019-11-13 18:00:00,1.68,34.27,74.33,24.6,527.0,302.5,16.58
2019-11-13 19:00:00,2.38,36.55,142.2,19.12,575.0,350.5,20.85
2019-11-13 20:00:00,4.58,38.88,257.18,20.05,626.0,384.25,30.48
2019-11-13 21:00:00,4.72,38.17,303.52,19.42,650.0,409.0,20.95
2019-11-13 22:00:00,4.9,38.47,295.85,19.85,588.25,385.0,21.2
2019-11-13 23:00:00,4.35,38.83,293.9,19.3,577.25,381.25,23.35
2019-11-14 00:00:00,3.58,36.38,263.62,19.75,519.0,334.75,22.12
2019-11-14 01:00:00,1.12,37.08,241.75,20.75,468.5,312.0,13.65
2019-11-14 02:00:00,0.72,37.45,191.3,21.4,440.75,312.5,9.5
2019-11-14 03:00:00,0.55,,,19.8,442.25,306.5,5.45
2019-11-14 04:00:00,0.0,,,20.65,467.75,339.5,4.18
2019-11-14 05:00:00,,38.95,130.55,20.48,461.5,336.0,8.88
2019-11-14 06:00:00,0.3,37.5,126.15,19.7,434.75,313.0,10.2
