Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2019-11-14 23:00:00,587.5,309.75,210.95,90.8,23.9,2.45,
2019-11-15 00:00:00,601.0,303.0,155.52,78.28,23.05,1.75,
2019-11-15 01:00:00,544.0,275.25,81.85,55.4,17.62,,
2019-11-15 02:00:00,452.25,283.75,52.35,52.33,16.82,,
2019-11-15 03:00:00,486.25,357.5,43.95,50.25,17.7,0.55,
2019-11-15 04:00:00,640.25,512.75,44.45,49.92,13.82,0.7,
2019-11-15 05:00:00,751.5,605.0,47.73,49.67,12.95,0.53,
2019-11-15 06:00:00,744.75,596.75,,53.97,,0.4,
2019-11-15 07:00:00,717.25,572.25,,55.55,,0.35,
2019-11-15 08:00:00,794.5,636.5,,60.7,,0.67,
2019-11-15 09:00:00,890.0,716.25,,57.33,,0.67,
2019-11-15 10:00:00,886.0,692.5,,58.62,,0.4,
2019-11-15 11:00:00,838.25,623.0,,54.58,,0.17,
2019-11-15 12:00:00,677.75,488.25,,43.02,,,
2019-11-15 13:00:00,406.5,272.25,,39.23,,,
2019-11-15 14:00:00,296.5,204.75,,37.65,,,
2019-11-15 15:00:00,232.25,165.0,,38.9,,,
2019-11-15 16:00:00,211.75,147.5,,39.42,,,
2019-11-15 17:00:00,238.0,154.0,,41.55,,,
2019-11-15 18:00:00,296.25,175.25,30.9,50.88,24.52,0.15,1.58
2019-11-15 19:00:00,391.5,198.25,46.45,57.05,23.82,0.45,1.62
2019-11-15 20:00:00,436.75,211.0,111.0,71.05,25.6,1.4,1.65
2019-11-15 21:00:00,520.5,253.0,113.45,71.75,24.77,1.55,1.48
2019-11-15 22:00:00,430.25,233.0,139.88,78.08,21.12,1.98,1.73
2019-11-15 23:00:00,478.25,248.75,99.55,60.95,16.9,1.3,1.27
2019-11-16 00:00:00,383.25,233.0,65.85,45.23,12.32,0.75,1.6
2019-11-16 01:00:00,341.25,230.0,55.65,28.23,12.1,0.15,1.33
2019-11-16 02:00:00,315.5,221.25,44.92,27.58,12.23,0.1,1.95
2019-11-16 03:00:00,299.75,223.0,34.85,38.5,12.3,,1.38
2019-11-16 04:00:00,302.75,226.0,38.83,39.58,13.23,,1.58
2019-11-16 05:00:00,297.75,220.5,36.17,39.18,16.3,,1.57
2019-11-16 06:00:00,266.75,204.75,30.3,39.52,15.28,,1.62
2019-11-16 07:00:00,239.25,186.0,34.12,40.48,12.68,0.25,1.6
2019-11-16 08:00:00,244.75,180.5,39.25,39.42,13.22,0.38,1.6
2019-11-16 09:00:00,261.25,189.75,37.2,39.2,23.73,0.38,1.38
2019-11-16 10:00:00,262.25,178.25,32.3,35.05,34.78,0.25,1.6
2019-11-16 11:00:00,232.5,144.25,26.85,31.97,34.58,,1.73
2019-11-16 12:00:00,192.25,103.75,22.92,30.1,35.65,,1.6
2019-11-16 13:00:00,178.75,69.75,19.2,28.35,17.73,0.1,1.48
2019-11-16 14:00:00,168.75,44.25,19.45,24.38,17.27,0.1,1.82
2019-11-16 15:00:00,188.5,49.75,20.8,30.4,15.98,0.1,1.88
2019-11-16 16:00:00,243.25,47.25,23.73,30.62,15.43,0.1,1.55
2019-11-16 17:00:00,363.75,54.25,26.12,32.7,17.4,0.15,1.68
2019-11-16 18:00:00,284.25,60.5,36.28,32.2,24.98,0.18,2.67
2019-11-16 19:00:00,225.25,53.0,37.88,,17.57,0.55,6.95
2019-11-16 20:00:00,192.25,72.75,36.12,27.23,18.5,0.75,7.65
2019-11-16 21:00:00,223.25,122.25,38.58,26.7,22.93,1.02,6.12
2019-11-16 22:00:00,298.5,183.5,33.23,26.77,20.9,1.1,6.12
2019-11-16 23:00:00,300.75,209.0,30.95,22.98,18.55,0.98,5.88
2019-11-17 00:00:00,274.75,194.75,29.17,,19.12,0.78,5.03
2019-11-17 01:00:00,232.0,173.25,25.22,,18.97,0.2,5.6
2019-11-17 02:00:00,195.25,156.0,23.35,,20.77,0.1,7.45
2019-11-17 03:00:00,188.0,149.0,22.05,,19.25,,7.42
2019-11-17 04:00:00,194.75,141.5,25.35,,22.88,0.28,5.3
2019-11-17 05:00:00,246.5,171.25,23.52,,21.2,0.1,5.67
2019-11-17 06:00:00,190.75,139.0,23.2,,16.98,0.1,4.88
2019-11-17 07:00:00,143.75,102.5,23.52,,15.62,0.18,4.82
2019-11-17 08:00:00,136.0,92.75,21.85,,15.07,0.23,6.85
2019-11-17 09:00:00,124.0,84.25,18.98,,21.83,0.15,14.35
2019-11-17 10:00:00,114.25,72.25,17.23,20.35,20.05,0.1,19.2
2019-11-17 11:00:00,82.25,47.5,16.15,19.1,16.1,,26.45
2019-11-17 12:00:00,77.5,33.25,15.32,18.28,15.63,0.1,31.85
2019-11-17 13:00:00,91.25,29.5,14.77,13.8,14.35,0.25,35.55
2019-11-17 14:00:00,98.0,25.0,14.55,,13.03,0.2,38.82
2019-11-17 15:00:00,89.5,21.5,15.9,,11.05,0.18,40.62
2019-11-17 16:00:00,93.0,22.5,16.65,,10.75,0.1,42.15
2019-11-17 17:00:00,97.5,29.5,17.7,,10.6,0.18,41.02
2019-11-17 18:00:00,103.0,39.0,22.45,,11.6,0.38,32.38
2019-11-17 19:00:00,136.0,56.0,32.05,,14.88,0.2,15.45
2019-11-17 20:00:00,181.0,78.0,34.27,,22.85,0.28,12.12
2019-11-17 21:00:00,220.5,107.5,35.48,,23.98,0.47,11.85
2019-11-17 22:00:00,260.5,149.5,30.75,,24.52,0.62,17.02
2019-11-17 23:00:00,301.5,201.0,29.97,,23.1,0.85,13.0
2019-11-18 00:00:00,350.0,249.0,31.75,,22.62,0.82,9.1
2019-11-18 01:00:00,400.0,286.5,32.02,,21.7,0.17,7.75
2019-11-18 02:00:00,393.0,288.0,28.3,,21.85,,12.95
2019-11-18 03:00:00,332.0,249.0,24.65,,16.55,,14.32
2019-11-18 04:00:00,287.0,213.0,23.47,,18.23,,15.55
2019-11-18 05:00:00,244.0,180.5,23.55,,17.85,,12.07
2019-11-18 06:00:00,210.5,154.5,22.32,,11.32,,9.68
2019-11-18 07:00:00,210.0,152.0,20.0,,10.75,0.2,11.53
2019-11-18 08:00:00,211.0,155.0,20.1,,11.7,0.12,11.65
2019-11-18 09:00:00,200.5,138.5,22.52,13.9,17.82,0.12,17.53
2019-11-18 10:00:00,179.5,115.5,21.6,14.55,24.35,0.1,28.98
2019-11-18 11:00:00,162.5,96.5,17.55,14.95,23.05,,46.98
2019-11-18 12:00:00,144.0,61.0,16.38,20.25,21.57,0.1,59.88
2019-11-18 13:00:00,112.5,51.0,15.32,,14.4,0.2,65.7
2019-11-18 14:00:00,98.0,46.5,15.73,,11.85,0.2,67.92
2019-11-18 15:00:00,90.5,48.0,15.73,,12.7,0.15,76.08
2019-11-18 16:00:00,87.5,44.5,16.05,23.48,12.22,0.1,77.15
2019-11-18 17:00:00,83.5,39.5,17.62,14.93,13.7,0.25,70.35
2019-11-18 18:00:00,154.5,51.5,30.07,8.5,15.6,0.45,36.48
2019-11-18 19:00:00,193.5,69.0,44.9,,14.38,0.38,7.57
2019-11-18 20:00:00,218.5,88.5,86.1,,16.08,1.0,1.2
2019-11-18 21:00:00,314.0,124.0,88.62,,16.95,1.12,1.18
2019-11-18 22:00:00,328.5,140.5,71.1,,17.92,0.98,
2019-11-18 23:00:00,276.0,141.0,57.45,,19.05,0.65,1.85
2019-11-19 00:00:00,259.5,136.5,59.6,,20.57,0.48,2.3
2019-11-19 01:00:00,240.0,122.5,53.02,,21.55,0.1,1.43
2019-11-19 02:00:00,212.0,121.0,42.5,,22.82,,13.0
2019-11-19 03:00:00,205.0,129.5,26.35,,17.4,,16.35
2019-11-19 04:00:00,179.5,130.0,31.52,,14.62,,8.72
2019-11-19 05:00:00,185.5,138.5,36.05,,12.6,0.1,2.92
2019-11-19 06:00:00,251.0,163.5,58.7,,13.4,0.32,0.93
2019-11-19 07:00:00,316.5,198.0,46.62,,13.78,0.38,1.32
2019-11-19 08:00:00,321.0,202.5,63.75,,15.27,0.5,2.05
2019-11-19 09:00:00,306.5,190.0,54.88,,28.12,0.57,5.08
2019-11-19 10:00:00,322.5,199.0,32.8,,39.15,0.32,24.03
2019-11-19 11:00:00,366.0,218.5,28.18,,31.52,0.3,53.2
2019-11-19 12:00:00,342.0,209.0,22.25,,23.82,0.2,77.62
2019-11-19 13:00:00,295.0,188.0,18.12,,21.72,0.2,92.1
2019-11-19 14:00:00,182.0,112.0,17.15,20.4,17.55,0.1,97.3
2019-11-19 15:00:00,105.0,62.5,16.43,18.07,15.05,0.38,96.12
2019-11-19 16:00:00,87.0,50.5,14.28,14.07,15.8,0.35,94.83
2019-11-19 17:00:00,86.0,47.5,16.32,14.95,13.47,0.43,83.67
2019-11-19 18:00:00,132.0,54.5,39.65,,13.78,0.6,37.83
2019-11-19 19:00:00,227.5,78.0,83.0,,15.82,0.73,4.08
2019-11-19 20:00:00,318.5,116.5,105.55,,16.83,1.32,1.53
2019-11-19 21:00:00,398.0,157.0,122.85,,17.5,1.62,0.75
2019-11-19 22:00:00,478.5,192.5,187.77,,20.3,2.33,0.95
2019-11-19 23:00:00,546.0,226.5,177.65,,20.43,2.22,0.82
2019-11-20 00:00:00,479.5,223.5,113.3,,26.1,1.3,1.2
2019-11-20 01:00:00,419.5,221.5,133.62,,21.15,0.75,0.5
2019-11-20 02:00:00,407.5,226.0,98.53,,17.85,0.52,2.35
2019-11-20 03:00:00,411.0,255.5,117.25,,19.4,1.6,2.38
2019-11-20 04:00:00,481.0,291.5,173.62,,17.9,1.53,1.5
2019-11-20 05:00:00,465.5,268.5,131.05,,15.93,0.83,0.2
2019-11-20 06:00:00,449.0,263.0,155.4,,14.28,1.45,1.65
2019-11-20 07:00:00,463.0,272.0,80.83,,13.0,,1.9
2019-11-20 08:00:00,448.5,267.0,85.85,,13.5,,2.05
2019-11-20 09:00:00,445.0,275.5,81.42,,36.28,,6.17
2019-11-20 10:00:00,468.0,289.0,60.65,,51.75,,25.52
2019-11-20 11:00:00,393.0,230.0,27.48,,42.65,,75.4
2019-11-20 12:00:00,253.0,149.5,21.2,,29.1,,106.25
2019-11-20 13:00:00,197.0,127.0,20.43,,23.65,0.3,120.82
2019-11-20 14:00:00,169.0,111.0,17.98,,21.55,0.23,130.67
2019-11-20 15:00:00,163.5,100.0,18.73,,22.88,0.32,151.7
2019-11-20 16:00:00,175.75,101.75,19.02,19.4,21.18,0.35,146.32
2019-11-20 17:00:00,183.5,105.25,19.45,14.35,20.23,0.3,108.3
2019-11-20 18:00:00,206.75,100.5,26.42,8.45,21.5,0.38,75.72
2019-11-20 19:00:00,216.0,103.25,25.47,11.65,22.67,0.1,75.88
2019-11-20 20:00:00,194.25,111.0,40.35,9.8,22.35,0.42,33.8
2019-11-20 21:00:00,281.75,140.75,81.7,,20.65,1.25,2.25
2019-11-20 22:00:00,438.75,197.25,53.05,5.78,18.3,0.85,4.92
2019-11-20 23:00:00,401.75,208.25,48.23,3.98,14.72,0.85,4.25
2019-11-21 00:00:00,329.0,211.75,48.22,3.05,8.85,0.75,3.7
2019-11-21 01:00:00,323.25,209.75,54.42,2.2,9.07,0.25,1.25
2019-11-21 02:00:00,342.0,205.0,54.7,,8.6,0.15,1.85
2019-11-21 03:00:00,284.0,202.75,58.25,,7.85,0.45,2.33
2019-11-21 04:00:00,284.75,208.5,63.4,,7.85,0.62,2.12
2019-11-21 05:00:00,326.5,217.25,64.92,,8.5,0.4,1.0
2019-11-21 06:00:00,325.25,212.0,61.7,4.4,12.75,0.25,1.75
2019-11-21 07:00:00,310.75,218.5,63.3,7.62,15.25,0.4,1.65
2019-11-21 08:00:00,402.75,238.5,67.4,6.17,15.2,0.32,1.12
2019-11-21 09:00:00,454.5,244.75,63.1,9.65,19.73,0.4,5.25
2019-11-21 10:00:00,366.25,267.75,57.85,23.45,57.23,0.5,24.22
2019-11-21 11:00:00,414.75,276.5,36.4,33.02,67.0,0.2,73.05
2019-11-21 12:00:00,308.25,200.0,26.55,25.75,26.55,0.2,114.03
2019-11-21 13:00:00,223.0,136.0,27.0,23.55,27.48,0.15,143.18
2019-11-21 14:00:00,222.5,135.5,23.1,22.8,24.45,,154.32
2019-11-21 15:00:00,197.5,118.5,21.65,24.12,23.02,,157.15
2019-11-21 16:00:00,184.5,110.5,21.27,22.02,22.17,,139.72
2019-11-21 17:00:00,202.0,109.5,23.22,20.2,22.48,,111.75
2019-11-21 18:00:00,311.0,124.0,29.02,13.45,21.4,0.4,69.85
2019-11-21 19:00:00,368.5,158.5,36.95,17.15,19.88,,46.2
2019-11-21 20:00:00,313.5,173.0,36.78,16.8,17.48,,42.77
2019-11-21 21:00:00,319.0,187.0,40.55,15.32,15.3,0.2,24.7
2019-11-21 22:00:00,388.0,213.0,52.22,10.47,13.95,0.3,8.2
2019-11-21 23:00:00,397.0,224.5,49.03,8.25,14.5,0.4,11.05
2019-11-22 00:00:00,350.0,226.0,41.7,12.73,13.23,0.25,15.28
2019-11-22 01:00:00,360.0,233.5,48.62,2.88,13.43,0.47,5.65
2019-11-22 02:00:00,398.5,244.0,58.83,0.3,14.07,0.5,0.35
2019-11-22 03:00:00,406.0,246.5,57.4,6.3,13.75,0.8,0.88
2019-11-22 04:00:00,419.5,263.5,76.38,4.8,13.6,1.32,1.38
2019-11-22 05:00:00,450.0,270.5,192.3,,16.32,1.83,1.73
2019-11-22 06:00:00,493.0,266.5,246.12,,21.55,1.47,2.12
2019-11-22 07:00:00,493.0,263.0,197.9,,17.48,0.1,4.88
2019-11-22 08:00:00,485.0,268.5,163.35,15.0,14.6,0.35,4.55
2019-11-22 09:00:00,528.0,299.5,122.1,34.4,34.97,0.4,10.8
2019-11-22 10:00:00,511.5,306.0,73.43,46.45,55.72,,50.05
2019-11-22 11:00:00,467.0,293.0,57.57,37.38,57.98,0.2,99.35
2019-11-22 12:00:00,384.0,234.0,32.0,33.42,42.67,0.1,142.57
2019-11-22 13:00:00,286.5,172.5,28.6,26.88,35.12,0.2,161.57
2019-11-22 14:00:00,245.0,153.5,21.62,24.93,40.42,,160.2
2019-11-22 15:00:00,205.0,123.0,18.98,24.6,24.58,,148.4
2019-11-22 16:00:00,179.0,101.5,19.5,24.68,19.68,,132.68
2019-11-22 17:00:00,205.5,98.5,24.65,22.43,20.73,,95.45
2019-11-22 18:00:00,310.0,109.5,30.88,16.88,24.35,0.1,61.8
2019-11-22 19:00:00,344.0,126.0,40.85,18.52,25.82,0.35,43.17
2019-11-22 20:00:00,380.5,154.5,78.08,6.0,25.22,0.85,8.03
2019-11-22 21:00:00,438.0,190.0,96.75,,26.27,1.17,3.02
2019-11-22 22:00:00,403.5,209.0,64.9,1.95,28.98,1.02,4.1
2019-11-22 23:00:00,395.5,215.0,62.77,1.7,24.77,1.1,2.98
2019-11-23 00:00:00,400.0,223.0,70.83,,26.45,0.85,6.9
2019-11-23 01:00:00,371.5,223.0,46.45,9.05,29.9,0.1,10.88
2019-11-23 02:00:00,302.5,190.5,45.47,7.67,25.85,,5.15
2019-11-23 03:00:00,258.5,166.0,38.95,13.95,28.4,,5.22
2019-11-23 04:00:00,245.5,142.0,49.73,6.9,22.25,,1.57
2019-11-23 05:00:00,220.0,121.5,32.73,19.05,16.38,,4.75
2019-11-23 06:00:00,223.5,136.0,35.53,15.0,8.8,0.1,1.88
2019-11-23 07:00:00,238.0,151.0,31.27,16.52,8.68,0.18,4.35
2019-11-23 08:00:00,227.5,152.0,32.08,17.7,12.65,0.3,5.5
2019-11-23 09:00:00,210.0,141.5,24.75,19.2,19.1,0.15,13.85
2019-11-23 10:00:00,200.5,129.5,22.7,15.6,23.35,0.1,22.82
2019-11-23 11:00:00,184.0,115.5,21.62,17.62,22.45,,35.67
2019-11-23 12:00:00,164.5,99.0,21.07,19.35,20.52,0.1,48.92
2019-11-23 13:00:00,152.5,84.5,20.62,18.08,16.43,0.2,61.0
2019-11-23 14:00:00,141.5,73.0,19.52,20.15,15.32,0.1,72.33
2019-11-23 15:00:00,121.0,56.5,18.05,24.05,14.43,,77.97
2019-11-23 16:00:00,116.5,56.0,19.1,24.27,14.0,0.1,82.45
2019-11-23 17:00:00,118.5,56.0,21.02,21.73,14.05,,67.35
2019-11-23 18:00:00,115.5,43.5,31.62,13.38,16.25,0.2,36.28
2019-11-23 19:00:00,157.5,53.5,43.55,8.32,17.55,0.38,14.47
2019-11-23 20:00:00,202.5,78.5,42.4,7.1,20.77,0.67,14.1
2019-11-23 21:00:00,218.5,99.0,36.92,9.25,23.55,0.53,19.25
2019-11-23 22:00:00,205.5,104.0,32.8,9.8,20.4,0.5,19.9
2019-11-23 23:00:00,191.0,102.0,32.48,7.9,21.55,0.5,19.77
2019-11-24 00:00:00,216.0,112.5,31.32,11.9,20.92,0.45,19.38
2019-11-24 01:00:00,203.0,116.0,23.93,14.1,19.67,0.12,25.82
2019-11-24 02:00:00,166.5,105.0,24.12,16.25,17.57,,23.6
2019-11-24 03:00:00,164.5,101.5,26.2,12.55,15.9,,22.5
2019-11-24 04:00:00,149.5,89.0,28.25,13.62,18.05,,15.97
2019-11-24 05:00:00,130.0,77.0,24.48,15.1,15.83,,23.05
2019-11-24 06:00:00,130.5,81.5,26.3,14.9,13.35,0.2,16.1
2019-11-24 07:00:00,133.5,84.0,28.05,11.8,13.1,0.3,10.73
2019-11-24 08:00:00,152.5,94.5,27.5,10.88,13.8,0.48,12.98
2019-11-24 09:00:00,189.5,113.5,25.1,11.43,19.38,0.5,28.17
2019-11-24 10:00:00,197.0,117.5,21.17,12.43,25.75,0.38,49.58
2019-11-24 11:00:00,163.5,99.0,18.95,16.68,23.8,0.17,71.62
2019-11-24 12:00:00,115.5,66.0,14.85,18.05,15.85,0.1,78.98
2019-11-24 13:00:00,78.5,41.0,14.02,21.65,13.82,0.1,79.17
2019-11-24 14:00:00,58.5,30.0,14.22,22.98,10.3,,77.23
2019-11-24 15:00:00,54.0,26.0,14.65,27.0,8.0,,80.4
2019-11-24 16:00:00,62.5,29.0,16.52,23.42,8.7,0.1,76.5
2019-11-24 17:00:00,83.0,33.5,21.6,17.9,10.35,0.12,55.93
2019-11-24 18:00:00,122.0,43.5,29.33,9.45,15.03,0.45,38.73
2019-11-24 19:00:00,181.5,64.5,36.35,3.42,17.12,0.4,22.65
2019-11-24 20:00:00,229.5,98.0,36.92,6.02,18.1,0.6,23.38
2019-11-24 21:00:00,230.0,118.5,32.85,7.55,17.98,0.53,25.48
2019-11-24 22:00:00,231.0,122.0,34.23,5.12,17.2,0.6,14.68
2019-11-24 23:00:00,238.0,127.0,35.0,8.2,17.4,0.53,12.07
2019-11-25 00:00:00,227.0,135.0,36.1,8.88,17.6,0.5,8.3
2019-11-25 01:00:00,237.5,149.5,37.73,9.73,17.8,0.12,9.07
2019-11-25 02:00:00,238.5,143.0,28.7,18.15,16.95,,18.55
2019-11-25 03:00:00,231.0,128.0,28.9,14.65,12.75,,12.18
2019-11-25 04:00:00,227.5,128.5,35.73,9.78,15.95,,5.33
2019-11-25 05:00:00,206.0,121.0,49.75,2.4,10.97,0.1,1.55
2019-11-25 06:00:00,213.0,110.0,80.47,,3.12,0.12,1.1
2019-11-25 07:00:00,236.5,117.0,48.92,9.0,2.4,0.23,1.12
2019-11-25 08:00:00,260.0,138.0,54.95,1.27,2.83,0.53,2.08
2019-11-25 09:00:00,325.5,180.5,49.62,5.58,18.35,0.65,7.82
2019-11-25 10:00:00,325.5,186.0,36.38,13.52,40.67,0.25,33.8
2019-11-25 11:00:00,227.0,134.0,23.62,21.15,39.6,,61.75
2019-11-25 12:00:00,155.0,92.5,20.52,21.88,34.58,,78.5
2019-11-25 13:00:00,111.0,61.5,16.65,21.75,23.85,0.18,90.28
2019-11-25 14:00:00,78.5,43.5,15.47,20.67,19.65,0.12,97.83
2019-11-25 15:00:00,76.0,40.5,16.18,24.23,19.7,0.2,105.75
2019-11-25 16:00:00,100.5,46.0,16.45,18.23,20.05,0.32,109.88
2019-11-25 17:00:00,104.5,51.0,14.2,15.57,21.82,0.3,92.12
2019-11-25 18:00:00,102.5,50.5,15.77,12.03,20.65,0.32,70.2
2019-11-25 19:00:00,134.5,66.0,20.6,9.0,17.4,0.45,46.05
2019-11-25 20:00:00,173.5,94.5,28.33,6.65,16.52,0.6,22.43
2019-11-25 21:00:00,183.0,95.5,35.73,1.0,15.45,0.57,9.45
2019-11-25 22:00:00,187.5,94.5,40.47,4.45,16.73,0.7,3.88
2019-11-25 23:00:00,198.0,111.5,39.77,7.28,15.3,0.8,3.97
2019-11-26 00:00:00,187.0,114.0,35.17,12.02,16.38,0.65,4.75
2019-11-26 01:00:00,175.0,111.0,31.7,13.18,16.3,0.28,5.85
2019-11-26 02:00:00,170.0,109.0,28.73,14.88,15.32,0.2,5.95
2019-11-26 03:00:00,153.0,101.0,27.3,7.6,14.75,0.15,7.7
2019-11-26 04:00:00,137.0,92.5,25.52,11.43,14.18,0.1,7.23
2019-11-26 05:00:00,153.5,93.0,28.32,6.0,14.72,0.2,3.15
2019-11-26 06:00:00,191.5,98.5,34.78,2.9,15.8,0.23,1.1
2019-11-26 07:00:00,200.0,101.5,34.3,2.85,15.75,0.32,1.5
2019-11-26 08:00:00,196.5,103.5,34.12,6.4,16.55,0.4,2.4
2019-11-26 09:00:00,210.0,113.5,40.0,4.62,26.73,0.45,7.0
2019-11-26 10:00:00,226.0,128.0,38.65,9.4,63.68,0.45,27.85
2019-11-26 11:00:00,253.0,141.5,37.6,13.0,67.95,0.43,43.12
2019-11-26 12:00:00,245.0,135.5,35.48,14.48,54.9,0.25,81.58
2019-11-26 13:00:00,229.5,117.0,45.15,8.15,48.53,0.4,116.85
2019-11-26 14:00:00,235.0,113.0,40.62,11.12,42.98,0.35,143.3
2019-11-26 15:00:00,205.5,101.5,25.03,15.45,31.52,0.15,135.2
2019-11-26 16:00:00,153.0,76.5,18.58,16.65,25.68,,102.05
2019-11-26 17:00:00,130.5,63.5,18.45,12.95,21.1,,78.4
2019-11-26 18:00:00,196.5,75.5,20.6,11.08,43.05,0.25,52.25
2019-11-26 19:00:00,203.0,65.0,16.6,12.55,26.82,0.1,43.35
2019-11-26 20:00:00,122.0,40.5,17.3,13.3,17.05,0.1,36.92
2019-11-26 21:00:00,80.5,33.5,17.45,14.65,14.35,,30.53
2019-11-26 22:00:00,62.5,31.5,18.4,16.08,17.48,,27.1
2019-11-26 23:00:00,62.0,35.0,18.57,16.4,18.58,,25.7
2019-11-27 00:00:00,55.0,33.0,17.7,15.62,15.55,,22.07
2019-11-27 01:00:00,45.5,25.0,17.48,15.62,16.25,0.12,25.55
2019-11-27 02:00:00,44.25,20.0,17.7,15.1,17.75,0.4,16.6
2019-11-27 03:00:00,42.75,21.25,15.0,10.5,23.2,0.15,23.4
2019-11-27 04:00:00,36.0,16.75,13.95,12.82,19.92,0.1,21.78
2019-11-27 05:00:00,32.75,17.5,14.1,11.15,15.43,0.15,16.2
2019-11-27 06:00:00,26.25,14.25,15.43,8.68,15.65,0.2,11.6
2019-11-27 07:00:00,40.0,18.5,18.1,8.88,17.15,0.1,7.28
2019-11-27 08:00:00,57.25,22.5,40.55,4.35,17.7,0.3,3.0
2019-11-27 09:00:00,80.25,31.0,30.1,14.08,28.32,0.23,12.97
2019-11-27 10:00:00,105.0,36.5,30.62,12.62,32.62,0.35,22.57
2019-11-27 11:00:00,119.0,48.25,26.3,15.2,31.5,0.32,37.73
2019-11-27 12:00:00,142.5,64.0,29.77,13.42,32.95,0.38,55.55
2019-11-27 13:00:00,161.0,68.75,27.3,13.15,29.02,0.18,72.05
2019-11-27 14:00:00,140.25,58.75,22.35,12.88,25.65,0.2,77.7
2019-11-27 15:00:00,154.75,69.75,22.75,10.43,21.58,0.3,98.05
2019-11-27 16:00:00,192.75,85.25,30.25,5.55,12.8,0.45,21.42
2019-11-27 17:00:00,183.0,107.0,27.25,6.15,10.8,0.65,21.7
2019-11-27 18:00:00,130.0,91.0,23.5,15.23,11.3,0.47,32.5
2019-11-27 19:00:00,123.0,85.5,23.47,17.68,12.3,,37.4
2019-11-27 20:00:00,117.0,80.0,22.88,18.67,12.12,,36.88
2019-11-27 21:00:00,85.5,60.0,15.03,23.43,13.4,,59.08
2019-11-27 22:00:00,53.0,40.0,14.0,19.38,12.7,,52.25
2019-11-27 23:00:00,22.0,14.0,14.75,18.3,13.45,,48.92
2019-11-28 00:00:00,47.0,15.0,16.88,15.92,15.35,,41.4
2019-11-28 01:00:00,68.0,17.0,14.88,14.72,11.98,0.23,39.02
2019-11-28 02:00:00,99.0,20.5,15.65,11.88,11.53,0.23,39.65
2019-11-28 03:00:00,73.0,16.0,12.9,10.65,11.75,0.3,40.78
2019-11-28 04:00:00,14.0,10.5,12.53,10.1,10.95,0.35,32.2
2019-11-28 05:00:00,22.0,17.0,12.2,10.33,11.65,0.35,31.38
2019-11-28 06:00:00,44.5,22.0,12.25,15.42,14.6,0.28,36.25
2019-11-28 07:00:00,50.5,20.5,13.77,14.93,14.22,0.23,33.6
2019-11-28 08:00:00,33.5,18.0,11.35,16.02,13.1,0.2,42.52
2019-11-28 09:00:00,27.0,17.0,11.45,17.05,11.32,0.2,43.08
2019-11-28 10:00:00,,,11.93,15.6,13.32,0.2,42.12
2019-11-28 11:00:00,23.0,19.0,13.12,16.27,11.68,0.3,41.85
2019-11-28 12:00:00,23.0,19.0,11.85,17.8,6.92,0.35,48.1
2019-11-28 13:00:00,42.0,34.0,11.8,14.7,8.0,0.23,57.5
2019-11-28 14:00:00,38.0,31.0,11.45,16.07,6.32,0.25,58.53
2019-11-28 15:00:00,36.0,27.5,11.9,16.12,5.53,0.2,60.17
2019-11-28 16:00:00,37.0,27.0,11.75,15.4,6.7,0.15,63.02
2019-11-28 17:00:00,43.0,30.5,13.68,16.18,6.88,0.1,56.58
2019-11-28 18:00:00,45.5,37.0,15.25,20.1,9.65,0.12,44.55
2019-11-28 19:00:00,50.0,37.0,15.77,22.02,7.98,0.3,38.7
2019-11-28 20:00:00,51.5,31.5,17.52,20.6,9.07,0.3,33.15
2019-11-28 21:00:00,41.5,29.0,19.62,20.85,7.62,0.35,27.42
2019-11-28 22:00:00,57.0,34.0,26.2,18.12,7.33,0.55,15.65
2019-11-28 23:00:00,70.5,39.5,26.55,15.6,7.7,0.67,4.65
2019-11-29 00:00:00,69.5,40.5,23.8,14.2,8.9,0.52,4.82
2019-11-29 01:00:00,53.5,30.5,20.48,14.28,8.7,0.12,7.28
2019-11-29 02:00:00,31.0,19.0,16.55,16.52,8.2,0.1,11.7
2019-11-29 03:00:00,30.5,20.0,16.05,15.6,10.05,0.1,9.25
2019-11-29 04:00:00,33.0,22.0,14.5,18.58,10.52,,9.43
2019-11-29 05:00:00,32.0,22.0,14.15,19.45,5.78,,9.07
2019-11-29 06:00:00,38.5,30.0,16.35,19.27,1.27,0.2,5.08
2019-11-29 07:00:00,43.0,34.5,15.12,19.9,0.1,,3.22
2019-11-29 08:00:00,42.5,31.0,18.9,19.2,0.42,0.12,3.67
2019-11-29 09:00:00,50.0,36.0,20.77,21.57,4.17,0.18,12.33
2019-11-29 10:00:00,60.5,45.5,19.23,20.83,7.95,0.23,24.95
2019-11-29 11:00:00,59.0,42.5,15.65,20.15,13.85,0.1,40.6
2019-11-29 12:00:00,48.0,34.0,13.53,21.55,17.27,0.1,57.83
2019-11-29 13:00:00,44.0,32.0,11.95,20.55,11.62,0.2,68.4
2019-11-29 14:00:00,39.0,27.5,11.82,21.7,10.68,0.2,75.65
2019-11-29 15:00:00,39.5,25.5,13.48,22.05,9.65,0.18,81.12
2019-11-29 16:00:00,54.0,33.5,15.0,22.33,13.65,0.18,77.38
