Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3),SO2 (ug/m3)
2019-11-01 07:00:00,460.0,350.5,40.97,22.85,1.77,4.45,8.28
2019-11-01 08:00:00,462.0,339.0,41.6,27.8,1.7,5.12,9.5
2019-11-01 09:00:00,458.0,333.5,41.4,26.75,1.7,5.12,4.83
2019-11-01 10:00:00,449.5,322.5,44.45,26.05,1.7,8.25,4.33
2019-11-01 11:00:00,449.5,321.5,44.7,21.65,1.62,22.6,3.25
2019-11-01 12:00:00,472.5,347.0,48.92,16.92,1.62,41.33,2.95
2019-11-01 13:00:00,516.0,396.0,45.28,12.25,1.68,63.8,6.93
2019-11-01 14:00:00,562.5,428.0,45.15,11.73,1.83,90.5,7.3
2019-11-01 15:00:00,591.5,429.5,45.4,11.2,1.85,105.35,8.8
2019-11-01 16:00:00,579.5,428.0,43.45,11.57,1.88,107.47,7.5
2019-11-01 17:00:00,542.0,355.0,43.7,10.53,1.8,79.4,6.22
2019-11-01 18:00:00,505.0,349.5,44.85,10.43,1.73,53.62,4.25
2019-11-01 19:00:00,471.0,297.5,38.28,9.38,1.55,50.35,4.42
2019-11-01 20:00:00,304.0,167.0,32.2,7.7,1.2,45.35,5.58
2019-11-01 21:00:00,149.0,89.0,31.18,6.53,1.02,36.23,9.62
2019-11-01 22:00:00,133.0,93.5,30.77,5.97,0.93,19.25,11.12
2019-11-01 23:00:00,123.5,88.0,30.73,6.8,0.8,12.38,9.0
2019-11-02 00:00:00,135.0,84.5,31.15,6.57,0.7,7.17,8.47
2019-11-02 01:00:00,126.0,88.0,30.7,7.02,0.65,7.8,8.48
2019-11-02 02:00:00,105.5,84.0,33.42,7.12,0.6,5.8,7.4
2019-11-02 03:00:00,103.5,78.5,27.5,7.9,0.6,3.82,
2019-11-02 04:00:00,102.0,80.5,27.32,8.18,0.6,3.0,
2019-11-02 05:00:00,104.0,83.0,27.95,8.18,0.6,3.35,
2019-11-02 06:00:00,103.5,79.0,27.95,8.62,0.6,3.03,
2019-11-02 07:00:00,100.0,74.0,28.57,9.0,0.57,3.02,
2019-11-02 08:00:00,103.0,77.0,30.25,10.55,0.55,3.12,
2019-11-02 09:00:00,123.5,86.5,30.0,11.15,0.6,3.7,5.2
2019-11-02 10:00:00,208.5,149.5,38.28,11.18,0.65,6.08,6.83
2019-11-02 11:00:00,341.5,255.5,45.38,11.23,0.82,13.63,5.78
2019-11-02 12:00:00,479.5,369.5,51.0,9.95,1.1,25.75,5.35
2019-11-02 13:00:00,551.0,432.0,48.45,8.35,1.35,36.17,6.05
2019-11-02 14:00:00,500.0,385.0,43.97,7.95,1.48,43.05,6.85
2019-11-02 15:00:00,456.5,342.0,46.38,6.85,1.5,41.7,7.15
2019-11-02 16:00:00,600.0,468.5,57.3,7.33,1.75,29.85,7.15
2019-11-02 17:00:00,794.5,651.0,70.0,8.55,2.05,20.08,7.45
2019-11-02 18:00:00,851.0,828.0,78.93,10.57,2.27,10.88,8.9
2019-11-02 19:00:00,998.0,907.0,67.35,8.62,2.4,7.95,10.07
2019-11-02 20:00:00,917.5,797.5,63.8,7.17,2.38,6.3,10.6
2019-11-02 21:00:00,805.5,696.5,61.62,7.65,2.3,5.62,2.15
2019-11-02 22:00:00,775.5,671.0,61.82,6.9,2.2,5.52,1.15
2019-11-02 23:00:00,779.0,676.0,61.8,7.2,2.2,4.78,1.15
2019-11-03 00:00:00,786.0,677.5,60.7,7.43,2.12,4.82,0.57
2019-11-03 01:00:00,753.5,647.5,56.85,7.58,2.08,4.78,0.48
2019-11-03 02:00:00,639.5,549.0,53.82,7.28,1.92,4.5,1.4
2019-11-03 03:00:00,582.5,494.0,47.65,8.85,1.8,4.45,6.0
2019-11-03 04:00:00,575.0,478.5,45.15,9.15,1.8,4.28,6.1
2019-11-03 05:00:00,643.0,513.0,50.38,11.53,1.8,4.58,6.62
2019-11-03 06:00:00,798.0,627.0,55.85,10.97,2.02,4.55,6.65
2019-11-03 07:00:00,860.5,699.0,57.33,8.65,2.18,4.55,5.85
2019-11-03 08:00:00,843.0,701.0,58.05,7.07,2.15,4.72,5.85
2019-11-03 09:00:00,826.5,695.5,56.6,7.38,2.1,5.4,7.83
2019-11-03 10:00:00,832.5,714.0,58.08,7.53,2.08,5.12,7.7
2019-11-03 11:00:00,800.0,693.0,55.65,7.25,2.0,5.45,7.38
2019-11-03 12:00:00,738.0,635.0,55.97,7.28,1.9,6.67,8.25
2019-11-03 13:00:00,782.0,672.5,65.97,8.9,1.88,9.5,10.02
2019-11-03 14:00:00,792.0,678.5,51.48,8.1,1.8,13.78,12.32
2019-11-03 15:00:00,662.5,563.5,48.62,7.0,1.77,19.83,5.5
2019-11-03 16:00:00,471.5,403.0,42.77,5.75,1.55,25.62,5.15
2019-11-03 17:00:00,330.0,277.5,41.15,5.4,1.35,27.27,5.2
2019-11-03 18:00:00,296.5,247.0,40.77,5.6,1.23,19.12,3.55
2019-11-03 19:00:00,265.5,222.5,39.85,6.25,1.1,7.73,3.92
2019-11-03 20:00:00,229.5,192.0,39.65,6.65,1.0,5.28,4.6
2019-11-03 21:00:00,188.0,148.5,38.88,7.12,0.9,3.83,5.95
2019-11-03 22:00:00,150.5,117.5,38.07,8.05,0.8,3.85,5.62
2019-11-03 23:00:00,133.5,108.0,37.28,7.97,0.8,3.45,6.7
2019-11-04 00:00:00,134.0,104.0,36.78,8.82,0.72,3.52,6.8
2019-11-04 01:00:00,149.0,112.5,37.1,9.18,0.78,3.75,4.33
2019-11-04 02:00:00,168.5,125.0,41.07,9.4,0.8,3.95,4.0
2019-11-04 03:00:00,173.5,130.0,32.9,11.6,0.8,3.33,8.2
2019-11-04 04:00:00,191.5,148.0,34.0,10.73,0.8,3.45,11.82
2019-11-04 05:00:00,213.5,162.0,34.05,12.0,0.8,3.4,10.9
2019-11-04 06:00:00,227.0,166.5,34.95,11.3,0.8,3.52,10.93
2019-11-04 07:00:00,294.5,219.5,38.25,13.07,0.9,4.17,10.45
2019-11-04 08:00:00,385.5,295.0,47.65,16.25,1.02,4.8,10.9
2019-11-04 09:00:00,489.0,389.5,41.6,17.1,1.1,6.78,6.58
2019-11-04 10:00:00,574.5,479.0,41.53,12.68,1.3,6.9,5.45
2019-11-04 11:00:00,512.0,436.5,41.62,7.85,1.4,9.93,4.02
2019-11-04 12:00:00,389.0,321.5,39.0,6.6,1.38,17.73,2.22
2019-11-04 13:00:00,349.0,272.0,38.15,6.92,1.3,28.73,2.15
2019-11-04 14:00:00,340.5,260.5,36.0,7.38,1.25,34.33,10.97
2019-11-04 15:00:00,278.0,205.5,35.42,6.33,0.98,34.97,11.5
2019-11-04 16:00:00,195.5,133.5,28.12,7.4,0.75,39.5,9.55
2019-11-04 17:00:00,152.0,95.0,13.57,5.28,0.53,45.1,13.12
2019-11-04 18:00:00,149.5,90.5,23.2,7.0,0.67,25.45,13.12
2019-11-04 19:00:00,151.5,93.5,59.3,9.35,0.7,13.58,9.72
2019-11-04 20:00:00,154.5,95.5,67.85,,0.7,8.25,7.3
2019-11-04 21:00:00,164.0,101.0,44.0,10.2,0.85,,8.25
2019-11-04 22:00:00,141.0,97.0,32.27,8.52,0.5,,11.52
2019-11-04 23:00:00,144.0,100.25,32.4,7.58,0.55,,11.73
2019-11-05 00:00:00,152.25,110.0,32.17,6.6,0.6,,13.0
2019-11-05 01:00:00,151.5,111.5,29.05,6.15,0.55,,13.53
2019-11-05 02:00:00,162.75,120.25,23.95,4.45,0.5,,15.25
2019-11-05 03:00:00,191.5,133.0,22.85,4.7,0.6,,5.95
2019-11-05 04:00:00,230.5,186.5,32.83,6.35,0.7,,4.25
2019-11-05 05:00:00,260.0,213.75,41.62,7.83,0.72,,3.42
2019-11-05 06:00:00,223.25,179.0,32.5,6.38,0.7,,4.1
2019-11-05 07:00:00,210.5,166.0,31.4,6.52,0.7,,4.62
2019-11-05 08:00:00,213.75,167.25,31.92,8.0,0.7,,4.95
2019-11-05 09:00:00,244.25,186.75,28.52,7.88,0.78,,7.2
2019-11-05 10:00:00,268.75,207.75,28.85,8.32,0.85,,7.05
2019-11-05 11:00:00,262.0,196.5,36.25,7.75,0.9,,7.12
2019-11-05 12:00:00,200.25,139.0,52.58,7.75,0.8,,4.2
2019-11-05 13:00:00,143.25,82.0,43.38,7.55,0.68,,3.3
2019-11-05 14:00:00,120.25,62.75,28.92,6.47,0.5,,5.47
2019-11-05 15:00:00,106.25,54.75,28.27,5.12,0.47,,7.22
2019-11-05 16:00:00,87.75,42.0,29.85,4.53,0.4,,6.97
2019-11-05 17:00:00,80.5,34.75,33.77,5.27,0.4,,6.38
2019-11-05 18:00:00,73.5,33.5,48.52,7.4,0.45,,3.65
2019-11-05 19:00:00,84.0,41.0,54.15,,0.9,,5.7
2019-11-05 20:00:00,,,55.9,,0.85,,
2019-11-05 21:00:00,,,41.0,16.0,0.6,18.55,10.65
2019-11-05 22:00:00,,,31.37,15.45,0.5,5.65,14.25
2019-11-05 23:00:00,224.0,122.0,29.75,15.78,0.62,5.12,16.0
2019-11-06 00:00:00,205.75,117.0,29.1,15.3,0.7,4.53,15.72
2019-11-06 01:00:00,154.0,104.25,34.25,15.38,0.75,3.95,15.1
2019-11-06 02:00:00,160.5,107.5,43.9,16.4,0.85,3.95,13.7
2019-11-06 03:00:00,153.0,97.0,46.38,,1.2,6.47,6.7
2019-11-06 04:00:00,,,49.75,,1.2,8.85,3.4
2019-11-06 05:00:00,,,37.55,27.0,1.0,4.38,11.5
2019-11-06 06:00:00,152.0,105.0,27.3,26.1,0.7,4.57,14.85
2019-11-06 07:00:00,156.75,109.0,26.12,26.95,0.7,4.47,17.02
2019-11-06 08:00:00,173.0,121.0,26.4,31.4,0.78,4.77,16.5
2019-11-06 09:00:00,186.0,125.75,25.32,30.7,0.78,5.65,7.67
2019-11-06 10:00:00,195.75,130.75,18.12,23.43,0.7,8.78,8.4
2019-11-06 11:00:00,150.75,93.0,16.02,13.47,0.62,13.52,8.55
2019-11-06 12:00:00,126.0,63.25,16.75,8.25,0.6,17.93,9.9
2019-11-06 13:00:00,141.75,58.25,22.0,7.08,0.6,17.8,9.77
2019-11-06 14:00:00,109.0,41.0,26.25,6.83,0.53,18.9,8.25
2019-11-06 15:00:00,106.75,37.0,31.18,6.45,0.5,21.57,6.32
2019-11-06 16:00:00,90.25,32.75,30.52,8.32,0.43,27.45,5.15
2019-11-06 17:00:00,106.0,32.25,24.48,6.65,0.4,31.92,6.5
2019-11-06 18:00:00,149.75,43.0,28.55,8.32,0.47,27.85,6.95
2019-11-06 19:00:00,135.0,51.5,46.88,10.0,0.6,22.15,4.65
2019-11-06 20:00:00,183.0,68.0,56.17,,0.7,23.2,2.8
2019-11-06 21:00:00,234.0,118.0,59.05,,1.15,26.15,
2019-11-06 22:00:00,,,37.38,9.5,0.75,16.85,10.5
2019-11-06 23:00:00,261.0,167.0,28.67,8.32,0.62,11.9,13.18
2019-11-07 00:00:00,258.0,164.25,28.8,7.65,0.7,8.47,14.2
2019-11-07 01:00:00,245.25,153.5,29.35,8.28,0.7,7.4,13.85
2019-11-07 02:00:00,226.75,142.0,36.45,8.38,0.75,9.95,13.55
2019-11-07 03:00:00,202.75,128.25,43.35,,0.8,9.3,5.25
2019-11-07 04:00:00,196.0,123.0,49.1,,0.95,7.75,5.8
2019-11-07 05:00:00,,,51.5,,1.2,8.8,
2019-11-07 06:00:00,,,37.2,13.6,1.0,,10.45
2019-11-07 07:00:00,298.0,179.0,28.35,16.15,0.72,,14.47
2019-11-07 08:00:00,306.5,182.0,28.65,20.65,1.0,,14.97
2019-11-07 09:00:00,336.75,197.5,31.35,24.38,1.1,7.4,8.43
2019-11-07 10:00:00,343.75,222.5,39.65,19.08,1.17,7.3,6.77
2019-11-07 11:00:00,311.0,233.25,50.52,,1.2,5.45,5.7
2019-11-07 12:00:00,278.0,216.0,57.3,,1.2,4.4,4.7
2019-11-07 13:00:00,278.0,216.0,39.53,16.6,1.45,5.7,11.9
2019-11-07 14:00:00,280.0,219.0,29.8,15.53,1.25,8.02,12.65
2019-11-07 15:00:00,248.0,191.0,32.65,14.32,1.27,9.77,7.3
2019-11-07 16:00:00,192.0,142.5,31.65,13.68,1.15,14.18,8.35
2019-11-07 17:00:00,190.0,135.5,32.5,21.82,1.25,15.85,8.77
2019-11-07 18:00:00,224.5,166.0,33.25,17.65,1.2,14.68,9.4
2019-11-07 19:00:00,258.0,174.0,34.35,14.45,1.23,9.57,10.38
2019-11-07 20:00:00,295.5,203.0,35.3,12.62,1.3,9.52,9.85
2019-11-07 21:00:00,297.0,218.5,35.4,13.23,1.3,8.65,8.97
2019-11-07 22:00:00,286.5,211.5,35.8,14.97,1.4,7.05,8.85
2019-11-07 23:00:00,281.5,203.0,36.65,16.88,1.4,7.08,9.35
2019-11-08 00:00:00,264.5,193.5,36.8,17.23,1.4,5.38,10.07
2019-11-08 01:00:00,245.0,179.5,36.72,18.2,1.3,4.0,10.5
2019-11-08 02:00:00,231.0,170.0,41.3,16.93,1.2,4.85,10.25
2019-11-08 03:00:00,261.0,211.0,34.0,15.65,1.2,4.28,5.85
2019-11-08 04:00:00,296.0,211.0,34.75,17.1,1.2,5.0,5.97
2019-11-08 05:00:00,314.0,228.0,36.23,17.85,1.17,4.8,7.38
2019-11-08 06:00:00,299.0,220.0,35.27,18.15,1.1,4.2,7.28
2019-11-08 07:00:00,248.5,183.0,38.93,18.93,1.02,4.78,7.47
2019-11-08 08:00:00,226.0,164.5,34.25,20.2,1.0,5.0,7.8
2019-11-08 09:00:00,246.0,173.0,33.28,23.55,1.05,5.03,10.03
2019-11-08 10:00:00,276.0,197.5,39.25,22.95,1.1,5.5,10.95
2019-11-08 11:00:00,278.5,203.0,38.65,20.6,1.1,7.88,10.7
2019-11-08 12:00:00,255.0,181.0,34.05,16.1,1.1,12.77,9.65
2019-11-08 13:00:00,216.0,144.0,33.67,11.03,1.05,19.27,10.6
2019-11-08 14:00:00,187.0,125.0,33.67,8.85,0.9,29.48,9.25
2019-11-08 15:00:00,181.5,124.5,36.17,8.57,0.75,35.55,11.53
2019-11-08 16:00:00,168.5,109.5,32.05,8.55,0.7,37.12,11.45
2019-11-08 17:00:00,148.5,91.5,35.12,8.1,0.62,36.85,9.8
2019-11-08 18:00:00,151.0,96.5,37.03,9.47,0.65,24.8,11.23
2019-11-08 19:00:00,163.5,109.0,31.97,8.57,0.6,11.95,12.12
2019-11-08 20:00:00,185.0,123.5,32.92,9.03,0.6,10.73,10.88
2019-11-08 21:00:00,198.0,130.5,33.62,9.7,0.62,5.67,5.1
2019-11-08 22:00:00,211.0,133.5,32.97,9.52,0.7,5.57,4.4
2019-11-08 23:00:00,231.0,146.5,33.15,10.9,0.7,5.05,3.8
2019-11-09 00:00:00,242.0,165.0,32.98,12.12,0.78,3.62,5.9
2019-11-09 01:00:00,242.0,179.5,32.83,12.23,0.8,3.95,7.78
2019-11-09 02:00:00,239.5,179.5,35.85,12.1,0.85,5.35,6.4
2019-11-09 03:00:00,279.5,213.0,31.4,11.15,1.0,5.4,5.95
2019-11-09 04:00:00,331.5,273.5,31.75,9.5,1.0,5.1,10.47
2019-11-09 05:00:00,341.5,296.0,31.62,8.95,1.0,4.38,9.1
2019-11-09 06:00:00,332.0,294.5,31.98,9.38,1.0,4.12,9.1
2019-11-09 07:00:00,345.5,306.0,33.73,10.5,1.0,5.0,11.43
2019-11-09 08:00:00,360.5,316.5,33.78,12.08,1.08,4.75,10.4
2019-11-09 09:00:00,310.0,267.0,32.15,12.35,1.02,4.4,6.4
2019-11-09 10:00:00,210.5,175.0,31.53,11.22,0.93,4.95,5.5
2019-11-09 11:00:00,140.5,107.5,31.75,7.75,0.8,9.4,3.53
2019-11-09 12:00:00,113.0,75.0,31.18,6.93,0.7,13.18,4.38
2019-11-09 13:00:00,97.5,54.0,30.55,6.0,0.57,14.15,4.72
2019-11-09 14:00:00,86.5,43.5,30.53,7.05,0.5,15.6,3.73
2019-11-09 15:00:00,86.5,45.5,30.45,6.17,0.4,18.07,5.38
2019-11-09 16:00:00,95.0,48.5,29.93,6.32,0.4,23.3,5.12
2019-11-09 17:00:00,92.5,46.0,34.65,6.72,0.4,24.65,7.55
2019-11-09 18:00:00,99.0,48.5,32.03,8.22,0.35,23.25,8.7
2019-11-09 19:00:00,135.0,73.0,27.65,8.78,0.4,12.9,11.07
2019-11-09 20:00:00,175.0,108.5,29.95,10.35,0.45,10.4,10.77
2019-11-09 21:00:00,239.0,166.5,31.53,9.35,0.57,9.43,2.42
2019-11-09 22:00:00,259.5,189.5,30.97,8.95,0.67,8.22,2.6
2019-11-09 23:00:00,225.0,164.5,30.38,8.47,0.7,5.72,3.75
2019-11-10 00:00:00,211.0,153.0,29.82,7.83,0.7,5.05,3.75
2019-11-10 01:00:00,206.5,152.0,30.27,7.85,0.7,5.03,3.3
2019-11-10 02:00:00,201.5,154.0,32.75,7.62,0.7,4.05,4.95
2019-11-10 03:00:00,195.0,154.0,26.5,7.75,0.7,4.75,7.1
2019-11-10 04:00:00,189.0,146.5,27.28,7.67,0.7,4.1,7.82
2019-11-10 05:00:00,186.5,143.0,28.1,9.4,0.7,4.55,6.62
2019-11-10 06:00:00,188.5,145.0,28.12,9.02,0.7,3.77,6.65
2019-11-10 07:00:00,177.0,140.0,27.85,9.78,0.6,3.75,8.38
2019-11-10 08:00:00,175.5,137.5,28.68,12.3,0.62,4.42,8.38
2019-11-10 09:00:00,214.0,167.0,29.67,12.57,0.7,5.38,5.62
2019-11-10 10:00:00,268.5,217.5,31.98,10.67,0.75,10.3,3.92
2019-11-10 11:00:00,271.5,218.5,30.75,8.52,0.8,15.55,3.47
2019-11-10 12:00:00,236.0,183.0,29.77,8.03,0.8,18.95,3.0
2019-11-10 13:00:00,195.5,146.5,30.67,8.0,0.72,18.1,4.2
2019-11-10 14:00:00,154.5,109.5,28.07,7.0,0.65,19.25,5.62
2019-11-10 15:00:00,133.0,88.0,28.02,6.98,0.6,23.45,4.72
2019-11-10 16:00:00,116.5,74.5,28.25,7.28,0.5,28.02,4.05
2019-11-10 17:00:00,113.0,64.5,28.15,6.83,0.5,31.73,3.8
2019-11-10 18:00:00,130.5,74.5,28.78,7.35,0.5,23.35,4.35
2019-11-10 19:00:00,157.5,96.5,29.45,7.43,0.5,15.1,4.8
2019-11-10 20:00:00,190.0,122.0,30.15,8.25,0.53,9.15,5.15
2019-11-10 21:00:00,244.0,169.0,30.95,9.25,0.65,7.65,8.82
2019-11-10 22:00:00,264.0,187.0,30.65,9.95,0.7,4.62,9.38
2019-11-10 23:00:00,238.5,169.5,30.4,11.0,0.75,3.78,9.57
2019-11-11 00:00:00,231.5,166.0,30.52,12.3,0.8,5.8,9.5
2019-11-11 01:00:00,228.5,168.0,31.1,11.45,0.8,4.9,9.97
2019-11-11 02:00:00,217.5,167.0,33.05,10.22,0.8,5.0,11.6
2019-11-11 03:00:00,214.0,167.0,26.85,10.05,0.8,4.7,5.45
2019-11-11 04:00:00,214.0,164.5,27.75,10.23,0.8,4.33,5.12
2019-11-11 05:00:00,210.0,163.5,28.55,12.12,0.8,3.7,5.78
2019-11-11 06:00:00,207.5,162.0,28.75,13.35,0.8,3.62,5.6
2019-11-11 07:00:00,208.5,163.5,29.73,15.6,0.8,3.98,5.7
2019-11-11 08:00:00,219.5,168.5,30.02,19.98,0.83,4.12,7.3
2019-11-11 09:00:00,260.0,193.0,30.75,22.45,0.93,4.85,6.62
2019-11-11 10:00:00,365.5,283.5,33.8,20.27,1.05,8.6,6.08
2019-11-11 11:00:00,472.0,380.0,34.2,13.85,1.15,13.95,5.75
2019-11-11 12:00:00,488.0,400.0,33.75,10.85,1.27,15.9,6.58
2019-11-11 13:00:00,374.0,302.5,31.35,9.32,1.15,14.48,7.12
2019-11-11 14:00:00,261.0,202.5,30.88,8.7,1.02,16.2,6.58
2019-11-11 15:00:00,220.0,165.0,30.58,7.65,0.88,18.9,5.2
2019-11-11 16:00:00,187.0,132.5,30.43,7.12,0.78,23.8,5.15
2019-11-11 17:00:00,165.5,113.5,30.25,7.18,0.7,27.05,4.83
2019-11-11 18:00:00,159.0,107.0,30.18,7.57,0.7,20.2,4.47
2019-11-11 19:00:00,183.5,122.5,29.82,8.18,0.6,15.72,6.5
2019-11-11 20:00:00,191.0,129.0,30.02,8.6,0.65,9.93,6.6
2019-11-11 21:00:00,202.5,138.0,30.65,8.47,0.7,6.38,7.78
2019-11-11 22:00:00,220.5,151.0,30.2,9.1,0.7,4.0,6.18
2019-11-11 23:00:00,268.0,183.0,30.93,9.6,0.78,5.05,7.17
2019-11-12 00:00:00,281.5,202.5,30.7,10.32,0.8,3.88,6.53
2019-11-12 01:00:00,239.0,186.5,31.07,12.15,0.8,3.65,6.9
2019-11-12 02:00:00,257.5,197.5,33.83,13.1,0.88,3.95,9.3
2019-11-12 03:00:00,306.5,238.5,27.3,14.05,1.0,3.88,8.35
2019-11-12 04:00:00,331.0,264.0,28.55,15.0,1.05,3.8,8.52
2019-11-12 05:00:00,320.5,255.0,29.27,16.52,1.1,3.9,9.35
2019-11-12 06:00:00,310.0,246.5,29.7,19.75,1.1,4.25,9.28
2019-11-12 07:00:00,316.5,248.5,30.25,22.85,1.1,3.8,9.6
2019-11-12 08:00:00,332.5,261.5,31.1,28.17,1.1,3.85,9.82
2019-11-12 09:00:00,392.0,308.5,32.12,29.43,1.17,4.58,6.97
2019-11-12 10:00:00,520.5,424.5,36.25,21.35,1.27,6.1,6.38
2019-11-12 11:00:00,624.0,532.0,36.7,13.85,1.35,8.52,6.38
2019-11-12 12:00:00,620.5,530.5,35.9,9.55,1.4,12.73,7.42
2019-11-12 13:00:00,521.5,434.0,36.35,10.17,1.38,12.32,6.77
2019-11-12 14:00:00,399.5,327.5,32.95,9.38,1.25,13.25,6.85
2019-11-12 15:00:00,317.5,255.0,30.4,7.7,1.08,14.07,4.75
2019-11-12 16:00:00,276.5,215.5,30.25,6.55,1.0,18.38,4.65
2019-11-12 17:00:00,294.0,225.5,30.03,7.32,0.9,22.77,8.48
2019-11-12 18:00:00,335.5,249.5,31.1,9.53,0.9,17.6,7.22
2019-11-12 19:00:00,352.0,265.0,31.62,9.8,0.95,9.55,8.45
2019-11-12 20:00:00,351.5,279.0,31.77,8.62,1.0,6.92,8.25
2019-11-12 21:00:00,364.5,296.5,31.27,8.6,1.02,6.6,6.18
2019-11-12 22:00:00,390.5,310.0,31.27,9.3,1.1,5.08,5.9
2019-11-12 23:00:00,427.0,337.5,32.12,10.05,1.2,4.38,6.1
2019-11-13 00:00:00,448.0,359.0,32.52,10.72,1.2,4.7,5.88
2019-11-13 01:00:00,464.0,385.0,33.55,11.12,1.3,5.08,6.6
2019-11-13 02:00:00,465.5,391.5,35.92,10.95,1.3,4.3,7.3
2019-11-13 03:00:00,461.0,388.5,29.55,11.1,1.3,4.08,7.15
2019-11-13 04:00:00,469.5,399.5,30.0,12.4,1.33,4.08,7.22
2019-11-13 05:00:00,471.5,396.5,31.23,12.9,1.4,3.95,6.85
2019-11-13 06:00:00,474.0,396.0,31.75,14.38,1.4,3.67,6.92
2019-11-13 07:00:00,486.5,409.5,33.0,17.38,1.4,4.25,7.65
2019-11-13 08:00:00,516.5,440.5,33.75,19.48,1.4,4.65,8.8
2019-11-13 09:00:00,563.5,474.0,33.62,20.32,1.45,5.17,6.22
2019-11-13 10:00:00,625.0,529.0,34.77,16.38,1.5,5.95,4.7
2019-11-13 11:00:00,565.5,478.0,33.25,11.3,1.42,7.05,4.92
2019-11-13 12:00:00,477.0,395.0,32.98,10.1,1.4,9.7,6.72
2019-11-13 13:00:00,466.5,380.5,33.23,9.53,1.3,11.68,7.27
2019-11-13 14:00:00,462.0,373.0,34.5,9.2,1.4,13.85,6.88
2019-11-13 15:00:00,490.5,378.5,35.72,10.3,1.6,14.95,8.15
2019-11-13 16:00:00,482.5,370.0,33.83,8.2,1.55,18.55,7.48
2019-11-13 17:00:00,429.0,341.0,33.97,10.07,1.45,18.02,7.82
2019-11-13 18:00:00,432.0,342.0,33.58,8.98,1.4,15.1,8.9
2019-11-13 19:00:00,434.5,351.5,33.73,8.9,1.33,8.35,7.8
2019-11-13 20:00:00,426.0,339.5,33.92,8.53,1.3,5.55,6.38
2019-11-13 21:00:00,445.5,353.5,34.55,10.27,1.3,5.43,1.73
2019-11-13 22:00:00,461.5,378.0,35.05,11.32,1.3,5.15,2.5
2019-11-13 23:00:00,473.5,383.5,35.0,11.3,1.3,4.53,3.2
2019-11-14 00:00:00,472.5,378.0,34.62,10.4,1.3,4.88,2.75
2019-11-14 01:00:00,474.0,385.0,35.33,10.55,1.38,4.95,2.98
2019-11-14 02:00:00,469.5,384.5,38.88,11.43,1.4,3.95,3.35
2019-11-14 03:00:00,454.5,377.5,30.5,12.65,1.4,4.15,6.85
2019-11-14 04:00:00,438.0,370.0,31.52,12.6,1.4,3.95,7.7
2019-11-14 05:00:00,438.0,364.0,32.15,12.35,1.4,4.15,7.22
2019-11-14 06:00:00,449.5,365.5,33.08,12.53,1.4,4.1,8.2
