Datetime,PM10 (ug/m3),NOx (ppb),Ozone (ug/m3),CO (mg/m3),PM2.5 (),NH3 (ug/m3),SO2 (ug/m3)
2020-01-21 11:00:00,479.25,51.76,20.3,1.65,219.0,27.63,6.12
2020-01-21 12:00:00,562.25,37.62,24.0,1.52,306.75,24.04,8.32
2020-01-21 13:00:00,496.5,27.52,27.12,1.36,253.5,20.95,7.97
2020-01-21 14:00:00,416.75,21.96,27.83,1.26,198.5,19.18,7.7
2020-01-21 15:00:00,337.75,19.6,29.55,1.18,190.25,18.57,8.02
2020-01-21 16:00:00,334.0,20.31,49.35,0.7,174.25,18.69,9.9
2020-01-21 17:00:00,259.75,26.15,43.45,0.57,144.75,20.34,7.65
2020-01-21 18:00:00,278.5,40.18,34.1,0.64,136.25,24.46,8.55
2020-01-21 19:00:00,310.75,105.99,20.27,3.08,144.75,43.13,9.75
2020-01-21 20:00:00,314.0,154.5,19.5,4.38,168.25,57.8,9.35
2020-01-21 21:00:00,383.5,143.41,20.1,5.03,204.0,54.65,10.1
2020-01-21 22:00:00,423.75,151.84,20.72,5.54,248.0,57.85,14.72
2020-01-21 23:00:00,440.75,147.91,19.9,5.73,262.5,56.1,14.28
2020-01-22 00:00:00,429.0,146.25,19.65,5.87,265.0,55.17,13.95
2020-01-22 01:00:00,381.5,149.78,19.88,5.59,260.25,56.74,14.2
2020-01-22 02:00:00,382.0,158.53,35.55,5.5,277.75,59.42,14.57
2020-01-22 03:00:00,381.0,185.01,38.08,5.52,288.75,67.25,15.9
2020-01-22 04:00:00,378.0,197.61,19.8,5.34,275.5,70.86,19.1
2020-01-22 05:00:00,402.0,165.06,16.35,4.35,300.25,61.09,17.88
2020-01-22 06:00:00,433.5,168.75,19.12,4.56,333.25,62.02,15.98
2020-01-22 07:00:00,428.25,98.11,23.57,2.4,335.0,41.25,13.95
2020-01-22 08:00:00,272.25,61.78,19.05,1.72,202.5,30.42,8.9
2020-01-22 09:00:00,259.0,51.69,16.9,1.76,175.75,27.13,6.6
2020-01-22 10:00:00,269.0,47.48,18.02,1.76,185.75,25.88,7.85
2020-01-22 11:00:00,306.75,50.13,19.82,1.81,186.0,26.76,8.7
2020-01-22 12:00:00,330.75,41.56,23.77,1.72,216.25,24.86,8.38
2020-01-22 13:00:00,291.25,38.62,32.22,1.61,212.0,24.13,7.55
2020-01-22 14:00:00,280.0,27.92,41.9,1.52,193.5,21.08,7.7
2020-01-22 15:00:00,254.0,27.22,41.8,1.29,176.0,21.24,10.6
2020-01-22 16:00:00,256.75,27.07,35.0,1.06,164.25,20.91,15.9
2020-01-22 17:00:00,237.0,26.23,40.58,0.83,143.5,20.19,16.12
2020-01-22 18:00:00,205.25,28.95,30.68,0.84,124.5,21.11,9.18
2020-01-22 19:00:00,203.0,33.16,20.32,1.0,130.75,22.27,7.12
2020-01-22 20:00:00,239.5,41.0,19.32,1.37,163.0,24.36,6.8
2020-01-22 21:00:00,272.5,52.89,18.88,1.81,157.25,28.15,6.4
2020-01-22 22:00:00,322.0,49.05,18.8,1.82,192.0,27.21,6.1
2020-01-22 23:00:00,195.25,42.36,19.3,1.55,133.5,25.0,7.03
2020-01-23 00:00:00,191.5,37.6,19.4,1.38,127.5,23.53,8.2
2020-01-23 01:00:00,159.25,32.06,20.25,0.95,97.75,22.12,8.07
2020-01-23 02:00:00,131.25,29.78,21.85,0.66,82.25,21.46,11.25
2020-01-23 03:00:00,125.0,20.67,27.25,0.41,83.0,18.53,11.32
2020-01-23 04:00:00,109.25,15.53,30.15,0.3,76.0,17.32,6.95
2020-01-23 05:00:00,113.0,15.22,33.23,0.24,78.0,17.39,5.4
2020-01-23 06:00:00,102.25,15.54,30.27,0.21,79.0,17.36,4.9
2020-01-23 07:00:00,113.0,19.63,21.15,0.26,83.0,18.12,4.85
2020-01-23 08:00:00,128.75,28.68,20.27,0.4,93.75,20.56,4.08
2020-01-23 09:00:00,159.75,33.14,24.4,0.47,91.0,22.0,3.97
2020-01-23 10:00:00,144.25,28.53,33.35,0.46,82.25,21.08,4.03
2020-01-23 11:00:00,160.0,21.99,47.58,0.39,75.25,19.07,4.17
2020-01-23 12:00:00,142.0,17.09,60.9,0.27,50.5,17.78,4.8
2020-01-23 13:00:00,122.25,14.41,69.5,0.14,44.25,16.81,5.65
2020-01-23 14:00:00,116.0,13.53,74.8,0.08,37.25,16.61,5.7
2020-01-23 15:00:00,107.0,14.77,74.28,0.05,32.25,17.05,5.47
2020-01-23 16:00:00,98.25,15.11,70.42,0.05,22.25,17.17,5.4
2020-01-23 17:00:00,90.0,15.67,68.28,0.06,27.75,17.37,5.3
2020-01-23 18:00:00,77.25,18.16,52.83,0.1,33.75,17.99,4.9
2020-01-23 19:00:00,86.75,24.63,33.15,0.23,40.75,19.64,4.15
2020-01-23 20:00:00,114.75,25.34,29.43,0.37,59.5,20.23,3.98
2020-01-23 21:00:00,146.75,30.1,22.42,0.57,74.75,21.55,4.28
2020-01-23 22:00:00,167.75,28.99,24.33,0.66,91.5,21.22,3.9
2020-01-23 23:00:00,147.0,26.49,25.95,0.61,87.25,20.36,4.47
2020-01-24 00:00:00,130.5,26.14,23.1,0.58,82.0,20.17,5.5
2020-01-24 01:00:00,122.0,23.98,27.0,0.5,79.0,19.52,5.57
2020-01-24 02:00:00,107.0,19.48,32.77,0.39,67.5,18.56,5.5
2020-01-24 03:00:00,96.25,16.98,35.3,0.29,66.0,17.67,5.67
2020-01-24 04:00:00,91.0,17.03,33.15,0.21,61.0,17.67,5.9
2020-01-24 05:00:00,85.25,15.11,35.78,0.17,58.0,17.05,5.1
2020-01-24 06:00:00,82.0,14.87,32.52,0.15,58.0,17.1,4.3
2020-01-24 07:00:00,88.75,18.11,28.2,0.16,54.25,18.1,4.3
2020-01-24 08:00:00,90.0,22.83,25.62,0.21,55.75,19.33,4.35
2020-01-24 09:00:00,118.5,26.57,26.4,0.28,65.5,20.3,4.4
2020-01-24 10:00:00,144.75,26.58,35.9,0.39,73.75,20.53,5.12
2020-01-24 11:00:00,158.0,23.66,66.47,0.35,76.75,19.59,7.28
2020-01-24 12:00:00,173.75,18.01,91.82,0.19,81.0,18.12,7.08
2020-01-24 13:00:00,183.75,16.55,104.77,0.11,74.25,17.18,7.45
2020-01-24 14:00:00,141.25,14.36,115.3,0.08,49.5,17.1,6.88
2020-01-24 15:00:00,123.0,17.89,88.6,0.1,49.0,17.86,9.05
2020-01-24 16:00:00,131.0,17.68,93.15,0.12,47.0,17.6,6.95
2020-01-24 17:00:00,136.0,18.8,82.97,0.13,49.75,18.15,4.88
2020-01-24 18:00:00,144.0,22.18,53.2,0.16,46.0,19.31,4.33
2020-01-24 19:00:00,107.25,33.25,23.3,0.34,42.0,22.3,4.3
2020-01-24 20:00:00,170.25,57.24,19.67,0.94,62.25,29.52,5.15
2020-01-24 21:00:00,360.5,89.37,19.9,2.19,101.0,38.56,7.9
2020-01-24 22:00:00,335.25,167.6,19.45,4.91,123.5,61.26,10.2
2020-01-24 23:00:00,399.5,150.19,19.5,4.97,172.0,56.44,10.4
2020-01-25 00:00:00,386.5,150.63,19.45,4.4,192.0,56.89,11.5
2020-01-25 01:00:00,408.75,139.86,19.38,3.87,192.0,53.62,11.25
2020-01-25 02:00:00,282.0,126.84,19.38,3.32,158.75,49.84,11.12
2020-01-25 03:00:00,202.75,114.33,19.23,2.84,140.5,46.08,9.75
2020-01-25 04:00:00,274.25,95.37,18.95,2.36,155.5,40.64,8.2
2020-01-25 05:00:00,180.75,74.0,18.82,1.84,122.0,34.41,7.47
2020-01-25 06:00:00,149.25,61.24,18.88,1.44,111.25,30.5,6.92
2020-01-25 07:00:00,156.75,51.08,19.22,1.34,110.0,27.43,6.12
2020-01-25 08:00:00,195.75,90.02,19.27,1.4,136.25,38.73,7.72
2020-01-25 09:00:00,220.75,81.06,20.0,1.36,137.0,36.36,9.25
2020-01-25 10:00:00,214.25,59.26,22.32,1.12,134.0,30.2,8.78
2020-01-25 11:00:00,199.0,45.91,27.88,0.95,120.25,26.05,8.55
2020-01-25 12:00:00,209.75,34.54,38.48,0.83,109.25,22.88,9.85
2020-01-25 13:00:00,206.0,24.62,59.88,0.72,104.25,19.99,10.07
2020-01-25 14:00:00,166.25,20.31,61.45,0.62,73.0,18.75,8.32
2020-01-25 15:00:00,244.5,22.07,82.2,0.49,75.75,19.17,8.38
2020-01-25 16:00:00,169.75,21.37,78.65,0.46,68.0,18.91,7.8
2020-01-25 17:00:00,176.0,21.65,69.9,0.43,73.75,18.91,7.0
2020-01-25 18:00:00,150.75,23.03,57.9,0.45,64.5,19.32,6.72
2020-01-25 19:00:00,144.75,39.67,22.38,0.71,64.75,24.28,6.95
2020-01-25 20:00:00,253.5,59.77,20.57,1.31,93.75,30.38,7.85
2020-01-25 21:00:00,550.5,154.1,19.45,4.14,178.5,57.64,11.85
2020-01-25 22:00:00,951.25,219.45,19.38,6.31,286.25,77.54,14.95
2020-01-25 23:00:00,824.25,251.37,19.35,7.29,273.25,86.25,16.8
2020-01-26 00:00:00,789.5,256.01,19.35,7.41,277.5,87.47,16.98
2020-01-26 01:00:00,519.5,257.29,19.38,7.55,288.25,87.36,17.28
2020-01-26 02:00:00,514.0,248.53,19.35,7.25,288.0,85.11,17.0
2020-01-26 03:00:00,405.0,219.0,19.32,6.57,264.75,76.46,16.12
2020-01-26 04:00:00,333.5,198.05,19.27,5.89,237.75,70.96,14.97
2020-01-26 05:00:00,336.0,177.04,19.42,5.31,228.25,64.1,14.05
2020-01-26 06:00:00,309.25,163.82,20.1,4.75,230.0,60.08,16.65
2020-01-26 07:00:00,381.25,130.0,18.83,3.81,253.25,51.1,17.78
2020-01-26 08:00:00,323.5,86.69,19.4,2.51,228.75,38.19,12.32
2020-01-26 09:00:00,290.25,60.88,19.48,1.67,220.25,30.11,10.05
2020-01-26 10:00:00,271.0,46.44,22.8,1.33,212.25,26.13,8.68
2020-01-26 11:00:00,253.25,34.91,36.8,1.12,198.25,23.09,8.27
2020-01-26 12:00:00,196.5,24.66,58.15,0.96,142.5,19.56,7.05
2020-01-26 13:00:00,149.5,18.83,67.92,0.76,99.25,18.33,7.35
2020-01-26 14:00:00,129.25,16.22,67.93,0.63,73.75,17.6,9.27
2020-01-26 15:00:00,133.0,14.43,90.4,0.46,62.25,17.1,9.35
2020-01-26 16:00:00,121.25,13.97,87.08,0.38,63.0,16.94,8.8
2020-01-26 17:00:00,126.0,15.17,86.97,0.32,67.75,17.45,9.75
2020-01-26 18:00:00,123.0,20.0,47.0,0.3,78.5,18.7,9.07
2020-01-26 19:00:00,153.5,35.66,20.5,0.54,69.25,23.14,7.67
2020-01-26 20:00:00,236.25,58.84,19.32,1.18,101.0,29.82,8.12
2020-01-26 21:00:00,305.5,104.88,19.2,2.22,183.75,43.37,9.68
2020-01-26 22:00:00,363.5,227.8,19.6,4.87,198.5,79.03,14.12
2020-01-26 23:00:00,342.25,222.55,19.42,5.14,204.75,78.6,14.2
2020-01-27 00:00:00,357.0,210.51,19.4,5.07,199.5,74.22,14.35
2020-01-27 01:00:00,313.25,224.82,19.17,5.06,208.75,78.41,16.85
2020-01-27 02:00:00,332.75,225.79,19.05,4.93,223.5,78.79,16.9
2020-01-27 03:00:00,304.25,204.47,19.2,4.65,221.0,72.06,16.07
2020-01-27 04:00:00,279.25,176.53,19.7,4.23,219.0,64.54,14.15
2020-01-27 05:00:00,271.0,151.31,19.88,3.96,222.75,56.55,12.38
2020-01-27 06:00:00,289.75,140.15,20.0,3.86,233.5,53.6,12.38
2020-01-27 07:00:00,288.0,138.18,20.05,3.67,236.0,53.01,12.45
2020-01-27 08:00:00,275.25,166.54,20.18,3.88,220.5,61.38,13.65
2020-01-27 09:00:00,513.75,199.94,19.8,4.72,276.25,71.14,15.38
2020-01-27 10:00:00,548.5,225.09,19.33,5.09,286.75,77.91,15.25
2020-01-27 11:00:00,626.25,181.12,19.12,4.69,313.0,65.74,13.07
2020-01-27 12:00:00,484.25,151.59,19.3,4.26,282.0,56.99,11.93
2020-01-27 13:00:00,520.75,100.87,20.4,3.62,269.25,42.76,10.65
2020-01-27 14:00:00,285.0,81.61,21.52,3.0,129.0,36.55,10.78
2020-01-27 15:00:00,365.25,61.35,27.02,2.53,215.25,30.71,12.1
2020-01-27 16:00:00,359.0,42.95,31.95,2.11,188.75,25.33,10.62
2020-01-27 17:00:00,250.75,36.87,25.95,1.74,132.5,23.41,9.6
2020-01-27 18:00:00,300.5,34.89,24.48,1.51,96.0,23.02,8.88
2020-01-27 19:00:00,282.25,32.72,23.65,1.38,125.25,22.28,8.55
2020-01-27 20:00:00,344.5,34.29,21.0,1.42,182.25,22.57,8.28
2020-01-27 21:00:00,382.75,35.08,20.68,1.51,218.0,22.91,7.43
2020-01-27 22:00:00,462.25,35.47,19.97,1.69,256.0,23.25,7.22
2020-01-27 23:00:00,289.5,30.46,19.77,1.44,162.75,21.69,9.03
2020-01-28 00:00:00,224.0,32.95,19.55,1.4,125.0,22.38,10.3
2020-01-28 01:00:00,253.75,28.76,19.88,0.99,172.5,21.33,9.25
2020-01-28 02:00:00,216.25,30.35,19.67,0.82,166.25,21.58,8.4
2020-01-28 03:00:00,161.5,25.99,19.88,0.69,118.25,20.05,8.5
2020-01-28 04:00:00,114.5,19.88,20.5,0.57,92.5,18.27,8.3
2020-01-28 05:00:00,132.0,16.7,20.58,0.48,106.5,17.71,7.5
2020-01-28 06:00:00,135.0,16.89,20.38,0.47,108.0,17.8,7.18
2020-01-28 07:00:00,122.0,15.48,22.52,0.4,96.25,17.23,9.88
2020-01-28 08:00:00,100.0,28.21,19.05,0.51,75.5,21.08,13.53
2020-01-28 09:00:00,90.0,33.04,19.6,1.1,73.0,22.39,8.3
2020-01-28 10:00:00,94.75,31.92,19.62,0.83,67.0,21.73,5.97
2020-01-28 11:00:00,114.75,44.61,19.05,0.88,66.0,25.8,5.7
2020-01-28 12:00:00,153.75,33.58,21.83,0.88,100.0,22.42,6.92
2020-01-28 13:00:00,294.75,28.92,26.7,0.73,129.0,21.21,9.15
2020-01-28 14:00:00,216.75,22.8,34.25,0.63,132.0,19.84,8.03
2020-01-28 15:00:00,168.25,29.55,36.75,0.69,122.25,21.54,7.83
2020-01-28 16:00:00,244.25,23.14,31.02,0.72,160.0,19.53,8.22
2020-01-28 17:00:00,251.75,19.61,28.77,0.68,156.25,18.64,8.15
2020-01-28 18:00:00,268.0,21.31,25.05,0.71,142.5,18.99,7.35
2020-01-28 19:00:00,249.25,26.61,21.62,0.85,132.25,20.62,6.52
2020-01-28 20:00:00,186.0,26.84,20.4,0.96,133.0,20.5,6.3
2020-01-28 21:00:00,184.0,26.16,19.57,1.23,145.75,20.29,5.92
2020-01-28 22:00:00,161.25,28.93,18.73,1.35,127.5,21.37,6.53
2020-01-28 23:00:00,147.0,28.23,18.73,1.48,119.25,20.94,7.12
2020-01-29 00:00:00,145.0,34.89,18.65,1.54,120.5,22.99,8.25
2020-01-29 01:00:00,150.0,36.85,18.67,1.58,121.0,23.41,8.7
2020-01-29 02:00:00,138.0,23.56,20.15,1.3,109.25,19.69,7.72
2020-01-29 03:00:00,109.25,16.64,19.6,0.94,82.75,17.62,8.03
2020-01-29 04:00:00,99.25,15.73,19.6,0.72,78.0,17.34,8.1
2020-01-29 05:00:00,91.0,14.5,19.92,0.59,65.0,17.23,7.22
2020-01-29 06:00:00,77.25,13.06,19.77,0.49,54.25,16.43,6.23
2020-01-29 07:00:00,71.25,14.41,19.7,0.43,51.0,16.87,6.2
2020-01-29 08:00:00,80.0,38.41,18.95,0.57,54.75,24.1,6.38
2020-01-29 09:00:00,94.75,42.56,18.85,0.73,62.75,25.06,6.4
2020-01-29 10:00:00,136.75,36.39,20.55,0.72,93.25,23.34,6.92
2020-01-29 11:00:00,112.25,42.4,24.02,0.64,73.5,24.25,7.45
2020-01-29 12:00:00,115.75,36.37,32.48,0.57,74.0,23.39,7.35
2020-01-29 13:00:00,123.75,27.55,39.12,0.47,79.75,20.64,7.45
2020-01-29 14:00:00,123.0,19.94,47.03,0.39,70.25,18.38,7.55
2020-01-29 15:00:00,89.25,19.13,45.25,0.34,61.25,18.26,7.43
2020-01-29 16:00:00,92.0,18.02,44.65,0.3,52.25,18.0,6.47
2020-01-29 17:00:00,86.0,18.29,46.52,0.31,42.25,18.3,5.78
2020-01-29 18:00:00,103.75,19.82,35.38,0.32,51.75,18.67,5.53
2020-01-29 19:00:00,97.0,34.09,20.6,0.5,37.25,22.42,6.22
2020-01-29 20:00:00,154.5,54.77,19.3,1.11,70.0,28.65,7.05
2020-01-29 21:00:00,226.5,73.94,19.65,2.14,106.0,33.99,9.07
2020-01-29 22:00:00,224.5,107.7,19.7,3.24,107.25,43.65,10.3
2020-01-29 23:00:00,269.5,138.15,19.75,4.51,141.0,52.66,11.8
2020-01-30 00:00:00,274.5,129.19,19.6,4.21,145.0,50.5,12.45
2020-01-30 01:00:00,249.25,105.14,19.52,3.29,148.0,43.52,11.85
2020-01-30 02:00:00,224.25,80.04,19.32,2.31,136.25,36.07,11.02
2020-01-30 03:00:00,174.25,51.31,19.35,1.4,99.0,27.52,10.65
2020-01-30 04:00:00,131.25,37.58,19.43,0.92,79.5,23.56,10.4
2020-01-30 05:00:00,131.0,26.53,19.8,0.65,89.75,20.54,10.05
2020-01-30 06:00:00,141.0,22.84,19.85,0.5,93.0,19.38,9.57
2020-01-30 07:00:00,133.0,23.38,19.77,0.45,104.75,19.59,9.15
2020-01-30 08:00:00,133.0,35.41,20.0,0.54,87.5,22.94,9.12
2020-01-30 09:00:00,148.0,49.48,19.52,0.82,98.75,27.25,8.53
2020-01-30 10:00:00,203.5,48.49,20.08,1.0,126.25,26.8,8.6
2020-01-30 11:00:00,218.75,44.24,23.05,0.96,145.5,25.09,8.57
2020-01-30 12:00:00,202.25,52.99,33.1,0.89,127.5,27.89,8.25
2020-01-30 13:00:00,167.5,28.34,55.88,0.66,106.5,21.11,7.85
2020-01-30 14:00:00,114.5,18.59,65.08,0.55,68.25,17.9,7.55
2020-01-30 15:00:00,142.75,16.07,71.15,0.41,86.5,17.38,6.75
2020-01-30 16:00:00,118.25,15.71,65.9,0.34,62.75,17.57,6.4
2020-01-30 17:00:00,80.25,14.86,63.3,0.24,34.75,17.08,6.32
2020-01-30 18:00:00,66.0,18.04,49.45,0.21,25.25,18.18,5.83
2020-01-30 19:00:00,76.0,29.71,24.6,0.31,38.5,21.16,6.35
2020-01-30 20:00:00,127.5,42.58,19.93,0.69,50.75,25.06,7.75
2020-01-30 21:00:00,186.5,47.87,19.48,1.1,79.25,26.65,8.2
2020-01-30 22:00:00,198.0,81.19,19.42,2.28,90.75,36.58,9.23
2020-01-30 23:00:00,255.5,88.71,19.45,2.45,113.5,38.73,9.82
2020-01-31 00:00:00,235.5,71.62,19.3,2.26,130.0,34.31,9.25
2020-01-31 01:00:00,186.25,57.05,19.3,1.87,110.75,29.12,8.17
2020-01-31 02:00:00,169.0,46.16,19.38,1.55,98.25,26.27,7.12
2020-01-31 03:00:00,151.25,34.72,19.6,1.21,95.0,22.8,6.53
2020-01-31 04:00:00,135.0,30.04,20.15,0.96,91.0,21.27,6.3
2020-01-31 05:00:00,138.0,29.51,19.9,0.8,92.0,21.12,6.1
2020-01-31 06:00:00,132.0,29.76,20.02,0.7,96.75,21.71,7.08
2020-01-31 07:00:00,148.75,32.81,19.65,0.63,101.0,22.46,8.05
2020-01-31 08:00:00,149.0,36.28,19.6,0.69,105.0,23.25,8.45
2020-01-31 09:00:00,169.75,46.37,19.92,0.7,103.25,26.17,7.07
2020-01-31 10:00:00,166.0,34.78,26.68,0.61,98.25,22.82,7.3
2020-01-31 11:00:00,147.25,28.58,35.0,0.59,98.0,21.54,7.93
2020-01-31 12:00:00,169.75,25.18,40.35,0.58,108.75,19.86,6.65
2020-01-31 13:00:00,135.25,20.81,50.0,0.57,78.0,18.86,6.42
2020-01-31 14:00:00,126.0,18.33,55.17,0.47,59.5,18.1,7.0
2020-01-31 15:00:00,92.25,15.49,60.5,0.36,34.75,17.0,6.93
2020-01-31 16:00:00,101.0,17.92,63.33,0.32,30.0,18.35,7.03
2020-01-31 17:00:00,110.0,18.08,59.33,0.26,44.5,18.34,9.25
2020-01-31 18:00:00,107.0,20.54,40.83,0.28,39.0,18.68,8.17
2020-01-31 19:00:00,145.75,29.36,25.2,0.43,65.0,21.22,7.67
2020-01-31 20:00:00,150.75,40.42,19.98,0.86,79.5,24.53,7.75
2020-01-31 21:00:00,317.5,68.06,19.25,1.91,104.25,32.79,8.9
2020-01-31 22:00:00,325.5,86.1,19.25,2.68,105.0,37.95,9.65
2020-01-31 23:00:00,327.0,85.99,19.25,2.92,130.25,37.92,9.25
2020-02-01 00:00:00,234.5,83.25,19.0,2.84,114.0,37.05,8.5
2020-02-01 01:00:00,250.75,90.92,19.05,2.84,134.5,39.21,9.1
2020-02-01 02:00:00,233.25,79.09,19.12,2.48,130.25,35.63,8.9
2020-02-01 03:00:00,217.0,67.44,19.2,2.12,127.0,31.8,8.18
2020-02-01 04:00:00,185.25,59.75,19.5,1.86,120.25,30.25,9.1
2020-02-01 05:00:00,175.25,53.3,19.38,1.74,125.75,28.37,9.62
2020-02-01 06:00:00,165.0,52.83,19.35,1.57,125.0,28.61,9.43
2020-02-01 07:00:00,170.0,67.45,19.3,1.52,112.0,34.69,10.3
2020-02-01 08:00:00,190.75,110.0,22.62,2.0,117.75,47.12,12.15
2020-02-01 09:00:00,238.5,164.43,20.77,2.59,132.5,60.17,13.8
2020-02-01 10:00:00,286.75,140.3,20.65,2.25,149.5,53.69,13.9
2020-02-01 11:00:00,188.75,76.81,24.25,1.45,110.0,35.11,11.4
2020-02-01 12:00:00,138.25,51.16,35.17,1.13,64.25,27.37,8.25
2020-02-01 13:00:00,214.5,32.13,54.88,0.94,91.25,21.77,7.45
2020-02-01 14:00:00,158.5,21.09,70.05,0.67,63.75,19.06,6.83
2020-02-01 15:00:00,112.5,17.05,79.65,0.49,55.5,17.87,7.75
2020-02-01 16:00:00,126.75,16.05,80.47,0.35,47.25,17.73,8.35
2020-02-01 17:00:00,126.0,18.66,68.58,0.31,58.75,18.22,8.0
2020-02-01 18:00:00,141.75,21.43,46.25,0.35,69.75,19.16,7.93
2020-02-01 19:00:00,147.0,24.8,28.48,0.44,77.75,19.93,7.5
2020-02-01 20:00:00,140.0,31.65,21.08,0.6,76.0,21.7,7.25
2020-02-01 21:00:00,150.75,34.19,20.33,0.83,77.0,23.01,6.47
2020-02-01 22:00:00,191.75,36.32,19.9,1.01,94.5,23.06,6.38
2020-02-01 23:00:00,196.75,42.95,19.42,1.25,108.75,25.02,6.75
2020-02-02 00:00:00,302.5,47.38,19.15,1.49,120.5,26.66,7.5
2020-02-02 01:00:00,285.25,69.91,19.4,1.87,131.75,33.52,8.2
2020-02-02 02:00:00,263.25,68.49,19.35,1.92,141.75,32.94,9.1
2020-02-02 03:00:00,199.5,51.8,19.4,1.6,122.5,27.98,8.62
2020-02-02 04:00:00,170.25,38.78,19.4,1.23,123.0,23.79,8.5
2020-02-02 05:00:00,208.5,33.26,19.57,1.0,160.75,22.52,8.18
2020-02-02 06:00:00,177.25,35.05,19.35,0.88,124.0,23.07,7.9
2020-02-02 07:00:00,194.0,39.24,19.12,0.86,144.5,24.14,8.15
2020-02-02 08:00:00,196.0,42.58,19.05,0.89,150.75,25.21,7.43
2020-02-02 09:00:00,206.0,46.97,19.53,0.94,144.25,26.58,7.38
2020-02-02 10:00:00,222.0,43.6,20.5,1.0,150.75,25.39,7.55
2020-02-02 11:00:00,338.0,38.25,28.6,1.0,246.0,23.49,7.35
2020-02-02 12:00:00,228.0,28.69,54.03,0.88,149.0,21.02,7.7
2020-02-02 13:00:00,185.5,21.17,72.2,0.69,116.0,19.17,9.25
2020-02-02 14:00:00,248.5,18.07,79.53,0.55,127.5,17.87,9.05
2020-02-02 15:00:00,172.5,16.97,82.42,0.41,107.5,17.66,8.72
2020-02-02 16:00:00,180.0,15.58,81.1,0.35,86.75,17.3,7.9
2020-02-02 17:00:00,151.25,15.86,77.15,0.32,74.25,17.34,7.47
2020-02-02 18:00:00,125.25,19.75,49.48,0.32,72.0,18.56,7.12
2020-02-02 19:00:00,187.5,29.97,24.3,0.42,81.75,21.2,5.85
2020-02-02 20:00:00,243.5,34.68,20.15,0.73,100.5,23.05,5.75
2020-02-02 21:00:00,305.5,49.76,19.07,1.34,134.0,27.35,6.72
2020-02-02 22:00:00,384.25,62.81,18.75,1.96,159.25,31.26,6.95
2020-02-02 23:00:00,320.5,70.11,18.88,2.18,158.0,33.09,7.62
2020-02-03 00:00:00,352.0,75.33,18.95,2.25,164.5,34.79,8.65
2020-02-03 01:00:00,252.75,58.39,18.8,1.64,150.5,35.33,8.93
2020-02-03 02:00:00,248.0,73.08,18.88,1.98,151.0,34.2,8.88
2020-02-03 03:00:00,214.25,66.74,18.85,1.75,155.0,32.11,8.57
2020-02-03 04:00:00,216.0,60.56,18.9,1.55,166.0,30.63,8.38
2020-02-03 05:00:00,218.0,52.78,18.95,1.34,167.75,28.0,7.6
2020-02-03 06:00:00,210.75,52.62,18.85,1.28,161.0,28.01,7.38
2020-02-03 07:00:00,232.75,47.19,18.92,1.09,180.25,26.27,6.32
2020-02-03 08:00:00,239.0,49.82,19.02,1.06,184.0,27.27,6.55
2020-02-03 09:00:00,276.75,58.91,19.68,1.03,187.0,29.41,5.83
2020-02-03 10:00:00,275.5,57.02,21.18,0.98,176.75,29.09,6.62
2020-02-03 11:00:00,233.25,40.4,40.18,0.75,139.75,24.83,10.9
2020-02-03 12:00:00,213.0,34.81,49.25,0.67,112.75,22.94,10.75
2020-02-03 13:00:00,,21.64,64.75,0.51,88.75,18.61,7.75
2020-02-03 14:00:00,135.0,18.37,67.07,0.35,63.75,18.14,7.15
2020-02-03 15:00:00,174.5,19.26,69.45,0.26,46.5,18.53,7.4
2020-02-03 16:00:00,173.0,18.04,68.42,0.26,58.75,18.17,6.47
2020-02-03 17:00:00,111.5,19.38,59.4,0.27,50.25,18.24,5.75
2020-02-03 18:00:00,171.5,23.61,42.58,0.29,60.75,19.65,5.67
2020-02-03 19:00:00,145.25,36.25,21.2,0.51,51.25,23.01,6.12
2020-02-03 20:00:00,268.0,72.07,18.73,1.45,89.75,33.53,7.6
2020-02-03 21:00:00,410.25,108.23,19.18,2.81,121.25,44.23,10.4
2020-02-03 22:00:00,606.25,171.13,19.18,4.52,203.25,62.85,13.82
2020-02-03 23:00:00,465.5,197.49,19.18,5.58,208.0,70.7,14.8
2020-02-04 00:00:00,360.0,212.04,19.2,5.91,186.0,74.56,15.3
2020-02-04 01:00:00,403.5,301.3,19.4,7.27,213.0,100.78,18.85
2020-02-04 02:00:00,374.25,300.59,19.5,7.6,228.75,100.23,19.32
2020-02-04 03:00:00,348.25,268.5,19.2,7.31,240.75,91.52,17.27
2020-02-04 04:00:00,309.5,254.89,18.95,6.81,227.5,87.12,16.35
2020-02-04 05:00:00,307.0,249.37,18.98,6.23,223.0,85.57,15.92
2020-02-04 06:00:00,299.0,235.88,18.88,5.89,233.75,81.56,15.18
2020-02-04 07:00:00,307.0,223.78,18.95,5.57,238.0,78.52,14.88
2020-02-04 08:00:00,314.0,253.63,19.57,5.43,220.5,86.35,14.98
2020-02-04 09:00:00,434.0,360.76,20.25,7.22,268.5,118.05,19.47
2020-02-04 10:00:00,401.25,276.04,19.48,6.09,269.0,93.21,16.45
2020-02-04 11:00:00,411.75,172.46,20.38,4.36,238.0,62.96,12.6
2020-02-04 12:00:00,487.25,104.97,26.02,3.07,199.0,43.9,9.72
2020-02-04 13:00:00,440.5,67.95,28.38,2.05,150.5,32.77,8.38
