Datetime,PM10 (ug/m3),NOx (ppb),Ozone (ug/m3),CO (mg/m3),PM2.5 (),NH3 (ug/m3),SO2 (ug/m3)
2019-10-31 01:00:00,414.5,319.89,17.2,7.56,273.75,106.91,10.7
2019-10-31 02:00:00,419.75,293.31,15.7,7.05,267.25,98.78,9.9
2019-10-31 03:00:00,345.5,219.96,14.77,6.49,254.75,77.76,7.8
2019-10-31 04:00:00,367.5,160.34,15.25,5.81,220.25,60.04,6.35
2019-10-31 05:00:00,288.75,128.03,15.35,5.13,206.75,50.57,5.62
2019-10-31 06:00:00,352.75,113.35,15.7,4.54,221.75,46.17,5.4
2019-10-31 07:00:00,316.0,112.29,16.1,4.0,225.0,45.59,5.47
2019-10-31 08:00:00,354.0,143.87,17.8,3.48,227.75,54.9,6.68
2019-10-31 09:00:00,674.75,143.04,17.8,3.17,252.25,54.84,6.72
2019-10-31 10:00:00,983.0,107.28,17.95,2.69,327.5,44.4,5.58
2019-10-31 11:00:00,543.5,80.29,18.82,2.25,211.75,36.68,5.1
2019-10-31 12:00:00,513.25,57.39,29.15,1.88,196.5,29.77,4.67
2019-10-31 13:00:00,395.0,32.78,65.28,1.54,181.0,22.4,4.25
2019-10-31 14:00:00,383.5,30.37,81.93,1.43,183.0,21.61,4.0
2019-10-31 15:00:00,461.25,38.57,92.5,1.33,255.25,23.92,3.68
2019-10-31 16:00:00,641.25,50.0,73.7,1.47,329.25,27.76,3.77
2019-10-31 17:00:00,729.0,85.7,22.67,1.75,348.0,37.02,4.5
2019-10-31 18:00:00,695.0,165.85,14.43,2.48,350.0,60.27,6.4
2019-10-31 19:00:00,976.25,265.04,16.38,4.03,382.75,89.6,9.2
2019-10-31 20:00:00,999.0,357.44,16.8,6.04,412.0,116.72,11.6
2019-10-31 21:00:00,,358.0,17.12,7.15,451.25,117.42,11.8
2019-10-31 22:00:00,,387.5,16.92,8.31,459.75,126.52,12.5
2019-10-31 23:00:00,821.0,334.71,16.92,8.56,433.0,111.27,11.25
2019-11-01 00:00:00,735.0,249.5,16.15,7.98,422.5,86.48,9.1
2019-11-01 01:00:00,644.75,213.86,14.97,6.67,411.75,75.15,7.73
2019-11-01 02:00:00,525.25,209.75,14.98,5.8,385.0,74.45,7.55
2019-11-01 03:00:00,631.25,146.03,15.42,5.0,409.0,55.95,6.12
2019-11-01 04:00:00,529.75,114.16,15.1,4.4,405.5,46.01,5.55
2019-11-01 05:00:00,540.25,98.63,15.73,3.91,419.25,41.58,5.22
2019-11-01 06:00:00,522.75,98.83,18.3,3.56,412.5,41.69,5.88
2019-11-01 07:00:00,503.0,97.91,18.2,3.32,410.25,41.17,6.05
2019-11-01 08:00:00,594.5,130.9,17.65,3.44,419.5,50.98,6.85
2019-11-01 09:00:00,723.25,153.37,16.98,3.82,431.25,57.84,7.2
2019-11-01 10:00:00,706.25,133.46,16.55,3.73,439.25,51.52,6.1
2019-11-01 11:00:00,,89.85,21.93,3.44,512.0,39.6,4.67
2019-11-01 12:00:00,738.0,65.75,47.72,2.88,468.5,32.52,3.8
2019-11-01 13:00:00,723.25,57.37,82.4,2.55,477.25,29.3,3.55
2019-11-01 14:00:00,760.5,56.36,91.78,2.42,481.75,29.16,3.62
2019-11-01 15:00:00,684.0,60.89,85.12,2.33,456.75,30.32,3.6
2019-11-01 16:00:00,698.0,77.78,52.5,2.43,457.75,34.99,3.9
2019-11-01 17:00:00,667.0,82.9,26.12,2.54,456.25,36.22,4.55
2019-11-01 18:00:00,683.0,170.44,15.92,2.94,419.5,61.48,6.8
2019-11-01 19:00:00,913.0,150.18,16.25,3.51,430.0,56.13,6.35
2019-11-01 20:00:00,627.0,163.47,16.88,4.0,339.5,60.08,6.8
2019-11-01 21:00:00,861.25,70.56,17.6,3.66,348.0,33.75,5.03
2019-11-01 22:00:00,690.0,79.33,14.97,2.49,248.0,42.82,5.45
2019-11-01 23:00:00,667.75,123.56,14.18,3.21,228.75,48.9,5.6
2019-11-02 00:00:00,540.0,138.97,13.95,3.15,215.5,53.28,6.05
2019-11-02 01:00:00,451.25,126.38,14.23,3.0,207.0,48.92,5.72
2019-11-02 02:00:00,300.0,112.25,14.73,2.7,174.25,45.72,5.35
2019-11-02 03:00:00,296.5,84.37,15.85,2.44,180.5,37.51,4.85
2019-11-02 04:00:00,283.5,71.47,18.23,2.24,168.75,33.79,5.12
2019-11-02 05:00:00,247.5,68.04,18.05,2.02,153.0,32.97,5.17
2019-11-02 06:00:00,330.0,53.88,17.62,1.79,165.25,28.71,4.93
2019-11-02 07:00:00,202.75,51.86,17.17,1.61,142.75,27.95,4.95
2019-11-02 08:00:00,236.25,51.14,16.92,1.34,144.75,27.84,4.9
2019-11-02 09:00:00,322.25,57.51,14.1,1.1,169.25,29.32,4.53
2019-11-02 10:00:00,481.5,58.89,13.85,1.2,230.75,29.96,4.08
2019-11-02 11:00:00,463.5,57.6,14.95,1.36,276.0,29.33,4.03
2019-11-02 12:00:00,593.0,47.28,20.15,1.35,313.5,26.34,3.67
2019-11-02 13:00:00,550.0,47.19,37.48,1.68,335.5,26.45,3.55
2019-11-02 14:00:00,600.0,46.11,56.8,1.89,368.5,26.04,3.45
2019-11-02 15:00:00,692.25,30.95,57.65,1.89,434.75,21.87,4.05
2019-11-02 16:00:00,536.75,28.09,45.33,1.65,340.75,21.13,3.98
2019-11-02 17:00:00,520.75,27.57,32.35,1.67,340.5,20.53,4.03
2019-11-02 18:00:00,614.25,21.67,31.35,1.74,426.0,19.06,3.95
2019-11-02 19:00:00,761.5,29.32,21.5,1.87,566.5,21.18,4.25
2019-11-02 20:00:00,813.5,48.84,16.25,2.05,659.0,26.69,4.28
2019-11-02 21:00:00,753.75,75.89,15.38,2.24,569.75,34.34,4.6
2019-11-02 22:00:00,757.75,106.98,14.72,2.92,507.75,43.73,5.17
2019-11-02 23:00:00,830.5,125.8,14.62,3.43,505.75,49.17,5.45
2019-11-03 00:00:00,669.0,97.5,14.9,3.42,529.0,41.24,4.8
2019-11-03 01:00:00,609.75,74.52,16.45,3.27,532.0,34.45,4.55
2019-11-03 02:00:00,643.25,57.74,18.02,3.17,561.0,29.44,4.73
2019-11-03 03:00:00,706.25,39.98,17.75,3.03,612.5,24.36,4.53
2019-11-03 04:00:00,761.0,32.45,17.7,2.86,653.5,22.32,4.35
2019-11-03 05:00:00,720.0,30.02,17.4,2.68,621.5,21.38,4.22
2019-11-03 06:00:00,657.0,21.7,17.25,2.53,580.75,19.32,4.0
2019-11-03 07:00:00,822.5,18.44,16.45,2.48,714.5,18.16,3.67
2019-11-03 08:00:00,961.25,27.25,14.55,2.55,819.25,20.48,3.6
2019-11-03 09:00:00,865.25,33.17,16.97,2.59,772.0,22.53,3.7
2019-11-03 10:00:00,917.5,30.44,22.55,2.73,817.5,21.44,3.67
2019-11-03 11:00:00,,29.5,28.27,2.86,942.0,21.18,3.53
2019-11-03 12:00:00,,27.44,37.73,2.99,,20.55,3.8
2019-11-03 13:00:00,,27.28,39.4,2.92,968.75,20.87,4.4
2019-11-03 14:00:00,981.0,23.53,49.75,2.7,864.75,19.57,4.45
2019-11-03 15:00:00,892.25,20.04,49.83,2.4,762.75,18.61,4.45
2019-11-03 16:00:00,582.5,21.66,46.7,2.14,403.0,18.79,4.35
2019-11-03 17:00:00,563.5,30.56,35.08,1.99,324.0,21.59,4.4
2019-11-03 18:00:00,726.75,57.94,15.32,1.99,449.0,29.39,4.4
2019-11-03 19:00:00,707.5,84.8,13.67,2.17,444.75,37.08,5.2
2019-11-03 20:00:00,763.0,81.72,13.6,2.25,414.25,36.32,4.72
2019-11-03 21:00:00,392.25,69.42,13.57,2.19,290.0,32.88,4.45
2019-11-03 22:00:00,287.5,73.82,13.55,2.05,189.5,34.3,4.6
2019-11-03 23:00:00,224.5,66.12,15.93,2.05,142.0,31.88,4.93
2019-11-04 00:00:00,249.0,60.55,17.45,2.06,134.0,30.09,5.1
2019-11-04 01:00:00,203.25,51.93,17.3,1.9,126.5,28.07,4.88
2019-11-04 02:00:00,193.5,39.32,17.48,1.75,129.75,24.1,4.65
2019-11-04 03:00:00,224.25,34.61,17.43,1.62,157.25,22.74,4.53
2019-11-04 04:00:00,301.5,31.31,16.77,1.55,238.25,21.89,4.3
2019-11-04 05:00:00,400.25,33.91,14.75,1.5,331.75,22.59,4.0
2019-11-04 06:00:00,422.5,32.09,14.75,1.47,364.0,21.86,3.65
2019-11-04 07:00:00,450.0,33.82,14.95,1.47,395.0,22.76,3.8
2019-11-04 08:00:00,526.5,38.53,15.18,1.51,427.75,23.98,3.9
2019-11-04 09:00:00,669.25,44.0,15.68,1.6,446.75,25.53,3.88
2019-11-04 10:00:00,590.0,39.32,21.93,1.87,504.75,24.25,4.2
2019-11-04 11:00:00,587.0,28.56,41.33,1.67,426.0,20.97,4.32
2019-11-04 12:00:00,462.75,21.68,65.88,1.38,311.75,19.12,4.35
2019-11-04 13:00:00,371.0,18.77,77.45,1.17,250.75,17.98,4.43
2019-11-04 14:00:00,366.75,15.12,94.22,0.98,257.5,17.12,4.38
2019-11-04 15:00:00,307.0,17.64,94.92,0.8,191.5,17.8,4.2
2019-11-04 16:00:00,253.25,19.67,95.03,0.71,148.75,18.07,3.7
2019-11-04 17:00:00,222.0,24.94,74.3,0.64,115.25,20.12,3.58
2019-11-04 18:00:00,224.0,58.35,24.17,0.7,89.75,29.37,3.9
2019-11-04 19:00:00,405.5,97.05,16.35,0.9,117.0,40.93,4.78
2019-11-04 20:00:00,472.25,124.69,16.3,1.34,121.75,48.44,5.72
2019-11-04 21:00:00,534.0,90.06,18.27,1.65,139.75,38.9,5.3
2019-11-04 22:00:00,345.5,77.44,19.05,1.88,117.5,35.7,5.4
2019-11-04 23:00:00,399.5,57.27,18.75,1.89,124.5,29.56,4.88
2019-11-05 00:00:00,302.0,46.59,18.7,1.86,141.5,26.29,4.6
2019-11-05 01:00:00,301.0,35.57,18.9,1.71,187.75,22.94,4.53
2019-11-05 02:00:00,370.75,35.66,18.25,1.61,259.0,23.05,4.4
2019-11-05 03:00:00,352.5,31.12,17.55,1.5,289.0,21.8,3.83
2019-11-05 04:00:00,360.0,28.7,17.7,1.46,295.75,21.01,3.78
2019-11-05 05:00:00,362.0,25.27,17.93,1.32,310.25,20.05,3.6
2019-11-05 06:00:00,358.0,28.98,17.45,1.25,297.0,21.33,3.62
2019-11-05 07:00:00,338.25,33.28,17.52,1.19,282.0,22.66,3.75
2019-11-05 08:00:00,340.75,28.57,19.48,1.1,268.0,21.23,4.07
2019-11-05 09:00:00,338.25,31.86,23.68,0.97,248.25,21.87,4.47
2019-11-05 10:00:00,401.75,24.98,44.9,0.97,239.5,19.87,4.3
2019-11-05 11:00:00,490.25,23.06,71.98,0.89,230.5,19.66,4.18
2019-11-05 12:00:00,320.75,17.09,99.82,0.76,166.5,17.73,4.25
2019-11-05 13:00:00,263.25,14.22,98.65,0.59,130.25,16.86,4.05
2019-11-05 14:00:00,235.75,13.29,106.12,0.44,84.0,16.57,3.52
2019-11-05 15:00:00,296.0,13.54,109.78,0.35,66.0,16.75,3.58
2019-11-05 16:00:00,189.25,16.34,108.7,0.3,56.5,17.38,3.47
2019-11-05 17:00:00,159.0,19.04,91.4,0.31,49.5,18.17,3.5
2019-11-05 18:00:00,185.25,52.89,30.25,0.37,51.75,28.39,3.92
2019-11-05 19:00:00,380.5,96.65,19.7,0.78,86.5,40.34,5.5
2019-11-05 20:00:00,638.0,140.3,19.35,1.29,113.25,53.7,6.72
2019-11-05 21:00:00,528.75,131.25,18.98,1.99,102.0,50.95,6.53
2019-11-05 22:00:00,595.0,131.22,18.55,2.42,117.5,51.38,6.35
2019-11-05 23:00:00,470.0,122.28,18.3,2.57,111.75,48.12,6.22
2019-11-06 00:00:00,321.0,124.41,17.15,2.68,102.0,48.5,6.3
2019-11-06 01:00:00,205.5,120.23,16.2,2.59,99.0,47.82,5.72
2019-11-06 02:00:00,179.75,107.47,16.38,2.47,91.5,44.55,5.57
2019-11-06 03:00:00,172.5,75.41,16.68,2.27,100.25,35.01,4.65
2019-11-06 04:00:00,162.25,78.49,16.7,2.02,97.25,35.68,4.78
2019-11-06 05:00:00,150.5,71.82,16.9,1.86,98.75,33.98,4.7
2019-11-06 06:00:00,159.5,58.37,18.88,1.72,100.0,29.96,5.0
2019-11-06 07:00:00,159.75,62.2,18.3,1.65,109.25,31.19,5.17
2019-11-06 08:00:00,205.0,97.26,17.5,1.75,114.75,40.86,5.95
2019-11-06 09:00:00,334.75,123.06,17.18,2.25,125.25,48.61,6.57
2019-11-06 10:00:00,352.0,142.21,17.2,2.5,123.0,54.25,6.88
2019-11-06 11:00:00,414.5,75.66,21.7,2.35,124.75,35.15,4.83
2019-11-06 12:00:00,281.75,23.73,69.45,1.96,101.5,19.93,3.67
2019-11-06 13:00:00,210.75,19.31,57.65,1.57,89.75,18.53,3.77
2019-11-06 14:00:00,236.5,15.25,66.97,1.26,73.25,17.38,3.65
2019-11-06 15:00:00,139.5,22.48,61.3,0.96,47.0,19.32,3.62
2019-11-06 16:00:00,134.25,37.7,45.85,0.68,38.5,23.7,3.88
2019-11-06 17:00:00,219.75,63.21,22.4,0.8,47.25,30.96,4.65
2019-11-06 18:00:00,191.75,99.68,19.62,1.21,53.5,41.76,5.6
2019-11-06 19:00:00,362.25,108.78,19.85,1.7,87.5,45.92,5.92
2019-11-06 20:00:00,354.5,81.96,20.27,1.88,104.0,36.22,5.45
2019-11-06 21:00:00,430.25,73.17,19.55,2.05,146.0,34.16,5.35
2019-11-06 22:00:00,383.0,53.65,24.52,2.04,158.25,28.68,4.7
2019-11-06 23:00:00,396.25,45.74,19.4,1.86,161.75,26.17,4.2
2019-11-07 00:00:00,311.0,36.75,20.4,1.68,145.5,23.87,3.9
2019-11-07 01:00:00,204.5,24.73,23.6,1.3,126.25,20.02,3.68
2019-11-07 02:00:00,195.0,23.02,22.6,1.08,117.5,19.61,3.68
2019-11-07 03:00:00,199.0,21.43,20.17,0.93,133.0,19.11,3.75
2019-11-07 04:00:00,231.25,16.26,20.8,0.88,155.5,17.43,4.25
2019-11-07 05:00:00,252.5,15.83,20.15,0.86,180.0,17.26,4.35
2019-11-07 06:00:00,244.5,22.86,18.7,0.91,182.25,19.33,4.43
2019-11-07 07:00:00,271.25,33.92,17.85,1.05,181.0,22.76,4.78
2019-11-07 08:00:00,279.25,47.87,17.85,1.18,187.5,26.59,5.0
2019-11-07 09:00:00,371.5,73.05,17.45,1.36,197.25,34.22,4.97
2019-11-07 10:00:00,455.0,60.46,16.98,1.43,235.25,30.67,4.28
2019-11-07 11:00:00,493.5,58.37,16.5,1.46,233.25,29.97,4.28
2019-11-07 12:00:00,449.5,49.12,16.95,1.49,236.75,27.12,4.03
2019-11-07 13:00:00,438.75,61.8,15.15,1.57,263.25,30.84,4.53
2019-11-07 14:00:00,398.5,58.98,15.25,1.75,276.25,29.82,4.27
2019-11-07 15:00:00,333.0,45.1,18.52,1.84,252.75,25.86,4.6
2019-11-07 16:00:00,284.0,39.21,18.25,1.87,223.0,24.45,4.6
2019-11-07 17:00:00,284.25,51.02,17.35,1.93,211.5,27.66,4.8
2019-11-07 18:00:00,274.25,57.39,17.57,2.05,205.25,29.76,4.95
2019-11-07 19:00:00,298.25,82.83,17.58,2.37,215.25,36.74,5.65
2019-11-07 20:00:00,334.0,120.65,14.35,2.81,253.25,48.12,6.38
2019-11-07 21:00:00,330.5,103.91,13.95,2.98,268.25,43.31,5.7
2019-11-07 22:00:00,276.5,108.58,14.65,3.06,225.25,44.33,5.7
2019-11-07 23:00:00,256.5,110.36,14.85,3.13,201.5,44.79,5.67
2019-11-08 00:00:00,263.0,133.35,14.4,3.19,203.5,52.27,6.25
2019-11-08 01:00:00,293.0,135.5,16.05,3.25,217.25,52.65,6.3
2019-11-08 02:00:00,293.0,117.66,18.85,3.16,212.5,47.53,6.4
2019-11-08 03:00:00,290.75,104.59,19.3,2.88,215.75,43.15,6.47
2019-11-08 04:00:00,270.0,96.5,18.55,2.65,199.5,41.06,7.4
2019-11-08 05:00:00,261.25,74.49,20.2,2.42,184.0,34.94,5.97
2019-11-08 06:00:00,280.75,60.29,18.33,2.14,202.5,30.69,5.25
2019-11-08 07:00:00,237.5,64.45,14.6,1.87,180.75,31.85,5.0
2019-11-08 08:00:00,218.0,131.89,14.45,1.89,166.0,51.29,6.5
2019-11-08 09:00:00,221.0,94.88,14.03,2.16,146.25,40.65,5.53
2019-11-08 10:00:00,239.25,86.02,15.0,1.95,163.5,38.06,4.83
2019-11-08 11:00:00,259.75,64.22,18.48,1.76,158.5,32.02,4.15
2019-11-08 12:00:00,252.75,34.65,37.25,1.43,143.0,23.19,3.92
2019-11-08 13:00:00,248.5,27.0,32.65,1.06,124.25,20.5,4.25
2019-11-08 14:00:00,208.0,29.22,48.45,0.87,118.25,21.19,4.2
2019-11-08 15:00:00,215.0,34.86,81.55,0.84,108.75,22.77,4.22
2019-11-08 16:00:00,267.75,37.28,118.7,1.01,139.75,23.4,4.3
2019-11-08 17:00:00,312.5,51.19,47.85,1.07,149.5,27.49,4.45
2019-11-08 18:00:00,282.5,94.51,15.93,1.25,133.25,40.1,5.03
2019-11-08 19:00:00,390.5,138.88,15.35,1.57,138.5,52.59,6.05
2019-11-08 20:00:00,369.5,244.61,14.82,2.43,140.0,83.22,8.65
2019-11-08 21:00:00,436.75,211.82,14.72,3.27,164.25,74.0,8.2
2019-11-08 22:00:00,500.0,208.05,14.85,3.96,174.5,73.5,7.97
2019-11-08 23:00:00,475.5,169.61,16.65,4.29,175.0,62.18,7.33
2019-11-09 00:00:00,363.0,148.2,18.15,4.3,163.0,56.14,7.25
2019-11-09 01:00:00,331.0,143.06,17.5,4.15,167.5,54.7,7.07
2019-11-09 02:00:00,314.25,119.34,17.42,3.78,170.0,47.47,6.53
2019-11-09 03:00:00,297.75,87.36,17.1,3.18,179.25,38.42,5.88
2019-11-09 04:00:00,292.5,58.17,16.82,2.54,198.75,29.81,5.27
2019-11-09 05:00:00,270.0,36.32,15.7,1.95,200.75,23.55,4.25
2019-11-09 06:00:00,268.25,33.65,15.75,1.51,211.25,22.74,4.2
2019-11-09 07:00:00,273.0,33.3,16.0,1.26,230.75,22.25,4.2
2019-11-09 08:00:00,276.75,49.19,16.15,1.21,237.5,26.87,4.53
2019-11-09 09:00:00,341.75,40.37,17.58,1.23,277.25,24.29,4.35
2019-11-09 10:00:00,334.0,28.14,26.45,1.12,267.0,20.88,4.3
2019-11-09 11:00:00,278.5,22.41,42.88,1.01,193.25,19.33,4.53
2019-11-09 12:00:00,230.0,18.42,59.52,0.9,112.25,17.96,4.4
2019-11-09 13:00:00,142.25,15.64,57.4,0.76,68.75,17.41,4.4
2019-11-09 14:00:00,126.75,16.81,79.72,0.63,66.0,17.56,4.42
2019-11-09 15:00:00,123.5,17.44,83.85,0.42,54.75,18.52,4.33
2019-11-09 16:00:00,98.75,15.61,88.45,0.36,40.0,17.42,3.85
2019-11-09 17:00:00,110.25,23.34,66.58,0.35,40.0,19.61,3.68
2019-11-09 18:00:00,120.0,58.44,24.75,0.41,42.75,29.39,4.2
2019-11-09 19:00:00,156.25,82.23,19.02,0.53,50.75,36.05,4.72
2019-11-09 20:00:00,271.25,128.74,18.4,1.04,84.25,49.95,6.07
2019-11-09 21:00:00,384.5,103.83,18.77,1.91,130.0,42.93,5.8
2019-11-09 22:00:00,494.5,118.71,18.92,3.14,157.25,47.5,6.6
2019-11-09 23:00:00,331.0,107.76,18.52,3.07,164.5,44.65,6.53
2019-11-10 00:00:00,402.0,94.66,17.95,2.9,176.5,40.22,6.2
2019-11-10 01:00:00,279.25,75.19,18.0,2.64,166.75,34.73,5.75
2019-11-10 02:00:00,265.25,53.91,18.1,2.38,177.0,28.66,5.1
2019-11-10 03:00:00,307.0,51.87,18.42,2.07,246.0,27.95,4.65
2019-11-10 04:00:00,323.25,42.09,18.77,1.85,259.25,25.06,4.23
2019-11-10 05:00:00,329.25,33.52,18.75,1.67,268.5,22.26,4.1
2019-11-10 06:00:00,354.5,27.93,18.43,1.52,288.5,20.55,4.07
2019-11-10 07:00:00,380.5,33.2,18.27,1.44,311.5,22.45,4.28
2019-11-10 08:00:00,373.25,33.87,18.55,1.35,304.5,22.57,4.4
2019-11-10 09:00:00,408.0,40.91,19.45,1.18,285.25,24.53,5.08
2019-11-10 10:00:00,358.0,32.23,25.43,1.16,274.75,21.9,4.58
2019-11-10 11:00:00,358.0,30.19,44.88,1.1,260.0,21.55,4.5
2019-11-10 12:00:00,356.5,22.28,95.97,1.03,259.0,19.45,4.68
2019-11-10 13:00:00,295.75,18.99,116.5,0.9,211.5,18.22,4.4
2019-11-10 14:00:00,252.75,15.8,121.83,0.7,162.5,17.27,3.88
2019-11-10 15:00:00,162.0,14.14,126.25,0.51,92.75,16.84,3.82
2019-11-10 16:00:00,147.5,17.79,107.6,0.41,75.0,18.2,3.9
2019-11-10 17:00:00,191.25,30.5,61.52,0.41,82.5,21.49,3.92
2019-11-10 18:00:00,210.5,65.92,18.32,0.58,80.25,31.54,4.45
2019-11-10 19:00:00,426.25,75.75,19.15,1.15,109.75,34.69,5.15
2019-11-10 20:00:00,414.0,83.12,19.32,1.56,119.5,36.86,5.75
2019-11-10 21:00:00,429.0,84.5,18.93,1.92,148.75,37.33,5.78
2019-11-10 22:00:00,445.0,89.61,18.45,2.25,147.25,38.62,6.22
2019-11-10 23:00:00,410.5,83.89,17.98,2.43,165.5,37.26,5.9
2019-11-11 00:00:00,402.0,87.67,17.85,2.39,181.5,38.19,5.8
2019-11-11 01:00:00,321.5,98.09,17.58,2.35,180.25,41.58,5.57
2019-11-11 02:00:00,262.75,87.53,17.92,2.24,183.75,38.48,5.12
2019-11-11 03:00:00,278.5,73.57,17.9,2.11,186.75,34.5,4.9
2019-11-11 04:00:00,286.25,59.87,17.95,1.96,197.25,30.23,4.65
2019-11-11 05:00:00,276.5,57.61,17.77,1.83,207.25,29.75,4.7
2019-11-11 06:00:00,286.5,45.91,18.05,1.72,234.0,26.03,4.88
2019-11-11 07:00:00,313.75,41.41,18.0,1.64,256.5,24.87,5.05
2019-11-11 08:00:00,386.25,49.48,17.73,1.68,276.5,27.15,5.22
2019-11-11 09:00:00,546.75,103.12,18.53,2.39,325.5,42.96,6.1
2019-11-11 10:00:00,585.75,95.32,20.62,2.34,381.25,40.47,5.42
2019-11-11 11:00:00,720.5,68.02,44.62,2.34,481.75,33.27,4.12
2019-11-11 12:00:00,847.25,33.86,105.75,1.56,571.75,22.92,4.1
2019-11-11 13:00:00,515.75,28.36,113.42,1.24,375.0,20.8,4.58
2019-11-11 14:00:00,337.0,30.09,130.2,0.79,241.0,21.63,4.72
2019-11-11 15:00:00,341.25,25.35,134.43,0.62,232.75,20.12,4.47
2019-11-11 16:00:00,291.5,24.59,116.8,0.6,188.25,20.03,4.4
2019-11-11 17:00:00,251.5,53.95,38.85,0.73,160.75,28.18,4.25
2019-11-11 18:00:00,278.0,98.12,18.65,1.06,140.0,40.81,4.8
2019-11-11 19:00:00,448.5,141.8,18.12,1.7,156.5,54.05,6.05
2019-11-11 20:00:00,548.75,212.18,18.18,2.48,179.5,74.7,7.95
2019-11-11 21:00:00,581.5,263.38,17.93,3.45,210.75,90.02,9.43
2019-11-11 22:00:00,568.25,317.27,17.55,4.41,194.5,105.4,10.8
2019-11-11 23:00:00,482.5,259.79,18.17,5.41,201.25,89.1,9.7
2019-11-12 00:00:00,403.0,257.52,18.05,5.4,201.0,87.99,9.55
2019-11-12 01:00:00,409.5,198.54,17.45,4.77,225.25,71.22,8.25
2019-11-12 02:00:00,370.5,165.05,17.43,4.12,258.75,61.25,7.72
2019-11-12 03:00:00,393.0,145.32,17.57,3.68,289.75,54.9,7.3
2019-11-12 04:00:00,393.75,128.94,18.2,3.43,311.5,50.19,6.57
2019-11-12 05:00:00,411.25,104.09,18.1,3.1,344.75,43.37,5.7
2019-11-12 06:00:00,473.5,83.2,18.08,2.79,401.0,37.11,5.22
2019-11-12 07:00:00,547.75,70.41,18.02,2.53,457.25,33.06,4.72
2019-11-12 08:00:00,768.0,69.98,17.62,2.41,542.0,33.44,4.8
2019-11-12 09:00:00,746.5,73.91,17.75,2.44,539.5,34.34,5.08
2019-11-12 10:00:00,769.25,63.31,21.2,2.42,604.0,31.43,4.75
2019-11-12 11:00:00,781.25,39.96,54.57,2.24,603.5,24.41,4.53
2019-11-12 12:00:00,626.25,25.78,104.5,2.04,479.25,20.61,4.43
2019-11-12 13:00:00,541.25,24.68,117.97,1.7,414.25,20.06,4.55
2019-11-12 14:00:00,457.0,25.55,134.5,1.39,313.0,20.47,4.62
2019-11-12 15:00:00,421.0,27.95,109.45,1.21,285.5,21.34,4.72
2019-11-12 16:00:00,421.75,31.31,98.62,1.11,289.75,21.77,4.62
2019-11-12 17:00:00,399.0,49.29,47.9,1.12,271.5,26.84,4.67
2019-11-12 18:00:00,421.5,49.67,19.8,1.35,260.75,27.29,4.88
2019-11-12 19:00:00,507.5,101.26,18.98,2.58,265.5,42.17,6.38
2019-11-12 20:00:00,697.5,237.97,18.48,4.08,329.25,82.37,9.32
2019-11-12 21:00:00,743.75,313.97,17.77,6.36,334.75,104.15,10.85
2019-11-12 22:00:00,767.5,310.51,17.23,7.06,340.5,103.73,10.98
2019-11-12 23:00:00,618.0,285.87,16.73,6.94,332.5,96.89,10.57
2019-11-13 00:00:00,583.0,269.21,16.4,6.75,346.5,91.77,9.95
2019-11-13 01:00:00,510.25,240.33,16.77,6.24,362.0,83.07,9.28
2019-11-13 02:00:00,462.0,165.02,17.55,4.35,334.25,76.33,9.1
2019-11-13 03:00:00,455.25,195.79,17.43,5.42,342.25,70.12,8.2
2019-11-13 04:00:00,477.5,155.84,17.0,4.58,373.75,58.35,7.53
2019-11-13 05:00:00,472.25,133.25,16.93,4.16,382.5,51.85,6.78
2019-11-13 06:00:00,526.5,113.99,16.7,3.76,417.5,46.11,6.45
2019-11-13 07:00:00,518.25,98.04,16.2,3.39,432.25,41.45,6.18
2019-11-13 08:00:00,598.5,106.71,15.5,3.03,444.25,44.01,6.2
2019-11-13 09:00:00,,116.76,15.98,3.04,591.25,46.73,6.08
2019-11-13 10:00:00,699.5,115.81,17.2,2.97,535.0,46.69,5.72
2019-11-13 11:00:00,719.25,90.38,19.7,2.83,510.5,39.15,4.83
2019-11-13 12:00:00,649.0,57.18,40.8,2.55,477.5,29.3,4.4
2019-11-13 13:00:00,601.0,45.12,52.05,2.36,435.0,26.02,4.7
2019-11-13 14:00:00,,33.27,88.3,1.6,,22.57,4.88
2019-11-13 15:00:00,,27.61,118.78,1.01,,20.74,5.7
2019-11-13 16:00:00,373.25,31.16,78.75,,243.0,21.99,4.4
2019-11-13 17:00:00,418.25,50.25,28.3,1.49,279.25,27.26,5.15
2019-11-13 18:00:00,542.0,119.93,19.3,2.19,308.0,47.23,5.75
2019-11-13 19:00:00,738.5,180.66,19.15,3.49,373.25,65.37,7.38
2019-11-13 20:00:00,784.25,241.63,18.8,4.31,409.5,82.94,9.05
2019-11-13 21:00:00,790.25,227.93,18.75,5.11,409.25,78.79,8.6
2019-11-13 22:00:00,804.0,242.56,18.45,5.78,416.5,83.39,8.88
2019-11-13 23:00:00,619.75,213.74,18.67,6.05,385.25,75.39,8.25
2019-11-14 00:00:00,563.0,197.14,18.65,6.13,370.0,70.96,8.1
2019-11-14 01:00:00,532.5,202.79,18.12,5.99,366.0,72.31,8.07
2019-11-14 02:00:00,486.25,185.22,17.88,5.64,356.75,66.77,7.75
2019-11-14 03:00:00,439.0,166.02,17.62,5.18,342.0,61.86,7.28
2019-11-14 04:00:00,421.25,148.94,17.4,4.73,339.25,56.5,6.8
