Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3),SO2 (ug/m3)
2019-10-31 01:00:00,578.5,378.5,59.8,67.88,5.01,35.78,29.68
2019-10-31 02:00:00,541.0,365.0,57.48,67.47,4.56,31.5,26.6
2019-10-31 03:00:00,492.5,341.5,54.12,61.12,8.28,29.12,24.67
2019-10-31 04:00:00,467.5,320.5,58.38,52.98,6.82,26.35,23.12
2019-10-31 05:00:00,436.5,306.0,50.2,41.73,5.6,24.38,20.38
2019-10-31 06:00:00,392.5,285.5,51.9,35.45,4.8,23.62,20.17
2019-10-31 07:00:00,376.5,274.0,52.25,32.9,4.17,33.27,19.5
2019-10-31 08:00:00,380.5,274.5,52.78,32.85,3.95,45.48,19.68
2019-10-31 09:00:00,407.0,265.0,57.5,27.45,3.58,38.2,22.3
2019-10-31 10:00:00,476.0,257.0,58.23,21.1,3.2,33.8,25.85
2019-10-31 11:00:00,568.5,305.0,62.08,16.12,3.02,35.3,31.48
2019-10-31 12:00:00,585.0,357.5,60.8,14.02,2.9,39.15,26.8
2019-10-31 13:00:00,613.0,422.0,64.38,12.65,3.0,49.4,25.12
2019-10-31 14:00:00,641.5,477.5,65.8,10.55,2.85,68.67,20.95
2019-10-31 15:00:00,686.0,513.0,84.3,10.1,3.05,83.97,19.57
2019-10-31 16:00:00,685.5,496.5,74.35,9.93,2.88,67.17,18.25
2019-10-31 17:00:00,609.5,433.0,72.03,9.8,3.0,49.2,16.35
2019-10-31 18:00:00,,,,,,,
2019-10-31 19:00:00,,,,,,,
2019-10-31 20:00:00,603.0,421.0,70.8,23.1,2.9,33.23,31.85
2019-10-31 21:00:00,705.0,447.0,63.95,31.45,7.12,47.47,39.15
2019-10-31 22:00:00,670.5,446.0,66.75,32.92,7.27,45.08,41.38
2019-10-31 23:00:00,638.5,451.5,72.08,33.45,7.43,42.42,42.05
2019-11-01 00:00:00,608.5,437.5,69.62,30.0,5.97,38.85,41.22
2019-11-01 01:00:00,558.5,402.5,70.7,24.95,4.65,36.85,37.62
2019-11-01 02:00:00,540.0,399.0,70.58,19.3,3.8,35.95,37.17
2019-11-01 03:00:00,541.5,412.0,63.92,19.97,3.68,32.5,35.15
2019-11-01 04:00:00,565.0,436.0,68.3,21.4,3.47,31.7,34.05
2019-11-01 05:00:00,603.5,475.5,69.0,20.62,3.15,30.25,33.85
2019-11-01 06:00:00,624.0,502.0,68.1,20.15,3.0,30.12,33.8
2019-11-01 07:00:00,655.0,519.5,71.28,24.23,3.17,36.98,35.75
2019-11-01 08:00:00,726.0,554.0,74.83,26.58,3.47,57.03,38.48
2019-11-01 09:00:00,,,,,,,
2019-11-01 10:00:00,,,,,,,
2019-11-01 11:00:00,,,,,,,
2019-11-01 12:00:00,,,,,,,
2019-11-01 13:00:00,,,,,0.0,47.15,
2019-11-01 14:00:00,696.0,456.0,70.15,21.5,3.12,,38.38
2019-11-01 15:00:00,673.25,443.0,51.38,21.0,2.72,,33.35
2019-11-01 16:00:00,578.0,393.5,48.2,29.1,2.52,82.32,30.88
2019-11-01 17:00:00,497.5,352.25,58.7,42.08,2.5,59.75,26.98
2019-11-01 18:00:00,518.5,326.75,60.9,52.42,3.0,33.3,25.15
2019-11-01 19:00:00,581.75,343.5,71.57,58.6,3.23,30.0,25.43
2019-11-01 20:00:00,590.75,353.75,75.45,57.93,3.55,31.42,25.3
2019-11-01 21:00:00,570.25,358.0,68.38,52.18,3.0,26.22,25.75
2019-11-01 22:00:00,524.0,307.5,57.73,40.62,2.75,24.55,22.7
2019-11-01 23:00:00,437.25,246.75,47.7,47.92,2.45,26.02,23.83
2019-11-02 00:00:00,447.0,245.25,53.7,33.98,1.98,25.15,23.27
2019-11-02 01:00:00,396.5,239.25,57.65,33.67,1.83,24.1,22.0
2019-11-02 02:00:00,405.0,254.0,58.88,35.38,1.8,25.6,22.65
2019-11-02 03:00:00,400.5,257.75,63.75,34.05,1.8,27.05,23.55
2019-11-02 04:00:00,406.0,280.75,60.97,40.8,1.8,29.2,24.42
2019-11-02 05:00:00,424.25,301.0,62.97,50.33,1.8,24.82,25.9
2019-11-02 06:00:00,471.5,342.75,64.5,48.35,1.88,25.45,25.65
2019-11-02 07:00:00,481.25,371.0,61.3,45.18,1.95,31.77,24.9
2019-11-02 08:00:00,501.25,404.5,63.55,52.02,2.15,42.65,25.98
2019-11-02 09:00:00,535.0,418.0,71.05,49.65,2.3,32.27,26.72
2019-11-02 10:00:00,606.0,453.0,76.18,54.95,2.6,31.7,29.75
2019-11-02 11:00:00,658.25,465.5,89.55,51.72,3.17,34.6,30.83
2019-11-02 12:00:00,748.25,517.0,89.18,40.05,3.08,44.88,32.55
2019-11-02 13:00:00,716.75,492.25,75.0,22.8,2.5,51.88,28.77
2019-11-02 14:00:00,557.5,369.75,72.72,20.17,2.27,60.1,19.43
2019-11-02 15:00:00,462.5,326.75,58.7,16.32,1.73,70.3,16.48
2019-11-02 16:00:00,345.75,235.0,57.8,15.93,1.68,60.42,16.35
2019-11-02 17:00:00,413.75,286.0,67.38,18.05,2.05,48.8,17.52
2019-11-02 18:00:00,562.0,401.25,75.92,19.2,2.38,35.15,18.92
2019-11-02 19:00:00,670.0,498.75,83.3,19.6,2.32,35.58,17.0
2019-11-02 20:00:00,605.0,472.0,74.85,23.5,2.45,31.9,16.05
2019-11-02 21:00:00,550.0,449.5,71.78,32.83,2.8,30.17,17.23
2019-11-02 22:00:00,559.0,446.0,71.38,34.88,2.75,29.9,18.2
2019-11-02 23:00:00,551.25,440.5,62.07,35.92,2.68,30.55,15.95
2019-11-03 00:00:00,578.0,471.0,63.05,30.07,2.8,27.9,16.82
2019-11-03 01:00:00,565.25,474.5,64.45,43.53,2.95,28.05,15.45
2019-11-03 02:00:00,579.0,481.5,67.0,58.67,3.23,25.0,16.12
2019-11-03 03:00:00,654.0,541.0,82.97,44.7,3.12,25.8,14.75
2019-11-03 04:00:00,772.25,652.75,88.0,38.92,3.18,26.38,13.32
2019-11-03 05:00:00,909.5,785.75,89.12,31.48,3.35,24.62,13.52
2019-11-03 06:00:00,986.0,870.0,89.4,26.6,3.45,23.8,12.47
2019-11-03 07:00:00,,932.0,83.22,23.9,3.58,26.5,10.93
2019-11-03 08:00:00,994.0,957.25,81.88,24.18,3.75,35.08,13.28
2019-11-03 09:00:00,994.0,907.0,101.93,26.2,4.62,35.2,12.53
2019-11-03 10:00:00,,,111.78,26.35,5.03,40.22,14.22
2019-11-03 11:00:00,,,121.7,29.45,5.45,46.4,14.62
2019-11-03 12:00:00,,,,,,,
2019-11-03 13:00:00,,,,,,,
2019-11-03 14:00:00,,,,,,,
2019-11-03 15:00:00,,,,,,,
2019-11-03 16:00:00,,,,,,,
2019-11-03 17:00:00,,,,,,,
2019-11-03 18:00:00,,,,,,,
2019-11-03 19:00:00,,,,,,,
2019-11-03 20:00:00,,,,,,,
2019-11-03 21:00:00,,,,,0.35,6.3,
2019-11-03 22:00:00,,,62.75,61.9,0.0,22.12,12.62
2019-11-03 23:00:00,305.0,200.0,53.43,59.35,0.0,24.65,13.23
2019-11-04 00:00:00,292.0,196.5,46.23,53.5,0.0,24.18,14.25
2019-11-04 01:00:00,358.0,273.0,56.85,43.5,0.0,23.05,14.55
2019-11-04 02:00:00,603.5,525.5,73.12,33.67,0.0,27.9,15.93
2019-11-04 03:00:00,846.0,764.0,85.58,33.78,0.0,28.67,15.5
2019-11-04 04:00:00,950.5,838.5,95.75,36.3,0.0,28.68,14.23
2019-11-04 05:00:00,979.0,857.5,96.72,30.8,0.0,28.2,15.15
2019-11-04 06:00:00,958.0,857.0,94.67,29.58,0.0,26.73,14.53
2019-11-04 07:00:00,900.0,786.0,86.78,29.25,0.0,25.57,14.2
2019-11-04 08:00:00,839.0,732.0,77.58,30.3,0.0,25.73,15.18
2019-11-04 09:00:00,775.0,676.5,76.42,27.25,0.0,26.73,16.48
2019-11-04 10:00:00,604.0,505.0,67.33,19.88,,32.3,16.9
2019-11-04 11:00:00,446.5,345.5,65.88,15.1,0.1,37.55,18.5
2019-11-04 12:00:00,399.0,296.0,65.3,13.7,0.5,53.8,18.9
2019-11-04 13:00:00,399.0,296.0,50.3,5.7,3.2,61.45,11.2
2019-11-04 14:00:00,,,,,,,
2019-11-04 15:00:00,,,,,,,
2019-11-04 16:00:00,,,,10.1,0.0,40.5,18.8
2019-11-04 17:00:00,163.0,80.0,39.88,10.85,2.02,48.6,27.05
2019-11-04 18:00:00,181.5,89.5,38.75,15.68,4.08,36.83,26.85
2019-11-04 19:00:00,225.5,107.5,42.75,22.65,4.5,24.4,27.75
2019-11-04 20:00:00,270.0,121.5,45.65,35.12,0.01,22.15,28.72
2019-11-04 21:00:00,283.5,133.0,47.52,37.0,0.02,22.08,29.3
2019-11-04 22:00:00,282.5,151.5,48.05,31.65,,22.98,31.17
2019-11-04 23:00:00,325.5,212.0,51.88,25.23,,27.95,31.83
2019-11-05 00:00:00,417.0,319.0,51.67,22.08,,29.73,31.68
2019-11-05 01:00:00,536.0,449.0,57.33,22.25,,28.27,32.08
2019-11-05 02:00:00,602.5,524.0,60.3,22.12,,28.0,31.73
2019-11-05 03:00:00,611.0,532.0,63.05,20.18,,27.0,31.28
2019-11-05 04:00:00,611.5,524.0,66.12,19.75,,26.07,32.7
2019-11-05 05:00:00,580.0,491.0,61.05,18.25,,26.18,31.55
2019-11-05 06:00:00,524.0,441.0,57.35,18.52,,24.48,30.15
2019-11-05 07:00:00,478.0,391.5,54.03,18.97,,23.58,30.27
2019-11-05 08:00:00,450.0,360.0,46.65,20.5,,25.2,29.38
2019-11-05 09:00:00,413.0,317.0,45.8,18.73,,33.23,31.27
2019-11-05 10:00:00,353.5,252.0,44.5,15.7,,45.92,32.33
2019-11-05 11:00:00,289.0,195.0,45.33,11.97,,71.25,30.3
2019-11-05 12:00:00,236.5,147.0,47.1,10.88,0.7,69.85,27.25
2019-11-05 13:00:00,194.5,108.5,44.25,8.9,0.62,70.78,21.43
2019-11-05 14:00:00,164.5,80.0,40.42,7.62,0.25,68.62,14.68
2019-11-05 15:00:00,148.0,63.5,38.83,7.38,0.1,68.53,10.42
2019-11-05 16:00:00,137.0,58.75,28.65,7.9,,67.35,11.85
2019-11-05 17:00:00,138.5,67.0,34.73,9.75,0.2,62.62,13.1
2019-11-05 18:00:00,145.25,69.5,38.7,13.62,0.75,43.35,13.55
2019-11-05 19:00:00,185.5,80.25,39.32,21.08,1.77,20.9,10.32
2019-11-05 20:00:00,211.25,92.5,42.35,32.53,2.77,18.32,11.15
2019-11-05 21:00:00,244.5,108.5,38.6,54.57,3.95,19.23,14.5
2019-11-05 22:00:00,295.25,134.5,40.1,65.8,4.07,17.3,15.28
2019-11-05 23:00:00,316.0,135.75,38.45,78.78,4.6,17.62,14.73
2019-11-06 00:00:00,306.75,137.75,33.55,79.45,4.75,17.9,19.65
2019-11-06 01:00:00,282.5,137.5,33.6,78.03,4.12,17.9,17.75
2019-11-06 02:00:00,248.75,108.75,33.38,69.43,3.67,15.7,16.67
2019-11-06 03:00:00,192.0,98.0,32.67,65.9,3.47,16.68,14.7
2019-11-06 04:00:00,170.75,90.0,37.62,60.4,3.33,16.92,7.83
2019-11-06 05:00:00,149.75,78.25,35.5,50.78,3.17,17.08,8.28
2019-11-06 06:00:00,143.0,87.25,34.75,46.77,3.0,16.9,7.17
2019-11-06 07:00:00,143.5,85.75,34.93,45.48,3.1,17.23,5.95
2019-11-06 08:00:00,161.25,94.5,29.38,61.22,3.82,19.32,12.25
2019-11-06 09:00:00,223.0,115.0,34.08,74.57,4.4,18.75,14.85
2019-11-06 10:00:00,263.75,114.75,33.52,50.62,3.65,16.48,14.62
2019-11-06 11:00:00,264.0,106.75,39.88,47.95,3.4,19.02,14.38
2019-11-06 12:00:00,280.0,143.25,47.8,34.4,3.4,42.75,18.57
2019-11-06 13:00:00,339.5,213.0,41.23,17.85,3.12,71.55,15.92
2019-11-06 14:00:00,220.0,128.25,37.35,12.6,2.75,66.85,14.45
2019-11-06 15:00:00,145.75,79.0,35.67,8.8,2.72,66.3,13.7
2019-11-06 16:00:00,93.25,45.5,28.98,7.45,2.52,70.83,13.07
2019-11-06 17:00:00,104.0,48.25,32.48,11.35,2.77,56.43,12.4
2019-11-06 18:00:00,148.0,61.75,35.12,17.77,1.97,24.73,9.92
2019-11-06 19:00:00,176.5,70.0,35.62,26.32,0.8,17.27,9.4
2019-11-06 20:00:00,222.0,95.75,43.15,23.17,0.98,16.68,10.25
2019-11-06 21:00:00,231.0,115.0,40.0,22.98,0.9,18.45,10.5
2019-11-06 22:00:00,214.0,107.75,40.23,20.83,0.93,19.93,10.97
2019-11-06 23:00:00,219.75,125.25,40.8,22.43,1.08,13.6,8.4
2019-11-07 00:00:00,233.0,138.0,35.72,24.07,0.88,13.75,13.2
2019-11-07 01:00:00,243.0,146.25,36.7,24.62,1.05,13.97,11.93
2019-11-07 02:00:00,222.75,141.0,35.9,18.48,1.02,15.25,15.3
2019-11-07 03:00:00,199.5,129.5,34.8,15.1,1.0,14.55,12.32
2019-11-07 04:00:00,175.75,121.0,39.75,14.68,0.88,15.2,8.65
2019-11-07 05:00:00,178.0,121.5,36.83,20.02,0.97,15.0,8.82
2019-11-07 06:00:00,229.25,146.25,40.92,28.0,1.27,15.35,13.27
2019-11-07 07:00:00,336.75,200.0,45.23,27.05,1.5,13.95,13.38
2019-11-07 08:00:00,356.25,227.75,40.5,24.65,1.57,14.97,14.18
2019-11-07 09:00:00,347.25,215.75,43.73,25.58,1.65,15.32,37.67
2019-11-07 10:00:00,352.0,225.0,45.5,22.0,1.6,20.5,37.12
2019-11-07 11:00:00,345.25,214.0,44.75,22.9,1.93,17.35,18.8
2019-11-07 12:00:00,367.25,211.5,56.55,26.95,2.48,17.9,13.52
2019-11-07 13:00:00,446.75,256.5,54.68,26.3,2.77,19.47,11.18
2019-11-07 14:00:00,462.75,279.75,54.73,24.78,2.52,21.07,10.78
2019-11-07 15:00:00,417.5,263.5,52.8,19.45,2.33,26.33,12.28
2019-11-07 16:00:00,301.5,193.5,43.73,14.4,1.93,35.83,12.6
2019-11-07 17:00:00,257.0,159.0,46.45,13.05,1.9,34.83,11.65
2019-11-07 18:00:00,293.75,188.25,48.3,13.1,1.57,27.22,11.12
2019-11-07 19:00:00,303.75,199.5,48.92,16.02,0.77,19.32,15.55
2019-11-07 20:00:00,315.25,218.5,60.67,25.5,1.27,16.75,17.48
2019-11-07 21:00:00,365.0,233.0,55.83,27.35,1.2,17.88,13.8
2019-11-07 22:00:00,375.75,232.5,54.17,29.85,1.3,19.18,12.23
2019-11-07 23:00:00,371.5,250.5,55.55,32.2,1.52,33.52,18.15
2019-11-08 00:00:00,380.0,263.25,49.65,43.62,2.0,36.28,19.3
2019-11-08 01:00:00,424.0,307.75,54.25,32.4,1.42,23.98,17.8
2019-11-08 02:00:00,458.5,367.25,55.03,24.77,1.25,23.95,14.0
2019-11-08 03:00:00,428.5,356.0,55.55,24.48,1.38,22.45,12.58
2019-11-08 04:00:00,391.75,308.0,60.67,20.85,1.73,20.15,12.42
2019-11-08 05:00:00,326.75,251.25,54.12,18.38,2.0,17.4,13.47
2019-11-08 06:00:00,251.5,182.5,46.5,19.62,2.15,17.77,11.1
2019-11-08 07:00:00,233.5,171.25,47.98,21.9,2.25,19.8,11.78
2019-11-08 08:00:00,258.25,190.5,40.65,30.88,2.38,21.9,23.78
2019-11-08 09:00:00,300.5,179.25,43.28,35.27,2.62,29.93,104.53
2019-11-08 10:00:00,389.5,196.75,47.98,33.65,2.75,59.67,104.35
2019-11-08 11:00:00,356.75,208.25,52.35,31.77,3.4,47.33,51.05
2019-11-08 12:00:00,394.25,213.0,58.33,20.88,2.9,65.58,28.62
2019-11-08 13:00:00,307.75,163.0,53.25,13.05,2.55,76.12,21.6
2019-11-08 14:00:00,235.75,134.0,49.02,10.68,2.55,83.88,25.18
2019-11-08 15:00:00,202.5,112.0,47.35,9.95,2.38,69.6,21.77
2019-11-08 16:00:00,169.5,89.0,41.73,8.65,2.23,63.55,14.08
2019-11-08 17:00:00,152.5,85.0,42.12,12.03,2.33,56.95,13.62
2019-11-08 18:00:00,183.25,95.0,44.35,17.2,2.08,25.65,13.55
2019-11-08 19:00:00,244.25,114.25,44.58,26.0,1.98,17.02,12.5
2019-11-08 20:00:00,320.5,148.0,51.92,30.98,2.48,17.3,16.48
2019-11-08 21:00:00,381.75,187.0,54.6,30.68,2.65,16.02,18.27
2019-11-08 22:00:00,376.5,194.25,51.48,32.58,2.52,15.93,20.6
2019-11-08 23:00:00,381.0,192.75,51.05,31.0,2.42,16.48,18.6
2019-11-09 00:00:00,350.25,205.0,44.02,35.38,2.33,16.5,15.12
2019-11-09 01:00:00,324.0,199.0,42.02,25.3,1.65,14.68,13.75
2019-11-09 02:00:00,281.75,176.75,44.1,23.77,1.65,14.45,13.85
2019-11-09 03:00:00,284.25,186.75,44.15,21.23,1.25,14.15,13.95
2019-11-09 04:00:00,263.75,176.5,50.0,16.93,1.33,13.38,14.35
2019-11-09 05:00:00,250.5,180.25,49.9,16.25,1.38,12.22,18.17
2019-11-09 06:00:00,239.5,170.25,48.77,16.88,1.48,12.77,17.73
2019-11-09 07:00:00,234.0,173.5,46.2,16.45,1.55,12.25,14.72
2019-11-09 08:00:00,236.5,180.25,44.25,20.65,1.6,16.67,16.43
2019-11-09 09:00:00,285.5,211.75,44.38,17.55,1.62,17.57,20.6
2019-11-09 10:00:00,295.5,224.25,47.35,15.75,1.7,22.82,24.75
2019-11-09 11:00:00,261.75,187.0,46.8,13.07,1.68,32.93,19.85
2019-11-09 12:00:00,208.5,132.5,47.55,10.32,1.52,42.5,18.42
2019-11-09 13:00:00,173.5,87.75,47.05,8.95,1.58,52.97,14.77
2019-11-09 14:00:00,150.75,59.25,42.28,7.73,1.7,56.85,12.95
2019-11-09 15:00:00,115.25,39.5,40.38,6.9,1.75,58.53,10.32
2019-11-09 16:00:00,118.5,40.75,34.7,6.7,1.52,60.02,13.3
2019-11-09 17:00:00,117.25,39.5,31.65,7.93,1.4,55.12,14.68
2019-11-09 18:00:00,128.5,45.5,35.85,10.67,1.43,37.88,14.82
2019-11-09 19:00:00,174.75,75.25,37.0,14.98,1.15,21.3,17.2
2019-11-09 20:00:00,231.0,104.75,40.55,16.65,1.38,20.5,16.77
2019-11-09 21:00:00,274.25,137.75,44.08,18.35,1.55,19.9,18.58
2019-11-09 22:00:00,310.25,184.5,44.8,17.38,1.65,22.45,20.85
2019-11-09 23:00:00,349.25,233.25,43.6,18.07,1.72,15.25,23.38
2019-11-10 00:00:00,346.0,231.25,42.47,17.3,1.57,16.02,24.57
2019-11-10 01:00:00,370.75,266.5,39.98,15.12,1.57,17.3,19.33
2019-11-10 02:00:00,385.25,301.5,43.07,15.7,1.62,15.4,19.5
2019-11-10 03:00:00,435.5,353.75,45.27,14.85,1.8,17.6,22.18
2019-11-10 04:00:00,469.5,390.5,47.25,14.03,1.65,16.18,21.35
2019-11-10 05:00:00,447.25,362.25,48.25,16.67,1.82,14.07,20.95
2019-11-10 06:00:00,431.0,340.75,46.92,15.28,1.83,15.88,20.38
2019-11-10 07:00:00,402.25,322.25,43.67,15.9,1.92,14.07,24.02
2019-11-10 08:00:00,400.5,312.5,42.92,15.27,2.05,14.62,24.42
2019-11-10 09:00:00,430.75,328.75,39.83,15.32,2.02,26.4,25.92
2019-11-10 10:00:00,419.5,311.75,41.03,14.65,2.08,43.72,30.73
2019-11-10 11:00:00,456.25,315.5,42.2,13.12,2.23,68.62,28.95
2019-11-10 12:00:00,439.75,290.75,41.33,10.23,2.15,78.55,23.33
2019-11-10 13:00:00,328.5,218.5,42.42,9.12,2.25,91.65,20.88
2019-11-10 14:00:00,274.5,171.25,39.97,8.12,2.02,89.1,15.53
2019-11-10 15:00:00,221.0,119.25,37.62,7.4,2.08,79.35,14.25
2019-11-10 16:00:00,149.75,75.5,34.95,7.5,1.9,70.3,11.78
2019-11-10 17:00:00,137.0,68.0,30.68,8.43,1.85,60.48,10.95
2019-11-10 18:00:00,155.0,71.25,32.7,12.03,1.4,33.92,12.57
2019-11-10 19:00:00,197.75,87.75,33.72,15.82,0.95,19.88,13.7
2019-11-10 20:00:00,255.75,114.75,36.38,19.18,1.1,12.65,16.57
2019-11-10 21:00:00,288.5,137.25,41.05,19.88,1.42,11.8,19.38
2019-11-10 22:00:00,293.0,149.0,40.18,23.57,1.55,10.47,19.6
2019-11-10 23:00:00,305.25,170.5,39.17,25.23,1.55,10.85,20.43
2019-11-11 00:00:00,310.0,187.5,38.07,20.7,1.35,11.08,19.32
2019-11-11 01:00:00,304.5,193.5,35.42,18.07,1.05,14.4,23.23
2019-11-11 02:00:00,331.5,235.25,34.92,14.52,0.93,21.0,22.65
2019-11-11 03:00:00,341.5,257.25,39.42,15.03,1.15,17.25,27.93
2019-11-11 04:00:00,416.5,344.5,43.38,14.43,1.38,18.0,21.98
2019-11-11 05:00:00,516.0,446.5,48.5,15.23,1.77,13.07,24.45
2019-11-11 06:00:00,539.75,467.0,48.58,14.95,1.77,14.05,20.73
2019-11-11 07:00:00,575.75,497.25,47.75,16.98,1.95,13.68,22.03
2019-11-11 08:00:00,625.0,531.25,48.5,20.32,2.35,14.67,24.73
2019-11-11 09:00:00,702.25,549.25,45.48,20.45,2.5,22.15,30.62
2019-11-11 10:00:00,742.25,535.25,45.8,18.05,2.45,44.4,37.88
2019-11-11 11:00:00,704.75,511.75,44.05,14.1,2.42,74.25,33.92
2019-11-11 12:00:00,668.0,527.0,40.8,11.3,2.33,86.12,25.73
2019-11-11 13:00:00,540.75,431.75,41.6,9.7,2.2,,21.43
2019-11-11 14:00:00,406.0,306.0,39.35,9.12,2.08,,18.4
2019-11-11 15:00:00,316.5,227.75,38.78,7.95,2.02,93.6,17.38
2019-11-11 16:00:00,249.75,167.25,38.22,8.7,1.95,84.18,15.2
2019-11-11 17:00:00,232.0,144.75,31.02,9.92,1.92,69.58,12.85
2019-11-11 18:00:00,227.0,126.0,30.92,14.25,1.62,30.23,14.28
2019-11-11 19:00:00,241.75,123.75,33.52,19.57,1.43,14.9,14.65
2019-11-11 20:00:00,289.75,152.25,36.35,22.85,1.95,7.95,16.15
2019-11-11 21:00:00,338.5,185.25,43.0,25.32,2.3,9.32,16.6
2019-11-11 22:00:00,381.0,217.0,41.7,31.18,2.55,11.1,16.95
2019-11-11 23:00:00,432.5,260.5,46.8,27.4,2.27,10.28,18.92
2019-11-12 00:00:00,511.25,351.0,47.6,23.38,2.2,9.25,18.98
2019-11-12 01:00:00,587.0,434.25,42.9,20.85,2.03,10.85,16.98
2019-11-12 02:00:00,601.75,481.25,43.08,16.57,1.75,17.6,18.48
2019-11-12 03:00:00,587.0,495.0,43.4,15.17,1.9,14.97,19.1
2019-11-12 04:00:00,584.25,506.25,46.45,15.07,1.8,14.55,18.73
2019-11-12 05:00:00,636.0,542.0,52.45,14.45,2.05,13.53,20.7
2019-11-12 06:00:00,689.0,581.75,52.58,16.12,2.53,11.93,22.58
2019-11-12 07:00:00,718.0,608.0,51.67,15.9,2.48,11.05,21.75
2019-11-12 08:00:00,733.5,620.5,50.2,17.38,2.8,12.57,18.27
2019-11-12 09:00:00,736.5,598.5,47.0,22.12,2.55,18.15,20.05
2019-11-12 10:00:00,706.75,555.5,45.88,21.15,2.45,35.73,27.68
2019-11-12 11:00:00,608.5,483.0,48.75,16.98,2.58,71.25,27.77
2019-11-12 12:00:00,624.5,504.5,48.45,14.55,2.65,97.1,24.35
2019-11-12 13:00:00,602.5,479.5,46.92,11.18,3.1,,22.2
2019-11-12 14:00:00,491.75,383.25,43.27,9.57,2.95,,22.0
2019-11-12 15:00:00,403.75,314.75,41.17,8.95,2.77,,20.12
2019-11-12 16:00:00,335.0,252.25,41.1,9.6,2.72,94.25,19.95
2019-11-12 17:00:00,326.0,233.75,35.83,10.88,2.45,74.72,20.5
2019-11-12 18:00:00,352.0,249.0,36.6,13.38,1.73,36.45,19.95
2019-11-12 19:00:00,384.75,254.5,38.3,17.05,1.23,17.48,19.88
2019-11-12 20:00:00,417.5,273.25,40.25,20.45,1.43,10.45,19.95
2019-11-12 21:00:00,449.75,315.75,46.5,22.62,1.73,8.23,21.33
2019-11-12 22:00:00,494.5,347.0,44.75,27.43,2.02,8.38,22.02
2019-11-12 23:00:00,522.5,367.5,45.22,29.95,2.15,8.77,23.25
2019-11-13 00:00:00,544.25,387.0,45.52,26.97,1.98,8.5,21.95
2019-11-13 01:00:00,532.5,401.5,40.33,22.4,1.67,8.88,21.73
2019-11-13 02:00:00,545.25,434.25,44.52,18.73,1.6,12.1,21.5
2019-11-13 03:00:00,601.25,500.75,47.67,17.95,1.57,10.95,24.75
2019-11-13 04:00:00,641.25,551.75,47.82,17.35,1.65,10.15,21.7
2019-11-13 05:00:00,608.5,512.5,50.92,14.8,1.88,12.5,22.73
2019-11-13 06:00:00,493.25,403.0,47.33,14.2,1.83,10.85,22.4
2019-11-13 07:00:00,438.25,357.25,44.75,13.9,1.48,9.68,17.6
2019-11-13 08:00:00,408.0,326.25,41.17,20.5,1.7,10.57,18.02
2019-11-13 09:00:00,421.5,325.75,39.12,19.45,1.35,13.57,20.27
2019-11-13 10:00:00,424.75,321.5,38.65,15.15,1.1,24.38,23.0
2019-11-13 11:00:00,367.0,266.0,40.67,13.72,1.02,42.83,28.1
2019-11-13 12:00:00,373.25,255.0,45.03,13.02,1.3,68.55,32.65
2019-11-13 13:00:00,423.25,299.75,53.08,12.5,1.9,82.9,28.52
2019-11-13 14:00:00,458.0,334.25,55.22,13.28,2.1,,23.0
2019-11-13 15:00:00,498.5,366.5,53.25,12.68,2.08,,20.15
2019-11-13 16:00:00,511.75,394.75,55.62,13.35,2.2,,20.55
2019-11-13 17:00:00,543.0,414.0,50.03,13.62,1.95,70.03,18.7
2019-11-13 18:00:00,560.0,420.25,50.75,18.68,2.58,25.32,15.88
2019-11-13 19:00:00,575.75,423.75,49.55,38.12,3.62,11.55,16.8
2019-11-13 20:00:00,611.25,432.25,49.6,47.05,4.62,11.2,18.38
2019-11-13 21:00:00,621.75,419.5,60.88,43.0,4.35,9.07,21.2
2019-11-13 22:00:00,575.5,370.5,53.33,35.48,3.88,10.6,19.4
2019-11-13 23:00:00,518.75,347.5,51.92,36.33,3.47,9.8,19.65
2019-11-14 00:00:00,535.5,354.75,51.33,34.65,3.05,10.4,16.38
2019-11-14 01:00:00,521.25,362.75,46.92,32.62,2.7,10.45,16.58
2019-11-14 02:00:00,533.25,389.75,46.2,29.42,3.03,8.5,15.9
2019-11-14 03:00:00,522.0,398.0,48.38,27.3,3.52,11.8,14.52
2019-11-14 04:00:00,527.75,423.75,51.57,27.3,2.93,10.7,13.8
2019-11-14 05:00:00,552.5,451.25,58.52,27.12,2.77,11.38,15.78
2019-11-14 06:00:00,577.5,463.0,58.5,24.85,2.42,10.78,15.9
2019-11-14 07:00:00,578.5,458.25,55.88,22.4,2.62,9.22,14.77
2019-11-14 08:00:00,562.0,452.0,54.3,23.55,2.75,13.88,15.7
2019-11-14 09:00:00,578.75,455.0,51.4,27.68,5.62,14.78,17.38
2019-11-14 10:00:00,624.5,480.75,51.6,29.93,5.9,18.35,19.2
2019-11-14 11:00:00,672.25,487.25,53.95,30.8,5.7,33.25,23.65
2019-11-14 12:00:00,621.75,444.5,57.58,29.43,5.97,59.38,27.45
2019-11-14 13:00:00,664.25,467.75,66.03,25.43,6.22,73.3,34.2
2019-11-14 14:00:00,696.75,454.25,59.12,18.3,6.3,80.85,29.27
2019-11-14 15:00:00,594.0,371.5,51.7,13.75,5.9,66.03,25.02
