Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),NOx (ppb),Ozone (ug/m3),SO2 (ug/m3),CO (mg/m3)
2019-11-01 12:00:00,790.0,467.0,157.32,,4.65,28.82,3.7
2019-11-01 13:00:00,824.0,487.0,155.62,,5.12,25.77,2.53
2019-11-01 14:00:00,575.0,333.0,159.32,,4.65,24.5,2.15
2019-11-01 15:00:00,489.0,279.0,148.55,,4.9,22.82,2.12
2019-11-01 16:00:00,505.0,266.0,130.6,,4.85,21.55,2.38
2019-11-01 17:00:00,567.0,268.75,114.35,,4.6,19.88,2.4
2019-11-01 18:00:00,498.0,245.0,98.53,,5.03,17.1,2.67
2019-11-01 19:00:00,538.0,254.5,87.3,,4.97,15.25,3.47
2019-11-01 20:00:00,602.0,279.25,77.05,,5.55,16.77,4.0
2019-11-01 21:00:00,655.0,268.25,62.58,,4.8,17.0,2.7
2019-11-01 22:00:00,432.0,186.75,53.38,,4.72,16.75,2.95
2019-11-01 23:00:00,394.0,188.75,48.7,,4.7,16.65,2.53
2019-11-02 00:00:00,480.0,201.5,46.88,82.88,5.07,16.85,1.88
2019-11-02 01:00:00,409.0,192.5,45.38,76.45,4.28,16.65,1.88
2019-11-02 02:00:00,389.0,210.0,43.88,76.6,5.6,15.57,1.95
2019-11-02 03:00:00,409.0,228.75,41.93,76.83,4.67,14.6,2.1
2019-11-02 04:00:00,437.0,262.25,42.95,70.2,5.7,14.93,2.17
2019-11-02 05:00:00,492.0,326.5,52.98,88.6,5.2,14.62,2.68
2019-11-02 06:00:00,653.0,377.75,58.55,93.33,4.72,15.5,2.2
2019-11-02 07:00:00,542.0,301.0,58.4,91.05,4.58,15.43,2.3
2019-11-02 08:00:00,515.0,283.5,57.7,99.6,5.17,16.45,2.8
2019-11-02 09:00:00,616.0,335.5,56.03,108.95,4.85,16.2,3.22
2019-11-02 10:00:00,738.0,392.0,57.47,90.92,5.08,19.25,3.4
2019-11-02 11:00:00,848.0,420.0,55.97,108.42,4.58,22.88,3.55
2019-11-02 12:00:00,768.0,374.0,54.9,85.75,4.52,26.93,3.42
2019-11-02 13:00:00,709.0,321.75,49.5,53.2,5.25,25.98,2.48
2019-11-02 14:00:00,565.0,282.75,43.1,40.42,5.0,22.27,2.22
2019-11-02 15:00:00,500.0,275.0,39.0,31.55,5.28,21.57,2.15
2019-11-02 16:00:00,453.0,256.5,37.75,30.7,5.0,19.9,2.3
2019-11-02 17:00:00,521.0,318.25,39.0,39.92,5.15,18.95,2.92
2019-11-02 18:00:00,688.0,418.25,39.15,35.17,5.1,18.6,3.1
2019-11-02 19:00:00,743.0,462.75,40.75,50.05,4.65,17.05,3.12
2019-11-02 20:00:00,649.0,423.5,41.47,77.58,4.78,15.88,3.2
2019-11-02 21:00:00,592.0,394.75,48.67,89.92,4.7,13.3,3.3
2019-11-02 22:00:00,637.0,395.75,51.6,79.82,4.92,12.55,3.08
2019-11-02 23:00:00,703.0,425.0,51.45,84.0,4.77,13.55,3.05
2019-11-03 00:00:00,722.0,415.5,50.15,95.32,5.12,12.5,3.33
2019-11-03 01:00:00,721.0,423.0,49.9,110.35,4.75,12.3,3.45
2019-11-03 02:00:00,775.0,462.75,50.6,104.38,5.4,12.55,3.48
2019-11-03 03:00:00,902.0,521.5,51.32,83.0,5.5,10.6,3.58
2019-11-03 04:00:00,,587.25,51.55,69.55,5.55,9.02,3.75
2019-11-03 05:00:00,,611.5,46.2,57.88,5.15,8.8,3.85
2019-11-03 06:00:00,,653.75,40.47,50.23,4.78,9.18,3.65
2019-11-03 07:00:00,,675.25,39.6,50.8,4.7,8.6,3.55
2019-11-03 08:00:00,972.0,689.25,39.17,64.17,4.7,9.32,4.05
2019-11-03 09:00:00,,778.5,40.8,61.78,5.28,11.85,4.55
2019-11-03 10:00:00,,873.0,66.57,53.6,5.18,12.72,4.97
2019-11-03 11:00:00,,991.0,48.73,51.83,4.68,13.0,4.95
2019-11-03 12:00:00,,967.75,46.05,49.62,4.68,12.85,4.7
2019-11-03 13:00:00,,878.5,53.35,63.05,5.05,13.4,4.28
2019-11-03 14:00:00,,787.0,57.67,61.15,5.3,13.7,3.92
2019-11-03 15:00:00,,664.0,55.8,48.65,4.42,13.9,3.42
2019-11-03 16:00:00,,576.5,54.58,42.92,5.1,14.28,3.2
2019-11-03 17:00:00,892.0,505.25,52.95,50.25,4.93,14.25,2.88
2019-11-03 18:00:00,698.0,384.5,49.4,81.25,5.22,14.1,3.0
2019-11-03 19:00:00,478.0,248.5,,118.75,4.35,14.7,4.05
2019-11-03 20:00:00,542.0,265.5,47.95,156.98,4.97,15.4,4.53
2019-11-03 21:00:00,534.0,275.75,39.95,123.58,4.72,12.85,3.7
2019-11-03 22:00:00,499.0,233.5,35.3,95.72,4.45,12.12,3.03
2019-11-03 23:00:00,359.0,183.25,33.75,92.6,5.02,11.82,2.47
2019-11-04 00:00:00,299.0,172.75,33.78,84.35,5.48,11.0,2.23
2019-11-04 01:00:00,361.0,214.5,33.52,74.73,5.47,9.93,2.2
2019-11-04 02:00:00,437.0,291.75,33.1,65.15,4.1,11.03,2.42
2019-11-04 03:00:00,630.0,426.0,,61.3,4.85,12.05,2.55
2019-11-04 04:00:00,726.0,486.5,,56.23,4.88,13.12,2.67
2019-11-04 05:00:00,817.0,553.25,,63.27,4.68,13.3,2.95
2019-11-04 06:00:00,973.0,602.75,,60.58,5.12,12.77,2.95
2019-11-04 07:00:00,957.0,562.75,,64.35,5.12,11.9,3.05
2019-11-04 08:00:00,950.0,537.0,,70.9,5.03,12.98,3.25
2019-11-04 09:00:00,932.0,503.25,,69.93,5.28,,3.25
2019-11-04 10:00:00,837.0,437.75,,53.8,5.8,19.1,2.83
2019-11-04 11:00:00,687.0,331.75,,43.58,5.18,23.95,2.1
2019-11-04 12:00:00,501.0,240.0,,31.8,5.0,24.53,1.85
2019-11-04 13:00:00,350.0,166.25,,26.3,4.62,24.32,1.6
2019-11-04 14:00:00,234.0,112.5,,23.03,5.12,23.15,1.45
2019-11-04 15:00:00,212.0,98.5,,18.52,5.05,19.85,1.25
2019-11-04 16:00:00,189.0,87.25,,19.27,4.53,18.73,1.25
2019-11-04 17:00:00,184.0,87.5,,24.93,4.95,18.75,1.42
2019-11-04 18:00:00,221.0,104.75,,37.15,5.22,21.5,1.85
2019-11-04 19:00:00,284.0,135.5,,69.2,5.5,21.6,2.35
2019-11-04 20:00:00,376.0,140.75,,93.33,4.55,19.9,2.6
2019-11-04 21:00:00,356.0,140.75,,92.75,5.17,18.67,2.47
2019-11-04 22:00:00,298.0,137.0,,69.98,5.1,17.27,1.9
2019-11-04 23:00:00,334.0,151.5,,55.12,5.33,18.2,1.77
2019-11-05 00:00:00,364.0,179.25,,64.95,5.1,17.75,1.82
2019-11-05 01:00:00,427.0,234.5,,65.8,5.45,18.43,2.05
2019-11-05 02:00:00,570.0,301.5,,50.95,5.7,18.4,2.1
2019-11-05 03:00:00,552.0,310.0,,53.23,4.8,18.38,2.12
2019-11-05 04:00:00,577.0,317.0,,51.2,5.07,17.9,2.12
2019-11-05 05:00:00,585.0,318.5,,53.77,4.72,18.57,2.23
2019-11-05 06:00:00,550.0,291.25,,47.1,5.6,17.75,2.2
2019-11-05 07:00:00,537.0,303.5,,49.42,4.65,17.85,2.23
2019-11-05 08:00:00,531.0,291.75,,54.4,4.7,18.25,2.3
2019-11-05 09:00:00,480.0,258.25,,50.2,5.47,18.3,2.23
2019-11-05 10:00:00,448.0,239.0,,41.9,4.85,20.12,2.15
2019-11-05 11:00:00,374.0,189.75,,32.9,4.95,21.0,1.75
2019-11-05 12:00:00,280.0,132.75,,26.48,4.97,21.23,1.5
2019-11-05 13:00:00,212.0,105.0,,20.95,4.75,19.15,1.25
2019-11-05 14:00:00,182.0,91.75,,20.5,5.3,16.98,1.15
2019-11-05 15:00:00,162.0,74.75,,20.27,4.78,16.85,1.1
2019-11-05 16:00:00,153.0,63.25,69.4,22.78,5.4,16.82,1.12
2019-11-05 17:00:00,160.0,68.75,69.45,30.18,4.55,18.07,1.27
2019-11-05 18:00:00,197.0,80.25,67.97,49.08,4.38,18.1,1.62
2019-11-05 19:00:00,269.0,105.5,66.75,91.7,4.68,17.8,2.92
2019-11-05 20:00:00,327.0,133.25,63.62,109.8,4.97,18.55,3.5
2019-11-05 21:00:00,364.0,147.75,59.62,135.3,5.2,18.62,3.5
2019-11-05 22:00:00,298.0,114.5,50.32,131.45,5.08,18.55,3.05
2019-11-05 23:00:00,268.0,117.0,48.6,142.55,4.45,20.15,3.48
2019-11-06 00:00:00,343.0,152.25,49.2,122.95,5.12,19.3,3.42
2019-11-06 01:00:00,340.0,155.0,49.23,128.25,4.62,18.02,2.48
2019-11-06 02:00:00,245.0,113.25,51.48,102.0,5.1,16.68,1.77
2019-11-06 03:00:00,207.0,110.0,48.05,121.0,4.67,14.85,2.0
2019-11-06 04:00:00,248.0,127.75,48.95,112.03,4.72,15.6,2.02
2019-11-06 05:00:00,240.0,136.0,55.12,99.55,4.2,14.82,1.82
2019-11-06 06:00:00,241.0,135.25,63.7,129.35,4.95,14.68,1.68
2019-11-06 07:00:00,259.0,136.25,63.47,188.67,5.22,16.0,2.23
2019-11-06 08:00:00,360.0,141.25,62.8,171.57,5.03,19.1,2.17
2019-11-06 09:00:00,280.0,130.25,60.08,170.73,5.27,23.05,2.58
2019-11-06 10:00:00,333.0,135.5,60.9,165.4,4.88,28.9,2.65
2019-11-06 11:00:00,306.0,126.75,60.42,142.28,5.07,29.1,2.62
2019-11-06 12:00:00,366.0,147.25,64.67,93.8,4.45,23.7,2.1
2019-11-06 13:00:00,326.0,140.0,59.45,56.28,4.92,18.2,1.48
2019-11-06 14:00:00,163.0,59.0,53.78,35.7,4.82,15.98,1.23
2019-11-06 15:00:00,121.0,47.0,46.78,25.2,5.12,15.98,1.02
2019-11-06 16:00:00,89.0,38.0,45.53,23.05,5.25,15.4,0.97
2019-11-06 17:00:00,89.0,37.25,45.25,29.1,4.03,15.3,1.12
2019-11-06 18:00:00,114.0,41.0,47.4,77.53,5.53,16.48,1.8
2019-11-06 19:00:00,188.0,73.75,56.12,127.45,4.8,18.12,2.73
2019-11-06 20:00:00,283.0,115.25,47.45,87.62,4.7,17.45,2.3
2019-11-06 21:00:00,269.0,112.25,51.85,97.75,5.08,14.38,2.55
2019-11-06 22:00:00,307.0,130.0,63.27,96.82,4.82,12.93,2.52
2019-11-06 23:00:00,302.0,133.75,66.58,93.8,5.07,12.5,2.25
2019-11-07 00:00:00,283.0,121.5,67.55,69.05,5.45,11.55,1.7
2019-11-07 01:00:00,223.0,103.5,66.1,56.73,5.22,10.82,1.5
2019-11-07 02:00:00,205.0,102.0,66.03,85.38,5.1,10.38,1.72
2019-11-07 03:00:00,254.0,118.0,64.83,87.7,4.53,13.07,1.8
2019-11-07 04:00:00,295.0,140.5,64.95,112.08,4.9,14.47,1.77
2019-11-07 05:00:00,313.0,139.25,59.4,102.17,5.15,13.97,1.93
2019-11-07 06:00:00,274.0,122.25,50.5,69.7,5.15,12.8,1.85
2019-11-07 07:00:00,267.0,129.0,48.38,,4.97,12.62,1.7
2019-11-07 08:00:00,272.0,150.75,48.42,,4.15,13.07,1.8
2019-11-07 09:00:00,328.0,167.5,48.95,,4.65,14.45,2.02
2019-11-07 10:00:00,378.25,185.25,50.4,,4.95,15.62,2.2
2019-11-07 11:00:00,400.0,195.75,50.05,,4.78,14.77,2.45
2019-11-07 12:00:00,432.0,217.75,51.15,,5.38,13.6,2.2
2019-11-07 13:00:00,388.0,223.0,54.15,,4.8,12.3,2.05
2019-11-07 14:00:00,379.25,220.25,66.8,,5.15,12.53,2.2
2019-11-07 15:00:00,389.75,205.5,67.88,,5.0,14.25,1.88
2019-11-07 16:00:00,342.0,182.25,73.92,30.4,5.05,15.12,1.55
2019-11-07 17:00:00,260.5,161.75,74.57,32.55,4.97,15.2,1.33
2019-11-07 18:00:00,232.25,137.75,73.72,47.05,5.28,14.35,1.65
2019-11-07 19:00:00,272.75,153.25,74.95,51.53,4.9,14.02,2.08
2019-11-07 20:00:00,309.25,161.75,69.5,62.85,5.22,14.12,2.15
2019-11-07 21:00:00,300.5,144.25,64.05,68.53,4.62,13.78,2.33
2019-11-07 22:00:00,295.5,136.25,52.85,78.12,4.92,13.95,2.65
2019-11-07 23:00:00,319.5,159.75,49.98,73.95,5.4,13.77,2.85
2019-11-08 00:00:00,357.5,178.0,50.12,103.17,5.2,14.78,2.95
2019-11-08 01:00:00,375.75,181.75,50.7,56.05,4.95,13.95,1.77
2019-11-08 02:00:00,290.25,158.5,51.42,54.42,4.8,13.43,1.58
2019-11-08 03:00:00,288.75,160.5,47.68,79.3,4.98,13.27,1.6
2019-11-08 04:00:00,291.0,155.25,48.52,73.95,5.12,13.15,1.57
2019-11-08 05:00:00,303.0,171.5,52.5,83.7,5.28,13.05,1.45
2019-11-08 06:00:00,312.75,184.0,60.97,81.4,4.6,12.93,1.23
2019-11-08 07:00:00,230.0,131.0,61.33,84.55,5.08,12.68,1.5
2019-11-08 08:00:00,223.0,116.25,61.05,91.1,4.95,12.15,1.73
2019-11-08 09:00:00,248.5,118.75,58.12,100.42,5.07,12.93,1.9
2019-11-08 10:00:00,301.75,133.25,58.98,86.35,4.9,16.2,2.33
2019-11-08 11:00:00,372.75,165.25,58.1,87.72,4.85,19.0,2.4
2019-11-08 12:00:00,366.25,167.25,58.72,64.15,4.67,23.07,1.98
2019-11-08 13:00:00,257.75,115.75,56.67,42.15,4.9,37.05,1.38
2019-11-08 14:00:00,151.5,62.25,47.5,35.3,4.72,25.52,1.35
2019-11-08 15:00:00,175.75,79.25,41.55,28.45,4.85,24.18,1.4
2019-11-08 16:00:00,199.25,89.75,41.58,26.7,5.08,23.27,1.52
2019-11-08 17:00:00,209.5,87.0,42.77,32.78,4.35,19.82,1.8
2019-11-08 18:00:00,253.75,106.0,41.35,49.07,5.1,18.98,2.28
2019-11-08 19:00:00,305.25,124.75,42.77,68.5,5.43,16.7,2.48
2019-11-08 20:00:00,330.0,127.5,43.67,75.8,4.97,15.8,2.88
2019-11-08 21:00:00,374.5,161.75,47.12,96.85,5.05,15.0,3.17
2019-11-08 22:00:00,401.25,182.0,58.15,100.75,4.72,13.73,2.88
2019-11-08 23:00:00,414.75,195.0,60.25,112.05,5.05,13.65,2.6
2019-11-09 00:00:00,436.5,202.75,61.15,139.43,4.75,13.55,2.58
2019-11-09 01:00:00,410.0,186.75,58.52,128.88,4.95,13.8,2.08
2019-11-09 02:00:00,370.25,167.75,58.2,83.15,5.5,13.6,1.47
2019-11-09 03:00:00,294.5,145.5,55.7,62.73,4.93,12.68,1.38
2019-11-09 04:00:00,326.25,169.25,56.5,60.85,4.85,11.57,1.5
2019-11-09 05:00:00,343.5,182.75,55.62,58.75,5.35,11.57,1.57
2019-11-09 06:00:00,306.75,159.25,48.45,56.38,5.1,12.18,1.6
2019-11-09 07:00:00,292.75,163.75,45.52,53.08,5.65,11.15,1.65
2019-11-09 08:00:00,312.75,177.5,45.67,57.52,4.88,11.57,1.88
2019-11-09 09:00:00,351.0,209.5,44.55,48.58,4.68,15.05,1.83
2019-11-09 10:00:00,322.25,194.5,44.05,45.65,4.93,20.55,1.75
2019-11-09 11:00:00,274.5,159.75,40.0,37.2,5.4,27.0,1.43
2019-11-09 12:00:00,203.5,107.0,39.42,28.42,5.38,26.0,1.12
2019-11-09 13:00:00,127.75,56.75,43.77,28.6,5.2,21.0,0.97
2019-11-09 14:00:00,120.25,49.25,56.18,28.88,5.1,18.07,0.85
2019-11-09 15:00:00,114.25,45.75,62.88,23.23,4.93,15.4,0.8
2019-11-09 16:00:00,108.5,42.0,62.75,22.3,5.05,14.23,0.78
2019-11-09 17:00:00,133.0,48.5,61.73,27.47,4.8,14.93,1.0
2019-11-09 18:00:00,184.0,76.75,63.8,54.6,4.15,15.72,1.3
2019-11-09 19:00:00,297.0,132.5,75.55,71.75,3.8,17.05,2.42
2019-11-09 20:00:00,397.75,225.25,79.4,75.38,,20.6,2.53
2019-11-09 21:00:00,412.0,235.5,77.45,69.08,3.2,24.93,2.48
2019-11-09 22:00:00,367.0,222.75,61.0,56.62,,26.6,2.0
2019-11-09 23:00:00,363.0,205.0,54.35,64.62,,20.15,1.9
2019-11-10 00:00:00,354.5,198.5,51.75,73.1,,18.32,1.8
2019-11-10 01:00:00,370.75,206.0,50.62,49.42,,18.57,1.75
2019-11-10 02:00:00,390.75,239.5,49.5,57.45,,17.88,1.7
2019-11-10 03:00:00,409.25,264.25,47.97,69.03,,17.12,1.75
2019-11-10 04:00:00,444.5,286.25,49.58,53.02,,17.35,1.77
2019-11-10 05:00:00,452.5,295.0,50.55,62.88,,16.98,1.7
2019-11-10 06:00:00,437.5,263.0,72.95,65.17,,17.05,1.65
2019-11-10 07:00:00,441.25,254.25,74.28,83.12,,16.62,1.75
2019-11-10 08:00:00,462.0,252.25,73.5,83.15,,16.6,2.05
2019-11-10 09:00:00,517.0,265.5,71.55,72.6,,20.83,2.08
2019-11-10 10:00:00,461.75,239.75,73.1,62.0,,24.62,1.97
2019-11-10 11:00:00,420.75,209.0,70.38,55.92,,26.25,1.9
2019-11-10 12:00:00,409.5,200.25,69.78,53.67,,27.15,1.9
2019-11-10 13:00:00,358.25,184.0,68.25,40.9,3.4,25.25,1.48
2019-11-10 14:00:00,250.5,120.5,54.5,28.98,,25.33,1.27
2019-11-10 15:00:00,180.5,81.75,44.27,23.17,,21.32,1.15
2019-11-10 16:00:00,162.25,75.75,43.0,24.68,,17.57,1.15
2019-11-10 17:00:00,169.0,74.0,44.38,32.7,,17.38,1.5
2019-11-10 18:00:00,229.25,98.5,43.8,46.43,,18.95,1.9
2019-11-10 19:00:00,319.25,134.5,44.77,62.52,0.2,18.92,2.33
2019-11-10 20:00:00,382.5,163.75,46.3,88.53,,18.42,2.75
2019-11-10 21:00:00,419.5,185.75,46.25,104.8,,18.15,2.73
2019-11-10 22:00:00,427.5,192.5,62.2,107.23,,17.17,2.5
2019-11-10 23:00:00,437.75,200.25,65.65,132.88,,15.95,2.62
2019-11-11 00:00:00,470.25,209.0,66.08,113.92,,15.72,2.03
2019-11-11 01:00:00,462.0,197.75,65.42,97.88,,16.65,1.5
2019-11-11 02:00:00,363.75,168.0,64.7,87.92,,15.85,1.42
2019-11-11 03:00:00,328.25,160.75,59.03,95.72,0.8,14.0,1.6
2019-11-11 04:00:00,400.0,193.75,58.1,98.95,0.3,13.6,1.75
2019-11-11 05:00:00,478.75,228.25,58.2,89.0,1.25,13.07,1.8
2019-11-11 06:00:00,512.5,248.75,49.4,99.65,0.5,13.0,1.9
2019-11-11 07:00:00,530.25,269.25,44.88,108.5,0.5,14.0,2.17
2019-11-11 08:00:00,577.25,302.0,45.67,129.25,0.12,15.23,2.65
2019-11-11 09:00:00,703.25,354.75,46.48,122.07,0.25,19.73,3.0
2019-11-11 10:00:00,746.0,376.25,47.3,82.9,0.3,27.52,2.6
2019-11-11 11:00:00,669.0,349.25,52.32,69.05,12.7,33.9,2.6
2019-11-11 12:00:00,643.25,354.0,52.2,45.85,25.75,32.55,2.3
2019-11-11 13:00:00,483.25,290.75,48.75,32.42,42.83,26.05,1.68
2019-11-11 14:00:00,328.5,187.25,60.18,33.27,63.53,26.57,1.42
2019-11-11 15:00:00,274.5,141.25,66.7,35.42,71.72,23.77,1.33
2019-11-11 16:00:00,240.25,116.75,68.05,37.4,69.55,20.05,1.27
2019-11-11 17:00:00,228.75,109.5,66.43,45.77,58.3,18.62,1.3
2019-11-11 18:00:00,262.25,111.0,62.65,67.0,28.8,19.55,1.77
2019-11-11 19:00:00,425.5,168.0,57.92,91.62,7.88,19.35,2.28
2019-11-11 20:00:00,458.0,186.0,56.5,109.2,5.72,,2.62
2019-11-11 21:00:00,470.0,200.5,56.18,128.18,5.45,,2.98
2019-11-11 22:00:00,514.0,221.0,45.92,102.4,5.85,,2.6
2019-11-11 23:00:00,537.0,261.0,42.7,90.38,11.88,,2.42
2019-11-12 00:00:00,620.25,302.5,40.98,131.1,12.8,,2.62
2019-11-12 01:00:00,640.25,318.0,40.83,133.05,9.55,,2.38
2019-11-12 02:00:00,642.25,320.5,41.9,128.57,7.4,,2.27
2019-11-12 03:00:00,609.75,317.5,39.85,119.8,6.32,,2.2
2019-11-12 04:00:00,629.5,344.5,39.28,117.38,6.6,,2.2
2019-11-12 05:00:00,699.5,379.5,40.15,100.55,6.42,,2.3
2019-11-12 06:00:00,744.25,401.5,52.17,109.58,6.18,,2.38
2019-11-12 07:00:00,802.0,410.0,59.88,124.65,8.67,11.6,2.62
2019-11-12 08:00:00,846.0,434.75,62.25,113.62,7.25,12.2,2.75
2019-11-12 09:00:00,846.0,432.0,60.4,106.3,7.25,16.2,2.7
2019-11-12 10:00:00,836.0,417.0,72.22,92.75,9.5,22.8,2.7
2019-11-12 11:00:00,720.0,498.0,77.62,65.75,19.25,29.68,2.45
2019-11-12 12:00:00,657.0,502.25,71.4,52.5,44.08,28.42,2.35
2019-11-12 13:00:00,642.0,491.75,67.6,44.0,74.57,25.88,1.9
2019-11-12 14:00:00,494.0,386.0,55.78,31.6,95.25,24.05,1.52
2019-11-12 15:00:00,374.0,270.5,44.1,25.95,108.88,23.3,1.45
2019-11-12 16:00:00,331.0,260.0,40.33,29.5,113.72,22.83,1.58
2019-11-12 17:00:00,394.0,295.25,40.45,35.1,84.0,22.1,1.82
2019-11-12 18:00:00,454.0,316.75,40.35,58.35,27.53,20.18,2.23
2019-11-12 19:00:00,589.0,402.25,40.4,81.45,7.7,17.52,2.95
2019-11-12 20:00:00,668.0,443.5,43.72,76.92,9.1,16.8,2.92
2019-11-12 21:00:00,605.0,445.5,43.15,90.72,5.83,15.88,3.0
2019-11-12 22:00:00,627.0,466.0,49.48,110.33,5.55,14.8,3.0
2019-11-12 23:00:00,616.0,476.75,56.27,123.9,7.1,14.55,3.05
2019-11-13 00:00:00,657.0,501.5,56.6,131.62,7.03,13.75,2.82
2019-11-13 01:00:00,624.0,502.75,55.88,169.72,7.25,14.3,2.7
2019-11-13 02:00:00,664.0,495.5,55.62,161.9,6.8,14.82,2.52
2019-11-13 03:00:00,677.0,521.0,52.78,113.02,6.4,12.42,2.3
2019-11-13 04:00:00,701.0,580.5,53.33,115.28,6.03,12.65,2.35
2019-11-13 05:00:00,727.0,582.25,54.02,99.83,5.4,11.75,2.23
2019-11-13 06:00:00,642.0,518.75,48.55,91.38,5.1,12.18,2.12
2019-11-13 07:00:00,558.0,453.0,41.98,104.88,4.78,11.93,2.18
2019-11-13 08:00:00,512.0,415.25,40.55,96.0,5.12,11.48,2.23
2019-11-13 09:00:00,483.0,383.25,39.6,111.93,6.1,14.95,2.53
2019-11-13 10:00:00,537.0,397.25,40.75,67.47,9.1,19.52,2.23
2019-11-13 11:00:00,461.0,350.75,41.58,49.02,16.05,28.05,2.08
2019-11-13 12:00:00,460.0,349.5,42.55,55.52,23.9,32.25,2.22
2019-11-13 13:00:00,555.0,390.0,39.08,40.65,46.8,33.17,2.02
2019-11-13 14:00:00,504.0,391.5,50.4,47.33,89.4,32.5,2.05
2019-11-13 15:00:00,570.0,416.75,58.33,50.4,98.95,27.88,2.15
2019-11-13 16:00:00,538.0,389.5,59.9,52.08,77.75,24.15,2.12
2019-11-13 17:00:00,511.0,358.0,59.0,60.98,50.1,21.95,2.32
2019-11-13 18:00:00,501.0,341.25,55.8,93.6,15.4,18.32,3.05
2019-11-13 19:00:00,597.0,362.25,53.67,173.07,6.83,16.85,4.53
2019-11-13 20:00:00,672.0,427.25,51.27,155.5,12.0,16.8,4.5
2019-11-13 21:00:00,708.0,454.25,52.12,130.0,30.0,13.5,3.65
2019-11-13 22:00:00,626.0,405.5,42.35,115.38,80.7,12.7,3.2
2019-11-13 23:00:00,560.0,374.0,39.4,94.75,142.9,12.65,2.7
2019-11-14 00:00:00,532.0,364.0,39.23,104.38,54.48,12.8,2.42
2019-11-14 01:00:00,469.0,336.0,39.33,139.92,24.43,12.5,2.38
2019-11-14 02:00:00,489.0,346.5,37.85,151.95,185.6,12.75,2.38
2019-11-14 03:00:00,503.0,384.0,35.88,167.55,166.6,13.62,2.5
2019-11-14 04:00:00,564.0,426.75,37.8,175.38,104.35,14.78,2.52
2019-11-14 05:00:00,574.0,452.75,38.6,165.68,75.57,14.53,2.48
2019-11-14 06:00:00,633.0,478.75,46.65,162.75,118.25,14.32,2.48
2019-11-14 07:00:00,652.0,504.75,56.22,171.78,50.25,14.25,2.67
2019-11-14 08:00:00,659.0,511.0,56.45,236.15,29.6,15.62,3.35
2019-11-14 09:00:00,718.0,546.0,56.85,218.85,17.77,16.0,3.53
2019-11-14 10:00:00,793.0,569.75,56.08,165.8,11.43,18.48,3.33
