Datetime,PM2.5 (ug/m3),PM10 (ug/m3),NH3 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3),SO2 (ug/m3)
2019-10-31 01:00:00,292.0,494.5,42.62,61.23,2.25,4.7,10.85
2019-10-31 02:00:00,289.5,487.5,52.03,37.8,2.0,11.9,13.33
2019-10-31 03:00:00,302.0,475.5,50.95,35.3,2.0,5.17,11.7
2019-10-31 04:00:00,312.0,478.5,48.6,37.47,1.95,6.88,14.5
2019-10-31 05:00:00,304.5,466.5,45.35,67.93,2.08,4.75,19.65
2019-10-31 06:00:00,304.5,461.0,45.47,79.4,2.25,3.32,15.25
2019-10-31 07:00:00,299.5,446.0,43.12,83.83,2.12,3.73,13.57
2019-10-31 08:00:00,293.0,452.5,47.25,125.17,2.2,4.05,20.73
2019-10-31 09:00:00,304.0,484.5,47.23,76.85,2.42,4.9,19.88
2019-10-31 10:00:00,346.5,609.5,55.92,53.1,2.85,16.02,23.62
2019-10-31 11:00:00,463.5,853.0,69.38,39.02,2.92,48.75,21.18
2019-10-31 12:00:00,520.5,896.0,62.03,26.2,2.55,82.6,17.4
2019-10-31 13:00:00,483.0,757.0,58.7,19.07,2.38,101.9,14.18
2019-10-31 14:00:00,425.0,643.0,49.27,16.9,2.05,117.47,12.18
2019-10-31 15:00:00,362.0,572.5,43.88,17.4,2.05,128.5,12.38
2019-10-31 16:00:00,340.0,537.5,41.25,18.75,1.97,117.47,11.85
2019-10-31 17:00:00,319.0,520.5,35.55,39.52,2.28,56.6,12.65
2019-10-31 18:00:00,301.0,526.0,39.23,77.25,2.78,7.9,11.82
2019-10-31 19:00:00,361.0,620.25,47.38,67.62,2.88,7.33,10.4
2019-10-31 20:00:00,390.0,659.25,50.4,55.12,2.83,14.2,12.6
2019-10-31 21:00:00,406.25,635.75,47.9,111.47,2.98,4.45,16.0
2019-10-31 22:00:00,410.0,647.75,59.65,58.17,2.58,22.08,18.12
2019-10-31 23:00:00,416.0,640.5,62.35,38.32,2.42,30.0,24.68
2019-11-01 00:00:00,429.75,661.25,63.85,28.23,2.23,45.12,30.35
2019-11-01 01:00:00,427.25,663.5,64.83,34.7,2.3,24.12,26.02
2019-11-01 02:00:00,461.25,713.0,73.85,31.68,2.3,15.55,21.35
2019-11-01 03:00:00,478.0,718.0,65.95,45.05,2.4,7.05,11.05
2019-11-01 04:00:00,504.0,748.5,64.32,51.7,2.67,4.17,9.95
2019-11-01 05:00:00,518.0,795.0,64.62,51.45,2.75,4.68,8.12
2019-11-01 06:00:00,508.75,783.5,58.0,236.85,3.65,7.03,8.9
2019-11-01 07:00:00,487.0,761.25,63.67,234.95,3.73,13.62,8.95
2019-11-01 08:00:00,485.75,799.0,60.45,179.2,3.77,23.78,9.53
2019-11-01 09:00:00,511.5,809.5,66.35,100.58,3.23,43.85,13.5
2019-11-01 10:00:00,511.25,821.5,66.83,32.27,2.58,51.48,18.85
2019-11-01 11:00:00,469.5,757.25,60.67,19.5,2.17,106.42,18.48
2019-11-01 12:00:00,400.5,645.5,53.83,20.48,2.05,157.4,17.75
2019-11-01 13:00:00,349.5,602.0,50.27,22.75,1.92,185.65,19.88
2019-11-01 14:00:00,327.5,613.75,52.92,26.48,2.2,,26.95
2019-11-01 15:00:00,348.0,650.5,45.17,20.1,1.73,171.83,19.9
2019-11-01 16:00:00,295.5,530.0,36.17,21.42,1.48,138.03,14.93
2019-11-01 17:00:00,219.5,439.5,43.62,39.92,1.82,89.42,21.62
2019-11-01 18:00:00,249.5,566.5,40.08,67.15,2.02,43.03,18.55
2019-11-01 19:00:00,263.25,584.0,41.92,84.38,2.55,10.2,15.8
2019-11-01 20:00:00,276.25,576.75,39.25,26.8,1.55,52.95,10.78
2019-11-01 21:00:00,227.25,465.5,35.45,51.4,1.65,25.1,9.1
2019-11-01 22:00:00,206.0,454.5,35.6,54.05,1.6,10.6,9.55
2019-11-01 23:00:00,185.0,409.5,38.27,25.7,1.35,35.25,14.45
2019-11-02 00:00:00,181.5,373.25,38.83,27.8,1.3,21.65,14.38
2019-11-02 01:00:00,171.75,331.0,39.38,21.25,1.23,27.88,17.27
2019-11-02 02:00:00,185.75,350.5,50.67,20.07,1.43,16.6,16.3
2019-11-02 03:00:00,222.75,411.5,44.2,24.8,1.4,8.85,7.85
2019-11-02 04:00:00,232.25,398.0,42.45,26.2,1.5,6.88,8.0
2019-11-02 05:00:00,253.25,428.25,47.0,38.6,1.7,3.5,8.38
2019-11-02 06:00:00,278.0,462.25,50.05,35.65,1.83,3.02,10.65
2019-11-02 07:00:00,268.25,442.75,44.88,52.2,1.8,2.3,12.3
2019-11-02 08:00:00,254.0,432.5,52.62,58.65,2.1,3.3,16.18
2019-11-02 09:00:00,316.25,534.75,63.6,41.88,2.2,6.42,25.65
2019-11-02 10:00:00,373.25,636.75,65.95,29.05,2.2,17.95,28.8
2019-11-02 11:00:00,390.75,668.5,64.5,27.88,2.12,40.33,28.0
2019-11-02 12:00:00,372.0,675.5,54.72,26.25,1.88,78.53,23.97
2019-11-02 13:00:00,309.25,600.0,53.52,22.68,1.98,112.3,15.53
2019-11-02 14:00:00,313.0,579.0,43.75,17.75,1.5,107.47,9.7
2019-11-02 15:00:00,243.5,458.0,45.0,15.8,1.75,103.95,8.45
2019-11-02 16:00:00,263.25,487.5,47.52,18.53,1.92,78.2,7.67
2019-11-02 17:00:00,326.0,568.5,54.8,19.27,2.48,39.3,8.6
2019-11-02 18:00:00,411.25,678.5,58.4,18.75,2.35,38.4,7.6
2019-11-02 19:00:00,417.5,640.5,55.45,20.65,2.15,29.25,6.52
2019-11-02 20:00:00,374.25,558.25,56.98,34.67,2.4,7.83,5.67
2019-11-02 21:00:00,404.75,624.5,63.65,29.65,2.6,9.32,6.5
2019-11-02 22:00:00,470.5,758.25,68.4,33.5,2.65,9.12,7.97
2019-11-02 23:00:00,487.0,808.5,69.12,36.72,2.88,3.78,7.22
2019-11-03 00:00:00,508.5,796.75,70.35,34.75,2.92,1.97,6.3
2019-11-03 01:00:00,524.75,814.75,73.38,36.05,3.17,2.02,5.83
2019-11-03 02:00:00,553.0,865.75,84.17,35.52,3.25,2.3,5.45
2019-11-03 03:00:00,603.75,904.0,82.6,43.75,3.7,2.23,4.25
2019-11-03 04:00:00,674.5,,81.0,36.53,3.8,2.65,5.05
2019-11-03 05:00:00,730.75,,80.38,34.2,3.73,2.0,5.28
2019-11-03 06:00:00,740.5,,79.98,24.53,3.55,3.0,5.28
2019-11-03 07:00:00,724.5,,77.47,26.32,3.52,2.58,4.92
2019-11-03 08:00:00,691.75,,76.97,27.8,3.6,2.85,5.05
2019-11-03 09:00:00,723.5,,84.62,29.0,4.02,5.38,6.53
2019-11-03 10:00:00,824.75,,89.15,30.8,4.25,9.4,6.95
2019-11-03 11:00:00,892.0,,90.2,25.65,4.07,16.9,7.38
2019-11-03 12:00:00,875.0,,83.45,24.2,3.55,20.98,7.72
2019-11-03 13:00:00,799.25,,79.47,24.88,3.55,24.3,6.8
2019-11-03 14:00:00,785.0,,80.05,23.7,3.5,27.8,5.85
2019-11-03 15:00:00,793.25,,77.17,23.6,3.42,27.9,5.85
2019-11-03 16:00:00,761.25,,75.95,25.92,3.4,27.88,5.6
2019-11-03 17:00:00,748.75,,73.9,34.53,3.45,18.35,5.83
2019-11-03 18:00:00,742.5,,70.12,76.38,4.08,3.33,5.4
2019-11-03 19:00:00,767.5,,74.77,59.02,3.6,3.45,5.33
2019-11-03 20:00:00,773.25,,74.38,54.8,3.73,3.17,5.22
2019-11-03 21:00:00,723.25,,65.97,41.05,2.48,4.53,4.83
2019-11-03 22:00:00,573.75,434.0,44.3,33.05,1.38,7.3,5.35
2019-11-03 23:00:00,271.75,409.75,41.42,29.55,1.23,6.05,4.35
2019-11-04 00:00:00,240.25,358.5,45.67,31.05,1.27,5.6,5.2
2019-11-04 01:00:00,279.5,442.5,52.97,22.75,1.5,9.82,6.35
2019-11-04 02:00:00,354.0,542.75,69.55,23.35,1.77,6.05,6.97
2019-11-04 03:00:00,472.25,703.25,73.55,25.65,2.25,6.0,7.0
2019-11-04 04:00:00,575.5,856.75,74.32,27.32,2.47,4.17,7.57
2019-11-04 05:00:00,664.75,1000.0,76.82,39.0,2.62,3.72,8.82
2019-11-04 06:00:00,682.5,,76.22,45.97,2.68,3.45,8.88
2019-11-04 07:00:00,663.75,962.0,74.28,43.58,2.62,3.17,8.05
2019-11-04 08:00:00,623.5,947.5,75.28,42.28,2.58,3.72,7.92
2019-11-04 09:00:00,594.75,888.25,70.28,26.4,2.45,12.6,11.95
2019-11-04 10:00:00,521.5,773.75,53.2,21.23,1.75,30.62,13.03
2019-11-04 11:00:00,354.0,528.75,43.25,15.27,1.2,59.7,13.8
2019-11-04 12:00:00,229.25,356.0,31.97,11.07,0.65,77.47,8.38
2019-11-04 13:00:00,126.25,224.5,29.17,11.0,0.57,92.42,7.53
2019-11-04 14:00:00,102.75,214.75,28.7,10.95,0.55,103.75,7.8
2019-11-04 15:00:00,98.5,203.25,27.23,11.5,0.53,104.45,7.55
2019-11-04 16:00:00,84.75,182.0,25.48,12.57,0.55,98.3,6.78
2019-11-04 17:00:00,72.25,154.0,23.88,17.75,0.57,78.5,7.95
2019-11-04 18:00:00,65.25,143.5,21.9,47.62,0.88,23.5,9.07
2019-11-04 19:00:00,73.0,188.0,24.25,64.22,1.1,4.82,11.2
2019-11-04 20:00:00,91.5,237.0,27.65,46.95,1.27,9.18,16.08
2019-11-04 21:00:00,117.25,270.25,29.6,40.7,1.48,13.0,19.75
2019-11-04 22:00:00,138.25,283.5,30.73,31.55,1.35,25.68,16.62
2019-11-04 23:00:00,153.5,296.0,33.8,19.85,1.4,36.62,12.25
2019-11-05 00:00:00,198.0,329.0,38.65,21.8,1.7,26.43,10.2
2019-11-05 01:00:00,269.0,428.5,43.73,17.55,1.97,24.65,9.73
2019-11-05 02:00:00,328.5,506.0,52.73,18.65,2.18,10.55,8.85
2019-11-05 03:00:00,384.5,585.5,49.95,19.25,2.2,11.5,8.05
2019-11-05 04:00:00,398.0,629.25,49.82,18.6,2.3,10.2,9.2
2019-11-05 05:00:00,406.0,635.75,50.02,27.62,2.25,6.25,9.12
2019-11-05 06:00:00,398.5,620.75,47.88,26.32,2.15,7.22,9.55
2019-11-05 07:00:00,371.75,585.75,45.2,29.18,2.02,6.28,10.1
2019-11-05 08:00:00,321.0,517.75,41.0,32.8,1.93,10.6,14.7
2019-11-05 09:00:00,277.25,467.0,38.4,20.08,1.73,35.53,21.9
2019-11-05 10:00:00,225.5,407.0,30.88,16.1,1.35,69.5,17.3
2019-11-05 11:00:00,152.0,,21.53,12.7,1.07,91.3,13.3
2019-11-05 12:00:00,98.25,,17.92,11.53,0.93,102.1,12.05
2019-11-05 13:00:00,69.75,,18.27,11.38,0.88,110.42,8.82
2019-11-05 14:00:00,61.25,,17.65,11.27,0.8,114.33,7.0
2019-11-05 15:00:00,54.75,,17.12,10.57,0.85,117.42,5.85
2019-11-05 16:00:00,52.25,,15.68,11.62,0.9,118.8,6.15
2019-11-05 17:00:00,55.25,,16.35,16.53,0.95,106.65,6.75
2019-11-05 18:00:00,57.75,,16.3,36.15,1.2,56.92,8.03
2019-11-05 19:00:00,74.0,178.0,20.12,51.25,1.32,22.5,8.97
2019-11-05 20:00:00,81.5,183.25,22.48,67.5,1.6,8.68,10.25
2019-11-05 21:00:00,88.75,204.75,20.52,65.82,1.52,4.05,9.93
2019-11-05 22:00:00,103.75,238.75,25.05,68.0,1.62,6.25,12.12
2019-11-05 23:00:00,129.0,290.0,25.05,67.18,1.57,5.18,13.0
2019-11-06 00:00:00,139.25,286.25,26.85,53.98,1.5,4.43,12.4
2019-11-06 01:00:00,121.5,254.75,23.82,39.05,1.3,11.6,12.27
2019-11-06 02:00:00,108.25,211.25,27.02,25.8,1.2,14.5,10.3
2019-11-06 03:00:00,102.75,187.0,23.8,44.45,1.15,9.97,9.95
2019-11-06 04:00:00,114.5,216.5,25.6,62.92,1.38,2.88,10.98
2019-11-06 05:00:00,124.25,254.75,26.07,70.9,1.45,2.48,8.78
2019-11-06 06:00:00,119.75,238.5,23.12,103.57,1.55,2.53,7.47
2019-11-06 07:00:00,113.0,236.25,20.7,119.6,1.65,6.8,7.08
2019-11-06 08:00:00,113.25,241.75,21.92,133.7,1.85,3.17,8.68
2019-11-06 09:00:00,113.75,265.0,23.23,78.78,1.6,5.35,10.45
2019-11-06 10:00:00,111.75,264.5,22.27,50.77,1.4,25.58,12.45
2019-11-06 11:00:00,103.75,253.75,21.55,33.08,1.33,66.62,11.85
2019-11-06 12:00:00,109.75,262.5,25.58,33.5,1.48,143.05,12.48
2019-11-06 13:00:00,145.75,330.75,19.2,28.62,1.02,162.97,8.88
2019-11-06 14:00:00,77.75,189.75,18.23,29.65,0.88,150.32,6.2
2019-11-06 15:00:00,51.0,130.5,17.15,24.12,0.67,126.2,4.75
2019-11-06 16:00:00,36.75,108.0,14.18,33.67,0.8,112.9,4.65
2019-11-06 17:00:00,39.75,110.5,13.43,57.27,1.0,58.25,5.67
2019-11-06 18:00:00,46.25,141.75,12.7,60.15,1.45,39.42,6.45
2019-11-06 19:00:00,69.25,241.75,12.1,107.7,1.9,2.53,7.92
2019-11-06 20:00:00,102.0,336.5,15.6,115.8,2.15,13.57,9.68
2019-11-06 21:00:00,108.75,342.75,16.43,110.35,2.1,4.22,8.77
2019-11-06 22:00:00,112.5,289.75,16.9,123.9,2.38,3.4,8.45
2019-11-06 23:00:00,117.5,299.25,22.25,90.8,2.02,8.85,8.55
2019-11-07 00:00:00,121.25,290.0,19.57,98.18,3.33,41.92,9.58
2019-11-07 01:00:00,127.0,301.0,21.43,94.45,2.28,4.97,9.05
2019-11-07 02:00:00,122.0,289.5,25.17,98.72,1.92,3.4,8.85
2019-11-07 03:00:00,118.25,289.25,25.2,73.4,1.8,6.72,7.15
2019-11-07 04:00:00,130.25,304.0,25.62,74.53,1.77,3.55,9.35
2019-11-07 05:00:00,147.25,361.5,28.45,53.47,1.62,2.4,9.7
2019-11-07 06:00:00,153.5,353.0,28.05,37.42,1.55,2.12,10.2
2019-11-07 07:00:00,159.75,345.75,28.0,35.6,1.55,2.12,9.75
2019-11-07 08:00:00,155.75,336.0,27.38,33.27,1.62,5.18,12.43
2019-11-07 09:00:00,157.25,352.25,28.12,33.05,1.67,9.88,16.95
2019-11-07 10:00:00,165.75,373.25,30.23,31.27,1.8,13.75,13.9
2019-11-07 11:00:00,176.5,381.25,31.85,35.23,1.9,11.1,11.2
2019-11-07 12:00:00,192.25,402.5,32.42,36.98,2.05,7.72,8.5
2019-11-07 13:00:00,195.5,391.25,34.25,40.48,1.92,16.2,9.42
2019-11-07 14:00:00,203.75,424.75,34.67,37.15,1.77,45.38,10.55
2019-11-07 15:00:00,168.25,344.0,33.3,25.38,1.45,70.97,13.68
2019-11-07 16:00:00,137.75,279.75,33.18,20.77,1.48,70.05,13.82
2019-11-07 17:00:00,146.75,330.75,33.75,23.6,1.62,58.48,10.75
2019-11-07 18:00:00,155.75,342.0,34.93,28.7,1.77,42.95,9.03
2019-11-07 19:00:00,153.5,296.75,36.62,35.45,1.82,18.6,7.73
2019-11-07 20:00:00,161.5,310.25,36.35,30.95,1.65,20.9,6.88
2019-11-07 21:00:00,144.5,272.5,35.88,32.62,1.42,16.55,7.88
2019-11-07 22:00:00,145.0,288.5,36.3,40.73,1.75,33.42,8.5
2019-11-07 23:00:00,154.0,335.25,37.15,52.9,1.6,11.65,9.47
2019-11-08 00:00:00,160.5,335.0,36.9,50.33,1.62,2.42,6.45
2019-11-08 01:00:00,161.0,333.25,40.35,55.83,1.62,1.62,7.62
2019-11-08 02:00:00,174.0,384.5,41.95,47.4,1.5,1.1,6.38
2019-11-08 03:00:00,141.5,285.0,38.1,55.25,1.55,1.58,8.95
2019-11-08 04:00:00,148.75,303.0,38.85,36.7,1.4,2.7,10.77
2019-11-08 05:00:00,159.5,338.75,36.33,38.12,1.27,1.8,12.22
2019-11-08 06:00:00,140.0,311.25,34.0,77.42,1.3,5.7,11.88
2019-11-08 07:00:00,138.0,306.75,27.62,144.3,1.6,3.05,10.78
2019-11-08 08:00:00,132.75,295.5,32.0,153.95,1.98,11.95,11.2
2019-11-08 09:00:00,130.75,299.5,31.35,71.1,1.65,6.28,14.58
2019-11-08 10:00:00,126.25,298.0,32.73,58.1,1.62,18.25,18.95
2019-11-08 11:00:00,146.25,367.0,33.65,45.3,1.42,55.78,19.5
2019-11-08 12:00:00,128.0,321.5,33.77,36.88,1.2,81.88,18.73
2019-11-08 13:00:00,110.5,283.25,30.5,18.68,0.85,130.1,16.28
2019-11-08 14:00:00,91.25,232.0,30.25,13.82,0.8,140.78,11.58
2019-11-08 15:00:00,81.75,166.25,30.2,12.18,0.8,143.25,9.32
2019-11-08 16:00:00,75.25,164.25,29.4,16.4,0.83,122.45,8.82
2019-11-08 17:00:00,67.0,163.5,25.98,35.05,1.05,68.45,8.82
2019-11-08 18:00:00,70.5,196.0,29.25,51.92,1.38,26.18,11.12
2019-11-08 19:00:00,93.0,271.0,34.77,49.22,1.52,27.75,14.6
2019-11-08 20:00:00,134.0,422.5,36.48,61.92,1.75,7.52,16.43
2019-11-08 21:00:00,150.0,472.0,33.93,60.72,1.85,5.2,15.27
2019-11-08 22:00:00,158.0,450.0,40.2,54.88,1.85,7.35,18.2
2019-11-08 23:00:00,171.5,438.75,40.65,54.42,1.82,2.33,14.45
2019-11-09 00:00:00,161.0,377.5,37.4,54.75,1.6,1.6,9.48
2019-11-09 01:00:00,142.5,295.0,37.8,35.95,1.35,4.0,8.85
2019-11-09 02:00:00,140.75,285.25,45.0,23.5,1.32,12.0,8.77
2019-11-09 03:00:00,151.25,276.5,38.05,23.5,1.45,8.28,6.95
2019-11-09 04:00:00,186.25,341.0,37.52,23.2,1.42,5.15,7.18
2019-11-09 05:00:00,191.5,348.5,38.62,22.45,1.4,4.12,7.45
2019-11-09 06:00:00,190.5,344.0,34.33,21.02,1.4,2.67,5.8
2019-11-09 07:00:00,173.75,280.0,36.55,27.35,1.42,1.8,5.38
2019-11-09 08:00:00,177.25,284.0,41.78,32.8,1.4,2.85,6.45
2019-11-09 09:00:00,181.5,283.0,38.88,18.53,1.27,15.3,11.9
2019-11-09 10:00:00,147.5,234.0,36.02,15.65,1.02,30.0,16.93
2019-11-09 11:00:00,110.75,188.75,33.38,13.85,0.85,54.1,13.93
2019-11-09 12:00:00,71.5,143.0,29.55,13.3,0.7,78.22,8.0
2019-11-09 13:00:00,52.75,145.25,28.65,13.55,0.67,93.33,7.25
2019-11-09 14:00:00,44.25,141.75,29.68,13.7,0.6,98.42,5.12
2019-11-09 15:00:00,37.5,107.5,29.0,12.2,0.6,103.7,4.95
2019-11-09 16:00:00,34.75,104.5,27.75,14.78,0.65,110.15,5.15
2019-11-09 17:00:00,46.0,146.75,25.43,20.6,0.8,96.53,6.67
2019-11-09 18:00:00,71.75,234.0,26.95,36.02,1.12,59.28,8.32
2019-11-09 19:00:00,102.0,310.75,28.58,48.05,1.48,23.27,8.9
2019-11-09 20:00:00,129.75,292.25,32.38,47.1,1.62,17.67,16.38
2019-11-09 21:00:00,163.75,322.75,38.15,39.62,1.6,21.2,31.95
2019-11-09 22:00:00,205.5,383.25,39.42,37.3,1.52,24.17,29.8
2019-11-09 23:00:00,204.25,376.5,38.85,28.93,1.4,29.88,28.1
2019-11-10 00:00:00,198.5,388.0,37.27,25.9,1.4,28.9,17.25
2019-11-10 01:00:00,202.75,409.25,37.28,24.92,1.48,23.57,16.5
2019-11-10 02:00:00,209.5,364.75,44.08,23.1,1.6,26.9,15.2
2019-11-10 03:00:00,259.5,465.25,40.0,21.45,1.6,21.75,11.55
2019-11-10 04:00:00,260.75,448.25,37.12,21.62,1.62,24.58,12.27
2019-11-10 05:00:00,259.25,447.5,39.2,31.65,1.6,12.12,14.62
2019-11-10 06:00:00,256.25,418.25,39.95,30.02,1.6,9.12,12.75
2019-11-10 07:00:00,249.25,421.25,37.1,44.42,1.58,5.25,10.93
2019-11-10 08:00:00,237.5,412.75,36.28,37.25,1.7,7.2,11.28
2019-11-10 09:00:00,241.0,415.5,34.2,32.25,1.65,31.3,15.75
2019-11-10 10:00:00,220.5,395.5,33.25,27.02,1.52,74.17,19.88
2019-11-10 11:00:00,196.25,398.5,33.7,27.48,1.52,112.8,20.22
2019-11-10 12:00:00,194.25,413.75,30.05,20.52,1.2,132.2,18.48
2019-11-10 13:00:00,157.0,299.25,24.77,16.25,0.9,134.68,17.7
2019-11-10 14:00:00,90.25,175.0,22.1,13.88,0.8,128.85,10.53
2019-11-10 15:00:00,66.5,147.0,20.9,14.65,0.8,127.3,7.7
2019-11-10 16:00:00,56.75,135.25,21.23,15.83,0.83,125.65,7.92
2019-11-10 17:00:00,60.0,139.5,20.57,22.42,0.98,99.3,7.58
2019-11-10 18:00:00,64.75,158.25,21.12,44.5,1.27,37.67,8.95
2019-11-10 19:00:00,81.5,209.0,24.77,47.48,1.45,27.42,11.55
2019-11-10 20:00:00,122.25,291.5,27.97,42.15,1.52,25.53,16.73
2019-11-10 21:00:00,148.75,313.25,32.03,39.55,1.55,24.12,24.27
2019-11-10 22:00:00,179.0,345.25,35.8,36.0,1.52,26.75,25.8
2019-11-10 23:00:00,197.0,354.75,35.6,29.48,1.5,31.35,23.7
2019-11-11 00:00:00,189.5,330.0,35.2,30.67,1.38,34.9,33.52
2019-11-11 01:00:00,187.5,373.5,32.05,26.45,1.3,48.62,16.88
2019-11-11 02:00:00,183.0,419.0,38.05,23.42,1.62,44.9,16.18
2019-11-11 03:00:00,239.0,490.5,36.8,22.75,1.8,45.25,17.3
2019-11-11 04:00:00,276.75,509.5,38.15,24.55,1.83,38.12,15.88
2019-11-11 05:00:00,280.5,517.0,35.17,39.6,1.75,8.22,9.93
2019-11-11 06:00:00,247.75,431.0,37.17,27.8,1.7,14.8,9.28
2019-11-11 07:00:00,250.75,423.0,37.6,46.95,1.9,6.12,11.2
2019-11-11 08:00:00,284.75,477.0,44.33,45.9,2.12,6.75,32.88
2019-11-11 09:00:00,333.75,593.5,46.75,46.72,2.42,15.72,40.75
2019-11-11 10:00:00,367.5,676.75,48.97,41.15,2.48,52.65,36.85
2019-11-11 11:00:00,389.25,755.75,44.6,32.75,2.15,114.22,28.62
2019-11-11 12:00:00,341.0,659.5,33.58,21.57,1.57,148.62,24.67
2019-11-11 13:00:00,257.25,445.0,27.93,17.32,1.25,151.8,20.27
2019-11-11 14:00:00,166.75,294.75,25.55,16.78,1.1,156.47,15.57
2019-11-11 15:00:00,129.75,240.0,23.18,17.33,1.05,142.4,10.77
2019-11-11 16:00:00,108.25,211.25,13.3,20.45,1.02,127.85,9.5
2019-11-11 17:00:00,97.75,204.25,,27.17,1.18,94.6,8.8
2019-11-11 18:00:00,96.25,211.75,,59.93,1.6,21.25,12.02
2019-11-11 19:00:00,120.25,266.75,,60.83,1.85,20.5,14.3
2019-11-11 20:00:00,159.25,365.0,,50.45,1.83,36.58,15.47
2019-11-11 21:00:00,206.75,494.25,,51.38,1.88,22.95,14.55
2019-11-11 22:00:00,226.0,446.5,,62.85,1.95,9.05,12.02
2019-11-11 23:00:00,258.0,459.75,,46.83,2.08,13.05,13.18
2019-11-12 00:00:00,314.75,534.25,,46.45,1.98,15.78,11.32
2019-11-12 01:00:00,338.0,555.25,,36.62,2.0,19.38,11.77
2019-11-12 02:00:00,358.0,584.75,,27.42,1.95,20.65,10.15
2019-11-12 03:00:00,374.0,585.25,,27.85,2.1,27.6,11.65
2019-11-12 04:00:00,410.25,640.0,,30.77,2.17,20.07,11.45
2019-11-12 05:00:00,436.25,691.5,,42.12,2.3,9.38,11.15
2019-11-12 06:00:00,462.75,714.75,,44.88,2.35,5.33,8.88
2019-11-12 07:00:00,480.75,742.75,,43.45,2.48,5.83,8.3
2019-11-12 08:00:00,496.75,799.75,,61.82,2.68,5.43,10.23
2019-11-12 09:00:00,514.75,824.5,,38.35,2.55,25.1,28.25
2019-11-12 10:00:00,494.0,793.0,,27.0,1.95,71.18,35.73
2019-11-12 11:00:00,371.75,615.0,,22.17,1.77,97.88,26.48
2019-11-12 12:00:00,303.0,495.25,30.3,21.68,1.8,139.25,20.95
2019-11-12 13:00:00,322.0,499.5,24.73,18.57,1.43,161.85,16.25
2019-11-12 14:00:00,264.5,402.25,21.35,16.73,1.23,167.95,14.12
2019-11-12 15:00:00,185.5,314.75,19.67,16.48,1.17,164.97,11.22
2019-11-12 16:00:00,167.0,290.75,18.6,18.5,1.17,152.2,10.12
2019-11-12 17:00:00,163.75,285.25,14.47,30.1,1.35,105.0,9.78
2019-11-12 18:00:00,179.25,307.0,12.73,46.38,1.65,48.72,13.07
2019-11-12 19:00:00,213.75,384.0,13.98,56.52,2.05,29.2,13.68
2019-11-12 20:00:00,266.75,469.0,18.82,54.25,2.23,28.85,21.6
2019-11-12 21:00:00,320.75,531.75,18.7,66.65,2.35,18.6,24.82
2019-11-12 22:00:00,353.75,584.25,26.2,55.15,2.33,19.93,21.6
2019-11-12 23:00:00,362.0,610.75,25.08,55.27,2.2,19.1,17.25
2019-11-13 00:00:00,351.0,607.25,23.77,55.5,2.05,7.4,13.47
2019-11-13 01:00:00,341.5,564.75,27.2,35.92,2.0,21.1,11.57
2019-11-13 02:00:00,357.5,567.0,33.55,29.1,2.25,37.15,16.23
2019-11-13 03:00:00,443.75,723.25,31.8,32.75,2.3,30.85,18.25
2019-11-13 04:00:00,464.5,739.25,30.8,40.72,2.27,14.95,21.4
2019-11-13 05:00:00,449.5,734.75,28.57,49.1,2.23,4.83,19.65
2019-11-13 06:00:00,407.75,659.5,27.55,49.7,2.25,3.53,11.28
2019-11-13 07:00:00,429.75,642.5,26.12,55.67,2.27,2.73,9.1
2019-11-13 08:00:00,429.5,645.0,22.23,75.18,2.42,3.2,10.15
2019-11-13 09:00:00,444.5,675.25,28.8,46.2,2.53,16.38,17.27
2019-11-13 10:00:00,436.25,691.5,27.0,29.3,1.98,50.67,25.05
2019-11-13 11:00:00,349.25,561.25,23.27,30.82,1.68,84.7,40.83
2019-11-13 12:00:00,277.0,488.0,23.7,22.95,1.6,122.15,42.2
2019-11-13 13:00:00,261.25,407.5,24.45,22.38,1.52,155.15,28.4
2019-11-13 14:00:00,272.75,415.5,25.82,18.6,1.48,155.17,17.32
2019-11-13 15:00:00,251.75,375.75,26.6,16.85,1.33,148.73,15.73
2019-11-13 16:00:00,221.5,351.75,25.65,20.75,1.35,136.32,16.35
2019-11-13 17:00:00,204.75,329.75,24.55,31.2,1.52,92.15,16.23
2019-11-13 18:00:00,208.25,350.25,20.43,73.95,2.0,12.73,15.7
2019-11-13 19:00:00,237.5,421.0,31.68,60.55,2.33,21.9,20.38
2019-11-13 20:00:00,289.75,521.25,33.27,57.27,2.3,15.98,18.45
2019-11-13 21:00:00,300.0,514.0,34.65,55.98,2.27,11.45,15.93
2019-11-13 22:00:00,306.25,505.75,38.27,47.78,2.1,12.55,13.43
2019-11-13 23:00:00,309.5,504.75,38.7,33.12,1.8,,18.12
2019-11-14 00:00:00,314.25,514.75,35.72,56.52,1.9,,12.45
2019-11-14 01:00:00,308.5,488.0,36.55,53.8,1.85,,9.57
2019-11-14 02:00:00,320.0,478.25,44.83,37.25,1.85,,11.6
2019-11-14 03:00:00,333.75,496.75,37.9,49.8,2.05,,8.15
2019-11-14 04:00:00,338.5,503.75,36.77,41.53,1.95,,7.3
2019-11-14 05:00:00,344.5,513.75,38.08,52.95,1.95,,7.55
2019-11-14 06:00:00,365.25,555.25,40.55,69.03,2.02,,7.55
2019-11-14 07:00:00,363.5,561.5,38.9,78.25,2.1,,7.68
