Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),NOx (ppb),CO (ng/m3),Ozone (ug/m3),SO2 (ug/m3)
2019-10-31 01:00:00,396.5,244.75,62.22,239.7,5.2,5.6,4.72
2019-10-31 02:00:00,373.0,232.25,71.97,199.0,4.55,8.55,4.0
2019-10-31 03:00:00,355.25,227.5,53.2,175.0,4.1,4.42,
2019-10-31 04:00:00,333.0,208.5,54.05,156.75,3.95,4.1,2.83
2019-10-31 05:00:00,317.25,200.0,52.8,143.43,3.5,4.38,2.68
2019-10-31 06:00:00,311.25,194.25,56.15,113.07,3.02,3.85,1.98
2019-10-31 07:00:00,299.75,186.5,55.8,104.85,3.05,3.58,1.9
2019-10-31 08:00:00,306.5,189.25,58.65,118.1,3.05,4.07,2.05
2019-10-31 09:00:00,344.25,199.0,57.3,142.3,3.4,5.03,2.75
2019-10-31 10:00:00,384.25,211.0,66.35,82.17,2.83,5.55,4.25
2019-10-31 11:00:00,369.25,192.0,64.65,71.8,2.77,8.28,5.08
2019-10-31 12:00:00,378.0,193.5,59.22,75.25,3.05,10.22,5.05
2019-10-31 13:00:00,414.0,234.0,62.42,46.97,2.88,35.7,6.0
2019-10-31 14:00:00,548.5,349.5,68.67,38.97,3.17,,7.17
2019-10-31 15:00:00,687.0,455.0,72.45,34.5,3.33,,6.93
2019-10-31 16:00:00,696.5,460.25,74.0,34.7,3.38,,6.07
2019-10-31 17:00:00,655.0,441.5,76.3,32.77,3.32,35.7,5.12
2019-10-31 18:00:00,578.0,387.0,76.9,49.15,3.7,10.47,4.42
2019-10-31 19:00:00,581.25,375.25,76.22,134.72,5.15,6.47,4.65
2019-10-31 20:00:00,613.25,389.75,73.8,164.9,5.78,7.28,5.28
2019-10-31 21:00:00,623.25,401.25,62.95,200.52,6.72,7.3,5.78
2019-10-31 22:00:00,619.25,393.5,67.12,246.1,7.7,7.42,6.08
2019-10-31 23:00:00,606.0,382.0,67.22,177.27,7.1,6.85,5.23
2019-11-01 00:00:00,526.25,344.75,62.73,208.23,6.83,6.95,4.65
2019-11-01 01:00:00,518.75,347.25,63.42,248.65,6.53,7.7,5.03
2019-11-01 02:00:00,512.75,342.75,71.23,247.93,6.05,10.65,4.88
2019-11-01 03:00:00,527.75,365.5,63.4,193.5,5.4,6.65,
2019-11-01 04:00:00,558.0,396.0,59.27,168.0,4.98,5.8,3.3
2019-11-01 05:00:00,540.0,387.75,61.78,133.78,4.42,5.43,2.9
2019-11-01 06:00:00,557.5,402.0,61.57,121.45,4.25,5.45,2.77
2019-11-01 07:00:00,566.5,413.75,65.67,147.45,4.4,5.3,3.08
2019-11-01 08:00:00,602.75,426.0,68.05,153.35,4.5,5.88,3.25
2019-11-01 09:00:00,639.5,443.25,68.88,196.98,5.15,8.35,4.08
2019-11-01 10:00:00,706.0,463.0,70.7,166.45,4.9,7.95,5.28
2019-11-01 11:00:00,675.75,456.5,71.95,99.38,4.05,16.05,5.6
2019-11-01 12:00:00,586.5,395.0,62.8,66.9,3.82,36.95,6.03
2019-11-01 13:00:00,557.25,377.0,57.92,48.53,3.52,,7.05
2019-11-01 14:00:00,551.25,382.25,56.57,36.28,3.6,,7.7
2019-11-01 15:00:00,588.25,387.75,56.1,32.77,3.47,,6.5
2019-11-01 16:00:00,552.75,347.0,57.33,26.98,3.12,,6.4
2019-11-01 17:00:00,488.25,310.25,59.35,23.28,3.03,47.4,5.58
2019-11-01 18:00:00,463.25,284.75,58.95,38.5,3.6,23.73,4.55
2019-11-01 19:00:00,485.0,269.5,58.75,45.1,3.93,11.47,4.4
2019-11-01 20:00:00,529.0,281.5,54.22,83.72,4.92,8.57,4.65
2019-11-01 21:00:00,540.25,290.5,54.75,71.05,3.88,6.4,4.22
2019-11-01 22:00:00,408.25,214.75,51.4,57.05,3.68,5.55,3.3
2019-11-01 23:00:00,374.5,193.5,47.47,98.62,4.0,5.75,3.52
2019-11-02 00:00:00,386.25,201.5,52.67,74.07,3.5,6.5,3.2
2019-11-02 01:00:00,374.75,194.5,52.7,92.15,3.6,8.4,3.02
2019-11-02 02:00:00,351.75,196.25,57.62,109.03,3.4,11.2,3.15
2019-11-02 03:00:00,335.0,195.25,50.2,96.6,3.0,7.37,
2019-11-02 04:00:00,321.0,191.5,43.52,82.65,2.9,5.97,2.58
2019-11-02 05:00:00,312.75,198.25,41.95,64.1,2.7,5.62,2.47
2019-11-02 06:00:00,290.75,192.75,41.12,59.28,2.52,5.15,2.23
2019-11-02 07:00:00,240.25,153.25,40.55,61.35,2.38,4.78,2.15
2019-11-02 08:00:00,222.0,140.5,42.53,53.35,2.18,4.67,1.82
2019-11-02 09:00:00,224.25,134.0,44.15,70.77,2.38,5.55,2.25
2019-11-02 10:00:00,318.25,190.0,53.05,91.1,2.9,9.15,3.33
2019-11-02 11:00:00,491.5,310.0,53.33,98.05,3.3,10.3,4.28
2019-11-02 12:00:00,548.25,352.0,49.3,74.35,3.3,19.15,4.75
2019-11-02 13:00:00,543.0,344.5,46.75,43.77,2.95,40.02,5.4
2019-11-02 14:00:00,528.25,339.5,43.92,25.12,2.6,,5.1
2019-11-02 15:00:00,460.5,294.0,45.33,21.27,2.4,46.35,4.75
2019-11-02 16:00:00,398.75,250.25,44.75,23.72,2.45,33.53,3.9
2019-11-02 17:00:00,452.0,294.5,47.7,29.68,2.7,18.4,3.7
2019-11-02 18:00:00,554.75,384.75,49.3,25.77,2.83,16.75,3.8
2019-11-02 19:00:00,610.25,448.25,48.62,23.95,3.3,18.15,3.65
2019-11-02 20:00:00,559.0,418.5,44.03,29.85,3.38,13.43,3.62
2019-11-02 21:00:00,492.25,373.5,40.9,49.02,3.62,6.7,3.58
2019-11-02 22:00:00,491.25,375.25,41.3,42.3,3.8,6.75,3.48
2019-11-02 23:00:00,504.25,369.5,39.53,68.48,4.1,6.55,3.42
2019-11-03 00:00:00,557.0,407.0,40.3,78.03,4.28,8.07,3.85
2019-11-03 01:00:00,637.25,503.25,40.6,93.12,3.77,7.6,4.35
2019-11-03 02:00:00,650.5,516.75,44.38,82.15,3.65,11.4,3.73
2019-11-03 03:00:00,656.25,513.75,44.2,73.7,3.6,8.18,
2019-11-03 04:00:00,691.75,544.75,39.15,88.25,3.7,7.53,3.6
2019-11-03 05:00:00,703.0,547.75,36.92,60.53,3.52,7.0,3.25
2019-11-03 06:00:00,807.75,650.25,35.92,48.93,3.52,7.15,3.08
2019-11-03 07:00:00,915.25,744.75,39.27,31.9,3.77,6.85,2.88
2019-11-03 08:00:00,925.5,763.75,38.9,34.72,3.73,6.6,3.0
2019-11-03 09:00:00,873.0,795.5,38.83,28.9,4.12,9.75,3.5
2019-11-03 10:00:00,,983.0,38.5,39.72,4.6,9.43,4.08
2019-11-03 11:00:00,,,36.65,38.38,4.6,10.45,4.15
2019-11-03 12:00:00,,,34.62,33.38,4.75,11.0,4.0
2019-11-03 13:00:00,,895.0,32.12,33.27,4.4,14.15,3.73
2019-11-03 14:00:00,764.0,825.0,30.4,27.33,3.73,24.35,3.6
2019-11-03 15:00:00,723.0,584.5,28.73,21.85,3.25,25.85,3.17
2019-11-03 16:00:00,580.0,472.5,29.4,22.32,2.95,26.5,2.82
2019-11-03 17:00:00,481.0,375.25,29.07,26.2,2.65,16.68,2.45
2019-11-03 18:00:00,343.75,249.5,28.48,37.73,2.5,4.55,2.18
2019-11-03 19:00:00,293.0,203.5,27.73,49.2,2.85,3.0,2.2
2019-11-03 20:00:00,328.0,234.25,24.75,55.97,3.0,2.93,2.08
2019-11-03 21:00:00,331.25,231.0,22.5,62.43,3.0,2.95,2.1
2019-11-03 22:00:00,284.25,191.5,22.5,65.53,3.0,2.83,2.38
2019-11-03 23:00:00,235.0,155.25,22.5,64.6,2.8,2.95,2.25
2019-11-04 00:00:00,196.0,133.0,22.95,76.58,3.03,3.48,2.3
2019-11-04 01:00:00,213.75,143.5,22.9,75.97,2.9,3.33,2.25
2019-11-04 02:00:00,256.5,180.0,22.88,64.47,2.75,7.75,2.23
2019-11-04 03:00:00,321.0,237.25,22.1,48.2,2.7,3.83,
2019-11-04 04:00:00,392.25,307.0,20.48,45.78,2.77,4.17,2.53
2019-11-04 05:00:00,535.0,436.75,18.5,41.58,3.05,4.7,3.33
2019-11-04 06:00:00,729.25,610.75,18.25,44.52,3.25,4.17,3.53
2019-11-04 07:00:00,730.5,606.5,17.7,45.38,3.4,3.7,3.53
2019-11-04 08:00:00,714.0,585.5,17.85,48.62,3.4,3.65,3.67
2019-11-04 09:00:00,700.25,569.25,18.6,58.95,3.47,4.3,3.8
2019-11-04 10:00:00,626.25,502.75,17.52,48.8,3.25,6.88,3.58
2019-11-04 11:00:00,470.5,357.75,17.38,27.12,2.67,16.92,3.38
2019-11-04 12:00:00,299.0,202.25,16.43,19.3,2.58,33.15,3.8
2019-11-04 13:00:00,286.75,187.0,15.07,13.8,2.23,43.35,3.88
2019-11-04 14:00:00,228.25,147.25,15.1,11.32,2.0,44.65,3.45
2019-11-04 15:00:00,180.75,111.25,14.85,10.85,1.85,46.4,2.83
2019-11-04 16:00:00,150.0,87.5,14.3,12.75,1.77,42.73,2.85
2019-11-04 17:00:00,140.25,76.5,15.5,14.68,1.75,38.25,3.0
2019-11-04 18:00:00,143.75,76.0,15.73,27.95,2.02,16.62,2.77
2019-11-04 19:00:00,172.75,84.0,16.12,59.32,2.52,4.97,3.1
2019-11-04 20:00:00,213.25,101.25,15.02,110.6,3.22,2.9,3.53
2019-11-04 21:00:00,225.5,107.75,13.85,102.35,3.18,3.45,3.42
2019-11-04 22:00:00,218.25,111.5,14.1,95.45,3.18,2.78,3.35
2019-11-04 23:00:00,238.75,137.0,13.48,74.95,2.9,3.7,3.35
2019-11-05 00:00:00,301.5,204.5,13.88,44.77,2.7,5.83,3.85
2019-11-05 01:00:00,410.75,319.75,14.7,32.77,2.5,7.7,4.28
2019-11-05 02:00:00,475.75,392.0,15.6,29.95,2.6,9.75,4.5
2019-11-05 03:00:00,507.75,420.75,17.1,22.0,2.5,6.85,
2019-11-05 04:00:00,490.25,410.25,15.27,22.68,2.48,5.7,4.15
2019-11-05 05:00:00,461.0,387.75,13.32,24.57,2.42,4.67,3.85
2019-11-05 06:00:00,434.0,368.75,13.02,26.55,2.32,4.2,3.45
2019-11-05 07:00:00,397.75,324.25,12.95,32.42,2.48,3.25,3.08
2019-11-05 08:00:00,374.75,301.25,12.65,42.35,2.5,3.28,3.15
2019-11-05 09:00:00,380.25,285.25,13.53,50.4,2.58,4.18,3.7
2019-11-05 10:00:00,338.25,221.25,13.7,38.85,2.35,12.35,3.7
2019-11-05 11:00:00,278.0,169.0,14.08,27.98,2.18,27.8,3.78
2019-11-05 12:00:00,230.75,129.5,13.65,20.17,2.02,39.83,4.2
2019-11-05 13:00:00,193.75,102.25,12.5,15.3,1.77,42.67,4.0
2019-11-05 14:00:00,147.0,72.5,11.88,13.07,1.62,41.23,3.2
2019-11-05 15:00:00,118.25,51.75,11.18,12.1,1.52,42.62,2.98
2019-11-05 16:00:00,120.75,48.75,11.5,13.75,1.52,40.07,2.62
2019-11-05 17:00:00,117.25,51.0,11.88,19.08,1.6,33.65,2.85
2019-11-05 18:00:00,124.75,52.0,12.8,42.4,1.93,7.88,2.62
2019-11-05 19:00:00,148.25,58.25,12.73,69.4,2.45,2.8,2.33
2019-11-05 20:00:00,161.75,69.75,12.03,85.6,2.77,2.3,2.5
2019-11-05 21:00:00,172.75,76.25,10.8,106.15,2.95,2.47,2.7
2019-11-05 22:00:00,174.5,78.75,11.0,125.32,3.15,2.4,3.1
2019-11-05 23:00:00,179.5,76.5,10.85,108.12,2.9,2.1,2.88
2019-11-06 00:00:00,164.0,80.25,10.95,108.75,2.75,2.18,2.9
2019-11-06 01:00:00,138.75,75.25,11.47,98.0,2.6,2.35,2.38
2019-11-06 02:00:00,135.75,68.5,12.25,90.5,2.47,5.35,1.92
2019-11-06 03:00:00,141.0,78.5,14.1,89.1,2.5,2.4,
2019-11-06 04:00:00,148.75,94.25,11.9,86.8,2.33,2.2,2.38
2019-11-06 05:00:00,141.75,90.5,10.75,81.4,2.23,2.15,2.18
2019-11-06 06:00:00,131.5,84.25,10.53,73.67,2.08,1.95,2.1
2019-11-06 07:00:00,133.25,80.25,10.3,72.42,1.95,2.2,1.88
2019-11-06 08:00:00,146.25,84.25,9.88,94.1,2.08,2.08,2.33
2019-11-06 09:00:00,166.25,86.75,10.03,144.4,2.53,2.18,3.33
2019-11-06 10:00:00,194.0,92.75,10.57,130.75,2.6,2.42,3.4
2019-11-06 11:00:00,191.5,95.25,10.5,112.1,2.6,3.8,3.55
2019-11-06 12:00:00,221.75,112.0,10.65,54.73,2.2,23.0,4.7
2019-11-06 13:00:00,244.25,148.5,10.27,34.2,1.85,40.02,4.35
2019-11-06 14:00:00,194.5,101.5,10.12,20.9,1.52,37.62,3.0
2019-11-06 15:00:00,127.5,59.75,10.25,13.6,1.42,40.02,2.45
2019-11-06 16:00:00,108.5,46.25,9.7,11.85,1.35,45.05,2.42
2019-11-06 17:00:00,107.5,46.0,10.45,17.43,1.4,44.15,2.38
2019-11-06 18:00:00,134.0,52.0,10.67,34.02,1.6,19.68,2.18
2019-11-06 19:00:00,160.5,59.25,10.95,31.82,1.93,15.15,2.17
2019-11-06 20:00:00,182.75,85.5,10.7,28.15,1.88,18.05,2.2
2019-11-06 21:00:00,201.25,102.0,9.93,26.02,1.95,18.42,2.38
2019-11-06 22:00:00,207.75,112.75,9.57,28.62,2.02,14.03,3.22
2019-11-06 23:00:00,222.25,122.25,9.53,32.1,2.18,5.3,2.97
2019-11-07 00:00:00,246.0,138.0,9.72,38.12,2.32,4.05,2.77
2019-11-07 01:00:00,255.5,146.75,9.95,34.77,2.2,4.25,2.55
2019-11-07 02:00:00,232.0,141.75,11.2,28.65,2.05,9.5,2.58
2019-11-07 03:00:00,203.0,126.5,11.8,21.6,1.9,6.15,
2019-11-07 04:00:00,177.5,118.5,10.82,22.65,1.9,7.48,2.05
2019-11-07 05:00:00,185.0,129.75,9.03,25.02,1.92,4.2,1.88
2019-11-07 06:00:00,222.75,165.0,8.85,28.23,2.0,4.6,1.95
2019-11-07 07:00:00,236.75,157.75,8.95,40.35,2.15,5.42,2.1
2019-11-07 08:00:00,278.75,172.0,8.88,40.17,2.3,5.58,2.75
2019-11-07 09:00:00,332.25,196.5,9.18,48.85,2.48,6.47,3.2
2019-11-07 10:00:00,343.75,184.5,9.88,40.42,2.35,8.18,3.72
2019-11-07 11:00:00,319.75,174.75,10.28,50.35,2.55,6.15,3.12
2019-11-07 12:00:00,331.0,193.25,10.0,61.12,2.9,6.12,2.67
2019-11-07 13:00:00,378.0,216.75,8.72,51.7,2.95,7.25,2.08
2019-11-07 14:00:00,357.75,223.0,8.93,47.03,2.92,12.68,2.08
2019-11-07 15:00:00,322.5,206.0,8.62,32.83,2.47,16.3,1.73
2019-11-07 16:00:00,212.0,146.75,8.22,25.88,2.32,27.48,2.42
2019-11-07 17:00:00,231.25,159.25,8.95,22.48,2.35,26.28,2.3
2019-11-07 18:00:00,281.0,199.5,9.32,21.75,2.48,18.57,1.75
2019-11-07 19:00:00,303.0,222.5,9.53,22.82,2.42,13.18,1.8
2019-11-07 20:00:00,274.75,194.75,9.47,30.3,2.45,6.45,2.05
2019-11-07 21:00:00,266.25,164.25,8.32,37.4,2.55,5.0,2.53
2019-11-07 22:00:00,287.25,180.5,8.07,39.75,2.68,5.33,2.5
2019-11-07 23:00:00,316.75,206.0,7.9,62.65,2.92,5.62,2.6
2019-11-08 00:00:00,330.5,222.75,7.93,73.22,3.15,5.43,2.27
2019-11-08 01:00:00,326.75,219.0,7.95,84.05,3.4,6.65,2.05
2019-11-08 02:00:00,322.75,221.0,8.47,101.4,3.42,8.85,2.25
2019-11-08 03:00:00,319.5,226.0,9.6,49.8,2.5,5.5,
2019-11-08 04:00:00,286.0,222.5,8.82,48.3,2.5,6.02,1.08
2019-11-08 05:00:00,267.25,203.5,7.15,38.98,2.1,4.67,1.12
2019-11-08 06:00:00,191.0,142.75,6.85,28.7,1.92,3.9,1.12
2019-11-08 07:00:00,158.0,116.5,6.8,33.45,1.97,3.98,1.27
2019-11-08 08:00:00,171.25,120.5,7.12,48.9,2.17,6.1,1.45
2019-11-08 09:00:00,227.75,151.25,7.55,72.38,2.58,12.85,2.42
2019-11-08 10:00:00,267.0,157.5,7.03,63.83,2.45,7.8,4.47
2019-11-08 11:00:00,240.5,136.25,7.9,73.17,2.65,9.1,5.05
2019-11-08 12:00:00,259.25,155.25,8.4,54.33,2.62,25.48,5.9
2019-11-08 13:00:00,239.75,136.5,7.1,32.2,2.12,46.38,4.97
2019-11-08 14:00:00,186.5,108.25,6.9,25.5,2.1,,4.4
2019-11-08 15:00:00,180.25,115.0,7.17,23.3,1.98,,4.97
2019-11-08 16:00:00,172.0,101.5,6.88,18.73,1.82,,4.92
2019-11-08 17:00:00,165.25,88.25,7.07,16.15,1.82,,3.85
2019-11-08 18:00:00,182.0,92.5,7.58,25.6,2.17,31.1,3.15
2019-11-08 19:00:00,224.25,108.5,7.77,56.0,3.33,5.72,2.55
2019-11-08 20:00:00,264.75,129.5,7.88,69.95,3.88,4.68,2.58
2019-11-08 21:00:00,276.75,143.75,6.83,84.17,4.08,4.58,2.85
2019-11-08 22:00:00,283.0,147.5,6.05,87.07,4.05,4.47,2.53
2019-11-08 23:00:00,290.5,151.5,6.38,65.75,3.62,4.35,2.45
2019-11-09 00:00:00,269.25,148.5,6.83,65.05,3.4,4.38,1.9
2019-11-09 01:00:00,253.5,150.25,6.83,75.75,3.0,4.78,2.05
2019-11-09 02:00:00,268.25,164.75,7.07,78.12,2.6,10.0,2.08
2019-11-09 03:00:00,240.25,151.5,8.0,49.5,2.2,6.95,
2019-11-09 04:00:00,219.25,150.0,7.7,43.8,2.0,5.0,1.65
2019-11-09 05:00:00,198.5,149.25,6.72,39.0,1.9,4.4,2.08
2019-11-09 06:00:00,197.0,148.5,6.4,37.3,1.83,4.47,2.2
2019-11-09 07:00:00,201.75,156.25,6.28,47.28,2.0,4.6,2.15
2019-11-09 08:00:00,223.5,171.75,6.12,51.53,2.12,4.7,2.2
2019-11-09 09:00:00,252.25,190.75,6.0,57.45,2.2,5.65,2.8
2019-11-09 10:00:00,256.25,184.5,6.25,39.15,1.98,10.15,4.5
2019-11-09 11:00:00,199.5,137.25,7.0,30.95,1.83,14.55,5.72
2019-11-09 12:00:00,154.0,93.75,6.95,21.25,1.65,27.05,4.53
2019-11-09 13:00:00,131.25,72.5,24.48,13.28,1.65,43.85,3.55
2019-11-09 14:00:00,135.0,56.0,13.62,11.32,1.5,,3.05
2019-11-09 15:00:00,127.0,44.0,8.7,10.97,1.45,47.65,2.5
2019-11-09 16:00:00,96.0,34.0,7.38,10.3,1.4,47.08,2.05
2019-11-09 17:00:00,97.0,29.0,7.62,13.65,1.5,38.77,1.95
2019-11-09 18:00:00,100.0,36.0,8.05,18.65,1.67,29.18,2.02
2019-11-09 19:00:00,125.0,59.0,7.85,38.02,2.12,6.53,2.12
2019-11-09 20:00:00,188.0,95.0,7.57,53.85,2.58,4.0,2.67
2019-11-09 21:00:00,244.0,134.0,7.2,54.07,2.6,4.2,3.2
2019-11-09 22:00:00,255.0,146.0,6.62,46.42,2.52,5.83,3.97
2019-11-09 23:00:00,279.0,180.0,6.08,69.05,2.83,4.75,4.17
2019-11-10 00:00:00,289.0,193.0,6.25,40.33,2.42,6.6,3.65
2019-11-10 01:00:00,273.0,184.0,6.23,59.15,2.3,5.67,3.27
2019-11-10 02:00:00,351.0,293.0,7.03,38.7,2.18,11.4,3.3
2019-11-10 03:00:00,358.75,301.75,8.9,33.6,2.2,7.95,
2019-11-10 04:00:00,380.0,327.0,7.57,39.12,2.2,5.95,2.75
2019-11-10 05:00:00,371.75,319.75,6.38,36.17,2.1,5.35,2.52
2019-11-10 06:00:00,358.25,302.75,6.0,31.85,2.0,5.2,3.4
2019-11-10 07:00:00,327.5,279.0,5.5,26.32,2.02,5.33,3.3
2019-11-10 08:00:00,303.5,249.75,5.47,34.55,2.15,5.07,3.62
2019-11-10 09:00:00,327.25,264.25,6.02,34.08,2.2,9.12,4.8
2019-11-10 10:00:00,335.75,272.5,6.15,28.98,2.25,26.98,5.55
2019-11-10 11:00:00,336.5,256.25,6.75,23.97,2.17,46.83,5.75
2019-11-10 12:00:00,285.75,214.5,6.55,17.85,2.05,,5.5
2019-11-10 13:00:00,252.0,185.5,6.22,18.05,1.93,,5.58
2019-11-10 14:00:00,232.75,149.5,5.57,14.88,1.85,,4.83
2019-11-10 15:00:00,184.75,112.75,5.12,11.97,1.67,,4.03
2019-11-10 16:00:00,129.0,68.0,5.32,10.9,1.6,,3.7
2019-11-10 17:00:00,117.25,61.25,5.57,13.05,1.65,45.15,2.75
2019-11-10 18:00:00,126.75,63.0,5.88,29.68,1.95,15.12,2.38
2019-11-10 19:00:00,163.75,81.0,5.95,60.75,2.4,3.6,2.9
2019-11-10 20:00:00,206.5,105.25,6.03,107.18,2.97,3.38,3.2
2019-11-10 21:00:00,240.75,126.5,5.8,105.53,3.17,3.48,2.98
2019-11-10 22:00:00,246.25,138.0,4.97,68.03,2.8,3.67,3.75
2019-11-10 23:00:00,238.5,152.0,5.1,69.2,2.8,3.53,4.45
2019-11-11 00:00:00,247.25,162.75,4.85,78.72,2.95,3.78,4.8
2019-11-11 01:00:00,269.0,178.25,5.38,61.7,2.47,3.95,4.83
2019-11-11 02:00:00,264.5,183.5,6.0,47.38,2.23,8.6,4.1
2019-11-11 03:00:00,256.25,192.75,5.6,40.9,2.2,4.15,
2019-11-11 04:00:00,296.75,238.5,5.83,36.92,2.2,6.05,3.95
2019-11-11 05:00:00,372.25,332.75,5.42,31.23,2.18,7.25,4.3
2019-11-11 06:00:00,394.75,349.0,4.83,28.8,2.3,7.03,5.2
2019-11-11 07:00:00,459.75,406.5,4.67,28.83,2.4,5.53,5.2
2019-11-11 08:00:00,500.25,435.75,4.85,37.32,2.6,5.55,5.25
2019-11-11 09:00:00,560.75,470.5,4.97,43.42,2.83,7.95,5.88
2019-11-11 10:00:00,620.0,493.25,5.05,69.8,3.12,11.38,6.97
2019-11-11 11:00:00,614.25,495.75,5.62,39.05,2.92,42.8,7.85
2019-11-11 12:00:00,519.5,428.25,5.68,24.45,2.55,,7.95
2019-11-11 13:00:00,435.25,355.25,5.03,18.6,2.55,,7.42
2019-11-11 14:00:00,360.75,274.75,51.88,15.3,2.23,,5.85
2019-11-11 15:00:00,261.0,175.25,6.55,15.15,1.53,,5.8
2019-11-11 16:00:00,205.0,143.5,6.17,15.38,1.95,,4.47
2019-11-11 17:00:00,211.25,126.5,6.0,15.65,1.95,,3.95
2019-11-11 18:00:00,232.25,123.25,6.03,26.33,2.28,25.27,3.33
2019-11-11 19:00:00,240.0,118.75,6.07,45.23,2.58,3.25,3.08
2019-11-11 20:00:00,253.5,128.25,5.97,53.75,2.82,2.95,2.95
2019-11-11 21:00:00,296.75,154.25,5.9,64.57,3.1,3.1,2.8
2019-11-11 22:00:00,334.75,174.0,5.18,71.38,3.38,3.72,2.77
2019-11-11 23:00:00,353.5,206.25,4.93,56.95,3.0,3.65,3.18
2019-11-12 00:00:00,409.25,256.25,4.93,59.58,3.0,3.82,3.48
2019-11-12 01:00:00,496.25,324.75,4.8,56.35,3.02,3.83,3.85
2019-11-12 02:00:00,547.25,393.25,5.4,51.03,2.92,6.8,3.6
2019-11-12 03:00:00,577.5,425.5,4.9,40.6,2.7,4.33,
2019-11-12 04:00:00,601.75,449.5,5.45,33.3,2.7,8.65,4.15
2019-11-12 05:00:00,636.25,489.75,5.0,35.58,2.82,4.6,3.58
2019-11-12 06:00:00,669.0,515.0,4.35,33.75,2.7,3.9,2.7
2019-11-12 07:00:00,672.75,517.0,4.53,50.3,3.0,3.88,2.35
2019-11-12 08:00:00,702.5,539.25,3.9,64.8,3.1,3.97,2.98
2019-11-12 09:00:00,735.0,560.75,3.9,62.45,3.27,4.6,3.38
2019-11-12 10:00:00,738.0,550.0,4.75,62.65,3.25,7.88,3.77
2019-11-12 11:00:00,702.25,514.5,4.62,52.83,3.2,31.9,6.35
2019-11-12 12:00:00,658.25,478.75,5.15,33.95,3.0,,7.07
2019-11-12 13:00:00,549.0,378.5,4.65,21.38,2.47,,4.62
2019-11-12 14:00:00,377.75,249.25,4.47,19.3,2.4,,4.15
2019-11-12 15:00:00,366.5,245.0,4.25,18.08,2.38,,4.28
2019-11-12 16:00:00,362.0,244.5,4.0,20.0,2.35,,4.45
2019-11-12 17:00:00,357.25,231.0,3.8,23.52,2.5,46.2,4.4
2019-11-12 18:00:00,357.0,230.5,4.45,40.95,2.8,24.05,4.57
2019-11-12 19:00:00,414.25,259.25,4.73,78.7,3.82,3.72,4.08
2019-11-12 20:00:00,474.25,280.0,4.75,106.05,4.6,3.5,4.07
2019-11-12 21:00:00,520.75,319.5,4.5,118.73,4.75,3.73,3.7
2019-11-12 22:00:00,542.0,348.25,4.22,121.83,4.78,3.75,3.62
2019-11-12 23:00:00,569.0,377.25,4.05,89.95,4.33,3.5,3.45
2019-11-13 00:00:00,556.0,380.5,3.58,83.72,4.3,3.77,3.15
2019-11-13 01:00:00,551.0,387.25,3.55,122.02,4.45,3.75,3.15
2019-11-13 02:00:00,580.0,419.75,3.98,69.82,3.45,6.35,3.33
2019-11-13 03:00:00,617.75,456.0,4.2,57.7,3.3,4.0,
2019-11-13 04:00:00,654.75,496.0,4.07,44.2,3.05,7.35,4.12
2019-11-13 05:00:00,604.75,466.75,3.77,35.4,2.78,7.5,3.1
2019-11-13 06:00:00,510.75,384.75,3.22,46.0,2.83,5.05,2.62
2019-11-13 07:00:00,563.25,429.5,3.12,56.2,2.9,3.45,2.35
2019-11-13 08:00:00,544.25,414.75,3.3,68.12,2.9,3.42,2.38
2019-11-13 09:00:00,486.75,358.0,3.48,70.7,2.92,3.85,2.75
2019-11-13 10:00:00,437.0,306.25,3.62,43.6,2.5,14.85,3.3
2019-11-13 11:00:00,368.5,233.75,4.0,46.17,2.7,23.55,6.5
2019-11-13 12:00:00,426.75,278.75,53.9,57.9,2.9,36.12,10.35
2019-11-13 13:00:00,467.25,316.5,74.3,62.35,1.8,,6.05
2019-11-13 14:00:00,484.0,318.25,66.62,54.33,1.7,,6.25
2019-11-13 15:00:00,466.5,314.0,56.7,34.97,1.45,,5.8
2019-11-13 16:00:00,412.0,278.5,57.4,31.7,1.48,,5.03
2019-11-13 17:00:00,450.5,311.75,63.47,60.38,1.92,20.77,4.82
2019-11-13 18:00:00,512.75,353.25,65.22,105.28,2.73,4.03,4.22
2019-11-13 19:00:00,560.25,359.75,68.83,163.72,4.15,5.08,3.9
2019-11-13 20:00:00,646.5,386.25,69.45,297.52,7.55,7.25,4.9
2019-11-13 21:00:00,698.5,397.5,71.95,227.32,5.32,6.22,4.8
2019-11-13 22:00:00,558.5,343.25,67.65,183.82,4.47,5.45,3.3
2019-11-13 23:00:00,516.5,326.25,67.05,139.6,3.45,6.17,2.8
2019-11-14 00:00:00,497.25,316.0,63.67,121.92,3.1,5.35,2.22
2019-11-14 01:00:00,476.75,311.25,64.38,132.72,3.3,5.8,1.85
2019-11-14 02:00:00,468.0,313.75,73.85,160.12,3.2,13.4,1.85
2019-11-14 03:00:00,473.25,314.25,69.6,178.8,3.1,11.18,
2019-11-14 04:00:00,483.5,331.75,69.7,167.75,2.8,9.32,1.97
2019-11-14 05:00:00,496.75,349.75,71.62,128.12,2.38,7.68,1.7
2019-11-14 06:00:00,499.75,361.75,71.95,94.05,1.95,6.35,1.62
2019-11-14 07:00:00,505.75,378.25,74.52,131.95,2.23,6.4,2.2
