Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),NOx (ppb),CO (ng/m3),Ozone (ug/m3),SO2 (ug/m3)
2020-04-06 02:00:00,137.5,100.75,45.55,11.93,0.8,21.6,22.32
2020-04-06 03:00:00,134.5,97.75,46.9,9.4,0.8,19.65,17.7
2020-04-06 04:00:00,133.75,96.5,43.05,9.65,0.78,15.5,14.43
2020-04-06 05:00:00,115.25,86.5,38.95,13.55,0.7,14.25,10.7
2020-04-06 06:00:00,102.25,82.0,38.08,10.35,0.7,15.0,9.2
2020-04-06 07:00:00,92.75,66.75,38.9,13.02,0.72,7.22,7.38
2020-04-06 08:00:00,110.5,76.25,40.0,16.67,0.8,9.95,7.78
2020-04-06 09:00:00,118.5,77.5,42.2,15.28,0.75,27.15,10.68
2020-04-06 10:00:00,106.75,65.75,43.85,12.73,0.68,42.75,9.6
2020-04-06 11:00:00,88.5,48.0,42.65,12.3,0.5,45.05,7.97
2020-04-06 12:00:00,76.0,33.5,38.62,9.1,0.45,,6.83
2020-04-06 13:00:00,79.0,31.0,35.58,6.75,0.32,,6.2
2020-04-06 14:00:00,51.0,19.75,35.5,6.23,0.3,,4.8
2020-04-06 15:00:00,50.25,20.75,34.2,5.95,0.3,46.75,5.4
2020-04-06 16:00:00,56.5,17.75,33.02,5.4,0.3,41.95,5.1
2020-04-06 17:00:00,55.5,19.5,31.8,4.85,0.2,40.12,3.95
2020-04-06 18:00:00,59.5,17.5,31.35,5.47,0.3,38.9,3.15
2020-04-06 19:00:00,67.5,15.25,33.85,6.45,0.3,34.6,3.83
2020-04-06 20:00:00,71.5,14.75,36.15,7.33,0.43,28.4,3.98
2020-04-06 21:00:00,80.75,22.75,36.88,9.95,0.5,23.07,4.2
2020-04-06 22:00:00,86.0,31.5,37.8,9.07,0.45,24.1,6.2
2020-04-06 23:00:00,81.75,33.25,38.7,7.33,0.4,23.9,6.7
2020-04-07 00:00:00,67.5,32.25,38.82,7.12,0.4,25.47,6.12
2020-04-07 01:00:00,61.5,27.0,39.28,6.17,0.4,24.55,5.8
2020-04-07 02:00:00,57.0,27.0,40.0,6.7,0.4,,6.2
2020-04-07 03:00:00,,,,,,,
2020-04-07 04:00:00,,,,,,,
2020-04-07 05:00:00,,,,,,,
2020-04-07 06:00:00,,,,,,,
2020-04-07 07:00:00,,,,,,,
2020-04-07 08:00:00,,,,,,,
2020-04-07 09:00:00,,,,,,,
2020-04-07 10:00:00,,,,,,,
2020-04-07 11:00:00,,,,,,,
2020-04-07 12:00:00,,,,,,,
2020-04-07 13:00:00,,,,,,,
2020-04-07 14:00:00,,,,,,,
2020-04-07 15:00:00,,,,,,,
2020-04-07 16:00:00,,,,,,,
2020-04-07 17:00:00,,,,,,,
2020-04-07 18:00:00,,,,,,,
2020-04-07 19:00:00,,,,,,,
2020-04-07 20:00:00,,,,,,,
2020-04-07 21:00:00,,,,,,,
2020-04-07 22:00:00,,,,,,,
2020-04-07 23:00:00,,,,,,,
2020-04-08 00:00:00,,,,,,,
2020-04-08 01:00:00,,28.0,,,,,
2020-04-08 02:00:00,,27.5,,,,,
2020-04-08 03:00:00,,26.0,,,,,
2020-04-08 04:00:00,,35.0,,,,,
2020-04-08 05:00:00,,52.0,,,,,
2020-04-08 06:00:00,,47.5,,,,,
2020-04-08 07:00:00,,35.0,,,,,
2020-04-08 08:00:00,,32.5,,,,,
2020-04-08 09:00:00,,36.0,,,,,
2020-04-08 10:00:00,,35.0,,,,,
2020-04-08 11:00:00,,24.5,,,,,
2020-04-08 12:00:00,,19.0,,,,,
2020-04-08 13:00:00,,21.0,,,0.3,22.75,7.6
2020-04-08 14:00:00,53.0,18.0,39.7,11.05,0.5,34.3,7.0
2020-04-08 15:00:00,53.5,6.0,39.53,10.95,0.6,37.3,1.4
2020-04-08 16:00:00,51.0,6.5,39.25,12.18,0.6,38.7,1.07
2020-04-08 17:00:00,38.25,7.5,36.62,11.32,0.6,40.97,0.57
2020-04-08 18:00:00,39.5,6.0,39.65,12.45,0.6,38.9,0.65
2020-04-08 19:00:00,50.25,6.0,38.85,13.82,0.67,36.35,0.73
2020-04-08 20:00:00,52.25,6.75,38.62,16.5,0.72,32.15,1.05
2020-04-08 21:00:00,58.5,12.25,39.25,19.77,0.8,28.95,1.45
2020-04-08 22:00:00,66.75,22.25,39.73,21.98,0.85,24.82,3.45
2020-04-08 23:00:00,67.0,23.5,40.15,18.82,0.8,26.5,2.65
2020-04-09 00:00:00,58.25,22.25,35.82,15.18,0.8,29.2,1.6
2020-04-09 01:00:00,49.5,15.25,35.95,14.4,0.8,27.85,
2020-04-09 02:00:00,47.5,18.75,37.9,17.98,0.78,27.55,5.67
2020-04-09 03:00:00,46.5,17.5,40.3,19.4,0.7,25.05,4.7
2020-04-09 04:00:00,47.75,16.5,35.6,20.15,0.8,22.92,4.73
2020-04-09 05:00:00,46.75,19.5,33.43,26.07,0.8,17.0,5.7
2020-04-09 06:00:00,46.25,22.25,32.75,19.3,0.8,22.85,0.9
2020-04-09 07:00:00,49.5,19.0,33.15,27.5,0.8,16.6,0.7
2020-04-09 08:00:00,67.0,32.5,36.83,32.95,0.88,15.92,2.55
2020-04-09 09:00:00,99.75,57.25,40.6,25.1,0.9,27.4,4.82
2020-04-09 10:00:00,103.0,60.0,40.52,18.5,0.9,39.62,5.67
2020-04-09 11:00:00,85.75,44.25,39.6,17.02,0.9,46.1,4.05
2020-04-09 12:00:00,74.0,29.5,40.42,15.12,0.8,45.3,1.3
2020-04-09 13:00:00,54.75,18.5,38.0,14.12,0.32,47.15,0.68
2020-04-09 14:00:00,42.5,15.75,38.3,12.3,0.3,48.65,0.35
2020-04-09 15:00:00,43.5,11.75,37.8,12.8,0.3,47.38,
2020-04-09 16:00:00,40.5,11.25,38.25,13.73,0.3,47.55,
2020-04-09 17:00:00,38.0,12.0,38.55,11.92,0.3,45.42,
2020-04-09 18:00:00,43.0,11.75,35.88,12.93,0.3,44.6,
2020-04-09 19:00:00,43.0,11.5,35.95,17.55,0.38,39.33,
2020-04-09 20:00:00,55.0,14.5,36.1,26.75,0.48,30.42,
2020-04-09 21:00:00,66.75,23.25,37.47,39.9,0.6,18.27,
2020-04-09 22:00:00,75.75,36.0,38.75,34.8,0.6,17.85,5.15
2020-04-09 23:00:00,81.25,38.25,39.6,41.55,0.75,11.03,6.8
2020-04-10 00:00:00,89.5,45.75,39.05,44.67,0.78,9.1,6.65
2020-04-10 01:00:00,86.75,52.0,40.7,40.5,0.72,11.92,8.43
2020-04-10 02:00:00,98.5,68.0,44.15,34.15,0.6,21.65,10.75
2020-04-10 03:00:00,114.25,78.25,42.5,28.5,0.5,20.03,10.6
2020-04-10 04:00:00,101.5,70.25,40.5,33.2,0.53,12.28,8.4
2020-04-10 05:00:00,95.5,63.5,37.67,42.85,0.6,5.75,7.75
2020-04-10 06:00:00,88.25,66.5,38.15,40.0,0.6,6.2,7.65
2020-04-10 07:00:00,84.25,61.75,39.27,43.95,0.6,4.55,7.2
2020-04-10 08:00:00,99.25,62.25,39.85,51.15,0.62,10.55,7.83
2020-04-10 09:00:00,105.0,64.25,42.33,36.75,0.62,26.75,9.18
2020-04-10 10:00:00,93.75,53.0,43.17,24.65,0.53,40.92,10.35
2020-04-10 11:00:00,68.25,33.0,42.88,19.55,0.5,48.25,10.1
2020-04-10 12:00:00,65.0,27.5,43.4,18.2,0.43,,11.9
2020-04-10 13:00:00,59.5,27.25,41.57,17.2,0.32,,7.75
2020-04-10 14:00:00,48.5,19.75,39.97,14.58,0.3,,5.45
2020-04-10 15:00:00,38.0,12.75,38.38,14.07,0.3,,5.22
2020-04-10 16:00:00,36.25,12.25,38.67,14.75,0.3,,5.1
2020-04-10 17:00:00,33.0,12.0,37.92,13.68,0.3,,4.4
2020-04-10 18:00:00,41.75,10.75,35.92,14.35,0.3,47.4,4.9
2020-04-10 19:00:00,51.75,15.0,36.8,19.62,0.35,40.02,4.6
2020-04-10 20:00:00,60.25,16.0,37.85,32.9,0.5,25.05,5.47
2020-04-10 21:00:00,73.5,30.5,38.82,45.15,0.72,14.22,6.2
2020-04-10 22:00:00,97.0,46.75,42.47,52.0,0.97,6.82,7.0
2020-04-10 23:00:00,136.0,73.0,46.85,70.03,1.05,3.85,8.62
2020-04-11 00:00:00,139.0,88.0,49.25,86.72,1.15,1.5,7.85
2020-04-11 01:00:00,152.0,101.0,46.33,65.28,1.02,4.83,9.62
2020-04-11 02:00:00,103.0,73.0,45.97,45.07,0.88,11.2,10.1
2020-04-11 03:00:00,106.75,76.0,53.4,34.8,0.8,8.28,10.5
2020-04-11 04:00:00,118.0,85.0,47.62,37.15,0.8,11.8,12.8
2020-04-11 05:00:00,118.25,85.75,44.38,29.18,0.75,13.03,12.73
2020-04-11 06:00:00,121.75,91.75,45.3,28.78,0.78,13.2,13.07
2020-04-11 07:00:00,126.75,98.5,47.7,25.93,0.72,14.18,13.42
2020-04-11 08:00:00,137.5,83.75,48.12,27.75,0.7,15.22,12.82
2020-04-11 09:00:00,181.25,79.5,50.6,38.38,0.7,29.4,17.15
2020-04-11 10:00:00,121.0,71.0,54.67,27.2,0.62,45.65,18.38
2020-04-11 11:00:00,96.0,46.5,50.27,21.15,0.53,,28.32
2020-04-11 12:00:00,78.5,32.5,48.12,16.48,0.43,49.5,12.12
2020-04-11 13:00:00,62.25,20.75,46.05,15.03,0.4,,8.55
2020-04-11 14:00:00,65.75,19.5,46.3,16.62,0.38,,9.38
2020-04-11 15:00:00,75.25,25.75,43.75,13.85,0.3,,9.88
2020-04-11 16:00:00,78.5,22.0,44.67,14.9,0.3,,8.5
2020-04-11 17:00:00,79.25,22.75,44.12,15.52,0.3,,6.75
2020-04-11 18:00:00,86.75,25.5,41.7,13.95,0.3,,7.92
2020-04-11 19:00:00,89.25,25.75,43.0,20.35,0.4,45.17,8.05
2020-04-11 20:00:00,91.25,24.25,42.85,25.25,0.4,35.43,6.72
2020-04-11 21:00:00,93.75,30.25,43.48,25.6,0.4,33.12,6.72
2020-04-11 22:00:00,89.5,28.5,43.05,26.05,0.43,29.52,8.73
2020-04-11 23:00:00,86.0,29.75,42.73,27.23,0.4,27.1,10.12
2020-04-12 00:00:00,77.5,29.25,42.73,23.03,0.4,26.85,10.48
2020-04-12 01:00:00,68.5,29.25,41.85,19.2,0.4,26.35,10.6
2020-04-12 02:00:00,62.0,25.0,43.6,20.32,0.4,30.45,8.88
2020-04-12 03:00:00,56.5,21.5,44.1,21.4,0.3,25.93,8.4
2020-04-12 04:00:00,56.0,27.25,39.7,19.88,0.4,25.07,8.88
2020-04-12 05:00:00,48.0,20.0,36.5,18.85,0.4,27.6,8.35
2020-04-12 06:00:00,41.25,14.0,34.9,21.65,0.4,25.85,8.1
2020-04-12 07:00:00,42.5,15.5,37.78,25.48,0.4,22.55,8.35
2020-04-12 08:00:00,60.5,24.75,39.77,38.35,0.43,17.15,10.25
2020-04-12 09:00:00,90.5,48.5,44.02,29.15,0.5,26.35,12.0
2020-04-12 10:00:00,106.25,69.5,46.2,22.6,0.47,39.75,11.07
2020-04-12 11:00:00,95.25,42.25,46.08,19.48,0.4,44.48,9.98
2020-04-12 12:00:00,109.5,25.75,44.62,18.25,0.4,48.08,7.45
2020-04-12 13:00:00,67.0,18.75,43.2,15.65,0.32,46.83,6.8
2020-04-12 14:00:00,60.5,21.25,42.57,14.82,0.3,44.62,5.9
2020-04-12 15:00:00,58.25,28.25,42.97,16.32,0.3,45.52,4.83
2020-04-12 16:00:00,55.0,19.25,42.1,15.82,0.3,45.02,4.53
2020-04-12 17:00:00,52.0,15.75,40.33,15.32,0.3,43.3,3.98
2020-04-12 18:00:00,51.5,12.5,38.85,15.43,0.3,41.97,5.5
2020-04-12 19:00:00,55.0,13.75,37.45,19.85,0.35,38.68,5.18
2020-04-12 20:00:00,76.25,16.75,41.23,36.55,0.5,25.6,4.1
2020-04-12 21:00:00,99.25,35.5,43.38,48.05,0.67,16.68,4.53
2020-04-12 22:00:00,109.5,56.75,43.73,48.88,0.72,13.2,6.65
2020-04-12 23:00:00,97.75,52.5,42.62,47.12,0.7,11.5,8.82
2020-04-13 00:00:00,86.25,49.5,42.35,37.23,0.62,18.28,10.27
2020-04-13 01:00:00,92.5,46.5,44.15,31.95,0.57,18.77,12.28
2020-04-13 02:00:00,99.0,52.25,45.8,29.73,0.5,16.75,12.38
2020-04-13 03:00:00,95.0,56.75,47.2,44.8,0.5,5.55,8.3
2020-04-13 04:00:00,90.0,57.25,44.0,51.62,0.6,3.43,8.57
2020-04-13 05:00:00,86.75,54.75,40.82,52.92,0.6,1.9,8.68
2020-04-13 06:00:00,103.0,71.0,43.85,48.77,0.6,2.7,8.4
2020-04-13 07:00:00,136.25,101.5,47.75,45.45,0.67,4.58,10.1
2020-04-13 08:00:00,171.75,125.75,52.03,46.12,0.72,11.62,16.05
2020-04-13 09:00:00,188.5,136.0,54.55,54.12,0.75,24.05,25.88
2020-04-13 10:00:00,160.75,115.5,54.67,31.93,0.67,43.4,23.95
2020-04-13 11:00:00,122.25,78.75,50.1,24.2,0.5,,15.48
2020-04-13 12:00:00,77.75,40.0,47.92,18.82,0.45,,11.65
2020-04-13 13:00:00,69.25,24.5,45.7,9.0,0.4,49.9,10.35
2020-04-13 14:00:00,70.25,21.75,46.23,8.05,0.32,48.73,9.45
2020-04-13 15:00:00,59.75,17.0,43.3,8.45,0.3,44.95,8.3
2020-04-13 16:00:00,57.75,15.25,43.17,8.23,0.3,44.25,7.85
2020-04-13 17:00:00,67.75,19.75,41.97,8.03,0.3,46.95,7.98
2020-04-13 18:00:00,56.75,21.25,39.42,8.07,0.3,46.32,7.8
2020-04-13 19:00:00,66.0,19.75,38.9,10.38,0.38,38.58,7.72
2020-04-13 20:00:00,82.0,26.25,40.67,15.97,0.5,27.32,7.9
2020-04-13 21:00:00,97.5,43.5,43.28,26.88,0.8,11.88,7.83
2020-04-13 22:00:00,106.25,56.75,44.35,29.82,0.88,6.28,7.48
2020-04-13 23:00:00,102.75,56.5,44.48,30.38,0.88,5.57,7.3
2020-04-14 00:00:00,107.75,59.0,46.58,24.55,0.8,10.6,8.2
2020-04-14 01:00:00,101.75,57.75,44.7,19.35,0.62,14.88,9.53
2020-04-14 02:00:00,88.25,46.25,47.6,18.6,0.6,12.95,8.48
2020-04-14 03:00:00,89.5,46.0,51.8,13.1,0.5,18.25,8.2
2020-04-14 04:00:00,94.75,34.5,44.9,12.3,0.5,23.8,9.15
2020-04-14 05:00:00,139.75,38.0,41.0,15.5,0.5,13.7,9.7
2020-04-14 06:00:00,78.75,44.5,43.42,21.6,0.53,5.38,7.72
2020-04-14 07:00:00,78.25,46.25,47.17,23.93,0.57,5.5,6.65
2020-04-14 08:00:00,81.5,47.25,51.0,24.08,0.6,9.12,6.05
2020-04-14 09:00:00,86.25,46.5,55.42,20.55,0.57,23.45,7.17
2020-04-14 10:00:00,81.25,41.75,59.02,16.3,0.55,41.02,8.6
2020-04-14 11:00:00,88.0,39.0,59.33,15.52,0.53,,8.57
2020-04-14 12:00:00,76.0,30.5,61.12,12.82,0.45,49.08,9.93
2020-04-14 13:00:00,68.25,22.75,62.65,10.22,0.4,,8.8
2020-04-14 14:00:00,72.25,21.5,62.73,9.28,0.4,,8.88
2020-04-14 15:00:00,76.25,21.0,61.5,9.32,0.3,,8.3
2020-04-14 16:00:00,89.25,24.75,59.23,9.3,0.3,,7.25
2020-04-14 17:00:00,97.0,27.25,53.58,8.45,0.3,,7.4
2020-04-14 18:00:00,89.0,27.75,49.85,9.0,0.32,45.7,7.45
2020-04-14 19:00:00,87.0,27.75,50.07,14.65,0.57,30.95,7.75
2020-04-14 20:00:00,106.0,33.75,49.77,32.08,0.72,13.23,7.65
2020-04-14 21:00:00,133.25,51.0,55.85,43.3,0.9,5.23,6.82
2020-04-14 22:00:00,152.75,68.5,60.65,28.07,0.88,13.38,7.45
2020-04-14 23:00:00,155.75,68.25,59.83,28.6,0.9,9.05,7.7
2020-04-15 00:00:00,162.25,72.75,67.97,23.82,0.75,9.15,6.8
2020-04-15 01:00:00,170.5,73.25,75.62,19.88,0.7,8.85,6.78
2020-04-15 02:00:00,155.5,67.0,82.95,26.2,0.7,5.7,6.88
2020-04-15 03:00:00,147.0,61.0,74.9,18.0,0.5,5.35,6.5
2020-04-15 04:00:00,131.0,49.5,61.85,17.45,0.5,9.62,6.92
2020-04-15 05:00:00,120.0,42.0,62.58,17.38,0.53,13.23,7.9
2020-04-15 06:00:00,135.0,50.0,70.97,18.57,0.65,11.43,8.75
2020-04-15 07:00:00,185.0,86.5,80.23,18.55,0.8,11.88,8.15
2020-04-15 08:00:00,220.0,116.5,82.12,16.88,0.8,12.88,6.93
2020-04-15 09:00:00,200.25,92.75,86.1,17.03,0.8,18.23,6.95
2020-04-15 10:00:00,198.5,85.25,88.4,15.62,0.7,27.35,8.43
2020-04-15 11:00:00,193.5,75.5,84.57,13.97,0.62,42.65,9.93
2020-04-15 12:00:00,216.0,75.75,79.03,14.12,0.55,,9.78
2020-04-15 13:00:00,177.75,59.25,71.92,12.18,0.4,,6.9
2020-04-15 14:00:00,164.25,46.0,60.1,9.75,0.3,48.3,6.2
2020-04-15 15:00:00,142.0,40.5,53.45,8.95,0.28,45.6,6.53
2020-04-15 16:00:00,125.75,37.25,48.23,7.68,0.2,44.0,4.3
2020-04-15 17:00:00,95.25,24.0,42.6,7.15,0.2,40.67,3.15
2020-04-15 18:00:00,93.0,25.75,39.38,8.05,0.23,39.83,3.4
2020-04-15 19:00:00,82.75,22.75,37.27,10.15,0.32,34.75,3.47
2020-04-15 20:00:00,84.5,27.75,40.1,16.55,0.45,22.07,3.97
2020-04-15 21:00:00,103.5,38.25,42.75,27.2,0.72,9.82,3.85
2020-04-15 22:00:00,115.25,49.0,44.55,42.62,1.05,1.88,4.78
2020-04-15 23:00:00,139.0,68.75,50.6,41.72,1.12,2.8,7.47
2020-04-16 00:00:00,174.75,93.0,55.53,46.02,1.05,2.22,11.38
2020-04-16 01:00:00,183.25,96.0,65.17,57.77,1.08,1.38,8.9
2020-04-16 02:00:00,184.5,96.0,83.03,63.37,1.08,4.9,8.18
2020-04-16 03:00:00,180.0,93.25,81.3,48.0,0.9,1.1,8.4
2020-04-16 04:00:00,157.75,86.25,68.55,44.05,0.88,1.0,8.85
2020-04-16 05:00:00,148.25,89.75,74.55,33.88,0.72,2.28,8.5
2020-04-16 06:00:00,164.25,92.25,80.97,25.1,0.67,3.82,9.7
2020-04-16 07:00:00,197.5,107.5,84.72,24.12,0.8,5.52,8.07
2020-04-16 08:00:00,250.0,129.0,89.2,26.52,0.95,9.82,8.15
2020-04-16 09:00:00,288.5,156.25,96.88,20.7,1.12,28.27,15.07
2020-04-16 10:00:00,323.25,186.75,98.88,21.73,1.08,43.6,16.5
2020-04-16 11:00:00,305.75,156.25,97.33,22.45,0.93,,15.95
2020-04-16 12:00:00,235.75,105.75,95.15,20.32,0.78,,15.62
2020-04-16 13:00:00,194.0,85.75,88.33,14.45,0.52,,13.68
2020-04-16 14:00:00,140.5,59.75,75.15,10.12,0.38,49.15,8.22
2020-04-16 15:00:00,102.25,31.5,62.2,8.22,0.3,45.58,5.12
2020-04-16 16:00:00,89.25,12.5,56.4,7.53,0.23,43.38,4.0
2020-04-16 17:00:00,80.0,13.5,49.35,7.2,0.2,42.65,3.62
2020-04-16 18:00:00,65.0,11.25,43.5,7.15,0.2,41.4,2.95
2020-04-16 19:00:00,58.0,10.0,41.6,9.93,0.3,37.17,3.38
2020-04-16 20:00:00,70.25,16.0,42.35,14.18,0.43,28.03,3.48
2020-04-16 21:00:00,96.5,28.5,43.4,19.25,0.5,20.52,4.85
2020-04-16 22:00:00,121.0,40.5,44.67,19.55,0.55,20.52,6.23
2020-04-16 23:00:00,126.25,43.25,44.7,15.35,0.45,25.15,6.5
2020-04-17 00:00:00,118.75,36.25,43.7,11.07,0.35,33.33,7.47
2020-04-17 01:00:00,100.25,30.25,46.32,9.3,0.3,35.53,9.25
2020-04-17 02:00:00,94.25,28.75,51.35,9.9,0.3,28.45,10.07
2020-04-17 03:00:00,92.5,27.75,49.2,9.4,0.2,31.35,7.5
2020-04-17 04:00:00,63.5,17.0,42.82,9.6,0.23,31.75,7.47
2020-04-17 05:00:00,60.5,16.5,40.3,10.95,0.3,29.92,9.48
2020-04-17 06:00:00,80.75,23.0,44.08,9.0,0.3,32.02,9.2
2020-04-17 07:00:00,77.0,20.75,46.85,9.95,0.3,28.88,8.18
2020-04-17 08:00:00,86.75,22.0,48.0,9.82,0.3,27.85,8.28
2020-04-17 09:00:00,90.75,18.75,50.0,8.85,0.3,29.5,8.22
2020-04-17 10:00:00,94.25,19.5,51.8,9.8,0.3,30.32,9.3
2020-04-17 11:00:00,95.0,23.5,52.33,8.8,0.3,34.12,8.95
2020-04-17 12:00:00,104.25,21.0,52.55,8.3,0.3,38.08,8.22
2020-04-17 13:00:00,72.75,16.5,51.3,7.03,0.3,38.65,7.72
2020-04-17 14:00:00,51.75,10.75,50.4,6.5,0.25,43.35,6.78
2020-04-17 15:00:00,38.0,6.0,48.43,6.77,0.3,48.42,6.35
2020-04-17 16:00:00,51.0,4.5,48.6,6.5,0.3,49.2,6.7
2020-04-17 17:00:00,65.75,10.25,50.0,5.4,0.2,,5.5
2020-04-17 18:00:00,51.0,13.75,43.4,6.02,0.2,,4.92
2020-04-17 19:00:00,73.75,14.0,38.3,7.88,0.23,48.65,5.05
2020-04-17 20:00:00,91.25,16.0,43.23,9.95,0.28,38.05,6.0
2020-04-17 21:00:00,49.75,14.75,47.33,10.72,0.3,37.6,6.58
2020-04-17 22:00:00,60.0,19.5,47.02,10.88,0.32,34.77,6.85
2020-04-17 23:00:00,64.25,19.0,47.45,10.7,0.3,34.65,7.38
2020-04-18 00:00:00,61.5,22.0,47.67,8.38,0.3,34.45,7.65
2020-04-18 01:00:00,78.25,26.0,49.73,9.8,0.4,28.1,10.03
2020-04-18 02:00:00,106.25,36.25,54.78,9.78,0.3,28.0,8.62
2020-04-18 03:00:00,100.0,29.25,54.8,8.0,0.2,26.52,6.4
2020-04-18 04:00:00,75.0,22.5,46.5,7.55,0.3,27.38,6.3
2020-04-18 05:00:00,59.25,18.0,41.42,7.07,0.3,25.23,6.12
2020-04-18 06:00:00,55.5,19.0,43.62,7.55,0.3,23.35,6.8
2020-04-18 07:00:00,71.25,19.75,47.45,7.0,0.3,19.77,6.68
2020-04-18 08:00:00,50.75,14.0,49.45,7.6,0.3,21.5,7.35
2020-04-18 09:00:00,52.75,17.25,50.23,8.88,0.3,26.02,7.5
2020-04-18 10:00:00,61.25,15.75,50.55,8.62,0.3,34.38,6.15
2020-04-18 11:00:00,64.75,11.25,48.6,7.4,0.3,41.7,5.97
2020-04-18 12:00:00,71.5,17.75,48.45,7.8,0.25,46.08,6.5
2020-04-18 13:00:00,67.75,15.75,47.52,6.97,0.2,48.38,7.62
2020-04-18 14:00:00,73.5,12.25,46.58,6.17,0.2,,5.08
2020-04-18 15:00:00,86.0,14.5,46.33,5.97,0.2,,4.73
2020-04-18 16:00:00,94.75,19.25,45.47,5.68,0.2,,4.9
2020-04-18 17:00:00,104.0,21.0,45.27,5.48,0.2,,4.7
2020-04-18 18:00:00,112.5,24.25,45.35,5.83,0.23,49.2,4.33
2020-04-18 19:00:00,137.75,26.25,46.35,7.45,0.25,33.85,5.12
2020-04-18 20:00:00,135.5,28.5,47.52,9.55,0.35,22.85,5.3
2020-04-18 21:00:00,54.25,25.25,49.65,13.35,0.5,15.93,4.95
2020-04-18 22:00:00,71.75,30.5,53.27,11.25,0.47,21.98,6.35
2020-04-18 23:00:00,77.25,32.25,53.5,8.32,0.4,19.45,5.95
2020-04-19 00:00:00,50.75,23.75,52.9,8.53,0.3,20.15,6.2
2020-04-19 01:00:00,47.0,22.25,52.0,7.07,0.32,24.88,6.15
2020-04-19 02:00:00,36.25,19.5,55.0,7.58,0.3,21.5,5.65
2020-04-19 03:00:00,33.25,19.5,53.5,7.9,0.3,19.32,5.9
2020-04-19 04:00:00,38.5,21.5,47.73,7.0,0.3,19.65,5.95
2020-04-19 05:00:00,31.0,12.75,42.58,7.38,0.3,15.25,5.15
2020-04-19 06:00:00,24.0,10.75,45.15,10.6,0.3,6.88,4.78
2020-04-19 07:00:00,30.75,16.75,45.22,11.88,0.32,5.38,4.2
2020-04-19 08:00:00,35.75,19.0,48.73,18.8,0.43,4.75,4.2
2020-04-19 09:00:00,47.5,20.25,54.0,16.75,0.47,11.8,4.8
2020-04-19 10:00:00,65.75,33.5,58.95,13.52,0.5,22.68,5.75
2020-04-19 11:00:00,86.75,61.75,63.4,9.7,0.43,34.2,8.0
2020-04-19 12:00:00,73.75,53.0,62.6,8.32,0.32,40.3,8.0
2020-04-19 13:00:00,52.25,27.25,59.1,8.38,0.3,46.15,6.95
2020-04-19 14:00:00,42.5,19.75,57.33,7.28,0.25,48.05,6.53
2020-04-19 15:00:00,35.5,12.5,56.35,6.57,0.23,,5.78
2020-04-19 16:00:00,26.75,10.25,52.55,6.33,0.2,49.52,5.15
2020-04-19 17:00:00,22.25,7.75,48.73,6.42,0.2,49.6,4.3
2020-04-19 18:00:00,21.0,6.75,47.47,7.48,0.2,48.85,4.12
2020-04-19 19:00:00,26.25,6.0,44.25,8.32,0.25,45.78,4.17
2020-04-19 20:00:00,38.5,11.25,43.42,13.35,0.4,26.35,4.17
2020-04-19 21:00:00,59.5,30.25,46.52,22.62,0.72,10.43,4.58
2020-04-19 22:00:00,77.25,42.75,48.22,24.05,0.9,11.5,4.55
2020-04-19 23:00:00,91.5,53.5,51.62,19.7,0.8,15.82,5.28
2020-04-20 00:00:00,99.75,67.25,52.93,20.12,0.93,10.4,10.62
2020-04-20 01:00:00,110.0,86.75,55.9,23.77,1.0,6.45,15.7
2020-04-20 02:00:00,112.0,87.75,60.92,40.5,1.0,5.0,12.05
2020-04-20 03:00:00,121.5,81.25,63.5,45.2,1.0,2.22,7.6
2020-04-20 04:00:00,105.25,73.0,56.73,38.88,1.0,2.12,6.68
2020-04-20 05:00:00,104.75,74.5,51.48,37.67,1.0,2.0,5.73
2020-04-20 06:00:00,104.75,80.5,54.58,30.98,0.95,8.53,7.03
2020-04-20 07:00:00,120.25,89.25,58.6,31.7,1.1,17.15,9.1
2020-04-20 08:00:00,132.0,98.0,60.8,36.52,0.95,6.05,8.57
2020-04-20 09:00:00,132.75,89.75,66.82,26.48,0.9,7.55,10.92
2020-04-20 10:00:00,136.5,87.0,68.3,14.17,0.55,12.4,9.52
2020-04-20 11:00:00,106.5,37.25,65.8,11.8,0.43,16.27,6.53
2020-04-20 12:00:00,80.25,13.75,65.2,10.47,0.35,20.7,5.4
2020-04-20 13:00:00,67.25,12.0,67.05,9.1,0.28,31.07,5.07
2020-04-20 14:00:00,54.75,8.25,67.5,7.65,0.2,35.58,4.55
2020-04-20 15:00:00,30.25,5.0,62.65,8.47,0.2,38.15,3.83
2020-04-20 16:00:00,25.5,2.25,58.58,8.68,0.2,35.6,3.88
2020-04-20 17:00:00,31.75,3.0,55.92,9.18,0.2,35.62,3.28
2020-04-20 18:00:00,20.25,3.75,53.85,9.1,0.2,34.85,3.72
2020-04-20 19:00:00,25.75,6.0,52.55,9.82,0.2,29.6,3.6
2020-04-20 20:00:00,32.0,6.75,52.28,10.78,0.25,21.32,4.18
2020-04-20 21:00:00,35.25,10.75,48.08,15.88,0.38,10.05,3.67
2020-04-20 22:00:00,51.75,20.75,50.98,17.18,0.4,17.23,5.7
2020-04-20 23:00:00,89.0,31.75,50.93,8.73,0.3,28.77,6.65
2020-04-21 00:00:00,63.0,24.25,52.08,8.48,0.3,24.62,6.9
