Datetime,NOx (ppb),Ozone (ug/m3),CO (mg/m3),NH3 (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3)
2020-01-30 03:00:00,46.59,3.1,0.94,31.59,160.25,92.0,7.83
2020-01-30 04:00:00,44.99,3.48,0.78,30.3,139.0,79.25,2.45
2020-01-30 05:00:00,43.97,3.18,0.8,29.62,121.5,71.0,2.88
2020-01-30 06:00:00,49.13,3.59,0.84,31.45,116.75,67.25,3.56
2020-01-30 07:00:00,51.24,3.48,1.01,32.78,115.25,64.25,9.07
2020-01-30 08:00:00,57.53,3.0,1.35,35.71,128.25,74.0,9.21
2020-01-30 09:00:00,57.69,3.72,1.46,38.26,174.0,102.75,11.37
2020-01-30 10:00:00,49.46,9.07,1.33,34.46,210.0,126.75,12.91
2020-01-30 11:00:00,44.05,21.03,1.25,30.39,211.5,131.0,16.34
2020-01-30 12:00:00,38.7,32.88,1.06,26.34,182.0,111.0,15.41
2020-01-30 13:00:00,38.8,43.4,0.93,26.05,,,17.02
2020-01-30 14:00:00,39.93,46.4,1.12,26.64,,,16.74
2020-01-30 15:00:00,38.4,44.91,0.89,26.01,38.0,24.0,14.8
2020-01-30 16:00:00,38.45,42.06,0.84,26.2,76.5,50.0,9.82
2020-01-30 17:00:00,39.21,39.53,0.8,26.59,80.75,57.5,8.82
2020-01-30 18:00:00,42.76,30.98,1.01,28.11,68.25,42.5,9.02
2020-01-30 19:00:00,48.25,13.59,1.2,30.84,82.25,47.0,7.45
2020-01-30 20:00:00,52.38,4.68,1.58,32.72,111.25,66.0,8.54
2020-01-30 21:00:00,51.26,8.0,1.43,32.83,130.75,85.0,10.77
2020-01-30 22:00:00,54.65,3.42,1.55,34.75,153.25,106.25,9.34
2020-01-30 23:00:00,59.17,3.61,1.43,37.73,156.0,113.25,8.2
2020-01-31 00:00:00,55.2,3.35,1.28,35.76,151.0,111.25,6.62
2020-01-31 01:00:00,51.06,3.49,1.07,33.43,141.0,101.5,8.43
2020-01-31 02:00:00,50.21,3.61,1.03,32.63,132.75,98.25,8.16
2020-01-31 03:00:00,52.31,3.89,0.97,33.88,136.25,92.5,8.71
2020-01-31 04:00:00,46.4,4.54,0.88,31.5,128.75,94.5,6.07
2020-01-31 05:00:00,42.34,6.88,0.88,29.22,118.0,92.0,5.78
2020-01-31 06:00:00,44.11,4.29,0.96,29.74,125.75,97.75,5.58
2020-01-31 07:00:00,42.33,3.45,1.07,28.24,128.25,97.5,5.21
2020-01-31 08:00:00,50.24,3.09,1.32,32.16,134.5,98.75,6.56
2020-01-31 09:00:00,54.82,3.7,1.4,35.83,141.0,103.25,6.48
2020-01-31 10:00:00,46.79,7.39,1.36,31.9,146.25,113.0,7.21
2020-01-31 11:00:00,48.15,20.79,1.33,33.11,156.25,117.25,13.22
2020-01-31 12:00:00,42.78,29.19,1.37,29.25,155.75,111.0,14.21
2020-01-31 13:00:00,42.92,40.99,1.23,29.44,153.25,110.0,10.43
2020-01-31 14:00:00,37.31,48.89,0.96,25.83,110.0,76.5,15.34
2020-01-31 15:00:00,38.17,42.73,0.92,25.83,77.25,49.0,10.46
2020-01-31 16:00:00,38.42,44.37,0.9,26.2,64.25,39.25,10.58
2020-01-31 17:00:00,44.02,33.95,0.95,28.62,71.25,44.5,13.4
2020-01-31 18:00:00,44.25,25.05,1.06,28.56,69.5,40.25,12.12
2020-01-31 19:00:00,44.53,16.43,1.2,29.11,90.0,52.25,17.84
2020-01-31 20:00:00,61.64,3.64,1.9,37.03,116.25,72.5,14.13
2020-01-31 21:00:00,96.03,3.17,3.04,56.04,159.5,95.5,14.11
2020-01-31 22:00:00,92.15,3.11,2.92,54.05,168.75,101.5,12.8
2020-01-31 23:00:00,85.78,3.14,2.93,54.15,197.75,125.0,17.07
2020-02-01 00:00:00,65.92,3.07,2.04,43.96,215.75,140.5,11.36
2020-02-01 01:00:00,66.9,3.16,1.94,42.19,189.25,126.5,7.31
2020-02-01 02:00:00,57.6,2.98,1.41,38.96,186.5,122.5,7.41
2020-02-01 03:00:00,56.7,2.94,1.34,36.91,143.75,101.75,6.49
2020-02-01 04:00:00,56.59,2.99,1.3,36.28,144.5,100.0,6.56
2020-02-01 05:00:00,71.91,3.03,1.49,42.36,134.5,94.5,7.75
2020-02-01 06:00:00,122.31,2.88,2.35,69.52,149.75,97.0,13.29
2020-02-01 07:00:00,104.76,2.98,2.52,63.44,171.75,103.75,11.52
2020-02-01 08:00:00,114.56,2.99,3.0,69.61,165.75,112.75,13.12
2020-02-01 09:00:00,77.95,3.06,1.95,55.11,150.25,116.0,11.08
2020-02-01 10:00:00,63.27,4.75,1.5,46.6,157.0,120.75,12.72
2020-02-01 11:00:00,54.03,19.43,1.41,40.03,154.0,101.75,16.32
2020-02-01 12:00:00,48.54,33.46,1.23,34.03,137.25,92.5,16.41
2020-02-01 13:00:00,38.05,51.33,1.07,26.22,130.5,88.25,15.16
2020-02-01 14:00:00,37.09,52.29,0.99,25.8,128.0,87.25,16.15
2020-02-01 15:00:00,38.98,47.21,1.05,26.77,109.0,75.0,15.1
2020-02-01 16:00:00,37.91,47.91,0.93,25.48,96.0,67.0,11.09
2020-02-01 17:00:00,39.71,38.77,0.98,26.51,96.0,67.75,12.32
2020-02-01 18:00:00,42.39,26.49,1.12,27.81,110.5,77.75,11.56
2020-02-01 19:00:00,41.76,19.06,1.18,27.06,111.25,73.5,7.58
2020-02-01 20:00:00,59.57,7.31,1.81,35.83,119.5,75.25,7.11
2020-02-01 21:00:00,73.84,3.31,2.33,43.91,164.75,102.75,9.41
2020-02-01 22:00:00,82.25,3.1,2.45,49.65,179.25,116.0,10.5
2020-02-01 23:00:00,75.24,3.12,2.24,47.27,178.25,121.5,11.21
2020-02-02 00:00:00,72.22,3.13,2.38,45.32,181.5,129.25,9.5
2020-02-02 01:00:00,83.14,2.92,2.3,48.47,189.75,125.75,8.45
2020-02-02 02:00:00,75.11,3.08,1.88,45.29,200.25,130.25,8.05
2020-02-02 03:00:00,59.44,3.16,1.41,39.7,163.75,109.25,5.73
2020-02-02 04:00:00,44.93,4.07,1.01,33.44,138.25,98.0,5.72
2020-02-02 05:00:00,43.38,3.49,0.97,29.42,125.5,97.0,5.3
2020-02-02 06:00:00,46.1,3.29,1.08,29.89,130.25,99.0,5.4
2020-02-02 07:00:00,44.67,2.99,1.15,30.26,137.0,101.0,4.91
2020-02-02 08:00:00,50.34,3.01,1.32,31.12,141.25,103.75,6.43
2020-02-02 09:00:00,60.28,4.41,1.51,38.01,157.5,119.75,12.18
2020-02-02 10:00:00,47.79,13.41,1.31,32.39,200.75,159.75,14.4
2020-02-02 11:00:00,41.73,33.2,1.09,29.09,163.0,127.25,17.55
2020-02-02 12:00:00,40.82,41.35,1.08,28.31,147.0,106.25,18.86
2020-02-02 13:00:00,37.01,45.69,1.09,25.38,139.75,101.25,18.04
2020-02-02 14:00:00,37.29,52.16,1.07,25.82,146.75,107.5,22.48
2020-02-02 15:00:00,37.81,52.71,0.98,26.58,124.5,92.25,19.49
2020-02-02 16:00:00,38.48,44.06,0.98,25.66,116.0,86.25,13.94
2020-02-02 17:00:00,40.19,40.44,0.93,26.35,99.0,70.25,14.74
2020-02-02 18:00:00,43.25,32.65,1.0,28.0,87.25,60.0,11.99
2020-02-02 19:00:00,51.15,8.1,1.46,31.01,106.75,71.75,9.85
2020-02-02 20:00:00,64.99,3.24,2.18,38.94,154.5,108.5,10.65
2020-02-02 21:00:00,82.34,3.31,3.02,47.81,201.0,147.25,11.79
2020-02-02 22:00:00,90.57,3.29,3.22,54.13,250.25,188.5,9.42
2020-02-02 23:00:00,90.57,3.28,3.17,55.67,258.0,193.0,9.5
2020-02-03 00:00:00,78.66,3.05,2.59,53.04,251.5,187.25,7.16
2020-02-03 01:00:00,74.8,3.25,2.25,48.23,217.5,159.75,7.2
2020-02-03 02:00:00,95.11,3.13,2.64,55.55,237.5,171.75,9.09
2020-02-03 03:00:00,95.61,3.01,2.42,55.71,229.25,168.0,8.38
2020-02-03 04:00:00,100.48,2.96,2.32,58.27,224.75,163.0,9.38
2020-02-03 05:00:00,100.28,3.16,2.2,59.33,215.5,154.0,9.64
2020-02-03 06:00:00,63.82,2.87,1.54,47.98,190.5,143.25,6.46
2020-02-03 07:00:00,53.99,2.96,1.41,41.68,177.0,141.75,5.49
2020-02-03 08:00:00,52.56,3.0,1.48,36.62,173.5,140.0,7.04
2020-02-03 09:00:00,57.67,3.34,1.69,38.45,187.75,149.0,9.1
2020-02-03 10:00:00,55.84,7.75,1.66,35.87,225.75,169.0,13.39
2020-02-03 11:00:00,44.91,29.23,1.28,32.16,183.25,129.5,16.89
2020-02-03 12:00:00,45.3,41.96,1.23,29.99,135.5,90.25,20.0
2020-02-03 13:00:00,37.61,54.69,1.02,26.01,112.75,71.25,18.16
2020-02-03 14:00:00,36.97,56.48,0.96,25.39,95.0,58.75,17.72
2020-02-03 15:00:00,37.76,57.05,0.92,24.95,81.0,51.25,16.77
2020-02-03 16:00:00,36.42,56.0,0.93,24.2,82.5,52.5,14.58
2020-02-03 17:00:00,40.9,48.89,1.01,27.07,89.5,56.0,16.65
2020-02-03 18:00:00,40.79,34.0,1.12,26.02,103.0,61.25,16.4
2020-02-03 19:00:00,49.01,7.81,1.73,29.95,140.75,80.25,12.21
2020-02-03 20:00:00,93.95,3.58,3.52,53.44,196.5,118.25,15.71
2020-02-03 21:00:00,191.54,3.37,7.12,108.49,286.0,171.5,26.61
2020-02-03 22:00:00,214.89,3.47,7.65,122.39,350.0,205.25,20.5
2020-02-03 23:00:00,176.73,3.25,6.27,105.85,336.25,199.25,17.53
2020-02-04 00:00:00,209.63,3.34,7.14,120.52,357.75,230.0,20.56
2020-02-04 01:00:00,210.22,3.23,6.9,119.97,370.0,241.75,20.74
2020-02-04 02:00:00,239.46,3.02,7.02,136.23,392.75,261.0,25.81
2020-02-04 03:00:00,195.31,3.08,5.43,117.84,368.0,251.0,20.83
2020-02-04 04:00:00,155.15,3.27,4.45,100.69,320.0,221.75,15.75
2020-02-04 05:00:00,138.38,3.1,3.94,88.92,289.0,204.5,15.75
2020-02-04 06:00:00,182.36,3.03,4.5,104.09,276.0,200.5,21.01
2020-02-04 07:00:00,203.88,3.31,4.91,116.59,273.25,208.25,19.27
2020-02-04 08:00:00,222.55,3.27,5.6,127.99,298.25,220.25,22.86
2020-02-04 09:00:00,190.61,3.48,4.92,118.21,380.25,242.0,21.67
2020-02-04 10:00:00,126.18,3.41,3.88,91.53,443.5,291.75,22.13
2020-02-04 11:00:00,63.48,7.29,2.08,51.25,314.5,230.25,32.16
2020-02-04 12:00:00,60.06,17.82,1.74,40.44,227.0,164.0,41.28
2020-02-04 13:00:00,53.3,33.44,1.4,36.24,179.0,126.75,35.36
2020-02-04 14:00:00,51.55,48.77,1.43,33.95,156.25,110.0,40.86
2020-02-04 15:00:00,42.11,59.27,1.19,28.32,154.0,109.25,37.51
2020-02-04 16:00:00,49.04,58.59,1.28,31.3,142.0,100.75,32.07
2020-02-04 17:00:00,62.14,40.15,1.6,38.41,145.25,99.75,33.33
2020-02-04 18:00:00,71.81,16.04,2.39,42.13,167.5,111.0,28.13
2020-02-04 19:00:00,94.07,3.18,3.64,53.84,228.25,140.25,22.31
2020-02-04 20:00:00,105.06,3.18,4.48,59.76,290.5,179.75,19.44
2020-02-04 21:00:00,147.82,3.27,7.28,83.73,334.5,219.5,22.51
2020-02-04 22:00:00,121.68,2.9,5.35,75.89,445.0,301.75,18.27
2020-02-04 23:00:00,60.4,3.93,2.04,46.59,333.5,243.0,17.57
2020-02-05 00:00:00,70.35,3.15,1.95,45.94,251.5,189.5,13.66
2020-02-05 01:00:00,66.41,2.93,1.83,42.35,251.75,189.25,12.68
2020-02-05 02:00:00,76.45,3.04,1.82,45.7,267.75,206.25,12.08
2020-02-05 03:00:00,81.93,2.9,1.85,48.23,262.0,193.75,11.84
2020-02-05 04:00:00,78.55,2.99,1.73,46.52,234.75,182.75,8.16
2020-02-05 05:00:00,77.31,2.9,1.87,46.61,235.75,191.0,10.68
2020-02-05 06:00:00,86.3,2.84,1.99,50.5,209.0,167.25,10.37
2020-02-05 07:00:00,93.33,3.04,2.33,55.05,190.75,145.75,6.46
2020-02-05 08:00:00,91.81,3.0,2.49,55.8,219.25,169.25,6.53
2020-02-05 09:00:00,82.01,3.33,2.6,53.61,313.0,242.75,11.24
2020-02-05 10:00:00,62.87,4.88,2.09,44.75,394.25,297.0,33.92
2020-02-05 11:00:00,51.04,19.02,1.5,36.2,287.5,209.0,61.97
2020-02-05 12:00:00,42.36,37.16,1.13,29.76,175.25,119.25,50.99
2020-02-05 13:00:00,40.5,45.08,0.99,27.59,134.75,81.5,25.05
2020-02-05 14:00:00,38.48,47.69,0.94,25.98,106.75,66.25,24.01
2020-02-05 15:00:00,39.9,43.2,0.96,26.45,91.5,59.0,23.3
2020-02-05 16:00:00,40.5,41.91,0.99,27.25,91.75,58.75,19.96
2020-02-05 17:00:00,43.83,,1.08,29.25,102.5,65.25,19.46
2020-02-05 18:00:00,40.89,,1.17,27.17,106.25,68.25,16.78
2020-02-05 19:00:00,43.93,,1.35,27.56,116.0,72.5,12.86
2020-02-05 20:00:00,48.26,,1.68,29.94,133.25,84.75,14.23
2020-02-05 21:00:00,53.69,,1.95,32.75,171.0,113.75,14.65
2020-02-05 22:00:00,55.89,,1.69,35.48,186.25,120.25,10.38
2020-02-05 23:00:00,57.03,,1.72,35.45,156.5,107.75,11.01
2020-02-06 00:00:00,62.34,,1.81,37.5,157.75,108.25,9.17
2020-02-06 01:00:00,63.53,,1.76,39.25,151.5,109.25,8.45
2020-02-06 02:00:00,60.36,,1.59,37.98,139.25,105.5,8.08
2020-02-06 03:00:00,63.1,,1.48,39.27,146.0,113.0,7.08
2020-02-06 04:00:00,47.14,,1.07,34.36,143.0,114.75,5.62
2020-02-06 05:00:00,48.79,,1.09,32.7,136.25,115.0,6.15
2020-02-06 06:00:00,71.68,,1.48,42.05,141.25,113.5,7.35
2020-02-06 07:00:00,57.72,,1.46,37.48,163.0,127.5,10.36
2020-02-06 08:00:00,53.5,,1.51,36.28,192.25,153.25,13.86
2020-02-06 09:00:00,44.02,,1.42,30.31,219.5,179.75,17.02
2020-02-06 10:00:00,43.05,,1.37,29.3,194.0,159.25,15.5
2020-02-06 11:00:00,37.76,,1.17,26.26,147.25,116.0,18.44
2020-02-06 12:00:00,36.16,,1.07,24.87,107.5,82.0,18.96
2020-02-06 13:00:00,37.11,,1.07,24.7,75.0,53.25,14.52
2020-02-06 14:00:00,38.99,,1.1,26.51,75.0,51.5,15.95
2020-02-06 15:00:00,36.86,,1.07,25.09,87.75,64.25,18.95
2020-02-06 16:00:00,38.37,,1.12,25.55,108.0,76.25,17.74
2020-02-06 17:00:00,37.58,,1.07,24.73,101.25,70.5,17.21
2020-02-06 18:00:00,50.73,,1.5,30.84,96.75,66.75,17.11
2020-02-06 19:00:00,60.8,,1.99,35.99,126.25,88.0,16.33
2020-02-06 20:00:00,75.55,,2.64,44.27,172.5,130.25,16.59
2020-02-06 21:00:00,83.91,,2.79,49.02,180.25,134.25,15.25
2020-02-06 22:00:00,92.73,,3.58,53.48,218.0,159.0,12.62
2020-02-06 23:00:00,112.41,,4.26,64.84,278.5,208.0,14.42
2020-02-07 00:00:00,86.66,,3.28,54.44,317.5,234.5,11.63
2020-02-07 01:00:00,105.57,,3.11,61.05,265.75,198.5,11.0
2020-02-07 02:00:00,117.1,,2.96,67.14,262.5,192.0,14.25
2020-02-07 03:00:00,101.15,,2.69,60.88,237.75,185.5,13.46
2020-02-07 04:00:00,104.87,,2.83,61.98,224.25,174.5,12.6
2020-02-07 05:00:00,106.69,,2.44,63.13,236.0,184.25,11.74
2020-02-07 06:00:00,133.66,,2.9,76.22,265.25,204.25,11.6
2020-02-07 07:00:00,155.57,,3.49,89.02,274.75,209.5,15.4
2020-02-07 08:00:00,165.69,,3.96,98.76,283.75,217.0,17.38
2020-02-07 09:00:00,117.8,,2.92,82.59,307.5,232.75,16.3
2020-02-07 10:00:00,69.74,,2.01,56.97,279.0,198.25,58.25
2020-02-07 11:00:00,55.19,,1.75,42.28,226.5,170.25,62.18
2020-02-07 12:00:00,45.9,,1.5,32.06,202.0,155.75,33.25
2020-02-07 13:00:00,40.84,,1.27,26.88,168.5,129.0,30.47
2020-02-07 14:00:00,39.5,,1.21,26.79,158.0,118.75,31.86
2020-02-07 15:00:00,40.33,,1.16,27.54,136.0,98.0,27.65
2020-02-07 16:00:00,37.04,,1.05,24.66,120.5,86.75,24.85
2020-02-07 17:00:00,40.19,,1.13,26.5,115.5,86.0,25.87
2020-02-07 18:00:00,42.13,,1.18,27.05,116.25,82.25,19.15
2020-02-07 19:00:00,45.08,,1.38,28.89,111.25,72.75,13.78
2020-02-07 20:00:00,50.07,,1.77,31.19,143.0,97.0,13.14
2020-02-07 21:00:00,53.2,,2.15,33.72,188.5,127.25,11.21
2020-02-07 22:00:00,59.53,,2.33,36.45,210.25,144.25,11.29
2020-02-07 23:00:00,53.73,,2.13,34.29,222.5,156.25,10.29
2020-02-08 00:00:00,70.25,,2.36,41.05,206.0,150.25,10.53
2020-02-08 01:00:00,79.17,,2.39,45.93,204.5,152.25,11.5
2020-02-08 02:00:00,68.16,,2.19,43.12,210.5,159.5,13.2
2020-02-08 03:00:00,55.13,,1.68,38.22,260.5,202.25,12.68
2020-02-08 04:00:00,48.7,,1.44,33.98,240.5,191.5,9.57
2020-02-08 05:00:00,44.5,,1.31,30.11,231.5,190.25,11.0
2020-02-08 06:00:00,44.39,,1.28,29.35,213.75,177.5,10.47
2020-02-08 07:00:00,50.38,,1.45,31.38,203.5,167.75,8.68
2020-02-08 08:00:00,56.28,,1.57,36.03,205.5,167.75,9.34
2020-02-08 09:00:00,48.07,,1.46,33.05,207.5,171.0,12.26
2020-02-08 10:00:00,45.18,,1.42,31.1,211.5,170.0,20.1
2020-02-08 11:00:00,43.97,,1.42,30.83,223.75,177.0,30.61
2020-02-08 12:00:00,39.75,,1.29,27.45,195.75,153.0,34.53
2020-02-08 13:00:00,38.06,,1.22,25.89,200.0,153.0,35.1
2020-02-08 14:00:00,33.83,,1.03,23.26,171.5,128.75,32.94
2020-02-08 15:00:00,36.95,,0.98,25.09,118.75,80.5,21.75
2020-02-08 16:00:00,38.14,,0.99,25.59,99.25,67.5,18.3
2020-02-08 17:00:00,39.03,,0.99,26.35,92.5,64.5,20.41
2020-02-08 18:00:00,42.32,,1.08,27.27,111.0,82.25,19.09
2020-02-08 19:00:00,46.26,,1.35,28.75,142.75,114.25,16.2
2020-02-08 20:00:00,49.4,,1.68,31.09,162.75,123.0,16.44
2020-02-08 21:00:00,49.66,,1.8,31.23,180.75,138.0,18.38
2020-02-08 22:00:00,52.28,,2.09,32.7,200.0,153.75,14.24
2020-02-08 23:00:00,58.97,,2.09,36.15,190.75,141.0,13.07
2020-02-09 00:00:00,72.07,,2.24,43.26,180.5,130.5,11.08
2020-02-09 01:00:00,55.08,,1.45,36.21,161.75,115.25,6.71
2020-02-09 02:00:00,50.84,,1.28,33.12,123.75,92.0,10.14
2020-02-09 03:00:00,52.06,,1.28,32.53,129.75,98.75,8.88
2020-02-09 04:00:00,68.04,,1.6,39.66,152.75,116.75,9.53
2020-02-09 05:00:00,57.65,,1.7,35.73,194.25,148.25,9.0
2020-02-09 06:00:00,55.59,,1.69,35.08,209.75,162.0,10.24
2020-02-09 07:00:00,50.56,,1.67,34.31,236.0,183.75,10.19
2020-02-09 08:00:00,44.67,,1.56,31.71,,,10.29
2020-02-09 09:00:00,45.61,,1.6,30.98,,,13.2
2020-02-09 10:00:00,46.99,,1.61,31.99,,,28.08
2020-02-09 11:00:00,46.76,,1.53,31.09,,,43.68
2020-02-09 12:00:00,44.25,,1.33,30.29,,,57.36
2020-02-09 13:00:00,42.06,,1.23,28.13,,,33.38
2020-02-09 14:00:00,41.0,,1.19,27.71,,,31.82
2020-02-09 15:00:00,42.48,,1.22,27.79,,,28.17
2020-02-09 16:00:00,40.61,,1.1,27.38,,,22.34
2020-02-09 17:00:00,44.14,,1.15,28.54,,,25.14
2020-02-09 18:00:00,57.62,,1.44,34.62,,,27.4
2020-02-09 19:00:00,76.77,,2.25,44.82,,,20.31
2020-02-09 20:00:00,73.81,,2.57,43.19,,,21.69
2020-02-09 21:00:00,59.66,,2.17,37.95,,,25.78
2020-02-09 22:00:00,73.57,,2.78,43.74,,,22.45
2020-02-09 23:00:00,102.03,,3.67,58.11,,,22.41
2020-02-10 00:00:00,122.08,,4.06,69.31,,,19.49
2020-02-10 01:00:00,131.88,,3.87,75.44,,,14.0
2020-02-10 02:00:00,122.02,,3.32,71.09,,,13.68
2020-02-10 03:00:00,106.83,,2.69,64.22,,,11.35
2020-02-10 04:00:00,125.8,,3.05,74.31,,,11.97
2020-02-10 05:00:00,85.99,,2.38,57.72,,,9.02
2020-02-10 06:00:00,71.59,,2.11,50.34,,,7.01
2020-02-10 07:00:00,72.7,,2.07,48.01,,,9.71
2020-02-10 08:00:00,74.34,,2.3,47.26,,,13.32
2020-02-10 09:00:00,68.52,,2.35,45.33,,,14.72
2020-02-10 10:00:00,57.99,,1.88,40.46,,,20.0
2020-02-10 11:00:00,47.78,,1.67,33.26,,,35.93
2020-02-10 12:00:00,44.89,,1.41,30.54,53.5,38.25,31.18
2020-02-10 13:00:00,40.46,,1.27,27.41,119.25,84.0,22.51
2020-02-10 14:00:00,40.76,,1.26,27.35,129.75,91.5,24.77
2020-02-10 15:00:00,38.89,,1.23,26.06,148.0,103.0,27.75
2020-02-10 16:00:00,39.44,,1.15,26.19,112.5,77.75,18.34
2020-02-10 17:00:00,38.71,,1.14,25.89,91.0,62.25,17.79
2020-02-10 18:00:00,43.94,,1.41,27.29,116.0,79.5,20.23
2020-02-10 19:00:00,48.72,4.25,1.68,29.95,148.75,93.75,15.48
2020-02-10 20:00:00,70.0,3.23,2.96,40.26,153.5,92.5,15.46
2020-02-10 21:00:00,129.76,3.15,5.62,73.5,231.75,132.75,23.12
2020-02-10 22:00:00,142.82,3.21,6.38,81.21,298.75,169.5,18.17
2020-02-10 23:00:00,166.41,3.12,7.02,94.84,341.25,200.75,22.09
2020-02-11 00:00:00,161.46,3.0,6.45,94.69,342.25,206.25,20.38
2020-02-11 01:00:00,203.84,3.03,6.48,116.37,320.75,194.0,20.79
2020-02-11 02:00:00,171.78,2.92,5.55,103.2,295.0,184.75,18.22
2020-02-11 03:00:00,171.83,2.98,5.36,101.37,276.0,179.25,18.46
2020-02-11 04:00:00,153.47,2.83,4.59,95.09,276.5,180.0,15.93
2020-02-11 05:00:00,170.37,2.92,4.51,98.44,267.5,175.0,17.17
2020-02-11 06:00:00,184.75,2.93,4.79,106.59,253.5,163.0,18.83
2020-02-11 07:00:00,173.48,3.02,4.64,104.3,248.5,157.5,17.13
2020-02-11 08:00:00,131.66,3.02,4.16,87.0,223.75,150.0,14.86
2020-02-11 09:00:00,124.96,3.16,3.96,80.12,235.0,160.5,15.04
2020-02-11 10:00:00,87.39,3.65,2.93,61.95,282.0,191.25,17.38
2020-02-11 11:00:00,52.65,17.98,1.9,41.83,267.0,181.0,32.82
2020-02-11 12:00:00,39.72,45.73,1.46,28.3,200.25,139.5,25.88
2020-02-11 13:00:00,33.5,57.84,1.29,23.36,,,26.32
2020-02-11 14:00:00,36.8,58.13,1.31,24.52,,,26.84
2020-02-11 15:00:00,38.66,52.89,1.26,25.66,50.0,33.0,24.73
2020-02-11 16:00:00,37.24,54.36,1.27,24.45,119.0,88.25,27.84
2020-02-11 17:00:00,38.86,48.12,1.26,25.34,121.25,90.0,23.75
2020-02-11 18:00:00,44.43,28.09,1.55,27.36,117.0,79.75,21.56
2020-02-11 19:00:00,56.56,7.12,2.28,33.06,140.25,88.75,17.95
2020-02-11 20:00:00,79.26,3.04,3.44,45.09,179.5,111.75,18.6
2020-02-11 21:00:00,76.81,3.11,3.66,45.73,230.25,155.75,17.13
2020-02-11 22:00:00,96.82,3.14,4.02,55.73,276.25,196.0,14.36
2020-02-11 23:00:00,75.97,3.08,3.09,48.46,299.75,212.75,13.1
2020-02-12 00:00:00,79.43,3.1,3.01,47.46,284.25,212.5,11.69
2020-02-12 01:00:00,103.4,3.0,3.48,58.9,268.5,202.75,13.56
2020-02-12 02:00:00,108.12,2.99,3.35,62.89,266.25,201.0,13.59
2020-02-12 03:00:00,82.84,2.86,2.58,54.34,236.5,186.75,11.98
2020-02-12 04:00:00,79.71,3.01,2.23,50.44,206.75,164.5,8.01
2020-02-12 05:00:00,57.49,2.93,1.9,42.64,227.5,181.75,8.97
2020-02-12 06:00:00,56.12,2.96,1.8,38.87,274.5,225.5,9.11
2020-02-12 07:00:00,72.55,3.03,2.17,47.52,259.25,213.5,9.85
2020-02-12 08:00:00,61.12,3.24,2.07,39.91,260.0,210.0,9.65
2020-02-12 09:00:00,66.48,3.43,2.22,41.3,272.0,216.75,13.77
2020-02-12 10:00:00,52.7,8.85,2.05,36.02,286.5,229.5,21.22
2020-02-12 11:00:00,45.48,30.14,1.79,31.56,268.0,204.5,37.8
2020-02-12 12:00:00,41.5,47.66,1.52,28.18,242.5,179.0,33.27
2020-02-12 13:00:00,38.44,52.17,1.36,26.21,188.75,128.75,23.88
2020-02-12 14:00:00,38.16,50.96,1.27,26.27,161.5,106.0,22.22
2020-02-12 15:00:00,40.46,46.53,1.32,26.97,141.75,89.25,19.21
2020-02-12 16:00:00,40.28,47.92,1.3,26.8,135.25,91.0,17.25
2020-02-12 17:00:00,42.87,45.95,1.35,28.75,132.0,89.0,28.91
2020-02-12 18:00:00,45.43,33.39,1.55,28.9,135.75,94.25,35.8
2020-02-12 19:00:00,47.89,19.61,1.74,30.48,155.5,111.25,29.74
2020-02-12 20:00:00,49.2,11.21,1.8,30.66,165.75,116.5,31.76
2020-02-12 21:00:00,48.03,16.57,1.73,31.3,173.5,123.0,34.82
2020-02-12 22:00:00,49.28,12.35,1.69,31.58,159.25,117.25,34.56
2020-02-12 23:00:00,48.53,7.66,1.67,31.08,159.25,113.75,29.9
2020-02-13 00:00:00,46.75,15.15,1.44,30.75,138.25,98.5,24.45
2020-02-13 01:00:00,41.18,18.98,1.23,28.26,121.25,87.5,18.97
2020-02-13 02:00:00,44.86,13.58,1.23,29.59,118.5,88.25,17.56
2020-02-13 03:00:00,46.14,21.57,1.16,30.07,111.25,82.0,20.54
2020-02-13 04:00:00,43.25,18.72,1.15,29.29,109.0,82.75,18.33
2020-02-13 05:00:00,43.86,16.33,1.13,28.87,115.0,88.25,19.39
2020-02-13 06:00:00,43.25,11.54,1.12,28.99,111.0,85.5,19.02
2020-02-13 07:00:00,42.84,8.55,1.14,28.5,103.5,80.5,14.95
2020-02-13 08:00:00,45.2,5.64,1.28,29.69,104.25,77.5,17.91
2020-02-13 09:00:00,43.36,9.91,1.38,28.9,146.0,104.0,29.38
2020-02-13 10:00:00,43.06,16.6,1.42,28.7,170.75,123.25,37.36
2020-02-13 11:00:00,42.93,27.69,1.42,28.81,175.5,125.0,40.49
2020-02-13 12:00:00,42.02,38.96,1.3,27.84,161.25,107.25,33.02
2020-02-13 13:00:00,40.62,45.45,1.23,27.28,126.5,77.75,26.81
2020-02-13 14:00:00,41.0,47.99,1.21,26.93,112.75,66.0,27.41
2020-02-13 15:00:00,40.88,51.57,1.23,27.44,113.75,67.25,40.73
2020-02-13 16:00:00,41.77,51.69,1.16,27.75,115.5,68.0,42.35
2020-02-13 17:00:00,46.5,41.96,1.26,30.43,107.75,60.25,41.14
2020-02-13 18:00:00,49.46,33.6,1.36,32.2,103.5,49.0,27.68
2020-02-13 19:00:00,53.95,13.22,1.59,33.61,117.75,53.75,27.47
