Datetime,NOx (ppb),Ozone (ug/m3),CO (mg/m3),NH3 (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3)
2019-10-31 01:00:00,48.47,6.47,1.61,26.96,298.75,249.25,7.15
2019-10-31 02:00:00,49.84,6.68,1.51,27.23,301.0,257.0,7.93
2019-10-31 03:00:00,52.31,6.61,1.36,27.25,308.75,256.75,7.27
2019-10-31 04:00:00,51.04,6.96,1.18,26.74,288.0,231.25,5.21
2019-10-31 05:00:00,51.43,7.07,1.02,27.38,276.5,216.5,5.44
2019-10-31 06:00:00,51.76,7.12,1.01,27.38,264.75,206.0,5.93
2019-10-31 07:00:00,50.45,7.12,0.92,26.65,268.25,204.25,5.48
2019-10-31 08:00:00,56.78,7.58,1.04,29.12,263.5,204.75,4.54
2019-10-31 09:00:00,53.11,7.76,1.43,28.57,300.25,219.25,7.03
2019-10-31 10:00:00,51.86,8.74,1.33,28.45,360.5,241.0,10.03
2019-10-31 11:00:00,47.8,14.19,0.62,27.34,339.0,237.5,14.11
2019-10-31 12:00:00,,29.38,0.61,,249.5,176.0,16.27
2019-10-31 13:00:00,,48.35,0.66,,269.0,193.0,12.2
2019-10-31 14:00:00,,89.2,0.83,,530.0,432.5,18.89
2019-10-31 15:00:00,,100.02,0.77,,549.25,456.5,18.56
2019-10-31 16:00:00,,75.14,0.83,,582.75,496.0,13.71
2019-10-31 17:00:00,,39.05,0.92,,597.5,503.0,10.77
2019-10-31 18:00:00,,9.39,1.15,,578.5,479.25,8.49
2019-10-31 19:00:00,,6.64,1.36,,543.25,444.75,7.44
2019-10-31 20:00:00,,6.53,1.73,,528.75,429.75,7.55
2019-10-31 21:00:00,,6.67,2.41,,522.0,424.75,8.69
2019-10-31 22:00:00,,6.57,2.69,,510.25,413.5,9.16
2019-10-31 23:00:00,,6.4,2.16,,493.5,391.25,8.45
2019-11-01 00:00:00,,6.64,1.88,,415.75,342.5,8.27
2019-11-01 01:00:00,,6.45,1.85,,411.25,337.5,7.3
2019-11-01 02:00:00,,6.75,1.71,,436.5,357.25,7.17
2019-11-01 03:00:00,,7.21,1.43,,493.5,412.75,5.56
2019-11-01 04:00:00,,7.01,1.22,,540.25,448.75,4.08
2019-11-01 05:00:00,,7.0,1.05,,536.5,448.5,4.79
2019-11-01 06:00:00,,6.73,1.21,,514.75,439.75,5.08
2019-11-01 07:00:00,,6.81,1.33,,507.5,426.75,4.79
2019-11-01 08:00:00,,7.48,1.52,,525.25,430.25,7.54
2019-11-01 09:00:00,,8.63,1.37,,597.5,464.0,7.09
2019-11-01 10:00:00,,8.18,1.2,,628.0,483.5,7.29
2019-11-01 11:00:00,,9.66,1.11,,595.5,468.75,10.74
2019-11-01 12:00:00,,27.04,0.87,,534.75,432.0,12.6
2019-11-01 13:00:00,,80.7,0.76,,509.25,419.75,10.46
2019-11-01 14:00:00,,149.35,0.85,,,,10.86
2019-11-01 15:00:00,,164.85,0.85,,267.0,201.0,6.24
2019-11-01 16:00:00,,120.62,0.84,,531.5,419.5,4.98
2019-11-01 17:00:00,,56.58,0.8,,484.25,386.0,5.08
2019-11-01 18:00:00,,12.81,0.87,,444.5,347.75,9.78
2019-11-01 19:00:00,,6.49,1.04,,430.5,326.75,8.41
2019-11-01 20:00:00,,7.03,1.12,,456.0,357.25,8.54
2019-11-01 21:00:00,,6.27,0.84,,433.75,326.0,9.68
2019-11-01 22:00:00,,5.8,0.96,,363.75,254.5,7.0
2019-11-01 23:00:00,,5.74,0.91,,338.25,235.0,6.93
2019-11-02 00:00:00,,6.36,0.68,,307.25,219.25,6.11
2019-11-02 01:00:00,,5.85,0.78,,294.0,210.0,4.89
2019-11-02 02:00:00,,,,,,,
2019-11-02 03:00:00,,,,,,,
2019-11-02 04:00:00,,,,,,,
2019-11-02 05:00:00,,,,,,,
2019-11-02 06:00:00,,,,,,,
2019-11-02 07:00:00,,,,,,,
2019-11-02 08:00:00,,,,,,,
2019-11-02 09:00:00,,6.41,0.57,,218.0,158.0,4.26
2019-11-02 10:00:00,,7.34,0.74,,293.75,211.5,3.42
2019-11-02 11:00:00,,13.09,0.86,,477.5,363.25,5.68
2019-11-02 12:00:00,,39.96,0.91,,570.25,444.25,4.89
2019-11-02 13:00:00,,91.22,0.87,,596.75,465.75,5.79
2019-11-02 14:00:00,,123.8,0.67,,582.75,456.5,6.88
2019-11-02 15:00:00,,99.13,0.55,,474.5,370.75,6.75
2019-11-02 16:00:00,,68.72,0.64,,385.0,305.5,4.13
2019-11-02 17:00:00,,36.97,0.74,,487.75,398.0,4.08
2019-11-02 18:00:00,,37.39,0.79,,592.25,494.25,4.53
2019-11-02 19:00:00,,45.52,0.73,,656.75,562.5,6.99
2019-11-02 20:00:00,,11.17,0.82,,558.0,492.25,6.53
2019-11-02 21:00:00,,6.88,0.86,,520.25,466.75,6.15
2019-11-02 22:00:00,,6.84,1.21,,533.75,467.25,4.74
2019-11-02 23:00:00,,5.96,1.13,,551.5,478.25,3.9
2019-11-03 00:00:00,,6.29,1.02,,553.0,489.25,3.23
2019-11-03 01:00:00,,6.33,1.04,,572.5,512.0,2.52
2019-11-03 02:00:00,,5.91,1.09,,641.75,571.0,3.35
2019-11-03 03:00:00,,6.15,1.02,,691.25,609.25,3.2
2019-11-03 04:00:00,,6.24,0.99,,736.0,654.5,2.66
2019-11-03 05:00:00,,6.82,0.91,,804.5,724.5,3.14
2019-11-03 06:00:00,,8.08,1.0,,884.0,797.75,5.22
2019-11-03 07:00:00,,7.83,1.02,,961.0,860.0,3.06
2019-11-03 08:00:00,,6.58,1.03,,901.5,811.75,2.89
2019-11-03 09:00:00,,17.76,1.2,,883.5,823.5,2.85
2019-11-03 10:00:00,,21.47,1.4,,,,4.23
2019-11-03 11:00:00,,27.56,1.27,,,,3.18
2019-11-03 12:00:00,,33.12,1.24,,,,3.18
2019-11-03 13:00:00,,54.73,1.19,,,,3.26
2019-11-03 14:00:00,,95.97,0.86,,941.5,937.0,3.93
2019-11-03 15:00:00,,97.41,0.69,,721.75,672.75,4.91
2019-11-03 16:00:00,,90.85,0.58,,559.75,517.5,3.45
2019-11-03 17:00:00,,44.8,0.46,,382.0,351.25,3.82
2019-11-03 18:00:00,,6.69,0.51,,252.5,226.5,3.03
2019-11-03 19:00:00,,5.69,0.59,,265.0,234.75,2.54
2019-11-03 20:00:00,,6.25,0.61,,297.75,264.25,2.94
2019-11-03 21:00:00,,6.2,0.64,,273.25,243.25,2.83
2019-11-03 22:00:00,,5.46,0.63,,214.25,187.5,1.92
2019-11-03 23:00:00,,5.79,0.59,,172.0,151.75,1.73
2019-11-04 00:00:00,,5.91,0.74,,153.0,136.5,2.45
2019-11-04 01:00:00,,5.69,0.58,,185.75,165.5,3.14
2019-11-04 02:00:00,,6.38,0.6,,255.25,230.0,4.8
2019-11-04 03:00:00,,6.62,0.59,,358.5,329.5,5.15
2019-11-04 04:00:00,,7.32,0.67,,434.75,400.25,1.55
2019-11-04 05:00:00,,8.57,0.8,,609.0,563.25,1.28
2019-11-04 06:00:00,,7.91,0.83,,742.75,684.0,1.21
2019-11-04 07:00:00,,7.49,0.81,,735.25,672.25,2.73
2019-11-04 08:00:00,,7.03,0.81,,698.0,634.25,5.06
2019-11-04 09:00:00,,7.94,0.8,,648.75,588.25,3.78
2019-11-04 10:00:00,,24.17,0.66,,550.0,493.75,4.14
2019-11-04 11:00:00,,62.39,0.52,,400.25,353.0,6.48
2019-11-04 12:00:00,,124.79,0.41,,291.0,250.5,7.37
2019-11-04 13:00:00,,151.88,0.35,,264.5,228.25,6.47
2019-11-04 14:00:00,,156.6,0.29,,208.0,174.75,6.53
2019-11-04 15:00:00,,153.67,0.25,,161.5,132.75,6.59
2019-11-04 16:00:00,,141.44,0.25,,128.25,101.25,8.2
2019-11-04 17:00:00,,121.53,0.26,,117.0,90.0,8.98
2019-11-04 18:00:00,,62.97,0.34,,114.5,85.75,8.66
2019-11-04 19:00:00,,6.79,0.63,,130.25,95.25,7.51
2019-11-04 20:00:00,,6.08,0.75,,162.5,117.5,7.28
2019-11-04 21:00:00,,6.02,0.74,,151.25,112.5,8.05
2019-11-04 22:00:00,,6.26,0.65,,173.75,134.5,6.36
2019-11-04 23:00:00,,14.34,0.5,,205.75,170.75,8.2
2019-11-05 00:00:00,,24.13,0.52,,281.75,251.5,7.58
2019-11-05 01:00:00,,20.49,0.58,,449.75,420.25,7.94
2019-11-05 02:00:00,,14.48,0.58,,503.75,473.75,7.75
2019-11-05 03:00:00,,14.07,0.56,,508.25,480.5,7.17
2019-11-05 04:00:00,,12.53,0.53,,477.75,453.25,5.81
2019-11-05 05:00:00,,11.89,0.51,,461.5,436.5,5.67
2019-11-05 06:00:00,,10.92,0.49,,413.75,392.0,5.69
2019-11-05 07:00:00,,7.56,0.48,,371.5,347.0,6.97
2019-11-05 08:00:00,,7.79,0.5,,351.25,323.75,6.95
2019-11-05 09:00:00,,33.75,0.47,,333.0,294.75,9.09
2019-11-05 10:00:00,,92.06,0.42,,289.5,245.25,10.16
2019-11-05 11:00:00,,175.3,0.35,,233.75,196.0,12.23
2019-11-05 12:00:00,,166.87,0.33,,199.5,163.25,15.48
2019-11-05 13:00:00,,188.14,0.24,,155.0,123.25,12.17
2019-11-05 14:00:00,,173.16,0.22,,87.5,64.0,10.33
2019-11-05 15:00:00,,186.51,0.2,,92.25,68.25,9.18
2019-11-05 16:00:00,64.47,172.02,0.22,33.46,84.0,58.5,8.31
2019-11-05 17:00:00,58.52,137.17,0.25,29.71,85.75,60.5,9.46
2019-11-05 18:00:00,57.26,46.51,0.38,29.12,87.25,60.5,7.0
2019-11-05 19:00:00,68.63,6.27,0.68,32.61,106.25,70.0,6.93
2019-11-05 20:00:00,70.33,5.83,0.75,33.24,111.5,72.5,8.54
2019-11-05 21:00:00,73.11,6.12,0.82,34.93,114.0,78.75,8.88
2019-11-05 22:00:00,72.39,5.92,0.86,34.89,108.5,74.75,7.39
2019-11-05 23:00:00,61.6,6.11,0.61,30.8,111.75,80.5,8.27
2019-11-06 00:00:00,68.05,6.11,0.73,32.69,105.5,80.25,7.64
2019-11-06 01:00:00,65.23,5.36,0.65,32.14,113.75,84.5,5.95
2019-11-06 02:00:00,52.55,5.87,0.47,24.77,103.0,78.75,5.21
2019-11-06 03:00:00,54.91,5.96,0.49,26.6,115.0,89.5,5.18
2019-11-06 04:00:00,54.08,5.89,0.45,27.55,131.5,106.5,5.15
2019-11-06 05:00:00,55.02,5.89,0.46,29.79,125.25,102.75,4.39
2019-11-06 06:00:00,59.91,6.01,0.57,36.93,120.5,96.75,4.88
2019-11-06 07:00:00,63.2,5.84,0.6,36.12,141.25,103.75,4.74
2019-11-06 08:00:00,58.72,6.09,0.51,29.65,118.25,89.25,4.69
2019-11-06 09:00:00,65.32,6.29,0.66,37.07,119.25,88.0,9.47
2019-11-06 10:00:00,67.29,6.43,0.7,36.92,145.25,98.5,11.18
2019-11-06 11:00:00,64.53,8.45,0.67,33.06,125.25,86.5,12.68
2019-11-06 12:00:00,53.62,68.34,0.5,25.5,182.25,138.0,11.44
2019-11-06 13:00:00,44.09,164.18,0.35,22.84,151.0,116.0,9.07
2019-11-06 14:00:00,39.1,158.39,0.19,19.4,108.75,81.0,6.52
2019-11-06 15:00:00,38.53,151.36,0.18,19.95,70.75,51.0,5.74
2019-11-06 16:00:00,42.25,100.41,0.31,23.88,53.5,38.5,6.74
2019-11-06 17:00:00,51.74,23.47,0.55,32.98,84.75,56.25,7.88
2019-11-06 18:00:00,53.52,7.55,0.73,36.55,103.25,65.5,7.8
2019-11-06 19:00:00,58.8,6.18,0.88,39.75,130.0,81.75,7.59
2019-11-06 20:00:00,60.98,6.14,0.9,37.99,169.5,107.5,8.27
2019-11-06 21:00:00,54.54,6.01,0.83,31.42,216.75,149.0,8.33
2019-11-06 22:00:00,51.51,6.16,0.78,29.57,226.75,162.75,6.43
2019-11-06 23:00:00,54.8,6.29,0.83,32.03,227.75,172.25,8.48
2019-11-07 00:00:00,54.3,6.17,0.7,29.11,224.75,173.0,7.16
2019-11-07 01:00:00,49.41,6.25,0.58,25.98,213.75,171.0,5.27
2019-11-07 02:00:00,43.49,6.44,0.5,19.63,213.5,175.5,5.52
2019-11-07 03:00:00,40.03,6.43,0.44,18.42,214.0,177.0,4.85
2019-11-07 04:00:00,36.63,6.93,0.39,17.77,212.25,178.5,4.87
2019-11-07 05:00:00,39.59,6.51,0.47,25.24,217.5,184.5,5.2
2019-11-07 06:00:00,44.14,7.26,0.56,28.74,225.75,191.5,5.76
2019-11-07 07:00:00,41.46,6.89,0.48,20.68,230.5,195.75,4.85
2019-11-07 08:00:00,40.83,6.7,0.56,21.77,236.0,191.5,7.67
2019-11-07 09:00:00,43.09,7.69,0.58,24.52,262.0,209.75,11.35
2019-11-07 10:00:00,50.05,9.13,0.63,27.2,259.25,198.0,12.98
2019-11-07 11:00:00,46.61,8.38,0.62,25.38,282.5,212.0,11.93
2019-11-07 12:00:00,47.69,7.43,0.71,27.51,315.5,238.75,8.56
2019-11-07 13:00:00,55.37,6.65,0.82,31.66,340.5,260.0,7.81
2019-11-07 14:00:00,51.58,10.48,0.84,29.17,364.5,283.25,7.64
2019-11-07 15:00:00,42.38,9.49,0.71,24.41,323.5,260.0,8.45
2019-11-07 16:00:00,37.62,28.57,0.43,20.53,246.5,205.0,10.41
2019-11-07 17:00:00,37.89,19.33,0.55,24.55,222.5,177.5,11.86
2019-11-07 18:00:00,38.87,7.35,0.63,25.32,259.25,200.0,8.5
2019-11-07 19:00:00,37.43,7.14,0.58,21.88,276.5,224.0,6.44
2019-11-07 20:00:00,40.55,6.19,0.61,26.4,253.75,209.0,6.71
2019-11-07 21:00:00,45.9,6.34,0.79,32.25,220.5,175.0,6.68
2019-11-07 22:00:00,56.66,6.08,1.14,43.59,251.5,185.75,8.12
2019-11-07 23:00:00,66.56,5.63,1.35,42.87,263.75,199.75,6.69
2019-11-08 00:00:00,66.84,5.95,1.07,34.15,259.25,204.25,6.47
2019-11-08 01:00:00,69.06,5.79,1.19,40.69,282.5,218.25,5.88
2019-11-08 02:00:00,55.9,6.19,0.78,24.59,301.0,239.75,6.15
2019-11-08 03:00:00,53.53,6.36,0.69,25.38,284.75,235.75,4.86
2019-11-08 04:00:00,44.68,6.1,0.42,19.27,262.5,223.75,2.71
2019-11-08 05:00:00,40.88,6.14,0.34,18.12,215.25,185.75,3.81
2019-11-08 06:00:00,40.8,6.15,0.35,20.93,174.25,146.5,4.67
2019-11-08 07:00:00,49.38,6.24,0.6,32.56,153.75,130.0,5.43
2019-11-08 08:00:00,64.34,6.37,0.84,44.51,176.75,137.0,7.52
2019-11-08 09:00:00,63.16,6.76,0.69,32.72,206.75,151.0,8.48
2019-11-08 10:00:00,55.74,7.51,0.64,26.73,217.0,162.25,14.04
2019-11-08 11:00:00,45.52,9.6,0.45,21.13,183.5,139.75,17.02
2019-11-08 12:00:00,45.71,26.45,0.41,23.09,166.0,135.75,21.83
2019-11-08 13:00:00,41.09,52.1,0.44,21.89,172.5,134.5,18.59
2019-11-08 14:00:00,35.39,132.18,0.41,19.04,,,24.28
2019-11-08 15:00:00,32.33,164.27,0.34,18.65,58.0,42.5,27.45
2019-11-08 16:00:00,31.26,163.75,0.29,18.63,163.5,112.75,16.39
2019-11-08 17:00:00,32.85,100.7,0.37,19.79,161.0,106.25,13.82
2019-11-08 18:00:00,33.89,37.48,0.49,21.43,187.25,119.75,9.6
2019-11-08 19:00:00,40.7,6.18,0.98,31.24,203.5,128.5,8.29
2019-11-08 20:00:00,42.89,6.24,1.06,30.17,238.25,153.25,8.93
2019-11-08 21:00:00,47.75,6.22,0.94,28.65,245.25,154.25,8.74
2019-11-08 22:00:00,50.82,6.31,0.81,29.5,260.5,167.25,7.82
2019-11-08 23:00:00,57.5,6.21,0.88,37.57,274.75,179.25,8.91
2019-11-09 00:00:00,66.91,6.17,1.03,44.39,281.75,190.0,7.25
2019-11-09 01:00:00,57.6,5.96,0.53,27.52,249.75,177.5,5.75
2019-11-09 02:00:00,55.86,6.04,0.42,28.08,223.25,158.25,8.06
2019-11-09 03:00:00,50.73,6.05,0.29,23.65,231.25,169.75,7.24
2019-11-09 04:00:00,46.77,6.53,0.26,22.44,225.75,182.25,7.75
2019-11-09 05:00:00,45.65,6.33,0.25,22.48,225.0,186.0,10.68
2019-11-09 06:00:00,48.78,6.02,0.31,26.73,214.25,178.0,7.7
2019-11-09 07:00:00,47.92,6.1,0.37,25.1,224.0,188.75,4.38
2019-11-09 08:00:00,49.4,6.1,0.41,25.76,259.5,222.25,5.79
2019-11-09 09:00:00,43.0,9.69,0.39,21.5,295.75,247.25,12.68
2019-11-09 10:00:00,35.41,27.5,0.33,18.4,270.75,224.25,15.75
2019-11-09 11:00:00,35.47,59.85,0.25,19.46,189.75,143.0,13.4
2019-11-09 12:00:00,33.01,108.73,0.19,17.99,138.0,92.25,11.44
2019-11-09 13:00:00,31.9,154.58,0.15,16.45,115.25,72.0,9.08
2019-11-09 14:00:00,30.4,160.86,0.13,16.26,99.0,56.25,9.26
2019-11-09 15:00:00,29.82,151.44,0.11,16.06,79.75,42.0,6.31
2019-11-09 16:00:00,29.88,138.68,0.11,16.35,71.0,37.0,5.54
2019-11-09 17:00:00,30.46,122.17,0.14,16.38,72.25,36.0,6.35
2019-11-09 18:00:00,29.45,89.03,0.22,16.34,96.25,49.25,7.04
2019-11-09 19:00:00,32.13,43.94,0.31,18.28,135.5,73.75,8.47
2019-11-09 20:00:00,34.09,34.7,0.4,20.13,166.5,106.0,11.05
2019-11-09 21:00:00,34.57,25.95,0.45,20.23,211.0,148.5,20.21
2019-11-09 22:00:00,35.68,17.2,0.51,21.14,244.5,180.75,15.96
2019-11-09 23:00:00,37.06,11.05,0.5,21.08,263.5,198.75,14.32
2019-11-10 00:00:00,37.77,7.43,0.5,21.38,254.5,193.75,14.88
2019-11-10 01:00:00,34.35,10.62,0.43,18.4,278.0,218.75,13.53
2019-11-10 02:00:00,34.55,10.91,0.46,18.47,372.25,321.5,14.68
2019-11-10 03:00:00,34.4,10.48,0.47,18.54,399.25,352.5,11.8
2019-11-10 04:00:00,34.73,6.85,0.45,18.2,410.5,366.75,9.06
2019-11-10 05:00:00,35.3,6.56,0.44,18.6,388.25,346.0,10.69
2019-11-10 06:00:00,35.93,6.95,0.39,19.43,374.75,332.5,15.58
2019-11-10 07:00:00,39.44,7.17,0.43,21.23,328.5,283.75,12.68
2019-11-10 08:00:00,38.59,8.2,0.42,20.2,310.75,260.5,17.07
2019-11-10 09:00:00,38.66,16.95,0.44,20.7,331.5,274.0,26.68
2019-11-10 10:00:00,38.66,42.96,0.42,20.43,319.75,257.0,23.8
2019-11-10 11:00:00,34.55,121.64,0.38,18.66,303.5,241.25,25.79
2019-11-10 12:00:00,32.11,167.03,0.32,16.95,296.0,236.5,24.46
2019-11-10 13:00:00,30.6,,0.25,15.95,233.0,182.0,16.76
2019-11-10 14:00:00,30.92,,0.19,16.42,181.0,134.25,14.67
2019-11-10 15:00:00,30.55,191.56,0.17,15.48,138.25,97.25,16.92
2019-11-10 16:00:00,32.11,177.56,0.16,16.59,125.75,84.25,11.1
2019-11-10 17:00:00,31.77,146.43,0.16,16.09,119.5,75.75,11.41
2019-11-10 18:00:00,32.91,81.15,0.25,17.39,125.5,76.0,12.45
2019-11-10 19:00:00,44.01,6.68,0.58,23.93,150.0,91.75,9.4
2019-11-10 20:00:00,51.47,5.99,0.81,27.15,182.5,110.0,10.2
2019-11-10 21:00:00,59.23,6.11,1.02,31.84,204.75,129.75,9.77
2019-11-10 22:00:00,61.76,5.91,1.03,32.17,227.0,149.25,9.75
2019-11-10 23:00:00,64.23,6.05,1.07,33.5,252.25,168.75,10.42
2019-11-11 00:00:00,55.94,5.94,0.69,27.97,237.75,162.75,11.04
2019-11-11 01:00:00,41.97,11.13,0.42,20.45,206.25,146.75,10.03
2019-11-11 02:00:00,36.71,21.39,0.32,17.87,224.5,170.75,11.78
2019-11-11 03:00:00,46.99,6.83,0.54,24.31,243.25,196.25,7.04
2019-11-11 04:00:00,48.29,6.8,0.52,25.06,312.5,266.5,7.82
2019-11-11 05:00:00,52.64,6.52,0.6,26.89,371.75,322.75,7.37
2019-11-11 06:00:00,69.56,6.89,0.83,35.3,420.5,370.5,9.01
2019-11-11 07:00:00,84.96,6.25,1.02,42.75,447.0,362.5,7.29
2019-11-11 08:00:00,89.53,7.37,1.08,44.47,496.5,392.0,11.31
2019-11-11 09:00:00,53.45,14.04,0.74,26.72,621.5,497.0,24.1
2019-11-11 10:00:00,44.6,64.53,0.65,22.84,588.75,494.75,28.41
2019-11-11 11:00:00,39.7,137.65,0.65,20.77,551.75,473.25,36.87
2019-11-11 12:00:00,36.65,164.41,0.44,19.38,513.0,436.5,24.09
2019-11-11 13:00:00,33.01,,0.38,16.85,347.25,290.25,25.81
2019-11-11 14:00:00,30.42,,0.3,16.16,311.75,256.5,23.09
2019-11-11 15:00:00,31.43,,0.29,16.71,250.5,200.75,17.53
2019-11-11 16:00:00,31.6,187.88,0.26,16.83,199.75,152.5,12.4
2019-11-11 17:00:00,29.52,179.5,0.24,15.56,179.5,132.75,12.29
2019-11-11 18:00:00,32.3,84.86,0.37,16.37,179.25,125.75,12.09
2019-11-11 19:00:00,40.24,6.72,0.64,19.86,191.5,122.5,10.77
2019-11-11 20:00:00,52.98,6.25,0.89,25.5,225.0,147.75,11.38
2019-11-11 21:00:00,56.83,6.33,1.1,26.85,272.5,183.0,11.42
2019-11-11 22:00:00,86.74,6.08,1.53,38.89,315.25,210.75,8.19
2019-11-11 23:00:00,83.19,6.19,1.34,39.14,333.25,227.5,7.97
2019-11-12 00:00:00,56.88,6.25,1.01,28.58,392.0,294.25,7.22
2019-11-12 01:00:00,95.15,6.24,1.42,42.45,437.0,349.0,8.03
2019-11-12 02:00:00,111.53,6.03,1.51,49.56,408.5,323.25,8.54
2019-11-12 03:00:00,94.9,6.17,1.22,44.21,426.5,346.5,6.69
2019-11-12 04:00:00,70.6,6.41,0.89,35.91,486.25,417.75,5.4
2019-11-12 05:00:00,71.02,6.39,0.99,35.18,542.25,483.75,6.02
2019-11-12 06:00:00,99.54,6.5,1.21,44.87,558.0,498.25,7.63
2019-11-12 07:00:00,77.41,6.4,1.12,37.92,601.75,522.0,5.14
2019-11-12 08:00:00,56.09,6.03,0.88,29.82,587.25,520.75,4.96
2019-11-12 09:00:00,50.08,7.48,0.81,26.82,615.5,547.25,8.56
2019-11-12 10:00:00,42.41,27.03,0.7,22.89,637.25,563.25,19.38
2019-11-12 11:00:00,40.62,123.83,0.64,21.48,603.75,528.0,26.13
2019-11-12 12:00:00,38.3,,0.52,20.46,561.25,487.5,22.05
2019-11-12 13:00:00,36.47,,0.42,19.15,449.0,389.0,12.5
2019-11-12 14:00:00,35.6,,0.38,18.55,356.5,299.25,12.21
2019-11-12 15:00:00,35.55,,0.4,18.52,362.0,300.25,13.86
2019-11-12 16:00:00,36.0,187.9,0.38,18.14,358.5,298.25,13.38
2019-11-12 17:00:00,37.16,163.78,0.39,18.42,333.75,269.75,16.0
2019-11-12 18:00:00,53.21,25.82,0.77,24.28,306.5,236.75,13.87
2019-11-12 19:00:00,65.51,6.2,1.09,29.65,345.5,259.75,9.47
2019-11-12 20:00:00,77.87,6.32,1.43,34.8,371.75,283.0,10.93
2019-11-12 21:00:00,87.8,6.31,1.78,39.04,403.0,313.5,11.01
2019-11-12 22:00:00,96.28,5.97,1.81,42.95,438.75,348.5,9.27
2019-11-12 23:00:00,108.94,5.92,1.88,48.55,457.0,366.5,10.33
2019-11-13 00:00:00,112.41,6.18,1.83,49.94,459.0,377.0,9.87
2019-11-13 01:00:00,116.17,6.17,1.84,51.91,433.0,368.0,8.17
2019-11-13 02:00:00,103.91,6.07,1.56,48.79,429.75,366.0,8.41
2019-11-13 03:00:00,59.48,6.47,0.86,35.19,491.0,427.25,5.34
2019-11-13 04:00:00,53.85,6.19,0.69,30.27,559.5,502.25,6.67
2019-11-13 05:00:00,51.21,6.27,0.67,27.59,532.5,485.75,7.3
2019-11-13 06:00:00,54.8,5.94,0.62,27.18,486.25,446.5,7.4
2019-11-13 07:00:00,60.43,5.96,0.74,28.96,417.0,377.0,3.51
2019-11-13 08:00:00,55.45,6.11,0.72,27.69,407.75,368.0,4.38
2019-11-13 09:00:00,57.2,6.46,0.77,27.79,442.5,385.75,6.47
2019-11-13 10:00:00,56.09,8.19,0.84,27.57,526.25,439.75,13.08
2019-11-13 11:00:00,59.38,31.08,0.83,28.77,562.5,463.25,25.57
2019-11-13 12:00:00,49.01,105.72,0.7,24.81,496.75,408.75,26.59
2019-11-13 13:00:00,44.69,145.73,0.62,22.25,492.25,409.5,18.27
2019-11-13 14:00:00,40.61,,0.57,21.07,452.5,378.5,17.97
2019-11-13 15:00:00,37.41,,0.51,19.11,388.25,326.5,15.37
2019-11-13 16:00:00,39.72,157.04,0.92,20.0,410.5,347.75,15.4
2019-11-13 17:00:00,47.22,48.56,1.29,21.73,458.25,390.0,16.0
2019-11-13 18:00:00,58.59,5.87,1.71,25.73,469.5,394.25,11.81
2019-11-13 19:00:00,82.44,6.18,2.54,35.66,478.25,386.25,9.05
2019-11-13 20:00:00,104.21,6.03,3.32,44.77,482.0,382.5,10.7
2019-11-13 21:00:00,98.44,5.91,3.28,43.05,474.0,376.75,11.66
2019-11-13 22:00:00,99.42,6.09,3.24,43.9,448.25,356.0,10.1
2019-11-13 23:00:00,92.51,6.1,2.53,43.34,440.0,350.0,10.07
2019-11-14 00:00:00,111.16,6.14,2.91,49.69,434.75,348.75,10.26
2019-11-14 01:00:00,115.72,5.58,3.09,50.41,417.5,344.0,9.38
2019-11-14 02:00:00,86.61,5.69,2.39,42.58,402.5,338.75,9.15
2019-11-14 03:00:00,83.67,5.58,2.28,40.67,388.75,337.25,7.15
2019-11-14 04:00:00,84.0,6.0,2.16,39.79,388.25,339.75,6.29
2019-11-14 05:00:00,82.57,6.21,1.82,38.73,424.0,374.5,6.77
2019-11-14 06:00:00,80.3,6.28,1.62,37.93,472.5,419.0,6.7
2019-11-14 07:00:00,85.95,6.17,2.03,39.08,467.75,409.0,6.91
2019-11-14 08:00:00,73.29,6.28,1.83,36.12,442.0,391.5,7.09
2019-11-14 09:00:00,62.82,6.52,1.57,32.19,447.5,396.75,7.63
2019-11-14 10:00:00,63.53,6.83,1.58,31.67,508.0,439.5,8.66
2019-11-14 11:00:00,52.18,17.66,1.32,27.11,528.25,466.75,17.12
2019-11-14 12:00:00,51.6,38.39,1.42,24.92,487.25,435.5,15.96
2019-11-14 13:00:00,62.1,20.93,1.48,29.14,490.25,433.75,13.57
2019-11-14 14:00:00,62.06,25.49,1.52,29.28,446.25,392.0,17.88
2019-11-14 15:00:00,58.42,26.12,1.78,27.82,439.0,379.75,23.8
2019-11-14 16:00:00,61.45,34.18,1.81,29.27,517.25,436.75,28.03
2019-11-14 17:00:00,63.16,14.22,1.85,28.92,489.0,404.75,26.47
2019-11-14 18:00:00,61.98,5.7,1.88,27.35,457.75,381.25,15.69
2019-11-14 19:00:00,73.31,6.25,2.31,31.71,439.75,369.75,10.69
2019-11-14 20:00:00,94.3,6.2,3.16,40.58,458.5,385.5,12.57
2019-11-14 21:00:00,112.13,6.01,3.68,48.44,476.0,408.75,11.73
2019-11-14 22:00:00,118.06,6.04,3.61,51.7,480.0,406.5,8.52
2019-11-14 23:00:00,106.66,6.12,3.42,51.22,484.0,404.0,8.71
2019-11-15 00:00:00,92.59,6.24,2.96,48.85,481.75,384.75,8.3
2019-11-15 01:00:00,57.93,6.11,1.72,34.72,421.75,331.25,6.4
