Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),NOx (ug/m3),SO2 (ug/m3),Ozone (ug/m3),CO (mg/m3)
2020-01-11 05:00:00,222.75,140.75,23.02,48.02,21.1,4.67,0.82
2020-01-11 06:00:00,257.75,156.75,21.9,61.02,17.85,4.5,1.6
2020-01-11 07:00:00,322.25,163.0,18.52,83.88,11.53,4.67,1.6
2020-01-11 08:00:00,376.0,166.5,17.02,85.75,0.7,4.58,1.7
2020-01-11 09:00:00,459.75,175.25,17.7,88.95,1.85,5.47,2.15
2020-01-11 10:00:00,468.75,197.75,20.8,69.42,6.85,9.62,2.0
2020-01-11 11:00:00,276.75,193.5,24.0,42.77,9.78,36.67,1.82
2020-01-11 12:00:00,256.5,165.5,25.15,26.68,12.75,74.4,0.35
2020-01-11 13:00:00,245.0,135.25,24.12,30.68,10.07,83.0,0.15
2020-01-11 14:00:00,236.0,118.25,22.15,27.12,6.95,92.5,0.28
2020-01-11 15:00:00,193.5,104.75,21.88,21.62,4.22,105.1,0.17
2020-01-11 16:00:00,222.0,91.5,18.32,26.38,0.98,103.4,0.22
2020-01-11 17:00:00,303.0,95.5,17.27,40.85,0.55,78.7,0.45
2020-01-11 18:00:00,428.75,92.0,14.32,106.55,3.2,16.85,1.42
2020-01-11 19:00:00,644.0,131.75,16.07,226.45,23.6,4.47,3.88
2020-01-11 20:00:00,876.0,192.5,18.05,192.47,31.6,4.62,3.55
2020-01-11 21:00:00,876.0,208.75,16.0,244.35,39.25,4.85,4.58
2020-01-11 22:00:00,852.0,221.5,21.52,230.12,40.9,5.45,4.3
2020-01-11 23:00:00,849.5,238.5,18.1,226.35,46.1,4.67,4.12
2020-01-12 00:00:00,762.0,257.25,22.88,164.18,37.6,5.4,3.4
2020-01-12 01:00:00,526.25,281.5,18.65,175.2,19.35,5.2,3.35
2020-01-12 02:00:00,521.5,276.25,21.05,183.6,20.08,5.1,3.0
2020-01-12 03:00:00,459.75,270.0,22.6,199.52,22.07,5.12,2.85
2020-01-12 04:00:00,427.5,286.5,26.9,188.38,30.1,4.78,2.48
2020-01-12 05:00:00,399.75,281.0,27.7,130.78,28.55,4.25,1.7
2020-01-12 06:00:00,340.25,239.5,27.85,86.83,20.27,4.1,1.35
2020-01-12 07:00:00,306.75,200.25,24.22,98.83,4.8,4.05,1.45
2020-01-12 08:00:00,347.0,187.0,21.57,76.0,,3.77,1.3
2020-01-12 09:00:00,335.0,202.75,23.02,103.28,,4.75,1.65
2020-01-12 10:00:00,398.75,241.75,24.95,71.15,,7.15,1.4
2020-01-12 11:00:00,452.5,232.75,26.58,56.9,,21.05,1.2
2020-01-12 12:00:00,501.25,188.5,30.03,39.05,,44.15,1.2
2020-01-12 13:00:00,407.25,150.75,28.5,31.9,5.25,62.9,1.02
2020-01-12 14:00:00,313.75,127.5,27.95,19.5,4.33,90.35,0.8
2020-01-12 15:00:00,236.0,111.0,24.88,25.7,1.77,82.6,0.85
2020-01-12 16:00:00,300.5,100.25,21.27,23.9,0.8,89.95,0.8
2020-01-12 17:00:00,273.5,93.25,20.62,30.98,,73.8,0.82
2020-01-12 18:00:00,287.0,101.75,15.57,147.8,5.2,13.28,3.42
2020-01-12 19:00:00,,162.0,13.25,333.65,25.65,4.22,5.7
2020-01-12 20:00:00,,242.0,19.73,418.98,50.15,4.5,0.01
2020-01-12 21:00:00,,351.0,17.83,443.35,65.72,5.28,0.01
2020-01-12 22:00:00,,494.75,19.98,469.18,82.45,5.15,0.01
2020-01-12 23:00:00,,581.5,24.12,383.15,99.45,5.25,0.01
2020-01-13 00:00:00,,620.0,22.1,351.15,79.33,4.88,8.65
2020-01-13 01:00:00,484.0,525.25,25.12,189.45,13.27,3.65,2.5
2020-01-13 02:00:00,469.75,308.0,26.1,171.75,5.28,4.3,1.5
2020-01-13 03:00:00,418.75,291.0,28.25,136.75,0.7,4.67,1.05
2020-01-13 04:00:00,404.0,288.25,32.6,148.55,0.4,3.95,1.42
2020-01-13 05:00:00,431.0,298.25,31.05,147.47,,3.7,1.25
2020-01-13 06:00:00,416.75,295.0,29.4,155.55,,3.32,2.53
2020-01-13 07:00:00,388.5,268.25,31.25,75.4,1.12,3.9,1.58
2020-01-13 08:00:00,380.0,226.5,25.5,58.6,,5.93,1.75
2020-01-13 09:00:00,448.5,230.0,26.6,44.7,,13.5,1.3
2020-01-13 10:00:00,357.0,206.5,26.23,42.93,11.7,30.23,1.07
2020-01-13 11:00:00,250.75,166.75,26.0,50.6,9.38,35.12,1.05
2020-01-13 12:00:00,257.75,152.5,28.02,28.07,4.25,55.3,0.95
2020-01-13 13:00:00,276.75,159.25,26.85,28.73,6.7,62.15,1.83
2020-01-13 14:00:00,321.25,171.5,29.0,30.62,4.92,63.3,2.05
2020-01-13 15:00:00,332.0,181.25,32.08,27.8,2.25,69.25,2.0
2020-01-13 16:00:00,324.5,156.0,28.6,26.82,1.15,69.17,2.02
2020-01-13 17:00:00,307.25,145.0,27.95,36.97,1.9,49.97,2.15
2020-01-13 18:00:00,394.5,162.0,26.95,92.88,13.35,17.17,2.12
2020-01-13 19:00:00,548.75,181.75,27.35,118.65,16.15,5.42,3.5
2020-01-13 20:00:00,528.75,194.25,33.45,108.67,22.27,3.35,3.5
2020-01-13 21:00:00,261.75,179.75,34.95,35.7,20.23,7.1,1.67
2020-01-13 22:00:00,194.0,149.75,35.08,32.27,19.32,8.18,1.58
2020-01-13 23:00:00,164.75,134.75,34.12,23.45,16.98,12.4,1.12
2020-01-14 00:00:00,134.5,107.5,28.25,17.58,16.55,17.35,1.0
2020-01-14 01:00:00,112.0,94.25,25.82,13.07,9.05,26.68,0.75
2020-01-14 02:00:00,94.0,77.5,26.12,12.35,4.22,21.1,0.75
2020-01-14 03:00:00,99.75,83.0,25.88,13.25,5.03,17.8,0.75
2020-01-14 04:00:00,110.75,89.75,28.12,12.98,2.0,23.42,0.57
2020-01-14 05:00:00,93.25,77.0,27.15,13.35,1.77,29.5,0.55
2020-01-14 06:00:00,99.75,88.5,26.77,13.3,2.48,25.55,1.1
2020-01-14 07:00:00,113.25,96.0,26.15,20.75,7.23,17.1,1.12
2020-01-14 08:00:00,134.0,99.0,21.83,28.15,8.82,8.25,1.4
2020-01-14 09:00:00,148.0,108.5,20.1,25.0,9.05,10.25,1.42
2020-01-14 10:00:00,157.5,118.5,19.6,41.08,9.47,11.25,1.62
2020-01-14 11:00:00,204.75,150.75,21.42,28.65,8.53,16.02,1.5
2020-01-14 12:00:00,230.25,169.75,25.1,25.27,7.4,25.45,0.52
2020-01-14 13:00:00,211.25,155.75,23.4,28.38,12.77,27.65,0.47
2020-01-14 14:00:00,190.25,124.5,42.6,23.0,14.3,35.75,0.6
2020-01-14 15:00:00,187.0,116.5,41.5,23.12,12.6,55.3,0.45
2020-01-14 16:00:00,153.0,87.5,34.65,23.05,12.12,57.38,0.35
2020-01-14 17:00:00,137.75,61.0,34.73,20.83,10.73,58.1,0.45
2020-01-14 18:00:00,145.0,68.25,32.23,61.48,11.7,25.8,0.53
2020-01-14 19:00:00,216.5,76.25,30.1,114.65,15.25,3.62,1.32
2020-01-14 20:00:00,275.75,97.5,41.15,80.95,16.3,5.2,1.42
2020-01-14 21:00:00,267.5,131.5,42.0,61.67,20.15,4.88,1.52
2020-01-14 22:00:00,286.5,165.0,41.0,106.25,23.57,3.55,2.33
2020-01-14 23:00:00,350.0,167.75,38.75,127.52,31.5,3.23,2.08
2020-01-15 00:00:00,306.0,145.75,32.35,99.1,29.0,2.93,1.68
2020-01-15 01:00:00,227.75,120.75,34.3,64.97,13.75,3.38,0.88
2020-01-15 02:00:00,188.25,101.5,35.5,49.5,10.92,6.6,0.53
2020-01-15 03:00:00,147.75,98.0,39.7,21.1,6.6,16.92,0.4
2020-01-15 04:00:00,129.5,92.0,43.9,21.38,8.03,21.5,0.28
2020-01-15 05:00:00,117.25,88.75,43.98,19.18,5.53,24.2,0.23
2020-01-15 06:00:00,107.0,80.75,44.02,25.55,4.28,17.6,0.75
2020-01-15 07:00:00,123.75,86.75,40.62,38.97,6.38,10.8,0.85
2020-01-15 08:00:00,167.75,88.0,29.15,138.03,7.5,3.0,1.7
2020-01-15 09:00:00,274.25,95.5,33.1,148.22,10.02,3.35,2.15
2020-01-15 10:00:00,299.0,130.5,37.5,90.25,11.8,10.8,1.6
2020-01-15 11:00:00,219.25,143.5,41.77,41.6,13.18,31.0,1.27
2020-01-15 12:00:00,217.75,145.5,46.92,35.0,16.62,46.72,0.85
2020-01-15 13:00:00,205.25,127.25,48.95,33.73,15.93,59.5,0.78
2020-01-15 14:00:00,203.5,118.0,46.08,25.57,8.2,74.42,0.68
2020-01-15 15:00:00,194.5,108.0,44.75,38.7,3.6,74.7,0.8
2020-01-15 16:00:00,272.25,113.75,39.62,43.95,2.9,80.1,0.97
2020-01-15 17:00:00,301.0,129.5,44.1,49.52,4.88,76.8,1.12
2020-01-15 18:00:00,387.0,180.75,44.77,68.33,6.78,28.1,1.85
2020-01-15 19:00:00,429.0,187.75,40.45,119.4,15.52,4.25,2.53
2020-01-15 20:00:00,450.25,200.75,47.77,95.83,19.08,4.45,2.53
2020-01-15 21:00:00,407.0,221.75,50.15,51.35,22.27,8.12,1.7
2020-01-15 22:00:00,321.5,210.25,50.8,47.23,22.43,9.07,1.5
2020-01-15 23:00:00,299.75,193.5,49.0,47.35,21.68,10.23,1.43
2020-01-16 00:00:00,280.5,175.5,45.28,33.78,20.48,13.87,0.82
2020-01-16 01:00:00,204.0,137.25,41.45,24.05,14.48,20.25,0.55
2020-01-16 02:00:00,179.75,123.75,43.67,28.4,9.35,4.6,0.62
2020-01-16 03:00:00,203.25,136.5,43.0,36.0,7.8,5.62,0.7
2020-01-16 04:00:00,168.75,115.25,46.3,34.58,3.83,3.1,0.6
2020-01-16 05:00:00,170.5,118.75,47.73,27.73,1.93,3.53,0.5
2020-01-16 06:00:00,179.5,122.0,48.55,30.12,1.55,4.03,0.62
2020-01-16 07:00:00,214.75,135.5,48.7,41.0,7.83,3.97,0.88
2020-01-16 08:00:00,210.0,133.0,40.9,79.15,12.03,3.78,0.95
2020-01-16 09:00:00,179.0,127.5,42.55,80.57,13.45,3.55,1.35
2020-01-16 10:00:00,203.75,147.5,46.35,87.02,16.2,4.05,1.48
2020-01-16 11:00:00,221.75,158.0,44.9,65.38,17.68,9.38,1.3
2020-01-16 12:00:00,203.75,144.75,48.08,48.8,18.32,24.65,1.07
2020-01-16 13:00:00,208.75,139.75,52.8,38.1,12.3,34.12,1.05
2020-01-16 14:00:00,250.75,167.0,51.0,42.6,10.6,34.83,1.07
2020-01-16 15:00:00,275.0,186.75,53.3,87.12,10.28,11.9,1.68
2020-01-16 16:00:00,275.0,202.0,47.68,72.7,13.65,7.08,1.35
2020-01-16 17:00:00,231.75,174.0,43.4,55.45,14.35,8.97,1.27
2020-01-16 18:00:00,211.5,163.25,46.67,62.12,12.32,5.3,1.4
2020-01-16 19:00:00,224.25,172.25,49.55,75.68,13.8,3.5,1.92
2020-01-16 20:00:00,265.75,201.0,55.92,63.85,14.72,3.0,1.88
2020-01-16 21:00:00,322.75,243.75,58.15,89.68,19.9,3.2,2.67
2020-01-16 22:00:00,343.75,251.0,54.95,108.2,25.12,3.33,2.58
2020-01-16 23:00:00,341.5,240.75,59.08,111.85,29.03,3.03,2.67
2020-01-17 00:00:00,305.25,231.75,52.83,66.25,26.65,3.12,1.57
2020-01-17 01:00:00,232.25,186.0,48.48,48.4,11.12,2.95,1.43
2020-01-17 02:00:00,213.5,171.0,49.98,42.72,5.97,3.7,1.15
2020-01-17 03:00:00,196.0,151.25,52.7,35.7,5.7,3.15,1.0
2020-01-17 04:00:00,181.5,144.25,53.4,27.4,2.33,3.3,0.85
2020-01-17 05:00:00,168.25,133.5,56.53,28.1,0.9,3.25,0.83
2020-01-17 06:00:00,153.75,119.5,54.52,37.62,,2.85,1.27
2020-01-17 07:00:00,167.0,125.75,52.55,38.98,7.5,3.25,1.32
2020-01-17 08:00:00,179.75,118.25,45.95,76.82,7.45,3.0,1.75
2020-01-17 09:00:00,169.0,105.25,39.75,65.3,8.18,3.42,1.65
2020-01-17 10:00:00,163.75,107.5,43.62,52.8,8.6,4.75,1.6
2020-01-17 11:00:00,197.5,142.5,48.15,43.92,10.5,8.7,1.5
2020-01-17 12:00:00,234.25,175.75,49.0,38.8,6.65,17.4,0.9
2020-01-17 13:00:00,224.25,163.25,54.25,30.7,5.42,39.1,0.75
2020-01-17 14:00:00,217.5,153.25,50.0,26.02,3.98,39.02,0.62
2020-01-17 15:00:00,196.25,121.5,49.73,33.85,1.5,31.33,0.67
2020-01-17 16:00:00,215.25,120.0,48.7,26.33,1.07,34.67,0.55
2020-01-17 17:00:00,185.0,110.0,42.05,30.88,3.05,32.3,0.6
2020-01-17 18:00:00,190.75,101.25,36.4,41.27,3.95,26.2,0.92
2020-01-17 19:00:00,163.0,87.75,32.85,119.73,13.0,3.72,2.0
2020-01-17 20:00:00,249.0,101.0,35.32,122.42,17.93,3.3,2.42
2020-01-17 21:00:00,262.75,116.0,34.17,199.55,23.7,3.08,3.95
2020-01-17 22:00:00,319.5,160.0,44.2,184.3,33.58,3.08,4.12
2020-01-17 23:00:00,357.5,212.75,45.12,91.55,33.4,3.32,2.9
2020-01-18 00:00:00,332.25,215.0,43.4,111.45,35.45,3.15,3.17
2020-01-18 01:00:00,310.75,192.25,38.15,99.58,17.43,2.9,2.08
2020-01-18 02:00:00,242.5,149.75,36.23,108.55,13.05,3.2,1.77
2020-01-18 03:00:00,240.5,149.5,36.2,108.3,12.9,3.25,1.4
2020-01-18 04:00:00,239.75,153.5,41.33,76.95,6.78,3.12,1.1
2020-01-18 05:00:00,201.75,128.5,44.1,65.2,3.05,2.78,0.93
2020-01-18 06:00:00,159.25,109.0,43.73,57.02,2.08,3.05,1.2
2020-01-18 07:00:00,152.5,98.0,43.45,53.98,6.58,3.1,1.2
2020-01-18 08:00:00,166.0,92.75,42.08,64.2,6.15,2.8,1.23
2020-01-18 09:00:00,208.75,96.25,36.3,86.62,7.92,3.15,1.5
2020-01-18 10:00:00,250.75,98.75,39.35,89.42,11.15,3.33,1.43
2020-01-18 11:00:00,243.25,96.5,36.45,79.62,11.2,6.22,1.45
2020-01-18 12:00:00,255.5,113.0,42.1,55.23,9.68,20.68,1.25
2020-01-18 13:00:00,218.0,149.0,48.3,45.1,9.8,26.9,1.3
2020-01-18 14:00:00,,,,,,,
2020-01-18 15:00:00,,,,,,,
2020-01-18 16:00:00,,,,,,,
2020-01-18 17:00:00,,,,,,,
2020-01-18 18:00:00,218.0,149.0,,,,5.55,0.2
2020-01-18 19:00:00,364.0,124.0,44.15,99.15,16.7,6.38,1.82
2020-01-18 20:00:00,396.25,139.25,48.73,131.53,9.68,6.1,2.67
2020-01-18 21:00:00,499.5,196.0,57.2,150.75,16.82,6.62,3.2
2020-01-18 22:00:00,461.75,218.25,62.72,52.17,19.27,7.38,1.95
2020-01-18 23:00:00,284.0,182.75,57.38,42.12,17.18,7.25,1.67
2020-01-19 00:00:00,258.25,167.25,54.08,33.65,14.25,7.53,0.78
2020-01-19 01:00:00,238.5,148.75,45.93,34.03,4.78,6.08,0.83
2020-01-19 02:00:00,242.0,145.0,46.52,38.38,2.35,4.3,0.7
2020-01-19 03:00:00,200.25,138.0,43.0,24.9,3.2,4.97,0.7
2020-01-19 04:00:00,134.0,112.75,40.55,20.78,,9.98,0.53
2020-01-19 05:00:00,117.75,98.0,45.92,21.0,,11.8,0.45
2020-01-19 06:00:00,102.25,91.25,45.65,18.65,,19.65,0.28
2020-01-19 07:00:00,107.25,91.75,46.42,16.6,3.62,29.25,0.33
2020-01-19 08:00:00,162.75,107.25,50.25,22.42,5.78,34.45,0.35
2020-01-19 09:00:00,215.0,129.75,41.8,25.55,7.62,38.42,0.45
2020-01-19 10:00:00,236.0,142.0,40.45,24.32,4.83,40.33,0.45
2020-01-19 11:00:00,264.25,156.75,42.53,25.85,5.38,40.48,0.47
2020-01-19 12:00:00,285.0,165.75,42.7,21.9,7.0,51.33,0.82
2020-01-19 13:00:00,251.0,148.25,45.3,21.77,13.1,61.98,0.85
2020-01-19 14:00:00,247.0,139.75,44.93,22.93,14.95,63.9,1.0
2020-01-19 15:00:00,257.5,128.5,44.0,20.35,15.55,72.08,0.88
2020-01-19 16:00:00,222.5,125.5,44.03,22.48,14.62,61.42,0.97
2020-01-19 17:00:00,234.0,127.75,38.45,23.2,15.72,50.85,1.08
2020-01-19 18:00:00,254.5,123.25,32.08,44.9,16.67,27.5,1.35
2020-01-19 19:00:00,365.5,134.0,35.47,63.55,17.98,7.88,1.73
2020-01-19 20:00:00,370.0,147.5,42.1,46.78,18.18,9.57,1.68
2020-01-19 21:00:00,360.25,154.0,45.42,57.67,18.4,5.17,1.73
2020-01-19 22:00:00,380.25,156.25,46.7,33.78,17.08,10.3,1.48
2020-01-19 23:00:00,268.5,141.25,45.35,21.48,13.95,17.7,1.38
2020-01-20 00:00:00,215.25,127.0,43.2,20.48,14.53,20.0,0.72
2020-01-20 01:00:00,205.0,119.25,39.92,18.85,12.07,18.9,0.85
2020-01-20 02:00:00,201.0,120.0,39.83,14.78,9.9,21.0,0.8
2020-01-20 03:00:00,176.5,107.0,39.6,14.9,10.9,21.72,0.9
2020-01-20 04:00:00,157.75,93.5,37.62,13.57,9.9,25.45,0.8
2020-01-20 05:00:00,130.0,89.0,42.38,11.9,6.1,30.38,0.85
2020-01-20 06:00:00,125.5,89.5,44.83,15.2,5.58,32.38,0.35
2020-01-20 07:00:00,146.25,92.25,43.67,25.12,9.43,24.53,0.35
2020-01-20 08:00:00,193.0,95.75,40.97,56.53,10.53,12.0,0.77
2020-01-20 09:00:00,273.5,97.5,37.5,39.7,14.05,17.52,0.68
2020-01-20 10:00:00,268.5,109.25,35.35,38.6,15.07,19.73,0.6
2020-01-20 11:00:00,202.25,127.25,38.9,29.05,15.8,27.33,0.6
2020-01-20 12:00:00,205.25,144.5,41.4,36.65,16.35,31.0,0.9
2020-01-20 13:00:00,264.25,152.25,48.05,38.05,9.95,36.8,1.0
2020-01-20 14:00:00,374.75,161.75,48.0,46.23,8.52,32.58,1.02
2020-01-20 15:00:00,418.5,162.25,49.42,64.35,8.6,27.5,1.27
2020-01-20 16:00:00,455.75,160.25,47.92,45.23,9.62,33.33,0.98
2020-01-20 17:00:00,370.75,139.75,42.88,47.77,10.57,30.65,1.07
2020-01-20 18:00:00,330.0,132.25,40.65,54.92,11.48,22.93,1.0
2020-01-20 19:00:00,390.5,150.0,36.17,145.02,13.07,3.47,2.3
2020-01-20 20:00:00,671.5,193.0,36.4,243.12,21.15,3.5,3.85
2020-01-20 21:00:00,884.75,225.25,38.35,295.07,28.07,3.68,4.83
2020-01-20 22:00:00,953.0,254.75,37.83,403.62,43.3,4.15,7.35
2020-01-20 23:00:00,801.0,334.25,48.2,281.57,53.27,3.98,6.38
2020-01-21 00:00:00,762.5,359.5,47.8,245.6,50.85,3.45,5.1
2020-01-21 01:00:00,618.5,323.0,48.12,209.95,19.57,3.23,4.33
2020-01-21 02:00:00,500.5,278.5,43.9,183.18,12.22,3.4,2.77
2020-01-21 03:00:00,403.75,242.25,41.4,166.2,13.5,3.55,2.2
2020-01-21 04:00:00,390.25,229.75,45.02,124.62,8.12,2.95,1.57
2020-01-21 05:00:00,349.75,208.0,49.02,123.2,2.7,3.25,1.6
2020-01-21 06:00:00,354.75,208.5,53.5,102.45,2.4,3.4,1.38
2020-01-21 07:00:00,326.5,210.0,51.73,117.67,6.18,3.33,1.6
2020-01-21 08:00:00,396.75,,48.97,169.4,5.25,3.5,2.12
2020-01-21 09:00:00,434.75,,52.95,93.18,4.43,3.58,1.58
2020-01-21 10:00:00,374.0,,53.62,75.82,0.7,6.05,1.07
2020-01-21 11:00:00,331.0,230.0,54.75,62.57,,13.3,1.25
2020-01-21 12:00:00,343.25,234.75,55.83,39.45,6.58,39.35,1.1
2020-01-21 13:00:00,366.75,246.0,58.83,47.83,8.57,54.88,1.18
2020-01-21 14:00:00,381.25,230.75,54.58,48.1,8.17,76.55,1.05
2020-01-21 15:00:00,386.75,207.25,51.53,46.58,6.75,80.52,1.12
2020-01-21 16:00:00,399.75,195.25,53.92,54.1,3.05,55.25,1.2
2020-01-21 17:00:00,403.75,206.0,49.92,56.88,3.75,39.58,1.42
2020-01-21 18:00:00,456.0,226.25,45.5,83.8,8.18,13.55,1.38
2020-01-21 19:00:00,518.25,230.5,38.98,105.55,14.4,4.0,0.95
2020-01-21 20:00:00,489.75,182.5,43.5,138.65,19.45,4.35,2.35
2020-01-21 21:00:00,621.25,235.25,47.33,199.77,26.0,3.65,3.45
2020-01-21 22:00:00,609.0,272.0,47.97,242.6,33.45,3.45,3.5
2020-01-21 23:00:00,685.5,272.25,42.57,294.1,43.08,3.0,4.1
2020-01-22 00:00:00,796.0,272.75,49.18,219.57,43.05,3.05,3.83
2020-01-22 01:00:00,548.0,268.25,47.08,205.62,26.57,2.9,3.62
2020-01-22 02:00:00,465.75,258.5,41.8,207.4,22.73,3.2,3.65
2020-01-22 03:00:00,461.5,269.75,43.1,238.4,23.2,3.25,3.8
2020-01-22 04:00:00,473.25,282.5,40.05,236.25,28.38,4.5,4.0
2020-01-22 05:00:00,408.75,264.0,47.27,192.8,25.38,9.38,3.8
2020-01-22 06:00:00,327.0,268.0,51.08,124.9,27.18,14.93,2.65
2020-01-22 07:00:00,279.5,231.5,55.12,90.3,10.2,8.1,1.6
2020-01-22 08:00:00,262.0,189.75,50.7,76.85,2.8,3.6,1.55
2020-01-22 09:00:00,322.0,173.25,47.0,77.3,,3.27,1.48
2020-01-22 10:00:00,365.25,165.75,47.12,71.4,,4.5,1.18
2020-01-22 11:00:00,372.75,170.5,47.42,71.28,12.75,6.47,0.9
2020-01-22 12:00:00,244.25,153.5,49.45,65.8,13.43,13.2,1.4
2020-01-22 13:00:00,236.5,167.25,55.27,53.6,10.43,23.6,1.23
2020-01-22 14:00:00,260.0,187.75,59.92,35.83,6.75,29.67,1.2
2020-01-22 15:00:00,283.25,190.5,57.7,44.83,3.75,26.35,1.27
2020-01-22 16:00:00,304.0,177.75,57.35,30.07,1.35,39.92,1.05
2020-01-22 17:00:00,258.75,155.5,54.42,29.75,,43.62,1.0
2020-01-22 18:00:00,250.75,139.5,45.97,71.25,0.7,23.25,1.4
2020-01-22 19:00:00,334.5,159.0,44.85,208.53,15.75,2.88,3.27
2020-01-22 20:00:00,468.0,191.25,44.48,189.85,18.98,3.22,3.17
2020-01-22 21:00:00,405.25,208.0,49.35,163.2,23.6,3.05,3.17
2020-01-22 22:00:00,380.0,200.5,48.45,112.55,22.18,3.12,2.0
2020-01-22 23:00:00,305.5,167.5,49.03,131.85,22.05,2.92,2.0
2020-01-23 00:00:00,292.75,156.25,46.95,81.6,19.1,3.23,0.88
2020-01-23 01:00:00,203.75,125.75,42.55,31.98,8.9,6.03,0.38
2020-01-23 02:00:00,138.0,91.25,37.9,25.25,3.92,19.4,0.08
2020-01-23 03:00:00,115.75,79.25,39.5,16.8,,22.48,
2020-01-23 04:00:00,123.75,81.5,39.33,17.32,,22.4,0.1
2020-01-23 05:00:00,135.5,98.0,43.52,17.43,,22.1,0.25
2020-01-23 06:00:00,149.75,108.75,47.2,34.25,,7.65,0.45
2020-01-23 07:00:00,168.25,113.0,44.55,46.95,6.5,5.18,0.73
2020-01-23 08:00:00,196.75,109.0,41.12,63.82,6.95,6.9,0.77
2020-01-23 09:00:00,217.5,106.5,42.55,50.17,11.12,9.82,0.72
2020-01-23 10:00:00,211.75,110.0,36.65,43.25,11.85,20.85,0.7
2020-01-23 11:00:00,192.25,111.25,37.08,38.3,13.77,34.9,0.57
2020-01-23 12:00:00,203.75,85.25,35.6,24.15,12.23,57.35,0.55
2020-01-23 13:00:00,201.0,49.0,35.85,20.45,13.3,67.97,0.48
2020-01-23 14:00:00,165.5,44.25,35.35,25.95,8.07,72.9,0.42
2020-01-23 15:00:00,221.0,38.25,27.9,30.1,7.28,70.5,0.53
2020-01-23 16:00:00,227.5,38.0,32.67,23.12,6.47,81.4,0.5
2020-01-23 17:00:00,162.0,42.0,30.95,22.95,5.12,80.45,0.55
2020-01-23 18:00:00,160.0,40.75,27.27,38.08,7.8,54.95,0.47
2020-01-23 19:00:00,203.5,60.5,29.23,59.48,14.03,26.98,0.7
2020-01-23 20:00:00,295.75,81.5,31.07,103.45,18.07,9.75,1.3
2020-01-23 21:00:00,438.5,98.75,35.6,96.45,18.55,7.95,1.2
2020-01-23 22:00:00,396.75,110.75,40.02,102.0,16.88,5.17,1.1
2020-01-23 23:00:00,354.25,110.5,40.0,69.22,16.38,8.25,0.7
2020-01-24 00:00:00,247.5,102.0,42.28,65.68,16.0,5.72,1.0
2020-01-24 01:00:00,179.5,93.0,40.2,29.77,9.22,24.52,0.7
2020-01-24 02:00:00,132.75,75.0,35.2,36.55,9.28,10.4,0.7
2020-01-24 03:00:00,128.5,76.25,34.5,23.0,12.3,22.05,0.4
2020-01-24 04:00:00,115.0,78.0,34.2,20.62,5.82,24.85,0.53
2020-01-24 05:00:00,106.0,70.75,34.83,19.4,2.55,28.32,0.47
2020-01-24 06:00:00,111.25,66.25,37.47,43.88,0.7,10.43,0.7
2020-01-24 07:00:00,142.75,67.25,34.48,83.2,8.65,4.88,1.18
2020-01-24 08:00:00,231.5,78.0,37.92,138.52,12.03,4.17,1.65
2020-01-24 09:00:00,343.75,83.0,36.35,53.83,14.18,13.78,1.25
2020-01-24 10:00:00,276.0,89.0,34.52,33.88,14.07,30.7,1.05
2020-01-24 11:00:00,173.25,86.5,36.88,28.05,15.18,48.23,0.9
2020-01-24 12:00:00,143.25,74.0,35.33,25.62,15.03,64.53,0.15
2020-01-24 13:00:00,153.0,59.5,36.12,27.6,10.53,71.68,0.1
2020-01-24 14:00:00,189.5,61.5,39.12,23.05,7.53,87.12,0.1
2020-01-24 15:00:00,208.75,62.5,37.15,36.6,10.43,81.55,0.23
2020-01-24 16:00:00,248.25,60.0,34.0,31.93,4.47,92.3,0.1
2020-01-24 17:00:00,206.75,55.25,32.6,32.3,3.23,79.7,0.08
2020-01-24 18:00:00,208.25,49.5,29.32,60.12,5.78,51.77,0.88
2020-01-24 19:00:00,282.75,57.25,27.12,116.35,23.57,11.75,1.7
2020-01-24 20:00:00,482.75,93.0,27.68,159.57,30.6,3.12,2.45
2020-01-24 21:00:00,455.5,116.0,32.08,149.22,32.3,2.92,2.48
2020-01-24 22:00:00,461.25,121.5,36.2,232.62,39.8,3.35,3.52
2020-01-24 23:00:00,648.5,180.0,39.38,198.62,48.2,3.12,4.65
2020-01-25 00:00:00,627.0,259.5,43.72,251.62,49.5,3.33,2.9
2020-01-25 01:00:00,417.0,195.25,42.1,182.48,19.85,2.98,1.82
2020-01-25 02:00:00,314.5,175.0,39.35,169.15,15.02,2.9,1.12
2020-01-25 03:00:00,287.25,157.0,42.23,117.97,10.32,2.92,0.1
2020-01-25 04:00:00,227.5,125.25,40.3,78.53,7.83,2.68,
2020-01-25 05:00:00,192.75,111.75,43.12,54.8,3.48,3.17,
2020-01-25 06:00:00,172.75,115.0,50.4,50.15,0.6,3.0,0.9
2020-01-25 07:00:00,180.0,118.75,44.05,140.12,7.38,2.75,1.38
2020-01-25 08:00:00,245.5,125.5,42.53,238.2,12.38,2.52,2.2
2020-01-25 09:00:00,340.0,135.5,41.17,142.68,10.78,3.57,1.73
2020-01-25 10:00:00,306.5,120.0,40.17,67.25,10.77,15.15,0.93
2020-01-25 11:00:00,219.5,105.0,44.35,41.17,10.4,39.73,0.83
2020-01-25 12:00:00,198.25,104.25,44.5,37.33,12.4,64.25,0.78
