Datetime,PM10 (ug/m3),PM2.5 (ug/m3),CO (mg/m3),NH3 (ug/m3),NOx (ppb),Ozone (ug/m3),SO2 ()
2020-07-18 10:00:00,123.0,70.0,,36.02,10.5,5.08,6.68
2020-07-18 11:00:00,64.0,31.0,,35.8,9.5,9.77,6.62
2020-07-18 12:00:00,43.0,24.0,,35.7,13.7,16.4,6.75
2020-07-18 13:00:00,72.0,31.0,,41.25,9.0,31.2,4.55
2020-07-18 14:00:00,54.0,23.0,0.01,40.85,9.05,30.18,1.45
2020-07-18 15:00:00,61.0,35.0,,42.17,9.07,32.92,1.32
2020-07-18 16:00:00,64.0,31.0,,43.2,10.02,44.3,1.62
2020-07-18 17:00:00,85.0,35.0,,44.65,9.47,58.3,
2020-07-18 18:00:00,,,,39.35,9.08,23.18,1.02
2020-07-18 19:00:00,86.0,,,41.7,9.07,26.4,1.4
2020-07-18 20:00:00,83.0,33.0,,41.65,11.07,18.38,1.43
2020-07-18 21:00:00,97.0,36.0,,40.95,14.05,11.5,1.2
2020-07-18 22:00:00,116.0,46.0,0.9,40.08,13.93,6.95,1.9
2020-07-18 23:00:00,130.0,52.0,,39.18,13.6,2.7,1.67
2020-07-19 00:00:00,123.0,67.0,,38.38,14.43,4.15,0.45
2020-07-19 01:00:00,92.0,45.0,,38.62,12.85,4.97,3.05
2020-07-19 02:00:00,65.0,56.0,,37.62,12.43,0.7,3.7
2020-07-19 03:00:00,74.0,36.0,,43.7,7.5,13.15,
2020-07-19 04:00:00,43.0,24.0,,40.7,7.05,10.6,3.9
2020-07-19 05:00:00,,,,32.8,9.38,14.17,5.78
2020-07-19 06:00:00,,,,34.75,10.73,8.72,2.73
2020-07-19 07:00:00,65.0,39.0,6.4,35.4,6.8,24.62,3.35
2020-07-19 08:00:00,26.0,16.0,4.2,36.25,7.72,24.62,3.23
2020-07-19 09:00:00,26.0,18.0,,36.67,9.38,21.08,3.2
2020-07-19 10:00:00,24.0,14.0,,36.95,12.22,16.27,3.12
2020-07-19 11:00:00,31.0,14.0,,36.67,12.05,17.95,3.05
2020-07-19 12:00:00,32.5,22.0,,37.05,10.65,20.12,3.05
2020-07-19 13:00:00,40.0,25.0,,37.05,8.68,27.02,3.02
2020-07-19 14:00:00,52.0,17.0,,37.4,7.35,30.32,3.05
2020-07-19 15:00:00,25.0,20.0,,37.8,7.38,38.05,3.1
2020-07-19 16:00:00,35.0,18.0,3.1,38.62,7.78,38.78,3.25
2020-07-19 17:00:00,44.0,23.0,2.27,38.8,8.12,39.97,3.0
2020-07-19 18:00:00,53.0,23.0,2.08,38.92,7.1,40.02,
2020-07-19 19:00:00,55.0,25.0,2.52,38.38,10.35,31.85,
2020-07-19 20:00:00,43.0,24.0,1.9,37.33,11.55,21.82,2.9
2020-07-19 21:00:00,82.0,36.0,4.4,36.62,22.65,7.17,3.12
2020-07-19 22:00:00,114.0,50.0,5.5,35.75,21.38,2.42,3.42
2020-07-19 23:00:00,140.0,58.0,4.85,35.45,26.43,0.65,3.55
2020-07-20 00:00:00,139.0,57.0,6.55,35.2,28.18,5.6,4.12
2020-07-20 01:00:00,142.0,64.0,2.75,35.03,7.12,24.32,3.3
2020-07-20 02:00:00,24.5,11.0,0.3,33.3,7.5,25.4,3.75
2020-07-20 03:00:00,25.75,8.0,,38.9,7.1,32.67,3.3
2020-07-20 04:00:00,26.25,13.0,,36.33,7.75,32.33,3.65
2020-07-20 05:00:00,30.0,14.0,,32.38,7.22,31.77,3.32
2020-07-20 06:00:00,30.75,18.0,,31.5,7.5,32.05,3.25
2020-07-20 07:00:00,36.75,18.0,,31.82,9.55,26.27,3.42
2020-07-20 08:00:00,46.5,17.0,5.5,32.22,9.32,27.8,3.7
2020-07-20 09:00:00,42.0,22.0,,32.75,10.85,32.55,3.9
2020-07-20 10:00:00,43.0,22.0,,32.72,9.75,38.45,4.05
2020-07-20 11:00:00,52.0,20.0,,33.08,9.9,35.62,4.08
2020-07-20 12:00:00,47.0,17.0,2.83,32.83,8.98,45.0,3.92
2020-07-20 13:00:00,42.0,19.0,2.08,33.3,8.35,53.73,3.72
2020-07-20 14:00:00,35.0,17.0,3.15,33.22,7.62,53.33,3.7
2020-07-20 15:00:00,30.0,13.0,4.38,33.65,8.7,59.98,3.77
2020-07-20 16:00:00,47.0,23.0,,34.17,8.43,63.27,3.33
2020-07-20 17:00:00,57.0,23.0,,33.6,7.1,59.0,3.55
2020-07-20 18:00:00,51.0,20.0,,33.42,6.88,54.0,3.47
2020-07-20 19:00:00,40.0,16.0,,33.4,7.43,53.45,3.4
2020-07-20 20:00:00,54.0,24.0,,32.88,11.97,29.43,3.6
2020-07-20 21:00:00,71.0,24.0,,32.67,23.95,5.97,3.93
2020-07-20 22:00:00,118.0,41.0,4.51,32.92,43.95,2.47,4.5
2020-07-20 23:00:00,181.0,53.0,,32.9,36.62,10.53,3.9
2020-07-21 00:00:00,135.0,52.0,2.6,32.7,15.85,24.23,3.75
2020-07-21 01:00:00,63.0,39.0,,32.48,7.25,41.88,4.07
2020-07-21 02:00:00,20.0,9.0,,31.1,5.3,41.15,4.03
2020-07-21 03:00:00,20.0,7.0,,37.8,7.8,41.1,4.3
2020-07-21 04:00:00,26.0,16.0,,34.2,7.57,37.1,3.73
2020-07-21 05:00:00,33.0,20.0,,30.5,8.22,29.55,3.8
2020-07-21 06:00:00,30.0,16.0,,29.88,8.97,30.05,3.7
2020-07-21 07:00:00,44.0,25.0,,29.58,9.07,25.55,3.6
2020-07-21 08:00:00,51.0,31.0,,30.45,10.88,24.15,4.12
2020-07-21 09:00:00,53.0,38.0,,30.98,13.0,25.73,3.88
2020-07-21 10:00:00,57.0,36.0,,31.57,16.55,31.3,3.6
2020-07-21 11:00:00,77.0,44.0,,32.12,17.28,48.27,3.77
2020-07-21 12:00:00,72.0,38.0,,32.45,13.35,58.48,3.8
2020-07-21 13:00:00,68.0,29.0,,32.2,12.75,52.95,3.98
2020-07-21 14:00:00,90.0,36.0,,32.42,10.3,37.33,3.8
2020-07-21 15:00:00,52.0,25.0,,31.65,9.45,37.8,3.7
2020-07-21 16:00:00,,,2.0,35.05,12.53,,4.35
2020-07-21 17:00:00,40.0,29.0,1.5,53.65,11.73,,3.7
2020-07-21 18:00:00,27.0,17.0,0.1,40.85,10.68,,3.4
2020-07-21 19:00:00,30.0,9.0,2.58,30.68,10.1,4.3,3.55
2020-07-21 20:00:00,43.0,16.0,2.43,28.43,9.8,11.15,3.45
2020-07-21 21:00:00,35.0,18.0,1.4,27.1,16.18,6.67,3.95
2020-07-21 22:00:00,65.0,31.0,8.45,27.15,28.1,2.38,4.22
2020-07-21 23:00:00,88.0,41.0,0.01,28.2,23.1,6.48,4.5
2020-07-22 00:00:00,65.0,30.0,0.01,28.85,19.23,4.58,4.95
2020-07-22 01:00:00,66.0,35.0,,29.7,20.48,1.2,4.53
2020-07-22 02:00:00,74.0,36.0,1.95,29.35,19.68,0.8,4.3
2020-07-22 03:00:00,69.0,39.0,,34.8,13.3,4.82,3.2
2020-07-22 04:00:00,55.0,36.0,,32.73,12.02,6.3,4.15
2020-07-22 05:00:00,48.0,33.0,3.7,29.68,15.97,9.3,4.5
2020-07-22 06:00:00,65.0,38.0,,29.1,19.57,5.38,4.9
2020-07-22 07:00:00,71.0,45.0,,29.08,13.7,2.77,4.52
2020-07-22 08:00:00,60.0,40.0,,29.15,12.38,4.47,4.62
2020-07-22 09:00:00,68.0,48.0,,29.57,14.02,6.03,5.5
2020-07-22 10:00:00,82.0,47.0,,30.27,16.05,7.17,5.65
2020-07-22 11:00:00,108.0,56.0,,30.45,14.57,8.05,5.05
2020-07-22 12:00:00,97.0,57.0,,29.7,15.2,6.5,5.3
2020-07-22 13:00:00,42.0,36.0,,25.95,12.03,,5.78
2020-07-22 14:00:00,39.0,32.75,,29.75,9.05,,5.75
2020-07-22 15:00:00,29.25,21.5,,29.65,8.12,,6.57
2020-07-22 16:00:00,29.5,18.25,,30.42,8.07,,6.65
2020-07-22 17:00:00,40.5,22.5,,30.62,9.65,,6.88
2020-07-22 18:00:00,45.75,22.5,,30.2,8.72,,8.1
2020-07-22 19:00:00,33.0,17.5,,29.5,10.35,,8.05
2020-07-22 20:00:00,42.0,16.0,6.38,28.8,11.4,,7.52
2020-07-22 21:00:00,47.0,19.0,,28.33,13.43,,8.18
2020-07-22 22:00:00,63.0,25.0,6.3,28.47,18.6,,7.55
2020-07-22 23:00:00,66.0,28.0,6.62,28.65,21.7,,5.72
2020-07-23 00:00:00,74.0,39.0,3.5,28.48,35.58,,5.32
2020-07-23 01:00:00,66.0,34.0,3.28,28.45,14.82,,2.28
2020-07-23 02:00:00,61.0,25.0,2.97,27.32,14.38,,3.6
2020-07-23 03:00:00,53.0,30.0,,33.1,16.3,,1.9
2020-07-23 04:00:00,59.0,31.0,5.9,31.37,15.25,,1.18
2020-07-23 05:00:00,53.0,31.0,1.85,27.62,15.18,,1.15
2020-07-23 06:00:00,55.0,30.0,4.9,26.98,24.65,,1.3
2020-07-23 07:00:00,63.0,38.0,6.67,26.9,20.45,,0.7
2020-07-23 08:00:00,59.0,35.0,8.55,27.57,18.85,,
2020-07-23 09:00:00,88.0,55.0,6.8,27.7,17.48,,
2020-07-23 10:00:00,60.0,38.0,,28.32,11.1,,0.25
2020-07-23 11:00:00,57.0,33.0,,29.58,9.52,,0.68
2020-07-23 12:00:00,75.0,40.0,1.85,30.85,9.4,,0.38
2020-07-23 13:00:00,71.0,41.0,0.95,30.73,7.62,,0.35
2020-07-23 14:00:00,41.0,28.0,3.53,31.88,7.03,,0.7
2020-07-23 15:00:00,55.0,28.0,4.5,30.65,7.25,23.15,0.68
2020-07-23 16:00:00,61.5,33.0,3.9,30.8,7.3,43.85,3.2
2020-07-23 17:00:00,59.0,30.0,3.62,31.62,7.75,48.67,4.05
2020-07-23 18:00:00,74.0,35.0,1.93,31.88,8.0,48.2,3.83
2020-07-23 19:00:00,93.0,40.0,3.45,31.33,10.35,38.03,4.08
2020-07-23 20:00:00,131.75,38.0,4.3,31.27,22.05,23.25,4.08
2020-07-23 21:00:00,194.25,57.0,,32.03,35.1,2.8,4.15
2020-07-23 22:00:00,231.0,63.0,0.01,32.5,28.55,1.3,4.42
2020-07-23 23:00:00,209.0,68.0,1.2,32.48,41.78,,4.7
2020-07-24 00:00:00,241.5,94.0,1.5,32.35,39.5,26.6,4.97
2020-07-24 01:00:00,207.0,72.0,5.1,32.7,25.42,37.23,7.05
2020-07-24 02:00:00,184.5,81.0,6.85,31.7,18.8,5.6,7.5
2020-07-24 03:00:00,141.0,81.0,6.8,38.5,13.3,6.47,7.2
2020-07-24 04:00:00,141.0,78.0,4.3,35.05,12.68,3.4,7.28
2020-07-24 05:00:00,132.0,77.0,0.01,31.1,12.4,2.42,7.75
2020-07-24 06:00:00,117.0,67.0,8.65,29.7,11.78,2.6,7.45
2020-07-24 07:00:00,104.25,52.0,7.42,30.05,10.8,4.6,7.47
2020-07-24 08:00:00,97.25,52.0,5.8,29.55,10.82,3.65,7.1
2020-07-24 09:00:00,118.75,58.0,6.67,30.2,13.62,8.43,7.3
2020-07-24 10:00:00,140.0,73.0,5.88,31.45,15.65,22.65,7.22
2020-07-24 11:00:00,118.25,63.0,2.41,32.07,11.97,43.45,6.65
2020-07-24 12:00:00,102.25,44.0,5.9,33.08,10.4,58.08,6.52
2020-07-24 13:00:00,115.0,50.0,5.75,33.8,10.38,70.25,6.55
2020-07-24 14:00:00,114.0,53.0,4.61,34.27,9.7,75.42,6.17
2020-07-24 15:00:00,116.0,44.0,7.9,34.3,9.0,62.7,5.97
2020-07-24 16:00:00,134.0,44.0,7.82,34.23,9.07,62.38,6.18
2020-07-24 17:00:00,131.0,41.0,5.83,33.62,9.57,55.73,6.12
2020-07-24 18:00:00,126.0,29.0,5.42,32.98,8.57,52.33,5.97
2020-07-24 19:00:00,134.0,42.0,7.03,31.3,10.18,40.23,6.53
2020-07-24 20:00:00,91.0,36.0,7.5,30.18,10.68,42.6,6.9
2020-07-24 21:00:00,75.0,29.0,5.8,29.83,11.82,30.55,7.6
2020-07-24 22:00:00,54.0,31.0,4.2,29.38,13.7,21.32,7.53
2020-07-24 23:00:00,70.0,48.0,7.88,28.73,17.52,9.6,7.3
2020-07-25 00:00:00,77.0,46.0,6.4,28.62,14.2,7.62,7.22
2020-07-25 01:00:00,80.0,38.0,,28.3,12.58,6.93,7.75
2020-07-25 02:00:00,75.0,40.0,,27.9,10.15,5.4,7.88
2020-07-25 03:00:00,66.0,27.0,,34.2,10.1,7.0,7.6
2020-07-25 04:00:00,57.0,36.0,,31.75,10.38,2.45,8.1
2020-07-25 05:00:00,58.0,34.0,,28.25,12.0,2.15,7.83
2020-07-25 06:00:00,75.0,41.0,,26.8,11.4,2.45,7.95
2020-07-25 07:00:00,61.0,36.0,,27.45,12.53,7.0,8.12
2020-07-25 08:00:00,66.0,36.0,,27.32,12.28,3.33,8.18
2020-07-25 09:00:00,70.0,42.0,,28.27,11.88,7.83,8.12
2020-07-25 10:00:00,88.0,53.0,1.45,29.65,11.78,15.1,8.2
2020-07-25 11:00:00,107.0,66.0,,31.07,10.62,19.38,7.03
2020-07-25 12:00:00,104.0,59.0,0.5,31.78,8.95,24.47,6.88
2020-07-25 13:00:00,96.0,55.0,5.2,32.42,8.07,39.17,6.97
2020-07-25 14:00:00,96.0,51.0,6.9,32.58,7.62,43.0,6.92
2020-07-25 15:00:00,81.0,39.0,1.95,32.42,7.47,38.77,7.22
2020-07-25 16:00:00,75.0,30.0,3.7,31.75,8.0,33.15,7.22
2020-07-25 17:00:00,61.0,22.0,4.3,31.23,7.65,29.33,7.53
2020-07-25 18:00:00,64.0,19.0,2.75,30.48,7.38,27.88,7.53
2020-07-25 19:00:00,69.0,22.0,4.78,29.05,7.95,16.38,7.5
2020-07-25 20:00:00,85.0,30.5,7.2,28.05,10.9,16.92,7.85
2020-07-25 21:00:00,116.5,39.75,3.7,28.4,12.67,10.25,7.72
2020-07-25 22:00:00,116.25,43.75,3.3,28.0,18.42,2.8,8.12
2020-07-25 23:00:00,102.25,39.75,0.9,27.77,16.1,2.92,8.5
2020-07-26 00:00:00,95.75,37.0,1.1,28.1,15.5,2.92,8.5
2020-07-26 01:00:00,79.75,33.25,,27.73,17.4,19.15,8.05
2020-07-26 02:00:00,99.75,44.0,,27.73,15.55,6.9,7.95
2020-07-26 03:00:00,110.5,59.5,,33.9,13.3,4.7,7.3
2020-07-26 04:00:00,114.0,67.25,,31.23,13.9,2.48,7.5
2020-07-26 05:00:00,99.5,57.25,,27.85,15.15,0.75,8.2
2020-07-26 06:00:00,89.75,51.75,,27.4,13.12,3.05,8.93
2020-07-26 07:00:00,93.75,53.5,,27.05,14.5,0.5,8.18
2020-07-26 08:00:00,133.0,68.0,,27.12,19.95,10.05,8.32
2020-07-26 09:00:00,135.25,75.5,0.85,27.57,11.2,10.0,8.35
2020-07-26 10:00:00,83.5,37.75,,28.12,12.45,30.65,8.12
2020-07-26 11:00:00,94.5,46.0,,29.4,10.38,51.75,7.62
2020-07-26 12:00:00,86.0,44.0,0.1,30.48,8.57,65.85,7.28
2020-07-26 13:00:00,83.75,37.5,,30.12,7.85,78.32,7.3
2020-07-26 14:00:00,93.25,40.0,,30.48,8.7,85.97,7.0
2020-07-26 15:00:00,110.5,51.0,3.0,30.33,9.68,85.32,7.5
2020-07-26 16:00:00,96.25,46.25,,29.88,9.75,67.35,7.65
2020-07-26 17:00:00,92.5,41.0,,29.8,11.05,65.8,8.12
2020-07-26 18:00:00,93.25,41.0,4.3,29.6,9.8,76.1,8.22
2020-07-26 19:00:00,111.25,42.75,3.7,28.23,9.9,62.72,8.2
2020-07-26 20:00:00,126.75,50.75,1.3,27.58,11.43,53.35,7.8
2020-07-26 21:00:00,169.0,60.75,1.5,27.8,13.88,37.45,7.42
2020-07-26 22:00:00,224.25,71.5,0.6,27.77,17.12,10.88,8.1
2020-07-26 23:00:00,232.75,84.75,,27.32,19.02,7.03,7.85
2020-07-27 00:00:00,190.25,78.5,0.01,27.52,18.52,18.2,8.25
2020-07-27 01:00:00,184.5,92.25,,27.6,26.95,15.12,7.47
2020-07-27 02:00:00,188.75,98.75,,26.65,34.75,7.1,7.55
2020-07-27 03:00:00,172.0,85.0,,31.5,16.9,7.78,7.1
2020-07-27 04:00:00,157.5,76.75,,30.45,35.2,2.45,7.2
2020-07-27 05:00:00,172.25,86.75,,27.15,27.48,2.03,7.12
2020-07-27 06:00:00,153.0,81.75,,26.65,14.32,9.18,6.95
2020-07-27 07:00:00,135.0,77.25,,26.12,13.47,4.25,6.78
2020-07-27 08:00:00,126.0,73.0,,26.32,14.53,5.05,6.78
2020-07-27 09:00:00,115.0,59.0,,26.93,10.3,13.6,7.55
2020-07-27 10:00:00,84.5,35.25,,28.2,9.43,18.57,7.42
2020-07-27 11:00:00,94.75,34.5,,28.77,8.72,21.67,7.32
2020-07-27 12:00:00,109.0,28.5,,28.73,8.1,28.5,6.12
2020-07-27 13:00:00,124.75,19.25,,29.62,7.9,33.38,6.9
2020-07-27 14:00:00,108.5,8.75,,28.8,7.67,30.2,6.68
2020-07-27 15:00:00,78.75,19.5,,27.15,7.82,33.27,6.75
2020-07-27 16:00:00,75.5,19.0,,27.42,8.3,40.15,7.22
2020-07-27 17:00:00,79.75,22.0,,29.02,8.4,42.0,7.32
2020-07-27 18:00:00,87.25,22.25,,29.82,8.85,41.65,6.65
2020-07-27 19:00:00,91.25,24.25,,30.15,11.27,34.12,6.7
2020-07-27 20:00:00,110.75,29.75,,30.18,20.7,23.75,6.55
2020-07-27 21:00:00,113.0,36.25,,29.45,32.9,13.57,6.52
2020-07-27 22:00:00,105.5,37.25,,30.45,12.67,19.95,7.15
2020-07-27 23:00:00,80.25,29.5,,30.25,11.1,12.62,7.35
2020-07-28 00:00:00,75.5,31.5,,30.27,12.05,8.18,6.33
2020-07-28 01:00:00,81.5,35.75,1.48,30.2,10.85,7.55,6.58
2020-07-28 02:00:00,66.75,39.0,1.82,29.82,10.97,5.1,6.83
2020-07-28 03:00:00,62.25,25.25,2.1,36.4,15.6,4.82,6.7
2020-07-28 04:00:00,62.5,29.25,2.35,31.95,14.38,0.7,7.75
2020-07-28 05:00:00,71.25,29.75,1.3,28.8,16.05,1.05,7.35
2020-07-28 06:00:00,74.75,30.25,1.83,27.95,14.75,2.17,6.97
2020-07-28 07:00:00,73.0,32.75,4.32,28.45,15.45,2.35,6.45
2020-07-28 08:00:00,69.75,29.25,4.45,29.0,14.38,4.72,7.33
2020-07-28 09:00:00,70.5,28.75,3.1,30.05,12.45,9.3,6.78
2020-07-28 10:00:00,77.5,23.75,3.3,31.35,9.75,14.7,6.1
2020-07-28 11:00:00,83.5,20.0,2.92,31.9,11.22,18.25,6.53
2020-07-28 12:00:00,81.75,19.5,2.83,32.4,10.2,21.4,6.6
2020-07-28 13:00:00,90.75,18.5,3.48,32.45,9.07,21.68,6.6
2020-07-28 14:00:00,96.5,20.75,3.53,31.23,8.0,28.53,6.45
2020-07-28 15:00:00,104.75,23.5,3.02,30.12,7.85,35.6,6.38
2020-07-28 16:00:00,99.0,24.75,3.02,29.43,7.52,40.25,6.25
2020-07-28 17:00:00,102.75,25.25,1.73,28.9,7.67,41.38,6.47
2020-07-28 18:00:00,104.5,29.0,1.72,28.95,8.35,40.62,6.78
2020-07-28 19:00:00,106.25,27.75,1.35,28.38,9.38,36.73,6.58
2020-07-28 20:00:00,119.25,25.25,2.0,28.68,12.5,30.95,6.92
2020-07-28 21:00:00,143.25,32.75,2.02,27.93,23.57,11.8,7.75
2020-07-28 22:00:00,190.5,43.25,1.8,27.57,23.25,4.2,8.5
2020-07-28 23:00:00,199.75,41.0,2.6,27.62,24.23,6.55,7.78
2020-07-29 00:00:00,181.0,42.25,2.47,28.0,31.68,3.73,7.6
2020-07-29 01:00:00,154.75,44.25,0.68,27.7,17.9,5.15,7.12
2020-07-29 02:00:00,115.5,34.25,0.1,27.25,9.05,20.65,7.28
2020-07-29 03:00:00,69.75,20.75,0.2,32.1,9.7,44.98,6.5
2020-07-29 04:00:00,66.0,22.0,0.6,29.5,12.55,13.4,7.45
2020-07-29 05:00:00,76.25,20.25,0.3,26.25,17.02,8.3,7.42
2020-07-29 06:00:00,82.0,24.0,0.4,26.2,17.12,7.62,6.9
2020-07-29 07:00:00,93.5,25.5,0.15,26.03,17.5,3.05,7.28
2020-07-29 08:00:00,113.75,31.5,0.95,27.0,18.98,6.15,6.8
2020-07-29 09:00:00,121.75,35.5,0.6,27.73,18.83,6.2,6.1
2020-07-29 10:00:00,107.5,32.5,0.62,28.65,13.17,8.0,5.83
2020-07-29 11:00:00,100.25,26.5,0.35,29.45,9.05,17.38,5.53
2020-07-29 12:00:00,122.25,23.25,0.7,29.58,7.47,19.35,5.75
2020-07-29 13:00:00,138.5,26.25,0.2,29.7,7.02,23.58,5.75
2020-07-29 14:00:00,159.25,24.75,0.5,29.62,7.12,28.23,5.97
2020-07-29 15:00:00,165.75,27.25,0.45,29.18,7.6,35.83,5.35
2020-07-29 16:00:00,169.5,29.75,0.4,29.1,11.93,42.1,5.4
2020-07-29 17:00:00,143.0,31.75,0.9,28.48,9.6,42.33,5.4
2020-07-29 18:00:00,109.25,22.5,0.42,27.55,12.62,34.95,5.67
2020-07-29 19:00:00,119.0,26.5,0.5,26.1,14.33,37.35,7.25
2020-07-29 20:00:00,92.75,32.5,0.25,25.0,17.62,17.8,7.58
2020-07-29 21:00:00,64.5,27.75,0.75,25.05,18.23,9.85,6.78
2020-07-29 22:00:00,55.25,26.5,0.53,25.52,22.05,5.25,6.88
2020-07-29 23:00:00,62.75,25.75,0.6,25.35,20.77,4.65,6.7
2020-07-30 00:00:00,74.75,28.0,0.55,25.15,23.05,2.6,7.75
2020-07-30 01:00:00,80.25,31.0,0.25,25.5,22.17,7.03,7.93
2020-07-30 02:00:00,98.25,45.5,0.2,25.15,29.3,13.55,8.18
2020-07-30 03:00:00,108.75,53.75,,30.8,11.1,9.57,7.5
2020-07-30 04:00:00,62.25,28.5,,28.82,10.05,8.93,7.17
2020-07-30 05:00:00,48.5,26.25,,26.0,8.98,8.45,7.15
2020-07-30 06:00:00,40.75,24.0,,25.27,9.07,10.1,6.67
2020-07-30 07:00:00,39.5,22.5,,24.5,9.5,8.1,8.35
2020-07-30 08:00:00,40.0,19.75,0.6,24.9,11.18,11.8,8.15
2020-07-30 09:00:00,47.25,25.0,1.8,25.43,11.57,16.3,7.35
2020-07-30 10:00:00,52.5,23.5,0.82,25.7,12.53,19.9,6.92
2020-07-30 11:00:00,50.25,16.25,0.7,26.35,9.43,23.17,6.57
2020-07-30 12:00:00,29.75,8.0,1.33,26.6,7.6,28.65,6.6
2020-07-30 13:00:00,28.5,7.5,1.85,26.9,7.52,30.05,7.18
2020-07-30 14:00:00,25.0,6.25,2.73,26.45,7.58,32.17,6.95
2020-07-30 15:00:00,22.5,8.25,3.08,26.3,8.23,40.88,6.8
2020-07-30 16:00:00,35.5,12.25,1.78,26.83,8.2,44.0,6.35
2020-07-30 17:00:00,45.75,13.25,2.02,27.3,8.6,43.58,6.88
2020-07-30 18:00:00,60.75,17.25,2.4,26.95,12.3,41.65,6.6
2020-07-30 19:00:00,75.25,26.0,1.82,26.15,9.5,37.32,7.22
2020-07-30 20:00:00,67.75,25.75,1.25,25.97,11.32,25.45,6.4
2020-07-30 21:00:00,98.25,33.0,3.73,25.2,16.38,10.82,6.68
2020-07-30 22:00:00,99.0,31.0,1.73,25.2,13.9,9.85,7.0
2020-07-30 23:00:00,95.75,34.25,0.6,24.82,14.75,3.73,7.47
2020-07-31 00:00:00,106.5,34.75,0.38,24.45,14.88,1.77,7.35
2020-07-31 01:00:00,87.25,36.0,0.95,24.33,14.58,1.93,6.95
2020-07-31 02:00:00,88.0,42.5,1.05,23.85,14.88,2.6,6.75
2020-07-31 03:00:00,91.75,45.75,0.9,29.6,18.1,2.92,5.3
2020-07-31 04:00:00,111.25,56.25,0.93,27.02,20.17,4.0,5.97
2020-07-31 05:00:00,134.5,70.75,0.55,24.62,22.2,2.88,6.28
2020-07-31 06:00:00,129.0,65.5,1.45,24.65,24.92,5.8,5.58
2020-07-31 07:00:00,117.25,58.75,0.93,23.95,18.55,0.82,5.62
2020-07-31 08:00:00,86.25,50.0,0.98,24.3,13.3,2.48,5.38
2020-07-31 09:00:00,70.5,43.5,0.3,24.6,13.32,3.67,5.05
2020-07-31 10:00:00,67.0,43.0,0.6,25.32,10.28,10.48,4.98
2020-07-31 11:00:00,73.25,48.25,0.1,26.08,9.43,24.92,4.47
2020-07-31 12:00:00,81.5,54.0,,26.8,8.62,40.92,4.3
2020-07-31 13:00:00,76.5,47.25,0.1,27.32,8.23,48.47,4.17
2020-07-31 14:00:00,75.25,35.75,0.35,27.45,8.55,54.6,4.12
2020-07-31 15:00:00,71.25,32.5,,27.2,7.55,49.47,4.65
2020-07-31 16:00:00,63.0,27.5,0.1,27.1,7.78,53.1,4.25
2020-07-31 17:00:00,93.75,39.0,,26.9,11.93,70.38,4.07
2020-07-31 18:00:00,133.25,51.0,0.3,26.45,12.75,71.78,4.07
2020-07-31 19:00:00,136.75,51.5,0.4,25.4,15.65,62.5,4.45
2020-07-31 20:00:00,134.25,52.25,0.1,25.23,19.2,32.85,3.92
2020-07-31 21:00:00,125.75,47.0,0.5,24.3,19.12,16.77,4.62
2020-07-31 22:00:00,116.75,38.75,1.53,24.07,20.85,9.23,5.38
2020-07-31 23:00:00,114.0,39.5,1.1,23.67,19.5,7.4,5.8
2020-08-01 00:00:00,95.5,33.0,1.3,23.52,15.23,8.5,6.42
2020-08-01 01:00:00,81.25,27.0,0.8,23.62,14.7,9.8,7.0
2020-08-01 02:00:00,73.25,26.25,2.2,23.27,10.53,32.05,7.1
2020-08-01 03:00:00,83.0,24.0,,,,33.6,
2020-08-01 04:00:00,83.0,24.0,,19.3,6.4,19.3,8.8
2020-08-01 05:00:00,,,,20.5,8.9,26.52,8.82
2020-08-01 06:00:00,61.0,41.0,3.86,24.0,12.97,51.1,7.05
2020-08-01 07:00:00,59.0,33.0,5.45,24.0,15.15,7.7,4.72
2020-08-01 08:00:00,53.0,33.0,6.03,23.85,17.77,8.62,6.3
2020-08-01 09:00:00,76.0,46.0,8.18,24.35,11.1,8.0,5.92
2020-08-01 10:00:00,54.0,31.0,7.4,24.57,10.38,16.27,5.78
2020-08-01 11:00:00,79.0,42.0,7.2,24.77,13.72,38.95,5.57
2020-08-01 12:00:00,103.0,51.0,5.1,25.5,11.85,74.7,5.4
2020-08-01 13:00:00,110.0,62.0,7.1,26.45,10.72,92.42,4.68
2020-08-01 14:00:00,123.0,58.0,7.4,26.82,8.88,64.05,4.53
2020-08-01 15:00:00,104.0,35.0,1.88,26.6,8.07,67.33,5.53
2020-08-01 16:00:00,93.0,40.0,7.42,25.95,7.4,31.57,5.03
2020-08-01 17:00:00,81.0,28.0,5.65,24.35,8.57,17.32,5.58
2020-08-01 18:00:00,59.0,30.0,6.05,24.3,8.75,23.17,5.32
2020-08-01 19:00:00,58.0,31.0,6.42,23.93,10.25,24.55,5.17
2020-08-01 20:00:00,66.0,29.0,5.73,23.7,13.47,12.7,5.67
2020-08-01 21:00:00,74.0,30.0,7.18,23.25,17.32,8.72,5.6
2020-08-01 22:00:00,72.0,30.0,6.7,22.77,13.05,10.95,5.5
2020-08-01 23:00:00,85.0,36.0,3.81,22.85,12.22,9.15,5.77
2020-08-02 00:00:00,88.0,28.0,9.6,22.62,9.8,11.88,5.9
2020-08-02 01:00:00,55.0,27.0,0.7,22.68,9.8,8.32,6.42
2020-08-02 02:00:00,68.0,30.0,,22.15,11.65,6.8,6.93
