Datetime,PM10 (ug/m3),PM2.5 (ug/m3),CO (mg/m3),NH3 (ug/m3),NOx (ppb),Ozone (ug/m3),SO2 ()
2019-10-31 01:00:00,522.5,354.25,0.75,54.2,156.27,5.78,10.18
2019-10-31 02:00:00,456.25,330.0,0.57,58.85,81.95,,11.75
2019-10-31 03:00:00,439.5,325.75,,51.7,85.5,11.5,11.1
2019-10-31 04:00:00,438.5,320.75,0.67,46.42,108.25,7.0,12.03
2019-10-31 05:00:00,451.75,317.75,0.53,40.7,90.25,6.0,11.47
2019-10-31 06:00:00,440.25,322.75,0.5,37.98,104.62,5.73,10.45
2019-10-31 07:00:00,468.5,337.5,0.65,41.38,117.4,5.95,9.45
2019-10-31 08:00:00,483.75,354.25,0.83,45.0,132.6,6.05,10.12
2019-10-31 09:00:00,499.0,353.75,1.02,47.5,149.65,7.4,13.82
2019-10-31 10:00:00,618.25,393.5,0.93,51.12,72.9,18.05,17.65
2019-10-31 11:00:00,732.25,458.25,1.15,50.65,66.72,30.23,17.65
2019-10-31 12:00:00,739.25,514.0,0.9,50.33,42.15,57.0,16.62
2019-10-31 13:00:00,699.0,552.25,1.0,53.55,42.02,87.3,15.88
2019-10-31 14:00:00,718.5,561.5,0.68,50.38,38.15,126.27,16.23
2019-10-31 15:00:00,665.5,513.75,0.6,52.15,35.23,131.95,15.43
2019-10-31 16:00:00,668.5,494.25,,54.55,37.48,120.8,16.35
2019-10-31 17:00:00,623.5,445.25,0.12,53.95,54.9,72.5,14.32
2019-10-31 18:00:00,626.25,443.75,0.6,55.85,91.0,28.93,12.9
2019-10-31 19:00:00,694.75,465.75,1.2,52.2,150.7,8.45,13.43
2019-10-31 20:00:00,754.0,505.0,1.25,51.43,142.93,7.35,14.62
2019-10-31 21:00:00,752.25,527.25,1.38,55.2,124.45,12.8,16.38
2019-10-31 22:00:00,739.75,530.25,0.75,52.5,82.6,19.83,18.23
2019-10-31 23:00:00,714.25,533.0,0.95,55.38,86.97,16.1,21.05
2019-11-01 00:00:00,702.75,548.5,0.7,59.65,77.42,19.15,19.85
2019-11-01 01:00:00,700.75,556.25,0.47,58.8,59.62,21.77,15.6
2019-11-01 02:00:00,715.25,579.25,0.75,62.92,65.25,,13.07
2019-11-01 03:00:00,797.5,619.25,1.2,62.7,102.3,13.18,10.6
2019-11-01 04:00:00,866.25,690.5,1.08,56.38,83.2,7.02,11.75
2019-11-01 05:00:00,824.0,656.25,0.95,51.72,81.72,6.2,13.2
2019-11-01 06:00:00,808.5,641.25,0.9,46.52,80.57,5.9,11.6
2019-11-01 07:00:00,764.25,610.75,1.05,48.5,80.75,7.7,9.88
2019-11-01 08:00:00,724.5,582.25,1.27,54.45,131.5,7.8,10.1
2019-11-01 09:00:00,666.0,589.0,0.85,55.95,104.78,8.65,11.17
2019-11-01 10:00:00,,,0.85,58.55,70.9,22.15,19.27
2019-11-01 11:00:00,,,0.4,53.02,37.85,83.65,18.65
2019-11-01 12:00:00,,,0.28,49.7,37.72,146.07,19.2
2019-11-01 13:00:00,,,0.2,47.8,43.33,175.15,19.75
2019-11-01 14:00:00,,,0.1,44.5,39.47,199.1,23.45
2019-11-01 15:00:00,,,,44.42,32.7,185.88,20.33
2019-11-01 16:00:00,,,,48.2,34.88,173.88,16.88
2019-11-01 17:00:00,,,,46.7,42.45,128.05,14.57
2019-11-01 18:00:00,,,,47.25,46.5,87.17,13.55
2019-11-01 19:00:00,,292.25,0.25,42.23,59.75,53.15,14.45
2019-11-01 20:00:00,,323.25,,38.67,45.83,58.4,14.85
2019-11-01 21:00:00,,227.25,,36.07,58.6,37.33,12.92
2019-11-01 22:00:00,,182.0,,36.05,66.03,20.0,12.1
2019-11-01 23:00:00,,191.25,,39.0,58.02,15.95,12.27
2019-11-02 00:00:00,,200.0,,42.03,43.8,19.3,11.55
2019-11-02 01:00:00,,217.0,,41.92,41.1,17.55,11.9
2019-11-02 02:00:00,,277.75,,46.23,36.0,18.5,11.9
2019-11-02 03:00:00,,277.25,,41.4,32.2,16.08,11.3
2019-11-02 04:00:00,,270.75,,37.35,32.5,10.28,11.02
2019-11-02 05:00:00,,270.75,,33.62,45.35,7.07,11.75
2019-11-02 06:00:00,,253.5,,32.27,77.67,4.9,11.55
2019-11-02 07:00:00,,266.25,,35.77,77.9,4.92,10.48
2019-11-02 08:00:00,,318.0,,41.75,62.0,4.9,11.0
2019-11-02 09:00:00,,318.0,3.5,47.73,88.85,2.2,12.35
2019-11-02 10:00:00,,364.0,0.82,57.9,66.38,9.35,13.6
2019-11-02 11:00:00,,384.25,,60.08,44.65,23.0,13.25
2019-11-02 12:00:00,,435.0,,56.4,39.6,58.62,18.57
2019-11-02 13:00:00,,406.75,,53.5,31.88,91.25,15.75
2019-11-02 14:00:00,517.0,400.25,,49.85,26.58,89.45,14.12
2019-11-02 15:00:00,529.0,378.75,2.2,50.65,28.65,81.05,10.85
2019-11-02 16:00:00,584.0,437.0,2.42,62.4,31.65,64.97,9.57
2019-11-02 17:00:00,673.0,516.75,2.83,70.53,34.9,47.2,8.57
2019-11-02 18:00:00,759.0,595.25,2.77,74.0,35.48,43.83,8.75
2019-11-02 19:00:00,699.0,554.75,2.73,66.78,34.82,32.08,8.85
2019-11-02 20:00:00,612.25,506.5,3.1,57.7,60.25,10.82,8.5
2019-11-02 21:00:00,632.25,523.5,3.02,55.03,49.0,7.95,8.12
2019-11-02 22:00:00,697.0,570.25,3.53,58.38,60.0,5.72,8.2
2019-11-02 23:00:00,813.75,668.0,3.55,61.42,57.35,5.85,7.8
2019-11-03 00:00:00,867.5,725.75,3.65,73.58,52.67,5.33,7.18
2019-11-03 01:00:00,888.75,750.75,3.7,78.3,54.4,5.03,7.7
2019-11-03 02:00:00,894.25,748.25,3.95,84.4,59.1,8.4,7.35
2019-11-03 03:00:00,976.0,784.5,4.1,82.1,49.0,6.38,8.1
2019-11-03 04:00:00,,808.75,4.18,72.85,46.95,5.5,7.78
2019-11-03 05:00:00,,828.75,4.18,64.7,42.42,5.05,8.25
2019-11-03 06:00:00,,831.5,4.0,60.85,36.73,5.95,8.4
2019-11-03 07:00:00,,862.25,3.77,56.97,35.62,6.47,7.47
2019-11-03 08:00:00,,850.25,3.82,64.62,47.23,6.2,6.8
2019-11-03 09:00:00,,903.0,4.03,72.15,49.62,6.1,6.83
2019-11-03 10:00:00,,987.0,4.15,78.47,50.9,8.55,6.95
2019-11-03 11:00:00,,991.0,3.9,73.85,41.58,13.3,7.55
2019-11-03 12:00:00,,970.5,3.65,63.05,41.0,18.07,7.83
2019-11-03 13:00:00,,915.75,3.6,58.17,35.55,23.43,8.18
2019-11-03 14:00:00,,941.25,3.55,56.0,42.88,25.88,8.45
2019-11-03 15:00:00,,959.75,3.42,53.15,41.92,32.6,7.35
2019-11-03 16:00:00,941.0,934.5,2.85,58.72,38.5,44.03,7.58
2019-11-03 17:00:00,783.0,691.75,1.38,59.92,33.75,57.9,7.55
2019-11-03 18:00:00,325.75,267.25,1.77,58.45,66.65,27.92,7.25
2019-11-03 19:00:00,417.25,299.75,2.38,52.65,112.65,7.22,8.93
2019-11-03 20:00:00,526.25,372.75,2.33,45.12,89.45,6.65,9.92
2019-11-03 21:00:00,473.25,356.5,2.12,37.27,75.15,6.58,9.53
2019-11-03 22:00:00,435.5,340.5,1.98,34.95,61.05,5.65,9.07
2019-11-03 23:00:00,399.75,319.25,2.05,34.25,71.22,3.9,8.2
2019-11-04 00:00:00,391.0,300.5,1.95,45.23,92.67,2.67,8.07
2019-11-04 01:00:00,358.75,279.0,1.62,53.83,58.58,1.27,7.7
2019-11-04 02:00:00,327.25,270.5,1.65,55.95,47.82,,7.85
2019-11-04 03:00:00,410.5,335.75,2.0,51.5,38.3,10.05,8.6
2019-11-04 04:00:00,511.25,420.0,2.1,47.5,40.2,5.93,9.45
2019-11-04 05:00:00,640.5,530.25,2.45,44.42,47.42,6.43,9.97
2019-11-04 06:00:00,752.0,626.75,2.6,42.83,46.8,6.2,9.85
2019-11-04 07:00:00,816.75,677.0,2.7,41.33,60.25,5.65,9.28
2019-11-04 08:00:00,804.0,667.0,2.83,46.6,65.85,6.15,9.05
2019-11-04 09:00:00,805.0,672.5,2.88,51.65,60.23,8.23,10.15
2019-11-04 10:00:00,781.25,677.0,2.38,50.98,40.23,20.02,11.75
2019-11-04 11:00:00,637.0,552.25,1.77,45.15,30.3,47.38,12.1
2019-11-04 12:00:00,408.25,327.0,1.2,35.73,21.45,81.92,12.38
2019-11-04 13:00:00,285.0,191.0,0.97,31.08,20.52,98.67,12.9
2019-11-04 14:00:00,241.25,140.5,0.9,29.38,18.68,113.35,12.1
2019-11-04 15:00:00,215.0,125.25,0.9,26.88,17.77,118.7,
2019-11-04 16:00:00,172.0,100.0,0.85,27.73,18.77,115.75,
2019-11-04 17:00:00,152.25,95.5,0.9,28.73,22.98,108.47,
2019-11-04 18:00:00,174.0,105.25,1.23,28.45,42.62,63.62,
2019-11-04 19:00:00,260.25,131.75,2.0,30.95,98.58,8.03,
2019-11-04 20:00:00,353.75,161.0,1.95,28.82,102.3,5.7,
2019-11-04 21:00:00,321.5,154.0,1.67,28.18,89.95,6.47,
2019-11-04 22:00:00,264.0,161.5,1.65,28.75,82.85,6.4,
2019-11-04 23:00:00,284.75,171.75,1.4,28.38,38.4,26.32,
2019-11-05 00:00:00,273.75,207.5,1.48,32.57,35.08,32.42,
2019-11-05 01:00:00,361.0,302.25,1.85,38.5,30.67,31.02,
2019-11-05 02:00:00,483.75,430.5,2.0,41.0,30.35,,
2019-11-05 03:00:00,523.75,464.25,2.1,40.9,33.1,18.45,
2019-11-05 04:00:00,540.5,473.5,2.1,37.95,30.0,15.0,
2019-11-05 05:00:00,553.25,486.0,2.2,35.7,29.12,14.88,
2019-11-05 06:00:00,566.75,497.25,2.3,33.03,32.03,11.02,
2019-11-05 07:00:00,559.0,479.25,2.32,28.9,53.48,6.85,
2019-11-05 08:00:00,540.0,446.75,2.15,29.0,44.5,10.45,
2019-11-05 09:00:00,473.25,394.5,2.0,30.85,39.35,24.48,
2019-11-05 10:00:00,387.75,318.25,1.6,30.62,28.67,64.1,
2019-11-05 11:00:00,277.0,204.25,1.25,29.57,21.27,91.75,
2019-11-05 12:00:00,201.0,126.75,1.23,26.38,18.35,106.72,
2019-11-05 13:00:00,177.0,111.25,1.1,24.35,16.62,120.5,
2019-11-05 14:00:00,159.75,87.5,1.0,22.12,15.0,126.25,
2019-11-05 15:00:00,137.25,66.75,1.02,20.73,15.18,131.65,
2019-11-05 16:00:00,142.0,64.75,0.83,22.88,17.55,140.48,
2019-11-05 17:00:00,138.0,71.75,0.83,24.3,22.98,129.32,
2019-11-05 18:00:00,145.75,77.0,1.0,24.43,39.3,83.35,
2019-11-05 19:00:00,163.0,84.75,1.35,26.88,61.55,42.28,
2019-11-05 20:00:00,212.0,111.5,1.73,24.95,90.95,21.7,
2019-11-05 21:00:00,268.75,127.25,2.02,24.75,137.97,5.8,
2019-11-05 22:00:00,314.25,144.75,1.95,23.78,125.78,5.78,
2019-11-05 23:00:00,312.5,158.75,2.12,22.6,154.7,5.78,
2019-11-06 00:00:00,375.75,193.25,1.93,26.07,125.57,5.83,
2019-11-06 01:00:00,361.25,218.75,1.8,29.55,104.5,5.8,
2019-11-06 02:00:00,325.75,219.75,1.68,29.65,87.72,,
2019-11-06 03:00:00,307.5,209.25,1.4,27.8,70.9,8.5,
2019-11-06 04:00:00,264.25,178.0,1.38,26.45,67.8,5.92,
2019-11-06 05:00:00,208.5,145.0,1.25,23.4,59.85,5.47,
2019-11-06 06:00:00,218.0,147.0,1.33,21.5,73.22,4.97,
2019-11-06 07:00:00,257.25,153.5,1.4,19.88,77.82,4.6,
2019-11-06 08:00:00,224.0,156.25,1.42,19.62,93.53,5.97,
2019-11-06 09:00:00,234.75,158.25,1.42,21.9,107.0,7.05,
2019-11-06 10:00:00,260.5,159.25,1.55,23.6,93.8,16.0,
2019-11-06 11:00:00,278.0,161.25,1.07,22.33,54.1,62.72,
2019-11-06 12:00:00,251.25,122.5,1.15,21.98,37.85,146.05,
2019-11-06 13:00:00,287.25,137.0,0.78,20.32,29.88,170.7,
2019-11-06 14:00:00,166.25,72.5,0.57,18.35,22.52,171.77,
2019-11-06 15:00:00,126.75,55.5,0.5,17.18,16.9,168.77,
2019-11-06 16:00:00,105.75,45.75,0.7,17.0,17.58,173.83,
2019-11-06 17:00:00,118.25,48.75,0.8,18.4,24.2,151.1,
2019-11-06 18:00:00,186.25,61.0,1.18,20.27,46.15,85.97,
2019-11-06 19:00:00,314.5,93.25,1.93,21.73,101.3,17.88,
2019-11-06 20:00:00,363.25,113.25,1.9,23.45,80.83,26.65,
2019-11-06 21:00:00,367.0,160.75,2.0,23.88,75.22,23.35,
2019-11-06 22:00:00,381.25,181.25,2.08,22.73,75.17,17.18,
2019-11-06 23:00:00,363.25,174.25,2.12,21.8,80.2,7.75,
2019-11-07 00:00:00,331.75,174.0,1.85,21.93,78.38,8.1,
2019-11-07 01:00:00,287.25,159.25,1.55,23.2,64.28,9.82,
2019-11-07 02:00:00,250.75,152.25,1.48,25.07,76.53,,
2019-11-07 03:00:00,231.75,150.25,1.4,29.9,65.5,11.32,
2019-11-07 04:00:00,231.0,142.75,1.52,27.98,76.08,8.07,
2019-11-07 05:00:00,300.0,178.25,1.85,26.88,100.17,7.97,
2019-11-07 06:00:00,345.0,197.0,1.62,26.62,77.67,7.1,
2019-11-07 07:00:00,348.75,202.25,1.55,24.95,58.1,5.97,
2019-11-07 08:00:00,362.75,221.75,1.65,25.2,63.27,7.62,
2019-11-07 09:00:00,371.25,232.25,1.57,27.05,62.55,12.95,
2019-11-07 10:00:00,382.0,241.5,1.6,29.88,58.2,15.85,
2019-11-07 11:00:00,416.75,275.5,1.52,33.58,51.05,22.0,
2019-11-07 12:00:00,419.5,276.25,1.6,35.6,56.9,12.38,11.45
2019-11-07 13:00:00,381.75,276.5,1.57,35.1,67.65,17.48,11.25
2019-11-07 14:00:00,365.25,253.5,1.52,35.12,77.67,73.15,12.38
2019-11-07 15:00:00,324.5,229.25,1.05,35.33,51.25,74.32,13.28
2019-11-07 16:00:00,266.75,189.5,1.5,36.12,47.88,83.18,13.02
2019-11-07 17:00:00,278.25,198.25,1.48,39.78,46.45,71.28,10.88
2019-11-07 18:00:00,272.0,204.0,1.4,39.05,46.83,68.15,10.1
2019-11-07 19:00:00,252.25,181.0,1.45,39.65,52.3,53.45,10.07
2019-11-07 20:00:00,261.75,179.75,1.6,38.33,53.92,35.73,10.6
2019-11-07 21:00:00,281.5,195.25,1.6,33.35,53.07,30.15,9.97
2019-11-07 22:00:00,291.25,202.0,1.75,31.18,53.03,18.3,10.1
2019-11-07 23:00:00,298.5,215.0,1.7,31.18,54.62,12.4,10.32
2019-11-08 00:00:00,299.0,224.75,1.5,33.35,66.95,6.58,8.93
2019-11-08 01:00:00,298.5,223.25,1.5,39.25,69.12,5.53,8.68
2019-11-08 02:00:00,307.0,237.5,1.5,42.08,72.5,7.8,9.3
2019-11-08 03:00:00,310.5,230.5,1.4,46.4,78.1,5.53,9.0
2019-11-08 04:00:00,300.5,216.25,1.32,34.55,54.85,8.38,10.1
2019-11-08 05:00:00,253.25,187.0,1.08,29.27,40.42,10.95,10.43
2019-11-08 06:00:00,212.75,158.0,1.02,26.73,50.7,5.97,11.65
2019-11-08 07:00:00,219.75,157.0,1.2,26.62,68.7,6.4,10.2
2019-11-08 08:00:00,267.75,174.5,1.4,28.27,97.55,7.55,10.43
2019-11-08 09:00:00,289.25,183.5,1.35,32.33,92.4,8.98,12.65
2019-11-08 10:00:00,305.75,188.5,1.35,34.78,87.6,16.25,16.48
2019-11-08 11:00:00,327.75,185.25,1.1,33.88,70.82,49.7,18.4
2019-11-08 12:00:00,288.75,169.75,1.07,31.38,59.12,101.9,15.35
2019-11-08 13:00:00,290.5,158.5,0.68,26.85,36.33,134.77,15.4
2019-11-08 14:00:00,196.5,128.75,0.62,25.0,32.02,151.07,15.35
2019-11-08 15:00:00,162.5,105.25,0.53,24.07,44.58,137.07,15.15
2019-11-08 16:00:00,166.0,98.5,1.0,24.07,32.5,145.0,12.8
2019-11-08 17:00:00,175.5,93.5,1.07,27.42,40.77,109.2,11.77
2019-11-08 18:00:00,203.0,96.75,1.33,29.48,61.02,60.88,10.65
2019-11-08 19:00:00,262.75,118.5,1.55,31.1,69.0,31.43,11.23
2019-11-08 20:00:00,305.25,150.5,1.65,32.92,52.9,44.6,15.38
2019-11-08 21:00:00,334.75,171.75,1.45,29.75,44.88,43.9,13.77
2019-11-08 22:00:00,278.75,151.25,1.45,27.8,44.92,34.38,12.47
2019-11-08 23:00:00,290.5,161.0,1.65,26.32,63.7,14.35,12.0
2019-11-09 00:00:00,306.5,182.75,1.68,26.55,95.55,4.82,11.15
2019-11-09 01:00:00,293.25,196.75,1.45,31.78,68.38,5.47,9.57
2019-11-09 02:00:00,292.5,215.0,1.4,34.58,49.4,,12.17
2019-11-09 03:00:00,328.25,261.25,1.6,39.8,44.3,14.15,10.4
2019-11-09 04:00:00,357.75,298.75,1.52,33.83,39.73,14.72,10.85
2019-11-09 05:00:00,322.0,262.25,1.52,27.67,35.73,10.73,10.2
2019-11-09 06:00:00,321.25,268.0,1.6,25.28,36.85,6.53,10.45
2019-11-09 07:00:00,360.5,307.25,1.6,23.67,40.85,5.17,11.05
2019-11-09 08:00:00,350.75,297.0,1.7,23.95,43.38,6.65,12.22
2019-11-09 09:00:00,342.75,285.5,1.48,,40.8,14.15,18.93
2019-11-09 10:00:00,286.75,244.5,1.15,,36.48,29.62,18.6
2019-11-09 11:00:00,211.0,171.0,0.88,,33.28,57.1,14.3
2019-11-09 12:00:00,125.0,81.0,0.75,34.05,32.33,73.7,12.4
2019-11-09 13:00:00,123.0,73.0,1.03,28.2,25.68,100.9,11.22
2019-11-09 14:00:00,110.0,53.0,1.15,25.77,24.82,110.95,10.22
2019-11-09 15:00:00,111.0,51.0,1.3,25.02,24.4,118.75,9.65
2019-11-09 16:00:00,117.0,46.0,0.82,23.58,25.52,126.67,8.65
2019-11-09 17:00:00,134.0,53.0,1.05,25.02,30.55,119.03,8.12
2019-11-09 18:00:00,146.0,64.0,1.28,26.38,41.52,80.85,9.48
2019-11-09 19:00:00,213.0,94.0,1.93,27.62,63.42,28.85,11.12
2019-11-09 20:00:00,306.0,157.0,2.77,30.55,73.22,10.42,17.83
2019-11-09 21:00:00,417.0,230.0,2.55,28.65,56.25,18.62,19.65
2019-11-09 22:00:00,387.0,263.0,2.18,26.27,47.78,21.77,17.85
2019-11-09 23:00:00,362.0,267.0,2.05,24.35,45.77,19.2,15.22
2019-11-10 00:00:00,312.0,219.0,1.9,23.95,33.5,40.88,18.8
2019-11-10 01:00:00,296.0,216.0,1.88,25.98,39.3,25.6,14.45
2019-11-10 02:00:00,278.0,223.0,2.15,29.08,36.62,32.4,16.98
2019-11-10 03:00:00,381.0,311.0,2.2,31.7,36.5,26.23,16.4
2019-11-10 04:00:00,393.0,327.0,2.23,28.67,36.52,19.12,16.6
2019-11-10 05:00:00,421.0,353.0,2.27,24.4,32.08,14.22,15.67
2019-11-10 06:00:00,429.0,362.0,2.35,22.45,32.95,10.97,16.98
2019-11-10 07:00:00,458.0,393.0,2.42,21.52,39.12,8.0,16.65
2019-11-10 08:00:00,480.0,395.0,2.62,21.1,48.9,8.2,16.88
2019-11-10 09:00:00,458.0,374.0,2.53,23.98,43.9,17.72,25.65
2019-11-10 10:00:00,448.0,359.0,2.27,,40.15,53.7,28.3
2019-11-10 11:00:00,373.0,272.0,2.18,,38.23,89.62,26.52
2019-11-10 12:00:00,320.0,232.0,1.93,,31.27,133.53,20.35
2019-11-10 13:00:00,262.0,188.0,1.75,,24.52,144.72,18.6
2019-11-10 14:00:00,191.0,135.0,1.67,,22.35,148.32,15.15
2019-11-10 15:00:00,169.0,106.0,1.62,,21.15,147.62,10.75
2019-11-10 16:00:00,150.0,80.0,0.88,,21.75,141.95,10.6
2019-11-10 17:00:00,152.0,89.0,1.0,,25.57,124.47,10.5
2019-11-10 18:00:00,177.0,88.0,1.4,,43.17,60.85,11.18
2019-11-10 19:00:00,291.0,151.0,1.75,,56.8,25.38,11.07
2019-11-10 20:00:00,353.0,175.0,1.9,24.8,62.73,14.12,10.95
2019-11-10 21:00:00,374.0,205.0,1.98,22.98,68.93,8.12,14.45
2019-11-10 22:00:00,392.0,217.0,1.8,23.75,48.12,18.0,15.38
2019-11-10 23:00:00,357.0,232.0,1.8,23.52,40.12,23.12,17.55
2019-11-11 00:00:00,469.0,359.0,1.57,22.4,40.93,24.35,23.9
2019-11-11 01:00:00,339.0,254.0,1.42,,34.17,33.77,19.1
2019-11-11 02:00:00,316.0,252.0,1.57,,27.45,,16.92
2019-11-11 03:00:00,370.0,300.0,1.6,27.2,26.2,54.2,13.3
2019-11-11 04:00:00,389.0,326.0,1.6,24.9,29.5,38.95,12.02
2019-11-11 05:00:00,392.0,329.0,1.6,22.55,29.9,19.7,11.85
2019-11-11 06:00:00,372.0,306.0,1.73,22.1,35.77,9.27,13.3
2019-11-11 07:00:00,432.0,329.0,2.03,20.93,55.75,6.5,14.72
2019-11-11 08:00:00,508.0,374.0,2.2,21.38,62.55,7.38,17.35
2019-11-11 09:00:00,569.0,411.0,2.27,,43.92,12.38,25.9
2019-11-11 10:00:00,596.0,473.0,2.5,,48.15,28.2,31.2
2019-11-11 11:00:00,791.0,520.0,2.25,,38.9,89.22,34.27
2019-11-11 12:00:00,639.0,495.0,1.8,,29.68,142.93,28.3
2019-11-11 13:00:00,515.0,406.0,1.3,,21.57,177.27,23.73
2019-11-11 14:00:00,331.0,256.0,1.1,,18.45,170.38,15.95
2019-11-11 15:00:00,228.0,166.0,1.1,,18.75,165.55,13.65
2019-11-11 16:00:00,233.0,160.0,1.05,,19.88,157.48,12.43
2019-11-11 17:00:00,226.0,133.0,1.12,,22.23,130.78,11.4
2019-11-11 18:00:00,219.0,128.0,1.62,,46.42,57.35,11.65
2019-11-11 19:00:00,381.0,195.0,2.02,,65.15,15.6,13.4
2019-11-11 20:00:00,480.0,216.0,2.0,23.8,54.4,28.88,15.6
2019-11-11 21:00:00,429.0,249.0,2.05,25.77,53.75,25.35,16.6
2019-11-11 22:00:00,447.0,283.0,2.18,24.85,61.7,8.15,16.32
2019-11-11 23:00:00,476.0,342.0,2.15,25.23,48.15,15.15,15.47
2019-11-12 00:00:00,548.0,421.0,2.02,25.0,43.15,15.5,15.2
2019-11-12 01:00:00,520.0,423.0,2.02,25.5,39.0,19.93,16.43
2019-11-12 02:00:00,567.0,460.0,2.15,,39.23,,14.28
2019-11-12 03:00:00,644.0,547.0,2.2,32.0,37.5,19.97,14.9
2019-11-12 04:00:00,710.0,610.0,2.25,29.55,40.15,14.85,14.15
2019-11-12 05:00:00,759.0,644.0,2.32,27.32,33.05,20.75,13.6
2019-11-12 06:00:00,768.0,672.0,2.38,25.52,36.15,14.72,12.85
2019-11-12 07:00:00,779.0,691.0,2.5,25.4,44.33,7.8,12.65
2019-11-12 08:00:00,897.0,769.0,2.55,25.65,45.65,8.07,14.9
2019-11-12 09:00:00,878.0,732.0,2.42,25.8,41.08,14.65,23.77
2019-11-12 10:00:00,858.0,705.0,2.23,,33.92,44.38,39.72
2019-11-12 11:00:00,832.0,685.0,1.77,,28.42,96.58,29.83
2019-11-12 12:00:00,643.0,505.0,1.48,,23.52,142.32,18.88
2019-11-12 13:00:00,494.0,399.0,1.27,,21.48,175.73,17.7
2019-11-12 14:00:00,433.0,354.0,1.1,,20.32,189.02,16.65
2019-11-12 15:00:00,357.0,282.0,1.08,,19.0,194.6,15.45
2019-11-12 16:00:00,343.0,265.0,1.45,,19.77,189.55,15.02
2019-11-12 17:00:00,343.0,246.0,1.48,,25.43,144.57,14.05
2019-11-12 18:00:00,364.0,244.0,1.85,,42.4,71.4,13.0
2019-11-12 19:00:00,448.0,293.0,2.67,,71.78,17.4,13.9
2019-11-12 20:00:00,636.0,401.0,3.05,66.3,78.9,7.72,24.45
2019-11-12 21:00:00,,426.0,2.45,46.25,56.45,20.0,23.45
2019-11-12 22:00:00,614.0,465.0,2.6,40.45,63.9,12.85,22.3
2019-11-12 23:00:00,691.0,515.0,2.3,39.1,52.8,20.67,21.8
2019-11-13 00:00:00,635.0,484.0,1.95,35.5,42.0,29.48,17.27
2019-11-13 01:00:00,560.0,444.0,2.08,35.3,45.48,11.05,13.68
2019-11-13 02:00:00,581.0,480.0,2.05,40.92,38.7,,12.62
2019-11-13 03:00:00,627.0,528.0,2.2,52.9,30.7,46.6,13.5
2019-11-13 04:00:00,747.0,621.0,2.05,52.27,31.12,38.5,13.75
2019-11-13 05:00:00,704.0,588.0,1.8,43.6,28.1,35.73,13.35
2019-11-13 06:00:00,585.0,482.0,2.0,43.1,35.3,7.58,10.95
2019-11-13 07:00:00,636.0,548.0,2.17,43.67,48.55,5.75,9.88
2019-11-13 08:00:00,755.0,633.0,2.38,43.92,45.9,7.38,10.82
2019-11-13 09:00:00,760.0,620.0,2.53,45.95,53.0,12.43,24.22
2019-11-13 10:00:00,857.0,691.0,2.02,49.2,45.58,36.1,31.27
2019-11-13 11:00:00,795.0,610.0,1.6,50.7,38.42,88.12,37.03
2019-11-13 12:00:00,635.0,434.0,1.3,48.1,34.02,130.05,33.0
2019-11-13 13:00:00,473.0,350.0,1.17,43.35,24.32,163.73,22.18
2019-11-13 14:00:00,421.0,328.0,1.2,39.45,21.62,170.88,19.68
2019-11-13 15:00:00,407.0,332.0,1.15,42.95,21.57,175.72,19.25
2019-11-13 16:00:00,418.0,337.0,1.55,44.2,19.4,169.43,17.73
2019-11-13 17:00:00,354.0,282.0,1.62,43.62,25.2,131.4,16.65
2019-11-13 18:00:00,377.0,280.0,1.83,49.77,123.15,26.23,13.68
2019-11-13 19:00:00,433.0,300.0,2.42,56.9,102.4,9.38,13.07
2019-11-13 20:00:00,539.0,348.0,2.38,59.33,93.35,7.88,21.68
2019-11-13 21:00:00,619.0,414.0,2.42,61.65,86.0,10.07,28.22
2019-11-13 22:00:00,611.0,434.0,2.5,62.47,80.83,7.5,27.73
2019-11-13 23:00:00,643.0,473.0,2.15,62.38,58.35,17.05,23.62
2019-11-14 00:00:00,596.0,449.0,1.92,61.9,47.48,28.02,22.88
2019-11-14 01:00:00,565.0,436.0,1.98,63.95,41.9,20.62,21.4
2019-11-14 02:00:00,586.0,471.0,2.0,68.05,40.62,,17.18
2019-11-14 03:00:00,592.0,484.0,2.0,76.4,44.2,15.22,11.9
2019-11-14 04:00:00,665.0,539.0,1.98,69.2,54.15,6.53,11.23
2019-11-14 05:00:00,643.0,501.0,1.8,65.03,54.05,6.9,10.78
2019-11-14 06:00:00,581.0,449.0,1.88,59.6,51.15,6.0,11.88
2019-11-14 07:00:00,591.0,451.0,2.0,56.32,61.55,6.25,11.45
2019-11-14 08:00:00,627.0,476.0,2.2,59.8,90.25,7.23,11.65
2019-11-14 09:00:00,649.0,492.0,2.23,66.25,78.22,10.77,18.5
2019-11-14 10:00:00,707.75,568.25,1.85,73.45,56.5,36.78,34.52
2019-11-14 11:00:00,661.0,509.25,1.55,71.15,42.28,89.82,32.65
2019-11-14 12:00:00,527.0,420.0,1.23,66.12,32.77,146.85,28.0
2019-11-14 13:00:00,457.5,359.25,1.15,57.52,26.75,185.1,23.42
2019-11-14 14:00:00,449.75,327.5,1.05,47.75,23.25,163.32,20.7
2019-11-14 15:00:00,402.25,268.5,0.7,37.08,19.4,164.62,18.35
2019-11-14 16:00:00,303.75,192.5,1.25,35.67,18.85,164.25,17.27
2019-11-14 17:00:00,290.75,193.0,1.45,41.32,28.68,142.17,16.73
