Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),NOx (ppb),Ozone (ug/m3),SO2 (ug/m3),CO (mg/m3)
2019-11-03 08:00:00,950.0,887.0,69.2,65.8,12.35,15.38,2.45
2019-11-03 09:00:00,966.5,872.0,88.23,45.85,16.0,16.55,3.38
2019-11-03 10:00:00,,,95.35,46.0,21.95,18.15,3.8
2019-11-03 11:00:00,,,90.67,40.58,24.35,17.53,3.55
2019-11-03 12:00:00,,,85.7,41.45,30.5,16.4,3.18
2019-11-03 13:00:00,,,77.73,35.3,34.67,12.68,2.73
2019-11-03 14:00:00,946.0,792.0,71.0,29.0,43.22,12.5,2.38
2019-11-03 15:00:00,952.0,811.5,68.23,34.23,39.47,12.8,2.17
2019-11-03 16:00:00,827.0,700.5,60.55,30.7,39.7,13.03,1.68
2019-11-03 17:00:00,635.0,506.0,51.92,43.45,23.52,11.22,1.65
2019-11-03 18:00:00,530.0,409.0,48.27,49.67,8.38,10.82,1.68
2019-11-03 19:00:00,433.5,322.5,44.35,55.95,7.25,10.93,2.05
2019-11-03 20:00:00,405.0,285.5,44.2,64.67,6.58,11.35,2.33
2019-11-03 21:00:00,414.0,292.5,44.15,67.97,7.25,11.75,2.5
2019-11-03 22:00:00,361.5,254.5,41.67,62.98,6.43,11.68,2.1
2019-11-03 23:00:00,295.0,206.0,39.42,63.62,6.08,11.78,1.88
2019-11-04 00:00:00,279.5,198.5,38.85,99.5,6.58,12.38,2.0
2019-11-04 01:00:00,356.5,269.0,43.3,78.17,6.58,12.07,1.7
2019-11-04 02:00:00,544.5,464.5,56.35,69.85,11.25,12.3,1.75
2019-11-04 03:00:00,753.0,682.0,59.5,40.3,11.15,13.35,2.0
2019-11-04 04:00:00,877.5,805.0,63.77,68.67,12.78,13.82,2.25
2019-11-04 05:00:00,918.0,897.5,68.67,63.67,14.35,14.1,2.4
2019-11-04 06:00:00,969.0,922.25,63.9,48.72,14.28,13.53,2.23
2019-11-04 07:00:00,914.0,806.0,60.45,54.78,13.18,13.5,2.15
2019-11-04 08:00:00,834.5,735.5,58.5,59.17,12.55,13.52,2.15
2019-11-04 09:00:00,759.0,647.5,53.1,60.15,14.57,15.4,1.82
2019-11-04 10:00:00,642.5,524.5,46.88,42.1,19.73,18.75,1.42
2019-11-04 11:00:00,513.0,400.0,42.88,27.75,40.23,17.9,1.15
2019-11-04 12:00:00,404.0,295.5,37.7,21.55,59.9,17.9,0.78
2019-11-04 13:00:00,310.5,204.5,32.52,17.35,69.75,17.45,0.78
2019-11-04 14:00:00,244.0,144.5,30.02,15.02,74.35,16.07,1.0
2019-11-04 15:00:00,207.5,117.0,27.48,14.72,77.58,14.75,0.95
2019-11-04 16:00:00,196.5,94.0,26.05,18.33,71.75,15.93,0.93
2019-11-04 17:00:00,220.5,90.5,25.15,32.65,45.92,16.18,1.05
2019-11-04 18:00:00,237.5,102.5,23.25,63.03,10.53,17.43,1.5
2019-11-04 19:00:00,232.5,111.0,24.8,58.22,6.88,15.8,1.6
2019-11-04 20:00:00,221.5,112.0,24.45,58.92,6.67,15.02,1.58
2019-11-04 21:00:00,224.5,114.5,25.1,46.03,11.4,15.88,1.35
2019-11-04 22:00:00,241.5,138.5,27.88,32.0,25.02,15.95,1.05
2019-11-04 23:00:00,260.5,176.5,29.05,23.3,30.82,15.07,1.02
2019-11-05 00:00:00,310.5,239.0,31.62,24.95,23.98,15.15,1.15
2019-11-05 01:00:00,395.0,332.0,35.98,25.55,18.65,14.7,1.48
2019-11-05 02:00:00,481.0,423.0,40.1,25.3,16.45,13.73,1.75
2019-11-05 03:00:00,532.0,471.5,41.3,40.95,13.8,14.6,1.65
2019-11-05 04:00:00,539.0,480.0,39.15,67.7,13.78,15.0,1.67
2019-11-05 05:00:00,522.0,472.5,41.25,38.55,13.3,14.55,1.62
2019-11-05 06:00:00,501.0,446.0,39.1,31.1,13.7,14.32,1.55
2019-11-05 07:00:00,476.5,401.5,36.75,29.65,13.65,14.9,1.42
2019-11-05 08:00:00,433.0,342.0,33.6,50.27,12.95,16.73,1.25
2019-11-05 09:00:00,385.5,281.0,31.15,39.58,25.17,20.53,1.27
2019-11-05 10:00:00,337.0,219.5,29.18,28.05,49.38,20.85,1.02
2019-11-05 11:00:00,288.5,171.0,27.62,19.8,69.12,19.8,0.98
2019-11-05 12:00:00,266.5,137.0,25.75,17.95,77.28,19.65,0.85
2019-11-05 13:00:00,233.5,108.5,23.55,15.18,82.9,16.95,0.78
2019-11-05 14:00:00,187.0,85.5,21.92,14.77,83.4,15.45,0.75
2019-11-05 15:00:00,163.0,68.0,20.57,15.45,76.78,14.57,0.7
2019-11-05 16:00:00,148.5,60.0,20.8,20.33,77.55,15.5,0.65
2019-11-05 17:00:00,161.5,61.5,18.15,33.83,54.65,16.7,0.85
2019-11-05 18:00:00,204.0,68.5,20.25,38.8,32.45,13.57,1.15
2019-11-05 19:00:00,226.0,79.0,19.15,64.4,5.97,14.15,1.75
2019-11-05 20:00:00,225.5,91.0,22.35,90.03,5.8,14.18,2.33
2019-11-05 21:00:00,272.5,116.0,21.88,127.23,6.68,16.02,3.4
2019-11-05 22:00:00,322.5,136.5,21.48,139.75,7.38,16.43,3.6
2019-11-05 23:00:00,347.5,156.0,23.48,144.57,7.7,17.0,3.77
2019-11-06 00:00:00,370.0,168.0,22.55,135.2,8.03,16.05,3.33
2019-11-06 01:00:00,330.0,155.5,22.88,105.38,8.0,13.9,2.15
2019-11-06 02:00:00,269.0,143.5,23.52,103.75,8.6,12.45,1.65
2019-11-06 03:00:00,243.0,138.5,24.1,83.9,8.2,10.7,1.25
2019-11-06 04:00:00,215.5,132.0,22.45,84.05,7.05,11.75,1.05
2019-11-06 05:00:00,204.5,132.0,22.88,65.33,6.43,10.4,0.7
2019-11-06 06:00:00,207.0,131.5,22.52,44.88,6.67,8.3,0.35
2019-11-06 07:00:00,232.0,128.5,22.3,56.65,7.88,9.5,0.78
2019-11-06 08:00:00,258.5,136.5,21.23,93.07,8.25,11.2,1.4
2019-11-06 09:00:00,299.5,138.0,20.57,118.1,7.23,16.25,1.7
2019-11-06 10:00:00,357.5,134.5,21.25,93.12,9.07,19.85,1.6
2019-11-06 11:00:00,381.5,152.5,26.17,64.1,22.8,21.12,1.23
2019-11-06 12:00:00,338.5,162.5,25.07,31.77,48.98,18.55,0.5
2019-11-06 13:00:00,220.0,112.5,21.55,11.82,81.28,12.53,0.68
2019-11-06 14:00:00,138.5,60.0,20.92,9.42,87.38,10.22,1.0
2019-11-06 15:00:00,108.0,41.0,32.05,8.65,82.45,9.7,0.97
2019-11-06 16:00:00,90.5,32.5,29.95,8.62,82.9,10.07,0.85
2019-11-06 17:00:00,126.0,36.5,55.23,37.5,72.33,9.4,1.3
2019-11-06 18:00:00,216.0,57.5,23.85,42.52,34.83,11.45,1.9
2019-11-06 19:00:00,243.5,76.0,39.67,54.03,15.12,12.23,1.88
2019-11-06 20:00:00,233.5,95.5,25.25,54.33,11.48,13.35,1.88
2019-11-06 21:00:00,273.5,129.5,27.23,66.03,8.15,14.32,2.2
2019-11-06 22:00:00,292.5,146.0,26.8,67.12,9.65,12.88,2.38
2019-11-06 23:00:00,281.5,143.0,26.78,62.47,14.47,11.95,2.05
2019-11-07 00:00:00,244.5,132.0,26.65,37.83,16.48,11.88,1.45
2019-11-07 01:00:00,199.5,123.5,26.02,31.45,20.78,12.68,1.23
2019-11-07 02:00:00,190.0,119.0,37.77,38.5,9.05,13.15,1.12
2019-11-07 03:00:00,218.0,129.5,29.5,58.4,9.35,13.25,1.35
2019-11-07 04:00:00,239.5,147.0,28.08,57.17,8.88,11.05,1.35
2019-11-07 05:00:00,250.5,159.0,28.12,80.4,10.45,8.18,1.5
2019-11-07 06:00:00,264.5,170.5,30.07,46.17,10.17,14.57,1.48
2019-11-07 07:00:00,275.5,187.0,31.52,36.07,8.98,19.12,1.18
2019-11-07 08:00:00,305.0,207.5,31.98,50.77,9.57,23.65,1.35
2019-11-07 09:00:00,349.5,226.0,32.77,55.8,12.2,23.75,1.57
2019-11-07 10:00:00,381.0,231.0,33.38,50.85,13.88,20.58,1.52
2019-11-07 11:00:00,397.0,234.0,35.25,55.97,12.55,20.03,1.5
2019-11-07 12:00:00,405.5,265.0,38.67,65.5,11.85,20.75,1.7
2019-11-07 13:00:00,402.0,294.5,38.95,69.3,11.73,14.35,1.98
2019-11-07 14:00:00,391.0,293.0,40.35,57.1,24.85,14.75,1.82
2019-11-07 15:00:00,355.5,260.0,39.45,44.38,32.6,15.75,1.32
2019-11-07 16:00:00,296.5,218.5,37.73,29.0,41.2,14.8,0.95
2019-11-07 17:00:00,260.0,192.5,37.45,24.77,40.88,13.95,0.98
2019-11-07 18:00:00,274.0,200.5,37.55,31.88,28.38,13.32,1.05
2019-11-07 19:00:00,263.5,186.5,35.88,32.1,24.12,14.25,1.07
2019-11-07 20:00:00,244.5,165.0,35.15,53.73,10.53,14.57,1.75
2019-11-07 21:00:00,272.5,199.0,39.4,54.95,11.1,15.0,1.9
2019-11-07 22:00:00,292.0,220.5,37.08,62.62,11.47,14.02,2.2
2019-11-07 23:00:00,303.0,220.5,35.93,97.5,11.15,14.23,2.92
2019-11-08 00:00:00,340.5,238.0,34.1,155.45,12.9,17.0,3.38
2019-11-08 01:00:00,371.5,264.0,37.7,89.47,11.18,15.08,1.9
2019-11-08 02:00:00,345.0,263.5,46.62,118.12,12.2,14.78,1.7
2019-11-08 03:00:00,316.5,252.5,35.45,57.4,9.7,12.65,1.55
2019-11-08 04:00:00,296.0,236.5,34.3,40.1,8.12,11.48,1.35
2019-11-08 05:00:00,255.5,202.5,33.2,45.75,6.45,11.85,1.18
2019-11-08 06:00:00,225.5,175.5,32.33,41.7,6.85,12.4,1.12
2019-11-08 07:00:00,197.5,153.0,28.23,59.35,5.67,11.32,1.32
2019-11-08 08:00:00,187.5,142.0,31.38,64.72,7.2,10.62,1.55
2019-11-08 09:00:00,216.0,156.0,31.9,78.67,9.82,17.08,1.98
2019-11-08 10:00:00,253.5,164.0,32.8,66.22,13.07,27.1,1.85
2019-11-08 11:00:00,247.5,138.0,33.55,49.75,26.05,29.97,1.67
2019-11-08 12:00:00,237.5,121.0,33.0,44.12,44.47,30.17,1.55
2019-11-08 13:00:00,284.0,138.0,84.97,39.05,52.9,28.57,0.0
2019-11-08 14:00:00,281.0,132.5,42.98,140.47,42.75,19.9,1.67
2019-11-08 15:00:00,229.5,109.5,45.85,24.3,98.67,16.88,1.27
2019-11-08 16:00:00,222.5,114.0,46.23,25.6,126.68,15.8,1.1
2019-11-08 17:00:00,216.5,111.0,42.4,38.33,63.88,17.85,1.45
2019-11-08 18:00:00,239.5,103.0,41.0,54.73,18.07,16.68,2.08
2019-11-08 19:00:00,267.5,119.0,39.08,83.45,12.12,15.88,3.22
2019-11-08 20:00:00,302.5,150.5,43.7,87.62,16.05,19.12,3.88
2019-11-08 21:00:00,343.0,169.5,45.35,93.62,14.93,19.15,4.82
2019-11-08 22:00:00,339.0,175.0,45.5,86.23,14.75,17.55,5.62
2019-11-08 23:00:00,338.5,188.0,45.55,81.95,14.12,16.38,5.75
2019-11-09 00:00:00,335.5,201.0,46.15,97.1,12.55,14.88,6.3
2019-11-09 01:00:00,329.5,206.0,45.6,202.52,33.8,12.18,4.48
2019-11-09 02:00:00,307.0,200.5,48.2,132.78,15.45,15.9,2.15
2019-11-09 03:00:00,272.5,203.0,55.25,55.45,13.95,14.35,3.75
2019-11-09 04:00:00,295.0,242.0,49.77,64.22,16.48,15.52,6.55
2019-11-09 05:00:00,305.5,255.0,48.62,71.1,14.83,14.0,2.38
2019-11-09 06:00:00,276.0,235.0,47.57,68.4,15.65,14.43,0.01
2019-11-09 07:00:00,281.5,239.0,50.38,47.43,15.43,14.88,1.66
2019-11-09 08:00:00,310.0,251.5,53.38,47.95,15.65,18.82,6.72
2019-11-09 09:00:00,316.5,240.5,49.35,40.62,17.5,24.6,2.38
2019-11-09 10:00:00,260.0,190.5,43.85,31.07,26.48,28.68,0.01
2019-11-09 11:00:00,193.0,134.5,40.28,24.85,40.65,23.3,0.01
2019-11-09 12:00:00,172.5,93.5,34.35,16.98,68.67,17.38,0.02
2019-11-09 13:00:00,158.5,64.0,30.4,14.5,94.18,11.3,0.31
2019-11-09 14:00:00,131.5,46.5,27.8,12.55,103.35,8.12,1.5
2019-11-09 15:00:00,118.0,37.0,26.0,12.05,107.77,6.75,2.55
2019-11-09 16:00:00,115.0,36.0,25.5,15.32,105.8,6.93,4.03
2019-11-09 17:00:00,151.5,47.0,25.53,15.23,110.33,5.43,5.35
2019-11-09 18:00:00,199.5,66.5,25.62,26.95,70.72,11.23,0.01
2019-11-09 19:00:00,223.5,92.0,27.6,49.95,21.95,20.0,2.0
2019-11-09 20:00:00,257.5,129.0,31.4,53.6,14.85,25.25,2.7
2019-11-09 21:00:00,302.5,179.5,36.82,57.1,14.7,32.2,3.12
2019-11-09 22:00:00,337.5,216.0,38.4,69.1,15.4,29.97,2.52
2019-11-09 23:00:00,325.5,213.0,38.17,66.7,16.62,25.93,1.6
2019-11-10 00:00:00,333.5,225.5,35.3,70.55,28.67,25.48,0.78
2019-11-10 01:00:00,364.5,264.0,40.48,74.83,24.93,28.28,1.15
2019-11-10 02:00:00,397.5,316.0,44.45,50.85,22.4,29.12,0.93
2019-11-10 03:00:00,450.0,363.5,43.5,72.55,23.15,25.25,1.3
2019-11-10 04:00:00,466.5,383.5,47.48,54.2,20.98,22.35,0.28
2019-11-10 05:00:00,447.5,380.5,47.23,70.0,21.25,22.58,
2019-11-10 06:00:00,413.5,347.5,44.77,51.6,19.6,30.1,
2019-11-10 07:00:00,387.5,318.0,38.38,52.33,18.07,26.7,3.7
2019-11-10 08:00:00,384.5,302.5,39.67,77.6,18.25,37.38,1.38
2019-11-10 09:00:00,382.0,291.5,42.3,66.9,24.03,41.45,1.73
2019-11-10 10:00:00,380.0,280.5,43.12,40.7,68.4,40.15,1.7
2019-11-10 11:00:00,385.5,261.5,40.88,40.78,115.8,39.73,2.0
2019-11-10 12:00:00,348.5,230.0,36.27,22.77,173.2,30.35,2.12
2019-11-10 13:00:00,290.5,194.5,33.45,20.3,191.43,22.88,1.23
2019-11-10 14:00:00,231.5,142.5,28.5,20.35,177.07,21.75,1.1
2019-11-10 15:00:00,182.5,101.5,27.32,19.45,153.73,19.9,0.92
2019-11-10 16:00:00,158.5,84.5,25.0,16.0,148.97,15.55,0.85
2019-11-10 17:00:00,155.0,75.5,23.72,41.83,78.17,17.4,0.53
2019-11-10 18:00:00,189.0,86.5,26.12,67.75,14.75,26.23,0.8
2019-11-10 19:00:00,224.5,103.5,26.88,74.07,9.57,25.85,1.2
2019-11-10 20:00:00,254.5,123.0,29.68,76.1,9.4,17.77,0.0
2019-11-10 21:00:00,281.0,150.5,32.88,93.35,11.93,21.93,0.1
2019-11-10 22:00:00,298.0,178.0,34.2,94.93,12.18,23.6,
2019-11-10 23:00:00,303.0,192.5,33.67,95.95,12.12,23.38,
2019-11-11 00:00:00,296.0,195.5,35.0,79.45,11.48,20.05,
2019-11-11 01:00:00,287.0,200.0,35.55,56.15,12.0,23.12,8.4
2019-11-11 02:00:00,310.5,218.5,35.33,66.8,11.8,22.7,8.1
2019-11-11 03:00:00,357.5,261.0,38.3,48.15,14.68,14.35,0.5
2019-11-11 04:00:00,403.0,319.5,40.88,60.52,16.62,14.95,0.38
2019-11-11 05:00:00,439.0,363.0,42.27,79.28,18.12,16.55,0.47
2019-11-11 06:00:00,451.5,383.5,43.77,93.3,17.23,15.9,0.45
2019-11-11 07:00:00,483.0,410.5,47.0,102.0,19.08,15.9,1.0
2019-11-11 08:00:00,550.5,454.5,53.47,68.1,20.62,19.15,1.55
2019-11-11 09:00:00,641.5,495.0,57.88,76.27,27.0,29.55,1.7
2019-11-11 10:00:00,721.0,513.0,61.45,70.85,41.45,37.12,1.6
2019-11-11 11:00:00,759.5,527.5,61.38,47.05,114.4,46.85,
2019-11-11 12:00:00,665.0,478.5,45.33,22.45,154.47,34.4,
2019-11-11 13:00:00,490.5,349.5,38.0,20.38,154.4,26.9,
2019-11-11 14:00:00,378.5,252.5,34.7,16.4,165.5,27.07,
2019-11-11 15:00:00,286.5,186.5,29.2,18.68,137.58,19.77,
2019-11-11 16:00:00,232.5,148.0,26.98,18.07,123.62,18.12,0.0
2019-11-11 17:00:00,253.0,134.5,26.45,23.77,93.95,17.95,0.9
2019-11-11 18:00:00,286.5,128.5,33.6,44.65,28.98,16.62,1.65
2019-11-11 19:00:00,309.0,145.0,30.35,75.03,10.53,101.73,4.3
2019-11-11 20:00:00,348.5,157.0,36.95,75.83,9.2,21.0,2.42
2019-11-11 21:00:00,403.0,241.0,39.03,106.55,10.22,25.77,3.05
2019-11-11 22:00:00,421.5,266.0,37.3,97.35,10.7,24.12,2.98
2019-11-11 23:00:00,429.5,277.25,39.77,102.83,11.1,23.98,3.05
2019-11-12 00:00:00,499.5,372.5,43.72,124.67,12.8,26.8,3.03
2019-11-12 01:00:00,573.5,444.0,50.72,142.75,13.62,24.78,2.27
2019-11-12 02:00:00,600.0,504.25,56.2,141.35,13.3,22.88,1.7
2019-11-12 03:00:00,622.5,519.75,57.85,145.3,13.4,18.55,1.6
2019-11-12 04:00:00,674.5,558.25,67.53,137.1,13.72,17.73,1.62
2019-11-12 05:00:00,729.5,637.75,69.4,103.42,12.27,14.03,1.73
2019-11-12 06:00:00,738.5,678.75,65.95,71.5,12.65,15.5,1.9
2019-11-12 07:00:00,761.0,672.0,66.72,132.93,13.43,17.12,2.12
2019-11-12 08:00:00,796.0,702.75,69.05,109.92,14.27,18.93,2.1
2019-11-12 09:00:00,794.0,687.0,68.75,87.12,16.62,23.7,2.38
2019-11-12 10:00:00,792.0,674.75,74.75,74.12,35.75,29.57,2.12
2019-11-12 11:00:00,748.0,627.75,70.62,56.62,85.47,32.05,2.12
2019-11-12 12:00:00,665.0,533.5,63.52,37.85,148.75,23.38,1.68
2019-11-12 13:00:00,554.0,446.5,52.15,30.0,167.47,19.38,0.93
2019-11-12 14:00:00,422.0,325.0,40.55,22.15,156.35,18.58,0.5
2019-11-12 15:00:00,349.0,256.0,36.9,22.68,152.77,21.77,1.15
2019-11-12 16:00:00,336.0,244.5,36.5,26.4,144.03,22.25,1.57
2019-11-12 17:00:00,357.0,255.5,35.05,60.42,73.9,27.3,2.25
2019-11-12 18:00:00,381.0,269.0,42.15,75.77,16.95,22.67,3.2
2019-11-12 19:00:00,407.5,283.5,46.03,80.08,9.55,15.43,2.88
2019-11-12 20:00:00,463.5,331.0,48.65,102.0,9.57,13.62,3.1
2019-11-12 21:00:00,518.5,393.5,52.45,104.65,10.03,14.43,3.12
2019-11-12 22:00:00,551.0,429.5,50.62,92.55,10.45,18.18,3.27
2019-11-12 23:00:00,568.0,444.0,48.3,106.62,9.85,20.15,3.3
2019-11-13 00:00:00,563.0,449.5,47.5,107.6,10.0,17.73,3.5
2019-11-13 01:00:00,564.0,459.0,45.45,199.62,10.23,19.1,3.0
2019-11-13 02:00:00,589.0,486.5,56.97,154.47,12.0,21.67,1.98
2019-11-13 03:00:00,646.5,566.0,64.25,52.35,13.2,18.25,1.75
2019-11-13 04:00:00,668.0,597.5,62.65,48.9,14.07,16.98,1.6
2019-11-13 05:00:00,604.5,538.5,60.78,45.58,12.23,13.27,1.43
2019-11-13 06:00:00,513.0,460.0,54.0,41.6,12.43,12.75,2.95
2019-11-13 07:00:00,439.0,395.0,48.88,42.58,9.9,16.82,1.93
2019-11-13 08:00:00,407.0,360.5,46.35,84.28,7.65,16.8,1.68
2019-11-13 09:00:00,431.5,352.0,47.65,92.3,12.12,23.07,1.67
2019-11-13 10:00:00,480.0,381.0,56.3,80.85,24.5,32.92,1.77
2019-11-13 11:00:00,496.5,383.0,60.92,61.05,61.38,32.12,1.53
2019-11-13 12:00:00,515.0,383.5,59.65,52.2,105.65,33.0,1.32
2019-11-13 13:00:00,533.5,403.0,59.85,40.08,151.27,29.65,2.2
2019-11-13 14:00:00,537.0,410.0,61.38,39.48,177.57,29.43,3.28
2019-11-13 15:00:00,597.0,421.0,57.9,39.08,161.18,29.95,2.43
2019-11-13 16:00:00,567.0,401.5,57.38,38.27,132.7,25.23,2.62
2019-11-13 17:00:00,542.0,373.0,52.23,52.5,71.53,25.78,2.65
2019-11-13 18:00:00,619.5,355.0,48.67,69.97,19.95,16.43,3.12
2019-11-13 19:00:00,621.0,355.5,48.08,102.95,11.35,9.78,2.92
2019-11-13 20:00:00,557.5,367.5,51.25,154.3,11.72,12.6,2.35
2019-11-13 21:00:00,557.5,379.5,54.7,107.05,10.5,15.7,1.45
2019-11-13 22:00:00,549.5,388.0,53.33,132.47,11.6,19.55,1.67
2019-11-13 23:00:00,554.5,403.5,57.92,91.85,12.43,26.4,1.48
2019-11-14 00:00:00,538.5,412.0,54.12,77.7,11.97,23.1,0.43
2019-11-14 01:00:00,535.5,405.5,56.47,147.25,19.42,19.45,1.55
2019-11-14 02:00:00,534.5,406.5,58.4,131.55,22.1,16.73,2.23
