Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),NOx (ppb),Ozone (ug/m3),SO2 (ug/m3),CO (mg/m3)
2020-01-05 08:00:00,326.5,235.5,45.05,56.6,4.0,7.38,0.88
2020-01-05 09:00:00,321.75,245.0,44.77,49.0,5.3,8.38,1.02
2020-01-05 10:00:00,347.0,256.5,42.27,38.0,9.0,10.93,1.05
2020-01-05 11:00:00,341.25,245.0,42.5,26.93,19.17,14.8,0.85
2020-01-05 12:00:00,330.0,221.5,43.0,24.2,30.38,15.43,0.77
2020-01-05 13:00:00,299.5,171.0,46.03,17.52,40.9,13.53,0.35
2020-01-05 14:00:00,222.5,116.0,45.12,16.25,47.3,15.12,0.12
2020-01-05 15:00:00,182.25,94.5,41.77,16.43,45.85,14.15,0.15
2020-01-05 16:00:00,173.75,90.5,39.35,20.3,41.02,14.72,0.1
2020-01-05 17:00:00,179.5,107.5,36.48,19.92,37.62,14.55,0.25
2020-01-05 18:00:00,208.5,131.5,34.47,28.67,21.05,14.53,0.5
2020-01-05 19:00:00,250.0,165.5,36.17,33.2,10.82,15.6,0.78
2020-01-05 20:00:00,292.25,204.5,37.2,35.55,10.4,16.93,0.95
2020-01-05 21:00:00,299.75,212.5,40.95,43.05,5.1,17.25,1.02
2020-01-05 22:00:00,300.5,218.0,43.53,44.4,3.55,12.95,1.27
2020-01-05 23:00:00,322.25,226.0,43.62,52.8,3.65,11.45,1.42
2020-01-06 00:00:00,312.5,209.0,41.88,51.73,3.07,9.9,0.9
2020-01-06 01:00:00,274.25,175.5,36.33,33.42,3.17,8.2,0.5
2020-01-06 02:00:00,222.0,151.0,34.9,50.35,3.7,8.3,0.6
2020-01-06 03:00:00,224.25,166.0,36.23,41.25,3.25,10.57,0.72
2020-01-06 04:00:00,269.75,190.5,38.12,33.15,3.17,8.95,0.67
2020-01-06 05:00:00,253.25,194.5,42.45,27.52,3.4,7.58,0.43
2020-01-06 06:00:00,251.0,185.5,45.0,27.97,3.45,6.57,0.38
2020-01-06 07:00:00,234.5,181.5,45.85,37.15,3.0,8.72,0.65
2020-01-06 08:00:00,277.5,194.0,45.62,56.47,3.03,9.48,1.1
2020-01-06 09:00:00,352.75,237.5,44.68,81.2,3.25,11.38,1.82
2020-01-06 10:00:00,499.75,273.5,39.8,115.1,3.75,16.47,2.08
2020-01-06 11:00:00,540.0,257.0,42.8,76.35,4.9,19.38,1.65
2020-01-06 12:00:00,426.75,228.0,44.38,44.23,6.42,15.72,1.2
2020-01-06 13:00:00,418.5,242.5,50.7,49.78,8.35,15.83,0.93
2020-01-06 14:00:00,426.0,185.5,46.05,20.95,17.88,17.27,0.12
2020-01-06 15:00:00,204.5,96.0,45.05,19.85,19.43,14.0,0.08
2020-01-06 16:00:00,169.25,109.5,46.1,20.88,15.2,11.48,0.23
2020-01-06 17:00:00,202.5,140.5,43.03,21.27,13.95,11.15,0.35
2020-01-06 18:00:00,218.75,145.5,38.5,21.08,10.85,11.12,0.4
2020-01-06 19:00:00,186.75,136.5,38.33,23.92,9.2,12.9,0.57
2020-01-06 20:00:00,173.5,134.0,38.23,24.65,6.67,12.65,0.8
2020-01-06 21:00:00,163.0,123.0,41.52,23.73,6.47,10.62,0.72
2020-01-06 22:00:00,134.0,109.5,42.12,25.58,4.93,9.82,0.8
2020-01-06 23:00:00,141.5,109.5,41.3,33.48,3.53,10.05,0.75
2020-01-07 00:00:00,134.0,98.0,39.4,24.1,6.15,9.18,0.38
2020-01-07 01:00:00,130.0,97.0,35.67,23.7,4.6,8.3,0.47
2020-01-07 02:00:00,133.5,105.5,33.45,27.85,3.4,8.57,0.5
2020-01-07 03:00:00,120.5,95.0,31.18,28.4,16.7,10.22,0.55
2020-01-07 04:00:00,120.5,95.5,31.8,33.7,48.92,12.65,0.53
2020-01-07 05:00:00,143.5,116.0,35.33,28.08,12.77,10.8,0.45
2020-01-07 06:00:00,151.0,123.0,37.6,21.98,2.17,8.95,0.45
2020-01-07 07:00:00,150.0,122.5,38.15,30.65,2.67,9.35,0.7
2020-01-07 08:00:00,181.0,139.0,37.52,36.52,3.12,10.12,0.83
2020-01-07 09:00:00,201.5,142.5,34.27,43.62,8.07,11.6,1.02
2020-01-07 10:00:00,213.0,140.5,32.25,42.25,7.62,14.62,1.15
2020-01-07 11:00:00,229.0,146.0,32.2,33.58,19.1,22.1,1.02
2020-01-07 12:00:00,208.0,122.0,30.75,25.82,10.07,17.43,0.88
2020-01-07 13:00:00,188.0,113.5,35.62,37.0,5.4,10.22,1.25
2020-01-07 14:00:00,205.0,146.5,44.15,58.12,5.1,8.65,1.4
2020-01-07 15:00:00,232.0,173.5,45.15,36.38,19.45,9.68,1.07
2020-01-07 16:00:00,255.5,186.5,45.77,34.5,14.38,11.03,0.98
2020-01-07 17:00:00,248.5,181.5,43.45,31.15,8.5,8.68,0.83
2020-01-07 18:00:00,233.5,174.0,39.1,35.25,4.32,8.78,1.05
2020-01-07 19:00:00,245.0,186.5,40.02,37.88,3.4,10.6,1.2
2020-01-07 20:00:00,241.5,190.5,39.5,35.77,5.45,11.62,1.2
2020-01-07 21:00:00,229.5,185.0,42.48,42.85,4.75,11.2,1.33
2020-01-07 22:00:00,216.5,165.5,44.65,29.55,3.98,9.23,0.72
2020-01-07 23:00:00,178.5,132.5,41.93,24.33,4.47,8.5,0.55
2020-01-08 00:00:00,153.0,119.5,41.55,21.92,4.97,8.3,0.4
2020-01-08 01:00:00,175.0,126.0,40.12,29.35,3.3,9.38,0.53
2020-01-08 02:00:00,181.0,135.0,37.88,26.72,3.9,10.1,0.53
2020-01-08 03:00:00,148.0,129.0,34.62,31.17,4.2,10.57,0.57
2020-01-08 04:00:00,135.0,123.0,34.75,43.78,4.43,12.52,0.5
2020-01-08 05:00:00,,,38.42,31.78,8.2,10.98,0.33
2020-01-08 06:00:00,,,41.62,21.6,5.97,7.82,0.25
2020-01-08 07:00:00,,,39.42,31.73,3.82,6.85,0.3
2020-01-08 08:00:00,,,39.25,21.0,4.75,6.45,0.4
2020-01-08 09:00:00,108.0,95.0,35.75,39.15,3.33,6.67,0.78
2020-01-08 10:00:00,108.0,95.0,32.67,27.6,4.6,8.7,0.9
2020-01-08 11:00:00,,,34.38,25.07,4.82,8.07,0.95
2020-01-08 12:00:00,163.0,161.0,35.42,23.98,4.77,7.78,1.12
2020-01-08 13:00:00,163.0,161.0,36.45,37.5,4.15,8.5,1.23
2020-01-08 14:00:00,,,43.48,34.15,3.5,6.78,1.08
2020-01-08 15:00:00,189.0,186.0,42.88,30.73,5.03,6.65,0.95
2020-01-08 16:00:00,196.5,188.0,43.82,45.52,4.68,6.83,1.2
2020-01-08 17:00:00,206.0,190.0,43.5,58.65,3.77,7.17,1.33
2020-01-08 18:00:00,209.5,192.0,37.9,39.1,3.83,7.25,1.25
2020-01-08 19:00:00,203.0,187.0,37.88,32.47,3.88,6.47,0.77
2020-01-08 20:00:00,179.0,163.0,36.55,23.18,4.0,6.22,0.45
2020-01-08 21:00:00,151.5,137.0,36.02,22.7,3.83,6.38,0.25
2020-01-08 22:00:00,131.0,117.0,40.17,20.02,4.05,5.1,0.08
2020-01-08 23:00:00,128.0,104.0,38.17,19.62,4.72,4.42,0.0
2020-01-09 00:00:00,123.5,93.5,36.95,21.53,4.92,4.6,
2020-01-09 01:00:00,108.0,81.0,34.78,17.43,6.45,6.17,0.2
2020-01-09 02:00:00,99.5,78.0,29.57,28.98,5.35,6.75,0.23
2020-01-09 03:00:00,86.5,71.5,27.15,34.7,3.8,7.38,0.2
2020-01-09 04:00:00,76.0,65.5,26.52,31.28,3.9,8.22,0.2
2020-01-09 05:00:00,82.5,70.0,26.85,23.32,4.47,8.57,0.2
2020-01-09 06:00:00,93.0,75.0,30.82,16.0,6.25,6.97,0.25
2020-01-09 07:00:00,117.0,88.0,30.82,22.23,4.43,8.18,0.35
2020-01-09 08:00:00,146.5,106.0,30.82,23.45,5.1,8.4,0.45
2020-01-09 09:00:00,156.5,110.5,28.85,26.15,5.6,7.58,0.47
2020-01-09 10:00:00,155.5,108.0,24.6,21.38,7.12,8.82,0.55
2020-01-09 11:00:00,152.5,109.0,24.0,17.48,9.82,10.52,0.53
2020-01-09 12:00:00,147.5,108.5,23.6,14.7,13.25,11.18,0.5
2020-01-09 13:00:00,139.5,102.0,24.05,15.47,14.82,9.68,0.4
2020-01-09 14:00:00,123.0,82.5,26.6,14.55,18.48,9.18,0.3
2020-01-09 15:00:00,111.0,73.0,27.12,16.88,19.65,8.93,0.32
2020-01-09 16:00:00,109.0,72.0,28.1,16.23,20.95,8.43,0.32
2020-01-09 17:00:00,109.0,66.0,39.32,20.33,19.33,7.78,0.38
2020-01-09 18:00:00,125.0,77.5,24.0,27.5,11.67,7.62,0.68
2020-01-09 19:00:00,164.0,105.5,24.7,38.5,8.38,8.32,1.0
2020-01-09 20:00:00,202.5,137.0,25.93,42.93,8.8,9.55,1.08
2020-01-09 21:00:00,220.5,158.0,26.8,38.48,8.73,10.32,1.1
2020-01-09 22:00:00,233.0,165.5,30.08,37.52,8.47,9.55,1.12
2020-01-09 23:00:00,248.5,173.0,30.88,44.12,8.4,9.6,1.12
2020-01-10 00:00:00,247.5,171.5,29.7,47.77,7.83,8.5,0.88
2020-01-10 01:00:00,234.0,163.0,27.95,68.2,7.0,9.67,0.62
2020-01-10 02:00:00,217.5,159.0,25.93,50.8,6.65,9.98,0.47
2020-01-10 03:00:00,185.5,141.5,23.77,37.55,5.9,9.9,0.4
2020-01-10 04:00:00,155.5,118.5,23.0,23.55,6.47,9.12,0.35
2020-01-10 05:00:00,142.5,105.5,22.5,21.6,7.67,9.02,0.3
2020-01-10 06:00:00,137.0,99.0,24.7,18.02,8.85,8.32,0.23
2020-01-10 07:00:00,136.0,100.0,24.73,29.33,7.0,7.22,0.35
2020-01-10 08:00:00,141.5,102.5,25.93,30.22,6.75,6.83,0.55
2020-01-10 09:00:00,155.5,105.0,26.9,34.5,7.85,8.17,0.65
2020-01-10 10:00:00,185.5,123.0,25.05,34.85,11.4,8.02,0.82
2020-01-10 11:00:00,218.5,160.5,25.1,27.17,15.38,9.32,0.88
2020-01-10 12:00:00,235.0,177.5,25.95,23.1,21.88,11.38,0.75
2020-01-10 13:00:00,235.0,167.5,27.5,24.0,23.08,13.05,0.7
2020-01-10 14:00:00,218.0,151.0,32.65,20.6,26.23,13.35,0.5
2020-01-10 15:00:00,191.0,129.0,34.08,19.6,30.85,12.05,0.4
2020-01-10 16:00:00,165.5,110.5,33.62,20.23,32.0,11.7,0.35
2020-01-10 17:00:00,151.5,88.5,31.75,27.3,25.7,11.07,0.5
2020-01-10 18:00:00,169.0,88.0,28.48,37.7,12.45,10.43,1.1
2020-01-10 19:00:00,238.0,132.0,28.15,63.98,7.83,12.28,1.9
2020-01-10 20:00:00,326.0,194.5,30.05,76.0,8.82,14.38,2.3
2020-01-10 21:00:00,350.5,216.5,28.48,57.65,7.53,13.55,1.7
2020-01-10 22:00:00,299.5,191.0,31.28,51.15,6.75,13.2,1.17
2020-01-10 23:00:00,273.5,188.0,33.23,70.18,7.32,13.07,1.27
2020-01-11 00:00:00,292.5,201.0,34.02,86.78,6.1,12.93,1.1
2020-01-11 01:00:00,285.5,193.5,32.0,146.9,5.9,10.4,0.6
2020-01-11 02:00:00,244.0,171.5,28.52,129.47,6.35,9.88,0.35
2020-01-11 03:00:00,212.5,156.5,24.05,86.85,5.45,8.82,0.2
2020-01-11 04:00:00,196.0,151.5,28.48,83.5,5.5,8.32,0.15
2020-01-11 05:00:00,201.0,155.0,29.45,64.47,5.2,7.9,0.1
2020-01-11 06:00:00,211.5,162.5,29.1,65.12,4.78,8.47,0.03
2020-01-11 07:00:00,216.0,165.0,29.03,69.3,4.22,10.55,0.35
2020-01-11 08:00:00,241.5,172.5,30.68,69.05,4.95,10.93,0.78
2020-01-11 09:00:00,265.0,177.0,30.77,44.8,6.0,11.55,0.85
2020-01-11 10:00:00,257.5,165.0,27.33,34.45,9.02,13.05,0.8
2020-01-11 11:00:00,242.5,151.0,25.8,32.4,14.9,14.88,0.78
2020-01-11 12:00:00,220.5,144.5,26.12,22.18,25.18,15.18,0.57
2020-01-11 13:00:00,173.5,120.5,26.23,17.85,32.7,13.45,0.45
2020-01-11 14:00:00,145.5,92.0,29.58,15.6,37.38,13.0,0.28
2020-01-11 15:00:00,138.0,76.5,31.85,17.2,39.75,11.93,0.28
2020-01-11 16:00:00,137.5,70.0,36.67,19.75,46.43,10.1,0.45
2020-01-11 17:00:00,151.5,75.0,41.1,26.28,39.4,9.12,0.98
2020-01-11 18:00:00,181.5,91.5,39.8,37.55,22.5,9.52,1.5
2020-01-11 19:00:00,255.5,127.5,39.83,99.88,15.47,12.25,3.7
2020-01-11 20:00:00,400.5,202.0,45.55,145.43,19.27,15.47,4.23
2020-01-11 21:00:00,494.0,282.0,44.17,140.2,21.9,16.3,3.83
2020-01-11 22:00:00,496.5,317.5,50.42,105.85,22.25,16.25,3.0
2020-01-11 23:00:00,467.5,308.0,50.08,81.32,19.25,14.35,2.33
2020-01-12 00:00:00,422.5,271.5,47.7,125.38,18.33,12.82,2.45
2020-01-12 01:00:00,426.5,274.0,51.5,170.15,19.45,12.55,2.65
2020-01-12 02:00:00,431.0,284.5,47.2,171.72,17.2,11.95,1.95
2020-01-12 03:00:00,367.0,246.5,40.27,152.3,14.85,10.82,1.35
2020-01-12 04:00:00,311.0,212.0,40.05,144.72,13.8,9.47,0.7
2020-01-12 05:00:00,300.0,208.5,45.65,132.07,14.4,9.62,0.4
2020-01-12 06:00:00,292.5,213.0,47.92,78.83,13.6,7.35,0.23
2020-01-12 07:00:00,295.5,219.5,53.1,105.28,13.82,7.75,0.38
2020-01-12 08:00:00,322.0,233.0,57.6,81.97,15.25,7.95,0.97
2020-01-12 09:00:00,397.5,271.5,62.83,92.43,18.7,9.1,1.5
2020-01-12 10:00:00,431.0,294.0,55.2,70.58,18.65,11.07,1.15
2020-01-12 11:00:00,363.5,251.0,48.02,40.52,25.48,12.35,0.93
2020-01-12 12:00:00,308.0,193.0,45.92,26.73,42.77,14.0,0.7
2020-01-12 13:00:00,268.5,150.5,45.1,21.5,55.38,13.8,0.35
2020-01-12 14:00:00,211.5,119.5,45.03,19.45,58.72,10.95,0.25
2020-01-12 15:00:00,183.5,114.0,47.95,19.1,64.58,9.6,0.17
2020-01-12 16:00:00,172.5,104.5,45.15,20.35,55.85,8.6,0.25
2020-01-12 17:00:00,182.0,91.0,45.4,30.25,40.27,9.35,0.57
2020-01-12 18:00:00,234.5,109.0,45.03,45.42,15.9,8.95,1.08
2020-01-12 19:00:00,283.75,137.25,44.35,89.03,16.32,11.05,1.82
2020-01-12 20:00:00,375.5,209.5,51.55,131.95,23.7,13.3,2.95
2020-01-12 21:00:00,559.25,341.0,59.4,241.9,37.75,17.7,6.65
2020-01-12 22:00:00,817.25,514.0,67.12,263.0,39.98,19.62,7.65
2020-01-12 23:00:00,855.25,540.0,66.17,177.62,29.25,16.48,5.45
2020-01-13 00:00:00,733.0,435.25,62.47,110.08,21.93,12.35,2.88
2020-01-13 01:00:00,491.5,330.5,61.17,80.88,19.32,6.95,1.93
2020-01-13 02:00:00,410.75,283.5,60.2,94.2,21.6,7.3,1.08
2020-01-13 03:00:00,413.0,285.25,55.65,105.42,29.23,7.7,1.12
2020-01-13 04:00:00,399.75,295.25,56.62,107.67,30.4,7.55,1.2
2020-01-13 05:00:00,385.5,291.25,57.78,101.2,33.4,7.47,1.05
2020-01-13 06:00:00,379.25,281.25,63.63,88.78,27.55,8.38,0.68
2020-01-13 07:00:00,367.5,283.25,69.4,63.72,16.07,8.0,0.35
2020-01-13 08:00:00,362.75,265.5,77.48,52.85,17.73,8.52,0.5
2020-01-13 09:00:00,387.5,287.75,69.22,36.92,17.12,8.32,0.28
2020-01-13 10:00:00,330.25,224.75,66.08,40.58,20.02,10.25,0.45
2020-01-13 11:00:00,340.25,229.0,60.62,37.05,23.1,11.32,0.62
2020-01-13 12:00:00,363.25,233.5,59.67,34.28,26.45,10.9,0.5
2020-01-13 13:00:00,361.25,222.25,58.1,25.73,32.0,12.4,0.4
2020-01-13 14:00:00,298.0,188.75,55.67,16.32,37.75,11.57,0.43
2020-01-13 15:00:00,239.0,144.75,60.17,16.7,40.88,10.68,0.35
2020-01-13 16:00:00,233.0,132.0,57.72,19.8,39.75,10.4,0.47
2020-01-13 17:00:00,252.0,160.0,60.42,17.9,42.03,10.43,0.6
2020-01-13 18:00:00,264.5,170.5,60.4,32.4,25.43,9.25,1.45
2020-01-13 19:00:00,318.5,216.75,59.0,60.8,20.55,8.12,2.65
2020-01-13 20:00:00,370.0,260.75,61.2,64.18,20.27,9.45,1.95
2020-01-13 21:00:00,345.0,243.5,58.3,34.75,16.98,9.0,0.97
2020-01-13 22:00:00,261.75,208.5,62.65,37.85,22.05,9.4,1.23
2020-01-13 23:00:00,301.75,259.0,69.85,32.62,20.35,8.32,1.27
2020-01-14 00:00:00,334.0,275.75,65.47,26.35,18.28,7.28,1.12
2020-01-14 01:00:00,307.0,249.75,61.2,25.82,13.62,8.8,0.6
2020-01-14 02:00:00,252.5,202.25,58.53,32.55,11.6,9.1,0.38
2020-01-14 03:00:00,196.5,166.75,51.08,18.95,10.6,9.27,0.05
2020-01-14 04:00:00,140.5,126.0,49.42,18.85,9.82,8.9,0.08
2020-01-14 05:00:00,131.0,107.75,44.58,24.3,9.1,8.93,0.08
2020-01-14 06:00:00,114.0,93.5,45.88,23.08,9.25,9.43,0.12
2020-01-14 07:00:00,138.5,108.5,49.38,24.07,9.05,9.18,0.3
2020-01-14 08:00:00,156.25,118.75,48.9,19.12,9.4,8.25,0.43
2020-01-14 09:00:00,165.5,127.75,45.78,14.18,11.5,7.9,0.53
2020-01-14 10:00:00,135.25,106.75,45.9,18.73,12.07,8.43,0.62
2020-01-14 11:00:00,169.0,126.5,44.5,20.1,14.47,8.75,0.65
2020-01-14 12:00:00,208.0,156.0,46.3,20.45,16.85,9.5,0.72
2020-01-14 13:00:00,226.5,173.5,49.2,20.35,20.85,10.35,0.6
2020-01-14 14:00:00,241.0,181.5,47.65,17.38,26.48,10.8,0.47
2020-01-14 15:00:00,181.5,138.25,46.78,15.45,28.18,10.27,0.32
2020-01-14 16:00:00,127.25,77.0,44.58,13.95,31.32,10.25,0.3
2020-01-14 17:00:00,123.75,71.0,44.98,19.12,28.07,9.32,0.4
2020-01-14 18:00:00,132.5,82.5,43.58,34.12,16.62,8.8,0.6
2020-01-14 19:00:00,146.75,101.0,42.17,27.57,16.15,7.22,0.82
2020-01-14 20:00:00,168.75,125.5,40.95,32.88,15.07,6.7,1.1
2020-01-14 21:00:00,203.5,139.5,40.08,37.95,14.2,7.2,1.23
2020-01-14 22:00:00,212.5,145.5,39.27,40.08,13.18,6.88,1.18
2020-01-14 23:00:00,219.25,146.0,41.25,49.3,12.2,7.85,1.25
2020-01-15 00:00:00,226.0,141.0,38.55,84.15,14.15,9.38,1.12
2020-01-15 01:00:00,223.5,143.0,42.38,75.45,12.32,9.1,0.9
2020-01-15 02:00:00,189.75,114.0,39.0,43.92,9.45,6.53,0.25
2020-01-15 03:00:00,127.0,85.0,37.32,21.68,10.1,5.3,0.2
2020-01-15 04:00:00,126.5,98.0,35.9,25.73,9.9,5.12,0.28
2020-01-15 05:00:00,136.25,95.0,32.85,25.1,8.45,4.9,0.25
2020-01-15 06:00:00,116.5,84.5,33.0,23.43,9.43,6.27,0.28
2020-01-15 07:00:00,124.5,95.0,35.58,33.08,9.4,9.78,0.68
2020-01-15 08:00:00,148.25,103.5,33.75,62.93,10.65,9.38,0.83
2020-01-15 09:00:00,165.75,110.0,38.75,57.12,11.0,11.62,0.72
2020-01-15 10:00:00,178.5,110.0,40.2,42.68,15.28,11.93,0.8
2020-01-15 11:00:00,183.25,126.5,40.35,27.17,21.23,12.0,0.85
2020-01-15 12:00:00,214.75,145.5,41.3,24.45,29.18,14.35,0.75
2020-01-15 13:00:00,230.5,150.5,43.98,24.7,43.48,15.3,0.75
2020-01-15 14:00:00,256.5,164.0,47.88,25.18,53.9,15.15,0.62
2020-01-15 15:00:00,275.25,153.5,49.03,17.95,58.12,15.55,0.38
2020-01-15 16:00:00,212.5,129.5,45.7,15.45,58.1,13.22,0.28
2020-01-15 17:00:00,180.0,104.0,42.42,16.25,46.05,10.88,0.4
2020-01-15 18:00:00,151.25,98.0,43.77,22.8,28.68,9.65,0.75
2020-01-15 19:00:00,208.25,140.5,43.7,50.05,16.23,9.3,1.3
2020-01-15 20:00:00,296.25,185.0,44.25,48.38,16.75,10.1,1.45
2020-01-15 21:00:00,317.5,200.0,45.12,37.45,16.3,10.17,1.2
2020-01-15 22:00:00,297.5,201.5,45.48,40.5,15.62,9.55,1.18
2020-01-15 23:00:00,297.0,203.0,48.05,41.2,14.12,11.25,1.07
2020-01-16 00:00:00,300.0,187.0,45.5,45.88,12.27,11.57,0.83
2020-01-16 01:00:00,257.5,170.0,45.15,48.0,11.52,12.25,0.47
2020-01-16 02:00:00,221.75,143.5,41.35,48.28,9.35,7.9,0.25
2020-01-16 03:00:00,163.75,122.0,40.27,55.35,9.48,9.1,0.28
2020-01-16 04:00:00,161.0,127.5,38.85,60.88,9.6,7.68,0.32
2020-01-16 05:00:00,157.25,131.5,39.3,46.17,8.7,8.3,0.3
2020-01-16 06:00:00,170.5,141.0,41.67,27.77,8.22,8.0,0.3
2020-01-16 07:00:00,185.5,136.0,40.98,20.75,7.8,9.25,0.38
2020-01-16 08:00:00,179.0,130.5,40.85,41.88,9.27,9.95,0.75
2020-01-16 09:00:00,201.5,141.5,42.5,39.77,9.95,12.47,0.88
2020-01-16 10:00:00,203.0,149.0,42.47,32.83,10.95,12.5,0.85
2020-01-16 11:00:00,192.75,149.5,40.02,30.17,13.5,10.45,0.9
2020-01-16 12:00:00,189.5,144.5,37.32,39.12,13.0,10.82,0.93
2020-01-16 13:00:00,204.75,150.0,40.0,36.95,17.65,12.25,0.75
2020-01-16 14:00:00,253.5,172.5,43.17,28.7,20.5,10.97,0.68
2020-01-16 15:00:00,276.0,188.0,46.83,35.43,14.75,10.62,0.8
2020-01-16 16:00:00,,,48.2,36.62,13.82,9.72,0.9
2020-01-16 17:00:00,,,48.38,35.27,13.58,9.7,0.95
2020-01-16 18:00:00,,,49.9,47.45,13.62,10.07,1.1
2020-01-16 19:00:00,284.5,240.0,48.48,52.75,16.05,8.38,1.27
2020-01-16 20:00:00,309.5,254.0,46.48,49.05,16.33,6.95,1.23
2020-01-16 21:00:00,303.25,259.0,45.72,34.33,15.38,6.78,1.15
2020-01-16 22:00:00,269.25,233.0,43.27,33.15,12.93,6.9,1.0
2020-01-16 23:00:00,223.75,195.5,44.77,26.77,10.85,6.0,0.72
2020-01-17 00:00:00,184.0,148.0,42.55,35.33,8.53,6.42,0.5
2020-01-17 01:00:00,131.5,118.5,43.25,39.28,8.3,8.62,0.52
2020-01-17 02:00:00,142.0,124.5,43.6,30.58,9.15,7.97,0.45
2020-01-17 03:00:00,142.75,111.0,36.65,21.0,7.83,6.83,0.3
2020-01-17 04:00:00,97.0,85.0,33.42,41.05,7.85,6.32,0.35
2020-01-17 05:00:00,105.0,97.5,34.98,47.95,8.58,6.95,0.45
2020-01-17 06:00:00,122.75,110.5,35.53,40.32,8.6,7.6,0.47
2020-01-17 07:00:00,142.5,118.5,40.83,29.43,7.85,8.15,0.5
2020-01-17 08:00:00,159.0,116.5,40.88,31.1,6.85,8.8,0.6
2020-01-17 09:00:00,155.25,101.0,39.03,34.2,7.55,10.58,0.68
2020-01-17 10:00:00,146.5,99.5,38.78,32.5,8.35,10.8,0.67
2020-01-17 11:00:00,131.75,109.0,36.73,26.8,10.1,10.6,0.7
2020-01-17 12:00:00,168.0,135.5,34.52,27.12,11.93,8.55,0.72
2020-01-17 13:00:00,192.25,159.5,37.08,23.5,15.58,9.55,0.5
2020-01-17 14:00:00,191.5,156.5,37.38,18.25,19.17,9.72,0.35
2020-01-17 15:00:00,162.5,129.5,38.42,19.08,16.18,8.88,0.4
2020-01-17 16:00:00,140.5,101.0,41.52,19.2,15.2,9.12,0.38
2020-01-17 17:00:00,136.0,93.5,40.75,20.52,17.1,9.57,0.43
2020-01-17 18:00:00,152.5,105.0,39.48,40.17,11.45,9.35,0.95
2020-01-17 19:00:00,188.5,127.0,39.72,57.67,12.1,9.03,1.55
2020-01-17 20:00:00,231.75,148.5,35.55,64.12,14.57,7.67,1.7
2020-01-17 21:00:00,245.5,169.5,37.55,60.5,16.58,7.9,1.98
2020-01-17 22:00:00,328.0,228.0,40.15,86.3,20.8,9.25,2.85
2020-01-17 23:00:00,347.5,208.0,37.2,38.0,9.68,8.05,1.0
2020-01-18 00:00:00,208.0,122.0,37.88,33.33,8.8,7.58,0.57
2020-01-18 01:00:00,183.5,109.0,37.77,32.7,8.53,7.18,0.45
2020-01-18 02:00:00,205.25,112.5,36.6,37.95,9.4,6.25,0.25
2020-01-18 03:00:00,192.75,114.5,37.25,40.55,8.9,6.62,0.35
2020-01-18 04:00:00,215.25,123.0,31.3,50.92,8.5,4.55,0.45
2020-01-18 05:00:00,211.5,123.5,32.77,80.72,8.62,5.17,0.5
2020-01-18 06:00:00,205.25,119.5,32.23,53.25,7.35,6.05,0.47
2020-01-18 07:00:00,196.25,114.5,32.03,45.98,7.22,7.45,0.57
2020-01-18 08:00:00,175.5,107.5,34.52,44.42,7.05,8.18,0.67
2020-01-18 09:00:00,146.5,102.0,34.0,42.98,6.95,10.12,0.78
2020-01-18 10:00:00,153.0,107.0,36.52,56.5,9.88,10.2,1.0
2020-01-18 11:00:00,185.25,124.5,38.15,56.98,11.6,10.38,1.08
2020-01-18 12:00:00,249.5,177.0,36.03,51.73,14.43,8.27,1.27
2020-01-18 13:00:00,290.0,218.0,38.77,46.27,17.0,6.82,1.0
2020-01-18 14:00:00,282.0,202.0,40.58,27.9,28.88,7.53,0.47
2020-01-18 15:00:00,223.0,146.0,37.28,18.6,32.1,7.8,0.28
2020-01-18 16:00:00,143.5,101.5,41.7,16.3,34.6,9.22,0.1
2020-01-18 17:00:00,139.0,93.0,41.3,18.65,31.45,7.68,0.2
2020-01-18 18:00:00,150.25,104.0,42.62,47.57,15.07,8.6,0.62
2020-01-18 19:00:00,200.25,138.5,45.0,49.62,13.58,7.47,1.2
2020-01-18 20:00:00,258.5,183.0,39.85,73.3,16.27,6.58,1.57
2020-01-18 21:00:00,293.0,218.5,44.45,63.52,18.68,7.32,1.82
2020-01-18 22:00:00,308.0,227.5,43.67,34.95,16.45,6.72,1.32
2020-01-18 23:00:00,290.0,220.5,40.8,45.38,15.15,6.97,0.98
2020-01-19 00:00:00,263.0,186.5,42.6,61.4,11.27,7.0,0.68
2020-01-19 01:00:00,207.75,155.0,45.65,58.45,10.9,8.55,0.55
2020-01-19 02:00:00,221.5,157.0,45.0,37.75,9.3,7.53,0.5
2020-01-19 03:00:00,234.5,150.5,41.05,42.7,9.2,8.4,0.53
2020-01-19 04:00:00,226.5,151.5,38.62,36.42,9.18,5.88,0.5
2020-01-19 05:00:00,222.75,147.0,35.55,24.45,8.5,4.97,0.4
2020-01-19 06:00:00,184.5,124.5,33.65,21.2,9.28,5.9,0.3
2020-01-19 07:00:00,165.5,116.0,34.83,21.62,12.02,7.17,0.25
2020-01-19 08:00:00,155.5,123.0,39.47,20.25,17.35,8.27,0.3
2020-01-19 09:00:00,171.5,131.0,37.8,19.9,17.57,9.62,0.28
2020-01-19 10:00:00,161.0,132.5,36.88,16.48,21.57,9.6,0.32
2020-01-19 11:00:00,161.75,135.0,36.73,17.65,25.3,11.38,0.43
