Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2019-12-28 14:00:00,366.5,264.75,50.3,55.88,7.53,1.1,13.75
2019-12-28 15:00:00,415.75,299.0,50.17,68.62,9.3,1.4,15.15
2019-12-28 16:00:00,466.5,330.5,50.2,63.12,9.5,1.35,14.75
2019-12-28 17:00:00,453.5,319.5,48.45,67.67,10.5,1.27,13.03
2019-12-28 18:00:00,448.25,307.0,50.35,92.85,11.22,1.6,11.95
2019-12-28 19:00:00,478.0,322.5,47.38,118.5,11.97,1.77,12.77
2019-12-28 20:00:00,465.5,303.25,42.62,157.8,11.45,2.02,19.55
2019-12-28 21:00:00,478.5,305.5,44.62,362.77,15.77,3.5,40.6
2019-12-28 22:00:00,535.75,346.25,54.17,447.28,18.42,4.45,41.38
2019-12-28 23:00:00,593.5,395.0,50.03,467.25,20.32,4.92,33.28
2019-12-29 00:00:00,632.75,435.0,52.48,358.5,19.95,4.92,34.12
2019-12-29 01:00:00,693.0,466.0,50.12,128.4,17.1,2.25,155.28
2019-12-29 02:00:00,665.0,371.0,48.28,85.3,10.35,1.48,75.55
2019-12-29 03:00:00,635.0,317.75,49.08,63.08,6.65,1.28,21.05
2019-12-29 04:00:00,566.0,303.25,48.9,49.38,4.92,1.02,17.12
2019-12-29 05:00:00,524.0,285.0,49.55,58.82,4.52,1.0,55.27
2019-12-29 06:00:00,534.5,301.5,50.73,56.48,3.55,1.0,116.9
2019-12-29 07:00:00,534.75,305.75,49.27,55.97,3.3,0.9,132.1
2019-12-29 08:00:00,506.5,300.0,47.12,56.33,4.43,0.9,63.05
2019-12-29 09:00:00,454.5,283.75,43.7,59.02,5.2,0.88,36.83
2019-12-29 10:00:00,442.25,287.25,43.62,64.42,5.38,0.9,23.28
2019-12-29 11:00:00,460.5,315.0,45.35,68.58,5.55,1.0,20.33
2019-12-29 12:00:00,478.0,335.25,47.52,68.55,5.8,1.0,26.28
2019-12-29 13:00:00,484.0,345.75,50.45,82.97,6.58,1.08,21.23
2019-12-29 14:00:00,506.75,364.0,52.58,80.97,8.28,1.35,19.12
2019-12-29 15:00:00,600.75,418.75,57.85,61.45,11.3,1.82,53.4
2019-12-29 16:00:00,713.75,488.5,53.4,55.83,14.45,1.38,73.02
2019-12-29 17:00:00,556.0,381.75,47.4,56.12,12.65,1.33,45.4
2019-12-29 18:00:00,508.25,350.75,46.17,131.23,10.28,1.82,23.77
2019-12-29 19:00:00,564.5,369.0,45.4,170.5,10.38,2.12,17.62
2019-12-29 20:00:00,576.5,375.75,46.0,252.45,13.15,2.95,18.68
2019-12-29 21:00:00,604.75,394.5,45.5,254.1,13.7,3.55,19.52
2019-12-29 22:00:00,635.75,425.0,49.85,358.23,15.75,4.6,20.3
2019-12-29 23:00:00,669.5,442.0,48.07,243.3,13.3,3.42,17.48
2019-12-30 00:00:00,651.25,423.75,47.15,265.62,12.72,3.35,17.12
2019-12-30 01:00:00,657.25,435.75,40.67,299.35,14.65,3.88,19.25
2019-12-30 02:00:00,631.5,440.5,39.7,280.07,11.47,3.82,10.5
2019-12-30 03:00:00,613.25,418.5,37.05,231.12,9.3,3.3,17.3
2019-12-30 04:00:00,605.0,404.5,35.95,177.27,8.25,2.6,15.85
2019-12-30 05:00:00,591.0,385.5,36.27,174.25,8.07,2.7,17.05
2019-12-30 06:00:00,569.0,385.5,37.85,159.38,7.85,3.05,18.23
2019-12-30 07:00:00,529.75,370.25,35.95,140.9,7.2,2.68,17.72
2019-12-30 08:00:00,457.75,326.25,37.55,140.97,7.67,2.27,16.45
2019-12-30 09:00:00,383.75,279.25,34.55,121.88,6.5,1.75,14.3
2019-12-30 10:00:00,327.5,242.5,33.7,100.12,6.12,1.6,15.12
2019-12-30 11:00:00,402.25,254.0,37.3,112.7,6.6,1.82,20.18
2019-12-30 12:00:00,572.25,318.0,49.7,141.05,8.4,2.3,20.5
2019-12-30 13:00:00,694.0,379.75,91.45,133.75,8.47,2.45,22.32
2019-12-30 14:00:00,675.25,418.25,97.47,116.15,6.1,2.25,20.43
2019-12-30 15:00:00,617.25,422.25,101.9,100.58,5.07,2.23,17.07
2019-12-30 16:00:00,624.25,451.5,101.32,84.73,4.4,1.95,14.82
2019-12-30 17:00:00,556.5,411.5,94.47,62.5,4.5,1.6,13.05
2019-12-30 18:00:00,491.5,361.25,88.03,63.3,4.7,1.62,12.55
2019-12-30 19:00:00,504.5,363.25,86.28,60.95,4.88,1.62,13.3
2019-12-30 20:00:00,478.75,335.25,78.4,54.28,6.28,1.38,13.05
2019-12-30 21:00:00,428.75,290.5,76.58,48.3,6.97,1.4,12.82
2019-12-30 22:00:00,403.0,272.75,76.55,39.22,5.5,1.2,11.27
2019-12-30 23:00:00,358.75,244.25,72.85,34.08,4.27,0.95,10.33
2019-12-31 00:00:00,337.25,220.5,69.92,31.18,4.38,0.9,10.47
2019-12-31 01:00:00,309.25,205.0,64.72,28.18,4.78,1.1,9.65
2019-12-31 02:00:00,262.25,181.5,58.0,22.2,6.55,0.93,9.7
2019-12-31 03:00:00,219.5,155.75,58.42,17.23,6.72,0.83,11.07
2019-12-31 04:00:00,221.75,152.25,59.08,16.75,6.22,0.8,10.53
2019-12-31 05:00:00,212.25,143.25,57.48,17.48,6.1,0.8,10.83
2019-12-31 06:00:00,221.0,154.0,62.3,19.92,6.22,0.78,10.45
2019-12-31 07:00:00,273.25,194.75,64.73,23.7,6.6,0.8,9.9
2019-12-31 08:00:00,274.25,196.5,60.92,26.68,7.67,0.8,10.1
2019-12-31 09:00:00,279.5,197.0,63.8,32.28,8.43,0.8,9.6
2019-12-31 10:00:00,316.0,226.75,61.15,28.0,7.95,0.8,10.6
2019-12-31 11:00:00,301.25,215.75,59.07,27.8,8.0,0.88,11.6
2019-12-31 12:00:00,298.0,215.5,59.9,28.33,8.2,0.95,13.45
2019-12-31 13:00:00,312.75,225.25,61.72,29.02,9.0,0.9,15.22
2019-12-31 14:00:00,307.75,219.75,63.9,29.6,8.75,0.88,15.15
2019-12-31 15:00:00,286.0,202.25,61.38,29.52,7.12,0.75,15.78
2019-12-31 16:00:00,251.25,173.5,59.17,31.2,7.2,0.7,15.45
2019-12-31 17:00:00,229.5,158.25,59.12,37.05,7.97,0.8,14.65
2019-12-31 18:00:00,242.5,163.75,57.65,87.88,9.25,1.3,13.0
2019-12-31 19:00:00,291.25,180.5,59.88,266.88,11.05,2.88,15.05
2019-12-31 20:00:00,379.75,226.25,61.95,447.7,17.95,5.0,17.18
2019-12-31 21:00:00,438.25,270.5,66.72,,21.07,5.53,18.45
2019-12-31 22:00:00,459.75,315.0,67.18,,24.2,,18.02
2019-12-31 23:00:00,517.0,369.5,75.0,,23.88,,18.77
2020-01-01 00:00:00,592.75,447.75,72.62,,24.68,,21.6
2020-01-01 01:00:00,740.5,572.0,82.93,,26.23,,26.8
2020-01-01 02:00:00,853.25,664.75,86.15,,16.75,,19.6
2020-01-01 03:00:00,831.0,663.0,83.57,455.15,9.68,5.4,22.95
2020-01-01 04:00:00,742.0,593.5,79.88,437.4,8.57,5.45,21.62
2020-01-01 05:00:00,673.25,552.5,72.82,434.72,8.4,,21.42
2020-01-01 06:00:00,646.0,538.5,65.65,388.52,7.88,5.4,20.9
2020-01-01 07:00:00,635.0,520.5,66.23,362.85,6.75,5.0,27.43
2020-01-01 08:00:00,609.5,496.75,65.07,458.5,10.95,5.15,52.58
2020-01-01 09:00:00,614.25,494.75,71.33,487.6,13.43,5.4,86.83
2020-01-01 10:00:00,661.5,501.25,82.4,339.23,14.45,3.7,147.43
2020-01-01 11:00:00,658.25,463.5,73.65,103.75,12.52,1.05,28.02
2020-01-01 12:00:00,422.0,302.75,65.05,46.45,12.97,0.2,16.25
2020-01-01 13:00:00,253.5,181.5,60.48,29.55,12.88,,19.02
2020-01-01 14:00:00,203.75,141.75,57.52,26.3,15.72,,20.02
2020-01-01 15:00:00,188.75,130.25,55.27,25.57,16.32,,19.85
2020-01-01 16:00:00,176.25,116.0,55.15,33.58,16.85,,18.75
2020-01-01 17:00:00,185.25,111.75,54.6,46.42,13.8,,16.25
2020-01-01 18:00:00,191.75,103.5,51.05,77.75,12.1,0.33,13.7
2020-01-01 19:00:00,230.75,123.5,53.07,193.9,10.98,1.42,15.12
2020-01-01 20:00:00,290.5,156.5,55.52,362.43,13.75,3.62,17.38
2020-01-01 21:00:00,389.25,217.75,56.12,425.4,19.65,5.05,19.45
2020-01-01 22:00:00,516.25,298.75,65.47,,27.5,,23.02
2020-01-01 23:00:00,593.25,370.25,67.43,,27.52,,26.5
2020-01-02 00:00:00,637.5,450.0,75.38,,27.85,,30.25
2020-01-02 01:00:00,737.0,563.25,77.3,,27.52,,29.85
2020-01-02 02:00:00,764.5,611.5,75.88,,19.85,,22.05
2020-01-02 03:00:00,788.0,643.5,69.88,,15.22,,28.25
2020-01-02 04:00:00,733.75,603.0,71.07,481.45,12.03,,27.1
2020-01-02 05:00:00,687.75,578.75,70.88,441.3,9.95,,26.25
2020-01-02 06:00:00,660.0,559.0,69.62,355.25,8.03,5.2,25.32
2020-01-02 07:00:00,623.5,523.75,65.22,317.08,5.75,3.9,21.1
2020-01-02 08:00:00,516.0,425.25,60.48,470.12,9.53,4.4,20.57
2020-01-02 09:00:00,521.5,416.5,61.65,470.45,12.07,4.25,21.3
2020-01-02 10:00:00,517.25,394.5,69.3,315.7,13.5,2.27,79.58
2020-01-02 11:00:00,526.75,374.5,71.7,142.25,23.07,1.52,182.05
2020-01-02 12:00:00,580.0,418.0,69.97,86.05,27.93,0.62,64.95
2020-01-02 13:00:00,,,52.1,29.7,15.98,,42.6
2020-01-02 14:00:00,179.0,113.0,55.05,30.88,29.68,,29.7
2020-01-02 15:00:00,172.5,107.25,51.45,27.9,25.92,0.5,
2020-01-02 16:00:00,153.5,89.0,46.85,31.93,20.8,0.47,25.58
2020-01-02 17:00:00,158.5,87.0,43.1,43.62,13.85,0.57,20.23
2020-01-02 18:00:00,187.5,92.5,46.2,95.5,14.88,1.18,15.52
2020-01-02 19:00:00,267.25,100.0,51.55,318.48,19.38,1.7,19.95
2020-01-02 20:00:00,346.5,189.0,48.7,424.2,22.3,2.65,23.47
2020-01-02 21:00:00,394.5,209.75,59.12,,28.92,4.22,28.93
2020-01-02 22:00:00,485.0,283.5,60.33,,31.75,5.45,32.48
2020-01-02 23:00:00,490.5,321.25,61.7,,30.7,,32.85
2020-01-03 00:00:00,469.75,339.25,67.53,,28.05,,31.93
2020-01-03 01:00:00,492.25,369.75,67.3,,28.43,,32.73
2020-01-03 02:00:00,488.25,383.0,65.12,,21.2,,24.35
2020-01-03 03:00:00,482.25,373.5,60.45,,17.0,,32.18
2020-01-03 04:00:00,469.75,376.0,61.38,475.1,15.0,,30.05
2020-01-03 05:00:00,436.0,357.0,64.15,413.02,12.62,,30.82
2020-01-03 06:00:00,425.75,344.5,60.5,368.75,10.6,5.7,29.9
2020-01-03 07:00:00,419.5,341.0,60.35,355.88,9.0,4.95,29.12
2020-01-03 08:00:00,418.5,337.25,52.93,442.45,13.82,4.43,31.1
2020-01-03 09:00:00,445.75,345.25,56.88,485.0,16.4,4.32,30.88
2020-01-03 10:00:00,467.25,340.5,61.0,311.95,17.95,3.97,38.42
2020-01-03 11:00:00,400.75,272.25,51.58,90.2,25.12,1.38,48.8
2020-01-03 12:00:00,186.5,121.75,47.42,30.18,10.25,0.4,13.25
2020-01-03 13:00:00,91.0,51.25,45.42,22.12,6.58,0.5,18.77
2020-01-03 14:00:00,79.0,39.75,44.35,20.0,11.4,0.5,20.7
2020-01-03 15:00:00,79.25,39.25,39.05,18.38,12.75,0.4,23.5
2020-01-03 16:00:00,81.5,40.5,37.0,19.92,12.03,0.4,11.6
2020-01-03 17:00:00,86.0,40.0,33.15,31.07,11.15,0.47,22.4
2020-01-03 18:00:00,99.75,38.75,34.65,124.38,11.7,0.72,13.07
2020-01-03 19:00:00,165.5,57.25,37.17,271.07,15.85,1.25,14.75
2020-01-03 20:00:00,255.25,83.25,38.55,427.35,19.7,2.33,16.42
2020-01-03 21:00:00,297.0,131.25,43.02,446.0,20.1,3.4,15.68
2020-01-03 22:00:00,280.25,156.0,44.75,471.5,19.62,4.0,15.27
2020-01-03 23:00:00,288.25,,50.47,400.93,17.55,4.2,14.0
2020-01-04 00:00:00,273.75,,51.9,329.55,15.97,4.05,13.72
2020-01-04 01:00:00,279.25,,51.33,338.45,15.05,3.42,13.62
2020-01-04 02:00:00,297.0,,53.53,340.95,13.45,3.42,13.4
2020-01-04 03:00:00,295.5,,51.25,334.67,11.78,3.65,14.1
2020-01-04 04:00:00,302.5,,50.58,310.85,10.27,3.77,13.82
2020-01-04 05:00:00,309.75,,49.35,281.38,9.68,3.98,13.62
2020-01-04 06:00:00,318.25,,50.5,270.78,10.18,4.0,13.6
2020-01-04 07:00:00,352.75,,52.97,277.17,12.23,3.83,13.4
2020-01-04 08:00:00,372.5,,52.65,335.95,14.35,3.65,14.05
2020-01-04 09:00:00,374.0,,55.45,422.55,16.55,3.6,16.1
2020-01-04 10:00:00,395.25,,63.38,313.15,15.45,3.53,15.5
2020-01-04 11:00:00,414.5,267.0,67.35,211.07,16.9,3.12,10.12
2020-01-04 12:00:00,351.5,258.25,65.47,132.57,15.43,2.67,8.2
2020-01-04 13:00:00,285.0,207.0,61.12,75.75,11.28,2.3,7.3
2020-01-04 14:00:00,178.5,127.0,57.0,50.18,13.45,1.65,8.77
2020-01-04 15:00:00,182.0,117.0,54.92,39.3,17.05,1.27,10.27
2020-01-04 16:00:00,198.25,125.5,49.77,31.85,15.12,1.0,11.35
2020-01-04 17:00:00,171.75,102.5,45.1,35.08,15.28,0.83,10.05
2020-01-04 18:00:00,177.25,95.75,39.65,76.38,12.62,0.8,10.57
2020-01-04 19:00:00,239.75,117.0,45.02,184.72,12.65,1.1,13.27
2020-01-04 20:00:00,293.5,159.25,50.65,202.97,13.53,1.62,12.88
2020-01-04 21:00:00,301.75,195.75,51.02,148.75,13.8,1.95,10.88
2020-01-04 22:00:00,301.75,200.75,54.67,117.97,12.98,2.0,10.45
2020-01-04 23:00:00,328.0,220.75,56.58,89.3,14.88,1.98,9.75
2020-01-05 00:00:00,328.75,218.75,60.5,64.97,12.62,1.75,8.38
2020-01-05 01:00:00,273.0,190.0,61.18,61.42,10.55,1.45,8.72
2020-01-05 02:00:00,259.5,192.0,61.02,72.57,9.85,1.3,9.2
2020-01-05 03:00:00,259.0,183.5,60.9,89.03,13.95,1.2,9.85
2020-01-05 04:00:00,264.75,193.0,58.38,68.62,12.05,1.12,9.4
2020-01-05 05:00:00,242.75,187.25,55.85,75.15,10.6,1.1,9.4
2020-01-05 06:00:00,241.0,183.25,55.85,91.88,11.2,1.17,9.77
2020-01-05 07:00:00,270.75,198.75,59.38,76.55,10.05,1.12,8.4
2020-01-05 08:00:00,286.75,207.25,57.72,79.45,10.75,1.1,8.2
2020-01-05 09:00:00,283.0,208.75,57.27,88.7,11.72,1.08,8.75
2020-01-05 10:00:00,278.75,208.25,60.27,62.75,12.78,1.02,8.88
2020-01-05 11:00:00,262.0,197.25,60.35,49.48,14.07,0.97,10.4
2020-01-05 12:00:00,234.75,177.5,57.48,37.02,15.3,0.85,10.12
2020-01-05 13:00:00,173.75,129.25,50.05,27.6,12.85,0.78,10.0
2020-01-05 14:00:00,125.75,84.75,42.12,21.5,13.1,0.62,11.32
2020-01-05 15:00:00,121.75,75.0,39.02,23.3,14.53,0.5,12.05
2020-01-05 16:00:00,131.25,76.5,37.12,27.0,15.82,0.4,12.47
2020-01-05 17:00:00,141.25,84.25,37.5,30.85,14.9,0.4,12.22
2020-01-05 18:00:00,166.25,97.25,38.93,40.75,14.45,0.47,11.85
2020-01-05 19:00:00,195.5,114.25,42.3,43.67,13.68,0.62,12.57
2020-01-05 20:00:00,235.5,143.0,47.12,60.23,13.05,0.8,12.8
2020-01-05 21:00:00,259.5,164.75,48.62,65.67,15.62,0.95,11.2
2020-01-05 22:00:00,257.5,168.75,50.17,88.95,14.6,1.08,12.32
2020-01-05 23:00:00,275.25,179.75,49.7,159.35,14.38,1.35,14.6
2020-01-06 00:00:00,300.0,196.25,52.55,159.57,14.77,1.65,13.53
2020-01-06 01:00:00,270.75,187.75,51.62,106.25,13.2,1.58,11.1
2020-01-06 02:00:00,232.0,165.5,49.73,98.55,11.9,1.42,10.2
2020-01-06 03:00:00,222.0,158.5,52.08,106.68,11.2,1.4,11.62
2020-01-06 04:00:00,242.5,176.0,54.77,101.57,10.65,1.33,11.23
2020-01-06 05:00:00,257.75,196.75,55.73,92.3,10.85,1.25,10.28
2020-01-06 06:00:00,250.75,194.0,56.35,72.03,10.22,1.15,10.05
2020-01-06 07:00:00,240.5,187.25,53.98,77.4,10.48,1.1,11.12
2020-01-06 08:00:00,240.75,186.25,53.55,136.18,11.73,1.08,11.05
2020-01-06 09:00:00,255.75,193.75,55.15,197.75,13.53,1.2,11.35
2020-01-06 10:00:00,291.25,202.75,55.0,236.12,17.05,1.48,11.43
2020-01-06 11:00:00,302.25,188.75,56.25,159.82,17.08,1.58,8.55
2020-01-06 12:00:00,276.25,161.25,52.75,131.65,13.53,1.6,7.7
2020-01-06 13:00:00,299.0,160.5,57.9,114.7,14.1,1.65,9.7
2020-01-06 14:00:00,337.25,181.0,50.43,63.65,19.02,1.45,9.33
2020-01-06 15:00:00,170.5,94.0,47.17,43.5,22.05,1.05,10.57
2020-01-06 16:00:00,175.5,100.0,46.02,42.73,19.75,0.8,10.18
2020-01-06 17:00:00,208.25,116.75,45.67,42.12,15.45,0.7,10.47
2020-01-06 18:00:00,195.75,115.0,44.1,46.47,14.35,0.7,10.68
2020-01-06 19:00:00,195.5,118.75,45.08,47.98,11.98,0.83,11.73
2020-01-06 20:00:00,178.75,114.75,44.7,54.22,13.15,0.93,12.65
2020-01-06 21:00:00,171.25,122.5,45.02,61.07,13.88,1.08,12.05
2020-01-06 22:00:00,150.5,114.5,43.8,60.78,13.57,1.1,16.55
2020-01-06 23:00:00,154.0,97.0,42.57,62.83,37.88,1.0,86.38
2020-01-07 00:00:00,167.5,103.0,41.67,63.2,52.73,1.0,126.72
2020-01-07 01:00:00,161.5,101.25,44.18,74.53,33.15,1.0,56.25
2020-01-07 02:00:00,150.0,93.0,42.0,56.3,19.5,0.97,10.6
2020-01-07 03:00:00,130.5,86.0,44.9,75.42,15.68,0.9,14.45
2020-01-07 04:00:00,131.5,92.0,42.88,63.85,13.82,0.83,12.35
2020-01-07 05:00:00,120.5,88.75,43.3,57.35,12.75,0.78,12.53
2020-01-07 06:00:00,134.75,88.25,44.33,62.38,17.93,0.7,55.6
2020-01-07 07:00:00,185.5,120.5,47.73,64.58,20.75,0.78,48.3
2020-01-07 08:00:00,197.5,136.5,45.08,76.68,17.8,0.83,29.1
2020-01-07 09:00:00,212.25,148.5,48.67,81.9,19.65,0.95,12.85
2020-01-07 10:00:00,235.25,155.5,48.58,81.62,22.97,1.08,10.47
2020-01-07 11:00:00,202.5,130.5,49.23,58.05,18.1,1.05,10.25
2020-01-07 12:00:00,179.5,117.75,50.8,55.33,19.07,1.3,10.93
2020-01-07 13:00:00,195.75,129.25,49.98,68.35,17.05,1.0,13.9
2020-01-07 14:00:00,192.25,131.5,52.15,80.08,13.18,1.08,15.25
2020-01-07 15:00:00,192.5,140.0,52.73,54.73,13.65,1.02,13.47
2020-01-07 16:00:00,219.25,153.0,54.48,51.75,15.4,1.0,14.45
2020-01-07 17:00:00,212.0,146.25,52.55,45.42,12.75,0.93,13.82
2020-01-07 18:00:00,189.5,124.25,54.45,55.17,11.75,0.8,14.57
2020-01-07 19:00:00,232.25,155.75,60.95,60.45,13.72,1.05,15.47
2020-01-07 20:00:00,262.5,182.5,58.45,72.62,13.12,1.2,14.9
2020-01-07 21:00:00,244.25,170.25,56.92,74.6,11.32,1.35,13.25
2020-01-07 22:00:00,206.5,147.75,54.67,47.38,10.2,1.3,11.38
2020-01-07 23:00:00,163.25,122.5,52.7,48.15,10.35,1.17,10.7
2020-01-08 00:00:00,161.0,118.5,53.47,49.72,9.82,1.02,10.4
2020-01-08 01:00:00,153.5,110.75,54.55,65.07,8.75,0.9,10.5
2020-01-08 02:00:00,153.75,111.0,58.4,41.27,7.7,0.88,10.35
2020-01-08 03:00:00,136.25,110.25,53.6,41.3,7.65,0.62,13.1
2020-01-08 04:00:00,122.5,99.25,52.45,45.3,8.45,0.53,14.0
2020-01-08 05:00:00,124.25,100.25,49.6,54.55,9.18,0.7,16.78
2020-01-08 06:00:00,126.75,102.5,47.8,54.08,9.05,0.7,19.85
2020-01-08 07:00:00,132.5,108.5,47.17,69.23,9.43,0.8,16.25
2020-01-08 08:00:00,139.25,117.0,51.4,79.45,10.57,0.8,12.8
2020-01-08 09:00:00,153.0,125.0,51.33,86.28,11.05,0.93,43.9
2020-01-08 10:00:00,145.5,112.75,52.45,82.6,9.75,1.02,14.97
2020-01-08 11:00:00,141.5,112.0,53.15,62.82,9.0,1.02,13.73
2020-01-08 12:00:00,150.0,117.0,51.67,69.25,11.68,1.08,24.67
2020-01-08 13:00:00,181.25,139.0,51.88,65.25,12.5,1.27,12.47
2020-01-08 14:00:00,208.75,160.5,52.45,66.53,12.12,1.3,12.47
2020-01-08 15:00:00,195.75,158.75,49.65,71.0,10.8,1.38,12.25
2020-01-08 16:00:00,185.25,148.25,48.67,75.15,10.0,1.52,11.12
2020-01-08 17:00:00,182.75,146.25,54.6,93.8,8.83,1.7,12.2
2020-01-08 18:00:00,185.75,149.25,57.48,96.33,8.8,1.75,14.78
2020-01-08 19:00:00,193.25,153.75,56.02,71.15,8.5,1.4,13.5
2020-01-08 20:00:00,181.25,146.0,52.6,66.4,10.33,1.4,13.7
2020-01-08 21:00:00,171.5,136.25,48.75,49.08,10.07,1.3,12.05
2020-01-08 22:00:00,149.0,112.75,46.4,41.33,9.93,1.12,9.85
2020-01-08 23:00:00,147.75,104.0,47.22,36.08,10.05,0.93,8.1
2020-01-09 00:00:00,137.25,101.5,46.12,23.68,9.53,0.7,8.35
2020-01-09 01:00:00,116.75,84.75,43.23,19.92,8.93,0.65,9.1
2020-01-09 02:00:00,109.25,79.75,41.12,17.33,8.5,0.5,7.45
2020-01-09 03:00:00,86.5,65.0,38.38,18.2,8.75,0.4,9.45
2020-01-09 04:00:00,78.75,59.75,38.5,18.78,10.93,0.3,8.75
2020-01-09 05:00:00,81.0,62.5,37.15,17.33,11.15,0.3,9.05
2020-01-09 06:00:00,92.5,67.5,36.73,18.62,10.43,0.3,8.82
2020-01-09 07:00:00,109.0,84.0,36.95,22.43,11.25,0.4,8.9
2020-01-09 08:00:00,142.75,106.0,38.38,29.48,11.08,0.4,8.32
2020-01-09 09:00:00,161.5,116.5,38.33,29.85,8.22,0.43,6.85
2020-01-09 10:00:00,158.25,110.75,38.12,35.75,8.03,0.5,7.72
2020-01-09 11:00:00,163.5,109.25,36.95,35.25,8.28,0.5,8.53
2020-01-09 12:00:00,168.75,114.5,35.65,29.98,9.4,0.5,8.85
2020-01-09 13:00:00,167.0,109.25,35.48,31.27,10.0,0.6,8.4
2020-01-09 14:00:00,149.5,104.0,34.77,29.0,9.73,0.6,9.03
2020-01-09 15:00:00,129.25,91.0,35.33,26.9,9.0,0.6,9.12
2020-01-09 16:00:00,119.0,79.0,34.03,26.32,8.2,0.6,9.77
2020-01-09 17:00:00,121.75,76.75,32.7,29.32,8.18,0.6,9.95
2020-01-09 18:00:00,122.5,72.0,33.73,41.58,7.77,0.6,9.65
2020-01-09 19:00:00,134.25,81.25,34.88,74.75,8.15,0.72,9.95
2020-01-09 20:00:00,159.75,97.75,38.23,80.38,9.77,0.95,10.57
2020-01-09 21:00:00,173.0,119.75,39.92,54.17,11.08,1.0,10.18
2020-01-09 22:00:00,183.25,127.5,39.67,67.4,10.85,1.08,9.48
2020-01-09 23:00:00,203.75,140.5,39.25,67.3,10.7,1.12,10.03
2020-01-10 00:00:00,233.25,162.75,41.27,63.58,10.3,1.2,9.93
2020-01-10 01:00:00,249.75,178.0,42.35,72.28,10.12,1.38,8.07
2020-01-10 02:00:00,234.75,165.75,41.2,69.65,8.68,1.45,5.25
2020-01-10 03:00:00,208.0,144.25,39.05,59.75,8.77,1.33,8.15
2020-01-10 04:00:00,191.0,129.5,37.48,43.1,8.95,1.05,7.8
2020-01-10 05:00:00,153.5,105.0,35.93,30.5,8.5,0.93,8.9
2020-01-10 06:00:00,138.75,89.75,34.9,24.65,8.18,0.8,9.15
2020-01-10 07:00:00,140.25,93.25,35.2,25.47,8.23,0.7,10.05
2020-01-10 08:00:00,158.5,105.25,35.32,32.88,9.15,0.78,9.15
2020-01-10 09:00:00,166.25,103.5,36.45,45.12,9.12,0.75,9.4
2020-01-10 10:00:00,172.5,109.75,39.25,55.77,9.43,0.83,9.68
2020-01-10 11:00:00,193.0,133.25,40.95,42.38,10.7,0.93,10.45
2020-01-10 12:00:00,205.0,157.5,42.17,37.02,14.3,0.95,10.88
2020-01-10 13:00:00,211.75,150.25,43.75,40.33,16.4,0.9,12.8
2020-01-10 14:00:00,221.5,150.75,42.88,33.48,13.67,0.88,13.65
2020-01-10 15:00:00,185.25,121.5,41.98,30.4,12.57,0.8,13.85
2020-01-10 16:00:00,168.25,114.25,42.23,29.52,11.68,0.8,15.15
2020-01-10 17:00:00,156.5,103.0,38.73,31.3,10.12,0.8,14.5
2020-01-10 18:00:00,149.75,92.5,34.7,58.58,10.15,0.8,11.6
2020-01-10 19:00:00,177.75,95.25,37.88,101.3,10.62,0.93,12.57
2020-01-10 20:00:00,253.0,132.75,42.23,168.95,12.9,1.38,15.48
2020-01-10 21:00:00,343.25,190.75,46.27,208.18,14.88,1.98,15.32
2020-01-10 22:00:00,394.25,230.25,51.92,219.05,15.4,2.53,15.32
2020-01-10 23:00:00,415.5,256.25,48.33,278.5,16.35,3.03,14.47
2020-01-11 00:00:00,418.25,263.25,46.02,279.23,16.05,3.35,13.55
2020-01-11 01:00:00,362.75,238.25,44.77,235.97,14.93,2.92,11.15
2020-01-11 02:00:00,301.0,201.5,47.02,152.2,9.75,2.55,6.6
2020-01-11 03:00:00,223.75,147.25,42.1,78.38,7.77,2.05,8.22
2020-01-11 04:00:00,161.25,107.25,42.3,58.98,7.72,1.73,8.32
2020-01-11 05:00:00,158.75,111.75,43.2,54.42,6.53,1.45,8.93
2020-01-11 06:00:00,168.0,116.0,43.22,52.15,6.47,1.48,9.45
2020-01-11 07:00:00,172.0,122.75,42.05,76.97,7.78,1.15,9.55
2020-01-11 08:00:00,181.0,126.75,42.33,124.53,10.48,1.55,9.35
2020-01-11 09:00:00,209.5,140.0,45.92,106.42,11.8,1.9,9.5
2020-01-11 10:00:00,252.5,172.25,50.2,98.6,13.38,1.98,9.62
2020-01-11 11:00:00,273.5,185.0,49.1,68.6,23.05,2.23,9.4
2020-01-11 12:00:00,220.25,139.5,45.73,45.45,14.25,2.05,10.88
2020-01-11 13:00:00,167.75,101.5,41.75,33.05,12.45,1.0,11.32
2020-01-11 14:00:00,125.0,72.0,37.92,26.1,13.83,0.93,12.93
2020-01-11 15:00:00,125.0,68.75,37.9,24.9,14.73,1.1,12.65
2020-01-11 16:00:00,129.75,70.75,37.55,26.75,14.8,1.1,13.53
2020-01-11 17:00:00,157.75,85.0,39.25,34.58,14.15,1.2,14.65
2020-01-11 18:00:00,209.5,107.0,41.85,72.4,13.97,1.27,12.8
2020-01-11 19:00:00,243.0,122.75,42.65,205.4,14.35,1.2,12.3
2020-01-11 20:00:00,261.75,139.5,44.52,286.38,14.45,1.88,13.58
2020-01-11 21:00:00,310.75,167.0,51.02,306.93,15.3,2.55,13.78
