Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2019-10-31 01:00:00,417.0,273.75,42.38,459.05,14.78,,12.47
2019-10-31 02:00:00,396.0,271.25,47.15,355.5,13.28,5.28,11.25
2019-10-31 03:00:00,376.5,248.75,42.25,238.25,7.55,4.2,18.05
2019-10-31 04:00:00,345.75,222.75,43.17,159.9,7.52,3.3,6.82
2019-10-31 05:00:00,350.75,218.75,41.28,137.1,6.47,3.0,7.22
2019-10-31 06:00:00,354.75,216.0,39.5,186.28,8.82,2.85,7.4
2019-10-31 07:00:00,354.5,210.25,41.35,263.5,11.43,3.02,7.7
2019-10-31 08:00:00,389.5,207.25,41.55,218.03,12.43,2.75,5.43
2019-10-31 09:00:00,389.5,199.75,43.05,183.53,12.55,2.8,5.9
2019-10-31 10:00:00,417.25,212.0,40.12,220.43,14.4,3.1,5.88
2019-10-31 11:00:00,431.25,208.5,44.38,155.12,16.7,2.65,5.35
2019-10-31 12:00:00,426.0,187.5,42.12,97.4,16.95,2.23,6.45
2019-10-31 13:00:00,437.25,198.5,45.35,55.7,17.62,2.12,9.45
2019-10-31 14:00:00,494.25,257.75,49.33,51.25,18.35,2.32,13.18
2019-10-31 15:00:00,578.5,304.0,50.65,48.48,17.27,2.55,17.55
2019-10-31 16:00:00,632.5,337.25,52.73,57.4,17.73,2.73,14.97
2019-10-31 17:00:00,659.5,361.5,55.88,102.03,15.6,3.12,16.7
2019-10-31 18:00:00,657.25,363.25,53.33,224.9,15.5,4.25,15.97
2019-10-31 19:00:00,702.0,404.25,56.53,423.15,18.32,5.1,20.0
2019-10-31 20:00:00,726.5,419.75,59.02,493.1,17.9,,20.45
2019-10-31 21:00:00,687.25,426.0,60.73,,18.48,,21.83
2019-10-31 22:00:00,642.75,420.25,58.05,,19.18,,21.55
2019-10-31 23:00:00,623.25,419.25,59.1,483.23,17.8,,20.85
2019-11-01 00:00:00,590.5,411.75,51.58,401.85,13.85,,19.9
2019-11-01 01:00:00,572.5,399.25,55.65,340.7,11.6,,20.65
2019-11-01 02:00:00,552.5,386.0,55.55,249.47,10.25,5.5,19.45
2019-11-01 03:00:00,567.25,402.25,61.35,213.5,6.55,5.2,25.72
2019-11-01 04:00:00,589.5,416.5,62.4,209.35,7.2,4.9,11.4
2019-11-01 05:00:00,589.75,422.25,61.73,195.9,6.72,4.45,9.57
2019-11-01 06:00:00,589.0,427.75,61.6,200.7,8.88,4.32,10.28
2019-11-01 07:00:00,608.75,439.5,63.95,197.75,10.2,4.12,11.38
2019-11-01 08:00:00,639.5,454.75,59.25,232.07,11.68,4.25,11.85
2019-11-01 09:00:00,649.25,446.0,61.1,304.4,13.28,4.55,12.88
2019-11-01 10:00:00,698.0,458.25,65.2,263.75,16.2,4.4,10.05
2019-11-01 11:00:00,692.0,443.0,65.57,125.45,19.5,3.1,5.22
2019-11-01 12:00:00,605.25,388.0,68.97,79.0,18.52,2.7,9.68
2019-11-01 13:00:00,564.75,371.25,64.7,53.25,20.48,2.65,14.4
2019-11-01 14:00:00,582.75,386.75,65.78,66.1,20.05,2.95,21.2
2019-11-01 15:00:00,618.25,388.75,67.52,62.38,21.92,3.35,34.4
2019-11-01 16:00:00,647.25,358.25,58.55,63.28,21.3,2.97,28.55
2019-11-01 17:00:00,581.0,317.5,52.65,55.8,18.12,2.6,22.15
2019-11-01 18:00:00,535.25,301.0,49.7,71.9,14.77,2.98,15.88
2019-11-01 19:00:00,531.75,293.0,48.1,97.25,14.0,3.2,12.57
2019-11-01 20:00:00,502.25,275.75,52.27,179.72,14.4,4.03,14.72
2019-11-01 21:00:00,502.5,284.0,46.7,123.25,15.2,3.18,13.82
2019-11-01 22:00:00,467.0,236.5,41.72,154.6,12.75,3.1,12.8
2019-11-01 23:00:00,386.5,200.0,41.23,165.88,11.98,3.23,14.12
2019-11-02 00:00:00,363.5,194.0,40.33,188.25,13.05,3.3,14.7
2019-11-02 01:00:00,341.25,194.25,37.33,185.72,13.68,3.3,13.2
2019-11-02 02:00:00,327.0,187.75,39.05,122.53,13.25,2.6,11.75
2019-11-02 03:00:00,307.75,168.25,41.9,98.55,11.75,2.4,18.4
2019-11-02 04:00:00,302.5,176.0,41.92,83.75,12.0,2.05,8.9
2019-11-02 05:00:00,287.25,173.0,40.92,62.02,10.35,1.65,8.07
2019-11-02 06:00:00,239.5,147.0,39.33,52.78,9.98,1.42,7.68
2019-11-02 07:00:00,190.5,122.0,39.83,71.9,10.18,1.4,8.12
2019-11-02 08:00:00,191.5,123.25,38.77,87.1,11.75,1.6,11.33
2019-11-02 09:00:00,222.5,136.0,39.2,75.6,12.57,1.55,10.47
2019-11-02 10:00:00,268.0,152.0,43.12,91.7,13.78,2.0,13.25
2019-11-02 11:00:00,384.5,221.0,54.55,81.35,15.3,2.32,14.25
2019-11-02 12:00:00,502.0,306.25,62.92,75.2,17.6,2.65,14.55
2019-11-02 13:00:00,605.0,380.0,70.88,74.38,19.15,2.9,20.4
2019-11-02 14:00:00,636.75,391.0,66.25,51.97,23.4,2.45,22.3
2019-11-02 15:00:00,559.25,346.25,58.4,41.55,18.98,2.0,17.25
2019-11-02 16:00:00,481.75,305.5,56.38,42.07,15.55,2.18,18.02
2019-11-02 17:00:00,526.75,333.25,56.78,42.4,13.47,2.3,15.27
2019-11-02 18:00:00,622.25,415.25,64.17,40.6,13.0,2.67,15.65
2019-11-02 19:00:00,729.0,502.75,66.8,36.8,13.38,2.58,13.6
2019-11-02 20:00:00,666.25,478.25,62.38,61.18,13.05,2.5,11.4
2019-11-02 21:00:00,582.75,428.0,62.25,117.4,11.93,3.08,13.35
2019-11-02 22:00:00,600.75,410.25,60.65,217.53,11.95,3.92,15.82
2019-11-02 23:00:00,600.0,415.5,60.92,206.32,12.62,3.97,16.93
2019-11-03 00:00:00,593.75,428.0,61.27,182.03,12.35,3.83,16.75
2019-11-03 01:00:00,606.75,431.5,58.9,162.32,12.68,3.75,16.6
2019-11-03 02:00:00,650.0,474.5,69.38,86.58,12.07,3.25,13.05
2019-11-03 03:00:00,739.5,547.25,73.45,81.1,10.65,3.4,21.32
2019-11-03 04:00:00,773.25,580.5,79.33,54.95,10.42,3.2,11.12
2019-11-03 05:00:00,848.0,655.25,78.4,39.85,8.3,2.92,10.95
2019-11-03 06:00:00,836.0,678.75,85.0,38.4,9.72,3.27,12.82
2019-11-03 07:00:00,,795.0,86.85,31.55,10.18,3.3,13.3
2019-11-03 08:00:00,915.0,784.5,82.77,43.58,10.55,3.23,15.85
2019-11-03 09:00:00,915.0,759.25,89.6,59.83,11.55,3.62,18.12
2019-11-03 10:00:00,,886.25,103.78,60.83,12.28,4.05,18.3
2019-11-03 11:00:00,,968.0,105.88,47.97,12.9,4.17,16.85
2019-11-03 12:00:00,,912.0,101.12,46.1,9.45,3.85,16.4
2019-11-03 13:00:00,,912.75,99.02,40.5,8.53,4.05,19.45
2019-11-03 14:00:00,867.0,860.75,88.15,33.95,8.12,3.32,18.73
2019-11-03 15:00:00,817.5,648.75,72.75,29.25,7.45,2.62,16.98
2019-11-03 16:00:00,614.0,455.75,57.2,27.07,8.18,1.98,17.73
2019-11-03 17:00:00,412.75,288.75,42.45,48.88,9.02,1.62,10.15
2019-11-03 18:00:00,308.75,193.75,39.47,96.47,10.75,1.98,11.38
2019-11-03 19:00:00,330.0,199.75,42.6,138.18,12.32,2.38,12.17
2019-11-03 20:00:00,358.5,235.5,46.68,161.6,12.4,2.65,11.95
2019-11-03 21:00:00,371.25,246.0,47.4,132.98,10.45,2.6,13.43
2019-11-03 22:00:00,323.25,207.75,45.5,137.28,10.5,2.53,14.65
2019-11-03 23:00:00,254.75,163.5,42.48,128.6,,2.15,14.88
2019-11-04 00:00:00,213.75,130.0,40.88,112.75,,2.12,16.6
2019-11-04 01:00:00,198.0,122.0,38.78,98.88,,1.95,14.65
2019-11-04 02:00:00,190.25,116.0,40.35,71.75,,1.6,13.8
2019-11-04 03:00:00,209.5,,42.3,50.9,,1.5,20.35
2019-11-04 04:00:00,289.25,,46.12,47.67,,1.6,12.3
2019-11-04 05:00:00,435.25,,56.23,48.23,,2.08,12.22
2019-11-04 06:00:00,600.5,,65.78,54.38,,2.42,12.68
2019-11-04 07:00:00,695.25,,68.05,70.65,,2.6,12.45
2019-11-04 08:00:00,712.75,,64.9,94.45,,2.58,13.95
2019-11-04 09:00:00,652.25,,65.88,86.18,,2.78,14.88
2019-11-04 10:00:00,701.75,,61.52,66.62,,2.53,12.25
2019-11-04 11:00:00,576.75,,47.2,44.12,12.6,1.82,9.3
2019-11-04 12:00:00,398.0,239.0,47.83,30.33,14.57,1.52,14.2
2019-11-04 13:00:00,347.25,228.5,42.83,25.7,15.0,1.4,15.38
2019-11-04 14:00:00,287.0,181.5,36.12,21.38,13.12,1.1,12.57
2019-11-04 15:00:00,209.0,129.5,33.25,19.55,12.03,0.97,12.15
2019-11-04 16:00:00,190.75,106.75,30.75,21.38,13.53,0.9,12.5
2019-11-04 17:00:00,166.0,88.0,27.18,32.77,17.2,0.98,8.35
2019-11-04 18:00:00,181.75,88.25,26.55,60.15,15.3,1.2,6.12
2019-11-04 19:00:00,209.5,90.25,26.77,184.95,14.03,2.3,7.75
2019-11-04 20:00:00,230.5,95.75,28.7,212.9,14.55,2.75,10.8
2019-11-04 21:00:00,232.5,106.0,31.77,199.3,14.05,2.95,12.8
2019-11-04 22:00:00,253.0,121.75,28.15,175.6,13.53,2.83,13.78
2019-11-04 23:00:00,258.5,130.5,33.15,104.67,12.95,2.17,10.55
2019-11-05 00:00:00,287.75,176.0,38.23,53.33,12.12,1.75,8.1
2019-11-05 01:00:00,391.75,289.25,47.05,39.03,13.35,1.92,7.22
2019-11-05 02:00:00,512.5,397.75,50.85,33.9,13.1,2.0,8.25
2019-11-05 03:00:00,528.75,408.25,50.6,30.9,11.5,1.95,16.57
2019-11-05 04:00:00,534.75,412.75,51.38,32.7,11.82,1.92,6.9
2019-11-05 05:00:00,519.5,400.5,49.53,32.35,10.0,1.88,8.07
2019-11-05 06:00:00,488.25,377.25,48.1,39.45,10.85,1.85,7.6
2019-11-05 07:00:00,462.75,353.5,46.2,56.93,10.55,1.9,8.9
2019-11-05 08:00:00,424.25,330.0,42.6,74.08,10.9,1.83,8.38
2019-11-05 09:00:00,383.0,291.0,40.65,57.38,13.2,1.7,6.78
2019-11-05 10:00:00,344.5,227.5,38.02,40.48,15.75,1.48,8.43
2019-11-05 11:00:00,301.75,182.25,34.67,28.3,16.55,1.25,11.85
2019-11-05 12:00:00,266.25,145.75,32.62,21.73,18.8,1.15,14.03
2019-11-05 13:00:00,239.5,122.0,28.55,18.25,18.0,1.0,12.03
2019-11-05 14:00:00,164.75,84.0,25.25,15.88,14.93,0.85,9.78
2019-11-05 15:00:00,128.75,63.75,23.55,16.45,13.65,0.8,9.23
2019-11-05 16:00:00,115.75,48.75,23.7,17.82,14.53,0.83,11.62
2019-11-05 17:00:00,129.25,51.5,23.22,28.65,15.53,0.97,8.1
2019-11-05 18:00:00,155.75,52.5,21.5,80.85,13.7,1.42,5.25
2019-11-05 19:00:00,193.0,53.75,21.52,236.18,14.52,3.08,7.58
2019-11-05 20:00:00,209.75,64.5,25.12,284.5,16.0,3.35,7.2
2019-11-05 21:00:00,211.5,72.25,25.33,303.7,15.6,3.58,8.0
2019-11-05 22:00:00,205.5,76.25,27.08,335.62,15.95,3.92,9.05
2019-11-05 23:00:00,214.5,86.5,26.43,317.67,15.52,3.67,7.92
2019-11-06 00:00:00,200.0,87.5,26.97,316.65,14.22,3.4,7.7
2019-11-06 01:00:00,190.75,84.5,29.38,214.53,11.88,2.65,4.65
2019-11-06 02:00:00,173.75,82.0,28.05,153.75,10.52,2.25,4.25
2019-11-06 03:00:00,178.75,91.25,27.95,145.3,9.2,2.2,10.58
2019-11-06 04:00:00,175.75,100.5,27.32,154.93,10.38,2.2,3.1
2019-11-06 05:00:00,167.25,98.5,26.0,141.3,9.92,1.98,6.17
2019-11-06 06:00:00,163.25,95.75,25.25,141.27,8.9,1.9,5.28
2019-11-06 07:00:00,168.0,92.5,21.82,178.55,8.78,2.12,5.75
2019-11-06 08:00:00,183.5,94.0,28.07,249.1,10.2,2.5,6.03
2019-11-06 09:00:00,221.0,97.0,27.25,276.4,12.8,2.68,5.47
2019-11-06 10:00:00,228.0,105.25,27.83,278.1,15.43,2.95,3.83
2019-11-06 11:00:00,250.25,103.5,26.7,186.6,14.93,2.58,3.9
2019-11-06 12:00:00,252.0,108.25,28.18,64.95,13.03,1.95,5.45
2019-11-06 13:00:00,229.25,108.5,25.07,27.25,9.75,1.07,10.85
2019-11-06 14:00:00,158.25,71.25,21.8,15.85,7.4,0.65,5.07
2019-11-06 15:00:00,92.75,40.75,19.83,14.68,6.3,0.55,4.7
2019-11-06 16:00:00,85.75,30.5,19.52,16.4,5.97,0.55,6.4
2019-11-06 17:00:00,107.75,41.0,21.3,49.53,7.45,0.88,6.07
2019-11-06 18:00:00,163.0,54.0,24.2,121.03,10.8,1.55,4.88
2019-11-06 19:00:00,215.0,69.0,23.6,155.05,13.07,2.12,5.12
2019-11-06 20:00:00,252.75,85.25,25.35,167.35,13.7,2.5,6.45
2019-11-06 21:00:00,282.0,110.0,28.32,165.5,13.53,2.38,5.83
2019-11-06 22:00:00,299.75,122.25,31.4,140.65,11.85,2.15,7.73
2019-11-06 23:00:00,296.75,133.0,32.65,138.18,10.47,2.2,8.7
2019-11-07 00:00:00,287.5,138.0,31.35,169.65,11.88,2.22,8.15
2019-11-07 01:00:00,273.75,142.75,29.35,168.62,13.23,1.77,6.35
2019-11-07 02:00:00,265.0,146.5,36.6,115.07,12.4,1.48,7.9
2019-11-07 03:00:00,291.0,168.75,36.85,53.75,10.65,1.3,12.5
2019-11-07 04:00:00,282.75,170.25,37.27,57.65,11.7,1.27,6.0
2019-11-07 05:00:00,287.75,175.75,36.83,64.25,10.52,1.27,7.15
2019-11-07 06:00:00,277.25,176.0,38.35,96.55,9.6,1.45,7.92
2019-11-07 07:00:00,297.25,186.0,39.0,102.95,9.73,1.5,8.4
2019-11-07 08:00:00,301.0,186.25,38.28,92.42,12.53,1.68,8.03
2019-11-07 09:00:00,367.0,207.0,43.23,100.38,15.62,1.9,9.75
2019-11-07 10:00:00,396.5,207.5,43.27,72.25,18.25,1.7,7.22
2019-11-07 11:00:00,388.5,198.75,44.85,95.5,17.17,1.95,8.85
2019-11-07 12:00:00,427.0,225.0,47.23,93.2,15.68,2.05,9.6
2019-11-07 13:00:00,433.0,236.75,49.73,109.2,13.72,2.62,15.38
2019-11-07 14:00:00,413.5,247.25,53.75,99.05,12.25,2.7,16.7
2019-11-07 15:00:00,383.0,240.5,51.05,74.33,13.38,2.1,17.4
2019-11-07 16:00:00,295.5,193.5,52.25,57.83,15.45,1.6,10.27
2019-11-07 17:00:00,275.25,176.5,53.27,53.12,16.15,1.65,13.9
2019-11-07 18:00:00,315.0,197.75,55.95,54.02,14.65,1.97,19.7
2019-11-07 19:00:00,361.25,239.0,54.5,67.58,13.05,2.18,11.2
2019-11-07 20:00:00,353.25,227.75,49.33,69.1,13.77,1.9,6.88
2019-11-07 21:00:00,318.75,193.0,48.38,79.2,14.75,1.95,6.72
2019-11-07 22:00:00,326.75,195.75,50.6,113.78,12.78,2.38,8.35
2019-11-07 23:00:00,344.25,211.5,48.7,209.95,12.33,3.12,10.2
2019-11-08 00:00:00,344.75,206.75,47.83,296.0,14.4,3.73,11.12
2019-11-08 01:00:00,332.0,205.5,47.93,171.47,13.23,2.75,10.62
2019-11-08 02:00:00,302.0,202.25,47.88,213.45,13.6,3.15,12.85
2019-11-08 03:00:00,315.0,197.5,47.9,182.35,11.85,3.05,20.85
2019-11-08 04:00:00,302.75,202.25,47.0,125.85,13.45,2.33,12.18
2019-11-08 05:00:00,298.75,202.0,42.75,56.27,11.68,1.53,6.67
2019-11-08 06:00:00,248.5,165.25,41.25,58.12,9.22,1.3,5.53
2019-11-08 07:00:00,208.75,140.75,40.5,80.07,8.45,1.35,6.15
2019-11-08 08:00:00,208.5,127.75,41.23,153.35,9.32,1.8,7.83
2019-11-08 09:00:00,216.0,133.25,44.5,147.88,12.9,2.0,10.15
2019-11-08 10:00:00,253.25,147.5,40.45,88.6,19.27,1.7,9.95
2019-11-08 11:00:00,224.5,130.25,38.8,78.17,19.68,1.45,6.53
2019-11-08 12:00:00,204.75,115.5,36.17,73.83,20.85,1.27,7.57
2019-11-08 13:00:00,189.75,103.5,35.77,59.55,20.42,1.2,7.3
2019-11-08 14:00:00,190.0,105.25,39.38,60.62,21.92,1.5,9.95
2019-11-08 15:00:00,236.0,121.25,39.98,46.45,27.47,1.45,13.52
2019-11-08 16:00:00,222.5,107.75,36.98,33.92,25.73,1.15,11.88
2019-11-08 17:00:00,208.25,92.75,35.35,40.0,16.93,1.25,14.22
2019-11-08 18:00:00,234.75,96.5,32.83,56.83,16.1,1.62,12.62
2019-11-08 19:00:00,253.5,102.5,28.83,284.5,17.75,3.6,12.38
2019-11-08 20:00:00,304.25,111.25,34.8,415.8,21.12,4.97,15.78
2019-11-08 21:00:00,329.5,127.0,37.52,382.82,20.45,4.9,15.5
2019-11-08 22:00:00,317.75,140.0,38.92,411.07,20.1,5.07,14.68
2019-11-08 23:00:00,320.0,151.25,39.4,298.8,18.47,4.15,13.5
2019-11-09 00:00:00,286.75,151.0,38.92,332.85,14.2,4.22,12.03
2019-11-09 01:00:00,290.25,156.75,41.65,344.27,13.97,4.2,11.98
2019-11-09 02:00:00,273.5,154.25,38.7,217.88,12.55,3.05,12.55
2019-11-09 03:00:00,270.5,153.25,41.3,98.6,9.55,2.0,15.5
2019-11-09 04:00:00,283.5,169.5,41.42,67.55,11.45,1.5,4.95
2019-11-09 05:00:00,277.0,177.75,39.92,45.12,13.05,1.23,4.72
2019-11-09 06:00:00,260.5,174.75,40.85,49.17,10.68,1.35,5.33
2019-11-09 07:00:00,262.5,191.25,44.5,58.1,9.12,1.48,5.97
2019-11-09 08:00:00,289.0,213.5,47.8,80.97,9.23,1.73,6.83
2019-11-09 09:00:00,310.5,233.5,50.92,50.67,12.82,1.57,7.3
2019-11-09 10:00:00,295.5,217.75,44.42,37.77,17.98,1.35,8.53
2019-11-09 11:00:00,228.0,148.0,36.48,34.68,17.38,1.07,7.62
2019-11-09 12:00:00,169.25,87.5,32.1,24.9,15.55,0.85,8.25
2019-11-09 13:00:00,149.75,63.5,29.45,18.48,15.05,0.67,8.68
2019-11-09 14:00:00,130.75,47.75,28.27,17.95,12.33,0.6,6.62
2019-11-09 15:00:00,114.75,39.25,26.55,15.75,9.5,0.57,4.45
2019-11-09 16:00:00,97.75,34.5,24.7,19.23,9.28,0.57,5.27
2019-11-09 17:00:00,107.5,36.0,23.5,30.02,9.68,0.65,4.5
2019-11-09 18:00:00,135.5,41.0,20.85,67.28,13.0,1.07,4.1
2019-11-09 19:00:00,181.25,59.5,22.18,95.95,16.0,1.43,2.23
2019-11-09 20:00:00,207.5,81.0,26.12,125.77,18.07,1.92,4.97
2019-11-09 21:00:00,274.0,121.25,28.55,104.58,23.1,1.82,2.0
2019-11-09 22:00:00,306.25,147.75,28.8,138.82,22.12,2.15,4.2
2019-11-09 23:00:00,319.0,157.5,29.0,167.15,18.48,2.47,6.25
2019-11-10 00:00:00,280.25,142.0,30.48,170.97,14.82,2.5,6.97
2019-11-10 01:00:00,279.5,141.5,30.47,132.0,14.3,2.2,4.93
2019-11-10 02:00:00,319.75,172.75,34.95,80.5,14.47,1.82,2.6
2019-11-10 03:00:00,384.25,225.0,38.25,61.4,13.55,1.75,6.45
2019-11-10 04:00:00,418.5,246.0,38.25,55.65,15.05,1.67,0.5
2019-11-10 05:00:00,418.0,241.25,37.17,46.48,15.1,1.55,0.15
2019-11-10 06:00:00,414.5,256.0,37.08,47.48,13.35,1.6,1.25
2019-11-10 07:00:00,410.5,252.5,34.6,74.95,12.53,1.55,1.77
2019-11-10 08:00:00,373.75,218.5,33.98,148.3,13.45,1.88,2.47
2019-11-10 09:00:00,372.5,204.0,37.22,113.97,17.93,1.77,2.82
2019-11-10 10:00:00,385.75,206.25,37.12,70.75,23.9,1.62,4.05
2019-11-10 11:00:00,374.0,195.25,36.38,57.25,27.68,1.55,4.8
2019-11-10 12:00:00,356.75,190.25,31.75,37.58,26.57,1.33,7.58
2019-11-10 13:00:00,310.0,162.75,26.85,28.5,21.8,1.15,6.88
2019-11-10 14:00:00,256.25,124.0,24.95,23.3,18.88,0.98,7.05
2019-11-10 15:00:00,198.5,93.25,23.48,21.3,15.97,0.8,5.05
2019-11-10 16:00:00,157.25,70.5,22.75,23.83,14.62,0.83,6.38
2019-11-10 17:00:00,160.5,62.5,22.5,33.47,12.72,0.95,5.78
2019-11-10 18:00:00,197.0,65.75,23.25,135.0,14.82,1.65,5.45
2019-11-10 19:00:00,268.75,84.0,24.98,257.98,17.55,2.53,4.8
2019-11-10 20:00:00,287.5,94.5,28.18,284.52,17.65,2.85,4.67
2019-11-10 21:00:00,251.75,94.5,25.85,225.2,16.75,2.77,6.15
2019-11-10 22:00:00,310.75,114.5,29.05,265.73,17.2,3.25,5.9
2019-11-10 23:00:00,354.0,134.5,29.7,262.6,16.4,3.27,4.45
2019-11-11 00:00:00,321.25,135.75,30.2,265.5,13.38,3.38,4.17
2019-11-11 01:00:00,307.0,134.25,31.43,233.6,12.35,3.12,3.22
2019-11-11 02:00:00,282.25,131.5,29.9,161.53,10.5,2.67,6.65
2019-11-11 03:00:00,268.75,131.5,31.0,118.25,10.8,2.25,7.15
2019-11-11 04:00:00,291.25,138.5,31.4,123.12,11.28,2.2,1.77
2019-11-11 05:00:00,301.5,150.0,32.52,120.97,11.3,2.25,1.02
2019-11-11 06:00:00,317.25,167.25,34.02,117.33,10.32,2.32,1.7
2019-11-11 07:00:00,346.5,193.75,37.15,141.95,9.8,2.45,1.07
2019-11-11 08:00:00,407.0,233.5,37.75,216.6,10.7,2.78,1.5
2019-11-11 09:00:00,495.25,267.5,42.7,290.9,14.7,3.38,2.35
2019-11-11 10:00:00,611.25,316.5,49.75,191.68,21.62,3.3,1.98
2019-11-11 11:00:00,715.75,377.75,52.8,96.97,33.8,2.92,4.1
2019-11-11 12:00:00,748.0,402.25,36.25,36.43,,1.77,4.62
2019-11-11 13:00:00,370.0,298.25,32.75,28.83,22.17,1.35,5.68
2019-11-11 14:00:00,354.0,233.5,30.0,25.05,20.55,1.18,7.28
2019-11-11 15:00:00,299.25,191.0,30.38,26.85,17.35,1.1,5.8
2019-11-11 16:00:00,267.75,157.0,28.4,30.0,12.25,1.02,5.38
2019-11-11 17:00:00,239.75,126.0,27.75,39.65,11.45,1.15,6.35
2019-11-11 18:00:00,257.0,120.75,26.0,86.92,14.28,1.58,5.25
2019-11-11 19:00:00,260.75,114.0,28.05,317.52,17.03,3.38,5.6
2019-11-11 20:00:00,285.0,117.75,29.93,427.53,19.85,4.35,6.05
2019-11-11 21:00:00,332.25,134.75,29.1,471.9,21.27,5.05,7.53
2019-11-11 22:00:00,349.25,156.75,33.55,485.3,21.4,5.47,7.0
2019-11-11 23:00:00,328.75,174.25,30.65,,22.0,5.53,7.72
2019-11-12 00:00:00,339.75,189.75,37.03,466.85,15.8,5.03,6.7
2019-11-12 01:00:00,349.75,218.0,37.8,357.5,12.3,4.38,6.83
2019-11-12 02:00:00,356.75,252.5,37.65,304.75,10.62,4.12,8.05
2019-11-12 03:00:00,375.0,266.0,40.05,249.25,8.7,3.7,11.2
2019-11-12 04:00:00,422.5,301.25,41.08,215.45,10.07,3.42,2.05
2019-11-12 05:00:00,457.0,337.0,40.53,190.32,9.8,3.25,1.53
2019-11-12 06:00:00,489.5,375.5,39.83,186.95,10.6,3.18,1.82
2019-11-12 07:00:00,520.75,399.25,41.55,198.68,10.3,3.2,1.7
2019-11-12 08:00:00,587.25,433.0,46.67,195.25,9.68,3.15,0.28
2019-11-12 09:00:00,676.5,477.75,48.1,180.0,11.03,3.1,0.57
2019-11-12 10:00:00,751.25,510.75,48.95,126.65,17.05,2.8,1.95
2019-11-12 11:00:00,739.0,505.5,45.7,56.83,27.65,2.25,5.83
2019-11-12 12:00:00,613.75,408.0,37.03,38.52,24.45,1.95,5.95
2019-11-12 13:00:00,509.5,323.5,30.8,27.9,19.5,1.58,7.8
2019-11-12 14:00:00,416.25,260.5,30.48,28.07,18.55,1.6,14.82
2019-11-12 15:00:00,449.25,265.75,32.45,31.53,19.15,1.65,15.2
2019-11-12 16:00:00,442.75,257.5,31.4,36.75,16.93,1.55,10.38
2019-11-12 17:00:00,396.25,216.5,30.02,50.62,16.5,1.55,6.2
2019-11-12 18:00:00,382.25,188.75,32.07,198.5,16.95,2.72,5.68
2019-11-12 19:00:00,415.75,196.0,30.8,346.4,18.0,3.75,7.28
2019-11-12 20:00:00,464.0,217.0,33.83,472.4,20.2,5.08,6.35
2019-11-12 21:00:00,469.75,240.5,36.38,,21.1,5.7,7.55
2019-11-12 22:00:00,449.25,260.5,36.88,492.7,21.4,,6.58
2019-11-12 23:00:00,445.5,273.75,36.7,484.6,20.62,,6.58
2019-11-13 00:00:00,446.0,285.0,38.95,445.27,15.18,5.7,8.07
2019-11-13 01:00:00,440.0,298.0,40.22,466.12,14.03,,8.43
2019-11-13 02:00:00,458.25,311.75,38.22,378.78,12.6,5.28,10.3
2019-11-13 03:00:00,462.25,322.0,42.85,293.75,9.95,4.65,16.07
2019-11-13 04:00:00,486.0,352.75,42.6,212.83,10.88,3.85,4.7
2019-11-13 05:00:00,535.75,403.75,43.6,124.0,8.35,2.95,0.67
2019-11-13 06:00:00,550.5,410.0,42.25,135.32,8.0,2.88,0.4
2019-11-13 07:00:00,524.5,390.75,39.08,150.67,7.5,3.03,1.8
2019-11-13 08:00:00,523.75,376.75,42.47,208.55,8.12,3.27,2.77
2019-11-13 09:00:00,547.75,390.5,43.45,234.3,9.57,3.35,3.42
2019-11-13 10:00:00,634.5,458.0,47.9,132.82,12.45,2.85,2.17
2019-11-13 11:00:00,711.0,486.25,46.28,122.72,16.1,2.95,6.23
2019-11-13 12:00:00,714.25,424.0,43.05,95.45,27.5,2.73,8.8
2019-11-13 13:00:00,618.25,390.0,41.72,70.75,25.68,2.55,14.72
2019-11-13 14:00:00,615.25,394.25,39.8,60.8,23.65,2.4,17.67
2019-11-13 15:00:00,546.75,358.5,30.73,36.72,18.48,1.65,5.75
2019-11-13 16:00:00,448.75,277.5,36.95,51.88,17.48,2.0,9.82
2019-11-13 17:00:00,522.0,309.0,39.2,135.07,16.9,3.0,9.3
2019-11-13 18:00:00,561.75,309.25,40.95,253.35,18.27,4.47,11.65
2019-11-13 19:00:00,553.5,314.5,42.65,376.6,19.2,5.15,13.7
2019-11-13 20:00:00,555.5,332.0,39.38,488.0,22.07,,11.02
2019-11-13 21:00:00,562.5,341.75,38.45,482.2,22.75,,11.47
2019-11-13 22:00:00,530.75,335.75,38.58,,23.68,,13.43
2019-11-13 23:00:00,544.25,338.0,39.3,,23.68,,14.75
2019-11-14 00:00:00,523.5,339.0,38.27,421.28,15.1,,14.55
2019-11-14 01:00:00,490.5,343.5,39.62,425.73,13.1,,15.12
2019-11-14 02:00:00,485.75,348.5,38.3,367.75,12.3,5.7,15.25
2019-11-14 03:00:00,512.0,352.75,41.35,270.3,6.75,5.15,23.52
2019-11-14 04:00:00,511.25,360.75,36.45,239.88,10.02,4.78,11.45
2019-11-14 05:00:00,505.0,359.25,34.95,229.45,10.43,4.53,10.6
2019-11-14 06:00:00,491.5,356.5,33.92,237.5,12.5,4.57,8.7
2019-11-14 07:00:00,484.75,356.25,34.5,246.12,13.4,4.45,8.82
