Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),NOx (ug/m3),SO2 (ug/m3),Ozone (ug/m3),CO (mg/m3)
2019-12-25 07:00:00,197.0,111.0,12.38,14.5,1.5,1.78,0.7
2019-12-25 08:00:00,203.5,116.25,9.32,16.18,3.28,1.7,0.75
2019-12-25 09:00:00,202.0,127.75,8.75,16.48,6.9,2.08,0.83
2019-12-25 10:00:00,182.25,126.5,9.85,22.52,6.45,2.03,1.02
2019-12-25 11:00:00,187.25,142.5,11.5,26.88,7.08,2.1,1.12
2019-12-25 12:00:00,227.5,175.75,16.45,28.12,5.05,2.92,1.2
2019-12-25 13:00:00,252.0,193.5,18.22,25.9,2.88,3.38,0.9
2019-12-25 14:00:00,239.5,175.75,18.58,26.65,2.4,5.42,0.93
2019-12-25 15:00:00,236.0,170.75,18.23,25.68,3.27,5.67,0.93
2019-12-25 16:00:00,239.0,170.75,15.73,26.8,4.12,5.3,0.93
2019-12-25 17:00:00,268.5,184.0,13.75,31.75,7.53,4.1,1.05
2019-12-25 18:00:00,275.0,187.5,13.75,42.25,8.15,2.7,1.15
2019-12-25 19:00:00,273.75,180.75,16.12,44.47,9.47,1.55,1.23
2019-12-25 20:00:00,283.0,187.0,22.48,46.15,5.95,2.1,1.45
2019-12-25 21:00:00,297.75,199.25,21.23,52.52,4.62,1.73,1.62
2019-12-25 22:00:00,310.5,201.75,20.3,57.35,4.32,1.65,1.8
2019-12-25 23:00:00,320.25,201.5,18.57,46.85,4.35,1.85,1.52
2019-12-26 00:00:00,301.75,181.75,12.62,20.5,4.03,2.0,1.0
2019-12-26 01:00:00,278.0,175.0,10.47,14.67,9.47,2.22,0.88
2019-12-26 02:00:00,271.0,184.0,13.18,14.32,9.25,,0.8
2019-12-26 03:00:00,276.25,189.75,14.68,11.77,9.68,2.65,0.8
2019-12-26 04:00:00,302.25,207.75,20.73,12.2,8.3,1.98,0.88
2019-12-26 05:00:00,301.5,204.5,22.18,11.53,7.0,2.42,0.83
2019-12-26 06:00:00,291.25,193.75,19.25,11.02,6.12,2.35,0.8
2019-12-26 07:00:00,294.25,204.25,17.3,10.43,5.65,2.62,0.8
2019-12-26 08:00:00,271.75,183.0,14.42,13.95,7.3,2.98,0.85
2019-12-26 09:00:00,268.0,181.0,11.78,21.7,9.85,2.83,0.95
2019-12-26 10:00:00,280.0,186.25,12.6,30.35,9.9,2.45,1.12
2019-12-26 11:00:00,297.75,199.5,14.85,32.92,9.65,2.58,1.23
2019-12-26 12:00:00,331.25,226.75,20.1,28.83,9.28,4.95,1.2
2019-12-26 13:00:00,356.25,252.25,37.27,29.53,8.8,8.75,1.25
2019-12-26 14:00:00,369.75,261.25,28.8,29.72,6.6,10.0,1.35
2019-12-26 15:00:00,365.25,258.0,24.35,24.68,4.38,7.05,1.4
2019-12-26 16:00:00,310.75,222.25,19.23,27.0,4.3,6.2,1.38
2019-12-26 17:00:00,290.0,204.0,19.48,37.55,8.65,4.05,1.48
2019-12-26 18:00:00,305.25,207.25,19.45,50.75,10.88,2.95,1.82
2019-12-26 19:00:00,357.75,232.5,21.15,84.6,11.97,2.35,2.5
2019-12-26 20:00:00,410.5,250.25,28.75,129.53,13.43,2.15,2.95
2019-12-26 21:00:00,434.0,249.0,27.65,127.45,11.1,2.0,3.33
2019-12-26 22:00:00,434.5,260.75,24.08,86.4,8.4,1.77,3.08
2019-12-26 23:00:00,374.5,265.5,23.77,74.83,7.83,2.15,3.12
2019-12-27 00:00:00,373.5,272.75,18.2,66.15,8.3,1.78,2.83
2019-12-27 01:00:00,346.75,238.5,17.75,53.85,13.07,2.1,2.38
2019-12-27 02:00:00,313.25,213.5,18.55,44.12,14.85,,2.02
2019-12-27 03:00:00,314.25,197.75,15.82,39.53,15.2,1.9,1.85
2019-12-27 04:00:00,339.5,192.75,17.82,31.18,14.45,1.6,1.7
2019-12-27 05:00:00,315.5,164.0,17.88,16.17,8.47,1.45,1.6
2019-12-27 06:00:00,266.5,147.75,17.67,15.38,7.05,1.58,1.6
2019-12-27 07:00:00,265.0,161.0,17.4,14.75,6.65,1.7,1.6
2019-12-27 08:00:00,259.0,160.5,15.73,21.35,6.72,1.55,1.77
2019-12-27 09:00:00,281.25,179.75,13.85,31.15,11.88,1.88,1.85
2019-12-27 10:00:00,327.75,222.5,16.7,31.5,14.18,2.47,1.92
2019-12-27 11:00:00,348.25,247.25,18.52,32.73,14.4,3.28,2.05
2019-12-27 12:00:00,352.75,254.75,18.95,32.88,14.75,3.83,2.15
2019-12-27 13:00:00,362.25,254.25,23.8,35.28,10.7,5.6,1.2
2019-12-27 14:00:00,350.0,243.0,22.62,36.5,9.27,5.58,1.2
2019-12-27 15:00:00,329.75,234.75,22.02,35.05,8.7,6.4,1.25
2019-12-27 16:00:00,340.25,239.25,21.1,47.9,8.8,5.1,1.48
2019-12-27 17:00:00,377.5,256.75,20.35,54.42,13.47,5.12,1.58
2019-12-27 18:00:00,434.25,301.25,21.07,60.42,16.35,4.12,1.75
2019-12-27 19:00:00,499.0,338.5,20.93,103.8,18.7,2.45,2.5
2019-12-27 20:00:00,515.25,333.25,24.7,160.45,21.2,1.95,3.15
2019-12-27 21:00:00,497.25,315.25,26.88,130.72,16.88,2.02,3.25
2019-12-27 22:00:00,486.25,320.5,22.8,127.67,15.82,2.58,3.45
2019-12-27 23:00:00,509.75,331.5,23.65,133.68,16.88,3.3,4.05
2019-12-28 00:00:00,585.0,383.75,22.43,112.5,17.9,3.1,3.85
2019-12-28 01:00:00,598.0,393.25,15.0,93.6,20.12,4.32,3.38
2019-12-28 02:00:00,577.75,369.0,20.62,98.78,22.38,,3.15
2019-12-28 03:00:00,577.25,351.75,19.5,112.57,23.45,6.28,2.92
2019-12-28 04:00:00,542.75,314.75,18.12,85.55,22.82,6.15,2.95
2019-12-28 05:00:00,550.0,335.25,21.2,58.67,18.85,5.03,2.8
2019-12-28 06:00:00,531.75,336.75,16.5,50.88,16.25,3.7,2.75
2019-12-28 07:00:00,425.25,307.25,15.35,42.67,14.12,3.5,2.62
2019-12-28 08:00:00,412.25,295.0,15.35,48.77,14.32,3.3,2.88
2019-12-28 09:00:00,426.75,286.75,13.38,47.62,17.52,3.25,2.4
2019-12-28 10:00:00,394.75,232.0,13.8,53.05,17.83,2.53,2.1
2019-12-28 11:00:00,367.75,198.0,15.93,58.78,17.95,2.38,2.15
2019-12-28 12:00:00,396.0,221.5,15.27,68.1,18.6,3.85,2.6
2019-12-28 13:00:00,436.25,281.0,20.05,45.6,14.48,2.88,1.62
2019-12-28 14:00:00,410.75,309.25,23.55,42.62,11.48,1.95,1.62
2019-12-28 15:00:00,431.0,329.25,25.25,41.6,10.88,2.08,1.6
2019-12-28 16:00:00,438.75,329.25,25.8,47.2,11.45,1.88,1.78
2019-12-28 17:00:00,480.75,356.0,18.62,47.3,14.62,2.27,1.88
2019-12-28 18:00:00,540.75,390.25,21.05,51.3,19.6,2.15,1.88
2019-12-28 19:00:00,550.25,391.75,21.73,63.38,20.62,2.05,2.23
2019-12-28 20:00:00,551.25,388.5,24.12,102.17,21.55,2.4,3.0
2019-12-28 21:00:00,568.25,395.5,24.15,75.38,18.32,1.77,2.5
2019-12-28 22:00:00,553.0,380.5,19.77,78.3,15.35,1.85,2.58
2019-12-28 23:00:00,531.25,370.5,20.55,117.25,16.57,1.95,3.48
2019-12-29 00:00:00,586.75,405.75,22.7,141.55,20.65,2.78,4.22
2019-12-29 01:00:00,663.5,463.75,18.5,81.9,18.1,2.77,2.77
2019-12-29 02:00:00,557.5,372.5,15.35,26.6,13.68,2.5,1.4
2019-12-29 03:00:00,392.5,244.75,14.4,23.08,13.25,2.05,1.3
2019-12-29 04:00:00,431.0,242.5,14.0,18.77,12.07,1.85,1.15
2019-12-29 05:00:00,420.25,234.25,16.62,21.02,8.95,1.43,1.12
2019-12-29 06:00:00,403.25,223.75,16.55,19.9,5.65,1.32,1.2
2019-12-29 07:00:00,397.25,230.25,16.6,22.45,5.47,1.17,1.2
2019-12-29 08:00:00,409.25,248.0,17.0,27.95,5.97,0.68,1.35
2019-12-29 09:00:00,435.25,271.25,14.9,35.02,7.4,0.97,1.5
2019-12-29 10:00:00,487.75,319.0,16.75,42.65,12.52,1.95,1.55
2019-12-29 11:00:00,565.25,401.5,19.3,46.82,14.12,2.23,1.6
2019-12-29 12:00:00,618.0,455.75,21.4,49.5,14.95,3.97,2.02
2019-12-29 13:00:00,664.5,496.5,27.17,51.8,14.65,4.05,1.73
2019-12-29 14:00:00,642.0,479.25,26.7,40.78,13.98,4.22,1.55
2019-12-29 15:00:00,596.25,437.25,24.6,35.7,15.7,5.17,1.6
2019-12-29 16:00:00,632.0,457.75,23.83,30.77,16.05,5.8,1.7
2019-12-29 17:00:00,661.75,468.5,20.45,35.9,16.77,5.55,1.9
2019-12-29 18:00:00,673.0,471.0,23.7,60.45,17.35,3.77,2.42
2019-12-29 19:00:00,739.25,513.75,24.28,69.85,17.92,3.38,2.8
2019-12-29 20:00:00,759.75,531.75,26.85,81.83,19.95,3.38,3.45
2019-12-29 21:00:00,783.75,545.75,29.77,126.77,17.82,2.62,4.15
2019-12-29 22:00:00,744.5,514.5,27.75,138.6,16.58,2.53,4.45
2019-12-29 23:00:00,712.5,491.0,26.68,138.85,17.55,2.15,4.82
2019-12-30 00:00:00,725.25,517.0,24.6,113.17,16.55,2.38,4.02
2019-12-30 01:00:00,669.5,475.25,20.73,98.9,16.52,2.72,4.15
2019-12-30 02:00:00,685.5,483.75,20.08,82.92,19.12,,3.82
2019-12-30 03:00:00,637.0,450.75,19.22,77.8,19.32,3.85,3.77
2019-12-30 04:00:00,592.5,437.0,17.5,71.9,17.3,3.5,3.58
2019-12-30 05:00:00,513.75,392.0,16.23,63.38,13.5,2.48,3.22
2019-12-30 06:00:00,380.5,315.0,15.12,60.45,11.18,2.03,3.08
2019-12-30 07:00:00,363.75,286.25,13.28,61.55,9.22,1.55,2.8
2019-12-30 08:00:00,326.25,248.0,14.03,77.65,9.48,1.75,2.9
2019-12-30 09:00:00,361.5,261.25,15.02,85.7,11.02,1.48,3.17
2019-12-30 10:00:00,417.0,282.0,14.32,93.38,16.0,2.35,3.35
2019-12-30 11:00:00,507.5,314.5,16.65,76.53,15.45,2.53,3.2
2019-12-30 12:00:00,594.0,351.75,16.82,71.85,15.82,2.38,2.98
2019-12-30 13:00:00,686.75,391.0,19.5,66.8,14.65,2.02,2.55
2019-12-30 14:00:00,678.25,405.25,21.93,52.42,12.28,2.1,2.2
2019-12-30 15:00:00,632.5,406.5,20.77,43.6,10.55,3.3,1.98
2019-12-30 16:00:00,549.0,383.75,21.33,33.6,10.12,3.72,1.75
2019-12-30 17:00:00,477.25,349.25,18.48,19.52,9.22,3.48,1.5
2019-12-30 18:00:00,392.0,289.5,14.95,13.15,11.18,2.0,1.62
2019-12-30 19:00:00,343.25,247.25,16.6,14.7,12.82,1.07,1.62
2019-12-30 20:00:00,326.0,232.0,16.08,12.72,12.4,0.8,1.55
2019-12-30 21:00:00,336.25,224.25,17.1,12.97,11.35,0.78,1.52
2019-12-30 22:00:00,337.25,207.5,20.53,13.38,6.88,0.5,1.6
2019-12-30 23:00:00,327.5,196.25,18.3,10.75,4.58,0.58,1.48
2019-12-31 00:00:00,307.0,180.25,17.15,6.92,4.75,1.15,1.4
2019-12-31 01:00:00,249.0,162.0,16.15,5.17,6.67,1.0,1.33
2019-12-31 02:00:00,227.0,154.25,11.72,5.15,11.08,,1.27
2019-12-31 03:00:00,247.0,163.5,13.45,3.77,13.8,1.1,1.2
2019-12-31 04:00:00,236.0,153.75,13.95,3.65,14.42,0.85,1.2
2019-12-31 05:00:00,245.5,163.25,14.95,4.2,13.55,0.88,1.1
2019-12-31 06:00:00,258.5,183.75,19.85,3.98,9.12,0.8,1.2
2019-12-31 07:00:00,232.0,178.25,16.8,3.7,7.45,1.02,1.27
2019-12-31 08:00:00,219.0,176.0,16.43,4.5,7.15,1.05,1.3
2019-12-31 09:00:00,250.75,191.25,16.18,8.1,7.38,0.9,1.3
2019-12-31 10:00:00,278.25,214.5,10.95,8.07,11.35,1.2,1.3
2019-12-31 11:00:00,283.5,221.5,14.4,8.55,13.95,6.15,1.35
2019-12-31 12:00:00,261.0,201.25,24.9,9.98,14.68,13.03,1.42
2019-12-31 13:00:00,258.75,197.0,23.4,10.15,14.55,10.53,0.8
2019-12-31 14:00:00,256.0,191.0,30.95,13.9,11.75,30.95,0.8
2019-12-31 15:00:00,266.25,189.5,26.9,14.55,10.18,6.8,0.8
2019-12-31 16:00:00,254.25,180.75,27.6,13.72,9.75,5.75,0.8
2019-12-31 17:00:00,232.25,166.5,26.05,14.55,9.55,4.58,0.78
2019-12-31 18:00:00,234.25,165.25,21.77,32.55,12.0,2.7,0.98
2019-12-31 19:00:00,282.0,196.75,26.5,64.33,15.72,1.52,1.88
2019-12-31 20:00:00,391.5,298.0,36.55,79.6,19.38,1.88,2.58
2019-12-31 21:00:00,570.5,486.0,46.78,86.4,20.73,2.27,4.38
2019-12-31 22:00:00,706.5,610.0,32.15,61.75,13.65,1.5,2.05
2019-12-31 23:00:00,354.0,423.25,48.42,157.75,17.95,2.07,7.77
2020-01-01 00:00:00,926.0,871.0,50.62,225.32,23.6,2.45,8.55
2020-01-01 01:00:00,926.0,785.0,50.15,283.78,23.35,3.17,9.78
2020-01-01 02:00:00,974.0,835.0,46.98,278.75,24.93,,9.02
2020-01-01 03:00:00,928.0,749.0,42.97,215.6,25.07,4.35,7.05
2020-01-01 04:00:00,814.0,659.25,39.4,201.85,27.07,6.3,7.78
2020-01-01 05:00:00,818.0,669.25,33.08,127.15,24.38,10.03,4.97
2020-01-01 06:00:00,587.75,459.25,32.25,89.17,15.1,10.35,3.42
2020-01-01 07:00:00,504.25,390.0,28.38,91.42,12.6,9.03,3.3
2020-01-01 08:00:00,499.25,384.5,28.83,102.55,13.43,7.62,3.47
2020-01-01 09:00:00,512.5,390.0,25.8,92.42,14.42,6.8,2.92
2020-01-01 10:00:00,455.75,341.5,27.48,66.75,17.7,5.7,2.15
2020-01-01 11:00:00,395.0,304.5,28.65,28.9,18.45,4.62,1.6
2020-01-01 12:00:00,306.5,233.75,27.35,16.38,18.1,3.9,1.2
2020-01-01 13:00:00,222.75,171.5,26.68,11.62,18.25,3.12,0.3
2020-01-01 14:00:00,199.25,146.75,30.95,10.8,16.12,3.05,0.28
2020-01-01 15:00:00,190.0,135.75,29.73,10.28,16.02,3.38,0.25
2020-01-01 16:00:00,173.75,121.25,28.15,9.85,18.38,2.67,0.23
2020-01-01 17:00:00,162.25,116.5,25.62,10.98,15.62,2.65,0.32
2020-01-01 18:00:00,182.5,126.5,22.35,29.95,14.3,1.75,0.82
2020-01-01 19:00:00,243.75,160.0,26.52,90.0,16.05,1.25,1.68
2020-01-01 20:00:00,285.5,194.75,29.95,84.9,17.23,0.93,1.6
2020-01-01 21:00:00,292.25,217.5,24.85,69.62,16.3,1.7,1.32
2020-01-01 22:00:00,291.75,221.25,32.77,77.4,15.47,1.12,2.77
2020-01-01 23:00:00,405.0,318.0,61.55,219.07,26.58,3.18,2.44
2020-01-02 00:00:00,753.0,604.0,46.95,210.12,25.75,2.67,8.32
2020-01-02 01:00:00,741.5,595.25,42.3,206.98,21.05,2.6,7.15
2020-01-02 02:00:00,740.75,600.75,40.85,191.65,21.95,,8.93
2020-01-02 03:00:00,820.25,678.5,38.5,161.32,23.93,4.32,8.0
2020-01-02 04:00:00,740.25,615.75,34.08,144.9,23.2,4.05,6.97
2020-01-02 05:00:00,684.5,575.5,34.0,171.88,23.7,5.25,7.05
2020-01-02 06:00:00,628.5,529.0,37.1,164.85,26.8,7.8,5.97
2020-01-02 07:00:00,545.0,457.0,31.77,129.35,23.45,8.75,4.62
2020-01-02 08:00:00,505.5,418.5,34.15,124.88,18.15,8.62,4.68
2020-01-02 09:00:00,619.25,508.5,36.42,150.15,19.85,8.68,6.38
2020-01-02 10:00:00,722.75,573.5,31.77,129.2,24.9,7.25,3.92
2020-01-02 11:00:00,457.25,349.0,30.7,77.9,26.95,5.65,2.12
2020-01-02 12:00:00,355.5,245.75,33.75,35.88,27.17,4.55,1.23
2020-01-02 13:00:00,241.25,165.75,29.85,14.35,36.17,3.5,0.05
2020-01-02 14:00:00,149.5,99.75,32.23,13.88,48.45,2.88,0.03
2020-01-02 15:00:00,157.25,99.5,31.38,11.43,39.67,2.6,0.0
2020-01-02 16:00:00,148.0,91.25,27.82,9.88,22.4,2.85,0.0
2020-01-02 17:00:00,139.25,86.25,24.4,8.75,17.18,3.22,0.0
2020-01-02 18:00:00,134.25,81.25,18.98,35.3,16.43,1.45,0.45
2020-01-02 19:00:00,193.25,104.25,19.7,74.97,16.25,1.4,1.18
2020-01-02 20:00:00,280.0,172.75,29.57,105.35,21.52,1.0,2.12
2020-01-02 21:00:00,425.0,323.0,39.17,191.8,31.05,1.88,5.82
2020-01-02 22:00:00,680.0,515.0,62.5,294.33,46.3,3.38,0.01
2020-01-02 23:00:00,928.0,701.0,54.08,230.27,38.25,3.6,7.23
2020-01-03 00:00:00,877.75,664.25,46.27,219.98,31.25,2.47,8.6
2020-01-03 01:00:00,693.75,526.5,39.9,205.25,23.45,1.93,7.35
2020-01-03 02:00:00,594.75,442.0,37.55,199.0,23.73,,7.03
2020-01-03 03:00:00,588.0,430.75,32.65,194.15,24.9,2.2,6.22
2020-01-03 04:00:00,549.25,407.0,34.65,180.43,23.93,2.12,5.3
2020-01-03 05:00:00,474.5,355.75,28.7,111.75,19.15,2.1,2.83
2020-01-03 06:00:00,330.5,253.0,26.2,68.58,15.9,1.82,1.93
2020-01-03 07:00:00,290.0,221.5,33.32,132.35,15.55,1.58,3.83
2020-01-03 08:00:00,416.5,327.25,36.05,150.62,15.92,2.2,4.08
2020-01-03 09:00:00,496.75,378.5,38.8,173.0,18.33,1.75,4.62
2020-01-03 10:00:00,495.5,373.25,29.2,69.72,17.77,1.42,1.57
2020-01-03 11:00:00,238.25,174.0,15.77,20.8,14.28,2.15,0.38
2020-01-03 12:00:00,128.25,81.5,19.25,9.25,14.15,1.3,0.0
2020-01-03 13:00:00,73.75,38.75,21.52,6.58,11.18,1.45,0.05
2020-01-03 14:00:00,68.5,39.5,23.15,5.82,9.82,2.02,0.08
2020-01-03 15:00:00,64.5,35.25,30.55,5.03,7.55,1.9,0.05
2020-01-03 16:00:00,62.75,30.25,26.98,6.17,7.55,2.38,0.1
2020-01-03 17:00:00,78.25,37.75,25.02,5.95,6.22,2.7,0.1
2020-01-03 18:00:00,75.75,32.75,20.02,20.85,5.8,1.8,0.5
2020-01-03 19:00:00,104.0,46.0,13.93,59.15,8.43,0.78,1.15
2020-01-03 20:00:00,163.0,72.25,19.48,58.58,11.97,0.82,1.23
2020-01-03 21:00:00,172.5,94.0,22.12,36.77,12.25,1.0,1.23
2020-01-03 22:00:00,211.25,139.0,21.15,40.67,11.85,0.8,1.28
2020-01-03 23:00:00,231.25,152.75,27.65,49.65,10.65,0.32,1.92
2020-01-04 00:00:00,281.25,197.5,24.65,43.75,8.4,0.62,1.98
2020-01-04 01:00:00,285.5,209.25,24.12,48.1,12.5,1.1,2.15
2020-01-04 02:00:00,290.0,213.0,22.45,52.9,15.6,,2.2
2020-01-04 03:00:00,297.5,214.0,19.3,65.9,17.32,1.55,2.3
2020-01-04 04:00:00,294.5,216.75,19.92,64.8,19.62,1.2,2.27
2020-01-04 05:00:00,299.25,220.0,21.6,69.3,19.95,1.7,2.35
2020-01-04 06:00:00,303.0,230.75,20.75,76.68,20.62,1.2,2.5
2020-01-04 07:00:00,319.75,231.5,25.38,92.0,18.27,0.82,2.62
2020-01-04 08:00:00,346.5,249.5,24.43,85.08,15.95,1.07,2.53
2020-01-04 09:00:00,374.0,275.5,26.52,90.92,16.88,1.1,3.05
2020-01-04 10:00:00,425.0,313.0,29.68,91.08,18.93,1.1,2.8
2020-01-04 11:00:00,417.0,296.0,18.8,40.85,17.5,1.9,1.5
2020-01-04 12:00:00,305.0,222.0,17.77,21.68,23.32,2.1,1.0
2020-01-04 13:00:00,212.0,147.0,24.6,20.07,21.6,2.17,0.7
2020-01-04 14:00:00,221.0,162.0,27.32,13.55,20.38,2.58,0.4
2020-01-04 15:00:00,152.0,107.0,33.08,13.95,20.95,2.9,0.43
2020-01-04 16:00:00,147.0,96.0,30.73,15.55,19.58,2.95,0.5
2020-01-04 17:00:00,158.0,107.0,26.2,18.92,16.62,3.17,0.53
2020-01-04 18:00:00,138.0,88.0,22.85,33.55,16.15,2.2,0.9
2020-01-04 19:00:00,200.0,111.0,22.07,80.72,18.48,0.82,2.15
2020-01-04 20:00:00,367.0,222.0,23.95,117.88,24.0,1.1,3.38
2020-01-04 21:00:00,405.0,245.0,27.05,131.02,22.68,1.05,3.8
2020-01-04 22:00:00,405.0,259.0,24.4,116.03,22.45,0.72,3.03
2020-01-04 23:00:00,346.0,224.0,27.88,97.62,19.82,0.47,2.55
2020-01-05 00:00:00,342.0,235.0,22.8,71.35,16.45,1.18,2.08
2020-01-05 01:00:00,321.0,215.0,22.32,56.9,12.8,0.93,1.7
2020-01-05 02:00:00,280.0,202.0,20.0,57.12,12.77,,1.8
2020-01-05 03:00:00,283.0,201.0,18.23,57.52,13.65,0.4,1.53
2020-01-05 04:00:00,266.0,191.0,15.55,49.83,15.05,0.95,1.3
2020-01-05 05:00:00,269.0,191.0,15.93,39.68,14.95,0.9,1.15
2020-01-05 06:00:00,263.0,185.0,15.2,32.33,12.85,0.95,1.07
2020-01-05 07:00:00,262.0,183.0,19.3,34.15,13.6,0.88,1.17
2020-01-05 08:00:00,293.0,205.0,20.82,33.7,11.18,0.42,1.2
2020-01-05 09:00:00,323.0,229.0,21.58,35.15,12.38,1.1,1.32
2020-01-05 10:00:00,345.0,248.0,21.52,30.15,14.78,1.45,1.42
2020-01-05 11:00:00,346.0,252.0,19.5,28.55,15.45,2.55,1.32
2020-01-05 12:00:00,338.0,241.0,18.55,22.58,15.15,3.33,0.93
2020-01-05 13:00:00,243.0,162.0,19.27,11.75,12.3,3.48,0.35
2020-01-05 14:00:00,122.0,75.0,19.6,11.45,13.62,3.42,0.32
2020-01-05 15:00:00,112.0,66.0,21.15,12.1,13.2,4.58,0.4
2020-01-05 16:00:00,118.0,70.0,21.23,13.78,12.58,5.52,0.4
2020-01-05 17:00:00,139.0,77.0,19.0,23.0,13.7,3.88,0.67
2020-01-05 18:00:00,158.0,89.0,18.27,27.22,15.15,2.52,0.75
2020-01-05 19:00:00,171.0,101.0,14.2,41.1,15.1,1.12,1.08
2020-01-05 20:00:00,199.0,122.0,12.18,56.7,14.38,0.85,1.38
2020-01-05 21:00:00,228.0,143.0,17.0,72.12,15.93,0.65,1.98
2020-01-05 22:00:00,310.0,197.0,17.88,78.65,17.93,0.47,2.23
2020-01-05 23:00:00,313.0,205.0,22.23,80.55,16.9,0.62,1.97
2020-01-06 00:00:00,288.0,196.0,23.9,66.53,13.5,0.2,1.93
2020-01-06 01:00:00,285.0,191.0,21.35,58.55,13.88,0.53,2.0
2020-01-06 02:00:00,294.0,217.0,19.38,43.33,14.55,,1.6
2020-01-06 03:00:00,267.0,191.0,18.48,33.12,14.9,0.55,1.32
2020-01-06 04:00:00,282.0,197.0,13.25,27.93,16.38,0.78,1.02
2020-01-06 05:00:00,268.0,191.0,14.5,25.73,17.55,1.0,0.97
2020-01-06 06:00:00,249.0,177.0,15.15,25.57,18.32,0.83,0.9
2020-01-06 07:00:00,251.0,175.0,15.6,22.35,17.55,0.93,0.78
2020-01-06 08:00:00,217.0,172.0,17.6,18.75,15.55,0.82,0.8
2020-01-06 09:00:00,189.0,147.0,16.58,21.2,14.7,1.33,0.77
2020-01-06 10:00:00,140.0,98.75,16.18,19.48,14.62,1.35,0.75
2020-01-06 11:00:00,153.0,92.5,15.02,35.05,15.35,2.05,1.4
2020-01-06 12:00:00,246.0,120.5,14.32,78.45,18.12,1.68,1.98
2020-01-06 13:00:00,246.0,146.0,14.57,54.3,21.77,2.7,1.1
2020-01-06 14:00:00,160.0,96.0,11.22,28.93,22.2,2.42,0.72
2020-01-06 15:00:00,165.75,101.0,14.38,20.3,23.83,2.6,0.72
2020-01-06 16:00:00,195.5,120.25,17.95,21.88,24.88,2.5,0.88
2020-01-06 17:00:00,220.5,125.5,18.82,19.75,26.45,2.08,0.7
2020-01-06 18:00:00,181.75,106.5,17.23,19.2,22.4,2.17,0.7
2020-01-06 19:00:00,173.0,115.75,17.4,17.75,18.77,1.48,0.78
2020-01-06 20:00:00,164.25,117.5,13.85,27.6,18.38,1.3,1.12
2020-01-06 21:00:00,175.0,128.5,13.95,24.18,21.4,0.65,1.0
2020-01-06 22:00:00,149.75,110.25,13.62,30.45,19.85,0.82,1.12
2020-01-06 23:00:00,150.5,107.0,13.88,44.48,21.07,0.9,1.35
2020-01-07 00:00:00,158.75,109.5,18.05,32.62,17.2,0.4,1.0
2020-01-07 01:00:00,136.25,94.5,15.68,18.0,15.65,0.95,0.67
2020-01-07 02:00:00,118.0,85.5,16.23,17.08,16.62,,0.65
2020-01-07 03:00:00,122.25,97.75,15.95,15.62,15.55,1.43,0.65
2020-01-07 04:00:00,113.0,90.5,12.43,14.3,14.05,0.75,0.62
2020-01-07 05:00:00,100.0,80.75,12.55,12.7,13.47,0.48,0.6
2020-01-07 06:00:00,99.25,84.5,12.12,20.3,15.58,0.68,0.67
2020-01-07 07:00:00,109.0,90.25,13.22,26.02,16.95,0.9,0.75
2020-01-07 08:00:00,118.0,94.0,18.17,32.8,14.95,0.57,1.12
2020-01-07 09:00:00,,,17.43,28.23,15.85,0.93,1.27
2020-01-07 10:00:00,174.0,141.0,15.8,18.7,16.75,1.55,0.93
2020-01-07 11:00:00,140.0,110.0,16.95,17.25,20.22,1.7,0.93
2020-01-07 12:00:00,161.0,117.0,14.53,14.9,22.28,5.32,0.8
2020-01-07 13:00:00,152.0,128.0,13.73,12.85,19.58,2.95,0.7
2020-01-07 14:00:00,132.0,101.0,13.07,10.62,19.35,9.32,0.7
2020-01-07 15:00:00,140.0,117.0,14.1,9.15,18.0,4.12,0.6
2020-01-07 16:00:00,127.0,100.0,21.77,10.47,17.7,2.67,0.65
2020-01-07 17:00:00,141.0,112.0,22.12,11.88,15.7,2.4,0.7
2020-01-07 18:00:00,157.0,121.0,24.05,16.93,14.53,2.4,0.9
2020-01-07 19:00:00,191.0,141.0,24.8,22.67,16.55,1.73,1.12
2020-01-07 20:00:00,227.0,173.0,20.2,18.2,16.75,1.2,1.32
2020-01-07 21:00:00,243.0,193.0,18.9,17.17,16.2,1.45,1.1
2020-01-07 22:00:00,201.0,158.0,17.85,15.65,17.65,1.23,1.02
2020-01-07 23:00:00,186.0,150.0,16.65,12.15,15.62,1.42,0.8
2020-01-08 00:00:00,143.0,125.0,20.15,10.57,15.18,0.72,0.83
2020-01-08 01:00:00,143.0,127.0,21.85,10.55,15.1,0.85,0.83
2020-01-08 02:00:00,164.0,157.0,20.7,8.78,14.55,,0.75
2020-01-08 03:00:00,123.0,112.0,21.5,12.47,14.1,1.05,0.83
2020-01-08 04:00:00,129.0,117.0,17.3,14.93,13.85,1.0,0.85
2020-01-08 05:00:00,128.0,122.0,14.78,13.15,13.72,1.12,0.72
2020-01-08 06:00:00,112.0,105.0,13.88,22.65,15.07,1.35,0.75
2020-01-08 07:00:00,112.0,99.0,15.78,34.47,16.8,0.7,0.98
2020-01-08 08:00:00,116.0,99.0,22.2,45.6,15.68,1.23,1.3
2020-01-08 09:00:00,174.75,150.5,20.85,48.95,15.9,0.9,1.65
2020-01-08 10:00:00,183.0,157.25,20.47,46.2,15.68,1.2,1.62
