Datetime,PM10 (ug/m3),NOx (ppb),Ozone (ug/m3),PM2.5 (ug/m3),CO (mg/m3),NH3 (ug/m3),SO2 (ug/m3)
2020-07-30 19:00:00,48.42,15.01,31.5,20.3,0.45,22.02,7.82
2020-07-30 20:00:00,54.35,18.89,19.76,14.47,0.51,25.19,7.14
2020-07-30 21:00:00,66.78,17.71,17.46,12.84,0.37,28.19,7.7
2020-07-30 22:00:00,73.27,16.29,15.61,12.96,0.48,31.44,9.34
2020-07-30 23:00:00,70.68,16.01,8.2,22.01,0.65,29.88,9.81
2020-07-31 00:00:00,61.83,19.86,6.45,17.03,0.62,26.76,9.71
2020-07-31 01:00:00,57.77,14.72,6.93,11.82,1.41,26.16,10.23
2020-07-31 02:00:00,53.76,14.27,7.79,,0.72,24.95,7.2
2020-07-31 03:00:00,53.25,14.38,5.76,12.47,0.67,24.63,7.48
2020-07-31 04:00:00,57.64,15.09,5.84,12.48,0.49,24.49,8.1
2020-07-31 05:00:00,58.06,15.64,4.81,14.51,0.93,24.08,9.21
2020-07-31 06:00:00,70.12,17.14,5.38,11.52,0.61,23.45,9.28
2020-07-31 07:00:00,62.05,15.94,4.72,17.5,0.97,23.07,10.18
2020-07-31 08:00:00,67.07,15.79,7.22,17.56,0.8,20.35,6.49
2020-07-31 09:00:00,69.59,20.36,8.95,38.19,0.85,17.83,5.71
2020-07-31 10:00:00,81.36,21.39,15.0,22.42,0.6,18.51,5.98
2020-07-31 11:00:00,99.53,17.44,25.38,43.2,0.38,17.31,5.1
2020-07-31 12:00:00,125.66,18.3,40.59,38.44,0.54,16.07,2.77
2020-07-31 13:00:00,117.53,20.45,52.08,34.55,1.08,16.18,2.79
2020-07-31 14:00:00,,19.56,51.54,34.55,0.79,21.55,8.02
2020-07-31 15:00:00,134.47,19.31,52.66,11.56,0.99,22.09,9.36
2020-07-31 16:00:00,125.0,21.01,63.26,10.45,1.14,20.2,5.57
2020-07-31 17:00:00,111.64,17.36,67.78,25.32,1.08,,7.85
2020-07-31 18:00:00,109.29,16.58,41.25,25.39,0.8,18.56,5.87
2020-07-31 19:00:00,104.9,15.12,26.57,17.09,0.53,19.0,3.66
2020-07-31 20:00:00,92.79,22.37,16.68,35.6,0.47,25.45,9.79
2020-07-31 21:00:00,84.53,28.23,8.12,44.65,0.53,36.66,11.08
2020-07-31 22:00:00,82.19,28.51,8.0,36.35,0.43,51.35,14.36
2020-07-31 23:00:00,84.25,16.81,6.47,32.91,0.47,50.51,18.12
2020-08-01 00:00:00,71.59,17.33,5.3,23.94,0.41,43.43,18.27
2020-08-01 01:00:00,65.32,15.13,6.53,26.73,0.51,48.56,18.02
2020-08-01 02:00:00,62.75,16.19,4.34,19.75,0.55,47.72,7.96
2020-08-01 03:00:00,65.93,13.52,4.84,15.47,0.55,46.31,7.68
2020-08-01 04:00:00,62.65,12.8,3.84,13.84,0.65,45.34,7.96
2020-08-01 05:00:00,60.19,12.27,3.62,15.13,0.47,44.59,8.09
2020-08-01 06:00:00,66.86,11.82,3.66,31.03,0.65,43.88,7.98
2020-08-01 07:00:00,71.73,14.01,3.84,39.1,0.37,43.11,8.54
2020-08-01 08:00:00,69.11,13.89,5.84,23.97,0.6,42.64,8.89
2020-08-01 09:00:00,63.15,15.47,8.03,17.53,1.01,35.43,4.79
2020-08-01 10:00:00,75.54,15.07,10.15,39.38,0.46,38.76,3.46
2020-08-01 11:00:00,80.42,14.46,16.89,34.84,0.36,42.91,5.08
2020-08-01 12:00:00,91.26,14.52,29.98,36.5,0.3,38.4,4.26
2020-08-01 13:00:00,87.05,14.66,42.44,42.03,0.31,30.2,2.19
2020-08-01 14:00:00,98.46,15.19,48.63,48.78,0.3,29.98,8.52
2020-08-01 15:00:00,113.1,15.95,49.73,43.82,0.32,30.86,8.67
2020-08-01 16:00:00,111.71,15.53,39.14,59.39,0.86,32.29,8.82
2020-08-01 17:00:00,91.43,14.3,18.18,40.67,0.97,34.82,10.25
2020-08-01 18:00:00,64.36,14.57,10.18,28.22,0.98,35.88,16.06
2020-08-01 19:00:00,64.44,16.91,5.92,20.08,1.82,25.92,10.66
2020-08-01 20:00:00,47.64,17.37,10.63,23.31,1.57,33.47,8.96
2020-08-01 21:00:00,62.5,16.01,10.2,17.21,1.34,40.67,8.53
2020-08-01 22:00:00,57.41,15.94,5.87,26.95,1.58,53.13,8.52
2020-08-01 23:00:00,62.76,17.5,4.25,36.38,1.23,61.65,11.0
2020-08-02 00:00:00,65.09,16.13,5.28,22.7,1.28,45.18,12.97
2020-08-02 01:00:00,56.78,14.45,5.34,17.29,1.01,43.86,14.39
2020-08-02 02:00:00,56.11,15.02,4.61,17.57,1.04,42.86,8.38
2020-08-02 03:00:00,57.66,13.92,4.48,13.52,0.91,41.57,7.89
2020-08-02 04:00:00,54.29,13.41,4.03,19.72,1.14,40.31,7.65
2020-08-02 05:00:00,45.1,12.17,3.67,21.96,1.08,39.6,7.38
2020-08-02 06:00:00,50.48,14.73,2.76,17.39,0.88,39.19,7.28
2020-08-02 07:00:00,45.88,16.75,3.17,25.08,0.71,38.66,7.92
2020-08-02 08:00:00,56.71,15.51,3.97,37.36,0.69,38.22,7.05
2020-08-02 09:00:00,49.99,11.98,8.29,24.73,0.74,36.79,6.41
2020-08-02 10:00:00,56.08,11.84,9.44,32.79,1.0,30.89,3.99
2020-08-02 11:00:00,60.7,11.51,12.72,51.85,1.17,30.22,6.26
2020-08-02 12:00:00,57.93,12.36,15.66,38.92,1.15,25.73,5.31
2020-08-02 13:00:00,59.93,17.67,19.51,25.6,0.71,23.34,4.17
2020-08-02 14:00:00,63.94,14.19,23.8,31.13,0.64,21.46,6.92
2020-08-02 15:00:00,58.75,12.5,24.85,21.49,0.64,21.98,7.09
2020-08-02 16:00:00,72.95,11.82,26.25,29.18,0.58,21.84,6.99
2020-08-02 17:00:00,65.66,13.41,28.22,19.64,0.68,20.09,5.61
2020-08-02 18:00:00,65.39,13.4,27.4,27.42,0.99,20.46,5.74
2020-08-02 19:00:00,72.86,12.42,24.93,26.34,1.69,31.11,5.49
2020-08-02 20:00:00,69.35,24.9,6.13,43.36,1.77,26.34,9.31
2020-08-02 21:00:00,72.19,42.8,4.12,45.91,1.97,33.02,8.42
2020-08-02 22:00:00,69.0,45.64,3.92,43.13,1.51,49.66,12.26
2020-08-02 23:00:00,76.44,24.55,2.99,49.0,0.61,58.91,20.96
2020-08-03 00:00:00,79.48,17.77,2.53,29.72,0.46,50.72,24.11
2020-08-03 01:00:00,73.65,16.89,2.07,31.63,1.13,43.41,24.03
2020-08-03 02:00:00,68.2,12.53,2.16,39.31,0.95,39.08,7.36
2020-08-03 03:00:00,65.25,12.02,2.79,24.34,0.7,36.77,5.97
2020-08-03 04:00:00,55.61,11.5,2.2,16.86,0.69,35.46,5.07
2020-08-03 05:00:00,54.89,13.59,1.9,20.74,0.55,35.09,4.94
2020-08-03 06:00:00,62.85,12.71,2.65,15.84,0.41,35.02,4.91
2020-08-03 07:00:00,63.77,13.05,4.45,29.31,0.56,34.54,4.96
2020-08-03 08:00:00,62.17,12.59,6.13,25.08,0.51,31.93,7.69
2020-08-03 09:00:00,57.31,11.61,4.86,28.69,0.94,23.98,2.38
2020-08-03 10:00:00,59.81,12.4,7.62,22.83,0.88,23.46,2.1
2020-08-03 11:00:00,55.42,11.75,9.9,32.34,0.93,30.99,3.07
2020-08-03 12:00:00,64.87,11.72,10.09,20.59,0.82,26.45,3.11
2020-08-03 13:00:00,65.87,12.41,9.24,16.08,0.81,21.92,2.19
2020-08-03 14:00:00,65.59,12.81,10.95,27.15,1.05,18.62,7.52
2020-08-03 15:00:00,76.24,13.23,13.64,19.09,1.6,17.79,7.53
2020-08-03 16:00:00,80.39,12.09,19.34,24.59,0.59,18.34,8.13
2020-08-03 17:00:00,79.53,12.58,19.31,19.7,1.11,18.33,8.14
2020-08-03 18:00:00,86.49,13.12,18.44,19.8,1.34,18.81,8.34
2020-08-03 19:00:00,81.11,14.32,15.22,21.67,0.98,28.06,9.05
2020-08-03 20:00:00,84.45,17.16,13.37,30.2,1.52,31.95,7.68
2020-08-03 21:00:00,82.34,17.74,13.4,20.64,0.98,46.86,7.79
2020-08-03 22:00:00,85.3,14.21,7.94,18.36,0.64,56.63,15.36
2020-08-03 23:00:00,76.91,12.33,3.53,18.27,0.58,47.21,19.73
2020-08-04 00:00:00,79.62,15.54,4.13,15.28,0.86,41.01,20.91
2020-08-04 01:00:00,80.89,12.01,5.9,25.97,0.5,37.23,21.58
2020-08-04 02:00:00,69.21,11.29,7.2,30.52,0.31,34.64,9.6
2020-08-04 03:00:00,63.15,10.81,5.12,20.54,0.15,33.67,8.74
2020-08-04 04:00:00,58.55,10.31,3.59,14.43,0.72,33.12,8.93
2020-08-04 05:00:00,46.2,12.31,2.64,18.93,0.81,32.25,7.94
2020-08-04 06:00:00,51.8,12.13,2.56,14.76,0.83,31.51,7.38
2020-08-04 07:00:00,41.47,10.05,5.0,13.44,0.48,30.9,7.38
2020-08-04 08:00:00,45.85,12.74,4.57,31.62,0.58,27.19,6.18
2020-08-04 09:00:00,49.88,20.51,4.06,22.31,1.02,21.58,2.13
2020-08-04 10:00:00,55.46,18.03,5.3,16.7,1.34,26.24,2.53
2020-08-04 11:00:00,51.58,17.12,8.24,29.87,1.62,28.35,4.65
2020-08-04 12:00:00,55.54,19.9,9.62,20.87,2.12,25.62,2.54
2020-08-04 13:00:00,63.11,26.41,11.8,14.98,0.89,27.82,2.1
2020-08-04 14:00:00,72.06,22.38,17.56,29.36,0.89,28.61,10.51
2020-08-04 15:00:00,71.28,22.42,19.85,20.2,0.91,23.23,10.44
2020-08-04 16:00:00,83.88,20.74,18.21,30.18,1.44,20.82,9.68
2020-08-04 17:00:00,74.95,16.08,17.58,30.51,1.16,19.26,9.72
2020-08-04 18:00:00,82.13,15.14,18.75,21.16,1.6,17.44,9.48
2020-08-04 19:00:00,80.18,11.93,19.91,40.49,1.53,18.49,8.06
2020-08-04 20:00:00,74.91,12.99,21.5,26.97,1.69,21.09,3.58
2020-08-04 21:00:00,80.31,12.38,20.96,27.92,1.26,29.44,3.13
2020-08-04 22:00:00,89.86,12.94,17.9,30.07,0.85,48.58,2.83
2020-08-04 23:00:00,94.47,12.44,13.67,68.15,0.88,65.98,7.62
2020-08-05 00:00:00,101.54,12.34,9.62,65.01,0.75,52.59,12.25
2020-08-05 01:00:00,93.64,14.91,4.76,54.42,0.75,43.04,13.74
2020-08-05 02:00:00,98.6,16.2,4.28,36.74,0.85,40.91,8.93
2020-08-05 03:00:00,104.66,15.77,5.62,47.3,0.95,39.22,8.54
2020-08-05 04:00:00,115.74,14.25,7.2,43.61,0.41,38.17,9.55
2020-08-05 05:00:00,104.12,13.32,7.0,39.21,0.52,36.52,10.91
2020-08-05 06:00:00,92.92,12.69,6.21,57.27,0.62,35.02,10.09
2020-08-05 07:00:00,85.04,14.09,7.51,34.41,0.31,34.53,9.31
2020-08-05 08:00:00,91.66,15.52,11.46,35.0,0.72,29.69,7.0
2020-08-05 09:00:00,100.57,25.18,18.49,21.78,0.87,30.03,3.17
2020-08-05 10:00:00,100.16,22.52,16.61,36.94,,30.33,2.93
2020-08-05 11:00:00,99.95,13.63,34.16,42.53,,32.22,6.32
2020-08-05 12:00:00,87.63,14.04,29.47,37.27,,31.23,4.98
2020-08-05 13:00:00,93.27,15.1,14.82,36.78,0.42,28.86,2.38
2020-08-05 14:00:00,80.5,15.25,12.68,24.32,0.72,33.91,9.7
2020-08-05 15:00:00,73.11,14.34,14.83,29.61,0.68,34.39,11.98
2020-08-05 16:00:00,66.52,14.7,18.62,20.7,0.55,34.84,12.64
2020-08-05 17:00:00,63.61,18.02,19.85,23.52,1.39,40.8,8.8
2020-08-05 18:00:00,75.66,18.06,26.43,16.87,0.75,35.41,3.62
2020-08-05 19:00:00,81.17,17.12,26.91,31.05,,35.62,5.12
2020-08-05 20:00:00,85.01,18.87,15.94,37.72,,41.87,8.37
2020-08-05 21:00:00,89.88,17.88,11.28,30.91,,50.95,9.82
2020-08-05 22:00:00,100.43,16.72,7.45,47.29,0.82,55.49,14.72
2020-08-05 23:00:00,112.11,17.34,9.29,33.67,0.76,46.89,15.71
2020-08-06 00:00:00,103.68,15.63,12.08,23.28,0.63,42.48,16.29
2020-08-06 01:00:00,108.62,16.98,14.47,36.25,1.2,39.26,16.77
2020-08-06 02:00:00,95.71,15.68,15.05,38.64,1.02,37.0,10.93
2020-08-06 03:00:00,90.74,12.82,14.07,25.56,1.12,35.37,12.88
2020-08-06 04:00:00,78.0,13.85,11.62,19.48,0.52,34.23,12.46
2020-08-06 05:00:00,71.52,14.17,7.2,27.26,0.57,33.82,12.84
2020-08-06 06:00:00,60.91,13.07,3.63,19.95,0.53,33.48,12.94
2020-08-06 07:00:00,62.18,12.41,3.14,14.2,0.94,33.15,12.75
2020-08-06 08:00:00,55.16,12.79,4.59,13.79,0.6,31.37,7.09
2020-08-06 09:00:00,59.38,12.84,6.06,13.39,0.6,25.63,2.32
2020-08-06 10:00:00,54.38,12.55,9.17,12.81,1.09,29.06,2.1
2020-08-06 11:00:00,55.66,12.25,6.73,23.26,1.0,36.29,2.29
2020-08-06 12:00:00,57.15,13.29,8.46,18.44,0.69,45.5,2.1
2020-08-06 13:00:00,65.44,12.8,9.54,14.17,0.64,43.89,7.79
2020-08-06 14:00:00,72.33,12.46,10.82,35.82,0.46,51.58,8.69
2020-08-06 15:00:00,84.52,13.38,12.62,28.39,0.41,56.05,7.89
2020-08-06 16:00:00,81.48,12.45,11.25,39.63,0.28,64.18,8.71
2020-08-06 17:00:00,67.38,11.69,13.45,27.0,0.2,58.69,11.37
2020-08-06 18:00:00,71.88,11.47,14.07,18.17,0.26,48.55,10.59
2020-08-06 19:00:00,84.1,13.0,12.05,20.68,0.61,40.16,8.36
2020-08-06 20:00:00,82.81,14.01,13.69,17.58,0.36,41.66,6.78
2020-08-06 21:00:00,72.09,20.44,14.23,19.83,0.31,34.98,4.34
2020-08-06 22:00:00,71.25,20.77,12.4,18.74,0.43,35.7,8.68
2020-08-06 23:00:00,77.41,20.86,11.27,26.09,0.35,32.33,11.02
2020-08-07 00:00:00,59.08,18.67,11.62,20.73,0.37,27.61,11.5
2020-08-07 01:00:00,53.23,15.3,13.33,15.48,0.32,25.19,11.92
2020-08-07 02:00:00,51.17,15.53,12.57,12.21,0.24,24.35,8.97
2020-08-07 03:00:00,48.91,15.62,13.53,18.88,0.2,25.03,9.24
2020-08-07 04:00:00,41.07,13.8,14.34,15.82,0.26,25.5,9.45
2020-08-07 05:00:00,32.22,12.39,12.22,25.29,0.22,26.53,8.85
2020-08-07 06:00:00,37.7,11.27,11.48,16.97,0.2,26.4,8.33
2020-08-07 07:00:00,31.82,12.2,10.41,12.88,0.39,25.46,8.24
2020-08-07 08:00:00,39.95,10.92,10.21,11.84,0.32,24.3,5.15
2020-08-07 09:00:00,39.47,12.5,10.04,13.05,0.32,20.42,2.1
2020-08-07 10:00:00,44.55,11.94,15.82,17.0,0.32,20.43,3.15
2020-08-07 11:00:00,56.57,9.98,19.76,15.04,0.34,23.39,5.38
2020-08-07 12:00:00,56.63,10.66,20.7,13.12,0.26,22.65,4.12
2020-08-07 13:00:00,50.38,12.18,26.12,12.25,0.41,20.8,2.1
2020-08-07 14:00:00,49.59,13.85,26.72,11.02,0.29,20.1,8.31
2020-08-07 15:00:00,53.53,13.13,29.06,10.09,0.31,20.69,9.3
2020-08-07 16:00:00,57.4,14.27,34.72,12.72,0.72,20.32,8.96
2020-08-07 17:00:00,45.35,15.59,33.45,11.78,0.56,19.24,8.72
2020-08-07 18:00:00,55.7,16.37,27.19,12.01,0.67,17.65,8.25
2020-08-07 19:00:00,56.05,17.04,13.29,12.47,0.3,15.24,5.28
2020-08-07 20:00:00,51.82,15.35,5.04,48.42,0.21,18.82,8.82
2020-08-07 21:00:00,52.34,17.0,2.76,28.45,0.26,25.01,12.12
2020-08-07 22:00:00,53.99,23.73,3.52,29.11,0.36,24.13,15.79
2020-08-07 23:00:00,54.36,28.06,2.94,21.52,0.27,21.34,17.28
2020-08-08 00:00:00,63.91,17.82,2.45,16.88,0.22,19.24,17.66
2020-08-08 01:00:00,62.62,14.86,3.4,15.14,0.3,16.76,17.34
2020-08-08 02:00:00,57.39,14.05,2.39,16.88,0.28,14.36,8.84
2020-08-08 03:00:00,62.05,13.76,2.82,17.65,0.26,14.09,8.26
2020-08-08 04:00:00,56.68,15.64,4.15,28.77,0.74,14.18,7.92
2020-08-08 05:00:00,59.22,18.04,3.48,20.78,0.64,14.77,8.05
2020-08-08 06:00:00,77.99,28.35,3.81,38.46,0.67,16.2,8.58
2020-08-08 07:00:00,93.91,34.16,3.34,29.17,0.47,20.35,9.36
2020-08-08 08:00:00,108.75,21.25,4.08,45.03,0.5,20.62,4.11
2020-08-08 09:00:00,108.79,16.3,7.55,27.6,0.48,18.38,2.1
2020-08-08 10:00:00,98.96,13.74,17.25,39.56,0.42,23.4,3.33
2020-08-08 11:00:00,97.62,15.57,30.28,51.73,0.37,25.55,3.66
2020-08-08 12:00:00,100.7,14.49,30.75,57.51,0.43,21.48,2.1
2020-08-08 13:00:00,95.08,13.29,40.36,36.9,0.35,20.12,2.1
2020-08-08 14:00:00,95.08,13.46,51.36,41.42,0.47,21.62,8.9
2020-08-08 15:00:00,114.25,13.9,64.92,26.84,0.43,23.14,8.77
2020-08-08 16:00:00,115.54,15.03,63.86,39.72,0.42,24.16,8.87
2020-08-08 17:00:00,115.81,15.73,41.56,48.87,0.37,23.99,9.33
2020-08-08 18:00:00,112.88,15.53,35.64,38.32,0.35,23.87,9.57
2020-08-08 19:00:00,145.94,16.3,26.3,55.4,0.45,,7.21
2020-08-08 20:00:00,137.99,19.43,15.41,33.89,0.47,,6.86
2020-08-08 21:00:00,138.22,18.21,12.15,37.85,0.47,,4.92
2020-08-08 22:00:00,129.36,22.87,10.22,44.7,0.42,26.26,6.37
2020-08-08 23:00:00,158.54,18.31,8.3,76.79,0.24,26.62,11.36
2020-08-09 00:00:00,146.97,19.16,7.96,77.75,0.22,24.68,13.22
2020-08-09 01:00:00,137.0,16.29,8.4,43.09,0.48,25.9,13.41
2020-08-09 02:00:00,107.26,11.67,3.68,26.45,0.51,23.9,7.14
2020-08-09 03:00:00,72.01,10.15,10.78,22.22,0.42,22.89,6.75
2020-08-09 04:00:00,62.12,10.31,18.13,17.88,0.32,22.06,9.5
2020-08-09 05:00:00,42.3,11.55,10.79,19.53,0.26,,12.26
2020-08-09 06:00:00,39.88,15.57,3.84,17.14,0.29,26.55,12.23
2020-08-09 07:00:00,44.9,14.85,3.85,13.36,0.36,29.41,12.01
2020-08-09 08:00:00,44.34,14.13,6.63,12.16,0.3,35.16,8.05
2020-08-09 09:00:00,48.42,9.86,5.49,15.81,0.39,27.32,3.03
2020-08-09 10:00:00,50.39,12.11,7.91,29.37,0.41,27.91,2.22
2020-08-09 11:00:00,55.4,12.23,10.09,31.09,0.45,27.22,2.16
2020-08-09 12:00:00,59.04,11.13,17.04,29.21,0.46,24.51,2.1
2020-08-09 13:00:00,66.06,12.5,24.5,22.01,0.33,25.69,2.1
2020-08-09 14:00:00,69.26,11.46,32.93,46.06,0.27,24.75,7.38
2020-08-09 15:00:00,63.75,11.54,34.73,30.0,0.25,21.51,6.94
2020-08-09 16:00:00,73.87,15.78,17.3,23.75,0.21,23.1,8.34
2020-08-09 17:00:00,66.87,12.07,13.49,31.83,0.22,24.88,12.85
2020-08-09 18:00:00,56.58,12.78,13.31,21.43,0.2,26.06,14.86
2020-08-09 19:00:00,52.33,13.77,9.9,14.8,0.29,24.33,15.0
2020-08-09 20:00:00,49.99,15.09,4.35,17.29,0.35,23.86,7.78
2020-08-09 21:00:00,58.82,21.98,7.09,14.52,0.34,31.46,5.4
2020-08-09 22:00:00,60.15,13.64,5.41,25.61,0.45,38.87,10.21
2020-08-09 23:00:00,65.4,17.47,1.87,29.11,0.7,36.5,13.33
2020-08-10 00:00:00,73.31,20.86,2.43,21.34,0.62,34.73,15.29
2020-08-10 01:00:00,80.54,21.04,7.21,17.6,0.81,32.42,21.7
2020-08-10 02:00:00,80.65,15.19,4.14,34.55,0.6,29.58,9.82
2020-08-10 03:00:00,76.6,11.71,4.76,24.34,0.42,28.28,8.47
2020-08-10 04:00:00,72.54,9.56,5.07,17.3,0.22,28.05,8.07
2020-08-10 05:00:00,69.13,10.81,5.27,22.52,0.16,27.29,7.25
2020-08-10 06:00:00,57.34,9.63,4.55,15.69,0.18,27.33,6.69
2020-08-10 07:00:00,52.73,9.94,6.2,14.98,0.39,27.45,5.95
2020-08-10 08:00:00,54.91,9.41,5.2,18.97,0.39,20.09,3.3
2020-08-10 09:00:00,63.16,13.11,7.03,16.09,0.4,23.95,2.1
2020-08-10 10:00:00,55.22,10.72,9.46,12.52,0.33,28.23,3.41
2020-08-10 11:00:00,64.8,9.88,11.7,12.7,0.29,29.47,4.01
2020-08-10 12:00:00,,12.07,16.86,,0.28,,0.98
2020-08-10 13:00:00,68.0,11.58,24.43,16.18,0.29,28.26,0.69
2020-08-10 14:00:00,75.68,12.08,31.14,16.53,0.23,27.24,4.88
2020-08-10 15:00:00,79.84,12.89,25.72,16.2,0.27,22.52,2.21
2020-08-10 16:00:00,72.7,11.27,32.63,22.75,0.18,21.32,2.49
2020-08-10 17:00:00,61.3,12.29,38.61,15.6,,20.93,2.67
2020-08-10 18:00:00,71.12,12.7,23.7,18.17,0.12,17.86,2.82
2020-08-10 19:00:00,70.83,12.61,15.92,40.62,0.24,23.97,4.68
2020-08-10 20:00:00,60.98,15.87,9.19,26.04,0.3,24.27,4.31
2020-08-10 21:00:00,66.41,14.93,7.04,23.14,0.29,35.55,3.57
2020-08-10 22:00:00,63.83,13.99,5.88,23.66,0.34,52.09,6.48
2020-08-10 23:00:00,68.35,11.78,4.34,46.1,0.36,46.73,11.48
2020-08-11 00:00:00,63.05,11.93,3.65,28.62,0.42,40.42,13.03
2020-08-11 01:00:00,60.88,13.19,2.53,25.98,0.49,38.05,13.73
2020-08-11 02:00:00,65.34,11.5,5.61,28.48,0.41,35.57,6.05
2020-08-11 03:00:00,59.78,10.26,6.63,20.46,0.26,33.46,10.17
2020-08-11 04:00:00,58.08,11.6,5.35,16.9,0.36,32.22,9.95
2020-08-11 05:00:00,52.23,12.57,2.96,14.95,0.35,31.29,9.5
2020-08-11 06:00:00,55.27,12.79,3.52,14.78,0.29,30.78,9.53
2020-08-11 07:00:00,62.71,12.45,3.81,31.09,0.13,30.35,9.14
2020-08-11 08:00:00,65.62,13.61,4.45,36.84,,24.81,2.92
2020-08-11 09:00:00,69.93,14.25,7.11,31.35,0.1,24.59,1.07
2020-08-11 10:00:00,82.56,11.89,12.0,56.79,0.29,30.18,3.39
2020-08-11 11:00:00,85.82,11.6,14.03,57.21,0.27,33.7,2.91
2020-08-11 12:00:00,,11.31,15.38,30.74,0.42,33.88,2.58
2020-08-11 13:00:00,117.53,11.22,16.35,30.72,0.32,31.72,3.88
2020-08-11 14:00:00,107.56,11.06,21.81,23.4,0.3,32.09,5.56
2020-08-11 15:00:00,93.24,11.73,27.54,30.03,0.4,33.62,
2020-08-11 16:00:00,86.81,,,23.75,,34.1,3.95
2020-08-11 17:00:00,77.87,14.61,22.27,26.86,0.26,33.66,8.75
2020-08-11 18:00:00,74.27,30.15,13.2,25.35,0.31,28.26,9.76
2020-08-11 19:00:00,79.34,25.43,15.74,31.52,0.5,27.16,8.73
2020-08-11 20:00:00,94.06,21.12,10.01,41.94,0.33,28.21,6.18
2020-08-11 21:00:00,113.26,20.16,4.75,47.75,0.32,27.54,6.24
2020-08-11 22:00:00,113.8,18.72,4.45,39.67,2.06,28.38,6.64
2020-08-11 23:00:00,103.16,16.0,6.55,46.51,1.88,26.47,6.18
2020-08-12 00:00:00,88.2,13.96,6.51,27.62,1.85,24.81,4.79
2020-08-12 01:00:00,75.91,11.84,5.75,21.27,0.28,23.33,5.1
2020-08-12 02:00:00,64.63,11.75,7.78,17.65,0.19,22.25,4.55
2020-08-12 03:00:00,42.53,10.68,6.32,14.13,0.18,21.52,3.9
2020-08-12 04:00:00,48.53,10.52,5.9,12.62,0.14,21.18,3.35
2020-08-12 05:00:00,41.83,10.74,5.28,13.03,0.14,20.82,3.1
2020-08-12 06:00:00,46.06,10.12,4.61,39.0,0.15,20.3,2.63
2020-08-12 07:00:00,34.63,12.13,4.32,25.96,0.2,20.3,2.2
2020-08-12 08:00:00,38.37,10.95,5.78,17.88,0.15,20.65,4.4
2020-08-12 09:00:00,43.27,10.58,6.98,23.13,0.18,21.6,4.34
2020-08-12 10:00:00,57.86,10.83,8.13,17.27,0.41,21.8,4.6
2020-08-12 11:00:00,90.14,11.58,9.78,30.11,0.25,21.15,4.49
2020-08-12 12:00:00,92.88,11.26,10.94,25.87,0.25,19.78,3.59
2020-08-12 13:00:00,96.4,11.78,13.61,59.47,0.33,19.33,2.88
2020-08-12 14:00:00,106.0,11.08,17.54,34.7,0.43,18.09,3.86
2020-08-12 15:00:00,103.68,11.49,20.11,24.7,0.42,17.38,2.73
2020-08-12 16:00:00,99.22,11.07,20.02,21.69,0.41,17.05,2.35
2020-08-12 17:00:00,106.68,11.45,19.53,27.36,0.36,16.65,1.55
2020-08-12 18:00:00,100.05,12.16,19.49,53.51,0.38,17.12,1.92
2020-08-12 19:00:00,102.57,11.81,18.58,37.94,0.38,17.61,2.79
2020-08-12 20:00:00,102.54,12.16,18.27,33.8,0.3,18.28,4.97
2020-08-12 21:00:00,111.29,13.73,18.89,28.84,0.2,18.9,6.57
2020-08-12 22:00:00,110.42,12.28,24.7,30.63,0.21,18.22,6.68
2020-08-12 23:00:00,74.1,13.38,19.04,20.76,0.15,17.91,6.24
2020-08-13 00:00:00,60.48,16.38,6.74,18.98,0.14,17.57,5.64
2020-08-13 01:00:00,48.75,13.76,10.86,14.8,0.31,17.54,5.97
2020-08-13 02:00:00,50.38,14.02,8.41,14.03,0.23,17.64,5.2
2020-08-13 03:00:00,44.84,13.2,14.6,11.29,0.2,17.41,5.06
2020-08-13 04:00:00,31.94,10.07,25.98,13.21,0.27,16.72,4.42
2020-08-13 05:00:00,28.38,9.25,25.97,13.59,0.2,16.65,3.52
2020-08-13 06:00:00,23.85,11.23,19.65,13.09,0.23,16.37,2.98
2020-08-13 07:00:00,17.27,9.78,16.79,11.16,0.28,15.41,3.32
2020-08-13 08:00:00,,11.41,15.31,,0.26,14.61,4.99
2020-08-13 09:00:00,,11.21,15.92,,0.31,15.5,4.51
2020-08-13 10:00:00,,16.83,5.36,,0.59,16.29,4.97
2020-08-13 11:00:00,24.99,18.93,5.31,15.05,0.62,17.51,5.88
2020-08-13 12:00:00,24.35,15.52,9.06,14.79,0.58,18.7,7.63
2020-08-13 13:00:00,47.2,14.77,10.9,12.59,0.24,19.48,8.59
2020-08-13 14:00:00,32.4,11.43,17.93,12.44,0.2,19.67,5.42
2020-08-13 15:00:00,22.91,13.93,15.54,12.44,0.17,19.73,1.71
2020-08-13 16:00:00,17.74,14.47,11.61,12.44,0.54,19.8,0.52
2020-08-13 17:00:00,23.95,11.39,12.83,,0.56,21.0,0.52
2020-08-13 18:00:00,24.4,12.62,12.13,,0.46,19.45,0.52
2020-08-13 19:00:00,25.98,13.35,7.43,10.88,0.6,17.98,0.52
2020-08-13 20:00:00,22.37,11.5,4.66,11.99,0.57,17.39,4.66
2020-08-13 21:00:00,23.84,13.54,3.06,12.0,0.68,17.61,4.15
2020-08-13 22:00:00,29.78,16.15,3.43,12.0,0.4,17.61,5.18
2020-08-13 23:00:00,49.82,14.15,3.53,12.04,0.41,17.41,6.15
