Datetime,PM10 (ug/m3),NOx (ppb),Ozone (ug/m3),PM2.5 (ug/m3),CO (mg/m3),NH3 (ug/m3),SO2 (ug/m3)
2019-10-31 01:00:00,,109.22,8.87,233.07,2.09,,44.57
2019-10-31 02:00:00,,76.61,8.96,226.43,1.18,,40.22
2019-10-31 03:00:00,,53.1,8.42,213.66,0.97,,36.02
2019-10-31 04:00:00,,40.88,9.27,211.69,0.8,,31.48
2019-10-31 05:00:00,,47.37,7.98,177.69,0.91,,28.92
2019-10-31 06:00:00,,44.14,8.66,161.34,0.87,,26.52
2019-10-31 07:00:00,,53.7,8.25,162.38,0.9,,25.04
2019-10-31 08:00:00,,61.92,8.29,164.54,0.85,,24.97
2019-10-31 09:00:00,,73.25,9.29,163.88,1.06,,24.97
2019-10-31 10:00:00,,53.44,11.49,158.56,1.05,,24.27
2019-10-31 11:00:00,,39.78,17.17,195.95,0.83,,23.98
2019-10-31 12:00:00,,25.7,30.37,184.99,0.4,,23.57
2019-10-31 13:00:00,,23.55,55.56,161.89,0.16,,22.86
2019-10-31 14:00:00,,20.68,67.73,164.02,0.75,,21.6
2019-10-31 15:00:00,,23.19,77.3,177.2,0.37,,24.05
2019-10-31 16:00:00,,27.56,64.85,213.43,0.68,,16.18
2019-10-31 17:00:00,,33.74,33.27,221.31,1.37,,12.82
2019-10-31 18:00:00,,43.02,9.66,302.1,1.51,,17.02
2019-10-31 19:00:00,,34.56,11.03,335.62,1.48,,20.64
2019-10-31 20:00:00,,34.2,10.91,337.68,0.49,,27.86
2019-10-31 21:00:00,,36.94,5.54,363.17,0.1,,30.54
2019-10-31 22:00:00,,92.78,4.18,354.2,0.1,,31.43
2019-10-31 23:00:00,,127.37,4.15,341.17,2.75,,33.84
2019-11-01 00:00:00,,142.0,4.24,369.2,4.15,,41.71
2019-11-01 01:00:00,,100.34,4.9,372.25,2.74,,51.05
2019-11-01 02:00:00,,56.64,4.52,366.39,1.36,,50.7
2019-11-01 03:00:00,,39.7,4.0,377.38,1.19,,45.9
2019-11-01 04:00:00,,44.26,3.37,354.22,1.23,,41.91
2019-11-01 05:00:00,,41.76,3.67,332.67,0.86,,39.24
2019-11-01 06:00:00,,40.55,3.36,295.6,0.72,,37.76
2019-11-01 07:00:00,,61.69,3.34,278.12,0.65,,37.73
2019-11-01 08:00:00,,97.04,4.26,269.72,1.92,,35.18
2019-11-01 09:00:00,,88.87,4.87,252.17,6.1,,23.07
2019-11-01 10:00:00,,59.91,15.78,242.13,6.14,,20.27
2019-11-01 11:00:00,,50.95,53.27,266.97,1.46,,20.99
2019-11-01 12:00:00,,43.28,83.46,295.44,1.21,,21.55
2019-11-01 13:00:00,,47.35,130.86,318.09,1.27,,22.23
2019-11-01 14:00:00,,35.68,165.08,332.18,1.36,,21.89
2019-11-01 15:00:00,,27.25,185.04,355.5,1.15,,25.17
2019-11-01 16:00:00,,23.2,152.91,361.45,0.79,,28.63
2019-11-01 17:00:00,,20.57,100.62,329.46,0.91,,28.77
2019-11-01 18:00:00,,23.88,64.88,322.74,0.76,,29.21
2019-11-01 19:00:00,,28.09,48.72,265.34,0.75,,29.55
2019-11-01 20:00:00,,23.04,43.97,258.18,0.25,,29.97
2019-11-01 21:00:00,,29.61,18.52,204.56,0.1,,30.3
2019-11-01 22:00:00,,41.49,3.12,176.58,0.1,,32.19
2019-11-01 23:00:00,,30.37,6.66,157.65,0.66,,34.3
2019-11-02 00:00:00,,33.48,3.0,152.41,0.63,,34.55
2019-11-02 01:00:00,,48.59,2.35,136.84,0.57,,36.11
2019-11-02 02:00:00,,37.26,2.5,146.8,0.76,,37.52
2019-11-02 03:00:00,,25.67,3.26,164.25,0.6,,38.11
2019-11-02 04:00:00,,23.46,3.64,119.83,0.48,,38.16
2019-11-02 05:00:00,,21.47,2.39,99.15,0.7,,37.64
2019-11-02 06:00:00,,24.02,2.19,119.28,0.75,,38.16
2019-11-02 07:00:00,,24.76,2.9,99.14,0.79,,37.47
2019-11-02 08:00:00,,27.68,2.91,117.12,1.07,,36.39
2019-11-02 09:00:00,,29.37,3.1,104.88,3.95,,22.79
2019-11-02 10:00:00,,34.78,5.08,149.39,6.48,,17.29
2019-11-02 11:00:00,,30.73,13.78,195.51,1.13,,18.9
2019-11-02 12:00:00,,31.37,31.82,,1.22,,20.66
2019-11-02 13:00:00,,33.15,39.78,355.54,1.0,,21.27
2019-11-02 14:00:00,,26.3,51.05,362.31,1.15,,10.88
2019-11-02 15:00:00,,23.04,44.46,299.79,0.68,,11.18
2019-11-02 16:00:00,,23.04,31.22,281.01,1.16,,11.07
2019-11-02 17:00:00,,24.23,23.32,296.31,1.19,,12.83
2019-11-02 18:00:00,,23.43,16.16,362.35,1.4,,14.12
2019-11-02 19:00:00,,24.91,16.93,448.72,1.3,,15.74
2019-11-02 20:00:00,,31.34,9.33,471.36,1.41,,17.04
2019-11-02 21:00:00,,33.97,6.93,445.93,1.4,,17.46
2019-11-02 22:00:00,,38.69,7.91,438.76,1.5,,18.46
2019-11-02 23:00:00,,46.25,3.27,408.84,1.72,,19.27
2019-11-03 00:00:00,,33.92,3.16,434.87,1.64,,19.82
2019-11-03 01:00:00,,24.12,4.91,447.92,1.59,,18.71
2019-11-03 02:00:00,,20.49,4.0,465.56,1.28,,18.38
2019-11-03 03:00:00,,21.8,4.13,435.55,1.23,,17.74
2019-11-03 04:00:00,,22.61,3.77,439.08,1.29,,18.12
2019-11-03 05:00:00,,23.02,4.58,449.54,1.34,,18.11
2019-11-03 06:00:00,,23.04,4.5,465.79,1.38,,18.47
2019-11-03 07:00:00,,22.77,2.13,501.92,1.45,,19.44
2019-11-03 08:00:00,,31.73,2.77,510.4,1.55,,20.68
2019-11-03 09:00:00,,27.64,4.62,507.74,1.64,,22.04
2019-11-03 10:00:00,,28.46,6.15,536.07,1.66,,22.38
2019-11-03 11:00:00,,25.4,9.49,548.55,1.14,,23.62
2019-11-03 12:00:00,,22.85,15.46,547.99,1.23,,22.55
2019-11-03 13:00:00,,27.41,18.79,551.0,1.31,,22.92
2019-11-03 14:00:00,,22.38,28.96,554.53,1.39,,22.88
2019-11-03 15:00:00,,20.49,38.2,523.78,0.92,,22.2
2019-11-03 16:00:00,,16.83,42.11,414.16,0.43,,19.7
2019-11-03 17:00:00,,18.74,36.22,284.37,0.82,,18.36
2019-11-03 18:00:00,,29.53,11.64,249.28,1.02,,18.31
2019-11-03 19:00:00,,38.07,2.47,257.44,1.35,,18.47
2019-11-03 20:00:00,,44.99,3.72,234.78,1.5,,19.43
2019-11-03 21:00:00,,34.02,3.09,236.42,1.35,,20.29
2019-11-03 22:00:00,,40.73,1.22,204.03,1.36,,20.52
2019-11-03 23:00:00,,46.84,1.59,170.12,1.1,,20.18
2019-11-04 00:00:00,,50.66,1.43,161.15,1.1,,20.63
2019-11-04 01:00:00,,41.84,2.77,136.5,1.01,,20.37
2019-11-04 02:00:00,,28.64,2.2,106.23,0.97,,20.34
2019-11-04 03:00:00,,26.43,2.47,119.71,0.99,,18.8
2019-11-04 04:00:00,,25.31,3.25,123.84,0.95,,18.15
2019-11-04 05:00:00,,25.59,4.3,162.12,1.1,,18.52
2019-11-04 06:00:00,,29.97,3.21,235.59,1.05,,18.82
2019-11-04 07:00:00,,34.1,5.03,237.72,1.16,,19.87
2019-11-04 08:00:00,,38.47,6.87,296.01,0.95,,20.68
2019-11-04 09:00:00,,30.16,6.19,349.27,1.06,,21.82
2019-11-04 10:00:00,,30.19,6.9,387.08,0.99,,21.33
2019-11-04 11:00:00,,25.21,26.02,383.65,0.75,,26.1
2019-11-04 12:00:00,,20.88,46.72,355.96,0.32,,36.98
2019-11-04 13:00:00,,18.34,49.18,286.83,0.11,,36.19
2019-11-04 14:00:00,,16.95,72.98,239.85,0.33,,34.23
2019-11-04 15:00:00,,16.34,85.91,192.31,0.4,,33.5
2019-11-04 16:00:00,,15.69,80.14,173.17,0.45,,33.06
2019-11-04 17:00:00,,17.7,69.84,141.37,0.3,,32.26
2019-11-04 18:00:00,,25.13,35.22,121.38,0.45,,32.59
2019-11-04 19:00:00,,36.45,7.08,101.41,0.1,,41.18
2019-11-04 20:00:00,,40.64,1.76,113.4,1.99,,36.23
2019-11-04 21:00:00,,52.95,3.08,135.67,4.45,,36.0
2019-11-04 22:00:00,,48.86,4.62,157.41,5.01,,37.53
2019-11-04 23:00:00,,27.95,15.01,142.89,0.53,,38.17
2019-11-05 00:00:00,,21.71,19.53,152.26,0.43,,36.47
2019-11-05 01:00:00,,20.79,16.59,154.77,0.48,,35.88
2019-11-05 02:00:00,,19.4,15.71,147.02,0.6,,35.52
2019-11-05 03:00:00,,18.51,14.92,144.38,0.64,,35.64
2019-11-05 04:00:00,,19.02,11.67,163.0,0.65,,35.69
2019-11-05 05:00:00,,20.02,8.98,193.96,0.72,,36.33
2019-11-05 06:00:00,,22.16,4.79,202.25,0.7,,36.76
2019-11-05 07:00:00,,28.54,4.34,201.7,0.75,,37.48
2019-11-05 08:00:00,,31.36,4.82,197.79,0.67,,37.05
2019-11-05 09:00:00,,28.66,9.57,184.3,1.01,,36.21
2019-11-05 10:00:00,,24.43,30.42,196.38,0.37,,40.21
2019-11-05 11:00:00,,20.82,36.1,189.4,0.53,,39.06
2019-11-05 12:00:00,,17.21,56.11,184.71,0.5,,36.76
2019-11-05 13:00:00,,15.32,69.78,105.31,0.47,,31.67
2019-11-05 14:00:00,,14.4,76.81,93.81,0.48,,29.33
2019-11-05 15:00:00,,14.53,79.16,78.1,0.99,,26.66
2019-11-05 16:00:00,,14.7,78.78,49.84,1.61,,25.11
2019-11-05 17:00:00,,17.45,60.67,64.91,0.66,,24.43
2019-11-05 18:00:00,,26.32,35.8,69.44,0.35,,26.56
2019-11-05 19:00:00,,45.78,3.41,89.18,0.1,,40.51
2019-11-05 20:00:00,,105.91,2.87,101.02,3.01,,38.25
2019-11-05 21:00:00,,151.19,4.04,132.36,5.83,,37.88
2019-11-05 22:00:00,,99.54,2.98,126.05,6.42,,42.69
2019-11-05 23:00:00,,87.96,3.56,137.07,0.95,,47.58
2019-11-06 00:00:00,,58.62,1.54,141.41,0.32,,46.41
2019-11-06 01:00:00,,59.43,1.94,99.0,0.27,,44.08
2019-11-06 02:00:00,,40.39,1.85,100.9,0.71,,43.19
2019-11-06 03:00:00,,35.24,1.44,117.91,0.6,,44.06
2019-11-06 04:00:00,,29.7,1.56,109.59,0.65,,41.44
2019-11-06 05:00:00,,28.43,1.42,93.9,0.64,,40.77
2019-11-06 06:00:00,,27.79,2.14,105.47,0.61,,39.74
2019-11-06 07:00:00,,45.8,2.4,83.93,0.71,,39.34
2019-11-06 08:00:00,,68.61,3.13,98.92,0.81,,40.05
2019-11-06 09:00:00,,77.08,3.22,85.17,3.0,,27.21
2019-11-06 10:00:00,,41.58,15.22,98.31,2.82,,29.28
2019-11-06 11:00:00,,25.25,50.56,108.4,0.82,,30.77
2019-11-06 12:00:00,,24.74,68.82,96.92,0.81,,27.86
2019-11-06 13:00:00,,16.58,84.85,80.41,0.59,,24.27
2019-11-06 14:00:00,,13.74,85.07,76.87,0.7,,22.74
2019-11-06 15:00:00,,11.93,95.38,63.45,0.86,,22.79
2019-11-06 16:00:00,,12.79,94.29,50.27,0.8,,21.43
2019-11-06 17:00:00,,16.01,71.45,36.62,0.79,,21.52
2019-11-06 18:00:00,,27.02,30.86,62.84,0.9,,22.63
2019-11-06 19:00:00,,34.3,21.77,65.21,0.69,,25.2
2019-11-06 20:00:00,,35.18,22.69,65.05,1.0,,26.35
2019-11-06 21:00:00,,43.14,9.78,101.45,0.83,,27.75
2019-11-06 22:00:00,,49.47,4.12,108.46,1.02,,28.54
2019-11-06 23:00:00,,46.49,5.04,133.4,0.64,,30.97
2019-11-07 00:00:00,,40.38,4.46,119.45,0.42,,32.53
2019-11-07 01:00:00,,31.59,8.79,114.66,0.3,,32.3
2019-11-07 02:00:00,,27.17,12.05,101.7,0.88,,31.29
2019-11-07 03:00:00,,31.56,6.15,89.93,0.99,,30.46
2019-11-07 04:00:00,,26.4,6.49,86.27,1.1,,30.95
2019-11-07 05:00:00,,27.3,2.66,86.31,0.56,,31.76
2019-11-07 06:00:00,,42.19,2.74,94.37,0.77,,33.39
2019-11-07 07:00:00,,41.72,3.96,105.91,0.88,,36.0
2019-11-07 08:00:00,,45.72,4.61,129.74,1.08,,36.75
2019-11-07 09:00:00,,58.2,5.68,137.76,2.9,,27.34
2019-11-07 10:00:00,,36.4,9.26,161.25,3.04,,31.51
2019-11-07 11:00:00,,30.32,7.83,180.24,1.11,,19.28
2019-11-07 12:00:00,,25.41,5.53,200.44,0.29,,3.76
2019-11-07 13:00:00,,28.56,9.09,221.84,0.13,,4.92
2019-11-07 14:00:00,,40.02,10.71,199.49,1.28,,6.54
2019-11-07 15:00:00,,42.53,19.37,183.87,1.57,,5.71
2019-11-07 16:00:00,,34.11,25.59,131.88,1.75,,4.87
2019-11-07 17:00:00,,33.96,30.54,146.84,1.8,,4.05
2019-11-07 18:00:00,,30.32,27.81,135.96,1.98,,13.75
2019-11-07 19:00:00,,35.24,12.86,154.67,0.88,,18.89
2019-11-07 20:00:00,,35.21,10.23,156.72,0.41,,17.06
2019-11-07 21:00:00,,38.94,8.01,122.85,1.73,,11.39
2019-11-07 22:00:00,,47.75,7.44,156.11,1.41,,19.2
2019-11-07 23:00:00,,106.15,5.68,159.75,0.17,,26.52
2019-11-08 00:00:00,,100.9,4.8,161.61,0.1,,29.94
2019-11-08 01:00:00,,44.08,3.71,163.26,0.1,,28.28
2019-11-08 02:00:00,,34.7,3.37,165.59,0.18,,28.63
2019-11-08 03:00:00,,24.86,4.23,163.5,0.24,,31.04
2019-11-08 04:00:00,,32.53,4.16,151.49,0.3,,31.08
2019-11-08 05:00:00,,30.69,4.9,170.12,0.17,,33.18
2019-11-08 06:00:00,,27.65,3.6,180.22,0.19,,33.06
2019-11-08 07:00:00,,29.62,3.11,173.91,0.2,,32.8
2019-11-08 08:00:00,,39.38,3.27,142.76,1.07,,29.84
2019-11-08 09:00:00,,64.69,6.34,137.37,4.83,,14.83
2019-11-08 10:00:00,,67.69,9.23,164.27,5.3,,21.18
2019-11-08 11:00:00,,60.29,15.87,170.87,1.8,,25.13
2019-11-08 12:00:00,,47.98,57.53,195.09,1.83,,29.39
2019-11-08 13:00:00,,26.28,87.04,162.31,1.61,,25.42
2019-11-08 14:00:00,,23.38,81.42,155.73,1.36,,19.97
2019-11-08 15:00:00,,27.12,112.97,127.8,2.09,,14.98
2019-11-08 16:00:00,,28.59,82.72,132.27,2.06,,11.82
2019-11-08 17:00:00,,26.52,59.94,109.86,0.69,,10.48
2019-11-08 18:00:00,,38.43,19.21,114.61,0.75,,10.23
2019-11-08 19:00:00,,45.76,11.06,119.03,0.46,,13.2
2019-11-08 20:00:00,,32.03,22.86,120.55,1.35,,15.13
2019-11-08 21:00:00,,37.65,8.9,126.7,1.47,,18.04
2019-11-08 22:00:00,,33.98,8.13,158.29,0.57,,22.41
2019-11-08 23:00:00,,31.58,6.62,153.13,0.9,,24.76
2019-11-09 00:00:00,,56.41,3.88,154.86,0.88,,26.13
2019-11-09 01:00:00,,53.19,3.29,175.48,0.81,,27.71
2019-11-09 02:00:00,,35.24,6.63,176.57,0.78,,27.79
2019-11-09 03:00:00,,22.14,7.64,182.16,0.92,,27.54
2019-11-09 04:00:00,,19.89,6.72,230.01,0.87,,28.28
2019-11-09 05:00:00,,20.94,5.15,236.42,1.23,,26.45
2019-11-09 06:00:00,,21.82,3.66,216.07,1.42,,25.3
2019-11-09 07:00:00,,29.56,3.31,218.71,1.55,,26.29
2019-11-09 08:00:00,,33.39,2.8,215.33,1.3,,25.18
2019-11-09 09:00:00,,28.39,6.57,211.27,5.09,,10.37
2019-11-09 10:00:00,,23.86,15.84,211.18,5.16,,16.15
2019-11-09 11:00:00,,20.22,39.58,174.04,0.7,,19.49
2019-11-09 12:00:00,,17.57,49.42,143.16,0.79,,15.35
2019-11-09 13:00:00,,14.38,60.99,83.63,1.65,,5.51
2019-11-09 14:00:00,,13.71,68.52,54.35,0.68,,2.0
2019-11-09 15:00:00,,14.94,68.91,47.96,0.71,,2.0
2019-11-09 16:00:00,,15.68,69.43,54.94,0.71,,2.0
2019-11-09 17:00:00,,18.58,59.43,55.17,0.52,,2.06
2019-11-09 18:00:00,,25.86,37.67,88.76,0.53,,2.79
2019-11-09 19:00:00,,33.87,18.52,80.9,0.47,,6.48
2019-11-09 20:00:00,,39.57,7.86,106.56,0.3,,18.18
2019-11-09 21:00:00,,43.89,3.25,165.85,0.1,,25.25
2019-11-09 22:00:00,,47.49,3.15,153.56,0.19,,20.01
2019-11-09 23:00:00,,31.7,15.27,150.14,0.96,,18.65
2019-11-10 00:00:00,,30.49,11.51,132.81,1.38,,18.93
2019-11-10 01:00:00,,24.87,16.67,139.19,1.43,,19.21
2019-11-10 02:00:00,,20.0,22.19,138.86,0.94,,18.84
2019-11-10 03:00:00,,21.62,13.84,160.95,1.15,,19.32
2019-11-10 04:00:00,,24.14,5.55,170.45,1.13,,19.63
2019-11-10 05:00:00,,28.52,4.24,166.11,1.0,,20.01
2019-11-10 06:00:00,,28.06,4.2,167.95,1.28,,21.86
2019-11-10 07:00:00,,28.46,4.13,193.69,1.19,,22.89
2019-11-10 08:00:00,,31.56,5.51,186.84,1.38,,23.47
2019-11-10 09:00:00,,33.8,11.91,189.65,3.46,,16.62
2019-11-10 10:00:00,,26.47,37.8,193.59,4.93,,16.22
2019-11-10 11:00:00,,23.45,61.82,177.35,0.93,,17.76
2019-11-10 12:00:00,,21.0,84.02,159.14,1.42,,15.29
2019-11-10 13:00:00,,18.28,100.01,157.19,1.84,,12.36
2019-11-10 14:00:00,,17.12,91.55,147.42,0.86,,9.05
2019-11-10 15:00:00,,15.59,89.17,107.15,0.83,,5.28
2019-11-10 16:00:00,,16.62,85.2,91.77,0.8,,3.02
2019-11-10 17:00:00,,18.74,69.4,91.69,1.0,,3.52
2019-11-10 18:00:00,,29.48,30.83,81.99,1.17,,5.27
2019-11-10 19:00:00,,46.55,3.03,83.04,1.23,,8.81
2019-11-10 20:00:00,,72.02,5.68,97.02,1.6,,6.97
2019-11-10 21:00:00,,90.44,3.26,131.72,1.66,,5.93
2019-11-10 22:00:00,,79.0,2.89,180.88,1.49,,16.37
2019-11-10 23:00:00,,45.5,6.86,192.79,1.21,,29.17
2019-11-11 00:00:00,,56.66,3.96,186.96,0.32,,30.04
2019-11-11 01:00:00,,56.11,1.72,187.28,0.1,,32.17
2019-11-11 02:00:00,,42.37,2.54,176.08,1.21,,32.36
2019-11-11 03:00:00,,26.91,9.5,173.56,1.11,,31.45
2019-11-11 04:00:00,,20.69,13.94,168.5,1.05,,30.51
2019-11-11 05:00:00,,22.11,12.56,199.28,0.87,,29.62
2019-11-11 06:00:00,,26.78,6.94,211.69,1.36,,27.5
2019-11-11 07:00:00,,51.02,3.54,258.27,1.56,,29.65
2019-11-11 08:00:00,,86.09,3.94,269.04,1.64,,32.1
2019-11-11 09:00:00,,74.15,5.49,205.12,6.27,,11.73
2019-11-11 10:00:00,,46.25,22.62,270.67,7.0,,17.58
2019-11-11 11:00:00,,37.24,68.64,291.09,1.23,,23.49
2019-11-11 12:00:00,,28.28,91.27,297.53,1.27,,20.16
2019-11-11 13:00:00,,20.16,114.9,294.6,1.08,,15.28
2019-11-11 14:00:00,,19.98,99.12,246.25,0.77,,8.88
2019-11-11 15:00:00,,19.85,100.43,172.51,0.71,,4.4
2019-11-11 16:00:00,,20.45,91.03,133.69,0.7,,2.14
2019-11-11 17:00:00,,24.17,65.84,116.38,0.67,,2.08
2019-11-11 18:00:00,,34.24,28.44,108.48,0.73,,2.02
2019-11-11 19:00:00,,47.42,7.91,113.04,0.92,,2.06
2019-11-11 20:00:00,,61.08,7.9,128.37,1.5,,4.34
2019-11-11 21:00:00,,54.48,7.57,128.38,1.43,,7.7
2019-11-11 22:00:00,,51.51,6.43,149.64,1.29,,10.25
2019-11-11 23:00:00,,41.7,7.43,174.9,1.09,,16.2
2019-11-12 00:00:00,,34.91,10.73,228.92,0.53,,16.74
2019-11-12 01:00:00,,35.45,7.81,243.11,0.1,,18.43
2019-11-12 02:00:00,,31.82,10.6,288.82,1.22,,25.03
2019-11-12 03:00:00,,28.17,14.45,314.1,1.27,,28.01
2019-11-12 04:00:00,,24.37,18.43,342.36,1.31,,29.18
2019-11-12 05:00:00,,23.56,16.71,375.93,1.32,,30.95
2019-11-12 06:00:00,,33.49,6.12,372.62,1.63,,30.47
2019-11-12 07:00:00,,43.39,2.78,424.92,1.49,,33.03
2019-11-12 08:00:00,,59.96,3.93,428.44,2.44,,25.24
2019-11-12 09:00:00,,52.06,4.63,314.99,5.38,,9.82
2019-11-12 10:00:00,,37.46,19.77,325.5,4.9,,19.08
2019-11-12 11:00:00,,31.65,55.28,344.9,1.24,,26.93
2019-11-12 12:00:00,,26.27,94.24,326.98,1.51,,24.48
2019-11-12 13:00:00,,22.32,102.49,309.61,1.48,,21.89
2019-11-12 14:00:00,,20.8,95.39,288.51,1.29,,16.83
2019-11-12 15:00:00,,21.0,80.22,237.79,1.41,,12.04
2019-11-12 16:00:00,,21.7,103.21,216.91,1.31,,11.45
2019-11-12 17:00:00,,27.75,76.76,215.75,0.97,,10.82
2019-11-12 18:00:00,,37.31,37.62,214.68,1.06,,13.38
2019-11-12 19:00:00,,59.85,3.52,222.73,1.24,,17.46
2019-11-12 20:00:00,,79.0,6.74,197.81,1.39,,17.87
2019-11-12 21:00:00,,79.32,7.47,257.37,1.54,,23.91
2019-11-12 22:00:00,,56.67,4.51,268.54,1.13,,29.75
2019-11-12 23:00:00,,33.28,18.24,280.83,0.89,,36.9
2019-11-13 00:00:00,,27.64,18.63,283.44,0.32,,38.83
2019-11-13 01:00:00,,49.18,2.79,307.06,0.38,,36.97
2019-11-13 02:00:00,,36.85,9.68,312.49,1.16,,36.92
2019-11-13 03:00:00,,27.59,17.05,326.64,1.36,,37.49
2019-11-13 04:00:00,,26.11,14.92,379.81,1.42,,36.68
2019-11-13 05:00:00,,29.45,9.63,374.12,1.12,,34.61
2019-11-13 06:00:00,,49.47,2.53,358.52,1.39,,34.16
2019-11-13 07:00:00,,54.19,2.82,380.21,1.34,,35.48
2019-11-13 08:00:00,,54.38,2.95,360.28,2.16,,30.91
2019-11-13 09:00:00,,57.55,4.83,271.31,4.84,,14.59
2019-11-13 10:00:00,,53.43,11.14,328.71,4.38,,27.0
2019-11-13 11:00:00,,30.87,35.37,340.38,1.21,,31.22
2019-11-13 12:00:00,,28.71,59.76,276.7,1.57,,29.2
2019-11-13 13:00:00,,25.97,80.71,276.7,1.63,,25.25
2019-11-13 14:00:00,,26.02,105.48,,1.01,,20.73
2019-11-13 15:00:00,,28.66,119.02,230.43,0.92,,16.93
2019-11-13 16:00:00,,31.52,121.34,255.03,0.21,,6.69
2019-11-13 17:00:00,,34.47,75.67,266.65,1.04,,2.04
2019-11-13 18:00:00,,46.6,27.31,285.44,1.06,,2.34
2019-11-13 19:00:00,,79.76,9.57,307.12,1.42,,7.42
2019-11-13 20:00:00,,213.93,10.66,309.74,2.91,,19.16
2019-11-13 21:00:00,,162.2,9.29,344.75,3.11,,30.08
2019-11-13 22:00:00,,121.59,7.25,354.42,1.15,,45.11
2019-11-13 23:00:00,,67.73,7.54,362.76,1.0,,49.68
2019-11-14 00:00:00,,37.97,15.53,321.01,0.77,,42.92
2019-11-14 01:00:00,,65.75,5.8,306.51,2.01,,41.01
2019-11-14 02:00:00,,69.9,4.64,271.45,1.59,,40.77
2019-11-14 03:00:00,,65.83,3.73,299.64,1.98,,42.41
2019-11-14 04:00:00,,56.91,3.16,294.03,1.96,,44.38
2019-11-14 05:00:00,,62.44,4.36,309.56,1.18,,46.89
2019-11-14 06:00:00,,56.64,4.89,319.33,1.11,,46.2
2019-11-14 07:00:00,,65.92,4.65,316.75,0.98,,43.46
2019-11-14 08:00:00,,91.87,4.4,297.97,1.96,,44.23
2019-11-14 09:00:00,,56.69,5.71,313.23,3.75,,29.09
2019-11-14 10:00:00,,52.25,14.77,327.5,5.16,,32.22
2019-11-14 11:00:00,,40.35,27.94,332.14,1.59,,29.61
2019-11-14 12:00:00,,31.13,56.2,318.03,1.46,,20.16
2019-11-14 13:00:00,,29.87,88.9,322.45,1.42,,17.04
2019-11-14 14:00:00,,35.32,89.12,301.63,1.24,,13.07
2019-11-14 15:00:00,,43.67,92.89,319.49,1.51,,12.21
2019-11-14 16:00:00,,43.7,100.36,327.03,1.42,,12.57
2019-11-14 17:00:00,,68.06,84.75,318.96,1.52,,13.45
2019-11-14 18:00:00,,78.11,75.36,329.34,1.81,,13.48
2019-11-14 19:00:00,,204.79,40.97,318.77,3.2,,17.92
2019-11-14 20:00:00,,184.06,29.13,350.55,3.01,,27.66
2019-11-14 21:00:00,,144.38,14.62,363.84,2.23,,36.52
2019-11-14 22:00:00,,187.04,12.37,317.54,2.9,,41.94
2019-11-14 23:00:00,,122.79,9.82,313.97,2.15,,46.12
2019-11-15 00:00:00,,71.66,8.73,290.42,1.29,,42.6
2019-11-15 01:00:00,,28.72,10.59,263.14,0.84,,32.61
2019-11-15 02:00:00,,26.03,11.46,280.81,1.32,,26.23
2019-11-15 03:00:00,,25.08,12.04,356.32,1.56,,22.35
2019-11-15 04:00:00,,25.3,11.34,412.65,1.71,,21.55
2019-11-15 05:00:00,,24.77,11.34,456.82,1.43,,23.72
2019-11-15 06:00:00,,29.42,10.83,510.88,1.52,,24.76
2019-11-15 07:00:00,,34.48,9.74,504.69,1.6,,27.38
2019-11-15 08:00:00,,43.51,10.09,504.6,1.42,,30.05
2019-11-15 09:00:00,,41.74,10.86,571.01,1.42,,30.4
2019-11-15 10:00:00,,35.09,20.87,531.56,1.21,,31.45
2019-11-15 11:00:00,,31.04,44.0,480.02,1.67,,29.25
2019-11-15 12:00:00,,31.11,68.69,488.65,1.61,,27.2
2019-11-15 13:00:00,,26.15,94.84,509.22,1.39,,28.2
2019-11-15 14:00:00,,24.12,109.12,437.32,1.19,,23.12
2019-11-15 15:00:00,,21.26,104.79,378.81,1.12,,18.28
2019-11-15 16:00:00,,24.95,86.44,314.13,1.13,,14.95
2019-11-15 17:00:00,,32.19,59.01,265.46,1.18,,11.41
2019-11-15 18:00:00,,66.65,15.82,255.98,1.52,,12.32
2019-11-15 19:00:00,,112.96,10.0,277.45,2.19,,19.25
2019-11-15 20:00:00,,158.77,6.75,228.07,2.79,,23.71
2019-11-15 21:00:00,,147.88,7.06,272.87,2.94,,37.29
2019-11-15 22:00:00,,106.56,7.74,315.28,2.13,,55.96
2019-11-15 23:00:00,,59.95,6.82,291.55,1.18,,54.82
2019-11-16 00:00:00,,51.09,8.64,265.28,1.05,,49.25
2019-11-16 01:00:00,,36.98,8.57,250.32,0.74,,42.16
2019-11-16 02:00:00,,30.34,9.09,226.42,1.16,,37.66
2019-11-16 03:00:00,,25.97,9.13,229.94,1.12,,33.01
2019-11-16 04:00:00,,21.9,9.58,200.86,1.06,,29.44
2019-11-16 05:00:00,,20.68,9.9,209.04,1.14,,27.27
2019-11-16 06:00:00,,21.37,8.88,217.68,1.17,,25.17
2019-11-16 07:00:00,,27.52,7.84,217.18,1.13,,23.48
2019-11-16 08:00:00,,38.97,7.36,193.18,1.03,,18.88
2019-11-16 09:00:00,,37.38,9.6,197.42,1.11,,12.1
2019-11-16 10:00:00,,26.97,27.31,218.86,0.89,,17.41
2019-11-16 11:00:00,,24.28,51.32,190.58,1.03,,14.19
2019-11-16 12:00:00,,20.54,66.36,163.62,1.19,,10.49
2019-11-16 13:00:00,,17.84,66.43,139.75,1.15,,7.15
