Datetime,NOx (ppb),CO (mg/m3),PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),Ozone (ug/m3)
2019-10-31 01:00:00,258.92,,,229.92,437.88,21.23,
2019-10-31 02:00:00,280.56,4.93,,251.2,494.11,23.37,
2019-10-31 03:00:00,259.63,4.18,,242.5,473.44,25.62,
2019-10-31 04:00:00,206.31,2.73,,269.88,381.0,24.86,
2019-10-31 05:00:00,162.45,1.85,,242.07,288.91,23.21,
2019-10-31 06:00:00,128.27,1.91,,241.1,228.63,21.72,
2019-10-31 07:00:00,103.66,1.46,,194.62,182.76,20.76,
2019-10-31 08:00:00,90.74,1.26,,187.35,155.88,19.8,
2019-10-31 09:00:00,122.39,1.25,,200.28,173.19,21.02,
2019-10-31 10:00:00,72.83,1.64,,197.02,132.73,25.73,
2019-10-31 11:00:00,47.98,1.64,,236.5,82.61,30.76,
2019-10-31 12:00:00,42.22,1.63,,288.95,73.59,29.73,
2019-10-31 13:00:00,42.5,1.59,,275.3,78.07,28.11,
2019-10-31 14:00:00,30.21,,,345.6,66.54,27.95,
2019-10-31 15:00:00,30.62,1.4,,383.1,66.01,21.41,
2019-10-31 16:00:00,29.27,1.25,,361.67,63.32,17.32,
2019-10-31 17:00:00,34.72,1.2,,341.55,68.52,13.57,
2019-10-31 18:00:00,43.62,1.77,,338.25,74.18,8.97,
2019-10-31 19:00:00,47.3,1.91,,348.7,78.13,8.08,
2019-10-31 20:00:00,,,,,,,
2019-10-31 21:00:00,66.68,2.48,,312.6,102.02,9.23,
2019-10-31 22:00:00,91.03,3.05,,318.2,134.31,9.5,
2019-10-31 23:00:00,,,,,,,
2019-11-01 00:00:00,114.06,3.27,,313.7,187.59,19.89,
2019-11-01 01:00:00,106.44,2.64,,308.1,177.36,13.86,
2019-11-01 02:00:00,70.38,2.0,,289.8,126.8,13.88,
2019-11-01 03:00:00,96.89,1.77,,282.7,119.43,19.79,
2019-11-01 04:00:00,130.48,1.96,,308.3,181.88,18.42,
2019-11-01 05:00:00,124.0,1.77,,340.45,197.87,14.07,
2019-11-01 06:00:00,109.34,1.89,,373.8,180.82,14.4,
2019-11-01 07:00:00,110.87,1.87,,366.42,175.8,13.64,
2019-11-01 08:00:00,128.18,2.0,,387.1,210.11,14.55,
2019-11-01 09:00:00,123.31,1.81,,431.38,204.6,17.27,
2019-11-01 10:00:00,109.78,2.21,,421.95,193.31,26.25,
2019-11-01 11:00:00,60.51,1.52,,430.1,110.55,37.36,
2019-11-01 12:00:00,51.76,1.35,,402.2,98.37,43.84,
2019-11-01 13:00:00,48.68,1.41,,359.5,92.65,38.41,
2019-11-01 14:00:00,36.32,1.55,,390.65,83.66,29.99,
2019-11-01 15:00:00,28.64,1.26,,385.6,84.77,23.7,
2019-11-01 16:00:00,27.24,1.16,,318.3,73.77,20.12,
2019-11-01 17:00:00,36.02,0.98,,270.9,74.89,15.18,
2019-11-01 18:00:00,35.94,1.46,,279.8,63.23,10.25,
2019-11-01 19:00:00,48.49,1.63,,269.05,81.14,15.87,
2019-11-01 20:00:00,48.86,1.61,,279.9,84.32,9.03,
2019-11-01 21:00:00,69.17,1.53,,286.05,118.43,11.8,
2019-11-01 22:00:00,59.12,1.73,,281.7,98.06,10.37,
2019-11-01 23:00:00,49.99,1.2,,240.8,82.98,16.67,
2019-11-02 00:00:00,34.26,0.83,,214.8,62.28,16.08,
2019-11-02 01:00:00,36.12,0.69,,181.07,60.93,15.13,
2019-11-02 02:00:00,45.6,1.07,,178.25,67.29,10.91,
2019-11-02 03:00:00,38.74,0.96,,157.25,65.97,9.14,
2019-11-02 04:00:00,39.34,0.92,,197.25,64.16,7.74,
2019-11-02 05:00:00,50.68,0.83,,219.85,80.52,7.5,
2019-11-02 06:00:00,59.08,1.17,,243.45,93.31,7.11,
2019-11-02 07:00:00,57.69,1.14,,273.55,97.03,7.84,
2019-11-02 08:00:00,59.23,1.12,,304.12,98.64,9.13,
2019-11-02 09:00:00,78.89,1.26,,305.62,123.02,13.93,
2019-11-02 10:00:00,89.62,1.92,,318.35,156.25,18.93,
2019-11-02 11:00:00,76.74,2.13,,368.45,124.53,25.37,
2019-11-02 12:00:00,69.13,2.01,,399.95,117.41,28.11,
2019-11-02 13:00:00,35.17,1.4,,431.12,66.73,25.2,
2019-11-02 14:00:00,31.45,0.91,,370.27,57.97,21.44,
2019-11-02 15:00:00,20.34,0.74,,306.2,42.62,16.76,
2019-11-02 16:00:00,25.69,0.79,,240.75,50.69,13.48,
2019-11-02 17:00:00,32.06,0.99,,225.7,94.73,10.66,
2019-11-02 18:00:00,35.51,,,252.6,171.31,10.91,
2019-11-02 19:00:00,31.88,1.15,,322.35,87.02,8.88,
2019-11-02 20:00:00,34.04,1.03,,340.8,63.77,7.38,
2019-11-02 21:00:00,57.98,1.21,,341.7,95.69,8.61,
2019-11-02 22:00:00,48.73,1.57,,364.05,87.75,8.65,
2019-11-02 23:00:00,34.78,1.3,,351.43,65.35,8.19,
2019-11-03 00:00:00,31.95,1.15,,336.7,60.55,6.98,
2019-11-03 01:00:00,,1.16,,322.5,,10.61,
2019-11-03 02:00:00,,2.03,,313.93,,12.7,
2019-11-03 03:00:00,,1.79,,370.38,,13.15,
2019-11-03 04:00:00,,1.78,,474.9,,13.24,
2019-11-03 05:00:00,,1.82,,555.55,,14.64,
2019-11-03 06:00:00,,2.06,,624.17,,14.39,
2019-11-03 07:00:00,44.6,1.82,,649.8,92.46,15.0,
2019-11-03 08:00:00,33.27,1.65,,703.9,69.14,14.29,
2019-11-03 09:00:00,43.77,2.22,,695.08,91.14,16.55,
2019-11-03 10:00:00,45.66,2.91,,826.62,103.08,19.52,
2019-11-03 11:00:00,45.42,2.68,,989.58,104.89,17.64,
2019-11-03 12:00:00,52.46,2.53,,,121.82,19.81,
2019-11-03 13:00:00,48.22,1.86,,,112.14,19.75,
2019-11-03 14:00:00,37.57,1.91,,983.62,87.24,20.91,
2019-11-03 15:00:00,33.19,1.59,,832.73,72.52,21.43,
2019-11-03 16:00:00,34.57,1.34,,717.55,75.77,20.46,
2019-11-03 17:00:00,37.87,1.03,,685.03,77.03,19.8,
2019-11-03 18:00:00,39.37,1.33,,579.8,76.68,18.31,
2019-11-03 19:00:00,43.18,1.36,,544.1,86.16,17.5,
2019-11-03 20:00:00,68.08,1.62,,466.6,109.16,22.45,
2019-11-03 21:00:00,92.94,1.66,,370.0,142.12,25.41,
2019-11-03 22:00:00,75.94,1.77,,287.4,131.93,17.98,
2019-11-03 23:00:00,66.93,1.39,,231.5,110.89,18.42,
2019-11-04 00:00:00,62.46,1.27,,209.5,102.36,16.79,
2019-11-04 01:00:00,64.42,1.15,,168.0,107.0,17.33,
2019-11-04 02:00:00,46.49,1.61,,229.7,85.74,17.56,
2019-11-04 03:00:00,,,,,,,
2019-11-04 04:00:00,,,,,,,
2019-11-04 05:00:00,41.05,1.49,,557.9,80.72,19.37,
2019-11-04 06:00:00,38.58,1.74,,623.0,77.52,20.47,
2019-11-04 07:00:00,37.43,1.46,,605.2,74.54,20.05,
2019-11-04 08:00:00,44.52,1.31,,584.9,81.55,22.04,
2019-11-04 09:00:00,58.88,1.3,,571.6,95.13,30.94,
2019-11-04 10:00:00,38.6,1.35,,482.8,76.74,32.76,
2019-11-04 11:00:00,25.48,1.14,,409.45,56.21,28.48,
2019-11-04 12:00:00,22.15,0.95,,309.7,51.02,36.34,
2019-11-04 13:00:00,15.16,0.73,,218.55,37.64,25.2,
2019-11-04 14:00:00,,,,,,,
2019-11-04 15:00:00,,,,,,,
2019-11-04 16:00:00,17.96,0.41,,102.6,56.61,17.35,
2019-11-04 17:00:00,18.3,0.42,,52.5,41.77,18.48,
2019-11-04 18:00:00,31.45,0.82,,97.3,57.3,14.61,
2019-11-04 19:00:00,49.53,1.2,,62.95,79.66,12.14,
2019-11-04 20:00:00,72.7,1.43,,69.1,94.54,12.94,
2019-11-04 21:00:00,,,,,,,
2019-11-04 22:00:00,61.81,1.22,,110.53,101.51,16.68,
2019-11-04 23:00:00,49.34,1.06,,118.53,85.09,15.25,
2019-11-05 00:00:00,42.91,1.21,,157.4,74.22,15.27,
2019-11-05 01:00:00,33.36,1.35,,234.48,65.02,14.02,
2019-11-05 02:00:00,37.6,1.4,,303.08,69.21,14.82,
2019-11-05 03:00:00,39.51,1.38,,372.0,72.7,15.07,
2019-11-05 04:00:00,32.92,1.29,,364.3,63.3,15.08,
2019-11-05 05:00:00,30.58,1.1,,380.55,59.46,15.8,
2019-11-05 06:00:00,31.4,1.3,,376.67,60.19,16.92,
2019-11-05 07:00:00,31.32,1.05,,329.6,62.74,18.7,
2019-11-05 08:00:00,33.73,0.77,,301.67,67.0,22.09,
2019-11-05 09:00:00,39.4,0.65,,282.12,75.6,28.0,
2019-11-05 10:00:00,32.25,0.89,,237.9,68.38,31.14,
2019-11-05 11:00:00,27.46,0.7,,202.23,58.37,30.19,
2019-11-05 12:00:00,19.11,0.48,,151.18,43.54,27.42,
2019-11-05 13:00:00,16.34,0.25,,119.8,37.87,29.05,
2019-11-05 14:00:00,13.74,0.44,,83.75,32.06,1.88,
2019-11-05 15:00:00,12.97,0.58,,44.17,29.62,0.4,
2019-11-05 16:00:00,14.86,0.68,,50.3,30.81,0.96,
2019-11-05 17:00:00,18.1,0.82,,33.9,36.64,2.1,
2019-11-05 18:00:00,26.88,0.71,,47.0,47.1,2.1,
2019-11-05 19:00:00,35.42,0.75,,48.8,53.02,2.11,
2019-11-05 20:00:00,43.64,1.01,,53.5,61.86,2.1,
2019-11-05 21:00:00,72.09,1.57,,70.1,97.89,2.27,
2019-11-05 22:00:00,98.4,2.19,,75.4,145.61,5.21,
2019-11-05 23:00:00,114.32,2.3,,64.2,174.91,8.97,
2019-11-06 00:00:00,122.08,2.2,,98.7,189.89,11.48,
2019-11-06 01:00:00,109.96,1.7,,90.1,186.02,13.71,
2019-11-06 02:00:00,90.78,1.41,,56.28,158.38,14.39,
2019-11-06 03:00:00,80.66,1.24,,61.25,137.49,14.83,
2019-11-06 04:00:00,91.07,1.13,,65.85,141.02,15.75,
2019-11-06 05:00:00,108.66,1.11,,78.97,167.61,17.0,
2019-11-06 06:00:00,109.36,1.06,,67.5,178.23,17.06,
2019-11-06 07:00:00,108.91,0.97,,59.33,177.41,17.77,
2019-11-06 08:00:00,121.87,1.08,,79.25,194.44,17.89,
2019-11-06 09:00:00,136.96,1.07,,75.0,223.61,20.8,
2019-11-06 10:00:00,102.76,1.37,,100.3,178.35,24.44,
2019-11-06 11:00:00,80.32,1.18,,91.32,132.48,26.86,
2019-11-06 12:00:00,55.93,1.06,,95.9,100.62,29.39,
2019-11-06 13:00:00,23.65,0.49,,148.73,48.65,22.5,
2019-11-06 14:00:00,16.94,0.34,,88.5,35.71,16.29,
2019-11-06 15:00:00,12.22,,,89.15,27.91,11.69,
2019-11-06 16:00:00,12.14,,,82.65,27.53,6.48,
2019-11-06 17:00:00,16.83,0.32,,70.53,33.97,9.17,
2019-11-06 18:00:00,27.66,0.8,,52.77,47.79,3.02,
2019-11-06 19:00:00,53.46,0.96,,50.73,68.69,2.11,
2019-11-06 20:00:00,50.65,0.68,,52.33,76.31,2.62,
2019-11-06 21:00:00,58.93,0.85,,74.65,85.95,3.3,
2019-11-06 22:00:00,47.41,0.78,,87.78,77.06,5.52,
2019-11-06 23:00:00,52.55,0.81,,77.88,86.3,6.78,
2019-11-07 00:00:00,52.95,0.75,,92.2,88.12,6.4,
2019-11-07 01:00:00,55.97,0.71,,101.35,88.12,7.09,
2019-11-07 02:00:00,45.31,0.74,,95.62,79.03,8.23,
2019-11-07 03:00:00,30.44,0.62,,89.47,58.07,8.53,
2019-11-07 04:00:00,28.38,0.56,,113.05,52.38,8.0,
2019-11-07 05:00:00,25.29,0.59,,72.77,47.14,7.52,
2019-11-07 06:00:00,53.39,1.1,,88.17,78.73,8.39,
2019-11-07 07:00:00,55.41,1.11,,122.98,94.28,10.49,
2019-11-07 08:00:00,42.85,1.04,,128.88,79.09,11.53,
2019-11-07 09:00:00,52.49,1.16,,145.72,91.58,12.86,
2019-11-07 10:00:00,44.45,1.09,,146.55,83.62,15.65,
2019-11-07 11:00:00,58.69,1.14,,160.22,93.8,15.51,
2019-11-07 12:00:00,69.48,1.37,,162.6,115.53,15.6,
2019-11-07 13:00:00,59.08,1.02,,179.47,100.22,14.83,
2019-11-07 14:00:00,56.82,1.05,,204.3,100.01,13.84,
2019-11-07 15:00:00,37.42,0.65,,186.78,73.19,12.07,
2019-11-07 16:00:00,30.19,0.29,,184.93,58.92,9.86,
2019-11-07 17:00:00,24.83,0.29,,142.45,50.66,9.23,
2019-11-07 18:00:00,23.92,0.79,,129.65,50.8,6.84,
2019-11-07 19:00:00,31.77,0.97,,124.78,59.66,4.84,
2019-11-07 20:00:00,42.45,1.12,,112.65,73.76,4.09,
2019-11-07 21:00:00,48.31,1.25,,124.93,84.85,4.31,
2019-11-07 22:00:00,56.68,1.43,,144.0,99.91,3.25,
2019-11-07 23:00:00,70.35,1.4,,126.67,120.72,5.02,
2019-11-08 00:00:00,73.1,1.35,,159.5,128.23,6.05,
2019-11-08 01:00:00,69.84,1.1,,199.5,127.92,9.08,
2019-11-08 02:00:00,47.2,0.9,,233.25,91.47,11.06,
2019-11-08 03:00:00,44.28,0.78,,245.77,84.38,11.07,
2019-11-08 04:00:00,37.7,0.73,,207.7,74.9,10.93,
2019-11-08 05:00:00,32.73,0.5,,199.43,62.2,12.0,
2019-11-08 06:00:00,27.21,0.72,,156.72,53.94,13.26,
2019-11-08 07:00:00,28.34,0.85,,112.8,55.71,12.29,
2019-11-08 08:00:00,42.2,0.85,,85.47,73.8,9.27,
2019-11-08 09:00:00,88.74,1.4,,118.42,139.94,16.61,
2019-11-08 10:00:00,82.45,1.53,,113.83,140.5,34.02,
2019-11-08 11:00:00,78.97,1.78,,125.72,129.44,33.78,
2019-11-08 12:00:00,41.68,1.32,,181.55,77.13,29.94,
2019-11-08 13:00:00,22.26,0.67,,160.72,46.13,30.91,
2019-11-08 14:00:00,22.67,0.65,,118.08,44.52,28.91,
2019-11-08 15:00:00,18.14,0.56,,89.0,38.79,20.12,
2019-11-08 16:00:00,15.25,0.44,,64.55,35.28,9.5,
2019-11-08 17:00:00,18.94,0.49,,33.38,39.87,8.16,
2019-11-08 18:00:00,31.5,0.8,,30.12,58.44,5.77,
2019-11-08 19:00:00,34.62,0.73,,76.97,58.43,3.78,
2019-11-08 20:00:00,51.29,1.17,,76.0,78.81,3.32,
2019-11-08 21:00:00,68.57,1.61,,85.28,102.19,7.51,
2019-11-08 22:00:00,67.4,1.81,,135.97,114.75,10.49,
2019-11-08 23:00:00,58.79,1.39,,126.07,106.55,12.53,
2019-11-09 00:00:00,51.77,1.16,,149.2,91.71,13.68,
2019-11-09 01:00:00,45.41,0.68,,147.55,81.76,18.22,
2019-11-09 02:00:00,50.33,0.83,,124.83,85.24,20.25,
2019-11-09 03:00:00,47.54,0.68,,136.07,86.99,16.59,
2019-11-09 04:00:00,31.75,0.6,,135.25,63.88,15.08,
2019-11-09 05:00:00,31.44,0.5,,139.22,62.54,14.87,
2019-11-09 06:00:00,32.73,0.81,,150.28,64.4,12.97,
2019-11-09 07:00:00,32.29,0.79,,138.95,62.52,10.43,
2019-11-09 08:00:00,41.65,0.84,,131.07,74.56,12.97,
2019-11-09 09:00:00,46.05,0.81,,121.45,85.83,20.72,
2019-11-09 10:00:00,37.95,0.95,,151.1,72.18,26.8,
2019-11-09 11:00:00,30.77,0.96,,114.38,57.45,21.27,
2019-11-09 12:00:00,18.57,0.77,,119.67,38.95,15.51,
2019-11-09 13:00:00,15.29,0.72,,81.58,32.92,12.08,
2019-11-09 14:00:00,13.4,0.29,,44.0,29.07,7.09,
2019-11-09 15:00:00,12.32,0.19,,52.8,28.99,3.81,
2019-11-09 16:00:00,12.56,,,42.83,29.16,2.31,
2019-11-09 17:00:00,16.43,0.25,,35.83,34.47,2.1,
2019-11-09 18:00:00,28.18,0.37,,21.7,48.33,2.16,
2019-11-09 19:00:00,49.98,0.65,,57.08,73.06,2.93,
2019-11-09 20:00:00,54.61,0.66,,62.98,86.18,6.32,
2019-11-09 21:00:00,51.27,0.61,,86.78,84.81,4.3,
2019-11-09 22:00:00,45.89,0.87,,119.45,78.87,6.77,
2019-11-09 23:00:00,43.95,0.81,,115.53,76.48,9.44,
2019-11-10 00:00:00,,0.55,,170.8,,10.38,
2019-11-10 01:00:00,,0.37,,148.85,,11.01,
2019-11-10 02:00:00,,0.67,,153.6,,10.64,
2019-11-10 03:00:00,,0.7,,226.57,,12.52,
2019-11-10 04:00:00,,0.62,,233.95,,12.94,
2019-11-10 05:00:00,,0.54,,255.0,,12.69,
2019-11-10 06:00:00,,0.6,,263.1,,12.69,
2019-11-10 07:00:00,,0.55,,235.93,,15.39,
2019-11-10 08:00:00,38.81,0.53,,229.9,72.37,17.04,
2019-11-10 09:00:00,39.17,0.44,,240.88,75.09,19.77,
2019-11-10 10:00:00,37.2,0.88,,218.65,72.49,25.27,
2019-11-10 11:00:00,34.79,0.89,,229.57,68.91,24.59,
2019-11-10 12:00:00,27.02,0.68,,224.83,55.6,16.7,
2019-11-10 13:00:00,21.98,0.43,,189.3,45.04,13.19,
2019-11-10 14:00:00,18.52,0.27,,166.77,38.67,7.92,
2019-11-10 15:00:00,14.49,0.12,,132.3,32.13,5.5,
2019-11-10 16:00:00,13.97,,,99.7,31.76,1.61,
2019-11-10 17:00:00,19.02,0.2,,73.28,37.03,2.54,
2019-11-10 18:00:00,44.18,0.92,,55.45,68.83,1.55,
2019-11-10 19:00:00,50.13,1.4,,68.7,77.72,0.36,
2019-11-10 20:00:00,65.31,1.59,,84.25,96.97,0.18,
2019-11-10 21:00:00,72.9,1.69,,86.0,111.45,2.29,
2019-11-10 22:00:00,74.1,1.48,,111.22,112.34,5.06,
2019-11-10 23:00:00,60.03,0.94,,111.6,96.77,8.68,
2019-11-11 00:00:00,46.04,0.8,,112.0,78.09,5.75,
2019-11-11 01:00:00,42.43,0.47,,127.75,73.22,12.26,
2019-11-11 02:00:00,31.1,0.54,,133.22,60.26,16.28,
2019-11-11 03:00:00,30.59,0.73,,188.1,60.47,18.14,
2019-11-11 04:00:00,33.18,0.85,,206.48,64.97,13.89,
2019-11-11 05:00:00,34.27,0.84,,258.75,67.22,11.76,
2019-11-11 06:00:00,35.08,1.27,,290.4,67.96,6.48,
2019-11-11 07:00:00,34.2,1.22,,308.2,67.65,4.36,
2019-11-11 08:00:00,53.44,1.28,,327.02,94.59,10.69,
2019-11-11 09:00:00,52.43,1.33,,356.6,99.94,16.95,
2019-11-11 10:00:00,43.76,1.59,,349.4,86.02,23.57,
2019-11-11 11:00:00,41.25,1.45,,348.95,82.34,24.83,
2019-11-11 12:00:00,31.55,1.16,,353.5,66.92,22.7,
2019-11-11 13:00:00,21.91,0.77,,333.93,49.03,17.09,
2019-11-11 14:00:00,20.11,0.75,,283.1,45.32,11.86,
2019-11-11 15:00:00,17.86,0.59,,212.7,39.44,9.12,
2019-11-11 16:00:00,17.63,0.59,,159.55,39.1,4.85,
2019-11-11 17:00:00,18.81,0.58,,135.75,39.59,2.42,
2019-11-11 18:00:00,34.16,0.8,,116.95,57.81,5.85,
2019-11-11 19:00:00,52.84,1.06,,96.25,76.43,5.66,
2019-11-11 20:00:00,61.16,1.5,,79.05,89.04,6.35,
2019-11-11 21:00:00,64.02,1.82,,106.52,99.89,7.08,
2019-11-11 22:00:00,81.75,2.18,,126.62,141.99,8.77,
2019-11-11 23:00:00,62.24,1.55,,163.1,114.27,12.16,
2019-11-12 00:00:00,48.34,1.07,,207.55,89.0,16.54,
2019-11-12 01:00:00,46.64,0.99,,237.93,83.52,16.79,
2019-11-12 02:00:00,36.88,1.24,,248.2,73.45,17.24,
2019-11-12 03:00:00,32.96,1.11,,312.15,66.8,17.67,
2019-11-12 04:00:00,34.15,1.14,,307.62,67.66,17.92,
2019-11-12 05:00:00,36.65,1.17,,353.2,71.38,18.27,
2019-11-12 06:00:00,38.55,1.42,,384.15,74.52,21.87,
2019-11-12 07:00:00,39.07,1.32,,388.52,76.12,18.48,
2019-11-12 08:00:00,42.01,1.23,,390.23,79.86,17.94,
2019-11-12 09:00:00,62.43,1.28,,401.38,110.39,25.9,
2019-11-12 10:00:00,66.91,1.58,,398.0,126.6,32.81,
2019-11-12 11:00:00,62.11,1.53,,363.82,111.74,32.59,
2019-11-12 12:00:00,48.04,1.46,,394.42,96.35,31.17,
2019-11-12 13:00:00,28.82,0.93,,368.82,61.94,26.74,
2019-11-12 14:00:00,26.28,1.02,,308.27,53.31,21.62,
2019-11-12 15:00:00,21.68,0.85,,270.4,46.3,14.68,
2019-11-12 16:00:00,23.97,0.79,,226.05,48.02,12.16,
2019-11-12 17:00:00,32.3,0.9,,203.42,61.2,9.16,
2019-11-12 18:00:00,42.16,1.6,,179.57,67.59,9.11,
2019-11-12 19:00:00,56.07,2.12,,176.85,80.1,8.71,
2019-11-12 20:00:00,54.41,2.21,,181.0,91.76,8.14,
2019-11-12 21:00:00,65.57,2.5,,189.45,117.04,8.39,
2019-11-12 22:00:00,65.72,2.16,,238.25,114.13,10.64,
2019-11-12 23:00:00,64.67,2.08,,241.9,116.73,13.54,
2019-11-13 00:00:00,59.45,1.53,,222.8,112.41,15.64,
2019-11-13 01:00:00,47.88,1.01,,261.73,93.5,19.31,
2019-11-13 02:00:00,37.01,1.04,,283.67,76.41,23.52,
2019-11-13 03:00:00,43.8,0.96,,309.88,83.14,23.38,
2019-11-13 04:00:00,44.34,0.56,,368.1,89.65,27.4,
2019-11-13 05:00:00,37.11,0.38,,375.73,79.72,18.65,
2019-11-13 06:00:00,32.94,0.98,,331.25,69.93,20.55,
2019-11-13 07:00:00,32.39,0.84,,292.3,67.16,16.18,
2019-11-13 08:00:00,40.75,1.0,,244.32,72.53,19.12,
2019-11-13 09:00:00,52.05,1.29,,264.12,91.32,19.66,
2019-11-13 10:00:00,39.51,1.4,,222.5,74.39,25.87,
2019-11-13 11:00:00,38.2,1.47,,217.33,70.81,24.17,
2019-11-13 12:00:00,39.64,1.55,,176.2,73.75,28.58,
2019-11-13 13:00:00,38.42,1.54,,189.25,72.68,24.47,
2019-11-13 14:00:00,39.25,1.64,,211.15,76.92,21.9,
2019-11-13 15:00:00,39.04,1.43,,214.55,76.46,18.04,
2019-11-13 16:00:00,46.16,1.43,,272.25,88.53,17.81,
2019-11-13 17:00:00,40.68,1.41,,286.93,78.79,13.46,
2019-11-13 18:00:00,36.25,1.57,,272.8,68.02,10.17,
2019-11-13 19:00:00,39.5,1.71,,282.1,67.32,8.35,
2019-11-13 20:00:00,62.19,2.3,,299.52,88.37,8.67,
2019-11-13 21:00:00,101.36,3.02,,276.55,135.67,14.45,
2019-11-13 22:00:00,104.81,2.98,,299.4,163.38,17.48,
2019-11-13 23:00:00,99.45,2.55,,255.0,166.55,20.89,
2019-11-14 00:00:00,86.49,2.36,,256.6,144.21,20.83,
2019-11-14 01:00:00,79.81,2.09,,243.45,136.57,22.01,
2019-11-14 02:00:00,70.93,2.08,,255.18,123.27,22.31,
2019-11-14 03:00:00,64.79,2.16,,226.28,114.09,23.03,
2019-11-14 04:00:00,58.67,1.77,,251.3,104.27,23.38,
2019-11-14 05:00:00,52.63,1.45,,263.35,95.57,24.45,
2019-11-14 06:00:00,49.04,1.58,,294.88,90.41,24.57,
2019-11-14 07:00:00,48.91,1.46,,283.35,88.71,24.44,
2019-11-14 08:00:00,51.71,1.41,,297.2,94.58,24.1,
2019-11-14 09:00:00,57.04,1.39,,322.58,99.05,28.27,
2019-11-14 10:00:00,70.62,1.83,,346.35,119.63,32.13,
2019-11-14 11:00:00,110.79,2.08,,316.92,175.8,40.56,
2019-11-14 12:00:00,105.6,1.96,,337.3,183.53,45.2,
2019-11-14 13:00:00,76.86,1.73,,303.38,142.62,42.78,
2019-11-14 14:00:00,44.31,1.28,,309.4,90.36,33.69,
2019-11-14 15:00:00,35.12,0.99,,281.73,69.59,28.14,
2019-11-14 16:00:00,34.21,0.89,,247.62,68.7,23.2,
2019-11-14 17:00:00,30.88,0.59,,197.4,61.32,17.31,
2019-11-14 18:00:00,36.43,1.03,,206.05,65.34,13.36,
2019-11-14 19:00:00,40.29,1.1,,208.97,65.0,10.13,
2019-11-14 20:00:00,56.83,1.52,,197.38,83.11,11.95,
2019-11-14 21:00:00,108.39,2.92,,213.38,140.46,19.98,
2019-11-14 22:00:00,154.12,3.92,,229.22,229.34,24.48,
2019-11-14 23:00:00,205.12,4.72,,240.68,352.59,32.83,
2019-11-15 00:00:00,221.0,4.98,,265.0,399.96,44.9,
2019-11-15 01:00:00,168.08,2.76,,282.65,312.43,54.49,
2019-11-15 02:00:00,76.81,1.18,,243.88,162.11,58.45,
2019-11-15 03:00:00,40.39,0.7,,276.75,91.27,50.74,
2019-11-15 04:00:00,29.75,0.54,,264.75,73.73,43.79,
2019-11-15 05:00:00,31.41,0.39,,331.6,75.09,38.46,
2019-11-15 06:00:00,34.14,1.29,,367.07,78.2,35.0,
2019-11-15 07:00:00,39.67,0.62,,355.58,85.41,31.05,
2019-11-15 08:00:00,45.91,0.62,,355.25,87.17,25.59,
2019-11-15 09:00:00,43.88,0.84,,368.28,85.45,27.12,
2019-11-15 10:00:00,48.21,1.73,,384.7,94.76,37.75,
2019-11-15 11:00:00,43.28,1.63,,427.05,83.4,34.4,
2019-11-15 12:00:00,36.43,1.36,,412.93,76.38,35.36,
2019-11-15 13:00:00,27.52,0.83,,395.3,61.03,32.59,
2019-11-15 14:00:00,19.71,0.77,,324.65,46.61,29.54,
2019-11-15 15:00:00,17.01,0.67,,240.47,40.31,23.48,
2019-11-15 16:00:00,20.33,0.64,,175.38,47.89,17.79,
2019-11-15 17:00:00,29.98,0.81,,113.35,61.19,15.08,
2019-11-15 18:00:00,36.23,0.99,,129.93,65.34,13.12,
2019-11-15 19:00:00,38.92,0.95,,120.5,66.06,14.54,
2019-11-15 20:00:00,54.47,1.37,,118.9,95.33,19.27,
2019-11-15 21:00:00,66.36,1.81,,144.32,127.78,31.29,
2019-11-15 22:00:00,94.5,2.69,,159.55,166.59,41.74,
2019-11-15 23:00:00,127.88,2.34,,140.75,206.61,48.7,
2019-11-16 00:00:00,82.68,1.16,,193.5,167.11,56.59,
2019-11-16 01:00:00,57.65,0.51,,205.48,119.03,54.37,
2019-11-16 02:00:00,46.96,0.97,,168.1,100.67,50.63,
2019-11-16 03:00:00,38.27,0.73,,175.8,86.2,39.86,
2019-11-16 04:00:00,34.52,0.59,,183.78,80.56,41.1,
2019-11-16 05:00:00,33.41,0.43,,136.38,77.4,32.77,
2019-11-16 06:00:00,34.96,0.91,,161.4,79.12,28.16,
2019-11-16 07:00:00,31.9,0.79,,142.78,73.2,25.38,
2019-11-16 08:00:00,36.54,1.0,,130.75,72.22,21.34,
2019-11-16 09:00:00,39.05,1.41,,143.43,75.14,21.26,
2019-11-16 10:00:00,31.82,,,154.78,85.1,29.95,
2019-11-16 11:00:00,30.83,1.21,,141.57,76.09,32.79,
2019-11-16 12:00:00,25.86,1.27,,128.73,59.98,29.55,
2019-11-16 13:00:00,25.37,1.58,,94.07,58.9,30.01,
2019-11-16 14:00:00,20.34,0.71,,90.67,47.67,20.44,
2019-11-16 15:00:00,20.44,0.73,,51.1,46.64,17.42,
2019-11-16 16:00:00,20.51,0.71,,53.05,48.53,14.75,
2019-11-16 17:00:00,21.5,0.63,,27.55,49.75,13.53,
2019-11-16 18:00:00,28.99,1.16,,45.95,57.41,13.51,
2019-11-16 19:00:00,46.53,1.43,,66.65,85.12,13.46,
