Datetime,NOx (ppb),CO (mg/m3),PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),Ozone (ug/m3)
2020-04-21 00:00:00,,0.75,,15.17,,15.72,
2020-04-21 01:00:00,,0.4,,13.22,,14.31,
2020-04-21 02:00:00,,0.53,,11.62,,15.15,
2020-04-21 03:00:00,,0.57,,10.8,,11.04,
2020-04-21 04:00:00,,0.64,,10.4,,8.95,
2020-04-21 05:00:00,,0.75,,10.8,,9.29,
2020-04-21 06:00:00,,0.84,,11.4,,11.4,
2020-04-21 07:00:00,,0.8,,11.9,,9.78,
2020-04-21 08:00:00,,0.76,,11.9,,11.64,
2020-04-21 09:00:00,,1.01,,11.97,,14.77,
2020-04-21 10:00:00,13.01,1.28,,12.22,10.49,21.64,
2020-04-21 11:00:00,11.32,1.31,,12.3,10.92,19.43,
2020-04-21 12:00:00,9.11,1.86,,13.38,11.15,14.08,
2020-04-21 13:00:00,8.66,0.55,,11.72,11.63,14.19,
2020-04-21 14:00:00,8.98,2.04,,11.5,12.69,14.38,
2020-04-21 15:00:00,8.88,3.07,,11.6,13.49,7.49,
2020-04-21 16:00:00,8.41,1.19,,11.4,10.67,0.03,
2020-04-21 17:00:00,8.22,0.18,,10.72,9.05,,
2020-04-21 18:00:00,8.16,,,10.4,8.61,,
2020-04-21 19:00:00,8.3,,,10.3,8.72,6.58,
2020-04-21 20:00:00,9.27,,,10.78,8.94,8.81,
2020-04-21 21:00:00,10.43,0.43,,11.88,8.73,8.96,
2020-04-21 22:00:00,21.16,0.75,,12.0,8.54,20.34,
2020-04-21 23:00:00,15.0,0.81,,12.88,12.08,19.32,
2020-04-22 00:00:00,14.37,0.35,,13.5,8.77,17.23,
2020-04-22 01:00:00,11.5,0.21,,11.83,8.72,20.36,
2020-04-22 02:00:00,12.55,0.17,,11.0,8.49,17.61,
2020-04-22 03:00:00,12.32,0.68,,10.5,8.44,11.66,
2020-04-22 04:00:00,12.27,0.79,,10.3,8.36,12.8,
2020-04-22 05:00:00,12.53,0.84,,11.78,8.1,13.38,
2020-04-22 06:00:00,12.7,0.86,,12.0,7.99,11.4,
2020-04-22 07:00:00,13.54,0.8,,12.5,7.55,12.57,
2020-04-22 08:00:00,14.06,0.72,,12.2,8.12,20.71,
2020-04-22 09:00:00,13.04,0.98,,12.4,8.54,33.19,
2020-04-22 10:00:00,13.6,1.14,,12.5,9.21,37.51,
2020-04-22 11:00:00,12.96,1.34,,12.33,10.66,29.44,
2020-04-22 12:00:00,9.93,0.99,,11.9,11.1,20.35,
2020-04-22 13:00:00,8.63,0.63,,11.0,11.46,13.64,
2020-04-22 14:00:00,8.77,2.15,,11.7,12.32,11.19,
2020-04-22 15:00:00,8.56,3.79,,10.9,13.42,8.96,
2020-04-22 16:00:00,8.39,2.13,,10.5,11.24,0.22,
2020-04-22 17:00:00,7.99,0.34,,10.3,9.18,,
2020-04-22 18:00:00,7.97,0.44,,10.2,8.35,,
2020-04-22 19:00:00,8.29,0.49,,10.1,8.31,4.52,
2020-04-22 20:00:00,8.78,0.6,,11.1,7.96,7.45,
2020-04-22 21:00:00,10.38,0.21,,11.7,8.11,6.09,
2020-04-22 22:00:00,11.49,0.4,,12.28,7.88,13.57,
2020-04-22 23:00:00,12.38,0.84,,12.8,9.23,20.87,
2020-04-23 00:00:00,13.34,0.88,,12.6,8.24,14.17,
2020-04-23 01:00:00,14.91,0.69,,11.43,6.94,15.29,
2020-04-23 02:00:00,15.54,0.5,,10.8,7.14,24.68,
2020-04-23 03:00:00,12.18,0.27,,10.4,8.43,13.16,
2020-04-23 04:00:00,10.76,0.43,,11.4,8.0,28.11,
2020-04-23 05:00:00,11.6,0.81,,12.28,8.0,26.24,
2020-04-23 06:00:00,10.56,0.72,,12.57,8.85,5.95,
2020-04-23 07:00:00,10.78,0.79,,12.8,8.41,4.86,
2020-04-23 08:00:00,10.23,0.87,,12.3,8.4,7.09,
2020-04-23 09:00:00,10.96,0.91,,11.22,8.11,7.24,
2020-04-23 10:00:00,10.94,1.17,,10.62,9.02,17.08,
2020-04-23 11:00:00,9.4,1.37,,11.1,9.79,19.43,
2020-04-23 12:00:00,9.12,1.04,,10.6,10.37,13.41,
2020-04-23 13:00:00,9.06,0.95,,11.47,11.21,11.14,
2020-04-23 14:00:00,9.55,2.25,,13.47,12.12,9.54,
2020-04-23 15:00:00,9.37,3.27,,13.1,12.92,5.63,
2020-04-23 16:00:00,8.38,1.39,,12.2,10.47,0.2,
2020-04-23 17:00:00,8.97,,,11.12,8.19,,
2020-04-23 18:00:00,9.95,,,10.6,8.1,,
2020-04-23 19:00:00,9.4,,,10.33,8.14,9.37,
2020-04-23 20:00:00,9.43,0.17,,11.28,7.93,7.15,
2020-04-23 21:00:00,10.38,0.46,,10.7,8.39,9.39,
2020-04-23 22:00:00,11.23,0.72,,10.4,8.56,9.75,
2020-04-23 23:00:00,12.62,1.01,,11.78,9.19,11.89,
2020-04-24 00:00:00,13.51,0.92,,11.7,8.63,11.57,
2020-04-24 01:00:00,16.66,0.49,,10.93,6.32,15.86,
2020-04-24 02:00:00,16.9,0.56,,10.5,6.33,19.34,
2020-04-24 03:00:00,15.28,0.84,,10.3,7.58,4.54,
2020-04-24 04:00:00,14.5,0.78,,10.2,8.23,7.05,
2020-04-24 05:00:00,13.79,0.85,,11.67,8.7,19.4,
2020-04-24 06:00:00,12.32,0.78,,12.1,8.71,23.7,
2020-04-24 07:00:00,12.55,0.66,,12.1,8.44,28.99,
2020-04-24 08:00:00,13.21,0.65,,11.72,7.85,31.58,
2020-04-24 09:00:00,13.02,0.93,,12.47,8.46,35.13,
2020-04-24 10:00:00,10.12,1.11,,12.3,9.28,30.86,
2020-04-24 11:00:00,9.56,1.32,,12.03,9.55,26.82,
2020-04-24 12:00:00,9.29,1.3,,11.1,10.06,23.81,
2020-04-24 13:00:00,8.98,0.59,,10.9,10.87,17.7,
2020-04-24 14:00:00,8.61,2.8,,11.15,12.07,11.28,
2020-04-24 15:00:00,8.73,3.84,,19.18,12.72,6.88,
2020-04-24 16:00:00,8.44,1.89,,15.27,10.49,,
2020-04-24 17:00:00,8.45,0.5,,12.65,8.64,,
2020-04-24 18:00:00,8.21,0.51,,11.4,7.95,,
2020-04-24 19:00:00,8.48,0.58,,10.72,7.83,6.44,
2020-04-24 20:00:00,9.33,0.99,,11.4,7.61,6.77,
2020-04-24 21:00:00,11.12,0.8,,10.8,7.29,6.9,
2020-04-24 22:00:00,12.52,1.05,,10.4,7.81,14.46,
2020-04-24 23:00:00,12.37,1.23,,11.1,9.02,22.59,
2020-04-25 00:00:00,12.88,1.3,,11.8,8.87,21.87,
2020-04-25 01:00:00,11.73,0.58,,11.8,8.14,14.36,
2020-04-25 02:00:00,11.32,0.44,,11.0,7.98,12.93,
2020-04-25 03:00:00,10.54,0.36,,11.2,7.5,9.05,
2020-04-25 04:00:00,11.18,0.25,,10.62,7.14,14.0,
2020-04-25 05:00:00,11.41,0.54,,10.7,7.6,11.61,
2020-04-25 06:00:00,9.37,0.55,,11.5,8.36,7.94,
2020-04-25 07:00:00,9.24,0.62,,11.8,7.97,7.02,
2020-04-25 08:00:00,8.48,0.72,,12.4,7.79,7.04,
2020-04-25 09:00:00,9.3,0.55,,11.8,7.53,7.38,
2020-04-25 10:00:00,9.61,0.86,,11.7,8.71,8.49,
2020-04-25 11:00:00,9.53,1.06,,12.28,9.38,7.91,
2020-04-25 12:00:00,8.74,0.96,,12.1,10.17,8.07,
2020-04-25 13:00:00,8.63,0.76,,12.1,11.01,11.06,
2020-04-25 14:00:00,8.48,2.18,,11.1,11.97,12.24,
2020-04-25 15:00:00,8.68,3.82,,11.5,12.99,14.19,
2020-04-25 16:00:00,8.73,4.96,,11.97,13.76,13.8,
2020-04-25 17:00:00,8.35,,,11.0,13.6,5.97,
2020-04-25 18:00:00,8.54,,,10.53,10.6,0.11,
2020-04-25 19:00:00,8.81,,,10.2,8.47,7.38,
2020-04-25 20:00:00,9.42,0.4,,10.1,8.5,8.93,
2020-04-25 21:00:00,10.5,0.63,,11.17,9.27,10.73,
2020-04-25 22:00:00,12.98,1.08,,11.5,10.43,17.06,
2020-04-25 23:00:00,12.37,1.5,,11.4,11.36,20.09,
2020-04-26 00:00:00,12.18,0.39,,11.4,9.61,18.94,
2020-04-26 01:00:00,11.91,0.34,,10.72,8.63,32.46,
2020-04-26 02:00:00,12.08,0.31,,10.4,8.08,61.79,
2020-04-26 03:00:00,11.27,0.3,,10.4,8.15,40.12,
2020-04-26 04:00:00,9.59,0.75,,10.3,8.32,17.35,
2020-04-26 05:00:00,10.71,0.86,,11.28,7.87,15.91,
2020-04-26 06:00:00,10.04,0.75,,12.1,8.3,16.62,
2020-04-26 07:00:00,10.0,0.72,,11.12,8.08,14.21,
2020-04-26 08:00:00,10.62,0.74,,12.28,8.06,13.71,
2020-04-26 09:00:00,10.93,0.44,,11.2,8.33,15.7,
2020-04-26 10:00:00,9.93,0.17,,10.62,9.45,20.0,
2020-04-26 11:00:00,9.36,0.45,,11.5,9.99,28.6,
2020-04-26 12:00:00,9.27,0.31,,10.8,10.87,22.03,
2020-04-26 13:00:00,8.92,1.04,,10.5,11.17,14.22,
2020-04-26 14:00:00,8.43,1.47,,10.3,10.16,7.88,
2020-04-26 15:00:00,8.47,0.15,,10.2,9.11,6.97,
2020-04-26 16:00:00,8.33,0.46,,10.1,10.09,8.27,
2020-04-26 17:00:00,8.42,0.54,,10.1,10.14,5.68,
2020-04-26 18:00:00,8.38,0.85,,10.1,10.56,5.19,
2020-04-26 19:00:00,9.03,1.78,,10.1,10.87,10.44,
2020-04-26 20:00:00,9.01,0.4,,11.78,11.48,5.67,
2020-04-26 21:00:00,9.41,0.17,,11.7,11.53,26.03,
2020-04-26 22:00:00,9.37,,,12.0,11.65,13.71,
2020-04-26 23:00:00,9.57,,,12.2,11.37,21.29,
2020-04-27 00:00:00,9.39,0.5,,12.6,9.73,10.01,
2020-04-27 01:00:00,8.67,0.56,,11.33,8.33,0.83,
2020-04-27 02:00:00,9.12,0.75,,10.72,7.79,17.45,
2020-04-27 03:00:00,9.12,0.66,,10.4,7.58,14.57,
2020-04-27 04:00:00,9.49,0.79,,10.2,7.87,12.77,
2020-04-27 05:00:00,9.13,0.7,,12.97,8.12,14.94,
2020-04-27 06:00:00,9.3,0.59,,12.1,8.12,16.31,
2020-04-27 07:00:00,9.67,0.57,,11.9,8.04,18.29,
2020-04-27 08:00:00,9.43,0.55,,12.2,8.45,18.68,
2020-04-27 09:00:00,9.12,0.5,,11.8,8.92,26.4,
2020-04-27 10:00:00,8.73,0.68,,11.8,9.13,9.34,
2020-04-27 11:00:00,8.71,0.79,,11.8,9.52,8.16,
2020-04-27 12:00:00,8.74,0.35,,10.93,10.33,9.29,
2020-04-27 13:00:00,8.71,1.85,,10.5,11.12,8.98,
2020-04-27 14:00:00,9.09,3.64,,10.8,11.83,6.62,
2020-04-27 15:00:00,8.84,1.76,,10.5,10.18,0.84,
2020-04-27 16:00:00,8.37,0.42,,10.3,8.77,2.72,
2020-04-27 17:00:00,8.26,0.49,,10.2,8.0,0.07,
2020-04-27 18:00:00,8.66,0.36,,10.1,7.8,8.73,
2020-04-27 19:00:00,8.75,,,10.1,8.01,14.72,
2020-04-27 20:00:00,9.03,,,11.3,8.3,18.64,
2020-04-27 21:00:00,8.95,,,11.8,8.59,15.8,
2020-04-27 22:00:00,12.73,,,12.8,15.91,8.7,
2020-04-27 23:00:00,15.35,0.21,,13.1,21.21,7.47,
2020-04-28 00:00:00,15.03,,,12.7,17.68,8.26,
2020-04-28 01:00:00,15.97,,,11.8,16.66,12.49,
2020-04-28 02:00:00,15.54,0.2,,11.33,16.17,11.14,
2020-04-28 03:00:00,14.13,0.26,,11.1,15.55,9.55,
2020-04-28 04:00:00,14.3,0.74,,11.7,15.49,12.07,
2020-04-28 05:00:00,16.27,0.66,,12.9,15.41,12.5,
2020-04-28 06:00:00,16.56,0.58,,13.1,15.76,11.87,
2020-04-28 07:00:00,17.82,0.47,,13.4,15.23,12.27,
2020-04-28 08:00:00,17.43,0.41,,13.3,15.9,17.88,
2020-04-28 09:00:00,16.43,0.59,,15.68,18.31,43.96,
2020-04-28 10:00:00,16.02,0.64,,17.5,20.48,25.36,
2020-04-28 11:00:00,14.37,0.26,,17.5,22.54,12.8,
2020-04-28 12:00:00,14.09,1.0,,15.8,25.1,10.61,
2020-04-28 13:00:00,14.71,2.93,,14.38,28.33,6.96,
2020-04-28 14:00:00,14.74,4.59,,14.2,30.93,6.17,
2020-04-28 15:00:00,13.77,2.83,,14.4,24.31,0.64,
2020-04-28 16:00:00,13.3,1.43,,13.3,19.55,0.89,
2020-04-28 17:00:00,13.24,1.7,,12.7,17.98,1.03,
2020-04-28 18:00:00,13.15,1.76,,12.4,17.7,6.4,
2020-04-28 19:00:00,14.2,1.43,,12.2,17.25,5.56,
2020-04-28 20:00:00,16.68,0.23,,12.9,16.78,4.25,
2020-04-28 21:00:00,18.5,0.14,,14.0,16.84,6.42,
2020-04-28 22:00:00,18.74,0.16,,13.9,16.51,6.92,
2020-04-28 23:00:00,19.05,0.11,,23.8,17.88,13.06,
2020-04-29 00:00:00,17.36,0.2,,19.27,16.92,9.82,
2020-04-29 01:00:00,19.63,,,16.23,15.11,15.86,
2020-04-29 02:00:00,20.14,,,14.12,14.97,18.51,
2020-04-29 03:00:00,21.5,,,13.12,13.41,16.39,
2020-04-29 04:00:00,21.98,0.18,,14.1,13.52,14.59,
2020-04-29 05:00:00,22.75,,,13.93,13.19,14.25,
2020-04-29 06:00:00,21.71,,,14.4,13.59,15.16,
2020-04-29 07:00:00,19.92,,,13.93,14.18,18.16,
2020-04-29 08:00:00,18.77,,,13.03,16.77,25.05,
2020-04-29 09:00:00,15.91,,,12.6,20.01,33.02,
2020-04-29 10:00:00,15.77,0.23,,12.9,17.71,13.04,
2020-04-29 11:00:00,15.51,0.26,,12.1,15.05,5.63,
2020-04-29 12:00:00,14.56,0.29,,38.1,15.98,3.44,
2020-04-29 13:00:00,8.53,0.49,,38.58,12.16,0.77,
2020-04-29 14:00:00,,0.61,,40.15,,4.84,
2020-04-29 15:00:00,,0.61,,38.97,,4.04,
2020-04-29 16:00:00,10.46,0.56,,31.62,14.36,,
2020-04-29 17:00:00,13.52,0.82,,31.5,20.8,8.94,
2020-04-29 18:00:00,14.94,0.72,,23.15,23.47,10.12,
2020-04-29 19:00:00,17.3,1.25,,20.38,27.44,11.69,
2020-04-29 20:00:00,20.45,1.35,,29.48,32.55,12.01,
2020-04-29 21:00:00,20.8,2.54,,53.27,35.36,15.93,
2020-04-29 22:00:00,19.56,3.25,,48.2,36.73,19.97,
2020-04-29 23:00:00,19.02,2.04,,33.8,30.22,12.71,
2020-04-30 00:00:00,,,,,24.84,11.27,
2020-04-30 01:00:00,15.58,0.74,,44.72,21.46,9.06,
2020-04-30 02:00:00,15.1,0.81,,41.33,19.52,8.37,
2020-04-30 03:00:00,16.23,0.84,,39.42,18.39,8.23,
2020-04-30 04:00:00,18.56,,,32.15,18.15,8.3,
2020-04-30 05:00:00,20.81,,,38.62,17.52,7.96,
2020-04-30 06:00:00,18.12,,,40.38,17.13,7.95,
2020-04-30 07:00:00,19.25,,,40.43,17.62,8.56,
2020-04-30 08:00:00,25.27,,,48.62,19.39,9.88,
2020-04-30 09:00:00,18.4,,,45.77,24.63,11.43,
2020-04-30 10:00:00,18.2,,,51.1,27.16,10.28,
2020-04-30 11:00:00,17.64,1.14,,42.25,31.88,11.18,
2020-04-30 12:00:00,16.75,1.48,,30.65,35.19,14.78,
2020-04-30 13:00:00,16.33,3.71,,28.68,39.52,13.76,
2020-04-30 14:00:00,16.33,4.82,,33.5,42.58,10.75,
2020-04-30 15:00:00,15.93,2.76,,26.88,34.36,6.71,
2020-04-30 16:00:00,14.05,,,35.72,27.32,4.99,
2020-04-30 17:00:00,14.09,,,50.73,23.35,4.81,
2020-04-30 18:00:00,14.52,,,51.42,21.21,8.67,
2020-04-30 19:00:00,14.88,,,69.92,21.34,7.94,
2020-04-30 20:00:00,16.46,,,81.25,19.23,8.36,
2020-04-30 21:00:00,19.61,,,57.35,21.91,10.36,
2020-04-30 22:00:00,24.57,,,50.48,25.08,11.76,
2020-04-30 23:00:00,29.27,,,49.72,19.68,9.52,
2020-05-01 00:00:00,27.76,0.2,,51.25,20.43,9.62,
2020-05-01 01:00:00,21.18,0.17,,59.75,20.14,11.52,
2020-05-01 02:00:00,20.13,,,57.08,18.74,11.38,
2020-05-01 03:00:00,25.21,,,65.38,18.42,10.33,
2020-05-01 04:00:00,22.21,,,60.4,19.66,11.67,
2020-05-01 05:00:00,20.73,,,73.57,18.74,10.88,
2020-05-01 06:00:00,20.01,,,86.45,19.57,11.05,
2020-05-01 07:00:00,18.56,,,78.05,18.33,11.08,
2020-05-01 08:00:00,18.64,,,64.85,20.2,12.14,
2020-05-01 09:00:00,18.01,,,66.45,24.94,13.41,
2020-05-01 10:00:00,18.27,,,53.67,29.48,11.44,
2020-05-01 11:00:00,17.76,1.19,,57.7,33.11,12.34,
2020-05-01 12:00:00,17.37,1.95,,55.12,36.39,11.83,
2020-05-01 13:00:00,17.08,4.13,,46.58,40.56,12.65,
2020-05-01 14:00:00,18.48,,,47.42,43.02,10.99,
2020-05-01 15:00:00,16.75,2.8,,33.7,33.71,6.6,
2020-05-01 16:00:00,16.23,,,36.3,27.51,5.87,
2020-05-01 17:00:00,15.97,,,49.2,23.84,5.93,
2020-05-01 18:00:00,16.22,,,49.38,21.3,6.95,
2020-05-01 19:00:00,17.0,,,62.12,20.32,6.94,
2020-05-01 20:00:00,16.33,,,64.5,19.78,6.42,
2020-05-01 21:00:00,17.97,,,55.4,19.14,7.27,
2020-05-01 22:00:00,19.92,,,49.0,19.94,8.2,
2020-05-01 23:00:00,15.58,,,46.6,19.49,7.59,
2020-05-02 00:00:00,15.76,,,32.7,19.62,6.63,
2020-05-02 01:00:00,14.16,,,36.85,19.07,6.8,
2020-05-02 02:00:00,14.57,,,48.0,19.02,8.22,
2020-05-02 03:00:00,14.39,,,33.2,19.16,8.34,
2020-05-02 04:00:00,14.61,,,26.4,18.9,8.06,
2020-05-02 05:00:00,14.67,,,24.98,18.84,8.0,
2020-05-02 06:00:00,15.84,,,15.28,18.36,8.01,
2020-05-02 07:00:00,15.6,,,13.3,18.77,8.61,
2020-05-02 08:00:00,16.23,,,15.95,22.27,10.14,
2020-05-02 09:00:00,16.41,0.25,,15.97,26.3,10.98,
2020-05-02 10:00:00,15.95,0.6,,12.9,28.73,9.8,
2020-05-02 11:00:00,16.76,2.66,,18.23,32.03,11.24,
2020-05-02 12:00:00,17.04,1.51,,25.38,34.69,11.59,
2020-05-02 13:00:00,15.78,3.58,,19.7,38.91,10.7,
2020-05-02 14:00:00,16.24,4.7,,24.32,42.59,11.96,
2020-05-02 15:00:00,16.7,,,34.67,45.35,10.95,
2020-05-02 16:00:00,15.94,0.16,,26.92,37.67,7.83,
2020-05-02 17:00:00,15.13,0.1,,34.35,28.84,6.2,
2020-05-02 18:00:00,14.64,0.1,,53.45,24.46,8.41,
2020-05-02 19:00:00,15.88,0.1,,45.1,23.3,8.57,
2020-05-02 20:00:00,16.44,0.1,,49.3,24.35,10.2,
2020-05-02 21:00:00,18.12,0.38,,52.12,28.96,10.38,
2020-05-02 22:00:00,17.99,2.43,,50.45,32.91,11.0,
2020-05-02 23:00:00,17.65,3.59,,57.05,33.02,10.46,
2020-05-03 00:00:00,16.66,0.1,,46.3,27.94,13.19,
2020-05-03 01:00:00,15.69,0.1,,50.3,22.16,12.21,
2020-05-03 02:00:00,15.68,0.1,,62.27,19.72,11.61,
2020-05-03 03:00:00,15.45,0.1,,46.08,18.33,17.2,
2020-05-03 04:00:00,17.43,0.4,,32.95,17.59,11.34,
2020-05-03 05:00:00,18.66,0.32,,36.25,17.76,11.41,
2020-05-03 06:00:00,17.49,0.15,,32.35,17.75,10.05,
2020-05-03 07:00:00,16.78,0.11,,34.1,17.01,9.98,
2020-05-03 08:00:00,19.7,0.3,,39.98,16.49,10.06,
2020-05-03 09:00:00,21.29,0.1,,23.23,19.43,11.16,
2020-05-03 10:00:00,20.72,0.1,,14.78,24.0,10.25,
2020-05-03 11:00:00,18.63,0.1,,19.62,27.25,12.24,
2020-05-03 12:00:00,17.94,0.26,,28.32,30.09,12.73,
2020-05-03 13:00:00,16.79,0.64,,27.5,30.85,9.06,
2020-05-03 14:00:00,16.58,0.27,,32.92,30.7,10.73,
2020-05-03 15:00:00,15.82,0.89,,27.3,29.32,9.39,
2020-05-03 16:00:00,15.37,0.53,,21.95,25.81,7.65,
2020-05-03 17:00:00,17.0,0.69,,22.38,22.79,7.08,
2020-05-03 18:00:00,18.48,0.51,,16.0,22.37,10.13,
2020-05-03 19:00:00,17.31,0.67,,23.03,21.17,8.41,
2020-05-03 20:00:00,17.32,0.1,,44.48,23.55,9.67,
2020-05-03 21:00:00,15.42,0.1,,42.55,26.21,9.3,
2020-05-03 22:00:00,14.74,0.17,,23.2,28.02,9.3,
2020-05-03 23:00:00,13.65,0.16,,13.75,24.26,7.8,
2020-05-04 00:00:00,13.43,0.21,,12.9,21.38,8.15,
2020-05-04 01:00:00,13.17,0.1,,14.6,19.91,8.23,
2020-05-04 02:00:00,13.59,0.1,,12.5,19.34,8.11,
2020-05-04 03:00:00,13.48,0.1,,16.57,18.93,7.85,
2020-05-04 04:00:00,14.54,0.11,,19.32,18.61,7.92,
2020-05-04 05:00:00,15.3,0.1,,16.55,18.78,10.66,
2020-05-04 06:00:00,15.37,0.1,,15.73,18.74,7.72,
2020-05-04 07:00:00,19.72,0.1,,12.4,16.59,8.17,
2020-05-04 08:00:00,18.46,0.13,,,21.66,9.58,
2020-05-04 09:00:00,15.74,0.1,,,24.43,10.3,
2020-05-04 10:00:00,15.55,0.1,,,27.17,10.48,
2020-05-04 11:00:00,15.21,0.72,,,30.49,10.51,
2020-05-04 12:00:00,15.87,1.92,,10.7,33.52,10.54,
2020-05-04 13:00:00,15.45,4.19,,11.6,36.99,10.57,
2020-05-04 14:00:00,15.43,,,16.43,39.46,10.93,
2020-05-04 15:00:00,14.43,2.82,,21.85,31.57,11.87,
2020-05-04 16:00:00,13.53,0.57,,21.38,25.37,8.76,
2020-05-04 17:00:00,13.85,1.16,,22.8,22.11,6.21,
2020-05-04 18:00:00,13.93,1.28,,23.77,21.28,8.73,
2020-05-04 19:00:00,14.36,1.25,,17.1,20.36,10.83,
2020-05-04 20:00:00,18.95,0.5,,29.12,18.74,8.72,
2020-05-04 21:00:00,22.41,0.43,,51.8,19.79,13.55,
2020-05-04 22:00:00,23.58,0.31,,68.05,23.76,16.56,
2020-05-04 23:00:00,23.3,0.54,,88.3,25.25,12.27,
2020-05-05 00:00:00,20.31,0.52,,87.3,21.28,12.01,
2020-05-05 01:00:00,20.52,0.33,,82.6,20.01,12.14,
2020-05-05 02:00:00,21.04,0.17,,91.78,18.95,9.5,
2020-05-05 03:00:00,21.46,0.13,,75.28,18.22,12.51,
2020-05-05 04:00:00,24.38,0.28,,61.9,15.85,10.27,
2020-05-05 05:00:00,25.12,0.2,,92.47,15.79,11.22,
2020-05-05 06:00:00,25.18,0.11,,120.33,16.15,11.7,
2020-05-05 07:00:00,27.38,0.1,,124.82,15.11,13.34,
2020-05-05 08:00:00,22.88,0.18,,121.38,22.07,19.41,
2020-05-05 09:00:00,19.35,0.1,,104.33,25.02,21.09,
2020-05-05 10:00:00,16.93,0.59,,86.65,27.52,12.72,
2020-05-05 11:00:00,16.38,3.07,,71.28,31.23,6.08,
2020-05-05 12:00:00,15.1,2.25,,50.2,34.59,4.55,
2020-05-05 13:00:00,16.27,4.21,,43.65,37.98,5.39,
2020-05-05 14:00:00,16.86,4.48,,35.33,40.58,2.92,
2020-05-05 15:00:00,15.0,1.25,,29.0,31.75,0.1,
2020-05-05 16:00:00,15.03,0.14,,33.12,25.14,,
2020-05-05 17:00:00,15.25,0.1,,43.38,21.82,0.01,
2020-05-05 18:00:00,16.0,0.1,,37.58,19.32,7.46,
2020-05-05 19:00:00,17.23,0.1,,46.17,18.72,7.74,
2020-05-05 20:00:00,19.22,0.6,,56.88,18.53,7.77,
2020-05-05 21:00:00,21.44,0.65,,40.9,17.82,8.65,
2020-05-05 22:00:00,22.64,0.55,,50.6,21.04,9.01,
2020-05-05 23:00:00,22.39,0.53,,71.38,19.03,8.11,
2020-05-06 00:00:00,23.4,0.8,,67.65,17.32,8.45,
2020-05-06 01:00:00,22.52,0.64,,67.55,17.94,12.79,
2020-05-06 02:00:00,19.13,0.26,,71.15,18.26,8.84,
2020-05-06 03:00:00,18.65,0.14,,57.73,18.01,9.13,
2020-05-06 04:00:00,18.52,0.26,,49.5,18.13,12.06,
2020-05-06 05:00:00,18.45,0.1,,60.17,17.39,9.43,
2020-05-06 06:00:00,20.1,0.1,,75.17,16.34,9.44,
2020-05-06 07:00:00,19.94,0.1,,70.42,19.11,10.43,
2020-05-06 08:00:00,19.9,0.33,,64.7,22.69,11.79,
2020-05-06 09:00:00,19.67,0.27,,56.7,24.84,12.43,
2020-05-06 10:00:00,19.39,0.92,,60.75,27.09,9.94,
2020-05-06 11:00:00,18.42,3.67,,68.03,29.34,11.06,
2020-05-06 12:00:00,18.86,1.66,,64.78,32.41,10.19,
2020-05-06 13:00:00,17.81,3.11,,67.9,35.23,10.22,
2020-05-06 14:00:00,18.66,4.36,,67.6,41.88,12.56,
2020-05-06 15:00:00,19.56,1.62,,57.52,34.22,6.5,
2020-05-06 16:00:00,17.37,0.12,,61.5,23.45,5.81,
2020-05-06 17:00:00,14.69,0.1,,62.85,20.38,5.79,
2020-05-06 18:00:00,14.95,0.1,,51.35,19.27,4.02,
2020-05-06 19:00:00,17.18,0.1,,48.55,17.84,3.37,
2020-05-06 20:00:00,19.77,0.7,,67.7,17.04,4.05,
2020-05-06 21:00:00,24.7,0.88,,93.17,15.74,4.12,
2020-05-06 22:00:00,26.92,1.1,,121.22,17.48,7.95,
2020-05-06 23:00:00,22.61,0.54,,124.9,20.41,8.9,
2020-05-07 00:00:00,19.88,0.65,,108.95,19.16,5.64,
2020-05-07 01:00:00,17.81,0.33,,102.43,18.22,6.0,
2020-05-07 02:00:00,14.63,0.12,,116.15,17.74,4.71,
2020-05-07 03:00:00,14.59,0.24,,83.55,16.62,4.4,
2020-05-07 04:00:00,14.37,0.49,,50.92,16.09,3.9,
2020-05-07 05:00:00,13.95,0.43,,36.23,16.45,3.3,
2020-05-07 06:00:00,13.86,0.61,,28.25,16.68,3.24,
2020-05-07 07:00:00,14.47,0.96,,24.65,16.01,3.15,
2020-05-07 08:00:00,16.38,0.63,,20.1,15.21,3.51,
2020-05-07 09:00:00,15.66,0.64,,17.58,16.41,3.29,
2020-05-07 10:00:00,15.02,0.84,,15.7,17.62,8.31,
2020-05-07 11:00:00,14.93,1.1,,18.35,20.35,8.59,
2020-05-07 12:00:00,14.34,0.98,,19.42,23.19,8.48,
2020-05-07 13:00:00,13.87,1.21,,16.55,24.63,6.84,
2020-05-07 14:00:00,14.38,0.1,,24.07,20.13,6.24,
2020-05-07 15:00:00,13.73,0.1,,27.9,18.36,6.43,
2020-05-07 16:00:00,13.45,0.22,,27.4,18.05,6.56,
2020-05-07 17:00:00,13.99,0.1,,29.08,17.83,6.41,
2020-05-07 18:00:00,13.79,0.1,,27.43,17.88,8.23,
2020-05-07 19:00:00,,0.13,,32.23,,8.21,
2020-05-07 20:00:00,,0.75,,45.02,,9.46,
2020-05-07 21:00:00,,1.14,,63.98,,10.82,
2020-05-07 22:00:00,,1.31,,61.62,,10.17,
2020-05-07 23:00:00,,0.8,,73.62,,11.23,
