Datetime,PM2.5 (ug/m3),PM10 (ug/m3),NH3 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3),SO2 (ug/m3)
2019-12-27 10:00:00,237.0,344.5,57.12,30.57,1.27,9.65,9.98
2019-12-27 11:00:00,248.5,361.5,58.03,39.15,1.48,10.68,10.82
2019-12-27 12:00:00,259.5,381.5,59.12,42.92,1.5,14.57,11.75
2019-12-27 13:00:00,251.5,371.5,61.8,42.3,1.45,18.23,11.68
2019-12-27 14:00:00,239.5,354.5,63.15,40.3,1.4,23.83,13.05
2019-12-27 15:00:00,241.0,347.0,63.65,41.92,1.48,22.85,13.25
2019-12-27 16:00:00,283.5,405.0,62.65,46.42,1.68,21.07,12.9
2019-12-27 17:00:00,350.0,512.0,60.45,55.3,2.0,13.98,13.32
2019-12-27 18:00:00,389.0,579.5,58.55,60.9,2.18,10.6,14.68
2019-12-27 19:00:00,376.0,565.0,49.7,85.38,2.62,11.1,13.97
2019-12-27 20:00:00,364.5,535.5,53.82,96.67,2.73,11.15,13.62
2019-12-27 21:00:00,379.0,545.5,53.1,134.57,3.1,12.3,14.73
2019-12-27 22:00:00,424.5,610.0,55.52,147.43,3.42,14.3,15.75
2019-12-27 23:00:00,472.0,674.0,59.25,109.92,2.98,16.07,15.4
2019-12-28 00:00:00,461.0,658.5,57.8,94.55,2.58,14.83,15.25
2019-12-28 01:00:00,407.0,596.5,57.0,93.42,2.5,11.73,14.47
2019-12-28 02:00:00,376.5,567.0,54.2,138.0,2.5,19.4,13.43
2019-12-28 03:00:00,379.5,589.0,56.12,169.32,2.52,43.25,15.38
2019-12-28 04:00:00,398.0,630.5,58.75,176.65,2.62,40.72,15.8
2019-12-28 05:00:00,422.0,654.5,56.92,170.6,2.65,23.77,16.45
2019-12-28 06:00:00,496.0,751.5,62.33,174.1,2.73,25.43,16.95
2019-12-28 07:00:00,526.0,775.5,64.28,154.07,2.65,17.9,16.55
2019-12-28 08:00:00,385.0,578.0,57.4,101.3,1.9,7.17,11.5
2019-12-28 09:00:00,274.5,428.0,56.68,91.62,1.82,6.08,8.82
2019-12-28 10:00:00,274.0,403.5,57.72,78.93,1.83,6.12,8.57
2019-12-28 11:00:00,309.0,434.0,60.1,71.12,1.85,6.7,8.3
2019-12-28 12:00:00,334.5,460.0,60.23,62.95,1.82,7.4,7.83
2019-12-28 13:00:00,320.0,436.5,59.57,52.95,1.77,13.93,7.5
2019-12-28 14:00:00,308.0,411.0,61.33,48.52,1.88,24.65,8.55
2019-12-28 15:00:00,335.5,446.5,67.03,46.65,2.02,25.33,8.45
2019-12-28 16:00:00,350.0,471.5,65.35,50.68,2.15,23.08,7.65
2019-12-28 17:00:00,360.0,496.5,66.62,50.77,2.25,20.88,11.55
2019-12-28 18:00:00,416.5,591.0,64.57,51.98,2.47,13.9,11.88
2019-12-28 19:00:00,401.0,558.5,62.27,51.23,2.23,11.28,11.9
2019-12-28 20:00:00,398.5,567.0,63.97,83.68,2.77,12.83,13.7
2019-12-28 21:00:00,440.5,641.5,62.25,131.12,3.45,15.02,17.2
2019-12-28 22:00:00,470.5,669.0,65.9,118.95,3.38,18.32,17.7
2019-12-28 23:00:00,477.0,673.0,65.6,139.05,3.9,22.85,18.5
2019-12-29 00:00:00,529.0,745.5,68.6,140.2,3.88,21.9,19.62
2019-12-29 01:00:00,497.5,715.5,65.08,83.7,2.38,15.68,16.55
2019-12-29 02:00:00,354.0,553.5,63.37,55.9,1.73,7.6,10.95
2019-12-29 03:00:00,279.0,456.5,47.7,36.35,1.45,7.67,8.25
2019-12-29 04:00:00,274.0,433.5,58.12,31.4,1.3,7.05,8.93
2019-12-29 05:00:00,278.5,429.5,59.88,31.85,1.17,5.8,7.85
2019-12-29 06:00:00,295.5,439.5,59.52,31.08,1.15,4.97,7.7
2019-12-29 07:00:00,305.0,439.5,58.38,30.8,1.32,5.47,8.18
2019-12-29 08:00:00,313.0,456.5,55.98,35.5,1.55,7.83,9.45
2019-12-29 09:00:00,343.5,510.5,57.42,44.8,1.65,14.73,10.12
2019-12-29 10:00:00,391.5,565.0,58.65,47.52,1.67,17.82,10.82
2019-12-29 11:00:00,434.5,611.0,61.4,49.78,1.85,21.5,10.68
2019-12-29 12:00:00,467.0,652.0,65.48,52.98,1.98,27.1,11.82
2019-12-29 13:00:00,492.0,677.0,70.42,48.0,1.9,35.15,12.1
2019-12-29 14:00:00,480.5,650.0,68.97,40.25,1.95,48.08,15.48
2019-12-29 15:00:00,471.5,635.5,71.65,35.33,1.95,59.7,18.22
2019-12-29 16:00:00,472.5,655.0,69.97,31.85,1.92,59.72,18.6
2019-12-29 17:00:00,471.5,666.0,71.78,45.17,2.33,36.6,18.95
2019-12-29 18:00:00,492.5,717.0,70.58,54.4,2.48,13.15,16.02
2019-12-29 19:00:00,496.0,732.5,67.22,68.32,2.83,11.8,15.53
2019-12-29 20:00:00,504.5,730.5,67.05,91.45,3.4,14.75,14.85
2019-12-29 21:00:00,516.0,745.5,68.15,117.9,3.9,14.32,16.27
2019-12-29 22:00:00,560.0,783.0,73.93,127.2,4.17,18.62,17.15
2019-12-29 23:00:00,571.5,792.0,72.03,101.17,3.3,17.32,17.82
2019-12-30 00:00:00,489.0,706.0,65.58,87.45,2.7,13.25,17.62
2019-12-30 01:00:00,430.5,649.0,66.47,154.3,2.92,14.52,17.57
2019-12-30 02:00:00,450.5,693.0,66.58,199.62,3.2,19.5,18.98
2019-12-30 03:00:00,480.5,716.5,60.0,169.3,3.15,14.97,17.5
2019-12-30 04:00:00,457.0,688.0,58.48,174.85,3.2,11.47,17.5
2019-12-30 05:00:00,445.5,672.5,63.15,177.47,3.33,11.62,17.48
2019-12-30 06:00:00,437.5,634.5,64.35,146.35,3.1,9.57,16.32
2019-12-30 07:00:00,390.5,533.5,63.23,134.32,2.78,9.15,13.88
2019-12-30 08:00:00,343.0,453.5,64.22,131.5,2.65,9.68,11.18
2019-12-30 09:00:00,347.0,505.0,65.47,121.27,2.58,9.07,10.95
2019-12-30 10:00:00,351.5,525.5,65.6,99.12,2.45,8.9,10.18
2019-12-30 11:00:00,362.0,547.5,36.3,104.75,1.51,11.55,8.9
2019-12-30 12:00:00,392.0,604.5,42.95,87.97,2.82,11.8,10.6
2019-12-30 13:00:00,437.5,653.0,46.83,81.08,3.15,18.5,11.25
2019-12-30 14:00:00,502.5,699.5,47.57,62.92,3.33,21.57,12.0
2019-12-30 15:00:00,497.0,648.0,47.03,51.65,2.8,11.97,10.07
2019-12-30 16:00:00,439.0,559.0,46.78,39.92,2.58,10.28,9.97
2019-12-30 17:00:00,379.5,488.5,45.4,31.07,2.4,9.62,8.98
2019-12-30 18:00:00,333.5,441.5,44.25,28.65,2.25,8.43,8.12
2019-12-30 19:00:00,306.0,423.5,44.35,28.55,2.15,7.38,9.8
2019-12-30 20:00:00,289.0,410.0,43.32,24.68,2.05,7.32,13.9
2019-12-30 21:00:00,271.5,380.0,42.72,23.45,1.98,7.33,14.15
2019-12-30 22:00:00,261.0,374.5,43.35,22.17,1.88,6.28,13.5
2019-12-30 23:00:00,254.0,387.5,42.33,20.68,1.77,5.55,14.5
2019-12-31 00:00:00,225.5,335.5,41.47,17.83,1.6,5.95,14.1
2019-12-31 01:00:00,184.0,253.5,40.25,16.38,1.45,6.18,12.68
2019-12-31 02:00:00,164.5,230.5,39.73,14.22,1.38,5.4,11.05
2019-12-31 03:00:00,168.5,238.5,29.3,12.75,1.3,6.03,11.55
2019-12-31 04:00:00,167.0,230.5,36.1,15.12,1.3,5.48,11.78
2019-12-31 05:00:00,184.0,250.0,37.1,16.5,1.17,5.45,11.35
2019-12-31 06:00:00,206.5,270.0,38.45,14.32,1.27,7.25,10.2
2019-12-31 07:00:00,199.5,252.5,38.77,15.88,1.25,7.93,11.22
2019-12-31 08:00:00,208.5,266.5,37.92,16.07,1.17,7.05,7.97
2019-12-31 09:00:00,243.5,329.5,37.77,17.45,1.23,8.22,9.07
2019-12-31 10:00:00,261.0,343.0,37.95,17.62,1.27,10.55,9.7
2019-12-31 11:00:00,244.5,305.5,38.8,17.57,1.3,14.58,9.25
2019-12-31 12:00:00,217.5,300.5,40.1,17.57,1.3,21.15,9.27
2019-12-31 13:00:00,212.5,294.5,41.05,17.65,1.18,30.27,9.35
2019-12-31 14:00:00,219.5,287.0,44.12,16.62,1.12,38.05,11.62
2019-12-31 15:00:00,215.5,290.5,44.6,16.32,1.1,40.7,12.32
2019-12-31 16:00:00,192.0,284.0,42.62,17.73,1.05,62.05,12.17
2019-12-31 17:00:00,178.5,281.5,40.65,20.47,1.17,55.42,12.28
2019-12-31 18:00:00,231.0,358.0,45.15,62.65,2.15,19.1,14.6
2019-12-31 19:00:00,395.0,562.0,51.48,129.3,4.3,19.05,19.62
2019-12-31 20:00:00,657.5,693.0,55.38,184.47,6.38,29.4,25.43
2019-12-31 21:00:00,828.0,,57.3,255.47,9.03,33.77,28.15
2019-12-31 22:00:00,919.5,,58.67,284.25,4.73,38.32,32.55
2019-12-31 23:00:00,987.0,,60.05,328.03,0.01,34.08,33.25
2020-01-01 00:00:00,,,59.0,384.12,0.01,31.83,35.55
2020-01-01 01:00:00,924.0,,58.4,361.45,6.4,36.35,29.9
2020-01-01 02:00:00,808.0,893.0,59.23,277.7,5.7,,19.3
2020-01-01 03:00:00,645.0,838.5,47.6,334.95,4.5,,17.85
2020-01-01 04:00:00,583.5,761.0,53.73,308.1,4.9,187.85,17.0
2020-01-01 05:00:00,595.0,767.5,52.72,365.18,5.23,164.3,18.88
2020-01-01 06:00:00,617.5,789.5,53.4,387.82,4.58,151.35,20.05
2020-01-01 07:00:00,620.5,779.5,52.02,319.38,5.05,131.7,16.92
2020-01-01 08:00:00,628.5,796.0,56.55,428.07,6.25,,21.75
2020-01-01 09:00:00,665.5,872.5,61.67,284.65,4.58,148.55,17.38
2020-01-01 10:00:00,556.5,742.5,57.47,168.95,2.75,36.98,12.48
2020-01-01 11:00:00,359.0,478.0,61.65,105.22,1.75,21.28,10.55
2020-01-01 12:00:00,239.5,325.0,58.6,71.12,1.23,21.07,8.57
2020-01-01 13:00:00,167.0,243.5,58.15,52.05,1.27,26.12,12.25
2020-01-01 14:00:00,145.0,212.0,57.88,38.9,1.35,31.75,16.6
2020-01-01 15:00:00,133.5,195.0,57.38,30.5,1.27,34.4,16.75
2020-01-01 16:00:00,131.0,199.0,54.12,25.93,1.25,34.23,18.23
2020-01-01 17:00:00,124.0,201.0,51.2,24.95,1.25,28.28,14.57
2020-01-01 18:00:00,167.0,258.5,53.3,38.88,2.02,8.4,16.42
2020-01-01 19:00:00,290.0,399.0,56.3,147.53,4.38,10.8,20.1
2020-01-01 20:00:00,493.0,629.0,61.12,133.93,5.08,17.7,24.43
2020-01-01 21:00:00,649.0,793.0,58.82,184.0,6.05,17.02,25.47
2020-01-01 22:00:00,701.0,868.5,61.77,370.35,4.31,20.0,33.77
2020-01-01 23:00:00,692.0,869.5,63.02,362.2,8.6,17.4,30.55
2020-01-02 00:00:00,694.75,854.5,58.65,439.23,9.25,25.7,32.33
2020-01-02 01:00:00,620.5,818.5,56.03,344.5,7.53,27.02,25.57
2020-01-02 02:00:00,590.0,751.0,53.8,464.4,8.05,60.6,23.4
2020-01-02 03:00:00,595.5,748.0,48.1,,7.9,77.12,21.8
2020-01-02 04:00:00,593.5,761.0,53.5,469.25,7.78,72.1,23.42
2020-01-02 05:00:00,569.5,733.0,54.73,394.15,6.07,104.88,21.73
2020-01-02 06:00:00,469.5,570.5,54.25,262.32,3.85,35.98,15.57
2020-01-02 07:00:00,409.0,483.5,56.55,261.5,3.75,19.4,13.57
2020-01-02 08:00:00,453.0,554.5,55.48,420.4,5.05,18.38,19.25
2020-01-02 09:00:00,493.5,765.0,55.85,335.25,5.0,18.3,18.77
2020-01-02 10:00:00,459.5,747.5,58.0,241.95,3.23,12.9,18.9
2020-01-02 11:00:00,370.5,525.0,60.35,172.15,2.55,13.32,19.8
2020-01-02 12:00:00,300.5,435.5,62.98,108.83,1.62,12.38,17.85
2020-01-02 13:00:00,197.0,290.0,59.95,74.12,1.25,17.0,21.98
2020-01-02 14:00:00,119.0,190.0,58.9,57.17,1.25,24.2,26.97
2020-01-02 15:00:00,107.0,167.0,55.62,43.0,1.12,31.0,21.77
2020-01-02 16:00:00,100.0,150.5,54.15,34.22,1.0,32.67,16.32
2020-01-02 17:00:00,97.5,157.5,51.83,30.68,1.15,25.75,15.53
2020-01-02 18:00:00,104.5,191.0,48.9,68.55,2.02,9.97,14.75
2020-01-02 19:00:00,203.0,378.5,54.53,216.85,5.6,5.97,21.2
2020-01-02 20:00:00,335.0,556.5,58.88,232.82,7.32,10.03,26.52
2020-01-02 21:00:00,416.0,662.5,56.67,347.68,5.93,9.93,32.27
2020-01-02 22:00:00,446.0,710.0,56.7,415.55,2.31,11.55,33.28
2020-01-02 23:00:00,419.0,618.0,57.83,374.18,8.55,9.83,31.3
2020-01-03 00:00:00,384.5,546.0,62.97,381.7,7.78,8.28,29.92
2020-01-03 01:00:00,359.0,522.5,55.7,342.65,6.1,7.53,26.62
2020-01-03 02:00:00,366.0,510.0,60.05,328.4,5.85,8.05,19.27
2020-01-03 03:00:00,385.5,497.0,45.0,339.7,5.2,8.22,44.85
2020-01-03 04:00:00,397.5,540.5,56.98,357.3,5.9,10.4,47.7
2020-01-03 05:00:00,398.0,563.0,57.1,319.55,5.33,11.42,45.5
2020-01-03 06:00:00,387.5,508.5,59.4,300.32,4.93,10.65,44.73
2020-01-03 07:00:00,378.0,472.5,61.75,272.57,3.97,12.18,33.38
2020-01-03 08:00:00,373.5,483.0,61.55,359.05,4.97,14.82,17.45
2020-01-03 09:00:00,389.5,641.5,58.4,334.62,5.1,15.75,18.57
2020-01-03 10:00:00,342.5,613.0,58.62,174.62,2.35,16.32,15.6
2020-01-03 11:00:00,191.0,309.5,61.0,111.05,1.23,7.6,13.38
2020-01-03 12:00:00,72.5,140.0,61.25,75.75,0.68,8.8,10.95
2020-01-03 13:00:00,48.5,104.5,52.0,45.95,0.68,,9.15
2020-01-03 14:00:00,48.5,94.5,52.05,17.83,0.75,34.42,5.93
2020-01-03 15:00:00,43.0,81.0,50.9,13.43,0.7,60.05,6.25
2020-01-03 16:00:00,41.0,85.5,48.55,13.55,0.68,57.83,5.97
2020-01-03 17:00:00,41.0,99.0,45.45,16.27,0.72,47.33,6.1
2020-01-03 18:00:00,49.0,135.0,49.38,41.65,1.27,21.7,7.28
2020-01-03 19:00:00,79.5,209.5,47.5,170.7,3.17,5.12,9.85
2020-01-03 20:00:00,201.5,369.5,47.75,178.38,3.95,11.2,16.02
2020-01-03 21:00:00,277.5,424.0,45.3,145.95,3.7,10.32,15.38
2020-01-03 22:00:00,241.5,357.0,47.15,128.6,3.15,7.85,14.1
2020-01-03 23:00:00,224.0,327.0,45.95,147.93,2.95,6.88,14.0
2020-01-04 00:00:00,228.5,334.5,44.4,208.52,3.28,7.45,15.32
2020-01-04 01:00:00,238.0,349.0,47.12,195.8,3.17,7.0,13.65
2020-01-04 02:00:00,239.5,332.0,45.2,249.25,3.45,6.65,13.4
2020-01-04 03:00:00,248.0,342.0,51.2,385.45,3.7,6.72,15.45
2020-01-04 04:00:00,273.0,379.5,48.05,366.85,3.73,7.7,17.0
2020-01-04 05:00:00,294.5,425.0,51.67,455.45,3.83,7.85,18.8
2020-01-04 06:00:00,297.0,430.5,56.45,334.85,3.5,7.15,16.45
2020-01-04 07:00:00,279.5,375.0,52.27,283.05,3.47,7.2,13.65
2020-01-04 08:00:00,288.0,388.0,56.23,332.07,4.15,9.18,13.38
2020-01-04 09:00:00,304.5,457.5,57.27,247.97,3.38,7.9,12.15
2020-01-04 10:00:00,293.5,430.5,56.75,187.62,2.9,7.12,10.82
2020-01-04 11:00:00,267.5,381.5,58.8,124.58,2.22,12.1,12.57
2020-01-04 12:00:00,208.0,308.5,54.78,85.47,1.75,23.75,19.35
2020-01-04 13:00:00,173.5,257.0,50.92,67.2,1.65,39.88,13.27
2020-01-04 14:00:00,143.5,215.5,46.6,50.85,1.38,51.5,16.25
2020-01-04 15:00:00,116.5,178.5,44.45,42.9,1.35,54.48,17.15
2020-01-04 16:00:00,122.5,217.5,41.88,37.62,1.27,53.0,16.12
2020-01-04 17:00:00,118.5,239.5,39.02,49.5,1.3,19.35,14.98
2020-01-04 18:00:00,118.5,260.5,38.05,89.53,1.98,4.18,16.2
2020-01-04 19:00:00,143.0,295.0,40.73,147.2,3.65,3.77,17.73
2020-01-04 20:00:00,189.0,335.0,42.38,142.53,4.05,5.0,18.3
2020-01-04 21:00:00,215.5,351.5,43.8,122.55,3.6,4.53,17.55
2020-01-04 22:00:00,225.0,346.0,44.98,133.55,3.53,4.92,18.2
2020-01-04 23:00:00,240.5,354.5,49.25,100.75,2.9,3.98,18.3
2020-01-05 00:00:00,234.0,337.5,48.7,102.6,2.5,3.23,18.8
2020-01-05 01:00:00,209.0,292.0,49.62,124.45,2.08,3.27,18.15
2020-01-05 02:00:00,198.5,276.0,48.3,126.62,1.88,2.25,18.02
2020-01-05 03:00:00,203.5,281.0,41.55,180.5,1.85,3.15,21.0
2020-01-05 04:00:00,210.5,283.0,43.7,140.65,1.78,3.05,17.18
2020-01-05 05:00:00,210.5,293.5,45.98,133.38,1.92,3.22,16.2
2020-01-05 06:00:00,204.0,283.0,48.17,90.57,1.75,3.95,14.23
2020-01-05 07:00:00,212.5,276.5,48.72,84.32,1.73,3.4,13.68
2020-01-05 08:00:00,230.5,305.5,48.77,92.42,1.9,3.72,14.93
2020-01-05 09:00:00,238.5,323.0,50.08,70.67,1.73,5.75,15.1
2020-01-05 10:00:00,233.0,320.0,50.33,64.78,1.75,10.9,16.2
2020-01-05 11:00:00,222.0,308.5,49.67,48.35,1.58,28.25,16.62
2020-01-05 12:00:00,190.0,271.5,45.7,35.15,1.35,48.0,16.02
2020-01-05 13:00:00,123.5,203.0,39.7,26.83,0.97,48.28,13.72
2020-01-05 14:00:00,76.0,140.5,36.4,22.83,1.0,55.03,12.4
2020-01-05 15:00:00,73.5,142.5,35.2,25.18,1.02,51.72,12.4
2020-01-05 16:00:00,81.5,176.0,34.8,28.0,1.08,44.95,14.07
2020-01-05 17:00:00,96.0,187.5,35.05,35.73,1.17,31.52,16.88
2020-01-05 18:00:00,112.5,192.0,34.85,43.88,1.38,15.7,16.53
2020-01-05 19:00:00,126.0,201.0,36.38,44.4,1.45,8.52,17.32
2020-01-05 20:00:00,155.0,227.5,38.05,54.65,1.78,3.85,14.65
2020-01-05 21:00:00,183.0,266.5,41.25,65.4,2.08,3.62,15.47
2020-01-05 22:00:00,193.5,287.0,42.28,76.58,2.3,4.15,15.1
2020-01-05 23:00:00,207.5,297.0,44.88,89.5,2.42,4.18,15.47
2020-01-06 00:00:00,220.5,310.0,45.08,121.85,2.42,3.5,15.88
2020-01-06 01:00:00,201.0,294.0,46.7,102.6,1.92,2.53,15.2
2020-01-06 02:00:00,179.5,264.0,45.95,106.25,2.0,3.15,13.8
2020-01-06 03:00:00,188.0,264.0,39.2,82.95,1.8,3.08,12.0
2020-01-06 04:00:00,199.0,275.0,44.35,79.12,1.48,2.92,12.78
2020-01-06 05:00:00,195.5,266.5,47.48,66.95,1.22,3.03,11.8
2020-01-06 06:00:00,186.5,253.5,48.05,86.55,1.38,2.83,13.57
2020-01-06 07:00:00,187.0,258.5,47.42,93.42,1.73,2.53,13.6
2020-01-06 08:00:00,195.5,288.5,47.58,108.32,2.15,3.25,14.4
2020-01-06 09:00:00,206.5,346.0,47.62,118.38,2.65,3.47,16.05
2020-01-06 10:00:00,195.5,366.0,45.43,95.6,2.4,3.77,15.05
2020-01-06 11:00:00,169.0,335.5,42.92,127.98,2.7,3.65,15.55
2020-01-06 12:00:00,175.0,333.0,43.7,139.78,2.73,3.38,18.93
2020-01-06 13:00:00,160.0,289.5,39.08,84.2,1.98,7.83,16.73
2020-01-06 14:00:00,107.0,194.5,36.65,38.92,1.45,35.0,18.6
2020-01-06 15:00:00,98.0,183.0,37.12,30.25,1.48,40.67,22.33
2020-01-06 16:00:00,118.5,229.5,37.38,30.73,1.48,30.1,25.62
2020-01-06 17:00:00,121.5,227.0,36.92,25.85,1.48,25.58,27.18
2020-01-06 18:00:00,123.0,200.5,37.5,26.15,1.52,17.27,20.65
2020-01-06 19:00:00,141.5,213.0,38.58,28.88,1.57,10.7,20.48
2020-01-06 20:00:00,142.0,208.0,37.88,27.57,1.55,13.85,19.9
2020-01-06 21:00:00,116.0,170.5,37.15,28.77,1.5,9.73,19.07
2020-01-06 22:00:00,106.5,156.5,36.65,31.8,1.55,6.77,15.5
2020-01-06 23:00:00,111.0,157.0,36.88,32.38,1.55,3.8,15.47
2020-01-07 00:00:00,103.5,151.0,36.22,30.73,1.35,6.65,16.52
2020-01-07 01:00:00,95.0,142.0,36.52,28.23,1.27,4.35,15.3
2020-01-07 02:00:00,87.0,133.5,37.27,28.38,1.4,2.2,15.72
2020-01-07 03:00:00,87.0,128.5,32.2,43.0,1.35,1.12,14.4
2020-01-07 04:00:00,89.5,120.0,37.1,30.6,1.23,2.1,13.5
2020-01-07 05:00:00,86.5,112.0,39.28,28.32,1.23,2.2,13.57
2020-01-07 06:00:00,89.0,108.5,40.43,28.9,1.17,2.53,13.5
2020-01-07 07:00:00,112.5,144.0,43.38,35.35,1.25,3.38,14.78
2020-01-07 08:00:00,145.5,201.0,43.93,42.1,1.25,3.88,14.88
2020-01-07 09:00:00,147.0,228.0,43.33,41.83,1.38,4.52,14.7
2020-01-07 10:00:00,131.0,211.5,43.35,38.6,1.35,7.05,15.43
2020-01-07 11:00:00,120.0,182.5,42.95,30.65,1.3,15.65,14.85
2020-01-07 12:00:00,108.5,163.0,42.6,25.35,1.22,20.9,13.82
2020-01-07 13:00:00,101.0,148.0,41.85,45.72,1.65,10.12,13.57
2020-01-07 14:00:00,120.0,169.0,45.65,30.48,1.57,18.5,13.85
2020-01-07 15:00:00,122.5,172.5,43.95,21.25,1.27,33.92,12.8
2020-01-07 16:00:00,101.5,155.5,44.35,21.35,1.27,30.82,12.5
2020-01-07 17:00:00,103.0,163.5,43.95,29.52,1.12,21.65,12.98
2020-01-07 18:00:00,125.5,199.0,44.55,35.95,1.32,10.97,14.1
2020-01-07 19:00:00,163.5,254.5,47.45,40.5,1.82,9.35,14.1
2020-01-07 20:00:00,190.5,279.5,48.75,32.5,1.48,9.18,13.5
2020-01-07 21:00:00,181.5,252.0,49.47,28.55,1.45,9.1,13.5
2020-01-07 22:00:00,160.0,218.0,48.58,28.38,1.3,8.6,14.62
2020-01-07 23:00:00,144.25,193.25,47.92,27.02,1.23,6.97,13.97
2020-01-08 00:00:00,122.5,147.5,47.73,30.25,1.12,6.17,13.73
2020-01-08 01:00:00,123.5,148.5,48.6,33.88,1.18,5.03,12.62
2020-01-08 02:00:00,115.5,142.5,50.38,25.95,1.25,5.95,11.32
2020-01-08 03:00:00,106.5,131.5,37.55,23.45,1.3,6.75,11.0
2020-01-08 04:00:00,105.5,128.0,43.8,30.28,1.3,7.6,10.75
2020-01-08 05:00:00,104.5,123.0,45.9,35.65,1.33,5.38,10.4
2020-01-08 06:00:00,103.0,127.0,44.83,58.25,1.5,19.03,12.78
2020-01-08 07:00:00,123.0,151.0,47.95,51.95,1.45,42.35,12.97
2020-01-08 08:00:00,155.5,183.0,49.25,43.72,1.45,25.85,13.93
2020-01-08 09:00:00,154.5,186.5,49.08,46.0,1.52,10.12,14.7
2020-01-08 10:00:00,139.5,174.0,48.02,47.7,1.6,13.05,13.68
2020-01-08 11:00:00,145.0,178.5,47.98,48.57,1.85,19.18,14.55
2020-01-08 12:00:00,156.5,192.0,47.95,43.95,1.7,11.42,15.12
2020-01-08 13:00:00,151.0,185.0,46.0,29.73,1.45,12.18,14.1
2020-01-08 14:00:00,148.0,180.0,45.45,29.17,1.5,11.93,11.47
2020-01-08 15:00:00,145.0,173.5,44.9,34.58,1.6,8.47,10.95
2020-01-08 16:00:00,139.5,170.0,45.08,28.25,1.32,12.75,11.52
2020-01-08 17:00:00,150.5,201.5,43.0,59.73,1.75,7.88,12.05
2020-01-08 18:00:00,167.5,225.5,44.55,78.1,2.1,9.05,12.75
2020-01-08 19:00:00,171.0,221.5,45.08,54.5,1.93,7.45,12.3
2020-01-08 20:00:00,158.5,203.5,45.67,56.33,1.98,7.08,13.82
2020-01-08 21:00:00,142.5,179.5,45.9,46.42,1.75,5.12,13.97
2020-01-08 22:00:00,125.0,154.5,44.42,38.9,1.58,6.25,13.22
2020-01-08 23:00:00,109.5,141.0,43.52,32.7,1.75,5.1,13.0
2020-01-09 00:00:00,97.5,129.5,38.3,29.58,1.33,6.2,12.5
2020-01-09 01:00:00,85.5,114.5,36.78,22.93,1.18,9.62,12.1
2020-01-09 02:00:00,75.5,103.5,36.0,19.3,1.7,14.45,11.05
2020-01-09 03:00:00,70.0,92.0,26.45,19.1,1.55,15.0,11.85
2020-01-09 04:00:00,69.5,86.0,30.02,17.7,1.25,11.9,12.02
2020-01-09 05:00:00,71.0,89.0,30.95,17.65,2.67,13.6,13.0
2020-01-09 06:00:00,74.0,91.5,31.2,18.65,3.72,11.23,12.35
2020-01-09 07:00:00,89.0,113.0,31.4,21.98,4.05,7.1,13.05
2020-01-09 08:00:00,106.5,147.0,31.07,26.52,1.25,8.22,11.3
2020-01-09 09:00:00,112.0,158.5,30.48,24.15,1.18,10.3,10.5
2020-01-09 10:00:00,114.0,161.5,30.15,30.9,1.85,11.05,10.98
2020-01-09 11:00:00,125.5,179.0,30.05,33.7,1.8,15.28,12.43
2020-01-09 12:00:00,127.0,183.5,30.1,29.7,1.6,23.07,10.4
2020-01-09 13:00:00,116.5,174.5,27.05,31.67,5.55,29.5,11.0
2020-01-09 14:00:00,108.5,162.0,28.57,25.9,0.78,36.92,10.8
2020-01-09 15:00:00,100.5,154.5,30.62,26.5,1.3,37.05,10.5
2020-01-09 16:00:00,95.0,151.0,31.32,27.55,1.0,29.55,10.12
2020-01-09 17:00:00,90.0,141.5,31.8,27.85,2.17,23.65,9.45
2020-01-09 18:00:00,85.5,139.0,31.7,36.0,1.97,13.28,10.5
2020-01-09 19:00:00,96.0,149.0,,47.62,2.95,6.83,12.1
2020-01-09 20:00:00,115.5,177.0,,57.43,,7.37,12.75
2020-01-09 21:00:00,140.0,212.0,,55.55,,7.2,12.07
2020-01-09 22:00:00,156.5,225.5,,60.55,1.8,6.52,12.0
2020-01-09 23:00:00,159.5,228.0,,59.05,2.02,6.8,12.15
2020-01-10 00:00:00,161.0,232.0,,58.65,1.75,5.82,12.15
2020-01-10 01:00:00,158.0,229.0,,56.42,3.72,5.4,11.4
2020-01-10 02:00:00,149.5,218.0,,52.88,0.75,4.9,10.03
2020-01-10 03:00:00,139.5,200.5,,46.3,0.6,5.0,11.0
2020-01-10 04:00:00,141.0,193.5,,40.1,,5.25,8.47
2020-01-10 05:00:00,125.0,168.0,,30.2,,7.9,8.65
2020-01-10 06:00:00,99.0,137.5,,26.82,,9.32,9.3
2020-01-10 07:00:00,103.0,145.0,,29.38,1.0,8.1,8.9
2020-01-10 08:00:00,115.5,162.0,,38.08,0.53,5.6,10.1
2020-01-10 09:00:00,119.5,167.0,,39.98,0.62,9.4,9.85
2020-01-10 10:00:00,124.75,175.0,34.3,45.38,0.62,14.15,11.32
2020-01-10 11:00:00,139.0,200.0,36.05,43.98,0.45,24.12,14.35
2020-01-10 12:00:00,143.0,202.5,34.2,38.55,,36.8,16.65
2020-01-10 13:00:00,148.0,219.0,35.58,40.2,,46.28,15.38
2020-01-10 14:00:00,151.0,229.0,35.35,31.32,,55.05,14.1
2020-01-10 15:00:00,138.5,217.0,34.8,32.7,,49.95,13.0
