Datetime,PM2.5 (ug/m3),PM10 (ug/m3),NH3 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3),SO2 (ug/m3)
2019-11-03 07:00:00,742.25,880.25,56.53,28.38,2.45,18.38,10.5
2019-11-03 08:00:00,796.5,954.0,55.75,30.12,2.3,18.0,11.03
2019-11-03 09:00:00,762.75,900.25,56.35,33.88,2.33,25.15,11.4
2019-11-03 10:00:00,786.0,865.0,61.6,33.73,2.77,39.3,11.93
2019-11-03 11:00:00,903.0,,67.3,31.57,2.97,52.7,12.5
2019-11-03 12:00:00,,,64.5,27.33,2.67,71.65,12.85
2019-11-03 13:00:00,847.0,990.0,60.67,26.35,2.58,65.18,13.4
2019-11-03 14:00:00,835.75,979.0,59.6,23.55,2.35,68.97,16.0
2019-11-03 15:00:00,737.5,878.25,51.1,20.07,1.68,67.15,14.75
2019-11-03 16:00:00,488.0,607.25,43.6,19.42,1.38,64.47,14.3
2019-11-03 17:00:00,345.5,438.75,45.0,24.45,1.62,46.72,14.35
2019-11-03 18:00:00,426.0,546.75,43.7,30.8,1.67,22.82,14.07
2019-11-03 19:00:00,417.0,533.0,41.4,30.38,1.65,20.9,13.95
2019-11-03 20:00:00,336.0,437.75,37.88,46.83,1.88,8.0,14.47
2019-11-03 21:00:00,267.25,360.0,36.33,53.1,1.98,6.65,15.25
2019-11-03 22:00:00,218.25,305.25,35.38,55.55,1.97,7.03,15.25
2019-11-03 23:00:00,203.5,293.25,33.9,52.5,1.73,6.8,14.65
2019-11-04 00:00:00,187.25,272.0,31.98,51.9,1.4,5.93,13.8
2019-11-04 01:00:00,141.0,208.75,32.28,46.58,1.25,5.4,13.1
2019-11-04 02:00:00,146.25,201.75,34.75,34.72,1.23,10.2,11.82
2019-11-04 03:00:00,209.75,271.75,36.45,33.9,1.38,10.7,12.62
2019-11-04 04:00:00,324.0,402.5,40.48,33.2,1.52,13.23,13.65
2019-11-04 05:00:00,407.25,492.25,42.53,33.1,1.52,13.32,13.57
2019-11-04 06:00:00,441.5,534.5,43.88,31.8,1.6,14.4,13.47
2019-11-04 07:00:00,476.0,576.25,44.5,36.65,1.65,15.1,13.32
2019-11-04 08:00:00,493.5,600.5,44.65,41.7,1.7,16.6,13.05
2019-11-04 09:00:00,490.0,609.5,44.42,47.25,1.83,17.35,14.12
2019-11-04 10:00:00,468.75,602.0,43.07,45.5,1.73,28.4,13.55
2019-11-04 11:00:00,395.25,531.75,40.33,34.73,1.48,56.03,12.57
2019-11-04 12:00:00,292.5,406.5,38.3,26.92,1.25,92.92,12.95
2019-11-04 13:00:00,242.5,350.25,39.67,20.45,1.25,121.42,14.67
2019-11-04 14:00:00,254.0,363.5,37.1,18.12,1.17,118.6,15.88
2019-11-04 15:00:00,195.5,285.0,33.38,18.53,1.02,107.72,15.95
2019-11-04 16:00:00,138.0,224.5,30.65,20.45,0.93,101.73,17.45
2019-11-04 17:00:00,109.25,192.5,28.12,31.72,1.05,46.9,18.02
2019-11-04 18:00:00,95.0,185.75,28.5,52.38,1.33,6.55,16.7
2019-11-04 19:00:00,95.0,205.75,27.55,76.12,1.85,4.6,15.75
2019-11-04 20:00:00,96.25,231.0,24.23,85.1,1.98,4.45,15.7
2019-11-04 21:00:00,99.75,225.5,25.85,71.83,1.65,5.05,14.35
2019-11-04 22:00:00,101.75,218.75,24.95,74.28,1.7,5.78,14.75
2019-11-04 23:00:00,117.5,226.5,25.07,67.35,1.52,7.95,15.55
2019-11-05 00:00:00,151.0,253.0,26.05,61.55,1.42,10.58,15.43
2019-11-05 01:00:00,211.75,309.0,29.52,49.28,1.35,15.68,15.78
2019-11-05 02:00:00,305.75,399.75,31.52,46.15,1.4,17.7,15.48
2019-11-05 03:00:00,340.5,435.5,30.95,43.52,1.4,16.77,15.07
2019-11-05 04:00:00,347.25,424.5,31.12,42.75,1.3,16.57,15.7
2019-11-05 05:00:00,341.5,412.0,31.58,35.5,1.23,16.2,15.27
2019-11-05 06:00:00,324.25,399.0,30.73,33.7,1.2,14.32,14.27
2019-11-05 07:00:00,294.75,371.0,30.23,37.83,1.12,12.77,14.5
2019-11-05 08:00:00,261.75,350.75,29.4,38.23,1.12,13.93,13.93
2019-11-05 09:00:00,243.25,363.25,29.4,35.68,1.1,24.77,13.72
2019-11-05 10:00:00,226.5,374.5,28.77,31.82,1.05,55.73,15.5
2019-11-05 11:00:00,190.25,302.0,27.45,26.6,0.95,89.28,15.82
2019-11-05 12:00:00,149.5,251.0,26.53,21.65,0.8,112.0,16.9
2019-11-05 13:00:00,112.5,209.0,25.45,18.65,0.7,113.8,17.23
2019-11-05 14:00:00,73.0,160.25,24.55,15.95,0.7,110.78,17.33
2019-11-05 15:00:00,57.75,152.5,24.15,16.12,0.7,110.12,16.73
2019-11-05 16:00:00,55.5,161.0,23.8,17.7,0.7,103.45,17.5
2019-11-05 17:00:00,51.5,152.75,22.25,23.93,0.7,70.57,16.83
2019-11-05 18:00:00,53.75,144.75,21.95,38.3,0.93,15.68,15.75
2019-11-05 19:00:00,55.25,145.25,21.8,61.95,1.45,3.45,15.9
2019-11-05 20:00:00,57.25,167.75,22.45,89.65,2.08,4.55,16.55
2019-11-05 21:00:00,74.5,209.0,22.3,116.22,2.42,4.53,19.2
2019-11-05 22:00:00,90.25,243.5,22.1,122.32,2.6,5.62,19.48
2019-11-05 23:00:00,99.0,244.25,21.77,99.9,2.15,6.12,18.85
2019-11-06 00:00:00,102.25,259.75,20.27,111.83,1.88,5.4,17.75
2019-11-06 01:00:00,90.25,242.75,21.55,101.68,1.65,4.7,16.0
2019-11-06 02:00:00,82.0,194.75,21.93,102.38,1.62,5.5,13.48
2019-11-06 03:00:00,93.0,195.25,21.02,84.47,1.3,5.35,12.43
2019-11-06 04:00:00,98.25,188.0,21.62,77.95,1.07,4.75,11.9
2019-11-06 05:00:00,94.0,176.75,21.9,67.45,0.95,3.98,11.22
2019-11-06 06:00:00,88.0,161.25,21.48,72.88,0.97,4.45,11.7
2019-11-06 07:00:00,90.25,171.25,20.4,122.47,1.57,5.55,13.88
2019-11-06 08:00:00,99.5,232.75,25.2,180.22,2.38,6.17,18.7
2019-11-06 09:00:00,112.25,357.75,27.25,165.55,2.62,8.3,18.88
2019-11-06 10:00:00,129.5,410.0,26.23,115.8,2.02,11.12,17.93
2019-11-06 11:00:00,126.25,326.0,27.7,64.92,1.23,46.4,16.4
2019-11-06 12:00:00,103.0,245.0,26.7,43.42,0.95,88.5,17.02
2019-11-06 13:00:00,100.0,202.5,26.17,29.73,0.75,91.25,15.55
2019-11-06 14:00:00,66.0,135.0,26.17,22.32,0.7,95.75,12.75
2019-11-06 15:00:00,48.5,106.5,25.1,17.23,0.62,111.28,12.85
2019-11-06 16:00:00,46.5,119.5,24.95,20.85,0.7,106.95,13.0
2019-11-06 17:00:00,53.5,157.5,23.8,21.2,0.72,98.1,13.42
2019-11-06 18:00:00,59.0,191.5,22.73,48.23,1.18,25.35,12.88
2019-11-06 19:00:00,82.0,250.5,25.0,65.03,1.62,8.35,14.18
2019-11-06 20:00:00,118.0,311.5,25.6,70.72,1.62,7.38,15.75
2019-11-06 21:00:00,136.5,324.5,26.2,71.7,1.58,7.0,16.35
2019-11-06 22:00:00,147.0,333.0,27.48,70.17,1.58,7.33,16.62
2019-11-06 23:00:00,163.0,339.5,28.32,62.85,1.3,9.9,18.68
2019-11-07 00:00:00,172.5,323.5,26.03,66.47,1.17,7.03,19.3
2019-11-07 01:00:00,176.5,306.5,28.9,47.95,1.12,11.65,19.05
2019-11-07 02:00:00,185.0,327.0,29.62,57.7,1.15,12.85,19.42
2019-11-07 03:00:00,189.5,354.0,26.55,53.8,1.2,11.48,16.5
2019-11-07 04:00:00,194.5,334.5,29.3,47.58,1.17,11.93,14.9
2019-11-07 05:00:00,200.0,320.5,30.65,63.33,1.17,13.35,14.83
2019-11-07 06:00:00,210.0,321.0,32.85,38.1,1.08,10.93,13.98
2019-11-07 07:00:00,218.0,326.5,31.15,48.03,1.23,12.07,13.47
2019-11-07 08:00:00,212.5,343.5,32.3,68.47,1.4,13.25,15.2
2019-11-07 09:00:00,218.5,401.0,33.65,64.25,1.52,16.9,17.95
2019-11-07 10:00:00,216.5,405.5,35.08,47.55,1.3,18.25,19.12
2019-11-07 11:00:00,204.0,378.0,35.27,68.38,1.57,10.9,18.27
2019-11-07 12:00:00,215.0,407.5,37.05,64.12,1.6,12.62,17.0
2019-11-07 13:00:00,236.5,419.0,39.42,63.3,1.75,14.25,15.53
2019-11-07 14:00:00,252.5,414.5,40.92,64.88,2.0,18.62,14.47
2019-11-07 15:00:00,235.0,372.5,39.8,42.25,1.5,48.67,13.6
2019-11-07 16:00:00,191.0,303.5,37.83,35.17,1.3,53.88,15.18
2019-11-07 17:00:00,148.0,247.5,34.2,28.58,1.18,42.5,18.15
2019-11-07 18:00:00,142.5,251.0,36.05,35.7,1.42,14.0,18.35
2019-11-07 19:00:00,171.5,299.5,37.75,40.27,1.6,8.97,15.45
2019-11-07 20:00:00,199.0,333.0,38.83,39.02,1.62,9.47,12.02
2019-11-07 21:00:00,216.0,341.5,38.95,42.1,1.7,11.5,11.18
2019-11-07 22:00:00,219.5,346.0,37.1,58.8,1.93,9.88,11.2
2019-11-07 23:00:00,226.5,350.5,41.45,76.9,1.95,11.25,11.0
2019-11-08 00:00:00,249.0,406.0,39.35,129.3,2.38,10.57,14.15
2019-11-08 01:00:00,259.0,429.5,38.97,100.95,2.32,12.05,13.45
2019-11-08 02:00:00,232.5,356.0,38.7,116.7,2.23,9.3,13.3
2019-11-08 03:00:00,213.5,327.0,32.3,113.3,2.4,13.32,13.3
2019-11-08 04:00:00,220.0,338.0,35.1,118.03,2.25,19.25,13.7
2019-11-08 05:00:00,228.0,340.0,38.47,87.33,1.65,13.62,12.3
2019-11-08 06:00:00,202.5,289.5,37.38,63.85,1.27,10.62,10.65
2019-11-08 07:00:00,167.5,250.5,39.58,131.25,1.7,10.57,12.65
2019-11-08 08:00:00,175.5,292.0,37.58,160.22,2.17,12.8,15.4
2019-11-08 09:00:00,186.5,310.5,39.75,76.03,1.27,15.03,13.35
2019-11-08 10:00:00,157.0,269.5,37.1,62.38,1.17,23.15,15.8
2019-11-08 11:00:00,136.0,250.5,,,,46.38,
2019-11-08 12:00:00,130.5,229.0,32.1,35.33,1.32,,14.85
2019-11-08 13:00:00,125.5,212.5,37.23,35.72,1.4,61.55,15.07
2019-11-08 14:00:00,124.5,217.5,36.3,30.3,1.02,74.25,16.65
2019-11-08 15:00:00,113.5,190.5,38.08,26.9,1.0,80.9,14.9
2019-11-08 16:00:00,114.0,204.5,38.62,32.2,1.2,88.38,19.25
2019-11-08 17:00:00,116.5,222.5,36.77,42.83,1.23,44.62,18.7
2019-11-08 18:00:00,127.0,239.0,36.5,79.9,1.93,10.75,19.4
2019-11-08 19:00:00,131.0,272.5,33.65,107.6,2.67,5.55,17.27
2019-11-08 20:00:00,124.0,286.5,32.97,111.95,2.85,4.45,14.95
2019-11-08 21:00:00,134.0,321.5,30.08,150.7,3.52,5.57,16.7
2019-11-08 22:00:00,145.0,351.0,30.25,157.57,3.5,5.97,17.15
2019-11-08 23:00:00,154.0,340.5,32.7,130.65,2.8,6.08,15.95
2019-11-09 00:00:00,162.5,339.0,33.4,154.25,2.72,5.92,16.25
2019-11-09 01:00:00,157.5,334.0,33.6,123.0,2.28,5.28,15.32
2019-11-09 02:00:00,148.5,307.5,35.0,154.3,2.55,6.7,15.35
2019-11-09 03:00:00,164.5,296.0,28.85,80.3,1.85,5.75,12.25
2019-11-09 04:00:00,179.0,277.5,32.33,71.47,1.5,5.92,13.18
2019-11-09 05:00:00,181.5,262.0,35.55,62.3,1.35,6.08,12.73
2019-11-09 06:00:00,194.0,263.0,36.67,59.57,1.33,6.55,12.75
2019-11-09 07:00:00,213.5,279.0,37.25,56.12,1.5,7.5,13.97
2019-11-09 08:00:00,230.5,305.5,38.18,63.17,1.73,7.5,15.93
2019-11-09 09:00:00,241.5,322.0,38.55,56.9,1.73,10.67,16.55
2019-11-09 10:00:00,214.0,310.0,36.42,48.78,1.5,16.65,17.92
2019-11-09 11:00:00,183.0,238.0,32.67,37.38,1.27,36.28,17.88
2019-11-09 12:00:00,69.0,160.5,30.62,26.15,1.1,58.55,16.92
2019-11-09 13:00:00,68.0,143.5,30.23,22.23,0.9,71.3,16.15
2019-11-09 14:00:00,58.5,134.5,29.75,18.05,0.9,62.2,14.5
2019-11-09 15:00:00,45.5,118.5,26.08,18.23,0.65,59.35,13.88
2019-11-09 16:00:00,39.5,114.5,24.95,25.6,0.65,59.58,13.32
2019-11-09 17:00:00,40.0,116.5,25.62,27.8,0.9,31.5,12.1
2019-11-09 18:00:00,48.5,135.5,21.05,44.72,0.93,8.62,13.78
2019-11-09 19:00:00,66.5,178.0,20.4,68.03,1.67,3.77,14.6
2019-11-09 20:00:00,88.5,231.0,22.95,88.7,2.28,3.92,15.1
2019-11-09 21:00:00,122.0,273.0,24.77,93.45,2.4,4.4,15.43
2019-11-09 22:00:00,153.5,302.5,25.4,97.42,2.58,5.0,15.62
2019-11-09 23:00:00,166.5,315.0,26.02,87.97,2.27,5.17,16.85
2019-11-10 00:00:00,171.0,305.5,22.95,78.6,1.95,5.67,16.07
2019-11-10 01:00:00,178.0,301.5,27.35,71.42,1.8,6.38,15.8
2019-11-10 02:00:00,231.0,331.0,29.48,56.48,1.75,8.6,18.02
2019-11-10 03:00:00,295.0,377.5,26.2,49.45,1.8,8.05,17.3
2019-11-10 04:00:00,307.5,383.5,27.7,45.17,1.62,7.47,16.93
2019-11-10 05:00:00,308.5,378.5,29.27,41.78,1.5,7.85,17.1
2019-11-10 06:00:00,321.0,389.5,30.45,37.03,1.45,8.47,18.58
2019-11-10 07:00:00,319.5,389.0,27.88,54.12,1.48,7.43,19.23
2019-11-10 08:00:00,296.0,381.0,29.8,52.05,1.48,7.3,19.4
2019-11-10 09:00:00,,,,,,,
2019-11-10 10:00:00,278.0,374.0,30.35,45.15,1.4,33.45,21.9
2019-11-10 11:00:00,266.5,365.5,30.12,40.27,1.35,58.22,22.27
2019-11-10 12:00:00,235.5,331.5,28.8,30.52,1.2,93.4,22.43
2019-11-10 13:00:00,191.5,281.5,26.9,24.23,1.15,111.7,21.4
2019-11-10 14:00:00,146.0,231.0,25.77,19.48,1.08,111.7,20.42
2019-11-10 15:00:00,110.5,183.5,25.2,19.18,1.02,98.08,18.65
2019-11-10 16:00:00,85.5,153.0,23.3,20.02,1.02,76.83,17.4
2019-11-10 17:00:00,73.5,148.5,22.0,30.05,1.17,42.42,15.75
2019-11-10 18:00:00,81.5,195.5,23.78,72.08,1.82,2.52,16.4
2019-11-10 19:00:00,90.0,224.0,22.88,89.28,2.25,2.73,17.57
2019-11-10 20:00:00,98.5,239.5,25.65,109.58,2.62,3.48,18.6
2019-11-10 21:00:00,118.0,271.0,25.15,104.42,2.58,3.77,17.73
2019-11-10 22:00:00,135.5,267.0,22.72,86.58,2.2,4.05,19.27
2019-11-10 23:00:00,149.5,292.5,26.5,117.05,2.7,4.35,20.2
2019-11-11 00:00:00,159.5,314.5,26.2,115.55,2.58,4.0,19.6
2019-11-11 01:00:00,169.0,307.0,27.25,91.47,2.22,4.5,18.12
2019-11-11 02:00:00,173.5,297.0,27.55,89.72,2.1,4.45,16.8
2019-11-11 03:00:00,186.5,282.0,23.0,55.55,1.7,6.12,14.5
2019-11-11 04:00:00,248.0,326.0,28.15,52.17,1.67,8.57,16.7
2019-11-11 05:00:00,321.5,409.0,30.85,55.67,1.75,7.55,16.42
2019-11-11 06:00:00,365.0,455.0,32.25,48.35,1.73,8.48,16.15
2019-11-11 07:00:00,389.0,478.0,33.35,58.85,1.95,7.57,18.3
2019-11-11 08:00:00,445.0,540.25,35.38,64.15,2.2,9.0,21.35
2019-11-11 09:00:00,494.0,652.75,37.42,80.08,2.55,9.82,23.0
2019-11-11 10:00:00,543.5,772.25,41.83,73.88,2.65,25.38,28.07
2019-11-11 11:00:00,573.5,756.25,45.7,63.58,2.55,75.17,32.97
2019-11-11 12:00:00,561.75,741.0,40.12,49.67,2.42,117.57,30.32
2019-11-11 13:00:00,411.25,544.25,32.33,32.75,1.72,129.28,23.6
2019-11-11 14:00:00,252.25,352.25,30.85,28.95,1.42,128.22,19.85
2019-11-11 15:00:00,200.25,298.25,29.95,31.0,1.3,105.62,18.55
2019-11-11 16:00:00,179.5,273.5,29.73,32.45,1.3,89.98,17.03
2019-11-11 17:00:00,158.25,257.5,27.9,39.8,1.4,48.48,16.98
2019-11-11 18:00:00,149.75,254.5,28.62,69.58,1.88,5.9,16.55
2019-11-11 19:00:00,142.25,273.5,27.62,137.57,3.03,3.5,18.73
2019-11-11 20:00:00,155.25,314.5,30.48,204.3,4.08,2.98,21.48
2019-11-11 21:00:00,174.0,384.0,30.1,180.33,3.67,2.85,20.9
2019-11-11 22:00:00,181.5,380.75,34.12,170.3,3.55,3.38,20.73
2019-11-11 23:00:00,210.25,399.5,31.85,140.95,2.95,3.53,19.27
2019-11-12 00:00:00,237.5,411.75,34.6,211.65,3.7,4.35,20.57
2019-11-12 01:00:00,284.5,514.75,37.83,158.48,3.15,5.1,18.12
2019-11-12 02:00:00,368.5,521.75,40.1,121.15,2.77,5.55,15.82
2019-11-12 03:00:00,434.0,561.0,33.05,100.8,2.6,5.42,14.7
2019-11-12 04:00:00,463.0,587.0,38.1,93.9,2.6,5.57,16.4
2019-11-12 05:00:00,499.25,613.25,40.98,80.12,2.5,5.4,16.35
2019-11-12 06:00:00,543.5,654.0,44.1,90.2,2.53,5.33,15.27
2019-11-12 07:00:00,570.0,688.5,42.77,115.03,2.75,5.53,14.25
2019-11-12 08:00:00,586.5,742.75,45.1,98.05,2.7,5.88,14.3
2019-11-12 09:00:00,607.0,789.75,46.17,84.75,2.68,5.97,13.68
2019-11-12 10:00:00,618.75,822.75,46.33,72.75,2.58,20.6,28.57
2019-11-12 11:00:00,581.75,823.75,44.98,56.82,2.42,49.83,30.05
2019-11-12 12:00:00,520.0,644.25,37.77,38.5,2.1,98.35,22.38
2019-11-12 13:00:00,385.5,488.75,34.35,30.95,1.73,116.83,17.68
2019-11-12 14:00:00,282.25,383.5,33.12,27.52,1.55,133.2,16.38
2019-11-12 15:00:00,268.0,370.5,33.3,27.82,1.55,124.5,16.05
2019-11-12 16:00:00,277.25,383.0,33.25,32.7,1.7,96.62,15.4
2019-11-12 17:00:00,273.5,392.75,31.62,52.48,1.95,32.83,14.68
2019-11-12 18:00:00,260.75,411.25,31.43,107.8,2.85,2.62,16.12
2019-11-12 19:00:00,262.5,438.25,32.7,144.82,3.62,3.05,16.85
2019-11-12 20:00:00,266.25,467.5,31.68,191.7,4.53,3.47,19.35
2019-11-12 21:00:00,290.5,510.25,34.67,213.45,4.97,3.9,19.92
2019-11-12 22:00:00,324.0,535.5,37.35,207.8,5.0,3.92,19.05
2019-11-12 23:00:00,352.75,582.75,35.15,196.65,4.65,4.28,18.85
2019-11-13 00:00:00,368.75,554.75,37.1,212.57,4.57,4.35,18.68
2019-11-13 01:00:00,377.5,563.75,36.25,240.42,4.68,4.38,17.68
2019-11-13 02:00:00,392.5,603.5,39.35,164.57,3.6,5.15,14.97
2019-11-13 03:00:00,419.0,567.75,33.45,137.55,3.3,5.28,12.5
2019-11-13 04:00:00,469.25,614.75,41.43,119.62,3.12,5.75,12.57
2019-11-13 05:00:00,500.75,627.5,43.25,114.95,3.02,4.92,12.68
2019-11-13 06:00:00,482.5,604.5,39.75,120.32,3.33,4.45,10.72
2019-11-13 07:00:00,449.25,583.0,43.08,147.38,3.95,4.8,12.6
2019-11-13 08:00:00,443.75,593.75,42.98,144.52,,5.07,14.22
2019-11-13 09:00:00,413.5,589.5,44.7,121.77,,5.88,14.12
2019-11-13 10:00:00,398.75,640.5,42.97,108.47,,7.6,15.02
2019-11-13 11:00:00,367.75,533.0,43.67,85.05,,23.2,16.68
2019-11-13 12:00:00,353.5,480.75,46.3,75.93,,52.7,22.45
2019-11-13 13:00:00,396.75,525.5,46.67,60.77,,89.75,25.18
2019-11-13 14:00:00,387.25,512.5,40.55,43.6,,125.7,23.78
2019-11-13 15:00:00,324.5,431.5,36.88,39.98,,118.75,22.12
2019-11-13 16:00:00,289.75,394.0,33.83,50.45,,65.67,18.77
2019-11-13 17:00:00,278.75,388.25,32.92,89.8,,14.07,19.52
2019-11-13 18:00:00,314.25,457.25,40.95,163.12,0.0,4.3,20.45
2019-11-13 19:00:00,360.5,572.5,39.65,242.53,0.0,4.42,21.55
2019-11-13 20:00:00,395.75,641.25,41.8,255.05,0.0,6.12,22.82
2019-11-13 21:00:00,407.25,667.25,42.8,274.3,0.0,5.22,21.17
2019-11-13 22:00:00,377.5,630.0,37.15,304.93,0.0,5.6,21.73
2019-11-13 23:00:00,365.5,621.75,41.92,297.57,0.0,6.47,21.12
2019-11-14 00:00:00,362.5,562.0,41.22,228.15,0.0,6.55,19.4
2019-11-14 01:00:00,372.25,591.0,39.4,291.93,0.0,6.25,18.98
2019-11-14 02:00:00,386.5,669.0,43.75,240.85,0.0,7.65,16.02
2019-11-14 03:00:00,383.75,570.0,33.0,273.3,0.0,6.8,15.6
