Datetime,PM2.5 (ug/m3),PM10 (ug/m3),SO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2019-10-31 01:00:00,,4.0,0.4,1.23,1.25,0.6,29.0
2019-10-31 02:00:00,,11.5,,0.72,1.2,0.45,51.97
2019-10-31 03:00:00,,7.0,,0.88,1.27,0.48,46.83
2019-10-31 04:00:00,,5.25,,0.55,1.7,0.4,50.65
2019-10-31 05:00:00,,3.0,,0.5,1.25,0.58,45.45
2019-10-31 06:00:00,,2.0,,0.65,1.25,0.62,51.35
2019-10-31 07:00:00,,2.75,,0.85,1.3,0.7,54.7
2019-10-31 08:00:00,0.75,7.5,,1.6,1.27,0.8,44.45
2019-10-31 09:00:00,4.5,14.75,0.33,2.6,1.2,0.96,37.08
2019-10-31 10:00:00,8.25,14.0,1.47,2.55,1.3,1.01,27.68
2019-10-31 11:00:00,9.5,16.75,1.82,2.05,1.3,0.98,25.5
2019-10-31 12:00:00,18.0,24.0,1.7,1.48,1.3,0.88,30.22
2019-10-31 13:00:00,11.25,20.25,0.45,0.75,1.25,0.9,42.3
2019-10-31 14:00:00,8.75,16.25,,1.07,1.45,0.79,47.1
2019-10-31 15:00:00,8.0,15.25,0.25,3.78,1.2,1.19,41.25
2019-10-31 16:00:00,9.0,27.5,0.35,3.9,1.35,1.54,27.12
2019-10-31 17:00:00,12.25,27.0,0.93,4.8,1.32,1.31,29.4
2019-10-31 18:00:00,11.25,26.0,1.55,3.5,1.27,0.86,42.38
2019-10-31 19:00:00,5.0,12.75,1.77,2.85,1.23,0.59,46.55
2019-10-31 20:00:00,1.5,7.75,2.08,1.9,1.23,0.64,47.6
2019-10-31 21:00:00,,4.0,1.45,1.75,1.3,0.76,41.3
2019-10-31 22:00:00,4.25,7.0,,2.25,1.3,0.9,31.07
2019-10-31 23:00:00,4.0,11.75,,3.2,1.3,1.06,20.62
2019-11-01 00:00:00,1.0,17.0,,3.25,1.3,1.03,18.73
2019-11-01 01:00:00,3.5,13.25,0.4,1.45,1.3,0.73,26.27
2019-11-01 02:00:00,5.0,14.0,0.75,0.8,1.33,0.67,24.93
2019-11-01 03:00:00,1.5,10.0,1.4,1.27,1.43,0.7,53.95
2019-11-01 04:00:00,,13.5,0.3,1.27,1.8,0.64,29.35
2019-11-01 05:00:00,0.25,15.0,0.57,0.8,1.3,0.64,17.25
2019-11-01 06:00:00,2.25,15.5,2.23,0.85,1.3,0.67,16.35
2019-11-01 07:00:00,6.0,17.0,2.58,1.35,1.3,0.88,15.5
2019-11-01 08:00:00,13.5,23.75,2.95,1.98,1.4,1.09,16.75
2019-11-01 09:00:00,33.25,39.0,1.98,2.92,1.38,1.12,22.6
2019-11-01 10:00:00,24.25,38.75,2.73,3.05,1.25,1.07,38.65
2019-11-01 11:00:00,20.5,28.5,2.38,3.58,1.27,0.9,56.12
2019-11-01 12:00:00,14.75,25.25,3.92,1.7,1.23,0.73,48.85
2019-11-01 13:00:00,9.75,20.25,2.75,1.2,1.7,0.93,42.5
2019-11-01 14:00:00,6.5,21.75,,2.6,2.35,0.84,36.05
2019-11-01 15:00:00,7.25,21.75,,2.0,1.7,1.04,28.88
2019-11-01 16:00:00,5.75,15.5,,1.85,1.6,1.04,27.88
2019-11-01 17:00:00,9.25,18.75,2.08,2.45,1.48,0.85,27.95
2019-11-01 18:00:00,12.0,24.75,4.15,2.85,1.57,1.24,27.1
2019-11-01 19:00:00,9.0,27.0,3.7,4.85,1.3,1.52,22.45
2019-11-01 20:00:00,23.25,52.25,4.08,5.38,1.48,1.5,18.2
2019-11-01 21:00:00,26.25,67.5,4.2,4.9,1.52,1.71,14.93
2019-11-01 22:00:00,47.0,76.25,3.8,4.1,1.4,1.92,12.48
2019-11-01 23:00:00,34.25,73.0,3.77,3.22,1.33,1.36,14.5
2019-11-02 00:00:00,32.0,52.0,2.75,2.3,1.4,1.13,14.45
2019-11-02 01:00:00,26.0,46.0,1.67,1.83,1.35,0.96,14.07
2019-11-02 02:00:00,24.75,42.75,0.7,1.32,1.3,0.86,14.6
2019-11-02 03:00:00,15.75,32.75,0.8,1.27,1.4,0.77,46.73
2019-11-02 04:00:00,4.5,29.5,0.47,0.8,1.7,0.65,29.4
2019-11-02 05:00:00,13.5,22.75,1.1,0.8,1.35,0.7,15.2
2019-11-02 06:00:00,,24.5,,0.85,1.3,0.82,14.55
2019-11-02 07:00:00,,23.0,,1.05,1.35,0.85,14.68
2019-11-02 08:00:00,19.0,28.0,0.9,1.23,1.4,0.83,17.27
2019-11-02 09:00:00,19.0,28.0,,1.35,1.45,0.83,27.52
2019-11-02 10:00:00,11.0,28.0,,1.38,1.38,0.82,34.57
2019-11-02 11:00:00,11.0,28.0,,2.45,1.38,0.97,33.88
2019-11-02 12:00:00,,30.0,1.23,2.7,1.45,1.08,29.95
2019-11-02 13:00:00,,31.25,,3.0,2.55,1.24,40.8
2019-11-02 14:00:00,7.0,35.75,1.2,3.52,1.85,1.22,45.67
2019-11-02 15:00:00,28.0,36.5,11.07,3.5,1.8,1.23,49.17
2019-11-02 16:00:00,25.25,33.5,2.15,2.48,2.2,1.2,52.47
2019-11-02 17:00:00,16.75,35.75,7.5,2.5,1.67,1.04,49.12
2019-11-02 18:00:00,16.75,30.5,10.1,3.7,1.55,1.17,49.6
2019-11-02 19:00:00,22.75,39.75,10.3,4.9,1.52,1.28,39.07
2019-11-02 20:00:00,34.75,56.75,10.8,5.85,1.38,1.36,30.65
2019-11-02 21:00:00,35.25,61.0,11.57,3.45,1.5,1.19,33.55
2019-11-02 22:00:00,33.5,53.5,12.32,3.9,1.48,1.3,15.52
2019-11-02 23:00:00,44.0,67.0,11.32,3.25,1.58,1.34,8.6
2019-11-03 00:00:00,49.25,68.0,11.93,2.67,1.52,1.16,17.25
2019-11-03 01:00:00,37.25,51.0,10.15,1.85,1.52,0.86,22.52
2019-11-03 02:00:00,14.5,31.5,9.15,0.75,1.35,0.72,33.83
2019-11-03 03:00:00,7.25,18.75,9.38,1.08,1.4,0.75,46.62
2019-11-03 04:00:00,8.25,21.25,9.65,0.85,1.73,0.67,29.2
2019-11-03 05:00:00,8.25,21.0,9.07,0.62,1.3,0.66,23.23
2019-11-03 06:00:00,5.25,16.75,9.1,0.65,1.27,0.7,24.88
2019-11-03 07:00:00,6.0,16.25,8.35,1.23,1.25,0.82,28.12
2019-11-03 08:00:00,14.25,26.0,9.5,1.72,1.27,0.93,19.77
2019-11-03 09:00:00,11.5,26.5,10.1,0.95,1.38,0.76,24.75
2019-11-03 10:00:00,10.25,26.5,9.35,1.05,1.27,0.84,25.88
2019-11-03 11:00:00,12.75,24.5,9.73,1.07,1.38,1.04,46.78
2019-11-03 12:00:00,18.75,31.75,8.62,1.08,1.2,1.09,50.97
2019-11-03 13:00:00,21.5,34.5,8.02,5.53,1.6,1.12,56.62
2019-11-03 14:00:00,23.5,43.0,7.68,2.48,1.4,1.19,57.02
2019-11-03 15:00:00,20.0,32.0,7.53,1.7,1.42,0.99,48.95
2019-11-03 16:00:00,5.5,17.25,7.9,1.88,1.38,0.97,51.7
2019-11-03 17:00:00,9.5,20.25,8.65,1.82,1.48,0.9,50.2
2019-11-03 18:00:00,17.0,26.75,9.0,2.42,1.48,0.97,45.23
2019-11-03 19:00:00,17.0,26.0,9.2,3.2,1.5,1.18,36.42
2019-11-03 20:00:00,33.75,47.0,9.1,2.98,1.4,0.97,26.95
2019-11-03 21:00:00,35.0,43.0,9.57,2.85,1.42,1.24,18.75
2019-11-03 22:00:00,39.25,46.25,9.55,3.1,1.6,1.16,19.18
2019-11-03 23:00:00,39.0,45.25,10.1,1.73,1.58,1.0,22.7
2019-11-04 00:00:00,19.75,31.75,9.62,1.23,1.5,0.92,25.52
2019-11-04 01:00:00,24.25,31.75,8.5,1.02,1.45,0.69,24.23
2019-11-04 02:00:00,17.5,22.5,9.25,0.85,1.4,0.67,24.2
2019-11-04 03:00:00,4.0,15.0,8.77,0.62,1.3,0.67,26.35
2019-11-04 04:00:00,4.75,15.25,7.98,0.68,1.77,0.6,19.82
2019-11-04 05:00:00,4.5,12.25,7.9,0.57,1.38,0.6,20.02
2019-11-04 06:00:00,6.0,10.75,8.78,0.5,1.3,0.61,30.98
2019-11-04 07:00:00,6.25,13.5,9.25,0.77,1.3,0.71,31.2
2019-11-04 08:00:00,9.25,15.75,8.95,1.62,1.35,0.81,29.15
2019-11-04 09:00:00,14.75,20.25,9.85,1.3,1.35,0.7,35.67
2019-11-04 10:00:00,10.5,23.5,11.22,1.12,1.48,0.61,43.88
2019-11-04 11:00:00,9.25,14.75,11.25,0.85,2.12,0.44,51.65
2019-11-04 12:00:00,14.5,22.5,13.9,0.53,1.82,1.0,61.08
2019-11-04 13:00:00,20.0,28.25,9.38,5.8,1.75,1.16,58.72
2019-11-04 14:00:00,24.25,37.75,8.3,2.7,1.9,1.29,60.62
2019-11-04 15:00:00,26.25,35.75,7.58,2.88,1.9,1.29,46.9
2019-11-04 16:00:00,21.25,30.25,7.53,2.5,1.7,1.23,51.23
2019-11-04 17:00:00,21.25,24.25,9.2,2.3,1.95,1.02,54.88
2019-11-04 18:00:00,19.0,22.0,10.82,3.28,1.75,1.08,52.55
2019-11-04 19:00:00,20.0,44.0,10.97,4.9,1.8,1.18,47.65
2019-11-04 20:00:00,21.25,44.0,11.0,4.38,1.62,1.08,37.57
2019-11-04 21:00:00,27.75,45.0,10.32,3.05,1.58,1.25,24.55
2019-11-04 22:00:00,33.75,47.5,9.47,3.98,1.48,1.43,11.55
2019-11-04 23:00:00,28.25,46.5,8.95,3.32,1.4,1.13,17.15
2019-11-05 00:00:00,32.0,48.0,8.05,2.47,1.4,0.98,17.55
2019-11-05 01:00:00,19.5,42.75,9.17,1.65,1.42,0.97,21.18
2019-11-05 02:00:00,5.25,37.25,9.25,1.35,1.4,1.04,20.5
2019-11-05 03:00:00,21.0,32.0,8.78,1.02,1.45,1.0,51.1
2019-11-05 04:00:00,28.0,33.0,9.07,0.98,1.9,0.95,20.0
2019-11-05 05:00:00,26.0,32.5,9.45,0.93,1.45,0.84,8.53
2019-11-05 06:00:00,20.0,33.0,10.6,1.1,1.4,0.89,12.82
2019-11-05 07:00:00,20.0,39.0,11.25,1.25,1.5,0.94,18.2
2019-11-05 08:00:00,26.0,42.0,10.88,1.48,1.5,0.95,26.67
2019-11-05 09:00:00,31.75,51.75,11.25,2.07,1.58,1.14,29.85
2019-11-05 10:00:00,22.5,51.5,11.38,1.05,1.73,0.84,48.48
2019-11-05 11:00:00,18.0,44.0,10.68,1.5,2.22,0.67,50.15
2019-11-05 12:00:00,9.75,45.25,11.65,1.6,2.1,1.2,59.67
2019-11-05 13:00:00,39.0,49.0,10.58,6.15,2.12,1.21,58.3
2019-11-05 14:00:00,48.0,51.0,9.27,2.62,2.2,1.22,63.75
2019-11-05 15:00:00,42.75,51.5,9.35,2.8,2.12,1.29,68.22
2019-11-05 16:00:00,25.5,51.0,10.35,2.88,2.08,1.17,59.68
2019-11-05 17:00:00,21.75,44.75,10.72,2.7,2.0,0.98,51.57
2019-11-05 18:00:00,27.0,48.5,11.45,4.2,1.92,1.16,52.77
2019-11-05 19:00:00,27.0,61.5,11.62,4.5,1.77,1.35,45.65
2019-11-05 20:00:00,12.0,66.5,11.45,5.58,1.82,1.46,35.88
2019-11-05 21:00:00,36.0,86.75,10.73,4.42,1.82,1.48,28.33
2019-11-05 22:00:00,14.0,87.25,8.6,3.15,1.88,1.17,28.93
2019-11-05 23:00:00,56.0,82.0,8.47,3.1,1.8,1.19,22.38
2019-11-06 00:00:00,,,8.45,2.42,1.75,0.98,20.4
2019-11-06 01:00:00,51.0,61.25,8.45,1.95,1.73,1.03,10.5
2019-11-06 02:00:00,42.0,53.0,8.05,1.38,1.7,1.02,18.23
2019-11-06 03:00:00,27.0,47.0,8.68,1.07,1.88,0.99,52.77
2019-11-06 04:00:00,20.25,46.0,8.18,0.93,2.25,0.94,21.65
2019-11-06 05:00:00,,43.0,8.92,0.9,1.75,0.92,15.12
2019-11-06 06:00:00,,,9.25,1.05,1.75,0.91,18.77
2019-11-06 07:00:00,2.0,52.0,9.3,1.38,1.88,0.95,20.65
2019-11-06 08:00:00,2.0,52.0,9.02,1.75,1.83,1.04,22.23
2019-11-06 09:00:00,46.0,63.0,8.38,1.25,1.9,0.99,31.95
2019-11-06 10:00:00,46.0,63.0,8.75,2.3,1.75,0.96,50.88
2019-11-06 11:00:00,16.0,38.0,9.0,2.83,2.42,0.66,50.17
2019-11-06 12:00:00,12.0,39.75,9.95,2.17,2.4,1.12,55.35
2019-11-06 13:00:00,6.75,47.25,9.45,6.3,1.68,1.22,65.28
2019-11-06 14:00:00,27.0,54.0,9.85,2.88,2.35,1.41,68.3
2019-11-06 15:00:00,28.0,58.0,10.22,2.55,2.4,1.33,68.9
2019-11-06 16:00:00,28.0,58.0,9.95,2.35,2.4,1.3,65.3
2019-11-06 17:00:00,1.0,38.0,9.8,3.35,2.12,1.21,68.28
2019-11-06 18:00:00,1.0,38.0,9.73,4.28,2.2,1.41,57.55
2019-11-06 19:00:00,,,10.85,5.58,2.12,1.48,43.75
2019-11-06 20:00:00,19.5,53.5,10.35,2.98,2.02,0.95,49.05
2019-11-06 21:00:00,18.0,64.0,10.62,3.45,1.77,1.23,40.8
2019-11-06 22:00:00,19.0,51.0,10.35,3.95,1.67,1.33,31.5
2019-11-06 23:00:00,14.75,47.25,10.92,2.73,1.65,1.12,37.58
2019-11-07 00:00:00,2.0,36.0,10.5,2.35,1.7,1.12,35.3
2019-11-07 01:00:00,13.0,27.0,10.15,1.45,1.7,0.79,36.53
2019-11-07 02:00:00,,31.0,8.7,1.15,1.7,0.72,35.62
2019-11-07 03:00:00,,31.0,8.73,0.88,1.85,0.71,64.17
2019-11-07 04:00:00,15.0,28.0,8.97,0.78,2.48,0.65,40.52
2019-11-07 05:00:00,15.0,28.0,7.38,0.78,1.85,0.67,32.33
2019-11-07 06:00:00,,,7.12,1.0,1.85,0.73,34.2
2019-11-07 07:00:00,,44.0,7.08,0.9,1.92,0.85,33.62
2019-11-07 08:00:00,12.0,47.5,6.7,1.82,2.05,0.97,33.25
2019-11-07 09:00:00,37.5,53.5,8.35,1.67,1.98,0.93,41.67
2019-11-07 10:00:00,12.5,39.25,10.4,1.18,2.05,0.67,53.02
2019-11-07 11:00:00,32.0,37.0,11.23,1.7,2.47,0.56,49.07
2019-11-07 12:00:00,7.0,56.0,12.7,1.27,1.97,1.26,48.88
2019-11-07 13:00:00,7.0,56.0,11.45,6.38,2.1,1.07,49.17
2019-11-07 14:00:00,9.0,48.0,9.4,1.82,2.17,1.0,51.7
2019-11-07 15:00:00,,38.0,8.97,1.92,2.08,0.94,47.43
2019-11-07 16:00:00,3.75,39.0,9.55,2.5,2.18,1.01,45.15
2019-11-07 17:00:00,11.25,43.5,9.65,2.88,2.2,1.06,48.25
2019-11-07 18:00:00,8.0,47.25,10.23,3.38,2.2,1.12,46.35
2019-11-07 19:00:00,32.0,45.0,10.18,5.7,1.97,1.32,26.57
2019-11-07 20:00:00,49.0,62.0,10.2,4.6,2.15,1.26,24.7
2019-11-07 21:00:00,53.25,63.5,7.35,2.5,2.4,1.03,35.85
2019-11-07 22:00:00,66.0,68.0,5.65,1.8,2.48,1.06,38.0
2019-11-07 23:00:00,,67.0,5.7,2.03,2.55,1.37,29.85
2019-11-08 00:00:00,6.25,63.75,5.7,1.65,2.4,1.04,27.8
2019-11-08 01:00:00,27.0,52.5,6.75,1.45,2.38,0.99,28.65
2019-11-08 02:00:00,31.0,50.5,6.9,1.2,2.25,1.32,27.05
2019-11-08 03:00:00,20.5,55.5,6.93,1.27,2.3,1.12,37.35
2019-11-08 04:00:00,7.0,48.0,7.15,1.08,2.97,0.91,20.77
2019-11-08 05:00:00,8.0,45.0,7.18,0.85,2.27,0.81,16.33
2019-11-08 06:00:00,8.0,45.0,8.32,1.12,2.15,0.92,18.65
2019-11-08 07:00:00,,,8.3,1.27,2.05,0.93,18.68
2019-11-08 08:00:00,,,9.05,2.55,2.35,1.14,21.42
2019-11-08 09:00:00,18.0,65.0,9.52,2.2,2.48,1.02,28.45
2019-11-08 10:00:00,13.5,58.0,9.72,1.1,2.6,0.64,49.17
2019-11-08 11:00:00,,37.0,10.4,1.58,3.38,0.53,41.65
2019-11-08 12:00:00,,49.0,9.4,1.73,2.9,1.11,50.95
2019-11-08 13:00:00,7.5,46.5,9.93,6.27,2.73,1.3,45.93
2019-11-08 14:00:00,30.0,39.0,10.72,1.95,2.47,1.19,49.33
2019-11-08 15:00:00,7.25,45.5,9.72,2.48,2.8,1.24,43.35
2019-11-08 16:00:00,14.5,33.5,10.52,2.07,2.92,1.13,49.18
2019-11-08 17:00:00,,29.0,8.62,3.02,2.98,1.21,43.8
2019-11-08 18:00:00,16.0,33.0,6.43,3.42,2.8,1.25,36.33
2019-11-08 19:00:00,21.5,38.0,7.35,4.4,2.5,1.28,23.82
2019-11-08 20:00:00,38.0,53.0,6.53,4.33,2.65,1.25,21.82
2019-11-08 21:00:00,39.0,59.0,6.7,3.17,2.8,1.26,29.12
2019-11-08 22:00:00,29.25,54.25,7.5,2.12,2.67,1.16,27.23
2019-11-08 23:00:00,,40.0,7.67,1.92,2.75,1.12,30.45
2019-11-09 00:00:00,17.75,31.75,7.55,1.2,2.45,1.01,34.95
2019-11-09 01:00:00,15.0,23.0,7.85,1.2,2.42,0.98,28.55
2019-11-09 02:00:00,,24.5,7.07,1.23,2.48,0.97,25.35
2019-11-09 03:00:00,,20.0,6.75,0.85,2.5,0.9,60.72
2019-11-09 04:00:00,,,6.5,0.9,3.15,0.82,37.92
2019-11-09 05:00:00,,14.0,8.32,0.88,2.32,0.81,27.85
2019-11-09 06:00:00,,14.0,9.0,0.95,2.27,0.84,26.15
2019-11-09 07:00:00,,32.0,9.35,2.33,2.3,1.08,18.47
2019-11-09 08:00:00,,32.0,9.12,1.62,2.48,1.04,25.8
2019-11-09 09:00:00,22.0,38.0,9.47,1.68,2.67,0.88,32.15
2019-11-09 10:00:00,21.0,36.25,9.32,1.08,2.67,0.67,39.45
2019-11-09 11:00:00,18.0,31.0,9.23,1.75,3.38,0.53,39.55
2019-11-09 12:00:00,,20.0,10.4,1.25,2.6,0.82,43.2
2019-11-09 13:00:00,,28.5,8.6,5.95,2.47,1.2,49.15
2019-11-09 14:00:00,,54.0,9.53,2.62,2.42,1.22,52.58
2019-11-09 15:00:00,,41.0,9.68,2.48,2.4,1.11,47.73
2019-11-09 16:00:00,0.75,40.25,9.3,1.62,2.32,0.96,47.73
2019-11-09 17:00:00,3.0,38.0,10.97,1.32,2.23,1.03,51.02
2019-11-09 18:00:00,,,11.8,1.45,2.1,1.06,43.85
2019-11-09 19:00:00,12.0,26.5,12.78,2.35,2.23,1.25,34.2
2019-11-09 20:00:00,5.5,33.5,12.2,2.92,2.27,1.58,24.8
2019-11-09 21:00:00,11.0,33.5,10.5,2.1,2.27,1.17,22.42
2019-11-09 22:00:00,16.25,30.0,9.32,2.12,2.45,1.22,17.07
2019-11-09 23:00:00,32.0,42.0,8.03,2.35,2.53,1.2,17.58
2019-11-10 00:00:00,,,8.03,1.73,2.45,1.17,16.27
2019-11-10 01:00:00,1.0,28.0,7.78,1.52,2.3,1.04,15.18
2019-11-10 02:00:00,1.0,28.0,7.08,1.22,2.15,1.18,16.93
2019-11-10 03:00:00,9.0,23.0,7.42,1.07,2.3,1.12,51.3
2019-11-10 04:00:00,8.75,23.0,7.3,1.2,2.95,0.99,33.78
2019-11-10 05:00:00,6.0,24.0,8.07,1.15,2.18,1.06,16.25
2019-11-10 06:00:00,,27.0,7.65,1.0,2.15,1.01,17.45
2019-11-10 07:00:00,17.5,29.5,8.12,1.18,2.12,1.04,16.7
2019-11-10 08:00:00,29.0,36.75,7.97,1.32,2.25,1.06,19.9
2019-11-10 09:00:00,12.0,37.0,9.57,1.23,2.4,0.93,28.08
2019-11-10 10:00:00,4.5,36.5,9.6,0.93,2.45,0.56,39.27
2019-11-10 11:00:00,,26.25,10.0,1.0,3.22,0.42,46.88
2019-11-10 12:00:00,,27.0,11.0,1.3,2.62,0.9,50.35
2019-11-10 13:00:00,,42.0,9.5,6.47,2.5,0.98,50.28
2019-11-10 14:00:00,,39.5,8.8,1.6,2.25,1.16,40.47
2019-11-10 15:00:00,,32.0,8.7,1.58,2.3,0.96,44.08
2019-11-10 16:00:00,,,8.78,1.4,2.35,0.96,42.08
2019-11-10 17:00:00,,,8.88,0.68,2.27,0.84,52.9
2019-11-10 18:00:00,11.25,24.25,9.5,1.23,2.25,1.04,46.15
2019-11-10 19:00:00,,28.75,9.23,2.2,2.18,1.24,35.83
2019-11-10 20:00:00,,31.0,9.38,2.58,2.32,1.35,27.43
2019-11-10 21:00:00,,,8.65,2.7,2.4,1.13,24.95
2019-11-10 22:00:00,,,8.93,2.12,2.38,1.17,21.98
2019-11-10 23:00:00,6.0,34.0,8.5,1.92,2.38,1.15,22.07
2019-11-11 00:00:00,4.5,33.25,7.92,1.68,2.38,1.15,19.75
2019-11-11 01:00:00,,32.0,9.38,1.2,2.4,1.15,20.6
2019-11-11 02:00:00,,35.0,10.78,1.25,2.47,1.12,20.3
2019-11-11 03:00:00,,26.0,10.15,1.25,2.52,1.11,55.53
2019-11-11 04:00:00,,26.75,10.02,1.02,2.95,1.29,30.27
2019-11-11 05:00:00,2.5,28.75,10.93,0.82,2.23,0.98,18.32
2019-11-11 06:00:00,9.25,29.25,10.98,0.68,2.18,1.04,17.28
2019-11-11 07:00:00,7.0,33.0,11.62,0.88,2.45,1.1,16.52
2019-11-11 08:00:00,,41.0,11.22,1.23,2.4,1.2,18.12
2019-11-11 09:00:00,,41.0,9.9,2.35,3.18,1.15,27.25
2019-11-11 10:00:00,24.0,45.0,8.2,2.33,3.2,0.76,45.58
2019-11-11 11:00:00,24.0,45.0,8.93,1.3,4.03,0.4,62.32
2019-11-11 12:00:00,,,8.9,3.58,3.33,1.18,73.45
2019-11-11 13:00:00,28.75,70.5,9.5,7.1,2.55,1.43,66.0
2019-11-11 14:00:00,19.0,56.25,9.85,2.83,3.4,1.3,52.55
2019-11-11 15:00:00,28.0,45.0,9.05,2.72,3.65,1.45,47.47
2019-11-11 16:00:00,21.75,42.25,9.35,2.38,4.4,1.46,52.77
2019-11-11 17:00:00,11.0,37.75,8.35,3.53,4.67,1.29,46.88
2019-11-11 18:00:00,33.75,50.0,7.47,3.58,4.4,1.33,47.2
2019-11-11 19:00:00,30.0,53.0,6.83,2.62,4.0,0.91,43.78
2019-11-11 20:00:00,,27.0,6.5,1.83,3.42,0.76,43.75
2019-11-11 21:00:00,,27.0,8.7,1.77,3.2,1.07,39.7
2019-11-11 22:00:00,,,11.05,1.6,3.2,1.09,37.38
2019-11-11 23:00:00,,,10.85,1.85,3.27,1.15,30.18
2019-11-12 00:00:00,2.25,27.25,10.55,2.0,3.5,1.16,24.35
2019-11-12 01:00:00,9.0,25.25,8.9,1.27,3.35,0.98,24.65
2019-11-12 02:00:00,9.0,26.0,7.8,0.95,3.58,0.98,22.48
2019-11-12 03:00:00,,25.0,8.22,0.95,4.1,0.98,53.0
2019-11-12 04:00:00,,25.0,8.45,0.8,5.07,0.9,27.3
2019-11-12 05:00:00,10.0,28.0,7.75,0.98,3.8,1.07,16.4
2019-11-12 06:00:00,7.5,27.25,7.25,1.12,3.88,1.22,15.67
2019-11-12 07:00:00,,25.0,6.65,1.27,4.22,1.13,14.53
2019-11-12 08:00:00,,45.0,6.53,1.9,4.55,1.28,16.25
2019-11-12 09:00:00,,45.25,8.05,1.97,4.6,1.35,23.68
2019-11-12 10:00:00,,46.0,8.6,2.5,5.1,1.03,35.48
2019-11-12 11:00:00,24.0,52.0,8.95,3.42,6.3,0.86,32.55
2019-11-12 12:00:00,18.0,48.5,10.35,2.25,5.17,1.46,41.38
2019-11-12 13:00:00,8.75,39.0,6.78,7.75,4.35,1.46,41.68
2019-11-12 14:00:00,31.0,40.0,5.75,3.73,5.2,1.35,45.2
2019-11-12 15:00:00,21.5,36.5,5.85,2.97,5.93,1.33,48.92
2019-11-12 16:00:00,21.75,43.75,7.1,2.6,6.42,1.26,52.1
2019-11-12 17:00:00,,43.0,9.4,3.92,6.05,1.17,58.0
2019-11-12 18:00:00,,68.0,9.57,4.0,5.35,1.24,62.12
2019-11-12 19:00:00,14.5,75.5,10.2,7.17,4.88,1.57,44.5
2019-11-12 20:00:00,43.5,99.5,9.62,5.4,4.65,1.37,31.97
2019-11-12 21:00:00,24.75,103.5,9.9,5.03,4.4,1.92,22.62
2019-11-12 22:00:00,74.25,98.75,10.55,3.95,4.4,1.71,27.75
2019-11-12 23:00:00,,89.0,9.8,2.38,4.28,1.44,34.23
2019-11-13 00:00:00,,,10.27,1.57,4.12,1.34,35.73
2019-11-13 01:00:00,21.0,59.0,9.58,1.55,4.18,1.07,36.47
2019-11-13 02:00:00,28.0,57.25,9.0,1.27,3.88,1.1,32.12
2019-11-13 03:00:00,49.0,52.0,9.15,1.05,4.0,1.11,62.95
2019-11-13 04:00:00,33.0,48.0,9.03,0.9,4.95,1.12,30.88
2019-11-13 05:00:00,24.75,49.5,8.7,0.97,3.75,1.48,19.03
2019-11-13 06:00:00,,54.0,8.18,1.32,3.77,1.53,17.55
2019-11-13 07:00:00,2.0,71.0,8.07,1.62,4.25,1.35,13.25
2019-11-13 08:00:00,19.5,72.75,8.88,2.3,4.45,1.48,17.62
2019-11-13 09:00:00,72.0,78.0,9.6,2.92,4.57,1.74,31.23
2019-11-13 10:00:00,47.0,80.0,9.75,3.75,4.85,1.44,50.62
2019-11-13 11:00:00,47.5,74.25,10.02,4.35,5.7,0.74,48.73
2019-11-13 12:00:00,36.75,55.0,11.4,2.47,4.42,1.4,53.38
2019-11-13 13:00:00,,49.0,10.45,8.12,3.35,1.37,55.52
2019-11-13 14:00:00,31.0,39.0,9.85,2.28,4.43,1.44,59.45
2019-11-13 15:00:00,30.25,39.0,10.82,1.85,4.65,1.45,62.9
2019-11-13 16:00:00,27.75,40.75,11.15,2.38,4.5,1.59,58.77
2019-11-13 17:00:00,20.25,47.5,10.27,3.65,4.65,1.72,50.15
2019-11-13 18:00:00,14.25,56.5,10.35,5.53,4.55,2.37,33.45
2019-11-13 19:00:00,57.0,70.0,11.95,5.75,4.38,2.66,23.67
2019-11-13 20:00:00,95.0,111.0,12.45,7.38,4.25,2.63,14.95
2019-11-13 21:00:00,71.25,115.25,12.0,7.35,4.12,3.33,13.0
2019-11-13 22:00:00,,128.0,10.27,6.72,3.67,3.55,12.78
2019-11-13 23:00:00,66.25,108.25,10.0,6.8,3.47,5.0,13.25
2019-11-14 00:00:00,85.0,121.0,8.43,4.3,3.42,5.77,15.38
2019-11-14 01:00:00,51.25,95.0,8.8,3.08,3.33,4.56,15.07
2019-11-14 02:00:00,33.75,87.0,8.7,1.82,2.97,5.89,17.77
2019-11-14 03:00:00,19.25,60.0,8.35,1.67,2.92,6.03,48.83
2019-11-14 04:00:00,5.0,51.0,8.77,0.95,3.48,5.64,36.38
2019-11-14 05:00:00,15.0,30.0,9.07,0.72,2.52,4.5,25.15
2019-11-14 06:00:00,15.0,30.0,8.85,2.12,2.32,5.72,19.42
2019-11-14 07:00:00,39.0,51.0,9.18,2.4,2.65,6.07,17.17
2019-11-14 08:00:00,40.0,54.0,8.95,3.15,3.05,6.35,21.07
2019-11-14 09:00:00,38.5,63.25,9.03,4.5,3.3,6.79,34.85
2019-11-14 10:00:00,24.75,63.0,10.4,5.58,3.95,6.0,48.15
2019-11-14 11:00:00,27.5,55.25,10.9,5.97,4.85,0.79,26.8
