Date,Station,AQI
2015-03-25,site_1402,
2015-03-26,site_1400,
2015-03-26,site_1402,
2015-03-27,site_1400,
2015-03-27,site_1402,
2015-03-28,site_1400,
2015-03-28,site_1402,
2015-03-29,site_1400,
2015-03-29,site_1402,
2015-03-30,site_1400,
2015-03-30,site_1402,
2015-03-31,site_1400,
2015-03-31,site_1402,
2015-04-01,site_1400,
2015-04-01,site_1402,
2015-04-02,site_1400,
2015-04-02,site_1402,
2015-04-03,site_1400,
2015-04-03,site_1402,
2015-04-04,site_1400,
2015-04-04,site_1402,
2015-04-05,site_1400,
2015-04-05,site_1402,
2015-04-06,site_1400,
2015-04-06,site_1402,
2015-04-07,site_1400,
2015-04-07,site_1402,
2015-04-08,site_1400,
2015-04-08,site_1402,
2015-04-09,site_1400,
2015-04-09,site_1402,
2015-04-10,site_1400,
2015-04-10,site_1402,
2015-04-11,site_1400,
2015-04-11,site_1402,
2015-04-12,site_1400,
2015-04-12,site_1402,
2015-04-13,site_1400,
2015-04-13,site_1402,
2015-04-14,site_1400,
2015-04-14,site_1402,
2015-04-15,site_1400,
2015-04-15,site_1402,
2015-04-16,site_1400,
2015-04-16,site_1402,
2015-04-17,site_1400,
2015-04-17,site_1402,
2015-04-18,site_1400,
2015-04-18,site_1402,
2015-04-19,site_1400,
2015-04-19,site_1402,
2015-04-20,site_1400,
2015-04-20,site_1402,
2015-04-21,site_1400,
2015-04-21,site_1402,
2015-04-22,site_1400,
2015-04-22,site_1402,
2015-04-23,site_1400,
2015-04-23,site_1402,
2015-04-24,site_1400,
2015-04-24,site_1402,
2015-04-25,site_1400,
2015-04-25,site_1402,
2015-04-26,site_1400,
2015-04-26,site_1402,
2015-04-27,site_1400,
2015-04-27,site_1402,
2015-04-28,site_1400,
2015-04-28,site_1402,
2015-04-29,site_1400,
2015-04-29,site_1402,
2015-04-30,site_1400,
2015-04-30,site_1402,
2015-05-01,site_1400,
2015-05-01,site_1402,
2015-05-02,site_1400,
2015-05-02,site_1402,
2015-05-03,site_1400,
2015-05-03,site_1402,
2015-05-04,site_1400,
2015-05-04,site_1402,
2015-05-05,site_1400,
2015-05-05,site_1402,
2015-05-06,site_1400,
2015-05-06,site_1402,
2015-05-07,site_1400,
2015-05-07,site_1402,
2015-05-08,site_1400,
2015-05-08,site_1402,
2015-05-09,site_1400,
2015-05-09,site_1402,
2015-05-10,site_1400,
2015-05-10,site_1402,
2015-05-11,site_1400,
2015-05-11,site_1402,
2015-05-12,site_1400,
2015-05-12,site_1402,
2015-05-13,site_1400,
2015-05-13,site_1402,
2015-05-14,site_1400,
2015-05-14,site_1402,
2015-05-15,site_1400,
2015-05-15,site_1402,
2015-05-16,site_1400,
2015-05-16,site_1402,
2015-05-17,site_1400,
2015-05-17,site_1402,
2015-05-18,site_1400,
2015-05-18,site_1402,
2015-05-19,site_1400,
2015-05-19,site_1402,
2015-05-20,site_1400,
2015-05-20,site_1402,
2015-05-21,site_1400,
2015-05-21,site_1402,
2015-05-22,site_1400,
2015-05-22,site_1402,
2015-05-23,site_1400,
2015-05-23,site_1402,
2015-05-24,site_1400,
2015-05-24,site_1402,
2015-05-25,site_1400,
2015-05-25,site_1402,
2015-05-26,site_1400,
2015-05-26,site_1402,
2015-05-27,site_1400,
2015-05-27,site_1402,
2015-05-28,site_1400,
2015-05-28,site_1402,
2015-05-29,site_1400,
2015-05-29,site_1402,
2015-05-30,site_1400,
2015-05-30,site_1402,
2015-05-31,site_1400,
2015-05-31,site_1402,
2015-06-01,site_1400,
2015-06-01,site_1402,
2015-06-02,site_1400,
2015-06-02,site_1402,
2015-06-03,site_1400,
2015-06-03,site_1402,
2015-06-04,site_1400,
2015-06-04,site_1402,
2015-06-05,site_1400,
2015-06-05,site_1402,
2015-06-06,site_1400,
2015-06-06,site_1402,
2015-06-07,site_1400,
2015-06-07,site_1402,
2015-06-08,site_1400,
2015-06-08,site_1402,
2015-06-09,site_1400,
2015-06-09,site_1402,
2015-06-10,site_1400,
2015-06-10,site_1402,
2015-06-11,site_1400,
2015-06-11,site_1402,
2015-06-12,site_1400,
2015-06-12,site_1402,
2015-06-13,site_1400,
2015-06-13,site_1402,
2015-06-14,site_1400,
2015-06-14,site_1402,
2015-06-15,site_1400,
2015-06-15,site_1402,
2015-06-16,site_1400,
2015-06-16,site_1402,
2015-06-17,site_1400,
2015-06-17,site_1402,
2015-06-18,site_1400,
2015-06-18,site_1402,
2015-06-19,site_1400,
2015-06-19,site_1402,
2015-06-20,site_1400,
2015-06-20,site_1402,
2015-06-21,site_1400,
2015-06-21,site_1402,
2015-06-22,site_1400,
2015-06-22,site_1402,
2015-06-23,site_1400,
2015-06-23,site_1402,
2015-06-24,site_1400,
2015-06-24,site_1402,
2015-06-25,site_1400,
2015-06-25,site_1402,
2015-06-26,site_1400,
2015-06-26,site_1402,
2015-06-27,site_1400,
2015-06-27,site_1402,
2015-06-28,site_1400,
2015-06-28,site_1402,
2015-06-29,site_1400,
2015-06-29,site_1402,
2015-06-30,site_1400,
2015-06-30,site_1402,
2015-07-01,site_1400,
2015-07-01,site_1402,
2015-07-02,site_1400,
2015-07-02,site_1402,
2015-07-03,site_1400,
2015-07-03,site_1402,
2015-07-04,site_1400,
2015-07-04,site_1402,
2015-07-05,site_1400,
2015-07-05,site_1402,
2015-07-06,site_1400,
2015-07-06,site_1402,
2015-07-07,site_1400,
2015-07-07,site_1402,
2015-07-08,site_1400,
2015-07-08,site_1402,
2015-07-09,site_1400,
2015-07-09,site_1402,
2015-07-10,site_1400,
2015-07-10,site_1402,
2015-07-11,site_1400,
2015-07-11,site_1402,
2015-07-12,site_1400,
2015-07-12,site_1402,
2015-07-13,site_1400,
2015-07-13,site_1402,
2015-07-14,site_1400,
2015-07-14,site_1402,
2015-07-15,site_1400,
2015-07-15,site_1402,
2015-07-16,site_1400,
2015-07-16,site_1402,
2015-07-17,site_1400,
2015-07-17,site_1402,
2015-07-18,site_1400,
2015-07-18,site_1402,
2015-07-19,site_1400,
2015-07-19,site_1402,
2015-07-20,site_1400,
2015-07-20,site_1402,
2015-07-21,site_1400,
2015-07-21,site_1402,
2015-07-22,site_1400,
2015-07-22,site_1402,
2015-07-23,site_1400,
2015-07-23,site_1402,
2015-07-24,site_1400,
2015-07-24,site_1402,
2015-07-25,site_1400,
2015-07-25,site_1402,
2015-07-26,site_1400,
2015-07-26,site_1402,
2015-07-27,site_1400,
2015-07-27,site_1402,
2015-07-28,site_1400,
2015-07-28,site_1402,
2015-07-29,site_1400,
2015-07-29,site_1402,
2015-07-30,site_1400,
2015-07-30,site_1402,
2015-07-31,site_1400,
2015-07-31,site_1402,
2015-08-01,site_1400,
2015-08-01,site_1402,
2015-08-02,site_1400,
2015-08-02,site_1402,
2015-08-03,site_1400,
2015-08-03,site_1402,
2015-08-04,site_1400,
2015-08-04,site_1402,
2015-08-05,site_1400,
2015-08-05,site_1402,
2015-08-06,site_1400,
2015-08-06,site_1402,
2015-08-07,site_1400,
2015-08-07,site_1402,
2015-08-08,site_1400,
2015-08-08,site_1402,
2015-08-09,site_1400,
2015-08-09,site_1402,
2015-08-10,site_1400,
2015-08-10,site_1402,
2015-08-11,site_1400,
2015-08-11,site_1402,
2015-08-12,site_1400,
2015-08-12,site_1402,
2015-08-13,site_1400,
2015-08-13,site_1402,
2015-08-14,site_1400,
2015-08-14,site_1402,
2015-08-15,site_1400,
2015-08-15,site_1402,
2015-08-16,site_1400,
2015-08-16,site_1402,
2015-08-17,site_1400,
2015-08-17,site_1402,
2015-08-18,site_1400,
2015-08-18,site_1402,
2015-08-19,site_1400,
2015-08-19,site_1402,
2015-08-20,site_1400,
2015-08-20,site_1402,
2015-08-21,site_1400,
2015-08-21,site_1402,
2015-08-22,site_1400,
2015-08-22,site_1402,
2015-08-23,site_1400,
2015-08-23,site_1402,
2015-08-24,site_1400,
2015-08-24,site_1402,
2015-08-25,site_1400,
2015-08-25,site_1402,
2015-08-26,site_1400,
2015-08-26,site_1402,
2015-08-27,site_1400,
2015-08-27,site_1402,
2015-08-28,site_1400,
2015-08-28,site_1402,
2015-08-29,site_1400,
2015-08-29,site_1402,
2015-08-30,site_1400,
2015-08-30,site_1402,
2015-08-31,site_1400,
2015-08-31,site_1402,
2015-09-01,site_1400,
2015-09-01,site_1402,
2015-09-02,site_1400,
2015-09-02,site_1402,
2015-09-03,site_1400,
2015-09-03,site_1402,
2015-09-04,site_1400,
2015-09-04,site_1402,
2015-09-05,site_1400,
2015-09-05,site_1402,
2015-09-06,site_1400,
2015-09-06,site_1402,
2015-09-07,site_1400,
2015-09-07,site_1402,
2015-09-08,site_1400,
2015-09-08,site_1402,
2015-09-09,site_1400,
2015-09-09,site_1402,
2015-09-10,site_1400,
2015-09-10,site_1402,
2015-09-11,site_1400,
2015-09-11,site_1402,
2015-09-12,site_1400,
2015-09-12,site_1402,
2015-09-13,site_1400,
2015-09-13,site_1402,
2015-09-14,site_1400,
2015-09-14,site_1402,
2015-09-15,site_1400,
2015-09-15,site_1402,
2015-09-16,site_1400,
2015-09-16,site_1402,
2015-09-17,site_1400,
2015-09-17,site_1402,
2015-09-18,site_1400,
2015-09-18,site_1402,
2015-09-19,site_1400,
2015-09-19,site_1402,
2015-09-20,site_1400,
2015-09-20,site_1402,
2015-09-21,site_1400,
2015-09-21,site_1402,
2015-09-22,site_1400,
2015-09-22,site_1402,
2015-09-23,site_1400,
2015-09-23,site_1402,
2015-09-24,site_1400,
2015-09-24,site_1402,
2015-09-25,site_1400,
2015-09-25,site_1402,
2015-09-26,site_1400,
2015-09-26,site_1402,
2015-09-27,site_1400,
2015-09-27,site_1402,
2015-09-28,site_1400,
2015-09-28,site_1402,
2015-09-29,site_1400,
2015-09-29,site_1402,
2015-09-30,site_1400,
2015-09-30,site_1402,
2015-10-01,site_1400,
2015-10-01,site_1402,
2015-10-02,site_1400,
2015-10-02,site_1402,
2015-10-03,site_1400,
2015-10-03,site_1402,
2015-10-04,site_1400,
2015-10-04,site_1402,
2015-10-05,site_1400,
2015-10-05,site_1402,
2015-10-06,site_1400,
2015-10-06,site_1402,
2015-10-07,site_1400,
2015-10-07,site_1402,
2015-10-08,site_1400,
2015-10-08,site_1402,
2015-10-09,site_1400,
2015-10-09,site_1402,
2015-10-10,site_1400,
2015-10-10,site_1402,
2015-10-11,site_1400,
2015-10-11,site_1402,
2015-10-12,site_1400,
2015-10-12,site_1402,
2015-10-13,site_1400,
2015-10-13,site_1402,
2015-10-14,site_1400,
2015-10-14,site_1402,
2015-10-15,site_1400,
2015-10-15,site_1402,
2015-10-16,site_1400,
2015-10-16,site_1402,
2015-10-17,site_1400,
2015-10-17,site_1402,
2015-10-18,site_1400,
2015-10-18,site_1402,
2015-10-19,site_1400,
2015-10-19,site_1402,
2015-10-20,site_1400,
2015-10-20,site_1402,
2015-10-21,site_1400,
2015-10-21,site_1402,
2015-10-22,site_1400,
2015-10-22,site_1402,
2015-10-23,site_1400,
2015-10-23,site_1402,
2015-10-24,site_1400,
2015-10-24,site_1402,
2015-10-25,site_1400,
2015-10-25,site_1402,
2015-10-26,site_1400,
2015-10-26,site_1402,
2015-10-27,site_1400,
2015-10-27,site_1402,
2015-10-28,site_1400,
2015-10-28,site_1402,
2015-10-29,site_1400,
2015-10-29,site_1402,
2015-10-30,site_1400,
2015-10-30,site_1402,
2015-10-31,site_1400,
2015-10-31,site_1402,
2015-11-01,site_1400,
2015-11-01,site_1402,
2015-11-02,site_1400,
2015-11-02,site_1402,
2015-11-03,site_1400,
2015-11-03,site_1402,
2015-11-04,site_1400,
2015-11-04,site_1402,
2015-11-05,site_1400,
2015-11-05,site_1402,
2015-11-06,site_1400,
2015-11-06,site_1402,
2015-11-07,site_1400,
2015-11-07,site_1402,
2015-11-08,site_1400,
2015-11-08,site_1402,
2015-11-09,site_1400,
2015-11-09,site_1402,
2015-11-10,site_1400,
2015-11-10,site_1402,
2015-11-11,site_1400,
2015-11-11,site_1402,
2015-11-12,site_1400,
2015-11-12,site_1402,
2015-11-13,site_1400,
2015-11-13,site_1402,
2015-11-14,site_1400,
2015-11-14,site_1402,
2015-11-15,site_1400,
2015-11-15,site_1402,
2015-11-16,site_1400,
2015-11-16,site_1402,
2015-11-17,site_1400,
2015-11-17,site_1402,
2015-11-18,site_1400,
2015-11-18,site_1402,
2015-11-19,site_1400,
2015-11-19,site_1402,
2015-11-20,site_1400,
2015-11-20,site_1402,
2015-11-21,site_1400,
2015-11-21,site_1402,
2015-11-22,site_1400,
2015-11-22,site_1402,
2015-11-23,site_1400,
2015-11-23,site_1402,
2015-11-24,site_1400,
2015-11-24,site_1402,
2015-11-25,site_1400,
2015-11-25,site_1402,
2015-11-26,site_1400,
2015-11-26,site_1402,
2015-11-27,site_1400,
2015-11-27,site_1402,
2015-11-28,site_1400,
2015-11-28,site_1402,
2015-11-29,site_1400,
2015-11-29,site_1402,
2015-11-30,site_1400,
2015-11-30,site_1402,
2015-12-01,site_1400,
2015-12-01,site_1402,
2015-12-02,site_1400,
2015-12-02,site_1402,
2015-12-03,site_1400,
2015-12-03,site_1402,
2015-12-04,site_1400,
2015-12-04,site_1402,
2015-12-05,site_1400,
2015-12-05,site_1402,
2015-12-06,site_1400,
2015-12-06,site_1402,
2015-12-07,site_1400,
2015-12-07,site_1402,
2015-12-08,site_1400,
2015-12-08,site_1402,
2015-12-09,site_1400,
2015-12-09,site_1402,
2015-12-10,site_1400,
2015-12-10,site_1402,
2015-12-11,site_1400,
2015-12-11,site_1402,
2015-12-12,site_1400,
2015-12-12,site_1402,
2015-12-13,site_1400,
2015-12-13,site_1402,
2015-12-14,site_1400,
2015-12-14,site_1402,
2015-12-15,site_1400,
2015-12-15,site_1402,
2015-12-16,site_1400,
2015-12-16,site_1402,
2015-12-17,site_1400,
2015-12-17,site_1402,
2015-12-18,site_1400,
2015-12-18,site_1402,
2015-12-19,site_1400,
2015-12-19,site_1402,
2015-12-20,site_1400,
2015-12-20,site_1402,
2015-12-21,site_1400,
2015-12-21,site_1402,
2015-12-22,site_1400,
2015-12-22,site_1402,
2015-12-23,site_1400,
2015-12-23,site_1402,
2015-12-24,site_1400,
2015-12-24,site_1402,
2015-12-25,site_1400,
2015-12-25,site_1402,
2015-12-26,site_1400,
2015-12-26,site_1402,
2015-12-27,site_1400,
2015-12-27,site_1402,
2015-12-28,site_1400,
2015-12-28,site_1402,
2015-12-29,site_1400,
2015-12-29,site_1402,
2015-12-30,site_1400,
2015-12-30,site_1402,
2015-12-31,site_1400,
2015-12-31,site_1402,
2016-01-01,site_1400,
2016-01-01,site_1402,
2016-01-02,site_1400,
2016-01-02,site_1402,
2016-01-03,site_1400,
2016-01-03,site_1402,
2016-01-04,site_1400,
2016-01-04,site_1402,
2016-01-05,site_1400,
2016-01-05,site_1402,
2016-01-06,site_1400,
2016-01-06,site_1402,
2016-01-07,site_1400,
2016-01-07,site_1402,
2016-01-08,site_1400,
2016-01-08,site_1402,
2016-01-09,site_1400,
2016-01-09,site_1402,
2016-01-10,site_1400,
2016-01-10,site_1402,
2016-01-11,site_1400,
2016-01-11,site_1402,
2016-01-12,site_1400,
2016-01-12,site_1402,
2016-01-13,site_1400,
2016-01-13,site_1402,
2016-01-14,site_1400,
2016-01-14,site_1402,
2016-01-15,site_1400,
2016-01-15,site_1402,
2016-01-16,site_1400,
2016-01-16,site_1402,
2016-01-17,site_1400,
2016-01-17,site_1402,
2016-01-18,site_1400,
2016-01-18,site_1402,
2016-01-19,site_1400,
2016-01-19,site_1402,
2016-01-20,site_1400,
2016-01-20,site_1402,
2016-01-21,site_1400,
2016-01-21,site_1402,
2016-01-22,site_1400,
2016-01-22,site_1402,
2016-01-23,site_1400,
2016-01-23,site_1402,
2016-01-24,site_1400,
2016-01-24,site_1402,
2016-01-25,site_1400,
2016-01-25,site_1402,
2016-01-26,site_1400,
2016-01-26,site_1402,
2016-01-27,site_1400,
2016-01-27,site_1402,
2016-01-28,site_1400,
2016-01-28,site_1402,
2016-01-29,site_1400,
2016-01-29,site_1402,
2016-01-30,site_1400,
2016-01-30,site_1402,
2016-01-31,site_1400,
2016-01-31,site_1402,
2016-02-01,site_1400,
2016-02-01,site_1402,
2016-02-02,site_1400,
2016-02-02,site_1402,
2016-02-03,site_1400,
2016-02-03,site_1402,
2016-02-04,site_1400,
2016-02-04,site_1402,
2016-02-05,site_1400,
2016-02-05,site_1402,
2016-02-06,site_1400,
2016-02-06,site_1402,
2016-02-07,site_1400,
2016-02-07,site_1402,
2016-02-08,site_1400,
2016-02-08,site_1402,
2016-02-09,site_1400,
2016-02-09,site_1402,
2016-02-10,site_1400,
2016-02-10,site_1402,
2016-02-11,site_1400,
2016-02-11,site_1402,
2016-02-12,site_1400,
2016-02-12,site_1402,
2016-02-13,site_1400,
2016-02-13,site_1402,
2016-02-14,site_1400,
2016-02-14,site_1402,
2016-02-15,site_1400,
2016-02-15,site_1402,
2016-02-16,site_1400,
2016-02-16,site_1402,
2016-02-17,site_1400,
2016-02-17,site_1402,
2016-02-18,site_1400,
2016-02-18,site_1402,
2016-02-19,site_1400,
2016-02-19,site_1402,
2016-02-20,site_1400,
2016-02-20,site_1402,
2016-02-21,site_1400,
2016-02-21,site_1402,
2016-02-22,site_1400,
2016-02-22,site_1402,
2016-02-23,site_1400,
2016-02-23,site_1402,
2016-02-24,site_1400,
2016-02-24,site_1402,
2016-02-25,site_1400,
2016-02-25,site_1402,
2016-02-26,site_1400,
2016-02-26,site_1402,
2016-02-27,site_1400,
2016-02-27,site_1402,
2016-02-28,site_1400,
2016-02-28,site_1402,
2016-02-29,site_1400,
2016-02-29,site_1402,
2016-03-01,site_1400,
2016-03-01,site_1402,
2016-03-02,site_1400,
2016-03-02,site_1402,
2016-03-03,site_1400,
2016-03-03,site_1402,
2016-03-04,site_1400,
2016-03-04,site_1402,
2016-03-05,site_1400,
2016-03-05,site_1402,
2016-03-06,site_1400,
2016-03-06,site_1402,
2016-03-07,site_1400,
2016-03-07,site_1402,
2016-03-08,site_1400,
2016-03-08,site_1402,
2016-03-09,site_1400,
2016-03-09,site_1402,
2016-03-10,site_1400,
2016-03-10,site_1402,
2016-03-11,site_1400,
2016-03-11,site_1402,
2016-03-12,site_1400,
2016-03-12,site_1402,
2016-03-13,site_1400,
2016-03-13,site_1402,
2016-03-14,site_1400,
2016-03-14,site_1402,
2016-03-15,site_1400,
2016-03-15,site_1402,
2016-03-16,site_1400,
2016-03-16,site_1402,
2016-03-17,site_1400,
2016-03-17,site_1402,
2016-03-18,site_1400,
2016-03-18,site_1402,
2016-03-19,site_1400,
2016-03-19,site_1402,
2016-03-20,site_1400,
2016-03-20,site_1402,
2016-03-21,site_1400,
2016-03-21,site_1402,
2016-03-22,site_1400,
2016-03-22,site_1402,
2016-03-23,site_1400,
2016-03-23,site_1402,
2016-03-24,site_1400,
2016-03-24,site_1402,
2016-03-25,site_1400,
2016-03-25,site_1402,
2016-03-26,site_1400,
2016-03-26,site_1402,
2016-03-27,site_1400,
2016-03-27,site_1402,
2016-03-28,site_1400,
2016-03-28,site_1402,
2016-03-29,site_1400,
2016-03-29,site_1402,
2016-03-30,site_1400,
2016-03-30,site_1402,
2016-03-31,site_1400,
2016-03-31,site_1402,
2016-04-01,site_1400,
2016-04-01,site_1402,
2016-04-02,site_1400,
2016-04-02,site_1402,
2016-04-03,site_1400,
2016-04-03,site_1402,
2016-04-04,site_1400,
2016-04-04,site_1402,
2016-04-05,site_1400,
2016-04-05,site_1402,
2016-04-06,site_1400,
2016-04-06,site_1402,
2016-04-07,site_1400,
2016-04-07,site_1402,
2016-04-08,site_1400,
2016-04-08,site_1402,
2016-04-09,site_1400,
2016-04-09,site_1402,
2016-04-10,site_1400,
2016-04-10,site_1402,
2016-04-11,site_1400,
2016-04-11,site_1402,
2016-04-12,site_1400,
2016-04-12,site_1402,
2016-04-13,site_1400,
2016-04-13,site_1402,
2016-04-14,site_1400,
2016-04-14,site_1402,
2016-04-15,site_1400,
2016-04-15,site_1402,
2016-04-16,site_1400,
2016-04-16,site_1402,
2016-04-17,site_1400,
2016-04-17,site_1402,
2016-04-18,site_1400,
2016-04-18,site_1402,
2016-04-19,site_1400,
2016-04-19,site_1402,
2016-04-20,site_1400,
2016-04-20,site_1402,
2016-04-21,site_1400,
2016-04-21,site_1402,
2016-04-22,site_1400,
2016-04-22,site_1402,
2016-04-23,site_1400,
2016-04-23,site_1402,
2016-04-24,site_1400,
2016-04-24,site_1402,
2016-04-25,site_1400,
2016-04-25,site_1402,
2016-04-26,site_1400,
2016-04-26,site_1402,
2016-04-27,site_1400,
2016-04-27,site_1402,
2016-04-28,site_1400,
2016-04-28,site_1402,
2016-04-29,site_1400,
2016-04-29,site_1402,
2016-04-30,site_1400,
2016-04-30,site_1402,
2016-05-01,site_1400,
2016-05-01,site_1402,
2016-05-02,site_1400,
2016-05-02,site_1402,
2016-05-03,site_1400,
2016-05-03,site_1402,
2016-05-04,site_1400,
2016-05-04,site_1402,
2016-05-05,site_1400,
2016-05-05,site_1402,
2016-05-06,site_1400,
2016-05-06,site_1402,
2016-05-07,site_1400,
2016-05-07,site_1402,
2016-05-08,site_1400,
2016-05-08,site_1402,
2016-05-09,site_1400,
2016-05-09,site_1402,
2016-05-10,site_1400,
2016-05-10,site_1402,
2016-05-11,site_1400,
2016-05-11,site_1402,
2016-05-12,site_1400,
2016-05-12,site_1402,
2016-05-13,site_1400,
2016-05-13,site_1402,
2016-05-14,site_1400,
2016-05-14,site_1402,
2016-05-15,site_1400,
2016-05-15,site_1402,
2016-05-16,site_1400,
2016-05-16,site_1402,
2016-05-17,site_1400,
2016-05-17,site_1402,
2016-05-18,site_1400,
2016-05-18,site_1402,
2016-05-19,site_1400,
2016-05-19,site_1402,
2016-05-20,site_1400,
2016-05-20,site_1402,
2016-05-21,site_1400,
2016-05-21,site_1402,
2016-05-22,site_1400,
2016-05-22,site_1402,
2016-05-23,site_1400,
2016-05-23,site_1402,
2016-05-24,site_1400,
2016-05-24,site_1402,
2016-05-25,site_1400,
2016-05-25,site_1402,
2016-05-26,site_1400,
2016-05-26,site_1402,
2016-05-27,site_1400,
2016-05-27,site_1402,
2016-05-28,site_1400,
2016-05-28,site_1402,
2016-05-29,site_1400,
2016-05-29,site_1402,
2016-05-30,site_1400,
2016-05-30,site_1402,
2016-05-31,site_1400,
2016-05-31,site_1402,
2016-06-01,site_1400,
2016-06-01,site_1402,
2016-06-02,site_1400,
2016-06-02,site_1402,
2016-06-03,site_1400,
2016-06-03,site_1402,
2016-06-04,site_1400,
2016-06-04,site_1402,
2016-06-05,site_1400,
2016-06-05,site_1402,
2016-06-06,site_1400,
2016-06-06,site_1402,
2016-06-07,site_1400,
2016-06-07,site_1402,
2016-06-08,site_1400,
2016-06-08,site_1402,
2016-06-09,site_1400,
2016-06-09,site_1402,
2016-06-10,site_1400,
2016-06-10,site_1402,
2016-06-11,site_1400,
2016-06-11,site_1402,
2016-06-12,site_1400,
2016-06-12,site_1402,
2016-06-13,site_1400,
2016-06-13,site_1402,
2016-06-14,site_1400,
2016-06-14,site_1402,
2016-06-15,site_1400,
2016-06-15,site_1402,
2016-06-16,site_1400,
2016-06-16,site_1402,
2016-06-17,site_1400,
2016-06-17,site_1402,
2016-06-18,site_1400,
2016-06-18,site_1402,
2016-06-19,site_1400,
2016-06-19,site_1402,
2016-06-20,site_1400,
2016-06-20,site_1402,
2016-06-21,site_1400,
