Datetime,PM2.5 (ug/m3),PM10 (ug/m3),CO (mg/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),Ozone (ug/m3)
2020-02-07 03:00:00,292.35,,0.48,,,6.79,
2020-02-07 04:00:00,279.45,,0.29,,,4.43,
2020-02-07 05:00:00,238.88,,0.44,,,4.8,
2020-02-07 06:00:00,224.32,,0.42,,,1.9,
2020-02-07 07:00:00,223.82,,0.3,,,3.83,
2020-02-07 08:00:00,232.55,,0.22,,,0.21,
2020-02-07 09:00:00,227.0,,0.64,,,5.67,
2020-02-07 10:00:00,223.65,,0.66,,,4.07,
2020-02-07 11:00:00,209.27,,0.17,,,1.35,
2020-02-07 12:00:00,165.32,,0.15,,,2.26,
2020-02-07 13:00:00,108.8,,0.54,7.75,17.42,4.05,
2020-02-07 14:00:00,73.65,,0.4,27.34,24.85,0.39,
2020-02-07 15:00:00,89.35,,0.46,36.12,22.89,4.01,
2020-02-07 16:00:00,67.88,,0.55,38.17,25.09,0.88,
2020-02-07 17:00:00,61.05,,0.29,35.66,21.21,1.21,
2020-02-07 18:00:00,50.03,,0.7,32.46,18.14,0.12,
2020-02-07 19:00:00,79.95,,0.6,35.28,20.39,6.91,
2020-02-07 20:00:00,124.12,,0.97,36.86,21.59,5.92,
2020-02-07 21:00:00,160.55,,0.87,35.81,21.06,13.11,
2020-02-07 22:00:00,202.72,,1.33,36.45,21.3,1.13,
2020-02-07 23:00:00,208.17,,0.04,36.59,21.24,5.99,
2020-02-08 00:00:00,185.85,,0.0,37.31,22.98,3.99,
2020-02-08 01:00:00,177.5,,0.54,34.7,20.87,,
2020-02-08 02:00:00,174.32,,0.61,35.71,21.03,,
2020-02-08 03:00:00,180.45,,0.46,37.46,23.01,9.03,
2020-02-08 04:00:00,192.3,,0.24,39.06,23.81,7.89,
2020-02-08 05:00:00,193.18,,0.2,40.28,26.28,8.16,
2020-02-08 06:00:00,183.18,,2.24,37.34,23.26,12.36,
2020-02-08 07:00:00,194.97,,0.35,35.02,21.42,4.7,
2020-02-08 08:00:00,220.9,,0.67,35.66,20.96,0.33,
2020-02-08 09:00:00,262.27,,0.42,36.66,22.81,4.88,
2020-02-08 10:00:00,237.35,,0.47,37.43,22.44,10.46,
2020-02-08 11:00:00,227.23,,0.53,33.33,19.78,8.78,
2020-02-08 12:00:00,199.38,,0.0,34.75,22.19,12.28,
2020-02-08 13:00:00,176.0,,,34.66,22.66,4.01,
2020-02-08 14:00:00,142.4,,0.96,32.37,21.69,5.86,
2020-02-08 15:00:00,148.23,,0.24,,,3.99,
2020-02-08 16:00:00,122.7,,0.25,,,0.2,
2020-02-08 17:00:00,111.45,,0.08,87.0,19.72,2.24,
2020-02-08 18:00:00,109.22,,0.22,74.62,0.51,3.66,
2020-02-08 19:00:00,179.62,,0.33,99.59,2.02,3.29,
2020-02-08 20:00:00,372.33,,0.66,110.89,4.54,1.06,
2020-02-08 21:00:00,255.73,,0.3,137.62,8.66,8.73,
2020-02-08 22:00:00,254.72,,1.53,263.79,27.32,14.22,
2020-02-08 23:00:00,279.77,,1.5,225.06,21.81,7.68,
2020-02-09 00:00:00,293.1,,0.0,135.19,8.86,27.29,
2020-02-09 01:00:00,209.93,,0.09,111.75,5.25,12.42,
2020-02-09 02:00:00,228.0,,3.49,123.39,6.78,3.2,
2020-02-09 03:00:00,222.25,,1.83,129.07,7.35,2.08,
2020-02-09 04:00:00,210.62,,1.3,132.84,8.3,1.19,
2020-02-09 05:00:00,204.05,,0.07,121.97,6.21,2.93,
2020-02-09 06:00:00,190.7,,0.08,96.8,3.41,0.03,
2020-02-09 07:00:00,172.75,,0.04,95.79,2.78,1.76,
2020-02-09 08:00:00,165.18,,0.06,111.7,5.1,0.01,
2020-02-09 09:00:00,180.12,,0.56,108.28,4.61,7.37,
2020-02-09 10:00:00,187.43,,0.35,101.36,3.51,7.9,
2020-02-09 11:00:00,168.45,,0.0,97.05,3.17,0.16,
2020-02-09 12:00:00,128.35,,0.45,89.76,2.39,2.4,
2020-02-09 13:00:00,95.7,,1.8,86.28,2.1,2.31,
2020-02-09 14:00:00,77.85,,0.72,99.97,3.34,3.98,
2020-02-09 15:00:00,57.83,,0.47,100.3,3.61,4.8,
2020-02-09 16:00:00,44.65,,1.36,90.28,1.82,11.47,
2020-02-09 17:00:00,51.17,,0.05,65.59,1.55,0.76,
2020-02-09 18:00:00,97.8,,0.0,111.53,5.19,2.75,
2020-02-09 19:00:00,208.8,,1.54,126.32,6.18,5.95,
2020-02-09 20:00:00,253.18,,0.74,165.1,12.1,12.0,
2020-02-09 21:00:00,263.93,,1.4,190.56,15.86,8.61,
2020-02-09 22:00:00,294.43,,0.92,157.82,11.59,16.87,
2020-02-09 23:00:00,258.3,,0.88,193.25,17.04,9.58,
2020-02-10 00:00:00,238.3,,0.1,181.77,15.58,16.21,
2020-02-10 01:00:00,223.75,,1.05,131.93,8.48,4.27,
2020-02-10 02:00:00,224.22,,0.62,120.2,6.79,2.12,
2020-02-10 03:00:00,222.47,,0.93,98.24,3.56,6.12,
2020-02-10 04:00:00,213.75,,1.24,104.64,3.81,5.49,
2020-02-10 05:00:00,188.48,,1.22,111.12,4.57,2.19,
2020-02-10 06:00:00,166.05,,1.65,104.37,3.51,0.86,
2020-02-10 07:00:00,178.38,,0.97,106.17,3.6,4.35,
2020-02-10 08:00:00,202.15,,1.11,110.58,4.5,0.82,
2020-02-10 09:00:00,220.55,,1.0,110.58,4.52,0.58,
2020-02-10 10:00:00,218.5,,0.99,105.89,3.61,1.64,
2020-02-10 11:00:00,188.8,,0.44,98.36,4.46,0.7,
2020-02-10 12:00:00,185.07,,0.0,,,,
2020-02-10 13:00:00,150.88,,1.38,,,6.23,
2020-02-10 14:00:00,118.08,,1.53,,,6.73,
2020-02-10 15:00:00,98.53,,1.11,128.33,66.3,4.88,
2020-02-10 16:00:00,93.4,,1.07,159.92,4.16,3.19,
2020-02-10 17:00:00,92.22,,0.99,29.84,5.07,1.6,
2020-02-10 18:00:00,75.9,,1.29,52.73,6.24,5.28,
2020-02-10 19:00:00,89.78,,1.32,89.86,9.97,11.16,
2020-02-10 20:00:00,94.47,,2.67,119.15,13.74,11.3,
2020-02-10 21:00:00,97.55,,1.05,108.82,12.58,6.07,
2020-02-10 22:00:00,126.57,,0.57,107.05,12.15,12.09,
2020-02-10 23:00:00,176.43,,0.91,151.92,18.19,,
2020-02-11 00:00:00,188.45,,0.48,183.62,22.5,,
2020-02-11 01:00:00,193.15,,0.69,145.55,17.96,8.47,
2020-02-11 02:00:00,230.9,,0.49,80.44,8.99,12.98,
2020-02-11 03:00:00,216.82,,0.97,78.34,8.5,13.91,
2020-02-11 04:00:00,216.65,,1.15,100.77,10.15,0.74,
2020-02-11 05:00:00,209.8,,0.99,86.69,9.31,11.72,
2020-02-11 06:00:00,189.25,,1.16,88.38,9.75,8.63,
2020-02-11 07:00:00,188.55,,0.91,88.21,9.67,6.8,
2020-02-11 08:00:00,216.8,,0.98,116.17,13.46,4.76,
2020-02-11 09:00:00,248.22,,1.09,102.0,11.59,6.8,
2020-02-11 10:00:00,228.02,,1.0,101.87,11.36,7.82,
2020-02-11 11:00:00,208.95,,0.59,74.39,8.06,3.06,
2020-02-11 12:00:00,164.1,,2.3,52.94,5.42,1.98,
2020-02-11 13:00:00,137.2,,1.02,52.86,5.29,6.44,
2020-02-11 14:00:00,115.25,,0.91,55.19,4.78,6.53,
2020-02-11 15:00:00,89.48,,1.12,46.17,4.32,6.38,
2020-02-11 16:00:00,87.47,,1.17,47.51,4.5,7.74,
2020-02-11 17:00:00,83.83,,1.05,49.12,4.8,3.99,
2020-02-11 18:00:00,75.7,,0.63,56.04,5.68,2.44,
2020-02-11 19:00:00,101.92,,1.44,87.91,9.46,4.6,
2020-02-11 20:00:00,126.35,,1.47,141.16,16.34,2.53,
2020-02-11 21:00:00,129.45,,1.64,167.69,19.6,4.8,
2020-02-11 22:00:00,151.12,,1.69,194.12,21.21,8.48,
2020-02-11 23:00:00,166.32,,0.69,203.95,24.12,6.13,
2020-02-12 00:00:00,195.65,,0.08,183.59,22.46,4.42,
2020-02-12 01:00:00,137.57,,0.86,106.31,11.88,7.71,
2020-02-12 02:00:00,113.12,,0.93,80.16,8.14,10.91,
2020-02-12 03:00:00,106.6,,0.89,77.37,7.6,5.89,
2020-02-12 04:00:00,108.43,,1.01,76.26,7.35,3.99,
2020-02-12 05:00:00,96.97,,1.16,76.98,7.35,5.45,
2020-02-12 06:00:00,95.38,,1.5,97.66,9.71,6.81,
2020-02-12 07:00:00,87.72,,0.84,93.3,9.41,4.28,
2020-02-12 08:00:00,93.47,,1.0,97.56,9.76,4.93,
2020-02-12 09:00:00,124.28,,1.12,103.64,10.62,4.76,
2020-02-12 10:00:00,141.78,,1.08,102.33,10.33,7.55,
2020-02-12 11:00:00,138.18,,1.1,93.98,8.52,19.9,
2020-02-12 12:00:00,155.08,,0.15,82.24,6.54,6.66,
2020-02-12 13:00:00,158.57,,0.71,61.28,5.37,7.84,
2020-02-12 14:00:00,129.18,,0.47,60.25,5.36,7.26,
2020-02-12 15:00:00,93.0,,1.09,60.48,5.44,5.59,
2020-02-12 16:00:00,79.05,,1.05,58.69,5.23,2.39,
2020-02-12 17:00:00,94.58,,1.09,58.3,5.06,7.26,
2020-02-12 18:00:00,96.05,,0.84,68.48,6.13,7.57,
2020-02-12 19:00:00,97.4,,1.16,117.25,9.19,12.23,
2020-02-12 20:00:00,130.1,,1.5,176.57,13.2,,
2020-02-12 21:00:00,186.05,,1.12,128.75,11.25,16.9,
2020-02-12 22:00:00,188.8,,1.01,116.75,11.32,33.47,
2020-02-12 23:00:00,139.07,,0.81,121.08,11.98,10.52,
2020-02-13 00:00:00,110.4,,0.57,102.25,9.61,2.58,
2020-02-13 01:00:00,127.2,,1.19,126.47,12.62,4.45,
2020-02-13 02:00:00,129.43,,1.25,119.48,11.86,1.15,
2020-02-13 03:00:00,106.4,,1.1,105.04,10.07,6.6,
2020-02-13 04:00:00,92.17,,0.8,81.76,7.2,7.53,
2020-02-13 05:00:00,103.3,,1.01,79.2,6.75,7.82,
2020-02-13 06:00:00,67.88,,0.9,83.07,7.06,2.93,
2020-02-13 07:00:00,77.55,,0.78,82.95,7.28,2.09,
2020-02-13 08:00:00,77.22,,0.89,92.66,8.35,0.49,
2020-02-13 09:00:00,78.45,,1.02,94.69,8.54,6.04,
2020-02-13 10:00:00,86.15,,0.88,73.48,6.08,7.87,
2020-02-13 11:00:00,76.0,,0.84,68.76,5.02,5.64,
2020-02-13 12:00:00,91.75,,0.81,60.2,5.03,3.91,
2020-02-13 13:00:00,109.7,,1.15,289.04,0.11,5.71,
2020-02-13 14:00:00,140.68,,1.21,,138.2,3.38,
2020-02-13 15:00:00,148.05,,1.2,,,5.44,
2020-02-13 16:00:00,131.27,,1.23,16.73,0.01,3.65,
2020-02-13 17:00:00,118.55,,0.84,12.92,0.2,5.04,
2020-02-13 18:00:00,105.45,,0.85,18.25,0.85,6.11,
2020-02-13 19:00:00,123.73,,0.96,28.22,3.71,12.95,
2020-02-13 20:00:00,147.82,,1.86,46.86,9.33,9.55,
2020-02-13 21:00:00,159.55,,0.91,31.8,4.76,6.03,
2020-02-13 22:00:00,137.9,,0.87,31.25,4.69,11.43,
2020-02-13 23:00:00,126.6,,1.18,29.28,4.15,3.67,
2020-02-14 00:00:00,114.6,,0.9,21.26,1.57,1.73,
2020-02-14 01:00:00,77.2,,1.05,17.29,0.4,5.92,
2020-02-14 02:00:00,61.78,,0.98,13.52,,4.23,
2020-02-14 03:00:00,65.25,,0.77,14.21,,5.17,
2020-02-14 04:00:00,69.58,,0.82,13.22,,3.96,
2020-02-14 05:00:00,54.88,,1.14,14.55,0.02,3.71,
2020-02-14 06:00:00,56.67,,1.18,20.03,1.37,2.79,
2020-02-14 07:00:00,67.05,,1.1,24.15,2.6,1.56,
2020-02-14 08:00:00,65.58,,1.5,17.34,0.59,1.48,
2020-02-14 09:00:00,67.28,,0.77,17.16,0.62,7.44,
2020-02-14 10:00:00,72.85,,0.51,17.12,0.51,10.33,
2020-02-14 11:00:00,77.1,,0.98,30.32,0.39,4.39,
2020-02-14 12:00:00,79.35,,0.96,32.39,0.07,5.88,
2020-02-14 13:00:00,81.72,,0.98,30.67,,5.87,
2020-02-14 14:00:00,72.3,,0.98,28.4,,3.41,
2020-02-14 15:00:00,54.12,,1.03,27.48,,5.97,
2020-02-14 16:00:00,60.62,,1.1,26.79,,5.38,
2020-02-14 17:00:00,48.05,,1.06,26.43,,5.5,
2020-02-14 18:00:00,54.8,,1.18,29.57,0.32,8.68,
2020-02-14 19:00:00,70.05,,0.91,34.77,1.02,1.65,
2020-02-14 20:00:00,77.25,,0.65,36.72,1.87,7.98,
2020-02-14 21:00:00,95.0,,1.03,37.5,2.05,5.79,
2020-02-14 22:00:00,117.62,,0.92,44.08,3.72,7.36,
2020-02-14 23:00:00,111.85,,1.09,42.81,3.42,4.53,
2020-02-15 00:00:00,100.2,,1.03,39.91,2.74,0.89,
2020-02-15 01:00:00,99.2,,1.22,33.52,0.98,5.99,
2020-02-15 02:00:00,80.78,,1.25,35.09,1.44,2.28,
2020-02-15 03:00:00,75.95,,1.21,40.61,3.03,7.93,
2020-02-15 04:00:00,78.12,,0.87,32.23,0.99,8.19,
2020-02-15 05:00:00,79.5,,1.04,35.6,1.69,4.63,
2020-02-15 06:00:00,79.72,,0.97,37.99,2.11,4.82,
2020-02-15 07:00:00,63.73,,1.18,34.77,1.29,5.04,
2020-02-15 08:00:00,78.5,,1.27,38.49,2.37,8.99,
2020-02-15 09:00:00,116.58,,1.08,35.94,1.53,10.07,
2020-02-15 10:00:00,121.75,,0.93,33.38,0.82,11.49,
2020-02-15 11:00:00,102.32,,0.83,27.76,,5.66,
2020-02-15 12:00:00,88.22,,0.81,24.97,,3.09,
2020-02-15 13:00:00,91.18,,0.71,23.16,,0.85,
2020-02-15 14:00:00,87.45,,0.72,22.9,,2.28,
2020-02-15 15:00:00,77.05,,0.98,22.95,,10.11,
2020-02-15 16:00:00,72.32,,1.03,23.08,,8.49,
2020-02-15 17:00:00,71.12,,1.03,22.37,,11.61,
2020-02-15 18:00:00,72.03,,1.17,30.3,0.41,21.79,
2020-02-15 19:00:00,91.3,,1.29,43.55,3.38,3.59,
2020-02-15 20:00:00,102.55,,1.33,49.91,5.15,4.58,
2020-02-15 21:00:00,121.47,,0.91,54.82,6.63,,
2020-02-15 22:00:00,131.05,,1.12,58.68,7.24,,
2020-02-15 23:00:00,157.88,,1.25,79.81,13.26,22.69,
2020-02-16 00:00:00,172.4,,1.22,80.48,12.89,19.61,
2020-02-16 01:00:00,171.2,,0.93,71.65,11.66,7.63,
2020-02-16 02:00:00,185.68,,0.64,55.87,6.79,5.67,
2020-02-16 03:00:00,178.12,,0.83,40.75,2.81,2.15,
2020-02-16 04:00:00,132.85,,1.2,46.32,3.5,1.71,
2020-02-16 05:00:00,126.53,,1.41,54.85,4.64,3.95,
2020-02-16 06:00:00,124.65,,2.02,62.49,7.58,2.56,
2020-02-16 07:00:00,122.55,,1.01,50.9,4.9,0.85,
2020-02-16 08:00:00,160.95,,1.17,53.77,3.29,,
2020-02-16 09:00:00,195.2,,1.04,47.59,2.95,3.59,
2020-02-16 10:00:00,198.15,,1.24,43.83,2.21,8.67,
2020-02-16 11:00:00,163.68,,1.19,46.77,2.81,4.28,
2020-02-16 12:00:00,153.62,,1.49,46.35,2.43,4.29,
2020-02-16 13:00:00,140.85,,0.66,15.37,0.66,0.74,
2020-02-16 14:00:00,155.5,,0.0,29.98,,,
2020-02-16 15:00:00,147.27,,0.82,27.44,,7.04,
2020-02-16 16:00:00,136.7,,0.47,24.8,,3.27,
2020-02-16 17:00:00,138.5,,1.05,27.32,,8.8,
2020-02-16 18:00:00,161.32,,0.94,33.18,0.01,9.58,
2020-02-16 19:00:00,164.07,,1.25,40.2,1.13,2.57,
2020-02-16 20:00:00,182.55,,2.13,68.37,7.96,2.78,
2020-02-16 21:00:00,218.5,,1.36,97.34,16.47,7.36,
2020-02-16 22:00:00,275.95,,1.76,93.53,16.4,13.68,
2020-02-16 23:00:00,280.12,,1.11,122.32,24.5,12.42,
2020-02-17 00:00:00,289.8,,1.09,96.64,18.88,20.1,
2020-02-17 01:00:00,233.6,,0.91,66.19,8.42,4.18,
2020-02-17 02:00:00,210.25,,0.52,63.1,7.75,3.51,
2020-02-17 03:00:00,179.65,,0.91,55.99,5.58,3.57,
2020-02-17 04:00:00,147.57,,0.74,47.64,3.35,4.9,
2020-02-17 05:00:00,128.4,,1.18,47.63,2.43,7.25,
2020-02-17 06:00:00,96.62,,1.99,51.27,3.17,5.37,
2020-02-17 07:00:00,98.15,,1.19,49.98,2.74,4.78,
2020-02-17 08:00:00,102.42,,1.54,52.69,3.25,0.52,
2020-02-17 09:00:00,123.4,,1.05,54.84,3.61,6.37,
2020-02-17 10:00:00,115.67,,1.18,55.8,3.86,6.71,
2020-02-17 11:00:00,138.85,,0.92,38.35,3.43,2.33,
2020-02-17 12:00:00,,,,45.6,2.6,,
2020-02-17 13:00:00,46.75,,1.13,39.41,0.4,3.0,
2020-02-17 14:00:00,82.55,,0.58,30.88,,3.96,
2020-02-17 15:00:00,62.2,,1.14,31.23,,5.99,
2020-02-17 16:00:00,62.05,,1.08,33.48,,5.05,
2020-02-17 17:00:00,79.53,,1.21,32.86,,1.96,
2020-02-17 18:00:00,73.47,,1.11,29.98,,0.03,
2020-02-17 19:00:00,70.25,,1.16,37.83,1.35,4.07,
2020-02-17 20:00:00,103.7,,1.46,65.95,7.46,18.3,
2020-02-17 21:00:00,119.55,,0.87,71.43,9.41,3.55,
2020-02-17 22:00:00,108.25,,0.53,62.24,7.5,1.11,
2020-02-17 23:00:00,103.45,,0.85,55.34,5.49,6.19,
2020-02-18 00:00:00,104.95,,0.56,43.7,2.71,4.55,
2020-02-18 01:00:00,108.6,,1.06,40.3,1.49,3.33,
2020-02-18 02:00:00,108.83,,1.08,39.9,1.61,0.84,
2020-02-18 03:00:00,99.65,,0.93,33.72,0.21,2.33,
2020-02-18 04:00:00,88.55,,0.89,33.09,0.05,2.36,
2020-02-18 05:00:00,87.03,,1.01,43.75,2.62,0.24,
2020-02-18 06:00:00,90.38,,0.96,46.5,3.69,2.85,
2020-02-18 07:00:00,132.45,,0.91,43.18,2.75,2.95,
2020-02-18 08:00:00,171.32,,0.78,36.73,1.04,0.37,
2020-02-18 09:00:00,167.15,,1.16,36.06,0.65,1.44,
2020-02-18 10:00:00,153.72,,1.07,37.3,1.09,4.93,
2020-02-18 11:00:00,136.47,,1.01,35.6,0.59,0.67,
2020-02-18 12:00:00,120.85,,1.07,33.89,0.06,2.03,
2020-02-18 13:00:00,119.15,,0.86,32.52,0.07,1.9,
2020-02-18 14:00:00,117.83,,0.72,30.59,,0.32,
2020-02-18 15:00:00,116.5,,0.87,28.72,,6.56,
2020-02-18 16:00:00,113.32,,0.75,28.06,,4.32,
2020-02-18 17:00:00,107.15,,0.94,29.08,,11.01,
2020-02-18 18:00:00,91.23,,1.59,37.4,0.88,14.23,
2020-02-18 19:00:00,77.12,,1.47,47.88,3.23,11.67,
2020-02-18 20:00:00,81.43,,2.55,46.04,3.61,13.04,
2020-02-18 21:00:00,110.25,,2.66,45.01,4.1,,
2020-02-18 22:00:00,143.68,,0.0,48.73,4.54,,
2020-02-18 23:00:00,153.1,,1.55,59.65,7.26,7.82,
2020-02-19 00:00:00,155.02,,1.8,68.97,9.87,2.8,
2020-02-19 01:00:00,161.4,,0.93,67.4,9.98,4.03,
2020-02-19 02:00:00,140.68,,0.68,73.14,9.01,6.96,
2020-02-19 03:00:00,137.22,,0.86,74.19,11.32,5.7,
2020-02-19 04:00:00,142.97,,0.58,51.95,5.66,6.99,
2020-02-19 05:00:00,128.9,,1.14,66.75,9.24,9.71,
2020-02-19 06:00:00,119.28,,1.2,81.5,12.24,15.08,
2020-02-19 07:00:00,137.6,,0.94,90.28,16.97,3.87,
2020-02-19 08:00:00,173.97,,1.47,118.26,21.4,18.34,
2020-02-19 09:00:00,187.32,,0.91,100.08,17.86,27.22,
2020-02-19 10:00:00,204.35,,0.23,88.36,16.37,36.95,
2020-02-19 11:00:00,177.03,,0.98,47.1,4.83,4.18,
2020-02-19 12:00:00,124.75,,1.25,35.04,1.41,0.88,
2020-02-19 13:00:00,88.1,,0.66,34.21,0.61,2.57,
2020-02-19 14:00:00,63.85,,0.9,32.47,0.3,2.63,
2020-02-19 15:00:00,49.05,,0.93,26.36,,4.08,
2020-02-19 16:00:00,39.7,,0.88,24.28,,0.76,
2020-02-19 17:00:00,75.8,,,25.57,,4.78,
2020-02-19 18:00:00,75.4,,1.09,31.67,,2.22,
2020-02-19 19:00:00,83.9,,0.1,47.66,,,
2020-02-19 20:00:00,76.4,,1.21,60.65,,7.21,
2020-02-19 21:00:00,148.4,,1.02,95.25,,7.75,
2020-02-19 22:00:00,138.9,,2.41,142.55,,11.14,
2020-02-19 23:00:00,163.5,,0.15,152.49,,26.84,
2020-02-20 00:00:00,161.7,,0.0,71.58,,12.93,
2020-02-20 01:00:00,157.57,,0.0,72.77,,6.25,
2020-02-20 02:00:00,189.0,,0.0,76.45,,2.46,
2020-02-20 03:00:00,194.22,,0.05,66.53,,2.29,
2020-02-20 04:00:00,183.23,,0.02,65.27,,0.95,
2020-02-20 05:00:00,175.35,,0.0,60.08,,5.31,
2020-02-20 06:00:00,165.88,,0.25,58.2,,3.06,
2020-02-20 07:00:00,183.88,,0.22,46.6,,2.46,
2020-02-20 08:00:00,212.6,,0.29,40.68,,,
2020-02-20 09:00:00,232.47,,0.59,47.43,,5.25,
2020-02-20 10:00:00,226.3,,0.41,42.65,,3.37,
2020-02-20 11:00:00,205.32,,0.44,28.19,,7.64,
2020-02-20 12:00:00,198.8,,0.31,30.73,,8.18,
2020-02-20 13:00:00,207.3,,0.63,30.88,,7.42,
2020-02-20 14:00:00,198.12,,0.7,48.68,,8.66,
2020-02-20 15:00:00,167.62,,1.07,27.72,,4.13,
2020-02-20 16:00:00,156.9,,0.38,27.2,,0.04,
2020-02-20 17:00:00,151.3,,1.04,30.44,,6.38,
2020-02-20 18:00:00,138.97,,0.71,36.69,,2.65,
2020-02-20 19:00:00,133.82,,0.87,44.44,,2.75,
2020-02-20 20:00:00,150.12,,0.45,41.25,,1.67,
2020-02-20 21:00:00,171.1,,0.02,39.76,,10.94,
2020-02-20 22:00:00,157.95,,1.46,47.56,,19.48,
2020-02-20 23:00:00,129.82,,1.97,34.42,,10.61,
2020-02-21 00:00:00,110.55,,0.96,34.01,,3.09,
2020-02-21 01:00:00,94.83,,0.64,31.31,,10.49,
2020-02-21 02:00:00,80.3,,0.47,27.94,,7.63,
2020-02-21 03:00:00,70.28,,0.41,30.3,,10.41,
2020-02-21 04:00:00,78.72,,2.55,29.75,,11.04,
2020-02-21 05:00:00,89.23,,0.0,28.29,,10.53,
2020-02-21 06:00:00,110.7,,0.51,28.2,,7.71,
2020-02-21 07:00:00,126.12,,0.55,29.89,,12.53,
2020-02-21 08:00:00,128.57,,1.26,30.65,,10.4,
2020-02-21 09:00:00,127.1,,0.69,31.6,,14.62,
2020-02-21 10:00:00,121.83,,1.85,31.93,,21.9,
2020-02-21 11:00:00,111.2,,1.3,33.34,,12.07,
2020-02-21 12:00:00,94.18,,1.52,30.34,,11.74,
2020-02-21 13:00:00,73.3,,1.63,41.59,,10.48,
2020-02-21 14:00:00,45.8,,1.3,28.23,,7.48,
2020-02-21 15:00:00,61.95,,0.9,25.46,,3.81,
2020-02-21 16:00:00,89.2,,0.91,27.41,,2.31,
2020-02-21 17:00:00,98.47,,0.5,28.73,,12.13,
2020-02-21 18:00:00,85.57,,1.11,30.28,0.04,13.6,
2020-02-21 19:00:00,68.22,,1.46,31.93,,12.66,
2020-02-21 20:00:00,67.88,,1.18,31.92,,11.03,
2020-02-21 21:00:00,65.53,,1.13,30.46,,11.09,
2020-02-21 22:00:00,72.72,,1.15,34.24,,10.17,
2020-02-21 23:00:00,64.92,,0.99,34.75,,8.68,
2020-02-22 00:00:00,48.75,,1.13,42.46,,8.06,
2020-02-22 01:00:00,57.45,,1.14,41.69,,9.94,
2020-02-22 02:00:00,61.92,,0.45,34.1,,7.45,
2020-02-22 03:00:00,68.82,,0.51,32.36,,15.94,
2020-02-22 04:00:00,75.78,,1.79,29.01,,15.73,
2020-02-22 05:00:00,59.22,,1.44,26.78,,11.42,
2020-02-22 06:00:00,36.6,,0.9,23.05,,11.2,
2020-02-22 07:00:00,29.2,,1.01,22.31,,14.46,
2020-02-22 08:00:00,29.88,,0.91,26.47,,13.63,
2020-02-22 09:00:00,38.0,,0.79,30.71,,12.95,
2020-02-22 10:00:00,36.98,,0.91,29.84,,17.13,
2020-02-22 11:00:00,48.12,,1.79,28.63,,11.01,
2020-02-22 12:00:00,48.0,,1.34,28.1,,10.75,
2020-02-22 13:00:00,39.67,,1.06,27.77,,11.3,
2020-02-22 14:00:00,32.48,,1.54,27.6,,13.9,
2020-02-22 15:00:00,38.33,,1.77,28.96,,10.28,
2020-02-22 16:00:00,43.48,,1.33,30.41,,7.71,
2020-02-22 17:00:00,43.17,,1.53,30.21,,11.12,
2020-02-22 18:00:00,45.08,,0.93,31.11,,12.78,
2020-02-22 19:00:00,37.35,,0.73,32.89,,16.41,
2020-02-22 20:00:00,46.1,,1.91,41.32,,21.85,
2020-02-22 21:00:00,60.92,,1.85,41.81,,16.59,
2020-02-22 22:00:00,80.7,,0.59,39.51,,28.76,
2020-02-22 23:00:00,69.78,,0.46,40.03,,15.37,
2020-02-23 00:00:00,57.9,,1.14,41.58,,13.08,
2020-02-23 01:00:00,96.07,,2.49,44.94,,10.97,
2020-02-23 02:00:00,150.9,,0.04,41.78,,13.28,
2020-02-23 03:00:00,173.53,,0.05,37.58,,14.29,
2020-02-23 04:00:00,136.55,,0.9,31.09,,15.5,
2020-02-23 05:00:00,119.9,,0.71,30.61,,9.87,
2020-02-23 06:00:00,114.62,,0.32,30.17,,5.07,
2020-02-23 07:00:00,97.38,,0.37,31.48,,8.5,
2020-02-23 08:00:00,94.03,,0.93,34.61,,6.33,
2020-02-23 09:00:00,95.8,,1.33,36.11,,13.46,
2020-02-23 10:00:00,80.05,,1.36,35.22,,11.53,
2020-02-23 11:00:00,77.3,,0.98,31.7,,12.88,
2020-02-23 12:00:00,75.15,,0.82,26.87,,14.5,
2020-02-23 13:00:00,57.25,,0.86,26.01,,7.77,
2020-02-23 14:00:00,48.3,,1.15,25.56,,1.29,
2020-02-23 15:00:00,56.83,,1.28,23.62,,10.32,
2020-02-23 16:00:00,52.28,,0.99,23.53,,5.82,
2020-02-23 17:00:00,49.0,,1.38,26.36,,12.43,
2020-02-23 18:00:00,66.22,,1.16,23.64,,7.94,
2020-02-23 19:00:00,95.45,,1.32,34.55,,10.39,
2020-02-23 20:00:00,120.95,,1.15,39.03,,11.0,
2020-02-23 21:00:00,119.35,,0.87,37.51,,11.44,
2020-02-23 22:00:00,104.38,,1.11,34.66,,20.43,
2020-02-23 23:00:00,87.15,,1.13,36.34,,11.86,
2020-02-24 00:00:00,79.08,,0.46,36.22,,6.7,
2020-02-24 01:00:00,71.5,,0.33,32.69,,13.04,
2020-02-24 02:00:00,76.65,,1.1,31.04,,14.92,
2020-02-24 03:00:00,78.42,,0.85,32.58,,11.53,
2020-02-24 04:00:00,61.9,,1.23,39.76,,12.04,
2020-02-24 05:00:00,40.05,,2.07,40.18,,13.5,
2020-02-24 06:00:00,44.02,,1.18,38.94,,11.27,
2020-02-24 07:00:00,51.0,,1.54,38.87,,9.61,
2020-02-24 08:00:00,57.67,,0.95,23.21,,5.59,
