Datetime,PM2.5 (ug/m3),PM10 (ug/m3),CO (mg/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),Ozone (ug/m3)
2020-03-25 04:00:00,156.47,,0.62,37.79,21.84,7.68,
2020-03-25 05:00:00,134.92,,0.64,28.74,26.83,3.83,
2020-03-25 06:00:00,126.1,,1.1,27.34,27.48,4.81,
2020-03-25 07:00:00,102.72,,1.1,29.68,25.87,2.59,
2020-03-25 08:00:00,93.22,,1.06,28.57,26.95,2.69,
2020-03-25 09:00:00,136.03,,1.05,24.75,29.41,0.68,
2020-03-25 10:00:00,96.38,,1.05,22.5,31.44,0.81,
2020-03-25 11:00:00,101.03,,1.42,14.62,38.06,1.46,
2020-03-25 12:00:00,89.75,,0.91,11.47,41.4,,
2020-03-25 13:00:00,76.7,,1.05,14.29,39.31,4.3,
2020-03-25 14:00:00,62.02,,1.06,13.88,39.35,2.7,
2020-03-25 15:00:00,51.02,,1.33,13.54,39.87,3.64,
2020-03-25 16:00:00,51.7,,1.01,12.18,40.75,0.63,
2020-03-25 17:00:00,51.8,,0.8,10.29,42.65,0.45,
2020-03-25 18:00:00,68.6,,0.95,9.9,42.77,,
2020-03-25 19:00:00,63.75,,0.48,12.4,40.67,2.67,
2020-03-25 20:00:00,76.08,,0.95,13.83,39.59,0.91,
2020-03-25 21:00:00,78.28,,1.13,14.4,39.33,1.09,
2020-03-25 22:00:00,85.3,,0.97,14.55,39.02,0.6,
2020-03-25 23:00:00,70.27,,1.0,12.43,40.61,2.97,
2020-03-26 00:00:00,60.9,,1.04,14.05,39.38,2.29,
2020-03-26 01:00:00,66.12,,1.08,13.33,39.66,4.23,
2020-03-26 02:00:00,36.25,,1.05,13.33,39.59,4.2,
2020-03-26 03:00:00,69.32,,1.06,12.38,40.23,3.05,
2020-03-26 04:00:00,69.62,,1.0,11.61,40.64,2.82,
2020-03-26 05:00:00,56.42,,1.03,12.19,40.33,2.73,
2020-03-26 06:00:00,74.35,,0.97,12.76,39.85,2.55,
2020-03-26 07:00:00,67.42,,0.99,13.94,39.16,4.84,
2020-03-26 08:00:00,70.85,,0.97,14.16,39.12,5.24,
2020-03-26 09:00:00,57.95,,0.98,13.68,39.38,3.33,
2020-03-26 10:00:00,67.85,,0.99,13.15,39.82,3.28,
2020-03-26 11:00:00,60.05,,0.59,18.1,35.45,2.54,
2020-03-26 12:00:00,41.73,,0.96,19.79,33.35,4.4,
2020-03-26 13:00:00,45.28,,1.28,15.88,36.84,3.46,
2020-03-26 14:00:00,37.62,,1.11,15.01,37.98,2.51,
2020-03-26 15:00:00,75.5,,1.29,13.94,39.17,2.51,
2020-03-26 16:00:00,50.45,,0.96,12.69,40.01,1.79,
2020-03-26 17:00:00,80.55,,0.94,15.12,37.59,3.42,
2020-03-26 18:00:00,64.6,,1.45,21.24,32.68,3.72,
2020-03-26 19:00:00,50.3,,1.41,16.67,36.0,4.08,
2020-03-26 20:00:00,53.52,,0.9,19.78,34.0,3.86,
2020-03-26 21:00:00,60.15,,0.73,22.47,31.89,3.38,
2020-03-26 22:00:00,65.03,,0.9,20.3,33.09,3.59,
2020-03-26 23:00:00,67.97,,0.79,20.78,32.81,2.29,
2020-03-27 00:00:00,50.3,,1.01,21.41,32.41,2.16,
2020-03-27 01:00:00,59.83,,0.86,21.27,32.31,3.0,
2020-03-27 02:00:00,57.5,,0.99,20.92,32.31,3.32,
2020-03-27 03:00:00,46.0,,0.96,21.55,31.74,3.98,
2020-03-27 04:00:00,46.78,,0.99,22.13,31.39,4.38,
2020-03-27 05:00:00,66.2,,1.04,22.5,31.29,3.06,
2020-03-27 06:00:00,71.48,,0.96,23.11,30.46,3.14,
2020-03-27 07:00:00,59.0,,0.97,24.24,29.85,5.17,
2020-03-27 08:00:00,61.47,,1.14,34.35,23.05,6.73,
2020-03-27 09:00:00,63.88,,1.56,18.15,33.48,2.52,
2020-03-27 10:00:00,75.72,,0.78,21.63,31.7,1.96,
2020-03-27 11:00:00,87.82,,0.6,20.42,32.55,2.97,
2020-03-27 12:00:00,73.6,,1.07,19.61,33.13,2.55,
2020-03-27 13:00:00,61.7,,1.07,19.73,33.33,2.98,
2020-03-27 14:00:00,34.08,,1.13,21.8,31.35,2.51,
2020-03-27 15:00:00,66.7,,1.14,32.08,23.39,2.65,
2020-03-27 16:00:00,40.58,,0.93,18.8,33.01,0.2,
2020-03-27 17:00:00,45.4,,0.7,20.84,32.13,1.7,
2020-03-27 18:00:00,37.02,,1.03,20.81,32.04,1.91,
2020-03-27 19:00:00,41.35,,1.09,26.09,28.76,3.07,
2020-03-27 20:00:00,48.1,,0.97,33.14,23.37,4.23,
2020-03-27 21:00:00,31.8,,1.36,28.58,26.24,1.14,
2020-03-27 22:00:00,55.1,,0.87,22.45,30.6,0.36,
2020-03-27 23:00:00,63.8,,0.65,25.59,28.66,5.3,
2020-03-28 00:00:00,69.4,,0.72,25.07,28.94,5.3,
2020-03-28 01:00:00,67.55,,0.74,24.44,29.43,4.89,
2020-03-28 02:00:00,59.72,,0.91,25.08,29.1,4.45,
2020-03-28 03:00:00,54.88,,0.89,24.84,29.1,1.4,
2020-03-28 04:00:00,50.67,,1.15,24.71,29.08,0.97,
2020-03-28 05:00:00,41.57,,1.04,27.72,26.92,0.82,
2020-03-28 06:00:00,49.98,,1.26,32.61,23.62,2.06,
2020-03-28 07:00:00,58.08,,1.67,16.88,33.68,3.13,
2020-03-28 08:00:00,68.92,,0.76,23.77,30.09,2.63,
2020-03-28 09:00:00,63.35,,0.42,23.0,30.14,0.44,
2020-03-28 10:00:00,49.97,,1.1,21.97,30.76,0.63,
2020-03-28 11:00:00,40.55,,1.29,19.91,32.8,4.18,
2020-03-28 12:00:00,55.88,,1.29,19.67,33.73,3.03,
2020-03-28 13:00:00,42.98,,1.64,22.26,32.17,0.37,
2020-03-28 14:00:00,23.38,,0.98,21.79,32.95,,
2020-03-28 15:00:00,14.3,,1.19,17.62,35.62,1.89,
2020-03-28 16:00:00,19.7,,1.12,12.08,39.89,0.46,
2020-03-28 17:00:00,15.07,,1.1,14.01,39.33,1.13,
2020-03-28 18:00:00,45.5,,1.07,19.87,34.69,0.77,
2020-03-28 19:00:00,34.02,,0.79,21.33,32.9,4.06,
2020-03-28 20:00:00,34.32,,1.0,23.86,30.66,3.57,
2020-03-28 21:00:00,36.23,,0.78,19.36,32.99,1.94,
2020-03-28 22:00:00,67.88,,0.92,21.14,32.34,1.42,
2020-03-28 23:00:00,35.73,,0.72,21.35,32.02,1.8,
2020-03-29 00:00:00,53.8,,0.99,21.19,32.03,1.75,
2020-03-29 01:00:00,56.95,,0.95,23.52,30.73,1.99,
2020-03-29 02:00:00,44.17,,0.99,22.72,31.19,2.62,
2020-03-29 03:00:00,46.55,,0.96,24.39,29.92,1.6,
2020-03-29 04:00:00,54.45,,1.02,24.5,29.74,2.47,
2020-03-29 05:00:00,58.95,,0.99,22.7,30.76,2.42,
2020-03-29 06:00:00,54.3,,0.98,22.48,31.02,2.79,
2020-03-29 07:00:00,31.42,,1.02,22.77,31.04,5.44,
2020-03-29 08:00:00,37.95,,0.87,21.6,32.06,5.44,
2020-03-29 09:00:00,31.25,,0.88,20.23,32.59,3.22,
2020-03-29 10:00:00,38.88,,1.12,19.12,33.64,3.13,
2020-03-29 11:00:00,43.75,,1.22,18.3,34.7,2.9,
2020-03-29 12:00:00,47.73,,1.21,16.31,36.1,2.29,
2020-03-29 13:00:00,25.68,,1.38,17.52,35.78,1.82,
2020-03-29 14:00:00,30.85,,1.25,21.35,33.42,1.33,
2020-03-29 15:00:00,32.0,,1.45,21.33,31.78,3.93,
2020-03-29 16:00:00,19.7,,1.09,10.67,40.33,2.32,
2020-03-29 17:00:00,25.27,,1.06,11.71,40.35,2.81,
2020-03-29 18:00:00,22.52,,0.67,11.5,40.99,1.71,
2020-03-29 19:00:00,40.1,,0.07,13.9,38.89,1.55,
2020-03-29 20:00:00,34.95,,0.92,17.9,36.18,1.59,
2020-03-29 21:00:00,63.05,,0.64,18.23,35.7,2.57,
2020-03-29 22:00:00,73.1,,1.01,16.44,36.45,2.27,
2020-03-29 23:00:00,61.67,,1.19,16.93,36.32,4.37,
2020-03-30 00:00:00,52.5,,0.97,16.17,36.38,5.69,
2020-03-30 01:00:00,61.23,,0.94,16.98,36.0,1.97,
2020-03-30 02:00:00,47.17,,0.98,17.6,35.33,2.21,
2020-03-30 03:00:00,49.25,,0.93,16.32,35.89,0.17,
2020-03-30 04:00:00,45.38,,1.03,18.48,34.39,0.44,
2020-03-30 05:00:00,56.07,,1.06,21.6,32.4,4.09,
2020-03-30 06:00:00,48.77,,1.07,21.48,32.93,4.25,
2020-03-30 07:00:00,34.17,,1.03,22.87,31.57,3.31,
2020-03-30 08:00:00,42.4,,1.08,21.09,32.57,3.6,
2020-03-30 09:00:00,39.58,,1.2,19.29,33.72,1.96,
2020-03-30 10:00:00,45.15,,0.99,17.68,35.03,2.95,
2020-03-30 11:00:00,46.45,,0.93,14.66,37.58,3.13,
2020-03-30 12:00:00,45.38,,1.04,13.14,38.85,1.81,
2020-03-30 13:00:00,50.2,,0.72,18.89,34.93,2.78,
2020-03-30 14:00:00,28.7,,1.22,9.97,40.77,2.11,
2020-03-30 15:00:00,31.68,,1.73,11.36,40.79,2.92,
2020-03-30 16:00:00,28.23,,1.39,34.18,26.03,3.5,
2020-03-30 17:00:00,20.7,,2.44,7.79,40.8,0.93,
2020-03-30 18:00:00,26.77,,0.54,7.18,43.78,,
2020-03-30 19:00:00,37.85,,0.45,14.48,38.49,4.68,
2020-03-30 20:00:00,46.45,,1.01,21.9,33.22,5.04,
2020-03-30 21:00:00,84.8,,1.16,20.01,34.55,3.57,
2020-03-30 22:00:00,136.2,,0.87,21.23,33.3,4.53,
2020-03-30 23:00:00,114.67,,0.55,22.66,32.24,3.83,
2020-03-31 00:00:00,90.6,,1.32,25.87,29.98,5.34,
2020-03-31 01:00:00,85.42,,1.31,13.71,37.86,4.36,
2020-03-31 02:00:00,97.47,,1.13,23.94,31.86,4.69,
2020-03-31 03:00:00,87.3,,1.29,14.23,37.44,4.51,
2020-03-31 04:00:00,69.95,,0.97,17.73,35.73,3.96,
2020-03-31 05:00:00,77.38,,1.38,16.95,35.99,3.8,
2020-03-31 06:00:00,85.25,,0.92,17.31,36.06,3.89,
2020-03-31 07:00:00,80.22,,0.98,18.37,35.17,0.06,
2020-03-31 08:00:00,72.68,,1.1,19.48,34.38,0.29,
2020-03-31 09:00:00,80.95,,1.01,20.0,33.91,3.19,
2020-03-31 10:00:00,84.05,,0.94,18.7,34.87,4.19,
2020-03-31 11:00:00,62.25,,0.86,16.24,36.41,1.26,
2020-03-31 12:00:00,62.97,,0.95,13.26,38.63,0.32,
2020-03-31 13:00:00,38.55,,0.86,13.23,39.0,1.96,
2020-03-31 14:00:00,22.6,,1.06,11.73,40.33,0.95,
2020-03-31 15:00:00,26.1,,1.19,11.15,40.97,2.41,
2020-03-31 16:00:00,25.73,,1.04,15.33,38.34,1.59,
2020-03-31 17:00:00,14.82,,1.5,12.76,39.88,2.84,
2020-03-31 18:00:00,21.2,,1.01,16.6,36.9,2.17,
2020-03-31 19:00:00,15.65,,0.99,22.82,31.94,3.85,
2020-03-31 20:00:00,31.33,,0.94,23.45,31.18,3.58,
2020-03-31 21:00:00,90.25,,0.67,23.35,31.45,3.54,
2020-03-31 22:00:00,88.12,,1.12,25.45,29.99,4.41,
2020-03-31 23:00:00,72.65,,0.91,24.54,30.59,4.61,
2020-04-01 00:00:00,97.0,,1.0,24.76,29.86,7.42,
2020-04-01 01:00:00,96.95,,1.01,25.37,29.89,0.39,
2020-04-01 02:00:00,101.4,,0.79,24.82,29.52,1.25,
2020-04-01 03:00:00,101.38,,0.83,23.92,30.46,3.88,
2020-04-01 04:00:00,109.12,,0.83,23.34,30.79,3.21,
2020-04-01 05:00:00,107.2,,0.77,21.92,31.34,3.65,
2020-04-01 06:00:00,104.58,,1.03,22.87,30.59,3.81,
2020-04-01 07:00:00,109.65,,1.08,25.99,28.54,2.0,
2020-04-01 08:00:00,112.15,,0.9,26.99,28.01,2.9,
2020-04-01 09:00:00,128.57,,0.93,28.23,27.36,0.78,
2020-04-01 10:00:00,143.4,,0.91,25.21,29.3,1.49,
2020-04-01 11:00:00,99.05,,0.98,21.24,32.11,0.2,
2020-04-01 12:00:00,73.82,,1.11,19.04,33.9,0.12,
2020-04-01 13:00:00,51.35,,1.41,10.22,39.11,2.56,
2020-04-01 14:00:00,33.12,,0.97,9.21,41.96,0.44,
2020-04-01 15:00:00,49.45,,0.68,17.0,36.41,3.32,
2020-04-01 16:00:00,56.08,,0.98,10.34,41.37,0.94,
2020-04-01 17:00:00,30.85,,0.9,11.36,40.96,1.22,
2020-04-01 18:00:00,38.88,,1.57,19.52,34.71,1.23,
2020-04-01 19:00:00,48.12,,1.47,16.05,36.92,2.68,
2020-04-01 20:00:00,53.85,,1.06,20.76,33.43,2.4,
2020-04-01 21:00:00,96.7,,0.73,21.18,33.32,2.63,
2020-04-01 22:00:00,88.1,,0.77,19.72,34.33,2.36,
2020-04-01 23:00:00,97.47,,0.59,19.27,34.37,5.45,
2020-04-02 00:00:00,89.7,,1.0,19.48,34.03,5.78,
2020-04-02 01:00:00,70.1,,0.84,19.12,34.1,3.44,
2020-04-02 02:00:00,70.88,,1.1,21.04,32.71,3.62,
2020-04-02 03:00:00,87.17,,1.19,23.1,31.22,3.89,
2020-04-02 04:00:00,75.57,,1.07,25.2,30.08,3.27,
2020-04-02 05:00:00,103.8,,1.12,24.71,30.41,2.35,
2020-04-02 06:00:00,100.62,,1.04,21.82,31.97,1.97,
2020-04-02 07:00:00,92.33,,1.09,22.21,31.42,3.27,
2020-04-02 08:00:00,81.75,,1.02,21.39,32.25,3.53,
2020-04-02 09:00:00,92.25,,0.93,20.51,32.67,2.62,
2020-04-02 10:00:00,98.83,,0.88,18.8,34.16,2.04,
2020-04-02 11:00:00,81.22,,0.76,17.39,35.64,2.79,
2020-04-02 12:00:00,59.7,,1.03,16.1,36.61,2.36,
2020-04-02 13:00:00,79.08,,1.31,15.22,37.5,2.21,
2020-04-02 14:00:00,46.83,,1.0,13.68,39.05,1.22,
2020-04-02 15:00:00,50.23,,1.22,18.17,35.41,4.68,
2020-04-02 16:00:00,42.28,,0.73,8.15,43.02,1.68,
2020-04-02 17:00:00,46.9,,0.4,11.03,41.19,1.88,
2020-04-02 18:00:00,30.3,,0.89,13.14,39.64,2.15,
2020-04-02 19:00:00,51.05,,0.9,15.93,37.2,2.42,
2020-04-02 20:00:00,64.1,,0.92,18.01,35.62,2.2,
2020-04-02 21:00:00,64.5,,0.69,18.07,35.63,3.37,
2020-04-02 22:00:00,73.35,,0.87,19.31,34.48,5.79,
2020-04-02 23:00:00,74.4,,0.76,22.21,32.95,5.94,
2020-04-03 00:00:00,56.8,,0.92,19.73,34.3,3.38,
2020-04-03 01:00:00,63.67,,1.07,17.16,36.32,0.02,
2020-04-03 02:00:00,57.55,,1.0,17.48,36.02,0.29,
2020-04-03 03:00:00,59.58,,1.01,17.91,36.11,0.58,
2020-04-03 04:00:00,64.07,,1.08,17.23,36.41,0.65,
2020-04-03 05:00:00,48.92,,1.13,18.48,35.32,0.39,
2020-04-03 06:00:00,49.98,,1.01,18.71,35.25,0.07,
2020-04-03 07:00:00,64.17,,1.05,17.93,35.84,1.96,
2020-04-03 08:00:00,71.97,,0.99,19.02,35.66,2.44,
2020-04-03 09:00:00,70.22,,0.73,21.18,33.22,2.74,
2020-04-03 10:00:00,38.7,,0.93,12.57,38.5,1.96,
2020-04-03 11:00:00,,,0.64,13.72,38.58,4.14,
2020-04-03 12:00:00,2.52,,1.1,13.0,39.11,3.15,
2020-04-03 13:00:00,4.77,,1.26,12.46,39.75,3.53,
2020-04-03 14:00:00,4.28,,1.06,12.22,40.25,3.76,
2020-04-03 15:00:00,6.48,,1.1,11.34,40.93,2.88,
2020-04-03 16:00:00,18.55,,1.26,23.15,33.64,3.21,
2020-04-03 17:00:00,18.9,,2.68,36.03,25.13,2.29,
2020-04-03 18:00:00,11.82,,1.21,18.22,42.49,1.72,
2020-04-03 19:00:00,20.52,,0.67,8.65,41.2,2.78,
2020-04-03 20:00:00,45.62,,0.45,14.08,38.88,3.57,
2020-04-03 21:00:00,64.2,,0.0,23.1,33.51,4.19,
2020-04-03 22:00:00,70.3,,0.75,34.27,26.46,3.74,
2020-04-03 23:00:00,71.28,,0.59,23.35,33.06,,
2020-04-04 00:00:00,71.55,,1.52,17.98,36.15,,
2020-04-04 01:00:00,66.9,,1.65,17.41,36.71,5.02,
2020-04-04 02:00:00,63.45,,0.9,17.83,36.5,6.07,
2020-04-04 03:00:00,70.35,,0.95,13.49,39.28,1.61,
2020-04-04 04:00:00,66.55,,0.82,13.99,38.73,2.55,
2020-04-04 05:00:00,62.05,,0.98,14.89,38.37,2.81,
2020-04-04 06:00:00,60.02,,1.1,13.68,39.03,2.15,
2020-04-04 07:00:00,56.05,,1.1,16.04,37.2,2.58,
2020-04-04 08:00:00,63.5,,1.06,17.95,36.01,2.44,
2020-04-04 09:00:00,69.35,,0.93,16.53,36.98,0.5,
2020-04-04 10:00:00,61.58,,0.86,15.57,37.37,0.53,
2020-04-04 11:00:00,48.3,,0.74,14.38,38.32,1.66,
2020-04-04 12:00:00,30.63,,0.85,12.3,40.06,1.55,
2020-04-04 13:00:00,17.35,,0.9,17.83,36.35,2.69,
2020-04-04 14:00:00,11.72,,1.05,8.29,43.25,1.26,
2020-04-04 15:00:00,25.35,,0.87,9.8,42.61,0.33,
2020-04-04 16:00:00,31.52,,1.11,13.15,40.0,0.31,
2020-04-04 17:00:00,21.8,,1.57,11.55,40.65,1.73,
2020-04-04 18:00:00,25.27,,0.91,8.74,43.2,0.75,
2020-04-04 19:00:00,38.75,,0.64,14.27,39.02,2.32,
2020-04-04 20:00:00,62.15,,0.86,18.63,35.97,3.64,
2020-04-04 21:00:00,83.17,,0.78,22.8,33.22,11.32,
2020-04-04 22:00:00,97.65,,1.27,27.38,30.0,7.93,
2020-04-04 23:00:00,97.3,,1.18,27.13,29.92,1.96,
2020-04-05 00:00:00,103.92,,0.99,28.09,29.24,,
2020-04-05 01:00:00,124.0,,0.98,22.69,33.26,4.0,
2020-04-05 02:00:00,114.5,,1.02,25.84,32.13,4.03,
2020-04-05 03:00:00,97.53,,1.04,22.75,33.37,3.79,
2020-04-05 04:00:00,91.2,,0.97,22.65,33.47,3.08,
2020-04-05 05:00:00,91.8,,0.94,18.51,35.53,4.82,
2020-04-05 06:00:00,105.5,,1.04,22.45,32.73,4.99,
2020-04-05 07:00:00,120.85,,1.07,22.57,32.67,2.68,
2020-04-05 08:00:00,118.4,,0.93,21.66,33.87,2.6,
2020-04-05 09:00:00,114.03,,0.88,19.62,34.64,2.4,
2020-04-05 10:00:00,97.83,,0.98,18.15,35.64,1.44,
2020-04-05 11:00:00,66.55,,0.8,16.06,37.16,5.45,
2020-04-05 12:00:00,48.88,,1.0,13.79,38.71,2.74,
2020-04-05 13:00:00,48.65,,1.21,12.96,39.64,2.42,
2020-04-05 14:00:00,41.05,,1.04,9.36,42.4,0.41,
2020-04-05 15:00:00,32.17,,1.08,9.2,42.91,1.73,
2020-04-05 16:00:00,25.15,,1.1,10.84,42.1,0.87,
2020-04-05 17:00:00,31.2,,1.1,10.34,42.23,1.51,
2020-04-05 18:00:00,33.15,,1.02,12.09,40.48,0.41,
2020-04-05 19:00:00,29.9,,1.02,14.01,38.6,2.7,
2020-04-05 20:00:00,48.03,,1.03,18.93,35.1,4.36,
2020-04-05 21:00:00,76.78,,0.84,21.86,33.11,4.89,
2020-04-05 22:00:00,91.45,,0.88,22.26,33.23,4.98,
2020-04-05 23:00:00,106.1,,0.76,19.58,34.8,2.19,
2020-04-06 00:00:00,92.53,,1.01,17.15,35.98,3.38,
2020-04-06 01:00:00,78.38,,0.93,17.76,36.08,1.65,
2020-04-06 02:00:00,73.95,,0.99,17.03,36.34,2.71,
2020-04-06 03:00:00,70.78,,1.06,17.58,36.07,4.5,
2020-04-06 04:00:00,58.4,,1.15,15.61,37.52,4.25,
2020-04-06 05:00:00,58.27,,1.15,17.69,35.92,3.86,
2020-04-06 06:00:00,63.35,,1.09,18.73,35.22,4.84,
2020-04-06 07:00:00,68.58,,1.08,20.62,34.23,0.68,
2020-04-06 08:00:00,86.42,,0.98,20.27,34.35,0.75,
2020-04-06 09:00:00,88.67,,0.95,20.26,34.16,1.72,
2020-04-06 10:00:00,79.12,,0.92,16.9,36.34,0.9,
2020-04-06 11:00:00,67.62,,0.84,13.65,38.68,4.56,
2020-04-06 12:00:00,56.6,,1.11,13.03,39.3,3.4,
2020-04-06 13:00:00,45.5,,1.43,9.73,42.16,5.17,
2020-04-06 14:00:00,32.17,,1.06,9.57,42.58,4.75,
2020-04-06 15:00:00,27.38,,1.25,10.14,42.07,2.87,
2020-04-06 16:00:00,34.67,,1.03,10.34,42.14,2.09,
2020-04-06 17:00:00,37.92,,1.12,10.3,42.09,0.74,
2020-04-06 18:00:00,36.48,,1.09,11.11,41.55,0.24,
2020-04-06 19:00:00,40.3,,0.93,15.26,37.92,2.28,
2020-04-06 20:00:00,58.6,,1.0,19.52,34.45,2.06,
2020-04-06 21:00:00,68.38,,0.81,19.37,35.15,4.42,
2020-04-06 22:00:00,83.42,,0.83,18.76,35.27,6.59,
2020-04-06 23:00:00,78.65,,0.53,16.85,36.55,6.49,
2020-04-07 00:00:00,72.03,,0.94,16.02,37.32,4.62,
2020-04-07 01:00:00,69.62,,0.78,17.47,36.2,1.7,
2020-04-07 02:00:00,65.2,,1.06,15.75,37.41,2.7,
2020-04-07 03:00:00,55.3,,1.12,16.79,36.69,2.98,
2020-04-07 04:00:00,54.17,,0.96,16.54,36.86,2.65,
2020-04-07 05:00:00,59.8,,1.07,16.56,36.59,0.43,
2020-04-07 06:00:00,60.5,,0.99,16.2,36.79,0.17,
2020-04-07 07:00:00,66.47,,1.04,17.18,36.53,4.09,
2020-04-07 08:00:00,65.1,,1.09,17.69,35.64,4.3,
2020-04-07 09:00:00,70.72,,1.1,18.46,35.29,2.87,
2020-04-07 10:00:00,68.1,,0.9,15.68,36.95,1.41,
2020-04-07 11:00:00,61.75,,0.98,14.14,38.19,4.49,
2020-04-07 12:00:00,57.42,,1.15,13.93,38.61,3.19,
2020-04-07 13:00:00,46.0,,1.45,11.96,40.66,0.53,
2020-04-07 14:00:00,45.88,,0.95,9.96,42.63,,
2020-04-07 15:00:00,37.23,,1.01,9.05,43.1,5.4,
2020-04-07 16:00:00,34.52,,0.99,9.43,42.77,3.94,
2020-04-07 17:00:00,32.98,,1.06,8.84,43.15,2.28,
2020-04-07 18:00:00,20.78,,1.06,9.41,42.49,1.68,
2020-04-07 19:00:00,37.38,,0.86,13.34,39.79,2.14,
2020-04-07 20:00:00,53.73,,0.89,19.06,35.53,3.5,
2020-04-07 21:00:00,65.75,,0.7,16.4,37.69,2.24,
2020-04-07 22:00:00,70.38,,0.92,14.51,38.74,3.81,
2020-04-07 23:00:00,77.4,,0.74,15.35,37.35,5.11,
2020-04-08 00:00:00,85.53,,0.98,20.22,33.94,8.51,
2020-04-08 01:00:00,85.28,,0.9,20.12,34.55,0.83,
2020-04-08 02:00:00,70.05,,0.98,16.36,37.24,0.04,
2020-04-08 03:00:00,55.67,,0.97,17.65,36.24,6.55,
2020-04-08 04:00:00,67.3,,1.11,15.86,37.45,5.55,
2020-04-08 05:00:00,67.35,,1.2,15.56,37.86,4.72,
2020-04-08 06:00:00,55.52,,1.22,15.41,38.31,2.47,
2020-04-08 07:00:00,50.6,,1.71,33.99,26.22,2.84,
2020-04-08 08:00:00,47.0,,1.19,21.1,32.08,2.11,
2020-04-08 09:00:00,77.03,,0.72,18.17,35.18,4.26,
2020-04-08 10:00:00,97.3,,0.94,18.35,35.6,4.03,
2020-04-08 11:00:00,104.47,,0.83,16.41,37.06,1.74,
2020-04-08 12:00:00,100.75,,1.09,14.43,38.34,2.29,
2020-04-08 13:00:00,66.67,,1.23,12.69,40.03,2.3,
2020-04-08 14:00:00,40.95,,1.06,10.81,41.75,1.72,
2020-04-08 15:00:00,44.4,,1.13,9.78,42.57,2.4,
2020-04-08 16:00:00,47.1,,1.1,11.06,41.53,1.9,
2020-04-08 17:00:00,32.8,,1.09,9.91,42.48,4.73,
2020-04-08 18:00:00,21.9,,0.98,12.22,40.55,5.04,
2020-04-08 19:00:00,35.83,,1.32,34.38,24.08,2.68,
2020-04-08 20:00:00,49.33,,0.97,28.8,28.71,3.55,
2020-04-08 21:00:00,87.8,,0.96,37.91,22.79,4.75,
2020-04-08 22:00:00,148.7,,0.72,36.41,23.54,7.81,
2020-04-08 23:00:00,149.38,,0.36,27.16,30.65,7.24,
2020-04-09 00:00:00,113.05,,0.99,17.17,36.77,4.25,
2020-04-09 01:00:00,86.85,,0.83,15.98,37.56,1.6,
2020-04-09 02:00:00,86.07,,0.91,14.07,38.52,2.75,
2020-04-09 03:00:00,84.3,,0.91,14.53,38.31,1.4,
2020-04-09 04:00:00,74.03,,1.09,14.28,38.18,1.25,
2020-04-09 05:00:00,73.03,,1.0,16.32,36.82,0.8,
2020-04-09 06:00:00,81.95,,0.87,20.02,34.64,0.03,
2020-04-09 07:00:00,92.88,,1.03,25.35,30.46,4.04,
2020-04-09 08:00:00,99.05,,0.94,20.26,35.27,6.61,
2020-04-09 09:00:00,83.55,,0.91,15.13,38.22,0.54,
2020-04-09 10:00:00,68.5,,1.0,12.53,39.85,3.15,
2020-04-09 11:00:00,56.92,,1.21,12.95,39.96,1.54,
2020-04-09 12:00:00,43.6,,1.08,11.29,41.33,0.18,
2020-04-09 13:00:00,34.2,,1.5,7.92,43.45,0.4,
2020-04-09 14:00:00,29.95,,0.97,7.84,44.24,,
2020-04-09 15:00:00,32.92,,0.94,7.29,44.56,2.75,
2020-04-09 16:00:00,30.05,,0.98,7.15,44.61,0.99,
2020-04-09 17:00:00,31.22,,1.08,8.21,43.88,3.6,
2020-04-09 18:00:00,26.42,,0.89,9.38,43.04,3.2,
2020-04-09 19:00:00,30.75,,0.79,13.94,39.3,4.41,
2020-04-09 20:00:00,35.6,,0.98,20.07,34.8,8.62,
2020-04-09 21:00:00,57.12,,0.79,23.59,32.61,1.16,
2020-04-09 22:00:00,73.72,,0.72,18.34,36.67,,
2020-04-09 23:00:00,76.35,,0.47,18.57,36.03,2.94,
2020-04-10 00:00:00,81.38,,1.08,17.82,36.67,3.63,
2020-04-10 01:00:00,83.8,,0.89,17.56,36.8,2.24,
2020-04-10 02:00:00,83.38,,0.9,18.75,36.34,2.45,
2020-04-10 03:00:00,76.55,,0.78,17.52,37.0,3.07,
2020-04-10 04:00:00,84.72,,1.07,22.3,33.4,1.93,
2020-04-10 05:00:00,96.05,,1.1,20.09,35.0,7.77,
2020-04-10 06:00:00,100.88,,0.96,20.92,34.25,15.6,
2020-04-10 07:00:00,104.67,,1.01,19.02,35.94,2.74,
2020-04-10 08:00:00,124.95,,1.01,20.32,34.95,0.9,
2020-04-10 09:00:00,127.65,,0.87,18.19,36.59,0.95,
2020-04-10 10:00:00,107.22,,1.27,14.43,38.46,0.2,
2020-04-10 11:00:00,81.6,,1.43,9.45,42.04,2.98,
2020-04-10 12:00:00,61.45,,1.1,11.31,41.23,3.21,
2020-04-10 13:00:00,44.12,,1.44,9.43,42.9,0.94,
2020-04-10 14:00:00,35.53,,1.04,9.18,43.25,0.09,
2020-04-10 15:00:00,47.52,,1.07,8.96,43.43,0.83,
2020-04-10 16:00:00,59.05,,1.02,17.02,37.67,1.03,
2020-04-10 17:00:00,50.4,,1.6,7.04,43.75,2.0,
