Datetime,NOx (ppb),Ozone (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3),CO (mg/m3),PM10 (ug/m3),NH3 (ug/m3)
2019-11-06 01:00:00,20.46,32.15,232.23,12.12,1.06,,
2019-11-06 02:00:00,20.46,28.95,218.73,12.91,0.59,,
2019-11-06 03:00:00,20.57,33.27,224.71,8.15,0.5,,
2019-11-06 04:00:00,20.46,30.8,206.71,6.02,0.4,,
2019-11-06 05:00:00,20.42,30.12,198.23,3.8,0.99,,
2019-11-06 06:00:00,20.52,28.49,194.22,2.92,1.41,,
2019-11-06 07:00:00,20.45,29.18,224.76,0.79,0.64,,
2019-11-06 08:00:00,20.67,27.84,257.37,0.13,0.69,,
2019-11-06 09:00:00,20.45,36.29,257.39,5.43,2.07,,
2019-11-06 10:00:00,20.39,41.05,257.13,6.87,1.59,,
2019-11-06 11:00:00,19.72,43.61,224.93,6.21,0.78,,
2019-11-06 12:00:00,19.82,41.63,176.57,6.08,0.99,,
2019-11-06 13:00:00,19.84,81.12,206.66,6.87,1.65,,
2019-11-06 14:00:00,19.56,64.82,210.99,7.27,1.37,,
2019-11-06 15:00:00,20.18,38.64,198.28,6.66,1.79,,
2019-11-06 16:00:00,19.72,33.98,189.04,6.72,1.64,,
2019-11-06 17:00:00,19.97,33.27,174.18,6.08,1.23,,
2019-11-06 18:00:00,20.15,25.43,167.92,5.82,1.44,,
2019-11-06 19:00:00,20.3,25.87,155.79,9.82,2.5,,
2019-11-06 20:00:00,20.21,28.39,188.54,12.56,2.0,,
2019-11-06 21:00:00,20.13,27.87,193.61,10.2,2.93,,
2019-11-06 22:00:00,20.12,28.45,205.99,13.48,3.04,,
2019-11-06 23:00:00,19.96,31.34,192.69,15.76,3.01,,
2019-11-07 00:00:00,20.2,30.51,215.99,8.61,3.71,,
2019-11-07 01:00:00,20.06,37.48,230.02,9.68,3.48,,
2019-11-07 02:00:00,20.23,61.98,178.52,13.43,2.14,,
2019-11-07 03:00:00,20.35,72.11,176.77,8.73,1.81,,
2019-11-07 04:00:00,19.92,57.82,166.96,8.48,1.63,,
2019-11-07 05:00:00,20.07,29.31,160.6,4.24,0.76,,
2019-11-07 06:00:00,20.0,48.4,145.94,2.66,0.1,,
2019-11-07 07:00:00,19.99,37.11,125.76,1.71,1.77,,
2019-11-07 08:00:00,20.1,26.79,142.16,0.71,2.03,,
2019-11-07 09:00:00,19.86,25.82,160.52,4.81,0.86,,
2019-11-07 10:00:00,20.01,29.39,170.19,4.52,0.78,,
2019-11-07 11:00:00,19.85,34.73,179.19,2.05,2.17,,
2019-11-07 12:00:00,19.98,43.0,170.59,1.28,2.03,,
2019-11-07 13:00:00,19.86,50.01,167.49,1.09,1.31,,
2019-11-07 14:00:00,19.4,51.52,146.25,,1.62,,
2019-11-07 15:00:00,18.69,45.29,144.19,2.78,2.84,,
2019-11-07 16:00:00,18.56,38.3,114.34,2.31,2.45,,
2019-11-07 17:00:00,19.12,24.05,99.48,1.35,3.76,,
2019-11-07 18:00:00,19.83,24.24,110.31,4.9,1.94,,
2019-11-07 19:00:00,19.91,23.3,118.5,8.14,3.17,,
2019-11-07 20:00:00,20.06,32.43,151.39,19.38,3.75,,
2019-11-07 21:00:00,20.0,31.82,151.97,11.29,4.5,,
2019-11-07 22:00:00,19.92,32.0,171.64,28.21,4.61,,
2019-11-07 23:00:00,19.87,32.76,186.37,44.53,7.69,,
2019-11-08 00:00:00,19.86,34.0,191.52,15.97,5.16,,
2019-11-08 01:00:00,20.05,33.55,265.55,32.26,3.91,,
2019-11-08 02:00:00,20.06,26.81,253.27,46.72,4.1,,
2019-11-08 03:00:00,20.05,29.4,263.45,6.02,5.32,,
2019-11-08 04:00:00,20.15,28.05,256.97,13.28,5.25,,
2019-11-08 05:00:00,20.26,26.83,236.93,13.64,2.9,,
2019-11-08 06:00:00,20.25,27.71,213.37,3.46,2.48,,
2019-11-08 07:00:00,20.23,26.32,250.75,0.32,2.65,,
2019-11-08 08:00:00,20.07,27.07,259.78,,1.72,,
2019-11-08 09:00:00,19.79,25.39,247.27,0.42,1.15,,
2019-11-08 10:00:00,19.55,33.77,243.06,,0.88,,
2019-11-08 11:00:00,18.77,40.4,221.7,,0.98,,
2019-11-08 12:00:00,19.02,48.35,191.64,0.53,0.82,,
2019-11-08 13:00:00,18.07,54.27,186.13,,1.28,,
2019-11-08 14:00:00,17.47,54.92,169.74,,1.06,,
2019-11-08 15:00:00,17.69,56.74,159.06,1.48,1.38,,
2019-11-08 16:00:00,18.26,56.84,126.81,,1.9,,
2019-11-08 17:00:00,18.56,54.32,135.54,1.22,0.25,,
2019-11-08 18:00:00,19.59,36.71,126.93,10.28,1.44,,
2019-11-08 19:00:00,20.2,32.14,160.47,19.44,3.66,,
2019-11-08 20:00:00,20.07,27.07,202.99,25.99,4.24,,
2019-11-08 21:00:00,20.37,33.81,222.04,17.45,4.56,,
2019-11-08 22:00:00,20.05,29.61,235.36,33.88,5.27,,
2019-11-08 23:00:00,19.96,24.59,226.79,48.68,4.34,,
2019-11-09 00:00:00,20.21,25.22,218.97,13.52,4.23,,
2019-11-09 01:00:00,20.02,24.26,238.92,33.61,4.81,,
2019-11-09 02:00:00,20.0,22.86,229.67,39.94,3.78,,
2019-11-09 03:00:00,19.85,23.88,246.38,7.38,4.23,,
2019-11-09 04:00:00,19.87,23.36,224.89,6.13,1.5,,
2019-11-09 05:00:00,19.97,19.38,197.98,0.59,1.86,,
2019-11-09 06:00:00,19.98,21.69,168.88,2.17,1.77,,
2019-11-09 07:00:00,20.08,15.54,205.73,,1.16,,
2019-11-09 08:00:00,20.08,57.41,190.33,,1.39,,
2019-11-09 09:00:00,19.99,30.64,195.13,1.83,1.61,,
2019-11-09 10:00:00,19.08,54.72,192.88,,1.39,,
2019-11-09 11:00:00,19.3,88.12,165.8,,0.83,,
2019-11-09 12:00:00,19.09,40.34,132.1,3.19,0.67,,
2019-11-09 13:00:00,18.84,41.81,140.64,0.96,1.44,,
2019-11-09 14:00:00,18.65,45.92,126.69,,1.07,,
2019-11-09 15:00:00,18.39,97.91,105.57,5.25,0.16,,
2019-11-09 16:00:00,18.56,60.54,,1.98,0.71,,
2019-11-09 17:00:00,18.91,45.22,107.83,0.51,2.4,,
2019-11-09 18:00:00,19.78,28.11,103.38,5.57,3.11,,
2019-11-09 19:00:00,19.89,13.61,125.23,11.18,2.43,,
2019-11-09 20:00:00,20.06,18.62,150.3,20.87,3.99,,
2019-11-09 21:00:00,19.7,19.56,172.28,7.18,3.52,,
2019-11-09 22:00:00,19.92,16.37,186.4,20.02,3.82,,
2019-11-09 23:00:00,19.82,19.84,183.72,33.57,5.16,,
2019-11-10 00:00:00,19.88,21.02,188.48,9.74,4.39,,
2019-11-10 01:00:00,19.75,24.18,177.99,26.29,4.24,,
2019-11-10 02:00:00,19.7,19.83,178.46,34.94,3.38,,
2019-11-10 03:00:00,19.96,15.35,177.2,5.46,1.96,,
2019-11-10 04:00:00,19.75,18.64,139.02,2.02,1.07,,
2019-11-10 05:00:00,19.65,19.61,121.68,,1.65,,
2019-11-10 06:00:00,19.8,18.21,136.54,,1.44,,
2019-11-10 07:00:00,19.67,14.09,157.9,,1.76,,
2019-11-10 08:00:00,19.77,15.39,134.25,,1.72,,
2019-11-10 09:00:00,19.57,19.84,132.31,1.29,1.83,,
2019-11-10 10:00:00,19.0,27.3,130.59,,1.74,,
2019-11-10 11:00:00,18.69,32.15,152.29,,1.57,,
2019-11-10 12:00:00,18.41,38.37,134.12,0.54,3.24,,
2019-11-10 13:00:00,18.23,46.05,100.97,,5.48,,
2019-11-10 14:00:00,17.44,43.76,102.16,2.23,2.6,,
2019-11-10 15:00:00,17.59,41.05,75.58,2.28,6.65,,
2019-11-10 16:00:00,17.41,42.92,72.91,0.28,5.92,,
2019-11-10 17:00:00,18.2,39.48,77.03,3.33,0.97,,
2019-11-10 18:00:00,18.66,31.05,73.7,4.12,4.29,,
2019-11-10 19:00:00,19.38,27.82,106.49,5.77,7.92,,
2019-11-10 20:00:00,19.63,20.77,118.4,11.11,10.0,,
2019-11-10 21:00:00,19.42,11.69,130.85,8.71,8.01,,
2019-11-10 22:00:00,19.04,15.46,137.88,10.46,8.8,,
2019-11-10 23:00:00,19.05,20.66,147.19,12.27,5.1,,
2019-11-11 00:00:00,18.29,24.34,159.6,5.41,6.37,,
2019-11-11 01:00:00,19.32,19.69,169.9,2.82,8.28,,
2019-11-11 02:00:00,18.64,25.09,169.58,1.26,6.78,,
2019-11-11 03:00:00,18.5,28.6,184.16,2.3,8.23,,
2019-11-11 04:00:00,18.35,25.1,180.26,0.02,6.82,,
2019-11-11 05:00:00,18.21,23.53,199.12,,5.41,,
2019-11-11 06:00:00,18.27,26.91,183.44,0.74,7.73,,
2019-11-11 07:00:00,18.82,22.54,174.5,,5.46,,
2019-11-11 08:00:00,18.83,20.39,176.83,,6.8,,
2019-11-11 09:00:00,18.53,28.76,161.91,3.48,5.33,,
2019-11-11 10:00:00,17.74,39.7,162.63,3.5,8.1,,
2019-11-11 11:00:00,17.66,43.57,151.77,3.35,2.48,,
2019-11-11 12:00:00,17.81,39.7,133.29,5.38,0.79,,
2019-11-11 13:00:00,17.78,59.68,109.37,6.43,,,
2019-11-11 14:00:00,17.48,74.36,92.48,1.35,,,
2019-11-11 15:00:00,17.24,81.04,107.66,2.1,,,
2019-11-11 16:00:00,17.52,66.2,92.19,7.86,2.48,,
2019-11-11 17:00:00,,49.45,98.52,10.27,2.54,,
2019-11-11 18:00:00,8.69,32.75,106.82,12.14,2.65,,
2019-11-11 19:00:00,8.8,19.4,130.09,18.56,1.69,,
2019-11-11 20:00:00,8.97,22.61,159.42,20.78,3.5,,
2019-11-11 21:00:00,8.59,30.75,153.25,6.81,3.62,,
2019-11-11 22:00:00,8.86,28.73,147.91,9.79,4.92,,
2019-11-11 23:00:00,9.05,26.61,168.19,9.6,4.55,,
2019-11-12 00:00:00,8.81,35.37,154.63,2.47,5.2,,
2019-11-12 01:00:00,8.92,35.92,146.82,1.82,4.71,,
2019-11-12 02:00:00,9.09,34.7,115.95,0.72,4.7,,
2019-11-12 03:00:00,9.05,39.63,136.72,1.12,4.86,,
2019-11-12 04:00:00,8.86,40.68,152.31,0.2,4.18,,
2019-11-12 05:00:00,8.93,39.8,137.12,,4.27,,
2019-11-12 06:00:00,9.0,46.19,139.94,1.4,5.02,,
2019-11-12 07:00:00,9.81,38.06,125.99,0.26,5.13,,
2019-11-12 08:00:00,9.54,30.48,173.02,,5.16,,
2019-11-12 09:00:00,8.75,49.55,160.59,3.34,5.22,,
2019-11-12 10:00:00,9.13,47.98,158.81,7.17,3.49,,
2019-11-12 11:00:00,8.85,46.61,141.09,6.26,3.89,,
2019-11-12 12:00:00,8.77,55.81,128.28,1.71,2.97,,
2019-11-12 13:00:00,38.43,76.68,119.25,0.22,2.52,,
2019-11-12 14:00:00,10.57,90.78,104.07,0.12,3.01,,
2019-11-12 15:00:00,12.56,93.95,97.42,,2.94,,
2019-11-12 16:00:00,13.16,84.97,94.8,,3.19,,
2019-11-12 17:00:00,10.73,66.97,148.4,,3.19,,
2019-11-12 18:00:00,8.81,46.58,181.06,5.9,2.47,,
2019-11-12 19:00:00,8.98,44.19,242.46,13.5,1.7,,
2019-11-12 20:00:00,8.77,30.65,269.92,20.67,3.91,,
2019-11-12 21:00:00,9.16,37.9,265.77,11.68,1.34,,
2019-11-12 22:00:00,9.55,30.1,267.1,16.7,2.57,,
2019-11-12 23:00:00,8.84,31.04,324.14,21.25,2.18,,
2019-11-13 00:00:00,8.9,31.42,315.22,6.33,3.1,,
2019-11-13 01:00:00,9.36,14.9,291.9,10.12,2.92,,
2019-11-13 02:00:00,9.02,42.3,266.95,12.49,2.6,,
2019-11-13 03:00:00,8.92,23.66,232.72,6.88,2.45,,
2019-11-13 04:00:00,8.82,18.59,193.2,3.72,3.08,,
2019-11-13 05:00:00,8.91,25.88,175.22,0.27,3.98,,
2019-11-13 06:00:00,8.95,25.71,183.08,2.08,3.48,,
2019-11-13 07:00:00,9.08,67.91,180.11,0.78,3.77,,
2019-11-13 08:00:00,9.04,47.74,226.82,0.06,3.32,,
2019-11-13 09:00:00,8.75,22.13,241.77,2.43,3.95,,
2019-11-13 10:00:00,12.9,34.17,233.22,1.37,3.19,,
2019-11-13 11:00:00,8.93,47.03,227.09,0.56,4.05,,
2019-11-13 12:00:00,9.52,63.71,188.83,3.55,4.03,,
2019-11-13 13:00:00,9.75,70.9,194.44,1.09,4.49,,
2019-11-13 14:00:00,9.34,68.73,161.77,0.15,2.81,,
2019-11-13 15:00:00,9.19,64.6,137.78,0.08,3.18,,
2019-11-13 16:00:00,8.92,55.03,111.55,1.47,1.66,,
2019-11-13 17:00:00,14.72,44.29,104.7,2.74,1.78,,
2019-11-13 18:00:00,9.81,34.72,125.08,6.74,4.85,,
2019-11-13 19:00:00,10.05,28.18,117.03,8.91,0.72,,
2019-11-13 20:00:00,9.96,29.83,157.13,19.1,7.47,,
2019-11-13 21:00:00,9.9,14.23,182.8,17.08,10.0,,
2019-11-13 22:00:00,10.02,30.39,240.72,49.57,6.78,,
2019-11-13 23:00:00,9.82,17.17,286.69,70.72,4.31,,
2019-11-14 00:00:00,9.79,26.82,221.8,11.05,5.13,,
2019-11-14 01:00:00,10.08,29.86,161.88,20.71,6.02,,
2019-11-14 02:00:00,9.96,60.41,159.34,17.49,3.12,,
2019-11-14 03:00:00,9.77,66.0,171.59,8.86,1.01,,
2019-11-14 04:00:00,9.76,45.83,171.88,9.34,1.91,,
2019-11-14 05:00:00,9.75,33.68,143.25,1.45,2.22,,
2019-11-14 06:00:00,9.96,37.47,142.11,0.83,2.49,,
2019-11-14 07:00:00,10.06,46.19,150.63,,2.23,,
2019-11-14 08:00:00,9.89,44.23,127.5,,3.37,,
2019-11-14 09:00:00,9.97,30.09,117.25,4.8,2.9,,
2019-11-14 10:00:00,10.19,44.22,149.31,3.72,2.97,,
2019-11-14 11:00:00,24.87,40.79,134.66,2.07,2.2,,
2019-11-14 12:00:00,24.95,30.5,133.71,,2.33,,
2019-11-14 13:00:00,24.85,88.24,127.26,,2.35,,
2019-11-14 14:00:00,24.9,77.51,94.16,1.66,3.01,,
2019-11-14 15:00:00,19.58,71.35,82.46,0.91,1.29,,
2019-11-14 16:00:00,12.98,66.0,55.78,0.38,0.08,,
2019-11-14 17:00:00,12.96,31.57,117.58,,0.06,,
2019-11-14 18:00:00,12.96,19.87,181.42,0.22,0.56,,
2019-11-14 19:00:00,12.87,14.63,244.75,4.77,1.79,,
2019-11-14 20:00:00,12.89,18.39,266.0,9.76,1.66,,
2019-11-14 21:00:00,12.92,18.61,257.67,16.04,0.34,,
2019-11-14 22:00:00,12.98,13.77,284.37,27.49,0.76,,
2019-11-14 23:00:00,12.92,16.93,277.15,40.25,0.67,,
2019-11-15 00:00:00,12.97,13.27,266.38,53.06,0.34,,
2019-11-15 01:00:00,12.8,13.25,249.17,8.55,3.81,,
2019-11-15 02:00:00,12.9,15.12,215.38,10.75,2.55,,
2019-11-15 03:00:00,13.02,13.89,200.28,4.5,0.61,,
2019-11-15 04:00:00,18.0,15.2,182.22,1.06,0.6,,
2019-11-15 05:00:00,12.68,17.69,148.66,1.64,2.24,,
2019-11-15 06:00:00,12.96,16.0,243.87,0.14,1.36,,
2019-11-15 07:00:00,12.79,13.1,183.86,5.13,1.19,,
2019-11-15 08:00:00,12.86,14.02,170.11,5.12,1.22,,
2019-11-15 09:00:00,12.68,14.12,172.85,0.74,1.52,,
2019-11-15 10:00:00,12.48,23.86,212.06,,0.91,,
2019-11-15 11:00:00,12.94,39.16,184.08,0.78,1.12,,
2019-11-15 12:00:00,13.04,58.09,169.66,0.88,1.49,,
2019-11-15 13:00:00,13.12,61.01,124.33,0.74,3.34,,
2019-11-15 14:00:00,13.01,66.53,92.58,0.03,4.78,,
2019-11-15 15:00:00,13.16,64.14,74.88,1.39,4.66,,
2019-11-15 16:00:00,32.64,62.07,67.05,0.22,4.43,,
2019-11-15 17:00:00,16.63,45.86,71.46,1.85,2.97,,
2019-11-15 18:00:00,16.0,22.99,68.77,5.0,5.07,,
2019-11-15 19:00:00,13.96,24.42,107.53,5.7,5.15,,
2019-11-15 20:00:00,13.8,24.11,153.58,20.51,6.21,,
2019-11-15 21:00:00,16.2,27.69,153.78,15.77,3.09,,
2019-11-15 22:00:00,17.11,25.89,203.16,36.22,1.75,,
2019-11-15 23:00:00,12.76,24.63,211.97,15.72,6.82,,
2019-11-16 00:00:00,11.8,24.55,207.75,49.39,8.8,,
2019-11-16 01:00:00,14.03,24.09,196.98,10.65,5.64,,
2019-11-16 02:00:00,13.1,24.68,173.75,31.74,4.62,,
2019-11-16 03:00:00,13.04,24.01,179.84,2.28,4.76,,
2019-11-16 04:00:00,12.98,21.77,162.19,0.17,3.27,,
2019-11-16 05:00:00,13.12,21.26,141.8,1.29,1.85,,
2019-11-16 06:00:00,13.05,19.54,128.01,0.04,0.83,,
2019-11-16 07:00:00,12.93,22.92,134.26,,1.63,,
2019-11-16 08:00:00,13.18,20.58,133.64,,1.33,,
2019-11-16 09:00:00,13.08,20.83,136.39,,1.59,,
2019-11-16 10:00:00,13.18,31.41,140.48,,1.48,,
2019-11-16 11:00:00,13.39,46.15,155.61,1.52,1.92,,
2019-11-16 12:00:00,13.56,59.06,148.75,0.06,1.97,,
2019-11-16 13:00:00,13.75,52.18,116.4,0.86,1.8,,
2019-11-16 14:00:00,14.05,62.58,123.33,0.29,1.77,,
2019-11-16 15:00:00,13.91,57.37,89.03,1.11,2.24,,
2019-11-16 16:00:00,14.01,43.48,79.81,2.1,0.37,,
2019-11-16 17:00:00,13.44,27.46,92.72,11.4,1.34,,
2019-11-16 18:00:00,13.17,23.41,94.08,14.75,2.41,,
2019-11-16 19:00:00,13.12,21.55,149.81,7.15,2.64,,
2019-11-16 20:00:00,13.15,23.5,166.81,22.65,3.78,,
2019-11-16 21:00:00,13.1,26.34,180.41,7.96,3.71,,
2019-11-16 22:00:00,12.98,27.86,222.88,18.53,3.02,,
2019-11-16 23:00:00,13.08,26.08,272.0,11.82,4.03,,
2019-11-17 00:00:00,13.11,25.79,293.78,27.66,2.08,,
2019-11-17 01:00:00,12.88,20.55,262.29,2.35,0.86,,
2019-11-17 02:00:00,12.98,21.9,187.79,0.69,0.24,,
2019-11-17 03:00:00,12.93,23.46,183.81,1.31,0.9,,
2019-11-17 04:00:00,12.96,28.35,158.99,,0.74,,
2019-11-17 05:00:00,13.04,25.09,141.09,1.82,0.63,,
2019-11-17 06:00:00,13.13,23.88,130.18,,0.65,,
2019-11-17 07:00:00,12.89,21.71,121.97,,1.07,,
2019-11-17 08:00:00,13.0,22.85,104.87,,1.06,,
2019-11-17 09:00:00,13.06,26.18,97.5,0.52,1.24,,
2019-11-17 10:00:00,13.1,33.72,111.6,,0.89,,
2019-11-17 11:00:00,13.08,26.0,102.06,1.11,0.61,,
2019-11-17 12:00:00,13.01,35.77,99.71,0.71,0.32,,
2019-11-17 13:00:00,13.13,52.61,73.77,2.98,1.1,,
2019-11-17 14:00:00,13.15,63.13,75.1,3.79,1.4,,
2019-11-17 15:00:00,13.68,62.05,64.75,1.87,2.59,,
2019-11-17 16:00:00,13.55,59.41,61.7,0.27,3.2,,
2019-11-17 17:00:00,13.55,36.71,56.5,1.16,2.86,,
2019-11-17 18:00:00,13.43,10.83,84.15,1.05,3.41,,
2019-11-17 19:00:00,13.06,16.78,69.8,2.08,3.42,,
2019-11-17 20:00:00,13.02,27.43,106.67,4.64,4.08,,
2019-11-17 21:00:00,13.36,13.98,112.31,1.39,0.22,,
2019-11-17 22:00:00,13.37,11.58,131.03,3.3,0.46,,
2019-11-17 23:00:00,13.49,23.05,125.48,2.59,0.5,,
2019-11-18 00:00:00,13.25,30.32,119.78,3.35,0.0,,
2019-11-18 01:00:00,13.1,20.93,96.29,6.31,2.64,,
2019-11-18 02:00:00,13.23,24.48,66.05,5.59,2.89,,
2019-11-18 03:00:00,13.18,28.43,78.13,3.17,3.55,,
2019-11-18 04:00:00,13.09,30.13,72.78,0.44,3.91,,
2019-11-18 05:00:00,13.02,31.95,80.68,1.51,4.06,,
2019-11-18 06:00:00,12.95,30.91,76.03,0.1,4.41,,
2019-11-18 07:00:00,12.78,26.74,67.29,,5.07,,
2019-11-18 08:00:00,12.82,31.03,86.13,,4.93,,
2019-11-18 09:00:00,12.84,36.92,88.63,1.1,3.55,,
2019-11-18 10:00:00,12.95,44.03,76.86,0.67,2.36,,
2019-11-18 11:00:00,12.93,45.09,158.73,0.39,2.29,,
2019-11-18 12:00:00,12.96,54.23,150.98,,3.0,,
2019-11-18 13:00:00,46.87,38.27,144.4,1.67,2.03,,
2019-11-18 14:00:00,,55.33,122.69,0.96,0.54,,
2019-11-18 15:00:00,,40.81,100.25,0.76,1.91,,
2019-11-18 16:00:00,,35.4,92.41,0.38,1.1,,
2019-11-18 17:00:00,,30.73,103.43,1.86,2.0,,
2019-11-18 18:00:00,46.57,27.38,108.66,5.61,1.64,,
2019-11-18 19:00:00,174.67,24.65,113.11,6.09,4.54,,
2019-11-18 20:00:00,,9.49,158.89,15.46,3.86,,
2019-11-18 21:00:00,149.7,19.38,143.79,28.35,4.47,,
2019-11-18 22:00:00,122.01,16.51,199.76,41.42,3.36,,
2019-11-18 23:00:00,86.25,18.7,191.29,6.75,4.53,,
2019-11-19 00:00:00,114.91,19.28,195.32,3.85,4.05,,
2019-11-19 01:00:00,64.99,14.31,197.13,2.57,4.36,,
2019-11-19 02:00:00,37.56,17.41,170.0,3.29,3.57,,
2019-11-19 03:00:00,27.74,15.15,168.18,3.31,3.45,,
2019-11-19 04:00:00,36.05,14.77,139.27,4.84,3.57,,
2019-11-19 05:00:00,34.61,20.01,183.91,4.35,2.73,,
2019-11-19 06:00:00,26.65,15.88,186.73,5.32,2.72,,
2019-11-19 07:00:00,28.21,15.18,161.69,4.44,3.23,,
2019-11-19 08:00:00,30.07,16.13,157.61,3.3,3.19,,
2019-11-19 09:00:00,33.58,19.57,143.0,1.84,2.75,,
2019-11-19 10:00:00,36.63,25.84,140.59,1.85,2.19,,
2019-11-19 11:00:00,35.08,28.98,164.6,3.06,2.3,,
2019-11-19 12:00:00,34.49,26.99,150.83,3.88,1.85,,
2019-11-19 13:00:00,28.09,28.18,129.74,2.83,2.81,,
2019-11-19 14:00:00,,44.1,99.62,3.33,1.7,,
2019-11-19 15:00:00,,35.1,84.1,3.98,4.15,,
2019-11-19 16:00:00,,37.81,73.73,0.53,0.79,,
2019-11-19 17:00:00,,31.04,75.22,4.83,1.93,,
2019-11-19 18:00:00,68.74,33.07,91.44,7.13,0.11,,
2019-11-19 19:00:00,88.3,24.07,126.94,7.62,4.12,,
2019-11-19 20:00:00,97.26,24.31,165.15,11.33,3.27,,
2019-11-19 21:00:00,98.49,23.68,173.01,5.2,3.78,,
2019-11-19 22:00:00,106.54,26.47,178.89,11.61,4.11,,
2019-11-19 23:00:00,94.58,27.98,218.35,5.14,3.54,,
2019-11-20 00:00:00,85.03,27.94,225.38,6.27,3.07,,
2019-11-20 01:00:00,75.6,35.62,224.82,4.29,2.46,,
2019-11-20 02:00:00,60.96,37.98,200.17,4.81,2.3,,
2019-11-20 03:00:00,53.83,41.66,220.82,4.99,2.42,,
2019-11-20 04:00:00,39.39,52.14,170.55,3.81,2.59,,
2019-11-20 05:00:00,30.18,55.98,159.55,1.79,2.13,,
2019-11-20 06:00:00,29.26,52.77,146.91,0.04,2.13,,
2019-11-20 07:00:00,32.82,54.17,162.93,2.0,1.86,,
2019-11-20 08:00:00,33.5,54.2,170.3,0.97,1.42,,
2019-11-20 09:00:00,46.74,49.87,172.46,0.88,2.61,,
2019-11-20 10:00:00,48.06,59.42,193.42,0.95,1.93,,
2019-11-20 11:00:00,42.2,52.7,201.52,1.59,1.83,,
2019-11-20 12:00:00,,41.05,185.06,1.85,1.32,,
2019-11-20 13:00:00,,59.25,,2.44,2.17,,
2019-11-20 14:00:00,32.52,52.23,46.64,,0.87,,
2019-11-20 15:00:00,10.13,72.65,74.84,0.39,1.78,,
2019-11-20 16:00:00,10.67,58.74,84.88,2.05,1.64,,
2019-11-20 17:00:00,14.08,52.83,94.72,3.8,1.62,,
2019-11-20 18:00:00,24.2,36.04,118.43,1.83,2.3,,
2019-11-20 19:00:00,32.07,17.98,129.75,7.13,3.87,,
2019-11-20 20:00:00,45.81,21.91,192.24,17.36,4.78,,
2019-11-20 21:00:00,47.19,24.08,237.81,9.3,4.7,,
2019-11-20 22:00:00,65.19,25.11,279.62,26.16,5.07,,
2019-11-20 23:00:00,64.45,27.25,301.54,10.29,3.42,,
2019-11-21 00:00:00,30.92,24.51,278.04,16.63,1.76,,
2019-11-21 01:00:00,29.17,22.31,231.68,7.54,2.94,,
2019-11-21 02:00:00,28.81,24.58,238.68,10.55,2.63,,
2019-11-21 03:00:00,20.06,27.61,234.23,3.71,1.57,,
2019-11-21 04:00:00,23.44,29.7,216.97,6.91,1.65,,
2019-11-21 05:00:00,18.51,25.98,215.05,6.96,0.5,,
2019-11-21 06:00:00,13.88,28.84,201.58,7.27,0.39,,
2019-11-21 07:00:00,12.34,31.7,175.72,2.76,0.38,,
2019-11-21 08:00:00,12.31,33.34,189.93,0.74,0.24,,
2019-11-21 09:00:00,19.09,32.39,221.64,4.45,0.6,,
2019-11-21 10:00:00,14.74,37.5,228.45,3.89,0.93,,
2019-11-21 11:00:00,10.49,54.44,215.71,1.81,1.26,,
2019-11-21 12:00:00,10.41,62.75,187.4,1.09,1.37,,
2019-11-21 13:00:00,8.54,69.45,148.38,0.82,1.09,,
2019-11-21 14:00:00,9.72,63.94,149.2,,0.55,,
2019-11-21 15:00:00,7.07,61.53,142.93,0.7,0.57,,
2019-11-21 16:00:00,7.76,74.97,145.08,11.6,1.31,,
2019-11-21 17:00:00,10.2,43.47,151.64,2.7,,,
2019-11-21 18:00:00,15.23,43.03,150.39,6.9,0.48,,
2019-11-21 19:00:00,26.17,34.2,152.27,7.85,1.6,,
2019-11-21 20:00:00,30.42,10.77,156.89,17.5,3.19,,
2019-11-21 21:00:00,47.59,14.02,189.47,13.41,4.21,,
2019-11-21 22:00:00,34.17,12.52,221.76,19.09,2.2,,
2019-11-21 23:00:00,29.05,10.95,206.57,10.01,1.88,,
2019-11-22 00:00:00,24.9,11.24,194.33,14.97,1.96,,
2019-11-22 01:00:00,18.59,10.55,184.51,4.69,0.96,,
2019-11-22 02:00:00,14.36,11.51,173.69,5.86,0.21,,
2019-11-22 03:00:00,10.97,11.81,143.85,5.61,5.08,,
2019-11-22 04:00:00,9.67,11.5,132.05,2.21,0.26,,
2019-11-22 05:00:00,8.76,12.23,120.0,1.54,0.18,,
2019-11-22 06:00:00,8.62,12.79,126.06,0.17,0.55,,
2019-11-22 07:00:00,9.3,14.79,122.72,2.08,0.68,,
2019-11-22 08:00:00,9.74,12.7,143.64,,0.52,,
2019-11-22 09:00:00,13.61,12.58,154.54,4.37,0.67,,
2019-11-22 10:00:00,12.82,22.52,161.21,4.17,0.69,,
2019-11-22 11:00:00,11.13,33.44,157.4,5.94,0.21,,
2019-11-22 12:00:00,9.56,46.1,148.64,4.25,0.3,,
2019-11-22 13:00:00,9.88,50.94,124.42,4.61,0.73,,
2019-11-22 14:00:00,8.47,61.42,114.39,4.05,0.57,,
2019-11-22 15:00:00,7.97,65.46,90.87,2.97,0.9,,
2019-11-22 16:00:00,8.24,60.79,84.76,1.02,0.49,,
2019-11-22 17:00:00,13.73,42.67,83.03,5.94,0.87,,
2019-11-22 18:00:00,13.17,36.98,104.11,8.02,1.33,,
2019-11-22 19:00:00,17.27,24.77,145.93,5.61,1.82,,
