Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NOx (ppb),CO (mg/m3),Ozone ()
2019-11-04 21:00:00,242.72,143.78,51.47,1.27,9.89
2019-11-04 22:00:00,200.72,118.76,30.13,0.79,27.85
2019-11-04 23:00:00,190.78,131.01,23.76,0.7,38.36
2019-11-05 00:00:00,202.28,157.83,16.81,0.61,51.68
2019-11-05 01:00:00,268.42,246.68,16.07,0.77,47.17
2019-11-05 02:00:00,384.36,340.44,16.85,1.02,39.0
2019-11-05 03:00:00,430.36,410.19,17.95,1.1,31.83
2019-11-05 04:00:00,439.09,415.88,18.19,1.07,28.06
2019-11-05 05:00:00,421.84,379.62,22.42,1.03,17.6
2019-11-05 06:00:00,366.16,357.71,22.01,0.97,17.76
2019-11-05 07:00:00,351.94,300.51,29.09,0.93,12.13
2019-11-05 08:00:00,341.27,282.38,32.04,0.98,10.92
2019-11-05 09:00:00,339.58,291.17,27.68,0.98,25.64
2019-11-05 10:00:00,342.08,260.17,22.77,0.86,50.69
2019-11-05 11:00:00,338.62,193.55,20.73,0.73,71.4
2019-11-05 12:00:00,233.61,147.93,17.54,0.57,82.67
2019-11-05 13:00:00,186.0,133.03,14.34,0.48,91.9
2019-11-05 14:00:00,163.96,108.87,12.9,0.37,95.04
2019-11-05 15:00:00,131.17,85.81,12.08,0.34,90.12
2019-11-05 16:00:00,122.67,66.52,11.98,0.32,85.12
2019-11-05 17:00:00,94.63,57.44,11.57,0.29,80.49
2019-11-05 18:00:00,91.2,50.29,14.57,0.36,65.64
2019-11-05 19:00:00,111.69,57.97,16.87,0.42,48.13
2019-11-05 20:00:00,87.98,54.19,19.64,0.5,30.8
2019-11-05 21:00:00,114.89,70.97,29.43,0.66,13.82
2019-11-05 22:00:00,149.42,78.78,31.17,0.6,21.22
2019-11-05 23:00:00,147.51,82.02,27.84,0.51,21.07
2019-11-06 00:00:00,132.81,74.32,24.88,0.47,16.25
2019-11-06 01:00:00,134.15,75.56,20.16,0.46,12.34
2019-11-06 02:00:00,116.02,72.01,20.03,0.48,10.93
2019-11-06 03:00:00,130.9,79.9,26.6,0.71,6.78
2019-11-06 04:00:00,170.67,122.03,36.47,0.73,8.41
2019-11-06 05:00:00,187.83,133.62,24.56,0.57,8.96
2019-11-06 06:00:00,144.38,98.9,19.49,0.57,8.16
2019-11-06 07:00:00,98.82,86.94,17.4,0.47,9.67
2019-11-06 08:00:00,88.88,75.33,17.01,0.49,8.88
2019-11-06 09:00:00,103.57,81.95,18.07,0.57,9.02
2019-11-06 10:00:00,126.33,94.64,34.15,0.65,13.63
2019-11-06 11:00:00,193.04,91.96,21.65,0.48,41.84
2019-11-06 12:00:00,164.52,88.07,12.0,0.35,68.67
2019-11-06 13:00:00,132.02,76.47,10.47,0.28,69.76
2019-11-06 14:00:00,98.77,53.78,9.99,0.26,72.23
2019-11-06 15:00:00,92.66,42.22,10.1,0.27,76.73
2019-11-06 16:00:00,95.83,48.31,10.07,0.26,74.42
2019-11-06 17:00:00,92.87,54.34,10.95,0.27,76.16
2019-11-06 18:00:00,111.79,64.5,13.17,0.36,70.92
2019-11-06 19:00:00,194.56,140.98,18.57,0.61,55.39
2019-11-06 20:00:00,308.9,218.91,22.03,0.77,45.81
2019-11-06 21:00:00,306.85,217.53,22.7,0.76,44.92
2019-11-06 22:00:00,293.74,201.73,21.74,0.76,40.99
2019-11-06 23:00:00,293.06,194.76,21.11,0.74,36.7
2019-11-07 00:00:00,289.19,219.74,18.68,0.74,32.67
2019-11-07 01:00:00,236.98,188.21,16.75,0.63,33.21
2019-11-07 02:00:00,242.97,172.07,17.28,0.63,31.06
2019-11-07 03:00:00,245.12,168.49,17.28,0.68,24.91
2019-11-07 04:00:00,235.21,192.87,16.26,0.67,19.77
2019-11-07 05:00:00,232.59,194.7,16.06,0.67,19.99
2019-11-07 06:00:00,217.5,176.53,14.82,0.67,18.24
2019-11-07 07:00:00,239.43,175.94,15.9,0.71,17.77
2019-11-07 08:00:00,241.95,173.02,27.07,0.85,13.29
2019-11-07 09:00:00,276.23,210.17,30.89,0.95,23.26
2019-11-07 10:00:00,294.38,222.64,39.79,1.01,19.81
2019-11-07 11:00:00,391.91,222.64,43.59,1.22,16.12
2019-11-07 12:00:00,375.46,259.6,36.5,1.18,17.85
2019-11-07 13:00:00,364.09,289.55,34.0,1.29,18.2
2019-11-07 14:00:00,410.49,279.84,50.54,1.43,21.47
2019-11-07 15:00:00,362.05,234.24,47.35,1.23,43.91
2019-11-07 16:00:00,244.18,154.01,18.37,0.5,69.79
2019-11-07 17:00:00,196.74,122.05,21.73,0.57,66.95
2019-11-07 18:00:00,230.92,165.21,17.28,0.73,62.99
2019-11-07 19:00:00,256.18,200.46,20.22,0.81,46.65
2019-11-07 20:00:00,242.65,182.43,21.59,0.82,37.16
2019-11-07 21:00:00,250.28,179.66,20.82,0.87,32.93
2019-11-07 22:00:00,317.51,223.1,21.37,0.96,28.27
2019-11-07 23:00:00,324.82,259.25,20.98,1.1,20.8
2019-11-08 00:00:00,311.68,260.95,20.69,1.08,11.45
2019-11-08 01:00:00,325.52,238.73,30.78,1.07,6.2
2019-11-08 02:00:00,328.05,234.09,24.58,1.01,6.65
2019-11-08 03:00:00,307.2,239.22,34.31,1.38,6.29
2019-11-08 04:00:00,299.25,222.23,44.47,1.61,5.99
2019-11-08 05:00:00,323.75,215.04,49.88,1.63,6.25
2019-11-08 06:00:00,316.04,211.05,59.78,1.68,6.52
2019-11-08 07:00:00,296.31,229.05,50.25,1.7,6.71
2019-11-08 08:00:00,262.1,213.46,46.77,1.56,6.99
2019-11-08 09:00:00,267.42,178.68,39.04,1.16,11.58
2019-11-08 10:00:00,187.09,131.22,19.22,0.57,46.72
2019-11-08 11:00:00,184.2,119.03,17.75,0.6,62.45
2019-11-08 12:00:00,196.47,143.81,16.94,0.62,76.45
2019-11-08 13:00:00,200.44,155.95,16.12,0.62,93.37
2019-11-08 14:00:00,217.09,144.97,15.87,0.6,101.28
2019-11-08 15:00:00,222.52,139.87,20.44,0.68,109.01
2019-11-08 16:00:00,217.63,154.46,26.67,0.83,113.65
2019-11-08 17:00:00,228.71,158.08,23.3,0.74,106.55
2019-11-08 18:00:00,213.32,157.96,23.33,0.76,77.53
2019-11-08 19:00:00,231.51,162.16,24.62,0.81,50.98
2019-11-08 20:00:00,249.38,160.79,36.56,1.13,18.33
2019-11-08 21:00:00,245.87,152.12,40.79,1.14,13.06
2019-11-08 22:00:00,244.9,153.67,42.59,1.31,9.66
2019-11-08 23:00:00,256.31,167.1,42.44,1.39,6.14
2019-11-09 00:00:00,261.52,158.61,45.95,1.56,6.12
2019-11-09 01:00:00,257.47,172.4,52.33,1.67,6.06
2019-11-09 02:00:00,281.03,163.73,69.55,1.6,6.06
2019-11-09 03:00:00,298.02,192.19,42.81,1.11,6.25
2019-11-09 04:00:00,266.46,188.88,30.72,0.95,6.77
2019-11-09 05:00:00,263.86,246.14,30.59,0.95,6.66
2019-11-09 06:00:00,328.78,261.61,26.18,0.96,6.33
2019-11-09 07:00:00,311.56,248.27,29.17,1.02,6.1
2019-11-09 08:00:00,284.27,250.41,22.54,1.04,7.4
2019-11-09 09:00:00,313.88,287.27,23.92,0.96,16.55
2019-11-09 10:00:00,273.09,221.2,24.1,0.76,34.86
2019-11-09 11:00:00,168.36,116.34,19.06,0.52,52.13
2019-11-09 12:00:00,171.02,125.25,17.05,0.4,66.54
2019-11-09 13:00:00,215.79,121.22,17.65,0.37,83.66
2019-11-09 14:00:00,182.64,93.58,15.28,0.34,85.78
2019-11-09 15:00:00,77.93,54.93,13.24,0.32,83.07
2019-11-09 16:00:00,83.65,47.83,12.52,0.3,80.5
2019-11-09 17:00:00,107.27,58.94,12.51,0.31,74.57
2019-11-09 18:00:00,92.94,58.03,13.48,0.35,61.04
2019-11-09 19:00:00,111.5,56.86,18.66,0.5,42.48
2019-11-09 20:00:00,143.83,87.29,21.73,0.65,34.29
2019-11-09 21:00:00,190.89,121.55,25.79,0.82,24.73
2019-11-09 22:00:00,228.51,169.08,28.71,0.88,14.72
2019-11-09 23:00:00,225.45,157.19,24.84,0.82,24.25
2019-11-10 00:00:00,255.55,172.68,24.54,0.93,12.77
2019-11-10 01:00:00,241.72,183.58,25.07,0.83,17.55
2019-11-10 02:00:00,236.27,176.73,19.94,0.73,19.98
2019-11-10 03:00:00,229.01,187.95,22.51,0.77,10.2
2019-11-10 04:00:00,266.75,221.87,21.88,0.85,13.69
2019-11-10 05:00:00,340.52,315.71,19.18,0.93,19.0
2019-11-10 06:00:00,415.31,373.18,16.93,0.92,17.62
2019-11-10 07:00:00,364.32,337.58,16.14,0.94,13.73
2019-11-10 08:00:00,333.04,323.24,17.73,0.93,11.68
2019-11-10 09:00:00,360.87,310.15,22.74,0.97,20.72
2019-11-10 10:00:00,361.57,291.1,22.83,0.88,46.57
2019-11-10 11:00:00,327.43,264.15,20.74,0.8,71.01
2019-11-10 12:00:00,329.56,269.67,18.64,0.7,84.18
2019-11-10 13:00:00,271.57,203.49,16.01,0.55,90.24
2019-11-10 14:00:00,199.54,140.89,14.87,0.44,94.65
2019-11-10 15:00:00,158.53,99.9,15.13,0.45,101.59
2019-11-10 16:00:00,157.08,101.73,13.85,0.42,92.03
2019-11-10 17:00:00,148.41,86.57,13.9,0.41,83.82
2019-11-10 18:00:00,149.47,101.77,14.6,0.47,63.16
2019-11-10 19:00:00,164.16,110.48,17.36,0.59,45.49
2019-11-10 20:00:00,191.76,119.78,20.16,0.73,30.88
2019-11-10 21:00:00,203.65,139.74,20.54,0.85,22.26
2019-11-10 22:00:00,217.03,145.12,23.21,0.9,20.97
2019-11-10 23:00:00,227.19,147.45,21.78,0.86,16.71
2019-11-11 00:00:00,226.23,152.8,21.35,0.88,12.73
2019-11-11 01:00:00,234.18,170.64,20.93,0.91,13.7
2019-11-11 02:00:00,224.1,165.02,21.74,0.89,13.15
2019-11-11 03:00:00,256.01,185.43,27.74,0.95,10.15
2019-11-11 04:00:00,259.97,202.63,26.45,0.94,6.83
2019-11-11 05:00:00,270.62,213.08,27.14,1.03,6.56
2019-11-11 06:00:00,325.6,286.52,27.22,1.09,6.61
2019-11-11 07:00:00,340.7,311.13,24.37,1.15,6.39
2019-11-11 08:00:00,342.87,301.17,18.47,1.16,8.12
2019-11-11 09:00:00,417.27,377.17,37.86,1.54,10.22
2019-11-11 10:00:00,576.21,461.07,42.98,1.76,29.23
2019-11-11 11:00:00,768.46,673.18,31.84,1.86,81.35
2019-11-11 12:00:00,711.72,618.11,19.3,1.02,98.4
2019-11-11 13:00:00,419.83,318.55,18.65,0.71,105.6
2019-11-11 14:00:00,285.81,235.86,17.15,0.67,111.28
2019-11-11 15:00:00,280.24,207.9,16.61,0.64,109.88
2019-11-11 16:00:00,246.67,205.71,17.74,0.66,109.59
2019-11-11 17:00:00,279.39,231.63,17.27,0.67,102.2
2019-11-11 18:00:00,251.5,200.36,17.51,0.65,78.05
2019-11-11 19:00:00,230.55,170.46,20.04,0.7,53.21
2019-11-11 20:00:00,219.99,163.03,21.49,0.72,31.0
2019-11-11 21:00:00,223.03,159.07,23.02,0.83,18.88
2019-11-11 22:00:00,255.51,180.3,27.24,1.26,11.79
2019-11-11 23:00:00,284.38,198.24,37.44,1.5,6.63
2019-11-12 00:00:00,286.24,200.53,39.98,1.56,6.05
2019-11-12 01:00:00,301.18,195.45,44.73,1.62,6.05
2019-11-12 02:00:00,341.26,233.29,46.49,1.92,6.11
2019-11-12 03:00:00,384.91,301.19,50.46,2.05,6.86
2019-11-12 04:00:00,444.77,360.95,48.31,2.01,6.74
2019-11-12 05:00:00,527.94,405.66,47.97,2.05,6.41
2019-11-12 06:00:00,554.95,474.0,54.63,2.05,7.25
2019-11-12 07:00:00,651.71,531.63,44.98,2.05,6.8
2019-11-12 08:00:00,660.68,578.66,33.76,2.06,7.22
2019-11-12 09:00:00,657.52,602.45,48.18,2.16,8.93
2019-11-12 10:00:00,778.82,678.17,59.72,2.42,22.02
2019-11-12 11:00:00,803.9,724.63,40.44,1.88,71.42
2019-11-12 12:00:00,727.82,657.15,28.86,1.31,101.14
2019-11-12 13:00:00,517.38,455.32,22.01,0.98,115.23
2019-11-12 14:00:00,419.97,364.72,20.55,0.89,119.3
2019-11-12 15:00:00,392.89,344.33,19.07,0.88,115.24
2019-11-12 16:00:00,389.0,309.32,18.13,0.83,109.47
2019-11-12 17:00:00,359.46,308.03,48.43,0.83,55.35
2019-11-12 18:00:00,328.98,290.01,38.8,0.82,48.45
2019-11-12 19:00:00,317.1,278.55,26.11,0.93,47.58
2019-11-12 20:00:00,347.63,287.06,26.43,1.14,26.52
2019-11-12 21:00:00,408.55,333.94,32.2,1.72,14.07
2019-11-12 22:00:00,454.03,370.15,32.78,1.76,11.05
2019-11-12 23:00:00,488.2,355.38,46.4,2.3,6.7
2019-11-13 00:00:00,524.12,406.8,45.7,2.41,6.07
2019-11-13 01:00:00,549.1,399.08,46.59,2.61,6.11
2019-11-13 02:00:00,532.95,433.07,44.86,2.44,6.22
2019-11-13 03:00:00,485.74,416.38,42.59,2.24,6.15
2019-11-13 04:00:00,510.51,445.47,42.63,2.29,6.39
2019-11-13 05:00:00,543.52,472.86,45.41,2.39,6.16
2019-11-13 06:00:00,586.56,506.76,64.2,2.39,6.59
2019-11-13 07:00:00,586.18,516.53,46.27,2.3,6.37
2019-11-13 08:00:00,613.65,544.39,36.87,2.08,6.86
2019-11-13 09:00:00,600.82,546.38,38.7,2.15,8.3
2019-11-13 10:00:00,685.22,597.85,63.99,2.27,17.86
2019-11-13 11:00:00,663.87,594.97,44.66,1.99,52.52
2019-11-13 12:00:00,624.6,510.5,38.86,1.69,95.23
2019-11-13 13:00:00,630.41,551.96,40.91,1.69,121.23
2019-11-13 14:00:00,559.21,454.87,27.78,1.14,127.47
2019-11-13 15:00:00,331.48,284.14,21.0,0.66,120.74
2019-11-13 16:00:00,324.69,253.41,21.36,0.75,117.19
2019-11-13 17:00:00,307.86,241.4,23.67,0.81,85.88
2019-11-13 18:00:00,307.68,247.05,24.43,0.89,67.23
2019-11-13 19:00:00,339.06,269.19,22.32,0.97,65.6
2019-11-13 20:00:00,421.93,341.49,24.29,1.35,36.67
2019-11-13 21:00:00,523.47,434.2,30.61,1.92,20.85
2019-11-13 22:00:00,554.17,432.18,33.31,1.99,9.15
2019-11-13 23:00:00,527.08,462.19,51.55,2.57,6.91
2019-11-14 00:00:00,556.44,411.02,57.39,2.78,6.56
2019-11-14 01:00:00,491.03,403.21,52.47,2.67,6.83
2019-11-14 02:00:00,498.79,396.06,47.85,2.59,7.05
2019-11-14 03:00:00,452.45,382.69,37.88,2.37,7.35
2019-11-14 04:00:00,450.65,389.01,37.11,2.35,7.7
2019-11-14 05:00:00,441.5,358.82,34.4,2.47,7.79
2019-11-14 06:00:00,444.02,377.32,38.94,2.33,7.74
2019-11-14 07:00:00,490.67,394.24,36.8,2.47,8.02
2019-11-14 08:00:00,492.63,385.76,53.4,2.5,8.24
2019-11-14 09:00:00,608.85,465.11,67.57,2.62,8.47
2019-11-14 10:00:00,601.07,468.14,60.01,2.47,11.27
2019-11-14 11:00:00,736.54,559.4,58.95,2.56,20.66
2019-11-14 12:00:00,694.25,519.4,49.26,2.0,37.79
2019-11-14 13:00:00,652.52,513.85,36.68,1.78,53.02
2019-11-14 14:00:00,751.43,615.8,39.33,2.05,88.36
2019-11-14 15:00:00,897.7,699.09,33.24,1.78,111.87
2019-11-14 16:00:00,699.0,608.1,37.85,1.82,109.41
2019-11-14 17:00:00,574.18,401.74,47.46,1.74,92.52
2019-11-14 18:00:00,540.99,378.67,43.92,1.7,78.86
2019-11-14 19:00:00,530.16,378.44,49.65,1.96,41.48
2019-11-14 20:00:00,550.96,343.87,58.47,2.01,30.09
2019-11-14 21:00:00,510.03,361.0,50.17,1.87,27.45
2019-11-14 22:00:00,520.38,386.82,101.93,3.16,28.43
2019-11-14 23:00:00,582.98,381.36,63.64,2.35,27.34
2019-11-15 00:00:00,606.54,399.22,82.79,3.09,30.06
2019-11-15 01:00:00,637.32,425.49,68.8,2.33,29.74
2019-11-15 02:00:00,605.65,454.81,28.27,1.92,45.63
2019-11-15 03:00:00,743.45,636.98,24.92,2.1,49.75
2019-11-15 04:00:00,838.83,741.41,29.67,2.46,50.08
2019-11-15 05:00:00,937.19,845.76,31.43,2.65,51.39
2019-11-15 06:00:00,978.34,913.61,30.52,2.79,51.47
2019-11-15 07:00:00,,974.47,29.9,2.83,51.25
2019-11-15 08:00:00,,970.82,31.79,2.9,51.87
2019-11-15 09:00:00,,979.1,36.95,3.09,57.19
2019-11-15 10:00:00,,966.2,40.8,2.74,72.24
2019-11-15 11:00:00,897.86,790.43,38.31,2.23,99.94
2019-11-15 12:00:00,772.54,660.48,37.72,1.93,111.64
2019-11-15 13:00:00,709.3,536.23,28.52,1.78,140.82
2019-11-15 14:00:00,582.06,487.78,25.67,1.4,145.4
2019-11-15 15:00:00,563.68,424.01,28.38,1.66,168.12
2019-11-15 16:00:00,506.21,419.35,46.49,1.32,108.99
2019-11-15 17:00:00,457.46,345.56,24.51,1.19,115.8
2019-11-15 18:00:00,426.41,319.39,25.06,1.22,86.11
2019-11-15 19:00:00,425.17,353.19,35.6,1.52,54.34
2019-11-15 20:00:00,501.7,352.29,58.91,1.97,27.55
2019-11-15 21:00:00,507.76,364.03,56.01,2.09,26.12
2019-11-15 22:00:00,551.79,400.89,53.54,2.41,27.67
2019-11-15 23:00:00,523.19,368.43,67.67,2.63,27.54
2019-11-16 00:00:00,507.4,360.68,66.58,2.12,28.21
2019-11-16 01:00:00,434.68,347.49,45.91,1.63,28.09
2019-11-16 02:00:00,401.98,300.25,36.01,1.36,29.06
2019-11-16 03:00:00,364.47,277.66,36.09,1.34,30.01
2019-11-16 04:00:00,377.44,323.86,34.57,1.33,29.88
2019-11-16 05:00:00,387.93,304.17,28.19,1.16,29.72
2019-11-16 06:00:00,362.1,299.2,25.26,1.16,31.48
2019-11-16 07:00:00,369.43,315.0,26.44,1.12,31.49
2019-11-16 08:00:00,352.94,284.87,23.29,1.02,32.6
2019-11-16 09:00:00,321.57,268.94,29.39,1.09,41.09
2019-11-16 10:00:00,302.2,241.79,26.76,0.99,61.36
2019-11-16 11:00:00,312.98,225.33,30.36,0.92,74.63
2019-11-16 12:00:00,282.57,207.83,26.37,0.76,88.21
2019-11-16 13:00:00,231.02,155.9,29.5,0.63,85.82
2019-11-16 14:00:00,216.51,114.28,22.93,0.46,79.25
2019-11-16 15:00:00,209.34,102.15,15.24,0.41,82.9
2019-11-16 16:00:00,167.39,70.16,14.32,0.4,82.85
2019-11-16 17:00:00,245.65,78.81,15.0,0.45,81.41
2019-11-16 18:00:00,284.84,98.25,17.33,0.51,70.77
2019-11-16 19:00:00,195.94,87.02,21.68,0.64,54.53
2019-11-16 20:00:00,201.36,98.54,29.16,0.83,41.01
2019-11-16 21:00:00,214.31,132.98,26.91,0.79,43.85
2019-11-16 22:00:00,201.89,133.47,22.25,0.78,49.86
2019-11-16 23:00:00,250.41,199.7,20.03,0.86,49.97
2019-11-17 00:00:00,269.13,203.91,26.89,0.74,38.47
2019-11-17 01:00:00,243.5,186.67,17.35,0.66,43.18
2019-11-17 02:00:00,157.67,121.2,16.55,0.59,39.85
2019-11-17 03:00:00,123.02,101.02,15.77,0.57,39.27
2019-11-17 04:00:00,130.41,99.74,15.78,0.6,37.98
2019-11-17 05:00:00,136.47,127.56,15.58,0.6,35.71
2019-11-17 06:00:00,126.76,130.03,14.57,0.58,36.67
2019-11-17 07:00:00,116.94,117.08,15.67,0.55,32.88
2019-11-17 08:00:00,101.99,90.75,17.42,0.55,30.52
2019-11-17 09:00:00,94.11,73.14,17.62,0.53,37.48
2019-11-17 10:00:00,144.44,77.84,23.71,0.5,41.79
2019-11-17 11:00:00,179.53,92.66,17.22,0.49,58.14
2019-11-17 12:00:00,122.35,65.8,15.99,0.44,64.67
2019-11-17 13:00:00,156.35,65.18,22.48,0.35,62.42
2019-11-17 14:00:00,124.65,49.69,17.63,0.33,68.09
2019-11-17 15:00:00,15.69,,16.58,0.34,68.77
2019-11-17 16:00:00,,,,,
2019-11-17 17:00:00,,,261.77,0.66,39.0
2019-11-17 18:00:00,,,27.42,0.49,51.85
2019-11-17 19:00:00,,,17.86,0.5,48.27
2019-11-17 20:00:00,3.3,,18.13,0.57,51.61
2019-11-17 21:00:00,44.5,12.28,18.92,0.65,56.2
2019-11-17 22:00:00,96.11,71.89,18.95,0.69,58.57
2019-11-17 23:00:00,107.09,105.31,17.42,0.68,59.96
2019-11-18 00:00:00,184.45,121.58,16.98,0.74,57.23
2019-11-18 01:00:00,193.42,152.04,16.47,0.73,53.1
2019-11-18 02:00:00,176.49,137.07,17.6,0.8,49.45
2019-11-18 03:00:00,157.08,136.65,15.92,0.67,44.47
2019-11-18 04:00:00,110.05,82.65,15.17,0.62,41.73
2019-11-18 05:00:00,115.78,82.16,17.22,0.6,33.43
2019-11-18 06:00:00,117.58,69.38,18.94,0.57,30.42
2019-11-18 07:00:00,79.36,71.8,17.48,0.56,34.19
2019-11-18 08:00:00,92.41,64.17,20.47,0.63,30.96
2019-11-18 09:00:00,96.04,87.37,24.31,0.65,37.94
2019-11-18 10:00:00,106.26,77.7,20.37,0.58,52.79
2019-11-18 11:00:00,127.87,76.36,18.91,0.59,66.73
2019-11-18 12:00:00,135.67,91.05,16.3,0.54,75.7
2019-11-18 13:00:00,106.44,62.54,15.63,0.47,75.09
2019-11-18 14:00:00,89.8,63.85,13.93,0.46,78.44
2019-11-18 15:00:00,86.28,48.11,12.43,0.4,74.99
2019-11-18 16:00:00,97.14,47.29,12.1,0.37,73.17
2019-11-18 17:00:00,63.54,40.9,12.17,0.37,70.47
2019-11-18 18:00:00,58.5,35.26,15.38,0.43,60.69
2019-11-18 19:00:00,66.77,42.07,18.33,0.51,48.48
2019-11-18 20:00:00,85.56,53.81,19.29,0.58,36.38
2019-11-18 21:00:00,106.48,60.94,32.3,0.89,13.72
2019-11-18 22:00:00,111.58,70.61,33.8,0.77,15.38
2019-11-18 23:00:00,114.17,75.49,30.43,0.81,15.36
2019-11-19 00:00:00,115.66,79.93,33.09,0.87,14.21
2019-11-19 01:00:00,143.95,84.11,47.59,1.17,14.47
2019-11-19 02:00:00,171.7,94.47,35.26,1.05,14.79
2019-11-19 03:00:00,166.11,98.08,34.48,1.07,15.78
2019-11-19 04:00:00,164.15,102.97,42.52,1.19,17.22
2019-11-19 05:00:00,184.43,111.5,48.52,1.06,17.08
2019-11-19 06:00:00,173.37,110.09,39.58,0.92,16.91
2019-11-19 07:00:00,158.61,113.73,49.32,0.86,18.08
2019-11-19 08:00:00,199.83,142.71,52.92,0.91,20.35
2019-11-19 09:00:00,217.84,156.06,56.94,1.04,24.99
2019-11-19 10:00:00,255.91,166.74,41.58,0.95,38.35
2019-11-19 11:00:00,226.1,142.08,31.12,0.74,58.61
2019-11-19 12:00:00,136.71,77.73,22.24,0.55,71.48
2019-11-19 13:00:00,115.36,77.55,16.1,0.47,80.48
2019-11-19 14:00:00,115.12,72.99,15.05,0.49,88.74
2019-11-19 15:00:00,125.9,82.26,15.39,0.49,93.69
2019-11-19 16:00:00,124.18,75.94,14.86,0.47,88.55
2019-11-19 17:00:00,99.33,64.09,14.73,0.44,80.8
2019-11-19 18:00:00,103.04,64.05,16.15,0.48,64.61
2019-11-19 19:00:00,115.92,78.54,27.21,0.64,35.36
2019-11-19 20:00:00,116.62,79.56,31.69,0.73,34.72
2019-11-19 21:00:00,159.36,109.59,34.58,0.76,31.01
2019-11-19 22:00:00,146.81,104.33,31.82,0.65,33.0
2019-11-19 23:00:00,132.57,82.63,24.14,0.56,39.92
2019-11-20 00:00:00,111.87,81.33,22.28,0.56,32.47
2019-11-20 01:00:00,121.43,81.5,23.52,0.6,24.31
2019-11-20 02:00:00,128.87,89.05,21.85,0.66,20.0
2019-11-20 03:00:00,117.68,86.31,21.4,0.66,19.61
2019-11-20 04:00:00,110.46,85.02,21.12,0.66,23.16
2019-11-20 05:00:00,132.85,89.38,26.8,0.85,18.92
2019-11-20 06:00:00,172.71,120.31,45.07,1.37,17.3
2019-11-20 07:00:00,180.63,129.97,51.47,1.21,17.51
2019-11-20 08:00:00,189.4,138.88,48.66,1.12,18.75
2019-11-20 09:00:00,245.77,172.34,86.12,1.45,26.34
2019-11-20 10:00:00,355.2,221.08,67.84,1.27,39.06
2019-11-20 11:00:00,325.39,196.48,44.7,0.96,61.13
2019-11-20 12:00:00,280.77,159.95,27.06,0.73,89.82
2019-11-20 13:00:00,238.44,129.73,16.42,0.57,100.06
2019-11-20 14:00:00,159.66,92.05,14.73,0.51,98.71
2019-11-20 15:00:00,143.48,86.17,14.32,0.5,97.7
2019-11-20 16:00:00,144.63,101.91,14.19,0.5,102.24
2019-11-20 17:00:00,166.06,110.03,19.09,0.6,113.0
2019-11-20 18:00:00,168.38,126.05,22.4,0.71,85.04
2019-11-20 19:00:00,178.56,128.59,24.61,0.81,65.97
2019-11-20 20:00:00,230.27,158.37,27.47,1.09,45.45
2019-11-20 21:00:00,256.99,175.14,29.43,1.2,38.86
2019-11-20 22:00:00,249.18,202.41,26.0,1.27,36.17
2019-11-20 23:00:00,238.98,202.61,27.57,1.37,34.36
2019-11-21 00:00:00,245.2,188.59,33.74,1.38,32.2
2019-11-21 01:00:00,317.56,197.56,32.2,1.32,34.96
2019-11-21 02:00:00,283.42,184.66,23.65,1.06,33.74
2019-11-21 03:00:00,241.34,190.15,23.38,0.93,34.49
2019-11-21 04:00:00,218.37,188.01,22.4,0.85,44.54
2019-11-21 05:00:00,236.19,194.53,19.16,0.94,41.15
2019-11-21 06:00:00,271.46,244.48,23.54,1.17,35.93
2019-11-21 07:00:00,270.89,188.7,23.7,1.08,30.14
2019-11-21 08:00:00,308.56,215.48,41.0,1.93,27.54
2019-11-21 09:00:00,330.73,275.24,42.1,1.8,32.36
2019-11-21 10:00:00,361.03,274.8,46.03,1.54,45.85
2019-11-21 11:00:00,284.62,193.85,24.24,0.87,102.2
2019-11-21 12:00:00,262.83,174.97,20.76,0.84,122.9
2019-11-21 13:00:00,236.07,174.03,17.84,0.73,123.14
2019-11-21 14:00:00,232.6,151.28,16.94,0.63,117.8
2019-11-21 15:00:00,205.0,123.75,14.15,0.51,106.81
2019-11-21 16:00:00,136.08,98.9,17.84,0.63,121.39
2019-11-21 17:00:00,163.52,117.9,22.21,0.73,113.58
2019-11-21 18:00:00,176.82,118.05,28.0,0.94,91.31
2019-11-21 19:00:00,205.71,139.33,33.27,1.18,68.35
2019-11-21 20:00:00,292.93,172.85,40.64,1.74,42.06
2019-11-21 21:00:00,365.02,257.54,62.91,2.33,26.69
2019-11-21 22:00:00,317.43,223.84,69.45,2.38,20.64
2019-11-21 23:00:00,283.16,202.13,65.58,2.51,24.94
2019-11-22 00:00:00,331.31,229.66,59.86,2.61,23.48
2019-11-22 01:00:00,310.8,206.39,71.34,3.0,23.65
2019-11-22 02:00:00,363.17,228.99,88.06,3.45,25.59
2019-11-22 03:00:00,324.7,246.46,108.85,3.79,24.48
2019-11-22 04:00:00,316.46,233.65,110.7,3.84,23.88
2019-11-22 05:00:00,310.63,222.24,87.68,3.14,22.79
2019-11-22 06:00:00,298.52,210.38,64.55,2.66,23.18
2019-11-22 07:00:00,278.96,224.54,43.91,2.26,23.65
2019-11-22 08:00:00,254.19,224.61,31.26,1.86,25.06
2019-11-22 09:00:00,276.55,204.49,57.4,2.07,27.28
2019-11-22 10:00:00,311.51,220.68,53.71,1.43,50.34
2019-11-22 11:00:00,256.35,177.69,30.71,1.07,86.09
2019-11-22 12:00:00,242.01,179.05,21.31,0.85,112.78
